datetime,V51Z,V52Z,V53Z,V111Z,V112Z,Total
2024-03-01 01:00:00,2,7,0,5,4,18
2024-03-01 01:10:00,3,4,6,3,8,24
2024-03-01 01:20:00,1,1,1,1,3,7
2024-03-01 01:30:00,0,7,4,4,3,18
2024-03-01 01:40:00,3,3,0,2,2,10
2024-03-01 01:50:00,2,2,0,4,0,8
2024-03-01 02:00:00,0,2,0,2,0,4
2024-03-01 02:10:00,5,7,2,10,2,26
2024-03-01 02:20:00,0,4,1,4,2,11
2024-03-01 02:30:00,3,1,1,6,0,11
2024-03-01 02:40:00,0,3,0,1,0,4
2024-03-01 02:50:00,0,1,0,0,1,2
2024-03-01 03:00:00,0,3,5,2,3,13
2024-03-01 03:10:00,1,1,2,2,2,8
2024-03-01 03:20:00,3,1,0,3,1,8
2024-03-01 03:30:00,1,5,1,5,3,15
2024-03-01 03:40:00,3,3,0,4,0,10
2024-03-01 03:50:00,0,3,0,2,0,5
2024-03-01 04:00:00,2,2,3,3,0,10
2024-03-01 04:10:00,8,7,7,4,4,30
2024-03-01 04:20:00,7,1,0,7,1,16
2024-03-01 04:30:00,4,3,3,3,1,14
2024-03-01 04:40:00,4,8,4,5,6,27
2024-03-01 04:50:00,11,4,0,5,9,29
2024-03-01 05:00:00,12,7,6,9,8,42
2024-03-01 05:10:00,22,9,8,10,11,60
2024-03-01 05:20:00,17,17,9,12,10,65
2024-03-01 05:30:00,16,21,3,14,18,72
2024-03-01 05:40:00,35,20,8,12,27,102
2024-03-01 05:50:00,32,22,5,8,20,87
2024-03-01 06:00:00,28,17,8,17,8,78
2024-03-01 06:10:00,35,35,28,9,12,119
2024-03-01 06:20:00,20,29,14,20,16,99
2024-03-01 06:30:00,41,31,12,29,16,129
2024-03-01 06:40:00,32,26,15,20,20,113
2024-03-01 06:50:00,25,26,15,19,27,112
2024-03-01 07:00:00,28,29,9,17,25,108
2024-03-01 07:10:00,23,25,17,22,21,108
2024-03-01 07:20:00,19,29,15,28,22,113
2024-03-01 07:30:00,28,34,21,27,27,137
2024-03-01 07:40:00,22,25,22,42,41,152
2024-03-01 07:50:00,25,27,26,31,24,133
2024-03-01 08:00:00,18,27,23,26,26,120
2024-03-01 08:10:00,23,26,12,27,24,112
2024-03-01 08:20:00,17,28,9,35,25,114
2024-03-01 08:30:00,22,26,15,27,18,108
2024-03-01 08:40:00,23,23,29,29,24,128
2024-03-01 08:50:00,19,30,15,24,31,119
2024-03-01 09:00:00,26,21,16,28,17,108
2024-03-01 09:10:00,16,21,11,25,28,101
2024-03-01 09:20:00,22,26,23,30,22,123
2024-03-01 09:30:00,16,26,14,29,18,103
2024-03-01 09:40:00,27,30,15,27,29,128
2024-03-01 09:50:00,21,19,17,18,20,95
2024-03-01 10:00:00,19,32,18,24,14,107
2024-03-01 10:10:00,18,22,13,29,23,105
2024-03-01 10:20:00,26,29,13,27,20,115
2024-03-01 10:30:00,32,24,16,30,20,122
2024-03-01 10:40:00,26,39,16,37,27,145
2024-03-01 10:50:00,17,28,14,20,26,105
2024-03-01 11:00:00,17,19,13,32,27,108
2024-03-01 11:10:00,16,22,12,22,16,88
2024-03-01 11:20:00,21,33,22,33,30,139
2024-03-01 11:30:00,16,23,19,24,21,103
2024-03-01 11:40:00,17,22,16,26,19,100
2024-03-01 11:50:00,24,22,24,26,29,125
2024-03-01 12:00:00,18,21,22,31,29,121
2024-03-01 12:10:00,19,22,13,33,28,115
2024-03-01 12:20:00,17,25,24,34,30,130
2024-03-01 12:30:00,28,27,25,31,26,137
2024-03-01 12:40:00,25,27,20,25,27,124
2024-03-01 12:50:00,20,27,20,29,27,123
2024-03-01 13:00:00,23,26,21,30,34,134
2024-03-01 13:10:00,10,15,12,16,17,70
2024-03-01 13:20:00,22,26,20,23,26,117
2024-03-01 13:30:00,21,22,21,31,27,122
2024-03-01 13:40:00,17,26,14,27,24,108
2024-03-01 13:50:00,25,28,22,18,26,119
2024-03-01 14:00:00,23,28,26,38,33,148
2024-03-01 14:10:00,19,26,26,26,28,125
2024-03-01 14:20:00,22,17,22,32,33,126
2024-03-01 14:30:00,23,29,23,39,37,151
2024-03-01 14:40:00,19,25,24,32,24,124
2024-03-01 14:50:00,19,22,23,23,30,117
2024-03-01 15:00:00,21,26,20,36,23,126
2024-03-01 15:10:00,24,32,18,36,35,145
2024-03-01 15:20:00,25,34,28,31,26,144
2024-03-01 15:30:00,27,30,22,25,32,136
2024-03-01 15:40:00,26,23,22,32,28,131
2024-03-01 15:50:00,13,17,14,21,21,86
2024-03-01 16:00:00,15,30,21,23,20,109
2024-03-01 16:10:00,21,22,23,29,26,121
2024-03-01 16:20:00,20,26,25,28,28,127
2024-03-01 16:30:00,25,25,26,33,28,137
2024-03-01 16:40:00,30,25,15,24,26,120
2024-03-01 16:50:00,24,30,20,27,29,130
2024-03-01 17:00:00,24,30,28,25,30,137
2024-03-01 17:10:00,24,26,18,30,34,132
2024-03-01 17:20:00,25,19,12,16,20,92
2024-03-01 17:30:00,22,27,22,25,29,125
2024-03-01 17:40:00,26,32,18,22,23,121
2024-03-01 17:50:00,25,25,18,25,21,114
2024-03-01 18:00:00,11,26,14,31,23,105
2024-03-01 18:10:00,25,32,14,24,24,119
2024-03-01 18:20:00,23,33,12,29,28,125
2024-03-01 18:30:00,30,40,33,25,34,162
2024-03-01 18:40:00,22,43,18,35,45,163
2024-03-01 18:50:00,26,34,22,29,40,151
2024-03-01 19:00:00,37,26,17,34,40,154
2024-03-01 19:10:00,30,49,18,26,28,151
2024-03-01 19:20:00,16,29,29,28,26,128
2024-03-01 19:30:00,37,25,21,39,31,153
2024-03-01 19:40:00,29,23,21,23,28,124
2024-03-01 19:50:00,17,27,24,44,31,143
2024-03-01 20:00:00,21,20,7,26,37,111
2024-03-01 20:10:00,22,32,28,33,35,150
2024-03-01 20:20:00,25,39,30,40,36,170
2024-03-01 20:30:00,23,20,18,30,28,119
2024-03-01 20:40:00,22,23,24,27,26,122
2024-03-01 20:50:00,20,26,5,26,29,106
2024-03-01 21:00:00,20,18,12,26,23,99
2024-03-01 21:10:00,18,31,5,34,30,118
2024-03-01 21:20:00,16,31,13,23,24,107
2024-03-01 21:30:00,21,29,15,30,18,113
2024-03-01 21:40:00,9,27,16,32,31,115
2024-03-01 21:50:00,18,29,19,21,36,123
2024-03-01 22:00:00,10,27,11,21,29,98
2024-03-01 22:10:00,11,32,13,21,20,97
2024-03-01 22:20:00,18,33,6,24,28,109
2024-03-01 22:30:00,15,20,11,23,22,91
2024-03-01 22:40:00,28,29,13,20,12,102
2024-03-01 22:50:00,7,15,9,21,16,68
2024-03-01 23:00:00,13,19,7,28,20,87
2024-03-01 23:10:00,10,23,16,13,15,77
2024-03-01 23:20:00,14,9,7,18,25,73
2024-03-01 23:30:00,5,10,9,28,15,67
2024-03-01 23:40:00,4,9,5,16,23,57
2024-03-01 23:50:00,15,19,7,14,9,64
2024-03-02 00:00:00,14,13,6,17,17,67
2024-03-02 00:10:00,9,12,2,13,16,52
2024-03-02 00:20:00,8,17,7,13,13,58
2024-03-02 00:30:00,5,18,7,5,15,50
2024-03-02 00:40:00,10,5,2,6,6,29
2024-03-02 00:50:00,5,8,6,9,15,43
2024-03-02 01:00:00,2,5,3,6,9,25
2024-03-02 01:10:00,8,5,0,8,9,30
2024-03-02 01:20:00,7,6,3,11,5,32
2024-03-02 01:30:00,1,4,0,6,8,19
2024-03-02 01:40:00,2,13,0,4,10,29
2024-03-02 01:50:00,1,7,3,3,6,20
2024-03-02 02:00:00,5,7,0,6,6,24
2024-03-02 02:10:00,1,7,1,8,3,20
2024-03-02 02:20:00,4,3,0,3,6,16
2024-03-02 02:30:00,0,9,4,8,3,24
2024-03-02 02:40:00,0,2,3,6,4,15
2024-03-02 02:50:00,4,2,0,9,2,17
2024-03-02 03:00:00,5,5,3,3,5,21
2024-03-02 03:10:00,2,2,2,5,7,18
2024-03-02 03:20:00,0,7,0,6,3,16
2024-03-02 03:30:00,0,7,4,3,3,17
2024-03-02 03:40:00,0,4,0,7,6,17
2024-03-02 03:50:00,6,9,0,4,3,22
2024-03-02 04:00:00,5,1,0,5,5,16
2024-03-02 04:10:00,0,5,3,9,2,19
2024-03-02 04:20:00,9,2,4,6,3,24
2024-03-02 04:30:00,2,3,0,2,0,7
2024-03-02 04:40:00,1,4,0,6,10,21
2024-03-02 04:50:00,5,3,0,2,1,11
2024-03-02 05:00:00,6,3,2,7,7,25
2024-03-02 05:10:00,12,5,8,4,6,35
2024-03-02 05:20:00,11,3,0,5,9,28
2024-03-02 05:30:00,9,13,3,3,9,37
2024-03-02 05:40:00,5,5,1,2,6,19
2024-03-02 05:50:00,8,12,6,9,14,49
2024-03-02 06:00:00,9,13,8,5,5,40
2024-03-02 06:10:00,11,8,0,5,6,30
