datetime,D21Z,D22Z,D51Z,D52Z,D81Z,D111Z,D112Z,Total
2024-03-01 10:30:00,2,6,13,12,47,25,30,135
2024-03-01 10:40:00,8,13,19,18,46,31,25,160
2024-03-01 10:50:00,1,1,17,10,41,22,25,117
2024-03-01 11:00:00,1,6,21,18,44,31,31,152
2024-03-01 11:10:00,2,7,15,15,52,25,22,138
2024-03-01 11:20:00,0,15,12,16,51,30,39,163
2024-03-01 11:30:00,1,7,19,11,54,29,26,147
2024-03-01 11:40:00,1,10,26,16,41,34,37,165
2024-03-01 11:50:00,3,10,13,18,45,31,25,145
2024-03-01 12:00:00,7,4,19,12,44,46,31,163
2024-03-01 12:10:00,7,8,25,19,54,57,39,209
2024-03-01 12:20:00,4,5,29,18,50,38,41,185
2024-03-01 12:30:00,61,9,30,18,50,45,33,246
2024-03-01 12:40:00,7,7,36,21,53,49,36,209
2024-03-01 12:50:00,3,6,24,12,53,31,31,160
2024-03-01 13:00:00,8,8,26,18,58,33,29,180
2024-03-01 13:10:00,3,12,15,11,31,16,18,106
2024-03-01 13:20:00,4,4,25,14,53,36,40,176
2024-03-01 13:30:00,5,4,38,24,60,55,34,220
2024-03-01 13:40:00,29,2,16,7,49,30,41,174
2024-03-01 13:50:00,5,7,19,18,50,36,30,165
2024-03-01 14:00:00,7,4,32,13,62,42,31,191
2024-03-01 14:10:00,4,5,26,9,64,29,30,167
2024-03-01 14:20:00,12,5,27,5,46,44,62,201
2024-03-01 14:30:00,10,9,27,13,55,52,31,197
2024-03-01 14:40:00,18,5,30,12,40,52,25,182
2024-03-01 14:50:00,13,8,28,15,44,40,35,183
2024-03-01 15:00:00,6,8,26,11,31,29,25,136
2024-03-01 15:10:00,10,9,40,13,49,46,28,195
2024-03-01 15:20:00,13,4,27,12,33,38,27,154
2024-03-01 15:30:00,7,7,31,13,61,44,40,203
2024-03-01 15:40:00,7,9,31,16,47,45,26,181
2024-03-01 15:50:00,2,6,25,11,34,25,23,126
2024-03-01 16:00:00,5,2,21,8,42,33,16,127
2024-03-01 16:10:00,12,7,22,9,38,33,25,146
2024-03-01 16:20:00,7,4,22,13,61,38,35,180
2024-03-01 16:30:00,4,11,26,14,36,38,30,159
2024-03-01 16:40:00,5,3,32,16,41,49,31,177
2024-03-01 16:50:00,4,8,24,10,37,49,35,167
2024-03-01 17:00:00,8,4,29,12,47,44,26,170
2024-03-01 17:10:00,5,15,26,16,55,41,41,199
2024-03-01 17:20:00,6,4,9,9,24,36,19,107
2024-03-01 17:30:00,5,4,22,7,44,47,33,162
2024-03-01 17:40:00,3,2,13,9,30,44,31,132
2024-03-01 17:50:00,2,7,16,20,37,125,29,236
2024-03-01 18:00:00,9,4,23,27,46,53,27,189
2024-03-01 18:10:00,4,2,16,7,46,36,28,139
2024-03-01 18:20:00,0,6,17,5,50,23,24,125
2024-03-01 18:30:00,2,2,17,14,49,45,23,152
2024-03-01 18:40:00,0,4,13,11,46,29,18,121
2024-03-01 18:50:00,0,3,17,10,35,33,23,121
2024-03-01 19:00:00,2,2,17,12,35,36,24,128
2024-03-01 19:10:00,2,2,15,12,37,33,34,135
2024-03-01 19:20:00,4,7,12,10,32,35,23,123
2024-03-01 19:30:00,0,2,11,12,22,36,23,106
2024-03-01 19:40:00,1,3,9,9,20,31,20,93
2024-03-01 19:50:00,1,2,15,13,20,29,9,89
2024-03-01 20:00:00,3,1,3,6,26,22,13,74
2024-03-01 20:10:00,0,1,5,6,21,17,16,66
2024-03-01 20:20:00,0,5,11,10,17,22,19,84
2024-03-01 20:30:00,2,7,11,9,20,24,20,93
2024-03-01 20:40:00,1,2,9,9,30,22,21,94
2024-03-01 20:50:00,0,2,3,5,17,27,14,68
2024-03-01 21:00:00,1,0,5,6,27,64,17,120
2024-03-01 21:10:00,0,1,3,3,23,58,10,98
2024-03-01 21:20:00,3,1,6,5,16,19,11,61
2024-03-01 21:30:00,0,0,4,5,15,11,6,41
2024-03-01 21:40:00,0,5,4,7,15,14,18,63
2024-03-01 21:50:00,1,2,4,9,15,16,14,61
2024-03-01 22:00:00,4,8,2,2,8,18,19,61
2024-03-01 22:10:00,2,1,7,4,15,9,11,49
2024-03-01 22:20:00,1,2,5,7,17,19,16,67
2024-03-01 22:30:00,0,3,4,2,13,15,19,56
2024-03-01 22:40:00,1,2,4,9,12,19,21,68
2024-03-01 22:50:00,0,0,3,5,15,9,14,46
2024-03-01 23:00:00,0,5,2,5,20,12,17,61
2024-03-01 23:10:00,0,1,1,3,12,6,9,32
2024-03-01 23:20:00,0,2,4,5,20,17,18,66
2024-03-01 23:30:00,0,2,3,4,6,8,12,35
2024-03-01 23:40:00,0,4,5,7,9,9,12,46
2024-03-01 23:50:00,1,3,4,6,10,10,13,47
2024-03-02 00:00:00,0,5,5,6,9,12,14,51
2024-03-02 00:10:00,0,4,0,1,13,8,8,34
2024-03-02 00:20:00,0,0,4,2,3,3,8,20
2024-03-02 00:30:00,0,4,1,4,10,6,6,31
2024-03-02 00:40:00,0,0,1,3,5,5,4,18
2024-03-02 00:50:00,0,0,1,1,2,4,6,14
2024-03-02 01:00:00,0,3,4,3,7,4,4,25
2024-03-02 01:10:00,0,0,2,1,5,6,5,19
2024-03-02 01:20:00,2,2,1,2,3,3,4,17
2024-03-02 01:30:00,0,0,0,1,3,2,4,10
2024-03-02 01:40:00,0,4,0,4,6,5,7,26
2024-03-02 01:50:00,0,0,2,2,5,3,4,16
2024-03-02 02:00:00,1,3,1,1,11,7,5,29
2024-03-02 02:10:00,0,0,1,1,3,6,2,13
2024-03-02 02:20:00,0,0,0,0,3,3,7,13
2024-03-02 02:30:00,0,1,0,1,3,3,3,11
2024-03-02 02:40:00,0,0,1,0,4,2,2,9
2024-03-02 02:50:00,1,0,0,3,2,7,3,16
2024-03-02 03:00:00,1,1,0,0,2,1,2,7
2024-03-02 03:10:00,0,1,1,1,3,7,5,18
2024-03-02 03:20:00,0,3,1,3,4,2,4,17
2024-03-02 03:30:00,0,0,2,2,4,2,2,12
2024-03-02 03:40:00,0,4,1,1,1,7,5,19
2024-03-02 03:50:00,0,0,0,3,4,7,4,18
2024-03-02 04:00:00,0,0,0,0,6,1,5,12
2024-03-02 04:10:00,0,2,3,2,2,5,2,16
2024-03-02 04:20:00,0,1,0,0,0,0,1,2
2024-03-02 04:30:00,0,1,0,0,0,5,6,12
2024-03-02 04:40:00,0,0,0,2,4,6,6,18
2024-03-02 04:50:00,0,3,0,0,1,8,8,20
2024-03-02 05:00:00,0,0,1,3,0,4,2,10
2024-03-02 05:10:00,0,0,1,2,4,1,2,10
2024-03-02 05:20:00,0,1,1,2,2,5,3,14
2024-03-02 05:30:00,0,0,1,2,4,3,3,13
2024-03-02 05:40:00,0,3,1,1,9,4,11,29
2024-03-02 05:50:00,1,1,0,2,13,6,2,25
2024-03-02 06:00:00,1,1,1,2,4,4,6,19
2024-03-02 06:10:00,0,1,0,1,5,3,8,18
2024-03-02 06:20:00,0,2,0,0,6,2,7,17
2024-03-02 06:30:00,0,3,0,4,7,5,12,31
2024-03-02 06:40:00,1,1,2,2,11,4,4,25
2024-03-02 06:50:00,1,3,1,2,8,9,7,31
2024-03-02 07:00:00,2,4,3,1,8,9,7,34
2024-03-02 07:10:00,0,0,3,4,12,3,7,29
2024-03-02 07:20:00,2,5,0,1,5,17,7,37
2024-03-02 07:30:00,0,2,2,3,5,13,10,35
2024-03-02 07:40:00,1,2,4,4,16,8,6,41
2024-03-02 07:50:00,0,2,3,4,10,14,11,44
2024-03-02 08:00:00,0,3,5,3,11,4,6,32
2024-03-02 08:10:00,0,2,1,1,7,5,10,26
2024-03-02 08:20:00,0,3,2,2,20,13,10,50
2024-03-02 08:30:00,0,4,8,4,16,6,9,47
2024-03-02 08:40:00,0,0,2,3,23,13,15,56
2024-03-02 08:50:00,1,3,10,6,32,7,19,78
2024-03-02 09:00:00,0,2,11,4,20,10,17,64
2024-03-02 09:10:00,0,6,9,6,34,7,22,84
2024-03-02 09:20:00,1,3,7,4,33,20,18,86
2024-03-02 09:30:00,0,5,2,2,43,11,32,95
2024-03-02 09:40:00,0,5,6,5,29,19,23,87
2024-03-02 09:50:00,1,6,15,11,35,21,32,121
2024-03-02 10:00:00,2,2,13,5,57,20,22,121
2024-03-02 10:10:00,2,7,9,0,46,24,27,115
2024-03-02 10:20:00,0,1,9,6,51,24,35,126
2024-03-02 10:30:00,1,4,12,6,42,23,29,117
2024-03-02 10:40:00,0,3,12,8,46,20,20,109
2024-03-02 10:50:00,1,5,16,6,35,24,23,110
2024-03-02 11:00:00,1,2,10,9,44,31,31,128
2024-03-02 11:10:00,1,4,13,11,50,30,33,142
2024-03-02 11:20:00,0,6,20,8,60,33,25,152
2024-03-02 11:30:00,1,7,19,5,44,25,31,132
2024-03-02 11:40:00,2,7,10,2,52,26,25,124
2024-03-02 11:50:00,2,8,11,10,49,39,29,148
2024-03-02 12:00:00,0,2,16,14,64,27,24,147
2024-03-02 12:10:00,2,4,15,9,57,97,20,204
2024-03-02 12:20:00,0,5,14,9,44,28,32,132
2024-03-02 12:30:00,3,7,17,7,47,29,26,136
2024-03-02 12:40:00,5,4,17,4,29,36,28,123
2024-03-02 12:50:00,2,6,12,10,33,34,26,123
2024-03-02 13:00:00,0,2,16,10,48,39,33,148
2024-03-02 13:10:00,3,12,17,11,35,30,30,138
2024-03-02 13:20:00,0,2,23,16,50,42,26,159
2024-03-02 13:30:00,4,6,15,8,35,34,21,123
2024-03-02 13:40:00,2,10,17,10,27,47,35,148
2024-03-02 13:50:00,1,4,13,9,42,39,27,135
2024-03-02 14:00:00,0,5,16,8,39,32,27,127
2024-03-02 14:10:00,0,3,10,7,42,42,24,128
2024-03-02 14:20:00,3,2,14,2,43,35,26,125
2024-03-02 14:30:00,2,6,8,8,51,37,27,139
2024-03-02 14:40:00,1,10,5,5,37,34,21,113
2024-03-02 14:50:00,1,6,19,13,46,39,33,157
2024-03-02 15:00:00,3,3,7,5,43,28,23,112
2024-03-02 15:10:00,0,2,13,8,40,26,22,111
2024-03-02 15:20:00,4,7,15,12,41,33,25,137
2024-03-02 15:30:00,3,3,14,10,36,24,18,108
2024-03-02 15:40:00,0,2,9,6,36,32,23,108
2024-03-02 15:50:00,0,5,15,7,38,35,22,122
2024-03-02 16:00:00,2,1,11,5,31,29,23,102
2024-03-02 16:10:00,0,5,6,6,40,29,28,114
2024-03-02 16:20:00,1,1,13,8,32,27,22,104
2024-03-02 16:30:00,0,4,9,4,40,37,30,124
2024-03-02 16:40:00,2,5,9,2,34,24,15,91
2024-03-02 16:50:00,1,5,16,8,35,38,28,131
2024-03-02 17:00:00,1,7,7,10,42,29,32,128
2024-03-02 17:10:00,3,9,11,6,50,32,24,135
2024-03-02 17:20:00,1,4,11,5,43,30,20,114
2024-03-02 17:30:00,0,2,8,3,40,17,17,87
2024-03-02 17:40:00,1,5,9,4,34,30,22,105
2024-03-02 17:50:00,1,5,11,4,46,32,25,124
2024-03-02 18:00:00,0,5,14,9,39,18,21,106
2024-03-02 18:10:00,2,4,14,8,39,38,22,127
2024-03-02 18:20:00,0,6,14,9,58,29,31,147
2024-03-02 18:30:00,0,3,11,6,50,26,17,113
2024-03-02 18:40:00,2,5,8,6,34,28,20,103
2024-03-02 18:50:00,1,3,11,6,32,25,15,93
2024-03-02 19:00:00,1,3,10,8,36,34,18,110
2024-03-02 19:10:00,0,2,10,10,28,18,17,85
2024-03-02 19:20:00,0,1,10,6,30,31,17,95
2024-03-02 19:30:00,0,2,3,6,30,26,24,91
2024-03-02 19:40:00,0,5,6,6,34,22,26,99
2024-03-02 19:50:00,0,2,7,5,28,18,16,76
2024-03-02 20:00:00,0,6,5,6,28,36,17,98
2024-03-02 20:10:00,0,2,2,7,14,16,21,62
2024-03-02 20:20:00,0,0,6,5,24,16,10,61
2024-03-02 20:30:00,2,4,7,7,24,29,22,95
2024-03-02 20:40:00,0,6,4,5,18,15,20,68
2024-03-02 20:50:00,0,5,5,4,24,17,16,71
2024-03-02 21:00:00,1,4,1,1,19,14,16,56
2024-03-02 21:10:00,0,3,4,6,15,17,19,64
2024-03-02 21:20:00,0,2,3,2,11,13,14,45
2024-03-02 21:30:00,1,4,4,4,11,14,15,53
2024-03-02 21:40:00,0,1,7,7,21,19,18,73
2024-03-02 21:50:00,0,1,6,5,17,15,14,58
2024-03-02 22:00:00,0,3,3,5,18,9,12,50
2024-03-02 22:10:00,2,1,4,4,11,13,16,51
2024-03-02 22:20:00,0,0,1,2,16,14,5,38
2024-03-02 22:30:00,0,1,3,2,14,16,9,45
2024-03-02 22:40:00,1,0,7,4,11,8,11,42
2024-03-02 22:50:00,0,3,3,3,10,11,12,42
2024-03-02 23:00:00,2,4,4,7,13,64,12,106
2024-03-02 23:10:00,1,2,2,2,15,13,14,49
2024-03-02 23:20:00,0,1,1,1,14,10,10,37
2024-03-02 23:30:00,0,3,4,3,12,5,9,36
2024-03-02 23:40:00,0,1,6,4,9,14,12,46
2024-03-02 23:50:00,0,4,0,2,10,12,16,44
2024-03-03 00:00:00,0,1,3,2,12,3,4,25
2024-03-03 00:10:00,0,1,1,3,6,8,10,29
2024-03-03 00:20:00,0,3,3,3,10,11,10,40
2024-03-03 00:30:00,1,2,3,3,9,1,4,23
2024-03-03 00:40:00,0,2,0,1,5,10,5,23
2024-03-03 00:50:00,0,4,1,3,5,11,12,36
2024-03-03 01:00:00,0,4,2,3,6,12,6,33
2024-03-03 01:10:00,0,4,1,2,5,5,9,26
2024-03-03 01:20:00,0,0,0,2,6,7,5,20
2024-03-03 01:30:00,0,3,6,5,7,2,4,27
2024-03-03 01:40:00,0,3,1,1,2,5,4,16
2024-03-03 01:50:00,0,4,3,6,2,11,8,34
2024-03-03 02:00:00,0,4,2,4,3,12,10,35
2024-03-03 02:10:00,0,0,0,0,4,4,4,12
2024-03-03 02:20:00,0,1,1,4,0,9,8,23
2024-03-03 02:30:00,0,2,0,0,5,5,6,18
2024-03-03 02:40:00,0,1,1,1,1,2,7,13
2024-03-03 02:50:00,0,1,0,0,1,1,1,4
2024-03-03 03:00:00,1,0,0,1,1,2,1,6
2024-03-03 03:10:00,0,0,0,0,0,2,2,4
2024-03-03 03:20:00,0,1,0,2,6,6,4,19
2024-03-03 03:30:00,0,1,2,1,3,0,3,10
2024-03-03 03:40:00,0,1,1,1,3,2,1,9
2024-03-03 03:50:00,0,2,1,1,2,2,2,10
2024-03-03 04:00:00,0,2,1,2,1,4,6,16
2024-03-03 04:10:00,1,4,1,1,1,11,8,27
2024-03-03 04:20:00,0,2,1,2,1,4,4,14
2024-03-03 04:30:00,0,0,1,2,1,5,9,18
2024-03-03 04:40:00,0,3,4,5,2,2,1,17
2024-03-03 04:50:00,1,6,0,0,1,11,7,26
2024-03-03 05:00:00,0,1,0,2,1,3,4,11
2024-03-03 05:10:00,0,1,0,0,2,4,4,11
2024-03-03 05:20:00,0,2,0,0,1,6,3,12
2024-03-03 05:30:00,0,1,1,1,1,2,5,11
2024-03-03 05:40:00,0,0,0,0,2,2,2,6
2024-03-03 05:50:00,0,0,0,1,5,13,6,25
2024-03-03 06:00:00,1,0,0,0,4,1,4,10
2024-03-03 06:10:00,0,2,0,2,3,4,5,16
2024-03-03 06:20:00,0,3,0,1,3,1,3,11
2024-03-03 06:30:00,0,2,0,0,1,1,3,7
2024-03-03 06:40:00,0,1,1,3,2,4,6,17
2024-03-03 06:50:00,1,0,1,1,5,9,4,21
2024-03-03 07:00:00,0,0,3,3,4,1,2,13
2024-03-03 07:10:00,2,0,1,1,3,3,3,13
2024-03-03 07:20:00,0,0,0,0,0,0,2,2
2024-03-03 07:30:00,0,1,1,0,2,0,1,5
2024-03-03 07:40:00,0,1,1,1,1,2,2,8
2024-03-03 07:50:00,0,0,0,0,5,4,3,12
2024-03-03 08:00:00,1,3,2,3,10,6,7,32
2024-03-03 08:10:00,0,3,0,0,4,2,4,13
2024-03-03 08:20:00,0,2,0,1,3,2,5,13
2024-03-03 08:30:00,0,1,1,1,6,4,4,17
2024-03-03 08:40:00,0,2,0,0,7,3,5,17
2024-03-03 08:50:00,1,5,4,1,9,16,6,42
2024-03-03 09:00:00,0,2,1,2,6,5,5,21
2024-03-03 09:10:00,2,1,4,4,16,7,5,39
2024-03-03 09:20:00,1,4,11,7,19,10,13,65
2024-03-03 09:30:00,0,3,5,2,20,6,11,47
2024-03-03 09:40:00,1,3,7,4,26,37,7,85
2024-03-03 09:50:00,0,2,3,2,12,21,13,53
2024-03-03 10:00:00,0,5,3,1,12,9,7,37
2024-03-03 10:10:00,1,1,5,4,22,11,11,55
2024-03-03 10:20:00,1,4,4,5,21,9,17,61
2024-03-03 10:30:00,0,2,3,5,17,17,14,58
2024-03-03 10:40:00,0,5,5,3,17,10,10,50
2024-03-03 10:50:00,0,1,6,2,17,12,9,47
2024-03-03 11:00:00,0,1,9,6,15,11,12,54
2024-03-03 11:10:00,3,2,6,0,15,13,14,53
2024-03-03 11:20:00,0,2,4,2,10,12,11,41
2024-03-03 11:30:00,1,1,3,3,20,12,11,51
2024-03-03 11:40:00,0,3,12,2,18,12,16,63
2024-03-03 11:50:00,1,1,9,7,22,33,16,89
2024-03-03 12:00:00,1,4,10,5,14,27,23,84
2024-03-03 12:10:00,0,1,8,7,19,22,13,70
2024-03-03 12:20:00,0,1,2,4,23,24,21,75
2024-03-03 12:30:00,0,2,10,7,16,19,19,73
2024-03-03 12:40:00,0,4,8,8,18,26,18,82
2024-03-03 12:50:00,1,7,9,5,20,27,18,87
2024-03-03 13:00:00,1,2,7,5,22,28,15,80
2024-03-03 13:10:00,1,6,10,6,26,26,24,99
2024-03-03 13:20:00,2,2,11,4,21,20,13,73
2024-03-03 13:30:00,0,5,1,2,22,18,21,69
2024-03-03 13:40:00,0,3,9,2,17,17,15,63
2024-03-03 13:50:00,0,4,9,7,22,13,14,69
2024-03-03 14:00:00,0,5,5,6,23,25,15,79
2024-03-03 14:10:00,0,2,7,9,26,27,12,83
2024-03-03 14:20:00,1,4,10,6,19,67,17,124
2024-03-03 14:30:00,0,1,8,6,26,20,14,75
2024-03-03 14:40:00,0,0,19,8,25,17,11,80
2024-03-03 14:50:00,3,3,6,2,17,24,17,72
2024-03-03 15:00:00,1,1,6,2,16,17,9,52
2024-03-03 15:10:00,1,0,3,1,19,22,15,61
2024-03-03 15:20:00,0,8,5,3,18,27,23,84
2024-03-03 15:30:00,0,3,7,4,22,25,22,83
2024-03-03 15:40:00,0,1,5,2,22,17,15,62
2024-03-03 15:50:00,0,2,11,6,17,25,23,84
2024-03-03 16:00:00,1,1,5,6,22,15,12,62
2024-03-03 16:10:00,0,3,9,4,29,18,22,85
2024-03-03 16:20:00,0,3,9,10,25,25,27,99
2024-03-03 16:30:00,0,3,7,4,26,26,22,88
2024-03-03 16:40:00,0,2,7,3,19,12,14,57
2024-03-03 16:50:00,0,5,7,4,30,24,13,83
2024-03-03 17:00:00,1,4,6,1,27,18,17,74
2024-03-03 17:10:00,0,1,14,8,17,33,16,89
2024-03-03 17:20:00,1,1,9,6,22,19,9,67
2024-03-03 17:30:00,0,5,10,7,24,22,22,90
2024-03-03 17:40:00,0,2,8,5,19,26,14,74
2024-03-03 17:50:00,0,5,6,5,31,31,23,101
2024-03-03 18:00:00,3,2,6,3,39,17,19,89
2024-03-03 18:10:00,1,5,14,8,19,19,17,83
2024-03-03 18:20:00,0,3,6,3,22,18,15,67
2024-03-03 18:30:00,0,1,7,6,21,15,15,65
2024-03-03 18:40:00,0,1,10,10,12,30,20,83
2024-03-03 18:50:00,0,1,6,8,9,24,14,62
2024-03-03 19:00:00,1,1,5,9,20,20,14,70
2024-03-03 19:10:00,1,4,7,7,17,48,15,99
2024-03-03 19:20:00,0,1,10,9,26,9,10,65
2024-03-03 19:30:00,0,2,4,4,15,16,15,56
2024-03-03 19:40:00,0,6,7,5,20,18,18,74
2024-03-03 19:50:00,0,3,4,4,16,26,17,70
2024-03-03 20:00:00,0,1,8,8,18,17,14,66
2024-03-03 20:10:00,1,3,6,10,15,24,12,71
2024-03-03 20:20:00,1,2,5,4,20,18,11,61
2024-03-03 20:30:00,1,3,5,5,19,10,14,57
2024-03-03 20:40:00,1,3,6,9,13,15,19,66
2024-03-03 20:50:00,0,1,3,10,15,22,17,68
2024-03-03 21:00:00,1,2,3,2,21,14,13,56
2024-03-03 21:10:00,0,3,0,3,16,14,14,50
2024-03-03 21:20:00,0,3,3,2,18,20,9,55
2024-03-03 21:30:00,0,6,5,4,6,11,9,41
2024-03-03 21:40:00,0,0,3,5,12,15,5,40
2024-03-03 21:50:00,0,2,8,6,12,12,4,44
2024-03-03 22:00:00,3,3,3,4,8,13,8,42
2024-03-03 22:10:00,0,1,5,4,8,9,13,40
2024-03-03 22:20:00,1,3,3,4,12,10,17,50
2024-03-03 22:30:00,0,2,2,4,11,7,8,34
2024-03-03 22:40:00,0,0,0,1,10,6,7,24
2024-03-03 22:50:00,0,3,1,3,5,9,8,29
2024-03-03 23:00:00,0,1,0,0,3,2,6,12
2024-03-03 23:10:00,0,2,1,1,7,7,7,25
2024-03-03 23:20:00,0,2,4,5,6,3,6,26
2024-03-03 23:30:00,0,0,1,1,2,7,6,17
2024-03-03 23:40:00,0,2,1,1,7,3,5,19
2024-03-03 23:50:00,0,2,0,0,1,3,7,13
2024-03-04 00:00:00,0,2,1,4,2,4,7,20
2024-03-04 00:10:00,0,0,0,0,2,2,2,6
2024-03-04 00:20:00,2,3,0,0,0,2,4,11
2024-03-04 00:30:00,0,1,0,1,3,2,3,10
2024-03-04 00:40:00,0,1,1,0,4,8,5,19
2024-03-04 00:50:00,0,1,1,1,0,4,4,11
2024-03-04 01:00:00,0,1,0,0,3,1,1,6
2024-03-04 01:10:00,0,0,0,1,3,1,1,6
2024-03-04 01:20:00,0,1,0,1,2,1,2,7
2024-03-04 01:30:00,0,1,0,1,1,2,3,8
2024-03-04 01:40:00,1,1,1,3,1,2,5,14
2024-03-04 01:50:00,0,0,0,1,1,1,4,7
2024-03-04 02:00:00,0,0,0,0,3,3,1,7
2024-03-04 02:10:00,0,0,1,1,0,2,0,4
2024-03-04 02:20:00,0,1,2,2,0,3,1,9
2024-03-04 02:30:00,0,0,0,0,0,1,1,2
2024-03-04 02:40:00,0,0,1,1,1,0,0,3
2024-03-04 02:50:00,0,0,0,0,2,0,0,2
2024-03-04 03:00:00,0,0,0,0,1,0,0,1
2024-03-04 03:10:00,0,0,2,2,1,2,3,10
2024-03-04 03:20:00,0,1,0,0,1,1,1,4
2024-03-04 03:30:00,0,4,0,0,1,2,1,8
2024-03-04 03:40:00,0,0,0,3,2,2,2,9
2024-03-04 03:50:00,0,0,0,2,2,1,3,8
2024-03-04 04:00:00,0,1,0,1,2,4,2,10
2024-03-04 04:10:00,0,0,1,0,1,1,0,3
2024-03-04 04:20:00,0,0,1,1,1,4,2,9
2024-03-04 04:30:00,0,1,0,1,2,2,4,10
2024-03-04 04:40:00,0,1,0,0,3,2,1,7
2024-03-04 04:50:00,0,0,1,3,3,1,4,12
2024-03-04 05:00:00,0,1,3,2,6,7,5,24
2024-03-04 05:10:00,0,2,4,5,8,2,7,28
2024-03-04 05:20:00,0,2,2,4,10,8,11,37
2024-03-04 05:30:00,0,2,3,4,21,8,14,52
2024-03-04 05:40:00,0,4,11,11,33,13,21,93
2024-03-04 05:50:00,2,5,11,3,25,16,25,87
2024-03-04 06:00:00,1,0,14,13,27,19,26,100
2024-03-04 06:10:00,2,2,7,10,27,15,32,95
2024-03-04 06:20:00,1,7,10,12,29,30,24,113
2024-03-04 06:30:00,0,3,9,11,49,20,14,106
2024-03-04 06:40:00,0,3,20,16,41,31,27,138
2024-03-04 06:50:00,0,6,15,12,50,29,23,135
2024-03-04 07:00:00,1,2,13,15,32,33,37,133
2024-03-04 07:10:00,1,2,23,18,40,47,21,152
2024-03-04 07:20:00,1,6,19,23,45,58,32,184
2024-03-04 07:30:00,1,4,19,25,48,53,30,180
2024-03-04 07:40:00,2,6,23,33,36,70,26,196
2024-03-04 07:50:00,2,3,24,17,55,51,35,187
2024-03-04 08:00:00,2,10,13,12,61,41,34,173
2024-03-04 08:10:00,2,1,18,19,57,113,33,243
2024-03-04 08:20:00,2,4,15,16,52,44,30,163
2024-03-04 08:30:00,0,2,21,15,52,45,33,168
2024-03-04 08:40:00,0,5,22,11,35,37,30,140
