datetime,D23Z,V24Z,D81Z,D82Z,D83Z,V84Z,Total
2024-03-08 23:40:00,7,6,25,8,9,11,66
2024-03-08 23:50:00,16,14,25,6,7,7,75
2024-03-09 00:00:00,15,10,14,16,12,9,76
2024-03-09 00:10:00,16,16,29,16,18,13,108
2024-03-09 00:20:00,10,8,54,16,14,15,117
2024-03-09 00:30:00,18,16,44,9,8,8,103
2024-03-09 00:40:00,13,10,74,17,14,11,139
2024-03-09 00:50:00,13,12,60,7,6,4,102
2024-03-09 01:00:00,8,6,6,10,9,8,47
2024-03-09 01:10:00,7,9,14,6,7,4,47
2024-03-09 01:20:00,3,3,5,5,5,4,25
2024-03-09 01:30:00,2,3,13,4,3,5,30
2024-03-09 01:40:00,4,5,1,4,3,3,20
2024-03-09 01:50:00,8,7,1,8,7,6,37
2024-03-09 02:00:00,6,6,8,8,9,10,47
2024-03-09 02:10:00,0,0,18,2,3,3,26
2024-03-09 02:20:00,5,4,3,4,3,3,22
2024-03-09 02:30:00,3,3,9,2,1,1,19
2024-03-09 02:40:00,6,6,4,2,2,2,22
2024-03-09 02:50:00,0,0,6,4,4,3,17
2024-03-09 03:00:00,4,2,17,0,0,0,23
2024-03-09 03:10:00,5,5,2,1,2,1,16
2024-03-09 03:20:00,2,2,10,2,2,1,19
2024-03-09 03:30:00,3,4,1,5,4,8,25
2024-03-09 03:40:00,2,4,1,2,0,0,9
2024-03-09 03:50:00,5,4,2,9,8,5,33
2024-03-09 04:00:00,3,3,0,3,3,4,16
2024-03-09 04:10:00,5,5,0,4,6,3,23
2024-03-09 04:20:00,4,2,0,3,3,3,15
2024-03-09 04:30:00,5,5,0,3,2,1,16
2024-03-09 04:40:00,5,4,1,4,3,3,20
2024-03-09 04:50:00,2,2,0,4,3,6,17
2024-03-09 05:00:00,3,1,8,7,7,7,33
2024-03-09 05:10:00,6,5,3,2,2,2,20
2024-03-09 05:20:00,5,5,8,3,3,4,28
2024-03-09 05:30:00,7,8,6,5,4,6,36
2024-03-09 05:40:00,8,8,1,3,5,4,29
2024-03-09 05:50:00,4,5,13,3,2,3,30
2024-03-09 06:00:00,6,6,14,8,7,4,45
2024-03-09 06:10:00,8,7,10,6,6,5,42
2024-03-09 06:20:00,3,3,13,8,7,5,39
2024-03-09 06:30:00,12,8,13,7,7,6,53
2024-03-09 06:40:00,7,7,4,13,13,11,55
2024-03-09 06:50:00,10,8,3,14,14,9,58
2024-03-09 07:00:00,9,8,3,6,6,5,37
2024-03-09 07:10:00,5,4,2,7,7,6,31
2024-03-09 07:20:00,3,3,10,9,10,7,42
2024-03-09 07:30:00,10,6,9,11,12,11,59
2024-03-09 07:40:00,12,8,22,14,10,10,76
2024-03-09 07:50:00,7,6,18,12,12,11,66
2024-03-09 08:00:00,15,9,22,15,14,14,89
2024-03-09 08:10:00,12,11,48,21,23,16,131
2024-03-09 08:20:00,17,12,37,18,19,15,118
2024-03-09 08:30:00,15,13,75,15,17,10,145
2024-03-09 08:40:00,19,16,13,17,15,14,94
2024-03-09 08:50:00,20,15,8,24,24,21,112
2024-03-09 09:00:00,27,18,10,31,28,22,136
2024-03-09 09:10:00,20,17,13,24,25,13,112
2024-03-09 09:20:00,27,20,15,28,28,21,139
2024-03-09 09:30:00,27,21,18,39,39,29,173
2024-03-09 09:40:00,25,21,19,34,31,24,154
2024-03-09 09:50:00,34,34,34,35,35,22,194
2024-03-09 10:00:00,36,28,39,43,39,29,214
2024-03-09 10:10:00,26,21,22,25,24,21,139
2024-03-09 10:20:00,31,26,26,36,33,28,180
2024-03-09 10:30:00,38,27,23,42,42,33,205
2024-03-09 10:40:00,28,25,24,42,40,27,186
2024-03-09 10:50:00,33,27,13,24,28,25,150
2024-03-09 11:00:00,51,38,17,41,40,29,216
2024-03-09 11:10:00,48,28,18,41,39,28,202
2024-03-09 11:20:00,38,24,18,46,50,31,207
2024-03-09 11:30:00,42,29,20,36,32,27,186
2024-03-09 11:40:00,51,30,23,36,38,29,207
2024-03-09 11:50:00,42,30,18,39,39,32,200
2024-03-09 12:00:00,26,23,20,39,41,34,183
2024-03-09 12:10:00,33,26,33,34,33,27,186
2024-03-09 12:20:00,45,26,22,44,44,29,210
2024-03-09 12:30:00,48,26,29,28,28,27,186
2024-03-09 12:40:00,47,31,37,34,33,31,213
2024-03-09 12:50:00,47,20,30,36,38,30,201
2024-03-09 13:00:00,44,20,36,54,48,34,236
2024-03-09 13:10:00,56,33,33,40,41,31,234
2024-03-09 13:20:00,46,30,23,42,40,30,211
2024-03-09 13:30:00,40,29,32,39,40,27,207
2024-03-09 13:40:00,33,26,19,37,34,34,183
2024-03-09 13:50:00,38,32,23,42,42,22,199
2024-03-09 14:00:00,40,33,19,50,49,25,216
2024-03-09 14:10:00,38,19,29,42,39,28,195
2024-03-09 14:20:00,32,23,55,60,58,34,262
2024-03-09 14:30:00,39,28,29,44,39,26,205
2024-03-09 14:40:00,41,28,23,47,47,28,214
2024-03-09 14:50:00,45,33,30,40,40,24,212
2024-03-09 15:00:00,33,27,29,40,39,30,198
2024-03-09 15:10:00,53,28,24,31,33,22,191
2024-03-09 15:20:00,34,26,16,41,41,23,181
2024-03-09 15:30:00,32,22,15,48,44,30,191
2024-03-09 15:40:00,36,28,20,42,41,29,196
2024-03-09 15:50:00,31,23,15,42,38,28,177
2024-03-09 16:00:00,33,22,31,39,40,30,195
2024-03-09 16:10:00,31,21,35,49,48,24,208
2024-03-09 16:20:00,36,27,21,25,26,20,155
2024-03-09 16:30:00,25,22,17,32,32,27,155
2024-03-09 16:40:00,30,19,20,34,34,29,166
2024-03-09 16:50:00,35,29,17,28,26,24,159
2024-03-09 17:00:00,38,27,15,31,31,24,166
2024-03-09 17:10:00,27,19,19,47,46,32,190
2024-03-09 17:20:00,40,26,39,47,45,29,226
2024-03-09 17:30:00,39,23,22,44,45,26,199
2024-03-09 17:40:00,32,24,16,34,36,23,165
2024-03-09 17:50:00,40,24,23,52,59,32,230
2024-03-09 18:00:00,36,22,22,32,32,31,175
2024-03-09 18:10:00,42,24,31,27,30,23,177
2024-03-09 18:20:00,32,20,16,37,36,19,160
2024-03-09 18:30:00,39,18,21,39,38,30,185
2024-03-09 18:40:00,35,28,12,19,20,18,132
2024-03-09 18:50:00,28,17,15,33,33,27,153
2024-03-09 19:00:00,45,28,24,28,31,26,182
2024-03-09 19:10:00,36,30,26,43,39,23,197
2024-03-09 19:20:00,26,18,9,20,21,14,108
2024-03-09 19:30:00,32,22,8,26,20,14,122
2024-03-09 19:40:00,37,25,6,19,18,15,120
2024-03-09 19:50:00,30,26,11,28,26,29,150
2024-03-09 20:00:00,34,21,6,11,10,7,89
2024-03-09 20:10:00,25,19,5,21,20,23,113
2024-03-09 20:20:00,25,21,1,17,16,16,96
2024-03-09 20:30:00,26,20,6,22,23,21,118
2024-03-09 20:40:00,17,13,11,21,22,19,103
2024-03-09 20:50:00,20,11,8,26,23,26,114
2024-03-09 21:00:00,26,16,10,21,20,19,112
2024-03-09 21:10:00,17,13,7,17,16,18,88
2024-03-09 21:20:00,21,15,4,14,15,9,78
2024-03-09 21:30:00,13,12,6,15,13,12,71
2024-03-09 21:40:00,14,14,6,12,14,11,71
2024-03-09 21:50:00,21,13,12,16,15,17,94
2024-03-09 22:00:00,27,15,6,19,19,16,102
2024-03-09 22:10:00,16,13,2,18,14,10,73
2024-03-09 22:20:00,15,13,4,18,18,13,81
2024-03-09 22:30:00,19,13,2,13,17,12,76
2024-03-09 22:40:00,21,12,8,13,15,12,81
2024-03-09 22:50:00,23,15,3,13,14,10,78
2024-03-09 23:00:00,16,15,4,14,13,16,78
2024-03-09 23:10:00,19,12,10,18,18,17,94
2024-03-09 23:20:00,15,9,5,11,10,9,59
2024-03-09 23:30:00,13,11,10,10,11,9,64
2024-03-09 23:40:00,16,17,5,5,4,6,53
2024-03-09 23:50:00,12,8,5,8,7,8,48
2024-03-10 00:00:00,12,9,5,13,12,10,61
2024-03-10 00:10:00,9,7,4,7,7,5,39
2024-03-10 00:20:00,7,7,4,11,8,8,45
2024-03-10 00:30:00,8,7,1,5,5,6,32
2024-03-10 00:40:00,10,8,8,11,11,9,57
2024-03-10 00:50:00,7,7,8,11,9,8,50
2024-03-10 01:00:00,14,11,3,14,13,12,67
2024-03-10 01:10:00,4,5,5,5,4,4,27
2024-03-10 01:20:00,4,4,2,6,6,5,27
2024-03-10 01:30:00,9,9,2,6,3,3,32
2024-03-10 01:40:00,6,4,3,7,7,6,33
2024-03-10 01:50:00,8,6,13,5,6,7,45
2024-03-10 02:00:00,5,5,8,5,3,6,32
2024-03-10 02:10:00,4,4,11,6,6,7,38
2024-03-10 02:20:00,5,4,13,2,2,3,29
2024-03-10 02:30:00,5,4,11,6,6,4,36
2024-03-10 02:40:00,8,8,10,7,4,5,42
2024-03-10 02:50:00,2,3,23,5,3,2,38
2024-03-10 03:00:00,5,5,14,6,5,5,40
2024-03-10 03:10:00,1,1,8,4,4,4,22
2024-03-10 03:20:00,4,4,36,6,6,10,66
2024-03-10 03:30:00,4,4,11,5,4,5,33
2024-03-10 03:40:00,1,2,9,1,1,1,15
2024-03-10 03:50:00,3,3,9,3,4,6,28
2024-03-10 04:00:00,4,2,0,4,5,3,18
2024-03-10 04:10:00,4,5,0,1,1,1,12
2024-03-10 04:20:00,0,0,1,1,1,1,4
2024-03-10 04:30:00,4,4,0,3,4,2,17
2024-03-10 04:40:00,2,1,0,3,3,3,12
2024-03-10 04:50:00,3,3,0,3,1,1,11
2024-03-10 05:00:00,2,0,8,7,7,6,30
2024-03-10 05:10:00,1,1,6,2,2,2,14
2024-03-10 05:20:00,4,6,0,1,1,1,13
2024-03-10 05:30:00,9,5,7,7,7,9,44
2024-03-10 05:40:00,5,6,0,0,0,0,11
2024-03-10 05:50:00,7,5,4,5,5,7,33
2024-03-10 06:00:00,5,4,0,6,4,5,24
2024-03-10 06:10:00,7,5,4,4,4,5,29
2024-03-10 06:20:00,5,5,6,8,8,10,42
2024-03-10 06:30:00,8,6,5,8,9,7,43
2024-03-10 06:40:00,4,4,0,3,2,3,16
2024-03-10 06:50:00,3,3,0,4,4,4,18
2024-03-10 07:00:00,4,5,2,6,6,7,30
2024-03-10 07:10:00,4,4,2,9,9,7,35
2024-03-10 07:20:00,3,3,1,4,4,4,19
2024-03-10 07:30:00,5,5,1,6,6,5,28
2024-03-10 07:40:00,2,2,3,5,5,4,21
2024-03-10 07:50:00,3,4,1,5,4,4,21
2024-03-10 08:00:00,6,6,7,10,8,8,45
2024-03-10 08:10:00,6,6,3,4,3,5,27
2024-03-10 08:20:00,2,2,0,8,7,7,26
2024-03-10 08:30:00,5,5,3,5,5,5,28
2024-03-10 08:40:00,16,14,1,12,13,10,66
2024-03-10 08:50:00,9,9,8,11,11,13,61
2024-03-10 09:00:00,22,18,4,9,9,9,71
2024-03-10 09:10:00,18,17,6,25,21,15,102
2024-03-10 09:20:00,12,11,3,14,15,15,70
2024-03-10 09:30:00,14,11,2,17,17,11,72
2024-03-10 09:40:00,20,20,16,28,27,18,129
2024-03-10 09:50:00,23,24,15,20,24,19,125
2024-03-10 10:00:00,25,23,13,18,13,13,105
2024-03-10 10:10:00,19,16,14,25,24,20,118
2024-03-10 10:20:00,13,13,8,23,21,18,96
2024-03-10 10:30:00,24,22,10,19,19,14,108
2024-03-10 10:40:00,17,16,12,20,20,18,103
2024-03-10 10:50:00,29,22,11,32,33,23,150
2024-03-10 11:00:00,28,26,12,30,30,20,146
2024-03-10 11:10:00,30,20,8,19,17,15,109
2024-03-10 11:20:00,29,26,12,26,25,20,138
2024-03-10 11:30:00,30,17,16,27,26,24,140
2024-03-10 11:40:00,27,21,13,27,26,18,132
2024-03-10 11:50:00,27,20,6,14,14,14,95
2024-03-10 12:00:00,26,14,12,29,29,18,128
2024-03-10 12:10:00,34,27,18,30,29,23,161
2024-03-10 12:20:00,36,20,10,24,20,21,131
2024-03-10 12:30:00,38,20,13,29,25,21,146
2024-03-10 12:40:00,30,24,15,25,29,19,142
2024-03-10 12:50:00,43,23,25,35,32,22,180
2024-03-10 13:00:00,30,20,22,29,28,20,149
2024-03-10 13:10:00,30,24,28,34,33,35,184
2024-03-10 13:20:00,27,18,12,21,23,18,119
2024-03-10 13:30:00,39,31,12,30,29,24,165
2024-03-10 13:40:00,21,18,14,31,30,25,139
2024-03-10 13:50:00,34,21,11,33,34,19,152
2024-03-10 14:00:00,31,24,12,32,31,24,154
2024-03-10 14:10:00,28,18,31,37,36,24,174
2024-03-10 14:20:00,34,27,13,25,25,22,146
2024-03-10 14:30:00,24,20,33,32,32,27,168
2024-03-10 14:40:00,22,16,25,35,34,23,155
2024-03-10 14:50:00,35,24,25,35,35,23,177
2024-03-10 15:00:00,39,29,26,33,35,19,181
2024-03-10 15:10:00,35,28,39,42,41,30,215
2024-03-10 15:20:00,36,19,20,28,26,17,146
2024-03-10 15:30:00,32,26,24,35,34,23,174
2024-03-10 15:40:00,28,20,7,32,34,27,148
2024-03-10 15:50:00,32,26,17,32,31,32,170
2024-03-10 16:00:00,17,14,7,30,29,23,120
2024-03-10 16:10:00,30,19,9,27,25,25,135
2024-03-10 16:20:00,25,18,18,30,31,24,146
2024-03-10 16:30:00,25,22,17,26,22,16,128
2024-03-10 16:40:00,16,15,23,24,27,13,118
2024-03-10 16:50:00,33,33,17,28,26,19,156
2024-03-10 17:00:00,41,27,27,38,36,23,192
2024-03-10 17:10:00,32,27,26,26,25,19,155
2024-03-10 17:20:00,20,16,18,32,37,26,149
2024-03-10 17:30:00,29,19,14,30,24,19,135
2024-03-10 17:40:00,33,23,26,41,41,29,193
2024-03-10 17:50:00,35,20,12,29,34,21,151
2024-03-10 18:00:00,39,28,16,38,31,25,177
2024-03-10 18:10:00,28,20,14,41,38,20,161
2024-03-10 18:20:00,30,21,7,28,28,20,134
2024-03-10 18:30:00,30,19,18,28,28,24,147
2024-03-10 18:40:00,20,17,17,36,35,26,151
2024-03-10 18:50:00,21,22,23,24,25,21,136
2024-03-10 19:00:00,32,15,15,28,31,32,153
2024-03-10 19:10:00,31,24,19,27,24,22,147
2024-03-10 19:20:00,19,18,24,25,24,19,129
2024-03-10 19:30:00,26,20,9,24,22,14,115
2024-03-10 19:40:00,27,18,20,29,29,15,138
2024-03-10 19:50:00,25,20,12,22,24,22,125
2024-03-10 20:00:00,22,19,11,22,22,23,119
2024-03-10 20:10:00,23,15,11,26,26,18,119
2024-03-10 20:20:00,14,11,6,13,13,13,70
2024-03-10 20:30:00,24,14,4,17,17,13,89
2024-03-10 20:40:00,23,16,8,19,18,13,97
2024-03-10 20:50:00,18,17,2,11,11,10,69
2024-03-10 21:00:00,22,13,5,12,12,12,76
2024-03-10 21:10:00,19,18,6,17,17,12,89
2024-03-10 21:20:00,19,13,4,16,16,22,90
2024-03-10 21:30:00,18,14,3,11,12,8,66
2024-03-10 21:40:00,12,10,5,19,18,18,82
2024-03-10 21:50:00,18,16,2,10,9,8,63
2024-03-10 22:00:00,13,11,4,14,12,15,69
2024-03-10 22:10:00,10,8,2,11,9,9,49
2024-03-10 22:20:00,11,7,6,10,10,7,51
2024-03-10 22:30:00,13,10,1,5,4,3,36
2024-03-10 22:40:00,13,9,3,11,12,10,58
2024-03-10 22:50:00,5,5,1,9,7,6,33
2024-03-10 23:00:00,8,9,1,8,7,10,43
2024-03-10 23:10:00,7,7,1,5,5,5,30
2024-03-10 23:20:00,14,13,0,7,7,5,46
2024-03-10 23:30:00,5,5,0,7,6,8,31
2024-03-10 23:40:00,7,5,1,2,2,4,21
2024-03-10 23:50:00,4,5,0,2,2,2,15
2024-03-11 00:00:00,5,3,3,4,4,5,24
2024-03-11 00:10:00,6,6,0,6,5,4,27
2024-03-11 00:20:00,8,9,1,6,5,5,34
2024-03-11 00:30:00,2,2,1,2,2,2,11
2024-03-11 00:40:00,5,4,3,2,2,2,18
2024-03-11 00:50:00,2,2,4,2,2,2,14
2024-03-11 01:00:00,1,1,3,6,4,4,19
2024-03-11 01:10:00,2,2,5,2,2,2,15
2024-03-11 01:20:00,1,1,1,5,4,6,18
2024-03-11 01:30:00,2,2,2,1,1,1,9
2024-03-11 01:40:00,2,2,9,2,2,2,19
2024-03-11 01:50:00,0,0,10,1,1,1,13
2024-03-11 02:00:00,3,3,12,1,1,1,21
2024-03-11 02:10:00,1,1,28,0,0,0,30
2024-03-11 02:20:00,1,1,26,0,0,0,28
2024-03-11 02:30:00,0,0,17,0,0,0,17
2024-03-11 02:40:00,0,0,17,2,2,2,23
2024-03-11 02:50:00,3,3,1,4,3,3,17
2024-03-11 03:00:00,1,1,14,0,0,0,16
2024-03-11 03:10:00,1,1,5,2,2,2,13
2024-03-11 03:20:00,4,2,2,2,2,2,14
2024-03-11 03:30:00,1,1,13,1,2,1,19
2024-03-11 03:40:00,0,0,4,1,1,1,7
2024-03-11 03:50:00,1,1,10,3,1,4,20
2024-03-11 04:00:00,1,1,1,1,1,3,8
2024-03-11 04:10:00,2,0,1,3,3,4,13
2024-03-11 04:20:00,4,7,0,4,2,3,20
2024-03-11 04:30:00,2,4,0,4,4,4,18
2024-03-11 04:40:00,4,4,1,6,6,5,26
2024-03-11 04:50:00,3,6,2,8,8,10,37
2024-03-11 05:00:00,3,5,6,7,7,8,36
2024-03-11 05:10:00,1,1,4,9,9,8,32
2024-03-11 05:20:00,11,20,23,11,12,12,89
2024-03-11 05:30:00,14,17,11,12,12,6,72
2024-03-11 05:40:00,13,20,8,23,25,19,108
2024-03-11 05:50:00,10,8,11,20,19,14,82
2024-03-11 06:00:00,12,10,5,16,14,13,70
2024-03-11 06:10:00,14,11,25,23,22,22,117
2024-03-11 06:20:00,18,9,10,27,25,15,104
2024-03-11 06:30:00,16,8,15,28,26,19,112
2024-03-11 06:40:00,22,12,11,27,26,18,116
2024-03-11 06:50:00,20,14,9,49,48,18,158
2024-03-11 07:00:00,19,12,12,34,35,24,136
2024-03-11 07:10:00,32,23,17,41,38,28,179
2024-03-11 07:20:00,35,17,16,53,47,24,192
2024-03-11 07:30:00,44,23,17,58,60,24,226
2024-03-11 07:40:00,50,20,28,66,67,30,261
2024-03-11 07:50:00,39,19,27,61,58,19,223
2024-03-11 08:00:00,38,16,40,62,61,34,251
2024-03-11 08:10:00,40,25,43,66,65,29,268
2024-03-11 08:20:00,39,20,75,51,50,28,263
2024-03-11 08:30:00,39,18,48,46,49,27,227
2024-03-11 08:40:00,39,30,41,44,41,26,221
2024-03-11 08:50:00,32,20,37,55,54,34,232
2024-03-11 09:00:00,39,26,39,39,39,27,209
2024-03-11 09:10:00,32,26,39,50,49,28,224
2024-03-11 09:20:00,28,19,24,44,42,22,179
2024-03-11 09:30:00,33,18,16,39,40,33,179
2024-03-11 09:40:00,40,30,11,33,35,19,168
2024-03-11 09:50:00,30,21,10,51,46,23,181
2024-03-11 10:00:00,27,21,14,30,30,21,143
2024-03-11 10:10:00,25,20,25,37,36,22,165
2024-03-11 10:20:00,43,29,34,39,36,25,206
2024-03-11 10:30:00,38,22,19,29,29,20,157
2024-03-11 10:40:00,42,23,15,45,44,26,195
2024-03-11 10:50:00,53,27,27,44,45,25,221
2024-03-11 11:00:00,44,26,34,51,44,38,237
2024-03-11 11:10:00,30,20,28,39,37,28,182
2024-03-11 11:20:00,27,23,27,38,35,31,181
2024-03-11 11:30:00,36,20,19,37,36,23,171
2024-03-11 11:40:00,37,23,19,40,42,25,186
2024-03-11 11:50:00,30,19,14,33,30,22,148
2024-03-11 12:00:00,28,21,19,38,39,29,174
2024-03-11 12:10:00,48,32,24,41,37,20,202
2024-03-11 12:20:00,37,21,22,49,48,32,209
2024-03-11 12:30:00,41,24,28,50,44,26,213
2024-03-11 12:40:00,32,15,18,40,37,23,165
2024-03-11 12:50:00,42,25,16,33,32,22,170
2024-03-11 13:00:00,42,29,24,35,35,28,193
2024-03-11 13:10:00,33,22,16,37,37,27,172
2024-03-11 13:20:00,44,28,48,48,44,26,238
2024-03-11 13:30:00,36,29,28,43,45,30,211
2024-03-11 13:40:00,36,28,18,34,32,32,180
2024-03-11 13:50:00,37,26,27,39,38,30,197
2024-03-11 14:00:00,43,26,12,29,28,28,166
2024-03-11 14:10:00,53,29,25,34,32,22,195
2024-03-11 14:20:00,39,27,17,36,36,21,176
2024-03-11 14:30:00,45,26,28,48,47,24,218
2024-03-11 14:40:00,40,26,34,47,44,20,211
2024-03-11 14:50:00,61,30,44,41,39,23,238
2024-03-11 15:00:00,62,21,55,52,51,28,269
2024-03-11 15:10:00,65,31,34,47,46,30,253
2024-03-11 15:20:00,65,34,28,45,46,28,246
2024-03-11 15:30:00,54,26,30,51,53,32,246
2024-03-11 15:40:00,44,29,25,41,40,27,206
2024-03-11 15:50:00,45,27,21,48,50,28,219
2024-03-11 16:00:00,51,34,26,48,47,30,236
2024-03-11 16:10:00,63,37,31,55,52,32,270
2024-03-11 16:20:00,50,31,21,49,46,26,223
2024-03-11 16:30:00,58,35,16,40,40,28,217
2024-03-11 16:40:00,64,30,17,37,35,21,204
2024-03-11 16:50:00,44,30,28,44,43,24,213
2024-03-11 17:00:00,49,27,34,44,48,34,236
2024-03-11 17:10:00,62,24,19,47,37,22,211
2024-03-11 17:20:00,52,28,38,50,52,31,251
2024-03-11 17:30:00,40,23,25,39,36,19,182
2024-03-11 17:40:00,52,30,23,36,38,31,210
2024-03-11 17:50:00,42,18,45,43,42,33,223
2024-03-11 18:00:00,55,32,30,51,49,34,251
2024-03-11 18:10:00,33,23,26,38,40,34,194
2024-03-11 18:20:00,38,20,15,43,39,23,178
2024-03-11 18:30:00,45,26,15,28,27,16,157
2024-03-11 18:40:00,39,21,11,32,32,23,158
2024-03-11 18:50:00,36,27,14,30,29,20,156
2024-03-11 19:00:00,33,26,15,28,28,25,155
2024-03-11 19:10:00,35,24,9,28,26,15,137
2024-03-11 19:20:00,46,35,11,37,35,23,187
2024-03-11 19:30:00,38,20,18,35,35,16,162
2024-03-11 19:40:00,20,16,10,24,24,22,116
2024-03-11 19:50:00,31,25,13,21,18,12,120
2024-03-11 20:00:00,29,24,10,15,13,13,104
2024-03-11 20:10:00,36,28,10,7,10,6,97
2024-03-11 20:20:00,23,14,5,10,8,11,71
2024-03-11 20:30:00,24,18,4,9,10,9,74
2024-03-11 20:40:00,20,15,3,5,7,4,54
2024-03-11 20:50:00,20,14,5,6,6,3,54
2024-03-11 21:00:00,14,13,2,2,3,1,35
2024-03-11 21:10:00,13,10,2,3,6,6,40
2024-03-11 21:20:00,31,20,4,5,3,11,74
2024-03-11 21:30:00,13,11,5,21,15,10,75
2024-03-11 21:40:00,29,19,7,15,11,10,91
2024-03-11 21:50:00,18,12,4,12,13,13,72
2024-03-11 22:00:00,12,12,8,14,15,13,74
2024-03-11 22:10:00,16,11,5,13,11,11,67
2024-03-11 22:20:00,13,12,9,11,8,8,61
2024-03-11 22:30:00,18,10,7,7,7,6,55
2024-03-11 22:40:00,12,11,2,7,7,5,44
2024-03-11 22:50:00,9,10,6,15,13,16,69
2024-03-11 23:00:00,5,4,4,5,4,5,27
2024-03-11 23:10:00,8,8,0,5,4,3,28
2024-03-11 23:20:00,6,7,2,5,5,8,33
2024-03-11 23:30:00,10,8,2,8,6,6,40
2024-03-11 23:40:00,6,4,0,5,3,3,21
2024-03-11 23:50:00,3,2,4,6,6,9,30
2024-03-12 00:00:00,7,7,0,2,1,1,18
2024-03-12 00:10:00,6,5,5,11,8,7,42
2024-03-12 00:20:00,5,4,4,9,7,7,36
2024-03-12 00:30:00,1,1,6,5,5,5,23
2024-03-12 00:40:00,6,5,4,1,1,1,18
2024-03-12 00:50:00,5,7,2,8,8,9,39
2024-03-12 01:00:00,4,4,2,2,1,1,14
2024-03-12 01:10:00,4,3,20,4,6,5,42
2024-03-12 01:20:00,1,1,8,4,2,2,18
2024-03-12 01:30:00,1,1,7,1,1,1,12
2024-03-12 01:40:00,1,1,7,2,2,2,15
2024-03-12 01:50:00,2,0,18,2,2,2,26
2024-03-12 02:00:00,2,2,23,1,1,1,30
2024-03-12 02:10:00,0,0,58,2,2,3,65
2024-03-12 02:20:00,2,2,51,2,2,2,61
2024-03-12 02:30:00,3,2,18,2,2,2,29
2024-03-12 02:40:00,2,3,2,2,2,2,13
2024-03-12 02:50:00,2,1,7,3,2,3,18
2024-03-12 03:00:00,4,3,19,2,2,1,31
2024-03-12 03:10:00,1,1,11,1,1,1,16
2024-03-12 03:20:00,2,2,15,2,1,2,24
2024-03-12 03:30:00,2,2,32,4,3,2,45
2024-03-12 03:40:00,1,1,27,0,0,0,29
2024-03-12 03:50:00,0,0,11,1,1,1,14
2024-03-12 04:00:00,1,1,0,1,1,2,6
2024-03-12 04:10:00,2,0,1,2,2,3,10
2024-03-12 04:20:00,2,3,0,2,2,4,13
2024-03-12 04:30:00,2,3,0,7,6,10,28
2024-03-12 04:40:00,4,3,0,7,5,4,23
2024-03-12 04:50:00,6,1,5,9,8,7,36
2024-03-12 05:00:00,2,1,43,3,3,3,55
2024-03-12 05:10:00,2,2,14,8,8,8,42
2024-03-12 05:20:00,6,4,7,8,7,9,41
2024-03-12 05:30:00,12,6,15,15,15,13,76
2024-03-12 05:40:00,10,7,12,24,22,16,91
2024-03-12 05:50:00,10,10,11,18,17,10,76
2024-03-12 06:00:00,13,9,13,21,18,21,95
2024-03-12 06:10:00,15,9,8,19,20,17,88
2024-03-12 06:20:00,21,17,13,27,27,24,129
2024-03-12 06:30:00,14,12,14,36,35,27,138
2024-03-12 06:40:00,18,15,11,33,29,19,125
2024-03-12 06:50:00,29,13,13,35,35,22,147
2024-03-12 07:00:00,37,19,22,37,38,27,180
2024-03-12 07:10:00,31,14,14,38,38,1,136
2024-03-12 07:20:00,36,22,41,43,39,23,204
2024-03-12 07:30:00,46,23,60,57,59,35,280
2024-03-12 07:40:00,49,22,140,65,66,25,367
2024-03-12 07:50:00,53,18,69,68,66,21,295
2024-03-12 08:00:00,42,15,79,65,62,32,295
2024-03-12 08:10:00,31,22,53,76,75,30,287
2024-03-12 08:20:00,42,25,27,59,59,26,238
2024-03-12 08:30:00,39,21,27,63,64,32,246
2024-03-12 08:40:00,47,24,17,35,34,20,177
2024-03-12 08:50:00,53,25,17,56,53,26,230
2024-03-12 09:00:00,44,23,24,46,50,27,214
2024-03-12 09:10:00,31,21,22,68,65,36,243
2024-03-12 09:20:00,36,20,14,37,35,20,162
2024-03-12 09:30:00,14,10,4,20,24,21,93
2024-03-12 09:40:00,31,17,53,37,37,23,198
2024-03-12 09:50:00,29,8,30,28,25,12,132
2024-03-12 10:00:00,34,16,32,26,25,22,155
2024-03-12 10:10:00,35,17,30,33,32,20,167
2024-03-12 10:20:00,31,19,21,34,35,25,165
2024-03-12 10:30:00,34,20,33,34,35,23,179
2024-03-12 10:40:00,31,26,34,39,33,24,187
2024-03-12 10:50:00,38,22,32,39,37,23,191
2024-03-12 11:00:00,36,23,23,51,52,27,212
2024-03-12 11:10:00,39,23,20,50,42,22,196
2024-03-12 11:20:00,45,17,16,35,34,24,171
2024-03-12 11:30:00,43,21,14,41,37,28,184
2024-03-12 11:40:00,42,30,19,39,36,23,189
2024-03-12 11:50:00,39,20,20,34,31,24,168
2024-03-12 12:00:00,32,24,25,38,41,20,180
2024-03-12 12:10:00,34,26,34,46,43,32,215
2024-03-12 12:20:00,34,22,29,35,35,24,179
2024-03-12 12:30:00,38,23,43,37,36,16,193
2024-03-12 12:40:00,37,20,17,42,40,28,184
2024-03-12 12:50:00,39,27,24,42,45,30,207
2024-03-12 13:00:00,49,27,30,46,43,28,223
2024-03-12 13:10:00,44,24,27,32,32,23,182
2024-03-12 13:20:00,42,29,18,31,32,25,177
2024-03-12 13:30:00,39,22,12,30,31,23,157
2024-03-12 13:40:00,50,26,18,43,39,28,204
