datetime,D23Z,V24Z,D81Z,D82Z,D83Z,V84Z,Total
2024-03-27 05:00:00,1,1,3,5,4,7,21
2024-03-27 05:10:00,7,4,6,13,13,14,57
2024-03-27 05:20:00,10,4,14,12,11,10,61
2024-03-27 05:30:00,8,9,14,13,10,6,60
2024-03-27 05:40:00,10,7,12,21,20,14,84
2024-03-27 05:50:00,17,11,22,25,26,16,117
2024-03-27 06:00:00,10,8,17,16,15,14,80
2024-03-27 06:10:00,25,19,42,26,28,11,151
2024-03-27 06:20:00,12,11,42,32,31,20,148
2024-03-27 06:30:00,20,7,27,33,32,17,136
2024-03-27 06:40:00,25,18,9,32,32,22,138
2024-03-27 06:50:00,29,20,19,40,43,25,176
2024-03-27 07:00:00,28,18,22,36,35,31,170
2024-03-27 07:10:00,18,13,27,34,33,15,140
2024-03-27 07:20:00,37,24,34,30,30,17,172
2024-03-27 07:30:00,39,21,36,31,32,25,184
2024-03-27 07:40:00,29,15,26,30,32,21,153
2024-03-27 07:50:00,36,27,26,34,34,16,173
2024-03-27 08:00:00,38,22,47,51,51,26,235
2024-03-27 08:10:00,26,21,42,41,39,26,195
2024-03-27 08:20:00,27,21,45,51,50,35,229
2024-03-27 08:30:00,36,20,32,39,38,25,190
2024-03-27 08:40:00,37,21,21,33,35,25,172
2024-03-27 08:50:00,34,18,29,61,57,23,222
2024-03-27 09:00:00,42,32,21,32,33,22,182
2024-03-27 09:10:00,35,19,17,31,30,23,155
2024-03-27 09:20:00,35,20,13,31,30,24,153
2024-03-27 09:30:00,28,16,15,28,27,19,133
2024-03-27 09:40:00,35,28,27,40,43,28,201
2024-03-27 09:50:00,52,26,42,48,46,29,243
2024-03-27 10:00:00,31,18,33,39,39,20,180
2024-03-27 10:10:00,43,27,28,41,39,15,193
2024-03-27 10:20:00,42,32,43,41,43,27,228
2024-03-27 10:30:00,31,23,30,39,34,29,186
2024-03-27 10:40:00,43,30,22,49,40,31,215
2024-03-27 10:50:00,37,28,12,35,36,20,168
2024-03-27 11:00:00,49,31,18,46,45,25,214
2024-03-27 11:10:00,35,30,15,51,49,22,202
2024-03-27 11:20:00,40,28,17,40,40,31,196
2024-03-27 11:30:00,33,25,32,47,53,31,221
2024-03-27 11:40:00,37,18,41,48,43,26,213
2024-03-27 11:50:00,37,26,19,27,27,19,155
2024-03-27 12:00:00,37,26,37,43,45,28,216
2024-03-27 12:10:00,36,28,22,37,35,31,189
2024-03-27 12:20:00,40,25,23,42,38,30,198
2024-03-27 12:30:00,40,31,20,34,34,24,183
2024-03-27 12:40:00,41,30,21,50,48,27,217
2024-03-27 12:50:00,38,26,16,35,35,29,179
2024-03-27 13:00:00,40,27,26,48,46,31,218
2024-03-27 13:10:00,43,28,24,41,42,31,209
2024-03-27 13:20:00,29,18,16,40,37,28,168
2024-03-27 13:30:00,30,24,16,39,35,26,170
2024-03-27 13:40:00,44,27,15,35,33,23,177
2024-03-27 13:50:00,34,22,30,36,36,30,188
2024-03-27 14:00:00,44,24,19,26,26,21,160
2024-03-27 14:10:00,46,24,23,32,32,25,182
2024-03-27 14:20:00,46,26,36,44,46,31,229
2024-03-27 14:30:00,44,31,30,42,40,31,218
2024-03-27 14:40:00,62,32,47,41,35,22,239
2024-03-27 14:50:00,45,30,23,34,34,20,186
2024-03-27 15:00:00,59,25,26,44,43,31,228
2024-03-27 15:10:00,39,23,19,38,35,15,169
2024-03-27 15:20:00,52,22,17,47,43,29,210
2024-03-27 15:30:00,53,32,18,35,36,22,196
2024-03-27 15:40:00,46,23,26,38,43,22,198
2024-03-27 15:50:00,59,25,28,50,45,33,240
2024-03-27 16:00:00,60,30,23,45,46,29,233
2024-03-27 16:10:00,61,28,31,51,50,29,250
2024-03-27 16:20:00,58,37,37,58,55,30,275
2024-03-27 16:30:00,62,33,39,50,51,31,266
2024-03-27 16:40:00,47,25,40,52,52,28,244
2024-03-27 16:50:00,48,26,18,32,32,20,176
2024-03-27 17:00:00,57,25,21,43,43,23,212
2024-03-27 17:10:00,42,25,20,45,47,31,210
2024-03-27 17:20:00,52,30,6,30,27,24,169
2024-03-27 17:30:00,51,30,20,37,37,24,199
2024-03-27 17:40:00,47,36,11,45,45,25,209
2024-03-27 17:50:00,54,26,20,51,50,29,230
2024-03-27 18:00:00,46,21,15,34,37,19,172
2024-03-27 18:10:00,49,25,15,35,33,18,175
2024-03-27 18:20:00,54,32,30,46,42,28,232
2024-03-27 18:30:00,37,24,19,31,33,23,167
2024-03-27 18:40:00,56,28,17,34,35,20,190
2024-03-27 18:50:00,36,22,15,29,26,17,145
2024-03-27 19:00:00,38,19,19,35,37,18,166
2024-03-27 19:10:00,45,26,10,28,28,13,150
2024-03-27 19:20:00,25,17,16,23,27,14,122
2024-03-27 19:30:00,33,15,9,21,23,15,116
2024-03-27 19:40:00,28,19,6,23,24,21,121
2024-03-27 19:50:00,37,17,9,27,22,15,127
2024-03-27 20:00:00,31,19,10,23,24,19,126
2024-03-27 20:10:00,30,19,14,27,26,16,132
2024-03-27 20:20:00,30,22,15,25,24,18,134
2024-03-27 20:30:00,19,15,14,18,19,14,99
2024-03-27 20:40:00,18,11,14,15,14,8,80
2024-03-27 20:50:00,14,12,6,17,18,16,83
2024-03-27 21:00:00,15,11,7,15,12,11,71
2024-03-27 21:10:00,15,14,16,19,21,16,101
2024-03-27 21:20:00,22,16,3,16,11,13,81
2024-03-27 21:30:00,39,26,9,24,18,16,132
2024-03-27 21:40:00,25,19,5,16,14,15,94
2024-03-27 21:50:00,29,20,3,17,12,14,95
2024-03-27 22:00:00,9,7,2,17,16,16,67
2024-03-27 22:10:00,14,9,6,15,16,16,76
2024-03-27 22:20:00,15,16,3,16,15,13,78
2024-03-27 22:30:00,14,11,4,10,10,12,61
2024-03-27 22:40:00,11,10,2,4,3,3,33
2024-03-27 22:50:00,10,9,3,8,8,7,45
2024-03-27 23:00:00,9,8,3,6,6,10,42
2024-03-27 23:10:00,12,11,7,14,12,9,65
2024-03-27 23:20:00,7,9,1,7,8,5,37
2024-03-27 23:30:00,8,6,3,8,5,7,37
2024-03-27 23:40:00,7,8,7,6,5,2,35
2024-03-27 23:50:00,6,5,2,4,3,3,23
2024-03-28 00:00:00,9,9,9,10,10,12,59
2024-03-28 00:10:00,6,4,3,7,5,4,29
2024-03-28 00:20:00,5,5,26,9,9,5,59
2024-03-28 00:30:00,6,6,32,4,6,6,60
2024-03-28 00:40:00,5,3,31,4,3,6,52
2024-03-28 00:50:00,3,3,4,2,2,2,16
2024-03-28 01:00:00,1,1,16,0,0,0,18
2024-03-28 01:10:00,4,4,4,0,0,0,12
2024-03-28 01:20:00,3,2,3,3,4,4,19
2024-03-28 01:30:00,3,1,6,3,3,3,19
2024-03-28 01:40:00,2,2,6,8,7,6,31
2024-03-28 01:50:00,5,5,6,3,3,3,25
2024-03-28 02:00:00,1,1,13,1,0,1,17
2024-03-28 02:10:00,2,1,18,1,0,0,22
2024-03-28 02:20:00,1,1,8,0,0,0,10
2024-03-28 02:30:00,1,1,37,1,1,1,42
2024-03-28 02:40:00,2,2,62,2,1,3,72
2024-03-28 02:50:00,2,1,7,4,3,2,19
2024-03-28 03:00:00,2,2,37,3,2,2,48
2024-03-28 03:10:00,0,0,23,5,5,6,39
2024-03-28 03:20:00,2,3,52,2,2,2,63
2024-03-28 03:30:00,2,2,80,4,4,4,96
2024-03-28 03:40:00,2,2,20,1,1,1,27
2024-03-28 03:50:00,1,0,47,3,3,3,57
2024-03-28 04:00:00,1,1,1,1,1,1,6
2024-03-28 04:10:00,3,2,0,2,2,4,13
2024-03-28 04:20:00,1,1,0,2,2,2,8
2024-03-28 04:30:00,3,3,2,5,4,6,23
2024-03-28 04:40:00,2,1,2,4,3,4,16
2024-03-28 04:50:00,1,0,9,7,7,7,31
2024-03-28 05:00:00,4,8,2,2,2,1,19
2024-03-28 05:10:00,7,5,12,8,8,8,48
2024-03-28 05:20:00,7,5,14,13,13,9,61
2024-03-28 05:30:00,9,7,6,11,10,10,53
2024-03-28 05:40:00,9,6,10,15,15,11,66
2024-03-28 05:50:00,7,5,14,11,11,15,63
2024-03-28 06:00:00,7,6,29,18,17,13,90
2024-03-28 06:10:00,20,17,11,15,14,9,86
2024-03-28 06:20:00,10,9,19,30,33,18,119
2024-03-28 06:30:00,13,8,9,26,25,14,95
2024-03-28 06:40:00,13,9,8,30,31,22,113
2024-03-28 06:50:00,28,16,8,29,29,19,129
2024-03-28 07:00:00,15,12,15,35,36,28,141
2024-03-28 07:10:00,24,15,14,33,31,19,136
2024-03-28 07:20:00,24,8,24,40,40,27,163
2024-03-28 07:30:00,32,17,13,24,22,17,125
2024-03-28 07:40:00,29,19,23,30,33,24,158
2024-03-28 07:50:00,34,20,27,51,51,35,218
2024-03-28 08:00:00,30,23,10,27,30,18,138
2024-03-28 08:10:00,23,20,32,35,31,27,168
2024-03-28 08:20:00,32,25,34,40,38,26,195
2024-03-28 08:30:00,32,23,34,35,38,21,183
2024-03-28 08:40:00,32,17,40,45,47,28,209
2024-03-28 08:50:00,31,20,36,45,40,24,196
2024-03-28 09:00:00,32,19,11,43,42,23,170
2024-03-28 09:10:00,29,23,10,32,33,23,150
2024-03-28 09:20:00,36,24,15,46,43,25,189
2024-03-28 09:30:00,40,24,11,35,35,26,171
2024-03-28 09:40:00,32,21,9,41,39,23,165
2024-03-28 09:50:00,43,19,26,51,44,27,210
2024-03-28 10:00:00,34,24,19,31,30,20,158
2024-03-28 10:10:00,32,22,27,32,32,20,165
2024-03-28 10:20:00,31,28,37,46,45,29,216
2024-03-28 10:30:00,31,20,32,36,36,26,181
2024-03-28 10:40:00,49,28,20,28,55,17,197
2024-03-28 10:50:00,46,28,29,39,56,32,230
2024-03-28 11:00:00,25,19,32,44,42,27,189
2024-03-28 11:10:00,42,23,21,34,34,25,179
2024-03-28 11:20:00,46,34,17,48,46,30,221
2024-03-28 11:30:00,35,28,30,50,50,30,223
2024-03-28 11:40:00,39,23,13,40,37,25,177
2024-03-28 11:50:00,31,23,33,39,40,26,192
2024-03-28 12:00:00,38,24,31,40,42,32,207
2024-03-28 12:10:00,50,28,50,44,41,29,242
2024-03-28 12:20:00,32,28,35,42,45,31,213
2024-03-28 12:30:00,38,22,31,36,33,22,182
2024-03-28 12:40:00,49,24,30,55,54,35,247
2024-03-28 12:50:00,39,27,16,35,36,41,194
2024-03-28 13:00:00,46,30,36,44,41,33,230
2024-03-28 13:10:00,38,27,14,37,35,24,175
2024-03-28 13:20:00,41,23,14,40,39,26,183
2024-03-28 13:30:00,51,29,19,45,43,28,215
2024-03-28 13:40:00,56,32,22,49,47,31,237
2024-03-28 13:50:00,48,35,18,51,47,40,239
2024-03-28 14:00:00,54,27,23,44,45,35,228
2024-03-28 14:10:00,47,35,20,44,42,32,220
2024-03-28 14:20:00,45,22,25,38,42,20,192
2024-03-28 14:30:00,51,38,38,56,52,31,266
2024-03-28 14:40:00,59,39,28,41,43,27,237
2024-03-28 14:50:00,37,23,39,57,49,31,236
2024-03-28 15:00:00,53,22,41,50,51,24,241
2024-03-28 15:10:00,46,24,35,47,47,29,228
2024-03-28 15:20:00,56,34,38,56,49,27,260
2024-03-28 15:30:00,55,39,23,51,52,37,257
2024-03-28 15:40:00,60,23,23,52,57,35,250
2024-03-28 15:50:00,44,23,16,43,39,26,191
2024-03-28 16:00:00,48,25,19,54,56,37,239
2024-03-28 16:10:00,62,37,36,49,45,28,257
2024-03-28 16:20:00,50,34,30,52,49,27,242
2024-03-28 16:30:00,75,26,28,40,39,26,234
2024-03-28 16:40:00,48,24,33,50,47,26,228
2024-03-28 16:50:00,54,27,34,49,49,33,246
2024-03-28 17:00:00,53,28,41,56,55,39,272
2024-03-28 17:10:00,48,32,21,35,39,25,200
2024-03-28 17:20:00,50,26,43,47,50,33,249
2024-03-28 17:30:00,51,27,25,32,27,25,187
2024-03-28 17:40:00,50,29,24,43,36,25,207
2024-03-28 17:50:00,46,32,23,42,41,29,213
2024-03-28 18:00:00,41,27,21,40,41,32,202
2024-03-28 18:10:00,27,17,11,43,43,22,163
2024-03-28 18:20:00,46,24,16,38,38,32,194
2024-03-28 18:30:00,36,26,16,31,30,23,162
2024-03-28 18:40:00,45,26,17,25,26,20,159
2024-03-28 18:50:00,40,23,17,39,44,26,189
2024-03-28 19:00:00,48,27,19,40,34,30,198
2024-03-28 19:10:00,36,24,7,36,31,31,165
2024-03-28 19:20:00,36,27,18,33,32,22,168
2024-03-28 19:30:00,26,21,12,26,26,28,139
2024-03-28 19:40:00,19,18,9,20,24,15,105
2024-03-28 19:50:00,24,15,23,25,27,18,132
2024-03-28 20:00:00,36,23,30,32,29,23,173
2024-03-28 20:10:00,35,25,5,16,16,19,116
2024-03-28 20:20:00,36,22,14,24,24,21,141
2024-03-28 20:30:00,25,22,6,18,17,22,110
2024-03-28 20:40:00,22,14,3,25,23,20,107
2024-03-28 20:50:00,22,17,7,19,16,15,96
2024-03-28 21:00:00,21,14,19,31,32,26,143
2024-03-28 21:10:00,22,14,16,25,22,17,116
2024-03-28 21:20:00,23,18,11,21,22,15,110
2024-03-28 21:30:00,23,11,7,14,9,11,75
2024-03-28 21:40:00,27,19,10,15,13,12,96
2024-03-28 21:50:00,18,16,6,19,19,20,98
2024-03-28 22:00:00,15,12,9,18,16,14,84
2024-03-28 22:10:00,20,14,10,17,15,15,91
2024-03-28 22:20:00,16,10,12,19,18,15,90
2024-03-28 22:30:00,28,24,11,20,18,17,118
2024-03-28 22:40:00,13,11,3,14,15,14,70
2024-03-28 22:50:00,18,16,5,19,15,14,87
2024-03-28 23:00:00,9,9,6,12,10,13,59
2024-03-28 23:10:00,20,17,12,11,16,12,88
2024-03-28 23:20:00,12,9,8,14,14,18,75
2024-03-28 23:30:00,16,14,12,13,10,13,78
2024-03-28 23:40:00,10,8,4,16,14,14,66
2024-03-28 23:50:00,6,3,2,9,9,8,37
2024-03-29 00:00:00,10,8,3,9,12,12,54
2024-03-29 00:10:00,8,6,8,4,4,5,35
2024-03-29 00:20:00,8,8,7,9,10,9,51
2024-03-29 00:30:00,9,9,10,4,3,4,39
2024-03-29 00:40:00,9,7,13,11,10,10,60
2024-03-29 00:50:00,5,5,8,6,5,5,34
2024-03-29 01:00:00,10,8,16,7,7,6,54
2024-03-29 01:10:00,4,6,0,4,3,3,20
2024-03-29 01:20:00,9,9,24,13,14,8,77
2024-03-29 01:30:00,4,3,6,8,6,5,32
2024-03-29 01:40:00,1,1,16,8,8,7,41
2024-03-29 01:50:00,6,6,12,6,4,5,39
2024-03-29 02:00:00,7,7,5,5,3,3,30
2024-03-29 02:10:00,2,2,10,6,4,6,30
2024-03-29 02:20:00,5,5,13,4,3,3,33
2024-03-29 02:30:00,2,2,10,4,3,4,25
2024-03-29 02:40:00,3,4,5,3,2,2,19
2024-03-29 02:50:00,3,3,7,4,3,3,23
2024-03-29 03:00:00,1,1,22,3,2,2,31
2024-03-29 03:10:00,1,1,36,4,3,3,48
2024-03-29 03:20:00,2,2,7,5,5,5,26
2024-03-29 03:30:00,3,3,2,3,2,3,16
2024-03-29 03:40:00,4,2,1,4,4,4,19
2024-03-29 03:50:00,0,0,16,4,4,4,28
2024-03-29 04:00:00,2,2,7,1,1,1,14
2024-03-29 04:10:00,2,1,0,3,3,3,12
2024-03-29 04:20:00,2,2,1,3,3,3,14
2024-03-29 04:30:00,3,4,0,4,2,2,15
2024-03-29 04:40:00,0,0,0,1,1,1,3
2024-03-29 04:50:00,5,5,18,7,5,4,44
2024-03-29 05:00:00,2,2,12,3,3,3,25
2024-03-29 05:10:00,3,3,8,5,4,4,27
2024-03-29 05:20:00,4,3,8,3,3,3,24
2024-03-29 05:30:00,4,3,1,4,3,3,18
2024-03-29 05:40:00,3,2,0,3,2,2,12
2024-03-29 05:50:00,6,6,0,2,1,1,16
2024-03-29 06:00:00,5,3,2,3,3,4,20
2024-03-29 06:10:00,4,4,2,6,3,3,22
2024-03-29 06:20:00,2,2,2,3,3,2,14
2024-03-29 06:30:00,9,6,2,4,3,3,27
2024-03-29 06:40:00,4,4,2,5,5,5,25
2024-03-29 06:50:00,4,4,2,5,4,4,23
2024-03-29 07:00:00,3,4,0,2,2,2,13
2024-03-29 07:10:00,6,5,1,4,4,4,24
2024-03-29 07:20:00,4,3,1,4,4,4,20
2024-03-29 07:30:00,6,6,3,3,3,4,25
2024-03-29 07:40:00,3,3,0,1,1,2,10
2024-03-29 07:50:00,2,2,0,2,2,2,10
2024-03-29 08:00:00,9,7,0,4,4,4,28
2024-03-29 08:10:00,0,0,0,6,5,6,17
2024-03-29 08:20:00,8,7,3,4,4,6,32
2024-03-29 08:30:00,5,5,3,4,4,4,25
2024-03-29 08:40:00,7,7,6,8,8,9,45
2024-03-29 08:50:00,11,8,4,5,5,7,40
2024-03-29 09:00:00,10,9,3,11,13,12,58
2024-03-29 09:10:00,9,8,5,9,8,10,49
2024-03-29 09:20:00,5,4,1,8,9,8,35
2024-03-29 09:30:00,12,10,2,15,14,12,65
2024-03-29 09:40:00,9,10,7,8,7,8,49
2024-03-29 09:50:00,11,11,4,16,16,14,72
2024-03-29 10:00:00,17,13,6,16,17,17,86
2024-03-29 10:10:00,13,13,9,23,21,15,94
2024-03-29 10:20:00,21,11,7,19,18,12,88
2024-03-29 10:30:00,10,11,2,16,16,14,69
2024-03-29 10:40:00,8,8,3,13,9,13,54
2024-03-29 10:50:00,14,10,3,12,11,11,61
2024-03-29 11:00:00,21,16,6,18,16,14,91
2024-03-29 11:10:00,17,14,5,23,25,14,98
2024-03-29 11:20:00,22,17,3,27,28,17,114
2024-03-29 11:30:00,15,15,1,17,18,14,80
2024-03-29 11:40:00,25,18,5,26,24,20,118
2024-03-29 11:50:00,24,14,6,21,22,20,107
2024-03-29 12:00:00,20,14,14,20,20,17,105
2024-03-29 12:10:00,22,18,8,16,16,14,94
2024-03-29 12:20:00,16,17,8,28,29,22,120
2024-03-29 12:30:00,30,19,18,28,26,17,138
2024-03-29 12:40:00,24,23,10,24,24,17,122
2024-03-29 12:50:00,19,18,12,20,17,12,98
2024-03-29 13:00:00,21,19,25,35,33,24,157
2024-03-29 13:10:00,28,22,5,22,20,18,115
2024-03-29 13:20:00,19,16,9,30,27,22,123
2024-03-29 13:30:00,18,12,3,21,20,15,89
2024-03-29 13:40:00,23,17,6,20,20,12,98
2024-03-29 13:50:00,26,18,3,16,17,9,89
2024-03-29 14:00:00,17,16,2,18,16,15,84
2024-03-29 14:10:00,17,18,6,27,26,21,115
2024-03-29 14:20:00,30,19,11,25,22,23,130
2024-03-29 14:30:00,27,17,14,32,32,19,141
2024-03-29 14:40:00,25,16,11,21,19,15,107
2024-03-29 14:50:00,35,24,17,26,25,17,144
2024-03-29 15:00:00,25,19,9,24,25,19,121
2024-03-29 15:10:00,16,11,4,17,15,13,76
2024-03-29 15:20:00,20,14,9,20,21,15,99
2024-03-29 15:30:00,26,18,2,21,20,14,101
2024-03-29 15:40:00,21,15,4,12,13,12,77
2024-03-29 15:50:00,17,14,3,18,15,13,80
2024-03-29 16:00:00,21,17,5,18,20,17,98
2024-03-29 16:10:00,19,15,7,25,22,16,104
2024-03-29 16:20:00,35,26,12,20,19,12,124
2024-03-29 16:30:00,33,18,14,28,28,21,142
2024-03-29 16:40:00,27,19,19,24,22,21,132
2024-03-29 16:50:00,20,14,10,19,19,18,100
2024-03-29 17:00:00,21,13,9,29,27,19,118
2024-03-29 17:10:00,23,18,10,24,19,17,111
2024-03-29 17:20:00,22,17,15,28,30,27,139
2024-03-29 17:30:00,25,17,18,29,30,20,139
2024-03-29 17:40:00,26,19,10,26,21,18,120
2024-03-29 17:50:00,24,17,10,15,17,17,100
2024-03-29 18:00:00,13,15,4,31,31,21,115
2024-03-29 18:10:00,15,12,4,28,26,19,104
2024-03-29 18:20:00,22,13,4,25,24,25,113
2024-03-29 18:30:00,27,17,8,23,23,20,118
2024-03-29 18:40:00,26,14,26,23,19,14,122
2024-03-29 18:50:00,14,10,13,18,18,15,88
2024-03-29 19:00:00,26,12,8,16,17,11,90
2024-03-29 19:10:00,14,8,7,20,22,17,88
2024-03-29 19:20:00,21,21,9,19,16,16,102
2024-03-29 19:30:00,23,15,9,20,19,20,106
2024-03-29 19:40:00,17,14,7,24,21,14,97
2024-03-29 19:50:00,23,15,9,20,26,13,106
2024-03-29 20:00:00,14,11,5,18,16,10,74
2024-03-29 20:10:00,15,12,7,25,25,19,103
2024-03-29 20:20:00,15,14,5,26,25,20,105
2024-03-29 20:30:00,17,14,7,18,18,14,88
2024-03-29 20:40:00,22,16,2,18,17,15,90
2024-03-29 20:50:00,17,15,6,17,15,9,79
2024-03-29 21:00:00,18,13,4,11,11,7,64
2024-03-29 21:10:00,11,8,3,12,14,9,57
2024-03-29 21:20:00,16,12,4,11,10,11,64
2024-03-29 21:30:00,18,16,1,9,10,9,63
2024-03-29 21:40:00,15,12,10,16,17,11,81
2024-03-29 21:50:00,15,11,6,13,12,8,65
2024-03-29 22:00:00,13,10,5,10,11,8,57
2024-03-29 22:10:00,18,15,6,12,10,12,73
2024-03-29 22:20:00,13,11,4,9,10,7,54
2024-03-29 22:30:00,11,9,4,11,11,10,56
2024-03-29 22:40:00,11,10,4,11,11,7,54
2024-03-29 22:50:00,10,7,4,13,13,12,59
2024-03-29 23:00:00,12,11,2,8,7,7,47
2024-03-29 23:10:00,15,14,6,9,6,6,56
2024-03-29 23:20:00,7,6,9,10,8,8,48
2024-03-29 23:30:00,9,7,4,7,8,8,43
2024-03-29 23:40:00,9,7,4,16,15,14,65
2024-03-29 23:50:00,6,5,3,8,7,7,36
2024-03-30 00:00:00,9,9,4,8,5,4,39
2024-03-30 00:10:00,10,7,2,5,4,4,32
2024-03-30 00:20:00,5,5,2,6,6,4,28
2024-03-30 00:30:00,8,8,3,9,9,9,46
2024-03-30 00:40:00,6,9,1,5,5,5,31
2024-03-30 00:50:00,6,6,6,7,7,6,38
2024-03-30 01:00:00,6,7,1,1,2,4,21
2024-03-30 01:10:00,8,7,7,10,8,7,47
2024-03-30 01:20:00,3,3,5,5,4,4,24
2024-03-30 01:30:00,2,2,3,2,1,1,11
2024-03-30 01:40:00,5,4,5,7,5,6,32
2024-03-30 01:50:00,3,2,7,2,2,2,18
2024-03-30 02:00:00,1,1,2,1,1,1,7
2024-03-30 02:10:00,4,4,2,3,3,3,19
2024-03-30 02:20:00,3,3,2,3,3,3,17
2024-03-30 02:30:00,0,0,9,4,4,3,20
2024-03-30 02:40:00,6,4,12,3,4,3,32
2024-03-30 02:50:00,2,2,7,3,2,1,17
2024-03-30 03:00:00,4,4,3,3,3,2,19
2024-03-30 03:10:00,3,3,9,2,2,2,21
2024-03-30 03:20:00,4,4,11,4,1,1,25
2024-03-30 03:30:00,2,2,4,6,5,4,23
2024-03-30 03:40:00,1,1,9,0,0,0,11
2024-03-30 03:50:00,2,2,7,0,0,0,11
2024-03-30 04:00:00,4,2,1,4,4,4,19
2024-03-30 04:10:00,3,4,0,3,2,2,14
2024-03-30 04:20:00,2,2,0,0,0,0,4
2024-03-30 04:30:00,0,0,0,2,2,2,6
2024-03-30 04:40:00,1,0,1,3,3,3,11
2024-03-30 04:50:00,1,2,1,1,1,1,7
2024-03-30 05:00:00,6,4,31,4,4,4,53
2024-03-30 05:10:00,3,2,12,5,5,4,31
2024-03-30 05:20:00,6,7,8,4,5,5,35
2024-03-30 05:30:00,2,2,1,2,1,3,11
2024-03-30 05:40:00,8,6,0,4,4,5,27
2024-03-30 05:50:00,3,4,4,5,4,4,24
2024-03-30 06:00:00,2,1,5,7,7,7,29
2024-03-30 06:10:00,5,6,1,6,6,4,28
2024-03-30 06:20:00,7,6,2,3,3,3,24
2024-03-30 06:30:00,5,5,2,3,4,3,22
2024-03-30 06:40:00,8,6,3,5,5,4,31
2024-03-30 06:50:00,13,9,3,13,11,9,58
2024-03-30 07:00:00,4,3,1,11,9,10,38
2024-03-30 07:10:00,7,7,2,10,10,8,44
2024-03-30 07:20:00,11,11,2,9,8,7,48
2024-03-30 07:30:00,8,7,0,11,10,9,45
2024-03-30 07:40:00,6,5,8,14,14,10,57
2024-03-30 07:50:00,6,6,8,14,14,9,57
2024-03-30 08:00:00,6,5,17,19,19,15,81
2024-03-30 08:10:00,5,7,4,11,13,11,51
2024-03-30 08:20:00,11,10,9,23,23,22,98
2024-03-30 08:30:00,13,10,9,18,20,17,87
2024-03-30 08:40:00,22,17,3,17,17,15,91
2024-03-30 08:50:00,19,16,13,13,11,10,82
2024-03-30 09:00:00,17,12,9,23,23,19,103
2024-03-30 09:10:00,26,18,11,27,29,18,129
2024-03-30 09:20:00,25,19,10,26,28,20,128
2024-03-30 09:30:00,23,17,10,29,28,18,125
2024-03-30 09:40:00,25,21,7,32,35,17,137
2024-03-30 09:50:00,35,26,28,37,34,24,184
2024-03-30 10:00:00,29,19,16,30,30,25,149
2024-03-30 10:10:00,28,21,8,30,31,19,137
2024-03-30 10:20:00,32,20,20,43,41,25,181
2024-03-30 10:30:00,25,21,10,26,29,20,131
2024-03-30 10:40:00,34,30,16,46,45,20,191
2024-03-30 10:50:00,46,27,20,41,36,26,196
2024-03-30 11:00:00,39,26,15,23,25,17,145
2024-03-30 11:10:00,34,21,33,44,42,29,203
2024-03-30 11:20:00,45,27,30,41,39,27,209
2024-03-30 11:30:00,30,24,17,33,34,24,162
2024-03-30 11:40:00,36,27,16,40,42,28,189
2024-03-30 11:50:00,33,19,16,32,31,28,159
2024-03-30 12:00:00,38,27,9,34,35,26,169
2024-03-30 12:10:00,39,29,21,34,31,18,172
2024-03-30 12:20:00,31,21,26,32,32,18,160
2024-03-30 12:30:00,39,26,24,36,37,25,187
2024-03-30 12:40:00,37,20,26,47,47,32,209
2024-03-30 12:50:00,36,27,31,38,37,27,196
2024-03-30 13:00:00,36,31,21,29,29,19,165
2024-03-30 13:10:00,29,16,29,36,38,22,170
2024-03-30 13:20:00,35,19,35,44,42,30,205
2024-03-30 13:30:00,39,30,33,31,28,23,184
2024-03-30 13:40:00,45,25,27,31,31,24,183
2024-03-30 13:50:00,36,24,17,38,38,28,181
2024-03-30 14:00:00,36,21,16,47,45,30,195
2024-03-30 14:10:00,32,23,11,38,41,30,175
2024-03-30 14:20:00,31,19,18,33,29,22,152
2024-03-30 14:30:00,29,22,40,34,36,23,184
2024-03-30 14:40:00,33,29,27,42,43,24,198
2024-03-30 14:50:00,48,32,14,31,29,22,176
2024-03-30 15:00:00,47,27,25,43,41,34,217
2024-03-30 15:10:00,36,25,17,25,26,19,148
2024-03-30 15:20:00,34,29,26,33,33,25,180
2024-03-30 15:30:00,33,25,19,22,21,24,144
2024-03-30 15:40:00,35,25,38,34,36,27,195
2024-03-30 15:50:00,25,21,21,24,31,20,142
2024-03-30 16:00:00,23,25,14,26,33,18,139
2024-03-30 16:10:00,29,20,12,29,29,23,142
2024-03-30 16:20:00,22,18,16,41,41,30,168
2024-03-30 16:30:00,33,25,12,31,31,23,155
2024-03-30 16:40:00,34,23,7,22,23,21,130
2024-03-30 16:50:00,28,17,26,36,33,22,162
2024-03-30 17:00:00,27,22,25,37,33,31,175
2024-03-30 17:10:00,40,28,20,38,33,26,185
2024-03-30 17:20:00,43,27,16,38,33,23,180
2024-03-30 17:30:00,26,19,18,31,30,20,144
2024-03-30 17:40:00,22,19,16,29,30,23,139
2024-03-30 17:50:00,32,21,15,23,24,19,134
2024-03-30 18:00:00,28,21,11,24,22,25,131
2024-03-30 18:10:00,38,25,16,19,22,18,138
2024-03-30 18:20:00,29,25,16,32,33,21,156
2024-03-30 18:30:00,24,15,8,29,29,24,129
2024-03-30 18:40:00,21,16,7,27,28,21,120
2024-03-30 18:50:00,40,25,5,19,23,18,130
2024-03-30 19:00:00,19,23,18,26,26,18,130
