datetime,V12Z,V21Z,V22Z,V23Z,V24Z,D31Z,D32Z,Total
2024-03-01 01:00:00,1,0,8,5,1,0,0,15
2024-03-01 01:10:00,0,0,5,2,3,0,0,10
2024-03-01 01:20:00,2,0,9,1,2,0,0,14
2024-03-01 01:30:00,0,0,6,1,1,0,0,8
2024-03-01 01:40:00,4,0,4,1,1,0,0,10
2024-03-01 01:50:00,1,0,6,6,2,0,0,15
2024-03-01 02:00:00,0,0,6,3,0,0,0,9
2024-03-01 02:10:00,1,0,2,3,0,0,0,6
2024-03-01 02:20:00,2,0,3,4,0,0,0,9
2024-03-01 02:30:00,4,0,2,1,2,0,0,9
2024-03-01 02:40:00,1,0,8,2,1,0,0,12
2024-03-01 02:50:00,4,0,4,5,0,0,0,13
2024-03-01 03:00:00,0,0,2,4,0,0,0,6
2024-03-01 03:10:00,1,1,4,0,1,0,0,7
2024-03-01 03:20:00,2,1,7,6,0,0,0,16
2024-03-01 03:30:00,3,1,10,2,0,0,0,16
2024-03-01 03:40:00,2,1,4,3,0,0,0,10
2024-03-01 03:50:00,0,1,2,1,0,0,0,4
2024-03-01 04:00:00,0,0,4,4,0,0,0,8
2024-03-01 04:10:00,1,0,5,2,1,0,0,9
2024-03-01 04:20:00,0,1,10,5,0,0,0,16
2024-03-01 04:30:00,0,0,8,8,0,0,0,16
2024-03-01 04:40:00,2,1,14,5,1,0,0,23
2024-03-01 04:50:00,2,1,14,11,4,0,0,32
2024-03-01 05:00:00,3,0,11,6,0,0,0,20
2024-03-01 05:10:00,2,0,19,11,3,0,0,35
2024-03-01 05:20:00,7,0,17,12,2,0,0,38
2024-03-01 05:30:00,10,2,33,29,2,0,0,76
2024-03-01 05:40:00,21,1,35,27,3,0,0,87
2024-03-01 05:50:00,20,1,44,35,3,0,0,103
2024-03-01 06:00:00,21,1,47,35,9,0,0,113
2024-03-01 06:10:00,10,0,48,24,4,0,0,86
2024-03-01 06:20:00,14,2,72,43,7,0,0,138
2024-03-01 06:30:00,13,5,58,53,7,0,0,136
2024-03-01 06:40:00,19,1,65,40,11,0,0,136
2024-03-01 06:50:00,20,3,50,45,8,0,0,126
2024-03-01 07:00:00,22,16,48,49,18,0,0,153
2024-03-01 07:10:00,21,15,89,77,20,0,0,222
2024-03-01 07:20:00,22,12,73,50,10,0,0,167
2024-03-01 07:30:00,11,22,77,68,20,0,0,198
2024-03-01 07:40:00,23,12,68,73,21,0,0,197
2024-03-01 07:50:00,18,17,75,50,23,0,0,183
2024-03-01 08:00:00,15,16,68,53,16,0,0,168
2024-03-01 08:10:00,23,18,61,63,21,0,0,186
2024-03-01 08:20:00,13,12,55,64,26,0,0,170
2024-03-01 08:30:00,26,18,62,39,20,0,0,165
2024-03-01 08:40:00,17,16,60,57,30,0,0,180
2024-03-01 08:50:00,21,18,71,60,19,0,0,189
2024-03-01 09:00:00,20,21,54,49,26,0,0,170
2024-03-01 09:10:00,14,12,67,42,15,0,0,150
2024-03-01 09:20:00,26,19,59,50,25,0,0,179
2024-03-01 09:30:00,22,6,71,46,26,0,0,171
2024-03-01 09:40:00,27,10,54,56,16,0,0,163
2024-03-01 09:50:00,34,10,58,51,23,0,0,176
2024-03-01 10:00:00,28,7,49,42,21,0,0,147
2024-03-01 10:10:00,15,11,55,54,24,0,0,159
2024-03-01 10:20:00,24,9,59,55,23,0,0,170
2024-03-01 10:30:00,26,10,58,41,31,0,0,166
2024-03-01 10:40:00,21,16,50,40,28,0,0,155
2024-03-01 10:50:00,16,11,64,57,20,0,0,168
2024-03-01 11:00:00,19,10,76,53,28,0,0,186
2024-03-01 11:10:00,17,14,64,42,18,0,0,155
2024-03-01 11:20:00,20,17,69,55,22,0,0,183
2024-03-01 11:30:00,9,12,61,44,17,0,0,143
2024-03-01 11:40:00,21,11,81,52,25,0,0,190
2024-03-01 11:50:00,30,7,75,50,25,0,0,187
2024-03-01 12:00:00,20,6,62,48,27,0,0,163
2024-03-01 12:10:00,15,13,78,57,16,0,0,179
2024-03-01 12:20:00,26,5,58,48,21,0,0,158
2024-03-01 12:30:00,18,14,77,41,14,0,0,164
2024-03-01 12:40:00,10,10,72,31,1,0,0,124
2024-03-01 12:50:00,20,9,77,58,20,0,0,184
2024-03-01 13:00:00,13,12,75,49,20,0,0,169
2024-03-01 13:10:00,20,12,71,54,16,0,0,173
2024-03-01 13:20:00,10,11,63,50,17,0,0,151
2024-03-01 13:30:00,16,12,65,49,16,0,0,158
2024-03-01 13:40:00,18,7,73,46,26,0,0,170
2024-03-01 13:50:00,36,19,75,47,15,0,0,192
2024-03-01 14:00:00,27,8,69,56,22,0,0,182
2024-03-01 14:10:00,22,17,64,48,22,0,0,173
2024-03-01 14:20:00,20,7,55,48,27,0,0,157
2024-03-01 14:30:00,22,7,73,40,10,0,0,152
2024-03-01 14:40:00,29,12,72,35,16,0,0,164
2024-03-01 14:50:00,20,15,62,40,19,0,0,156
2024-03-01 15:00:00,25,10,59,53,14,0,0,161
2024-03-01 15:10:00,27,17,76,48,18,0,0,186
2024-03-01 15:20:00,23,6,65,46,10,0,0,150
2024-03-01 15:30:00,18,11,52,48,13,0,0,142
2024-03-01 15:40:00,22,15,66,53,11,0,0,167
2024-03-01 15:50:00,25,7,72,50,17,0,0,171
2024-03-01 16:00:00,24,7,66,60,18,0,0,175
2024-03-01 16:10:00,25,7,65,56,14,0,0,167
2024-03-01 16:20:00,17,8,71,47,12,0,0,155
2024-03-01 16:30:00,18,7,50,54,18,0,0,147
2024-03-01 16:40:00,23,9,77,47,18,0,0,174
2024-03-01 16:50:00,26,8,73,48,20,0,0,175
2024-03-01 17:00:00,19,12,59,53,14,0,0,157
2024-03-01 17:10:00,20,20,54,72,19,0,0,185
2024-03-01 17:20:00,27,10,58,49,19,0,0,163
2024-03-01 17:30:00,25,8,55,51,13,0,0,152
2024-03-01 17:40:00,25,14,66,63,18,0,0,186
2024-03-01 17:50:00,22,10,52,53,17,0,0,154
2024-03-01 18:00:00,18,10,59,43,18,0,0,148
2024-03-01 18:10:00,18,8,78,34,23,0,0,161
2024-03-01 18:20:00,21,6,90,51,15,0,0,183
2024-03-01 18:30:00,17,1,54,43,16,0,0,131
2024-03-01 18:40:00,18,1,54,43,14,0,0,130
2024-03-01 18:50:00,24,1,72,46,20,0,0,163
2024-03-01 19:00:00,14,0,58,41,18,0,0,131
2024-03-01 19:10:00,17,2,64,38,11,0,0,132
2024-03-01 19:20:00,20,6,46,29,12,0,0,113
2024-03-01 19:30:00,18,2,46,41,12,0,0,119
2024-03-01 19:40:00,19,1,49,41,20,0,0,130
2024-03-01 19:50:00,20,2,47,29,17,0,0,115
2024-03-01 20:00:00,23,2,44,24,14,0,0,107
2024-03-01 20:10:00,24,0,43,41,13,0,0,121
2024-03-01 20:20:00,23,0,45,25,12,0,0,105
2024-03-01 20:30:00,14,1,40,38,12,0,0,105
2024-03-01 20:40:00,15,0,44,27,10,0,0,96
2024-03-01 20:50:00,13,0,38,21,8,0,0,80
2024-03-01 21:00:00,20,2,44,27,4,0,0,97
2024-03-01 21:10:00,11,2,33,29,6,0,0,81
2024-03-01 21:20:00,8,0,41,27,8,0,0,84
2024-03-01 21:30:00,14,2,35,27,8,0,0,86
2024-03-01 21:40:00,10,0,37,19,13,0,0,79
2024-03-01 21:50:00,6,0,37,19,7,0,0,69
2024-03-01 22:00:00,9,2,34,31,10,0,0,86
2024-03-01 22:10:00,10,1,34,24,7,0,0,76
2024-03-01 22:20:00,10,3,32,20,7,0,0,72
2024-03-01 22:30:00,7,1,17,17,9,0,0,51
2024-03-01 22:40:00,6,0,38,26,5,0,0,75
2024-03-01 22:50:00,4,1,32,18,8,0,0,63
2024-03-01 23:00:00,9,0,42,27,5,0,0,83
2024-03-01 23:10:00,10,2,31,17,5,0,0,65
2024-03-01 23:20:00,16,0,37,16,2,0,0,71
2024-03-01 23:30:00,10,0,28,17,2,0,0,57
2024-03-01 23:40:00,9,1,26,15,4,0,0,55
2024-03-01 23:50:00,11,0,26,14,3,0,0,54
2024-03-02 00:00:00,8,0,18,11,2,0,0,39
2024-03-02 00:10:00,15,1,25,5,2,0,0,48
2024-03-02 00:20:00,10,3,24,13,2,0,0,52
2024-03-02 00:30:00,11,0,15,10,0,0,0,36
2024-03-02 00:40:00,3,0,20,10,4,0,0,37
2024-03-02 00:50:00,1,0,17,10,2,0,0,30
2024-03-02 01:00:00,5,0,19,5,1,0,0,30
2024-03-02 01:10:00,0,0,14,5,0,0,0,19
2024-03-02 01:20:00,2,3,14,14,2,0,0,35
2024-03-02 01:30:00,2,0,13,3,4,0,0,22
2024-03-02 01:40:00,4,0,13,7,2,0,0,26
2024-03-02 01:50:00,1,0,11,5,2,0,0,19
2024-03-02 02:00:00,6,0,10,5,2,0,0,23
2024-03-02 02:10:00,2,0,12,8,0,0,0,22
2024-03-02 02:20:00,1,0,16,4,1,0,0,22
2024-03-02 02:30:00,5,1,15,7,1,0,0,29
2024-03-02 02:40:00,3,0,10,6,1,0,0,20
2024-03-02 02:50:00,0,0,11,6,2,0,0,19
2024-03-02 03:00:00,2,0,6,3,1,0,0,12
2024-03-02 03:10:00,2,0,3,0,0,0,0,5
2024-03-02 03:20:00,2,0,10,2,2,0,0,16
2024-03-02 03:30:00,1,0,5,2,0,0,0,8
2024-03-02 03:40:00,3,1,7,3,0,0,0,14
2024-03-02 03:50:00,3,0,8,5,0,0,0,16
2024-03-02 04:00:00,5,0,4,2,0,0,0,11
2024-03-02 04:10:00,1,1,7,5,2,0,0,16
2024-03-02 04:20:00,0,3,8,2,1,0,0,14
2024-03-02 04:30:00,3,0,11,7,0,0,0,21
2024-03-02 04:40:00,2,0,6,7,1,0,0,16
2024-03-02 04:50:00,3,0,10,3,0,0,0,16
2024-03-02 05:00:00,2,1,10,5,0,0,0,18
2024-03-02 05:10:00,5,4,7,7,2,0,0,25
2024-03-02 05:20:00,8,0,13,11,1,0,0,33
2024-03-02 05:30:00,6,1,28,7,5,0,0,47
2024-03-02 05:40:00,20,0,20,9,1,0,0,50
2024-03-02 05:50:00,10,0,11,5,1,0,0,27
2024-03-02 06:00:00,5,0,13,7,2,0,0,27
2024-03-02 06:10:00,1,0,9,12,1,0,0,23
2024-03-02 06:20:00,0,2,16,7,3,0,0,28
2024-03-02 06:30:00,2,0,15,11,3,0,0,31
2024-03-02 06:40:00,10,1,15,13,2,0,0,41
2024-03-02 06:50:00,5,1,24,15,3,0,0,48
2024-03-02 07:00:00,8,0,16,11,2,0,0,37
2024-03-02 07:10:00,4,4,21,9,1,0,0,39
2024-03-02 07:20:00,5,1,16,12,1,0,0,35
2024-03-02 07:30:00,7,4,19,34,3,0,0,67
2024-03-02 07:40:00,9,1,19,19,4,0,0,52
2024-03-02 07:50:00,12,2,17,20,6,0,0,57
2024-03-02 08:00:00,6,0,24,17,2,0,0,49
2024-03-02 08:10:00,8,3,24,15,2,0,0,52
2024-03-02 08:20:00,11,4,28,12,7,0,0,62
2024-03-02 08:30:00,8,1,25,23,6,0,0,63
2024-03-02 08:40:00,14,8,28,24,9,0,0,83
2024-03-02 08:50:00,11,2,42,22,5,0,0,82
2024-03-02 09:00:00,11,1,38,28,10,0,0,88
2024-03-02 09:10:00,9,2,48,24,10,0,0,93
2024-03-02 09:20:00,12,4,57,32,8,0,0,113
2024-03-02 09:30:00,10,2,55,35,3,0,0,105
2024-03-02 09:40:00,9,5,54,34,18,0,0,120
2024-03-02 09:50:00,16,8,57,46,13,0,0,140
2024-03-02 10:00:00,12,5,50,33,12,0,0,112
2024-03-02 10:10:00,16,2,46,23,17,0,0,104
2024-03-02 10:20:00,16,4,57,34,17,0,0,128
2024-03-02 10:30:00,19,1,59,31,10,0,0,120
2024-03-02 10:40:00,17,8,57,36,18,0,0,136
2024-03-02 10:50:00,20,3,63,37,15,0,0,138
2024-03-02 11:00:00,18,5,61,30,11,0,0,125
2024-03-02 11:10:00,15,10,56,37,18,0,0,136
2024-03-02 11:20:00,15,6,73,37,14,0,0,145
2024-03-02 11:30:00,16,5,55,34,17,0,0,127
2024-03-02 11:40:00,16,6,65,42,15,0,0,144
2024-03-02 11:50:00,16,3,72,40,21,0,0,152
2024-03-02 12:00:00,20,0,62,30,18,0,0,130
2024-03-02 12:10:00,26,3,66,42,18,0,0,155
2024-03-02 12:20:00,10,6,67,38,15,0,0,136
2024-03-02 12:30:00,8,6,62,37,21,0,0,134
2024-03-02 12:40:00,25,5,69,46,15,0,0,160
2024-03-02 12:50:00,18,4,73,45,12,0,0,152
2024-03-02 13:00:00,24,1,71,28,16,0,0,140
2024-03-02 13:10:00,31,6,70,37,16,0,0,160
2024-03-02 13:20:00,21,6,74,40,10,0,0,151
2024-03-02 13:30:00,18,8,57,39,15,0,0,137
2024-03-02 13:40:00,18,6,63,36,16,0,0,139
2024-03-02 13:50:00,18,8,54,49,15,0,0,144
2024-03-02 14:00:00,18,10,72,43,16,0,0,159
2024-03-02 14:10:00,22,4,65,51,19,0,0,161
2024-03-02 14:20:00,22,9,63,41,14,0,0,149
2024-03-02 14:30:00,11,5,75,47,18,0,0,156
2024-03-02 14:40:00,13,10,66,44,15,0,0,148
2024-03-02 14:50:00,13,11,76,49,17,0,0,166
2024-03-02 15:00:00,12,5,67,44,21,0,0,149
2024-03-02 15:10:00,19,8,52,47,20,0,0,146
2024-03-02 15:20:00,24,13,71,49,18,0,0,175
2024-03-02 15:30:00,18,6,65,40,22,0,0,151
2024-03-02 15:40:00,22,2,69,50,23,0,0,166
2024-03-02 15:50:00,15,3,60,45,19,0,0,142
2024-03-02 16:00:00,21,6,55,40,12,0,0,134
2024-03-02 16:10:00,14,3,60,47,17,0,0,141
2024-03-02 16:20:00,17,4,56,42,12,0,0,131
2024-03-02 16:30:00,13,5,61,37,12,0,0,128
2024-03-02 16:40:00,15,2,58,37,19,0,0,131
2024-03-02 16:50:00,14,6,62,53,12,0,0,147
2024-03-02 17:00:00,14,5,62,39,25,0,0,145
2024-03-02 17:10:00,18,4,65,44,19,0,0,150
2024-03-02 17:20:00,17,6,71,49,22,0,0,165
2024-03-02 17:30:00,17,3,61,40,20,0,0,141
2024-03-02 17:40:00,12,14,67,51,23,0,0,167
2024-03-02 17:50:00,21,3,66,41,19,0,0,150
2024-03-02 18:00:00,15,3,85,61,15,0,0,179
2024-03-02 18:10:00,23,9,80,47,19,0,0,178
2024-03-02 18:20:00,15,3,79,49,18,0,0,164
2024-03-02 18:30:00,26,1,59,41,11,0,0,138
2024-03-02 18:40:00,25,2,72,49,18,0,0,166
2024-03-02 18:50:00,18,4,72,46,17,0,0,157
2024-03-02 19:00:00,23,1,66,39,14,0,0,143
2024-03-02 19:10:00,12,1,56,41,12,0,0,122
2024-03-02 19:20:00,22,0,60,39,6,0,0,127
2024-03-02 19:30:00,25,0,55,28,17,0,0,125
2024-03-02 19:40:00,17,2,54,37,10,0,0,120
2024-03-02 19:50:00,10,0,52,35,16,0,0,113
2024-03-02 20:00:00,16,0,47,40,3,0,0,106
2024-03-02 20:10:00,21,0,46,32,8,0,0,107
2024-03-02 20:20:00,16,2,47,33,15,0,0,113
2024-03-02 20:30:00,17,0,46,34,15,0,0,112
2024-03-02 20:40:00,21,2,42,23,10,0,0,98
2024-03-02 20:50:00,19,0,43,23,11,0,0,96
2024-03-02 21:00:00,12,1,40,27,9,0,0,89
2024-03-02 21:10:00,7,1,33,32,7,0,0,80
2024-03-02 21:20:00,17,0,31,23,8,0,0,79
2024-03-02 21:30:00,15,0,38,23,4,0,0,80
2024-03-02 21:40:00,13,2,32,19,6,0,0,72
2024-03-02 21:50:00,9,0,44,24,3,0,0,80
2024-03-02 22:00:00,7,2,48,30,10,0,0,97
2024-03-02 22:10:00,18,0,35,25,4,0,0,82
2024-03-02 22:20:00,8,1,29,21,8,0,0,67
2024-03-02 22:30:00,8,0,33,20,3,0,0,64
2024-03-02 22:40:00,12,2,35,24,4,0,0,77
2024-03-02 22:50:00,3,4,31,18,4,0,0,60
2024-03-02 23:00:00,1,0,34,31,8,0,0,74
2024-03-02 23:10:00,6,3,40,25,3,0,0,77
2024-03-02 23:20:00,9,1,36,19,5,0,0,70
2024-03-02 23:30:00,8,0,30,23,4,0,0,65
2024-03-02 23:40:00,10,2,22,21,6,0,0,61
2024-03-02 23:50:00,3,1,26,11,5,0,0,46
2024-03-03 00:00:00,8,0,26,18,6,0,0,58
2024-03-03 00:10:00,2,1,23,12,6,0,0,44
2024-03-03 00:20:00,13,0,14,11,0,0,0,38
2024-03-03 00:30:00,2,0,23,16,3,0,0,44
2024-03-03 00:40:00,6,0,23,7,1,0,0,37
2024-03-03 00:50:00,9,0,23,10,2,0,0,44
2024-03-03 01:00:00,6,1,22,17,2,0,0,48
2024-03-03 01:10:00,4,1,19,10,4,0,0,38
2024-03-03 01:20:00,1,0,13,9,1,0,0,24
2024-03-03 01:30:00,6,0,19,5,1,0,0,31
2024-03-03 01:40:00,5,0,17,8,1,0,0,31
2024-03-03 01:50:00,4,1,18,11,4,0,0,38
2024-03-03 02:00:00,1,1,10,5,1,0,0,18
2024-03-03 02:10:00,1,0,9,10,0,0,0,20
2024-03-03 02:20:00,2,0,15,6,1,0,0,24
2024-03-03 02:30:00,1,0,16,7,2,0,0,26
2024-03-03 02:40:00,1,1,10,6,0,0,0,18
2024-03-03 02:50:00,2,0,14,6,1,0,0,23
2024-03-03 03:00:00,4,0,7,6,0,0,0,17
2024-03-03 03:10:00,2,0,9,2,1,0,0,14
2024-03-03 03:20:00,2,0,10,4,0,0,0,16
2024-03-03 03:30:00,1,0,6,3,2,0,0,12
2024-03-03 03:40:00,1,0,8,4,0,0,0,13
2024-03-03 03:50:00,1,0,5,3,2,0,0,11
2024-03-03 04:00:00,0,0,7,2,0,0,0,9
2024-03-03 04:10:00,0,1,7,6,1,0,0,15
2024-03-03 04:20:00,0,0,7,1,0,0,0,8
2024-03-03 04:30:00,1,0,8,3,0,0,0,12
2024-03-03 04:40:00,2,0,8,4,4,0,0,18
2024-03-03 04:50:00,3,0,7,4,0,0,0,14
2024-03-03 05:00:00,4,0,11,4,1,0,0,20
2024-03-03 05:10:00,5,0,14,2,0,0,0,21
2024-03-03 05:20:00,9,0,17,5,0,0,0,31
2024-03-03 05:30:00,17,0,23,5,2,0,0,47
2024-03-03 05:40:00,14,0,16,10,2,0,0,42
2024-03-03 05:50:00,10,0,18,4,0,0,0,32
2024-03-03 06:00:00,7,0,10,2,0,0,0,19
2024-03-03 06:10:00,4,2,12,6,1,0,0,25
2024-03-03 06:20:00,0,0,9,4,0,0,0,13
2024-03-03 06:30:00,3,0,7,11,0,0,0,21
2024-03-03 06:40:00,6,3,10,4,0,0,0,23
2024-03-03 06:50:00,2,1,4,5,0,0,0,12
2024-03-03 07:00:00,3,0,9,2,0,0,0,14
2024-03-03 07:10:00,5,1,10,3,0,0,0,19
2024-03-03 07:20:00,2,0,8,1,0,0,0,11
2024-03-03 07:30:00,5,0,10,2,0,0,0,17
2024-03-03 07:40:00,8,1,7,5,2,0,0,23
2024-03-03 07:50:00,1,2,8,6,1,0,0,18
2024-03-03 08:00:00,3,0,14,7,3,0,0,27
2024-03-03 08:10:00,6,1,15,11,2,0,0,35
2024-03-03 08:20:00,6,2,20,13,3,0,0,44
2024-03-03 08:30:00,3,2,14,9,1,0,0,29
2024-03-03 08:40:00,6,4,22,19,3,0,0,54
2024-03-03 08:50:00,4,0,17,5,2,0,0,28
2024-03-03 09:00:00,6,0,27,9,4,0,0,46
2024-03-03 09:10:00,9,1,18,20,4,0,0,52
2024-03-03 09:20:00,5,0,24,11,3,0,0,43
2024-03-03 09:30:00,9,1,23,13,5,0,0,51
2024-03-03 09:40:00,12,2,21,22,2,0,0,59
2024-03-03 09:50:00,11,2,36,21,4,0,0,74
2024-03-03 10:00:00,16,1,33,21,6,0,0,77
2024-03-03 10:10:00,5,2,37,25,4,0,0,73
2024-03-03 10:20:00,7,2,42,22,3,0,0,76
2024-03-03 10:30:00,11,2,33,18,5,0,0,69
2024-03-03 10:40:00,12,3,48,25,13,0,0,101
2024-03-03 10:50:00,11,2,45,33,6,0,0,97
2024-03-03 11:00:00,10,2,46,24,7,0,0,89
2024-03-03 11:10:00,14,2,32,26,7,0,0,81
2024-03-03 11:20:00,8,5,46,28,12,0,0,99
2024-03-03 11:30:00,12,3,49,36,4,0,0,104
2024-03-03 11:40:00,6,8,43,22,12,0,0,91
2024-03-03 11:50:00,19,9,51,38,12,0,0,129
2024-03-03 12:00:00,17,3,57,34,8,0,0,119
2024-03-03 12:10:00,11,2,54,35,10,0,0,112
2024-03-03 12:20:00,22,8,71,39,6,0,0,146
2024-03-03 12:30:00,18,2,45,33,13,0,0,111
2024-03-03 12:40:00,17,4,58,39,7,0,0,125
2024-03-03 12:50:00,21,3,47,34,14,0,0,119
2024-03-03 13:00:00,23,3,62,45,9,0,0,142
2024-03-03 13:10:00,18,3,61,46,11,0,0,139
2024-03-03 13:20:00,9,5,59,40,10,0,0,123
2024-03-03 13:30:00,14,6,52,41,13,0,0,126
2024-03-03 13:40:00,18,8,45,47,15,0,0,133
2024-03-03 13:50:00,14,5,62,43,10,0,0,134
2024-03-03 14:00:00,17,0,61,48,9,0,0,135
2024-03-03 14:10:00,17,5,57,43,9,0,0,131
2024-03-03 14:20:00,13,9,59,31,11,0,0,123
2024-03-03 14:30:00,17,5,71,49,9,0,0,151
2024-03-03 14:40:00,12,7,57,39,7,0,0,122
2024-03-03 14:50:00,19,15,77,45,12,0,0,168
2024-03-03 15:00:00,18,6,63,36,9,0,0,132
2024-03-03 15:10:00,13,13,65,43,13,0,0,147
2024-03-03 15:20:00,15,4,58,40,9,0,0,126
2024-03-03 15:30:00,19,6,50,36,13,0,0,124
2024-03-03 15:40:00,18,5,58,52,17,0,0,150
2024-03-03 15:50:00,22,1,55,46,15,0,0,139
2024-03-03 16:00:00,14,3,68,49,13,0,0,147
2024-03-03 16:10:00,16,3,55,65,16,0,0,155
2024-03-03 16:20:00,18,0,58,60,15,0,0,151
2024-03-03 16:30:00,20,3,62,56,13,0,0,154
2024-03-03 16:40:00,19,3,46,50,15,0,0,133
2024-03-03 16:50:00,10,11,44,61,15,0,0,141
2024-03-03 17:00:00,18,4,45,59,15,0,0,141
2024-03-03 17:10:00,13,13,53,44,12,0,0,135
2024-03-03 17:20:00,16,10,34,62,20,0,0,142
2024-03-03 17:30:00,14,8,60,54,8,0,0,144
2024-03-03 17:40:00,16,11,46,62,10,0,0,145
2024-03-03 17:50:00,12,4,38,61,12,0,0,127
2024-03-03 18:00:00,13,6,64,56,23,0,0,162
2024-03-03 18:10:00,16,6,53,69,18,0,0,162
2024-03-03 18:20:00,11,3,70,52,13,0,0,149
2024-03-03 18:30:00,18,1,44,35,11,0,0,109
2024-03-03 18:40:00,19,2,42,41,9,0,0,113
2024-03-03 18:50:00,15,0,54,32,11,0,0,112
2024-03-03 19:00:00,13,0,41,36,9,0,0,99
2024-03-03 19:10:00,9,0,45,26,9,0,0,89
2024-03-03 19:20:00,17,1,36,28,10,0,0,92
2024-03-03 19:30:00,13,0,43,25,9,0,0,90
2024-03-03 19:40:00,18,0,34,23,11,0,0,86
2024-03-03 19:50:00,12,0,38,25,7,0,0,82
2024-03-03 20:00:00,12,0,37,30,6,0,0,85
2024-03-03 20:10:00,23,1,39,27,7,0,0,97
2024-03-03 20:20:00,15,0,38,26,6,0,0,85
2024-03-03 20:30:00,14,1,27,21,7,0,0,70
2024-03-03 20:40:00,15,0,35,18,4,0,0,72
2024-03-03 20:50:00,16,1,18,24,5,0,0,64
2024-03-03 21:00:00,8,3,37,20,8,0,0,76
2024-03-03 21:10:00,15,0,29,27,6,0,0,77
2024-03-03 21:20:00,9,0,24,22,4,0,0,59
2024-03-03 21:30:00,6,0,25,22,8,0,0,61
2024-03-03 21:40:00,11,0,25,11,7,0,0,54
2024-03-03 21:50:00,9,0,16,23,9,0,0,57
2024-03-03 22:00:00,7,0,25,24,6,0,0,62
2024-03-03 22:10:00,7,2,23,12,7,0,0,51
2024-03-03 22:20:00,5,0,21,14,7,0,0,47
2024-03-03 22:30:00,9,1,20,17,2,0,0,49
2024-03-03 22:40:00,6,0,16,12,4,0,0,38
2024-03-03 22:50:00,8,1,11,12,2,0,0,34
2024-03-03 23:00:00,5,1,18,7,1,0,0,32
2024-03-03 23:10:00,2,0,13,5,3,0,0,23
2024-03-03 23:20:00,3,1,8,7,4,0,0,23
2024-03-03 23:30:00,5,1,14,4,4,0,0,28
2024-03-03 23:40:00,3,0,13,7,1,0,0,24
2024-03-03 23:50:00,7,0,8,3,0,0,0,18
2024-03-04 00:00:00,2,0,9,4,2,0,0,17
2024-03-04 00:10:00,0,0,11,5,1,0,0,17
2024-03-04 00:20:00,5,0,6,3,0,0,0,14
2024-03-04 00:30:00,1,1,9,2,0,0,0,13
2024-03-04 00:40:00,1,0,5,2,2,0,0,10
2024-03-04 00:50:00,1,0,7,5,1,0,0,14
2024-03-04 01:00:00,1,0,6,5,2,0,0,14
2024-03-04 01:10:00,1,0,3,3,1,0,0,8
2024-03-04 01:20:00,0,0,3,0,0,0,0,3
2024-03-04 01:30:00,0,0,5,2,2,0,0,9
2024-03-04 01:40:00,1,0,9,3,0,0,0,13
2024-03-04 01:50:00,0,0,5,7,0,0,0,12
2024-03-04 02:00:00,1,0,1,3,0,0,0,5
2024-03-04 02:10:00,2,0,4,0,0,0,0,6
2024-03-04 02:20:00,0,0,3,5,0,0,0,8
2024-03-04 02:30:00,0,0,1,1,0,0,0,2
2024-03-04 02:40:00,3,0,4,4,1,0,0,12
2024-03-04 02:50:00,0,0,4,1,1,0,0,6
2024-03-04 03:00:00,3,0,4,0,1,0,0,8
2024-03-04 03:10:00,2,0,4,1,0,0,0,7
2024-03-04 03:20:00,2,0,3,2,0,0,0,7
2024-03-04 03:30:00,2,0,3,1,0,0,0,6
2024-03-04 03:40:00,3,1,8,1,0,0,0,13
2024-03-04 03:50:00,0,0,4,0,1,0,0,5
2024-03-04 04:00:00,1,1,4,5,0,0,0,11
2024-03-04 04:10:00,2,0,4,3,0,0,0,9
2024-03-04 04:20:00,4,0,6,3,1,0,0,14
2024-03-04 04:30:00,1,0,7,5,0,0,0,13
2024-03-04 04:40:00,2,0,14,11,3,0,0,30
2024-03-04 04:50:00,1,0,11,11,2,0,0,25
2024-03-04 05:00:00,6,0,10,10,1,0,0,27
2024-03-04 05:10:00,7,1,16,15,2,0,0,41
2024-03-04 05:20:00,3,0,16,22,5,0,0,46
2024-03-04 05:30:00,11,0,30,27,3,0,0,71
2024-03-04 05:40:00,23,7,41,24,3,0,0,98
2024-03-04 05:50:00,11,2,44,41,2,0,0,100
2024-03-04 06:00:00,13,2,55,47,6,0,0,123
2024-03-04 06:10:00,10,0,46,32,5,0,0,93
2024-03-04 06:20:00,16,1,60,60,10,0,0,147
2024-03-04 06:30:00,18,1,62,46,8,0,0,135
2024-03-04 06:40:00,21,1,59,60,9,0,0,150
2024-03-04 06:50:00,15,8,75,61,9,0,0,168
2024-03-04 07:00:00,27,12,71,69,19,0,0,198
2024-03-04 07:10:00,25,8,74,71,16,0,0,194
2024-03-04 07:20:00,22,21,70,59,14,0,0,186
2024-03-04 07:30:00,19,14,80,85,9,0,0,207
2024-03-04 07:40:00,20,18,53,72,25,0,0,188
2024-03-04 07:50:00,17,26,63,78,20,0,0,204
2024-03-04 08:00:00,16,14,76,70,22,0,0,198
2024-03-04 08:10:00,20,18,80,66,18,0,0,202
2024-03-04 08:20:00,19,25,72,69,23,0,0,208
2024-03-04 08:30:00,20,17,58,60,19,0,0,174
2024-03-04 08:40:00,23,25,58,63,21,0,0,190
2024-03-04 08:50:00,28,16,62,58,18,0,0,182
2024-03-04 09:00:00,21,20,77,44,23,0,0,185
