datetime,D21Z,V22Z,D51Z,V52Z,D81Z,V82Z,D111Z,V112Z,Total
2024-03-28 06:30:00,1,1,13,82,10,6,25,20,158
2024-03-28 06:40:00,6,3,12,80,6,6,25,16,154
2024-03-28 06:50:00,3,1,17,97,9,6,26,24,183
2024-03-28 07:00:00,4,2,18,70,11,8,31,20,164
2024-03-28 07:10:00,2,1,19,92,9,3,32,22,180
2024-03-28 07:20:00,10,5,31,111,20,11,20,17,225
2024-03-28 07:30:00,7,2,20,78,16,16,36,21,196
2024-03-28 07:40:00,9,5,24,85,23,6,28,18,198
2024-03-28 07:50:00,10,7,17,82,15,10,45,18,204
2024-03-28 08:00:00,14,8,23,61,16,5,43,31,201
2024-03-28 08:10:00,11,8,8,78,21,6,43,17,192
2024-03-28 08:20:00,12,11,23,93,15,8,36,24,222
2024-03-28 08:30:00,6,5,21,85,14,14,30,19,194
2024-03-28 08:40:00,9,4,27,82,22,11,46,26,227
2024-03-28 08:50:00,9,5,25,81,26,12,43,20,221
2024-03-28 09:00:00,13,8,23,79,17,13,41,24,218
2024-03-28 09:10:00,8,8,22,85,16,15,39,19,212
2024-03-28 09:20:00,17,8,25,79,14,13,55,26,237
2024-03-28 09:30:00,11,7,22,58,8,5,41,18,170
2024-03-28 09:40:00,6,6,31,70,14,10,30,23,190
2024-03-28 09:50:00,15,6,42,78,12,6,53,31,243
2024-03-28 10:00:00,12,10,31,74,11,11,51,26,226
2024-03-28 10:10:00,19,9,38,71,14,11,61,25,248
2024-03-28 10:20:00,16,9,35,45,15,10,41,29,200
2024-03-28 10:30:00,13,8,38,65,15,13,48,38,238
2024-03-28 10:40:00,7,3,29,44,17,14,59,33,206
2024-03-28 10:50:00,10,5,28,61,22,12,69,30,237
2024-03-28 11:00:00,12,8,33,72,13,12,59,36,245
2024-03-28 11:10:00,15,6,23,57,20,14,54,26,215
2024-03-28 11:20:00,15,6,39,76,15,10,69,31,261
2024-03-28 11:30:00,11,8,32,68,8,8,56,24,215
2024-03-28 11:40:00,17,8,20,52,22,13,68,30,230
2024-03-28 11:50:00,26,9,39,86,17,16,84,34,311
2024-03-28 12:00:00,15,7,24,39,12,14,70,34,215
2024-03-28 12:10:00,10,4,33,141,16,9,74,29,316
2024-03-28 12:20:00,8,6,38,52,14,8,73,27,226
2024-03-28 12:30:00,17,8,25,46,15,13,74,26,224
2024-03-28 12:40:00,14,6,39,47,17,10,80,25,238
2024-03-28 12:50:00,14,9,21,48,17,10,56,24,199
2024-03-28 13:00:00,9,4,17,83,9,15,82,31,250
2024-03-28 13:10:00,13,8,23,106,25,17,90,30,312
2024-03-28 13:20:00,12,5,17,84,11,10,83,23,245
2024-03-28 13:30:00,14,9,17,87,15,7,90,35,274
2024-03-28 13:40:00,14,6,42,82,16,9,72,38,279
2024-03-28 13:50:00,19,13,28,62,19,9,88,34,272
2024-03-28 14:00:00,15,7,26,59,12,12,72,48,251
2024-03-28 14:10:00,15,10,28,35,17,9,96,32,242
2024-03-28 14:20:00,16,6,28,51,17,26,108,26,278
2024-03-28 14:30:00,14,5,32,81,15,13,95,43,298
2024-03-28 14:40:00,17,7,30,72,20,15,89,39,289
2024-03-28 14:50:00,22,8,15,112,10,6,97,26,296
2024-03-28 15:00:00,18,11,18,84,19,7,91,35,283
2024-03-28 15:10:00,15,5,18,35,18,10,106,44,251
2024-03-28 15:20:00,23,9,18,35,21,10,117,18,251
2024-03-28 15:30:00,21,13,12,99,16,12,113,10,296
2024-03-28 15:40:00,20,9,16,27,17,17,102,14,222
2024-03-28 15:50:00,19,13,11,148,12,11,118,24,356
2024-03-28 16:00:00,14,9,17,60,16,14,126,30,286
2024-03-28 16:10:00,22,12,14,74,13,11,116,8,270
2024-03-28 16:20:00,16,7,11,123,20,11,125,20,333
2024-03-28 16:30:00,22,10,10,78,17,8,100,27,272
2024-03-28 16:40:00,17,10,22,73,17,11,102,31,283
2024-03-28 16:50:00,15,9,16,70,14,8,103,33,268
2024-03-28 17:00:00,22,12,9,68,19,11,117,27,285
2024-03-28 17:10:00,21,12,17,65,17,7,128,21,288
2024-03-28 17:20:00,15,9,15,72,12,8,103,24,258
2024-03-28 17:30:00,14,11,10,45,23,9,93,22,227
2024-03-28 17:40:00,15,7,11,70,19,10,92,31,255
2024-03-28 17:50:00,17,4,5,64,19,15,99,16,239
2024-03-28 18:00:00,17,7,8,79,14,9,92,39,265
2024-03-28 18:10:00,20,12,9,64,17,7,84,24,237
2024-03-28 18:20:00,10,6,10,62,13,13,91,28,233
2024-03-28 18:30:00,9,6,9,65,19,10,75,27,220
2024-03-28 18:40:00,14,5,12,61,32,15,81,29,249
2024-03-28 18:50:00,3,1,3,62,13,7,83,30,202
2024-03-28 19:00:00,9,6,1,63,12,9,76,18,194
2024-03-28 19:10:00,13,6,9,53,9,6,62,28,186
2024-03-28 19:20:00,12,10,6,73,10,7,77,31,226
2024-03-28 19:30:00,8,4,3,47,9,8,44,22,145
2024-03-28 19:40:00,12,5,6,59,12,9,47,31,181
2024-03-28 19:50:00,7,3,3,48,9,10,52,34,166
2024-03-28 20:00:00,9,4,8,47,8,6,56,23,161
2024-03-28 20:10:00,17,10,5,32,13,5,57,21,160
2024-03-28 20:20:00,2,2,5,57,3,4,57,36,166
2024-03-28 20:30:00,4,3,14,45,12,7,36,31,152
2024-03-28 20:40:00,3,2,1,26,5,3,45,21,106
2024-03-28 20:50:00,1,0,8,44,4,5,34,24,120
2024-03-28 21:00:00,12,4,13,47,8,5,42,30,161
2024-03-28 21:10:00,6,2,9,27,5,5,45,29,128
2024-03-28 21:20:00,4,3,5,25,8,7,41,33,126
2024-03-28 21:30:00,6,4,6,29,4,2,41,34,126
2024-03-28 21:40:00,9,6,7,31,5,4,34,30,126
2024-03-28 21:50:00,2,1,5,32,4,4,29,29,106
2024-03-28 22:00:00,1,0,3,26,4,4,32,20,90
2024-03-28 22:10:00,5,3,8,26,8,3,47,27,127
2024-03-28 22:20:00,4,3,3,30,7,10,41,27,125
2024-03-28 22:30:00,1,0,1,27,2,3,34,29,97
2024-03-28 22:40:00,1,1,4,20,3,1,24,20,74
2024-03-28 22:50:00,3,1,2,24,6,7,33,25,101
2024-03-28 23:00:00,4,3,5,25,5,1,25,16,84
2024-03-28 23:10:00,5,3,2,12,3,4,31,25,85
2024-03-28 23:20:00,0,0,7,23,3,6,29,23,91
2024-03-28 23:30:00,1,1,5,18,1,1,19,21,67
2024-03-28 23:40:00,1,1,1,12,4,5,16,21,61
2024-03-28 23:50:00,1,0,1,14,4,3,16,22,61
2024-03-29 00:00:00,0,1,1,10,3,2,21,24,62
2024-03-29 00:10:00,1,1,1,12,4,2,14,15,50
2024-03-29 00:20:00,0,0,1,15,1,1,19,17,54
2024-03-29 00:30:00,0,0,1,8,1,4,11,11,36
2024-03-29 00:40:00,1,1,3,11,2,1,7,9,35
2024-03-29 00:50:00,0,0,2,12,7,7,7,10,45
2024-03-29 01:00:00,2,1,2,10,2,3,16,15,51
2024-03-29 01:10:00,1,1,0,3,4,3,9,10,31
2024-03-29 01:20:00,0,0,1,2,3,4,12,12,34
2024-03-29 01:30:00,0,0,0,14,4,3,7,8,36
2024-03-29 01:40:00,0,0,1,8,0,0,7,9,25
2024-03-29 01:50:00,0,0,4,12,3,3,9,12,43
2024-03-29 02:00:00,0,0,1,4,0,0,9,11,25
2024-03-29 02:10:00,1,1,1,3,2,1,5,7,21
2024-03-29 02:20:00,0,0,1,7,0,6,7,7,28
2024-03-29 02:30:00,1,1,0,6,0,0,4,7,19
2024-03-29 02:40:00,1,1,0,3,0,0,3,4,12
2024-03-29 02:50:00,0,0,1,5,1,1,7,7,22
2024-03-29 03:00:00,0,0,0,7,2,2,3,4,18
2024-03-29 03:10:00,0,0,0,1,1,1,7,9,19
2024-03-29 03:20:00,2,2,0,6,1,1,11,13,36
2024-03-29 03:30:00,0,0,0,4,0,0,5,8,17
2024-03-29 03:40:00,0,0,0,5,0,0,5,6,16
2024-03-29 03:50:00,0,0,0,3,1,1,7,8,20
2024-03-29 04:00:00,0,0,0,5,0,0,7,7,19
2024-03-29 04:10:00,0,0,0,3,0,0,4,5,12
2024-03-29 04:20:00,3,0,1,7,3,2,2,3,21
2024-03-29 04:30:00,0,0,3,7,0,0,5,5,20
2024-03-29 04:40:00,0,0,3,3,0,0,4,3,13
2024-03-29 04:50:00,0,0,0,13,0,0,7,11,31
2024-03-29 05:00:00,1,0,1,11,0,0,2,2,17
2024-03-29 05:10:00,0,0,1,9,0,0,4,3,17
2024-03-29 05:20:00,1,1,3,15,1,0,6,3,30
2024-03-29 05:30:00,2,2,7,22,2,2,4,4,45
2024-03-29 05:40:00,1,1,6,21,1,1,5,5,41
2024-03-29 05:50:00,1,1,2,9,1,1,6,6,27
2024-03-29 06:00:00,1,1,4,8,1,1,8,5,29
2024-03-29 06:10:00,3,3,3,14,1,1,7,7,39
2024-03-29 06:20:00,0,0,3,12,2,3,5,6,31
2024-03-29 06:30:00,3,3,3,14,2,1,7,7,40
2024-03-29 06:40:00,1,1,4,8,0,0,5,6,25
2024-03-29 06:50:00,2,1,2,8,1,1,5,5,25
2024-03-29 07:00:00,1,1,0,7,4,2,6,6,27
2024-03-29 07:10:00,3,5,1,7,3,3,7,7,36
2024-03-29 07:20:00,0,0,3,13,3,2,7,6,34
2024-03-29 07:30:00,0,0,0,15,3,4,4,3,29
2024-03-29 07:40:00,0,0,2,10,5,6,7,6,36
2024-03-29 07:50:00,3,0,5,19,2,2,2,3,36
2024-03-29 08:00:00,1,0,6,10,0,0,8,6,31
2024-03-29 08:10:00,2,2,3,15,1,1,3,3,30
2024-03-29 08:20:00,0,0,1,13,4,5,8,8,39
2024-03-29 08:30:00,1,1,4,16,2,2,4,5,35
2024-03-29 08:40:00,0,0,5,15,7,4,12,11,54
2024-03-29 08:50:00,6,5,8,17,9,7,16,12,80
2024-03-29 09:00:00,4,0,10,19,7,5,14,15,74
2024-03-29 09:10:00,4,4,7,16,8,5,19,11,74
2024-03-29 09:20:00,1,1,6,21,5,3,12,11,60
2024-03-29 09:30:00,0,1,7,17,6,5,7,7,50
2024-03-29 09:40:00,8,6,10,28,8,6,16,14,96
2024-03-29 09:50:00,3,2,19,26,7,8,25,18,108
2024-03-29 10:00:00,5,5,16,30,6,5,19,14,100
2024-03-29 10:10:00,6,4,7,32,10,9,14,13,95
2024-03-29 10:20:00,1,1,18,37,8,5,20,17,107
2024-03-29 10:30:00,9,6,14,29,7,7,23,16,111
2024-03-29 10:40:00,2,2,19,41,7,11,31,21,134
2024-03-29 10:50:00,2,1,13,27,6,5,16,13,83
2024-03-29 11:00:00,4,3,15,17,5,2,18,18,82
2024-03-29 11:10:00,2,1,23,37,12,10,29,19,133
2024-03-29 11:20:00,5,2,15,35,7,7,33,21,125
2024-03-29 11:30:00,6,6,19,39,6,6,35,30,147
2024-03-29 11:40:00,15,11,11,32,12,12,35,19,147
2024-03-29 11:50:00,6,4,13,30,5,6,30,21,115
2024-03-29 12:00:00,3,2,19,48,10,12,28,19,141
2024-03-29 12:10:00,8,6,18,35,7,9,28,22,133
2024-03-29 12:20:00,4,3,24,36,11,10,39,21,148
2024-03-29 12:30:00,7,5,28,30,11,8,22,17,128
2024-03-29 12:40:00,5,2,19,43,16,7,38,25,155
2024-03-29 12:50:00,3,2,23,39,17,12,27,20,143
2024-03-29 13:00:00,7,7,29,40,16,8,25,16,148
2024-03-29 13:10:00,5,4,16,31,10,8,26,16,116
2024-03-29 13:20:00,3,3,17,33,6,4,35,27,128
2024-03-29 13:30:00,9,7,26,35,9,6,35,27,154
2024-03-29 13:40:00,6,3,19,33,11,11,30,19,132
2024-03-29 13:50:00,8,8,23,45,11,11,44,27,177
2024-03-29 14:00:00,2,2,19,44,9,7,36,18,137
2024-03-29 14:10:00,9,6,20,50,8,7,51,24,175
2024-03-29 14:20:00,6,6,16,28,11,11,53,26,157
2024-03-29 14:30:00,15,8,18,28,20,12,53,33,187
2024-03-29 14:40:00,4,3,28,33,7,7,40,26,148
2024-03-29 14:50:00,4,4,12,36,9,8,32,23,128
2024-03-29 15:00:00,6,3,20,33,12,10,48,22,154
2024-03-29 15:10:00,5,4,23,40,5,5,37,23,142
2024-03-29 15:20:00,7,6,25,39,12,10,48,23,170
2024-03-29 15:30:00,5,4,24,34,19,13,39,22,160
2024-03-29 15:40:00,9,8,17,34,17,10,40,23,158
2024-03-29 15:50:00,10,8,14,42,13,8,27,19,141
2024-03-29 16:00:00,9,5,23,33,6,10,41,29,156
2024-03-29 16:10:00,3,2,22,51,8,6,35,18,145
2024-03-29 16:20:00,3,3,12,49,13,11,37,20,148
2024-03-29 16:30:00,6,5,31,48,8,8,40,28,174
2024-03-29 16:40:00,13,9,26,35,10,8,41,22,164
2024-03-29 16:50:00,10,7,13,45,7,7,37,21,147
2024-03-29 17:00:00,5,5,18,44,6,6,37,26,147
2024-03-29 17:10:00,11,7,24,19,10,8,48,19,146
2024-03-29 17:20:00,2,3,30,36,9,9,42,26,157
2024-03-29 17:30:00,7,2,20,41,16,11,38,24,159
2024-03-29 17:40:00,10,7,14,30,19,14,33,21,148
2024-03-29 17:50:00,6,3,26,41,13,12,24,21,146
2024-03-29 18:00:00,13,6,20,41,12,8,36,25,161
2024-03-29 18:10:00,4,4,25,37,14,11,38,24,157
2024-03-29 18:20:00,10,6,18,43,7,7,23,20,134
2024-03-29 18:30:00,9,7,25,42,10,12,34,24,163
2024-03-29 18:40:00,7,6,28,43,16,9,39,23,171
2024-03-29 18:50:00,7,6,15,49,15,12,26,18,148
2024-03-29 19:00:00,8,6,10,28,15,11,39,25,142
2024-03-29 19:10:00,4,5,17,49,14,13,59,20,181
2024-03-29 19:20:00,2,2,22,45,6,6,42,18,143
2024-03-29 19:30:00,10,6,3,36,12,6,32,15,120
2024-03-29 19:40:00,5,4,13,37,7,9,25,18,118
2024-03-29 19:50:00,3,4,13,58,10,12,29,19,148
2024-03-29 20:00:00,5,5,15,34,9,7,29,20,124
2024-03-29 20:10:00,1,1,8,31,12,11,43,22,129
2024-03-29 20:20:00,5,4,17,42,6,6,35,17,132
2024-03-29 20:30:00,6,7,9,41,9,10,37,19,138
2024-03-29 20:40:00,8,7,9,35,9,7,24,16,115
2024-03-29 20:50:00,2,2,16,29,9,6,21,14,99
2024-03-29 21:00:00,9,8,11,39,6,5,29,12,119
2024-03-29 21:10:00,6,5,5,27,8,4,34,22,111
2024-03-29 21:20:00,7,4,9,29,9,6,17,11,92
2024-03-29 21:30:00,3,2,10,34,0,0,31,16,96
2024-03-29 21:40:00,1,1,1,23,6,5,36,23,96
2024-03-29 21:50:00,0,0,11,27,2,2,23,18,83
2024-03-29 22:00:00,2,2,14,30,2,2,34,13,99
2024-03-29 22:10:00,3,3,2,26,4,2,43,21,104
2024-03-29 22:20:00,0,0,2,31,5,10,31,17,96
2024-03-29 22:30:00,4,4,2,27,2,4,34,22,99
2024-03-29 22:40:00,0,0,0,20,5,6,32,17,80
2024-03-29 22:50:00,2,2,9,22,4,4,16,15,74
2024-03-29 23:00:00,2,2,4,20,6,3,28,14,79
2024-03-29 23:10:00,2,2,1,20,2,2,23,15,67
2024-03-29 23:20:00,0,0,3,14,1,0,22,15,55
2024-03-29 23:30:00,0,0,3,21,4,3,17,13,61
2024-03-29 23:40:00,0,0,2,18,2,2,16,12,52
2024-03-29 23:50:00,0,0,0,16,1,1,20,13,51
2024-03-30 00:00:00,2,2,5,12,2,1,15,12,51
2024-03-30 00:10:00,1,1,1,4,2,1,14,9,33
2024-03-30 00:20:00,1,1,0,9,4,3,11,10,39
2024-03-30 00:30:00,2,2,0,8,2,2,11,11,38
2024-03-30 00:40:00,1,1,2,18,2,1,8,6,39
2024-03-30 00:50:00,0,0,1,10,3,3,9,8,34
2024-03-30 01:00:00,0,0,0,3,1,1,12,11,28
2024-03-30 01:10:00,0,0,1,9,0,0,12,9,31
2024-03-30 01:20:00,2,2,3,11,1,1,7,6,33
2024-03-30 01:30:00,1,1,0,5,0,0,9,8,24
2024-03-30 01:40:00,1,1,0,10,4,3,8,7,34
2024-03-30 01:50:00,0,0,4,10,1,0,5,4,24
2024-03-30 02:00:00,0,0,1,12,1,1,3,3,21
2024-03-30 02:10:00,0,0,0,11,0,0,5,3,19
2024-03-30 02:20:00,0,0,0,8,2,1,8,7,26
2024-03-30 02:30:00,0,0,0,7,1,1,9,7,25
2024-03-30 02:40:00,0,0,0,2,1,1,3,3,10
2024-03-30 02:50:00,0,0,0,1,0,0,10,11,22
2024-03-30 03:00:00,0,0,0,2,1,1,5,5,14
2024-03-30 03:10:00,0,0,0,7,1,1,0,0,9
2024-03-30 03:20:00,0,0,0,4,1,1,3,3,12
2024-03-30 03:30:00,1,1,0,3,0,0,3,3,11
2024-03-30 03:40:00,0,0,1,3,3,4,6,6,23
2024-03-30 03:50:00,0,0,0,4,0,0,6,5,15
2024-03-30 04:00:00,0,0,1,3,1,1,2,2,10
2024-03-30 04:10:00,1,1,0,4,0,0,9,9,24
2024-03-30 04:20:00,0,0,0,8,1,0,4,4,17
2024-03-30 04:30:00,1,1,0,3,0,0,4,3,12
2024-03-30 04:40:00,0,0,0,3,0,0,2,2,7
2024-03-30 04:50:00,0,0,1,15,1,1,4,4,26
2024-03-30 05:00:00,0,0,5,18,1,2,2,2,30
2024-03-30 05:10:00,0,0,0,14,0,0,3,3,20
2024-03-30 05:20:00,0,0,2,16,2,2,4,3,29
2024-03-30 05:30:00,0,0,3,23,2,1,5,6,40
2024-03-30 05:40:00,1,1,5,17,1,1,7,7,40
2024-03-30 05:50:00,0,0,3,17,2,2,5,5,34
2024-03-30 06:00:00,0,0,5,12,2,3,11,8,41
2024-03-30 06:10:00,0,0,6,8,3,2,6,6,31
2024-03-30 06:20:00,3,2,8,17,1,0,12,15,58
2024-03-30 06:30:00,4,3,1,15,1,1,12,12,49
2024-03-30 06:40:00,2,1,7,17,0,0,13,8,48
2024-03-30 06:50:00,2,1,6,15,0,0,7,7,38
2024-03-30 07:00:00,2,1,5,12,4,4,16,13,57
2024-03-30 07:10:00,1,1,4,16,5,4,8,8,47
2024-03-30 07:20:00,0,0,6,12,7,5,7,7,44
2024-03-30 07:30:00,3,1,3,15,3,3,8,9,45
2024-03-30 07:40:00,1,1,12,21,5,6,11,10,67
2024-03-30 07:50:00,0,0,6,20,2,2,9,9,48
2024-03-30 08:00:00,3,1,14,24,1,1,9,9,62
2024-03-30 08:10:00,2,1,5,17,8,6,7,7,53
2024-03-30 08:20:00,4,1,9,22,4,5,10,9,64
2024-03-30 08:30:00,1,2,16,24,4,5,15,12,79
2024-03-30 08:40:00,4,2,19,37,10,15,18,17,122
2024-03-30 08:50:00,5,4,20,31,11,7,20,17,115
2024-03-30 09:00:00,8,3,10,42,10,6,25,18,122
2024-03-30 09:10:00,6,4,18,29,16,13,23,22,131
2024-03-30 09:20:00,3,3,15,56,15,11,20,17,140
2024-03-30 09:30:00,4,4,17,52,9,7,19,19,131
2024-03-30 09:40:00,3,2,17,59,9,8,29,19,146
2024-03-30 09:50:00,6,4,36,60,14,25,31,25,201
2024-03-30 10:00:00,7,2,23,45,17,6,28,27,155
2024-03-30 10:10:00,2,2,32,54,17,11,30,27,175
2024-03-30 10:20:00,6,4,28,55,10,6,46,32,187
2024-03-30 10:30:00,3,1,27,44,10,11,35,28,159
2024-03-30 10:40:00,6,2,34,62,10,7,46,31,198
2024-03-30 10:50:00,8,5,27,48,14,10,46,28,186
2024-03-30 11:00:00,13,6,38,60,15,10,39,29,210
2024-03-30 11:10:00,9,3,32,37,21,11,56,43,212
2024-03-30 11:20:00,10,7,34,69,17,9,57,28,231
2024-03-30 11:30:00,4,3,33,58,17,12,65,30,222
2024-03-30 11:40:00,4,3,30,63,8,9,46,29,192
2024-03-30 11:50:00,8,4,28,58,12,5,56,35,206
2024-03-30 12:00:00,8,6,24,62,10,11,48,29,198
2024-03-30 12:10:00,8,5,26,52,11,8,50,35,195
2024-03-30 12:20:00,8,4,20,46,17,13,48,29,185
2024-03-30 12:30:00,12,10,31,71,8,10,59,31,232
2024-03-30 12:40:00,6,4,50,52,16,12,62,30,232
2024-03-30 12:50:00,2,3,33,66,15,11,46,28,204
2024-03-30 13:00:00,13,6,28,65,15,12,57,31,227
2024-03-30 13:10:00,10,6,44,57,22,11,67,37,254
2024-03-30 13:20:00,5,3,23,65,10,14,61,34,215
2024-03-30 13:30:00,9,5,13,65,13,7,65,31,208
2024-03-30 13:40:00,9,6,33,47,11,8,68,32,214
2024-03-30 13:50:00,6,4,32,59,20,14,59,32,226
2024-03-30 14:00:00,12,7,23,50,21,12,70,36,231
2024-03-30 14:10:00,14,7,36,52,14,7,65,37,232
2024-03-30 14:20:00,8,3,24,57,8,6,79,40,225
2024-03-30 14:30:00,19,11,32,39,20,11,61,39,232
2024-03-30 14:40:00,7,2,27,65,17,13,69,36,236
2024-03-30 14:50:00,15,6,20,59,20,14,86,34,254
2024-03-30 15:00:00,13,3,35,51,16,7,66,41,232
2024-03-30 15:10:00,10,4,34,47,6,7,76,33,217
2024-03-30 15:20:00,7,3,21,39,8,5,62,37,182
2024-03-30 15:30:00,10,8,21,65,18,9,53,39,223
2024-03-30 15:40:00,11,6,37,52,13,5,61,34,219
2024-03-30 15:50:00,11,6,15,51,18,10,78,34,223
2024-03-30 16:00:00,6,4,12,49,11,6,71,39,198
2024-03-30 16:10:00,15,7,21,44,15,13,79,40,234
2024-03-30 16:20:00,7,4,15,51,13,11,67,28,196
2024-03-30 16:30:00,5,5,28,41,16,12,62,31,200
2024-03-30 16:40:00,2,2,17,55,9,8,71,25,189
2024-03-30 16:50:00,6,3,21,54,18,12,76,34,224
2024-03-30 17:00:00,12,6,21,48,13,9,62,31,202
2024-03-30 17:10:00,6,4,20,56,8,6,63,41,204
2024-03-30 17:20:00,7,6,14,55,7,4,61,34,188
2024-03-30 17:30:00,12,5,19,38,17,13,56,41,201
2024-03-30 17:40:00,6,2,14,55,14,11,56,32,190
2024-03-30 17:50:00,8,3,19,47,14,11,53,37,192
2024-03-30 18:00:00,4,3,7,38,13,11,58,27,161
2024-03-30 18:10:00,5,4,13,43,10,7,58,33,173
2024-03-30 18:20:00,2,2,15,38,16,10,50,38,171
2024-03-30 18:30:00,2,2,20,40,11,9,56,33,173
2024-03-30 18:40:00,8,5,20,26,38,9,60,33,199
2024-03-30 18:50:00,5,3,10,40,11,10,47,30,156
2024-03-30 19:00:00,8,7,6,41,14,10,31,20,137
2024-03-30 19:10:00,8,4,7,38,14,13,52,29,165
2024-03-30 19:20:00,6,2,9,45,8,7,48,26,151
2024-03-30 19:30:00,4,1,5,32,2,1,42,30,117
2024-03-30 19:40:00,8,6,14,46,10,9,39,30,162
2024-03-30 19:50:00,5,2,4,33,9,4,35,27,119
2024-03-30 20:00:00,1,2,13,34,11,7,45,28,141
2024-03-30 20:10:00,5,3,5,34,11,12,58,33,161
2024-03-30 20:20:00,4,2,12,44,11,9,42,23,147
2024-03-30 20:30:00,10,5,15,29,9,10,31,26,135
2024-03-30 20:40:00,2,1,13,44,5,3,30,22,120
2024-03-30 20:50:00,5,4,6,29,4,7,38,24,117
2024-03-30 21:00:00,4,4,6,47,7,6,30,22,126
2024-03-30 21:10:00,5,0,7,31,5,6,40,23,117
2024-03-30 21:20:00,1,1,12,29,5,2,28,19,97
2024-03-30 21:30:00,1,0,3,33,2,2,27,25,93
2024-03-30 21:40:00,2,1,8,41,7,4,32,27,122
2024-03-30 21:50:00,2,2,6,22,4,6,36,23,101
2024-03-30 22:00:00,2,2,11,38,3,0,28,21,105
2024-03-30 22:10:00,2,1,5,22,2,4,33,21,90
2024-03-30 22:20:00,3,1,8,31,7,8,21,17,96
2024-03-30 22:30:00,2,1,6,27,5,4,23,26,94
2024-03-30 22:40:00,2,1,3,25,6,5,41,26,109
2024-03-30 22:50:00,1,1,3,18,1,1,35,19,79
2024-03-30 23:00:00,3,2,8,25,1,2,19,15,75
2024-03-30 23:10:00,0,0,5,25,1,1,27,19,78
2024-03-30 23:20:00,0,0,6,25,6,2,20,21,80
2024-03-30 23:30:00,10,6,7,20,4,4,21,21,93
2024-03-30 23:40:00,4,0,2,16,1,1,16,11,51
2024-03-30 23:50:00,0,0,1,21,3,3,20,15,63
2024-03-31 00:00:00,4,1,5,21,5,3,18,15,72
2024-03-31 00:10:00,3,2,2,16,4,2,22,20,71
2024-03-31 00:20:00,1,0,4,18,3,6,20,21,73
2024-03-31 00:30:00,2,1,0,12,1,2,11,10,39
2024-03-31 00:40:00,1,0,2,18,3,1,11,12,48
2024-03-31 00:50:00,1,1,0,14,3,4,24,15,62
2024-03-31 01:00:00,3,2,2,6,4,2,26,24,69
2024-03-31 01:10:00,1,2,0,10,7,7,12,11,50
2024-03-31 01:20:00,0,0,2,15,0,0,9,9,35
2024-03-31 01:30:00,1,1,0,8,1,1,7,6,25
2024-03-31 01:40:00,0,0,0,12,3,1,16,13,45
2024-03-31 01:50:00,0,0,0,4,0,0,6,6,16
2024-03-31 02:00:00,0,0,0,0,0,0,0,0,0
2024-03-31 02:10:00,0,0,0,0,0,0,0,0,0
2024-03-31 02:20:00,0,0,0,0,0,0,0,0,0
2024-03-31 02:30:00,0,0,0,0,0,0,0,0,0
2024-03-31 02:40:00,0,0,0,0,0,0,0,0,0
2024-03-31 02:50:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:00:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:10:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:20:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:30:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:40:00,0,0,0,0,0,0,0,0,0
2024-03-31 03:50:00,0,0,0,0,0,0,0,0,0
2024-03-31 04:00:00,0,0,0,5,4,4,9,8,30
2024-03-31 04:10:00,0,0,5,12,1,0,6,6,30
2024-03-31 04:20:00,0,0,2,11,0,0,10,10,33
2024-03-31 04:30:00,0,0,2,4,1,1,5,4,17
2024-03-31 04:40:00,0,0,0,4,0,0,7,9,20
2024-03-31 04:50:00,0,0,2,11,0,0,5,3,21
2024-03-31 05:00:00,0,0,2,9,1,1,9,8,30
2024-03-31 05:10:00,1,1,5,7,0,0,7,7,28
2024-03-31 05:20:00,0,0,6,15,2,2,4,4,33
2024-03-31 05:30:00,1,1,1,15,3,2,4,4,31
2024-03-31 05:40:00,2,2,3,14,4,10,8,6,49
2024-03-31 05:50:00,1,0,7,13,6,6,9,10,52
2024-03-31 06:00:00,1,2,2,14,0,0,7,7,33
2024-03-31 06:10:00,1,1,7,16,1,0,10,7,43
2024-03-31 06:20:00,1,1,2,7,4,3,11,8,37
2024-03-31 06:30:00,4,3,0,11,2,1,5,4,30
2024-03-31 06:40:00,4,2,3,7,2,1,12,9,40
2024-03-31 06:50:00,1,1,0,9,0,0,12,9,32
2024-03-31 07:00:00,1,1,1,7,1,1,4,4,20
2024-03-31 07:10:00,3,1,2,6,1,1,4,2,20
2024-03-31 07:20:00,0,0,1,2,4,6,6,5,24
2024-03-31 07:30:00,0,0,3,9,9,7,3,3,34
2024-03-31 07:40:00,1,2,1,9,6,10,5,5,39
2024-03-31 07:50:00,0,0,6,10,2,2,4,5,29
2024-03-31 08:00:00,0,0,3,12,3,3,7,7,35
2024-03-31 08:10:00,1,0,4,11,3,2,12,11,44
2024-03-31 08:20:00,0,0,4,14,4,3,13,12,50
2024-03-31 08:30:00,2,1,3,14,6,3,13,11,53
2024-03-31 08:40:00,5,1,13,24,5,6,15,14,83
2024-03-31 08:50:00,1,0,5,17,8,6,11,10,58
2024-03-31 09:00:00,1,0,9,20,2,2,11,8,53
2024-03-31 09:10:00,3,0,5,15,5,7,11,11,57
2024-03-31 09:20:00,1,0,8,27,7,2,13,12,70
