datetime,D21Z,V22Z,D51Z,V52Z,D81Z,V82Z,D111Z,V112Z,Total
2024-03-09 13:40:00,8,0,32,73,14,21,65,51,264
2024-03-09 13:50:00,16,6,39,68,18,16,58,42,263
2024-03-09 14:00:00,13,3,20,55,13,7,84,43,238
2024-03-09 14:10:00,14,5,29,75,12,7,76,35,253
2024-03-09 14:20:00,13,4,29,71,11,21,84,38,271
2024-03-09 14:30:00,13,4,33,66,23,18,77,39,273
2024-03-09 14:40:00,6,1,33,65,25,39,82,25,276
2024-03-09 14:50:00,16,10,31,65,14,13,101,34,284
2024-03-09 15:00:00,12,6,28,67,17,11,88,41,270
2024-03-09 15:10:00,14,1,24,53,19,10,77,39,237
2024-03-09 15:20:00,11,7,33,59,18,9,67,42,246
2024-03-09 15:30:00,13,7,25,67,23,24,74,38,271
2024-03-09 15:40:00,7,7,22,61,14,9,66,28,214
2024-03-09 15:50:00,18,11,22,62,24,8,76,25,246
2024-03-09 16:00:00,12,8,23,35,17,16,70,34,215
2024-03-09 16:10:00,13,12,27,47,19,12,73,37,240
2024-03-09 16:20:00,15,3,26,57,17,10,92,31,251
2024-03-09 16:30:00,6,4,12,57,14,11,79,38,221
2024-03-09 16:40:00,17,8,29,39,15,8,65,33,214
2024-03-09 16:50:00,8,7,27,56,21,10,67,28,224
2024-03-09 17:00:00,2,4,24,52,17,11,56,40,206
2024-03-09 17:10:00,11,6,20,48,17,12,85,36,235
2024-03-09 17:20:00,9,5,22,62,15,9,67,37,226
2024-03-09 17:30:00,14,6,31,46,13,11,79,36,236
2024-03-09 17:40:00,11,6,18,57,9,5,62,29,197
2024-03-09 17:50:00,9,7,26,59,16,7,64,27,215
2024-03-09 18:00:00,8,6,25,48,12,12,64,35,210
2024-03-09 18:10:00,12,7,22,41,13,9,74,36,214
2024-03-09 18:20:00,10,8,24,61,12,6,61,33,215
2024-03-09 18:30:00,8,3,27,45,14,10,59,22,188
2024-03-09 18:40:00,7,4,30,60,10,8,64,34,217
2024-03-09 18:50:00,3,0,24,67,11,12,61,25,203
2024-03-09 19:00:00,8,6,18,39,14,13,49,35,182
2024-03-09 19:10:00,6,3,17,56,12,10,46,30,180
2024-03-09 19:20:00,5,3,14,42,10,11,47,34,166
2024-03-09 19:30:00,4,2,5,52,11,11,46,25,156
2024-03-09 19:40:00,2,1,19,50,11,11,44,28,166
2024-03-09 19:50:00,2,1,16,44,16,12,45,23,159
2024-03-09 20:00:00,10,7,12,57,6,5,53,29,179
2024-03-09 20:10:00,5,5,19,45,10,12,46,24,166
2024-03-09 20:20:00,11,7,14,42,14,9,41,25,163
2024-03-09 20:30:00,3,1,14,54,3,5,42,27,149
2024-03-09 20:40:00,4,1,4,49,6,7,35,22,128
2024-03-09 20:50:00,3,1,11,32,10,11,35,23,126
2024-03-09 21:00:00,6,2,8,31,4,4,40,33,128
2024-03-09 21:10:00,10,5,10,31,4,5,42,30,137
2024-03-09 21:20:00,5,1,4,29,4,4,21,13,81
2024-03-09 21:30:00,5,4,5,35,3,4,39,29,124
2024-03-09 21:40:00,3,1,3,52,9,11,42,33,154
2024-03-09 21:50:00,8,3,6,29,6,4,39,25,120
2024-03-09 22:00:00,4,3,4,40,10,7,32,26,126
2024-03-09 22:10:00,3,3,11,27,6,5,39,27,121
2024-03-09 22:20:00,5,2,8,36,7,6,28,26,118
2024-03-09 22:30:00,6,1,1,29,4,5,38,26,110
2024-03-09 22:40:00,1,1,5,23,4,5,46,24,109
2024-03-09 22:50:00,3,3,3,32,8,6,52,34,141
2024-03-09 23:00:00,1,1,3,21,2,1,58,26,113
2024-03-09 23:10:00,5,4,2,32,3,3,45,25,119
2024-03-09 23:20:00,1,0,2,24,4,5,31,22,89
2024-03-09 23:30:00,6,1,2,19,1,0,27,26,82
2024-03-09 23:40:00,0,0,4,22,1,1,30,29,87
2024-03-09 23:50:00,2,1,3,22,4,3,37,26,98
2024-03-10 00:00:00,5,4,3,22,4,3,17,20,78
2024-03-10 00:10:00,0,0,2,13,3,0,23,18,59
2024-03-10 00:20:00,4,0,0,16,5,4,22,19,70
2024-03-10 00:30:00,5,1,1,17,1,1,18,24,68
2024-03-10 00:40:00,1,1,0,14,2,0,17,17,52
2024-03-10 00:50:00,1,0,1,15,1,1,17,17,53
2024-03-10 01:00:00,2,2,3,19,3,1,22,24,76
2024-03-10 01:10:00,0,0,0,6,4,4,12,12,38
2024-03-10 01:20:00,1,0,0,11,6,5,9,10,42
2024-03-10 01:30:00,2,2,2,6,1,0,12,12,37
2024-03-10 01:40:00,2,2,1,7,1,1,13,11,38
2024-03-10 01:50:00,0,0,0,5,2,3,17,21,48
2024-03-10 02:00:00,4,1,1,12,2,2,6,5,33
2024-03-10 02:10:00,1,0,2,7,1,2,16,18,47
2024-03-10 02:20:00,4,0,0,6,0,0,9,7,26
2024-03-10 02:30:00,0,0,0,12,5,5,12,13,47
2024-03-10 02:40:00,0,0,0,4,4,1,7,7,23
2024-03-10 02:50:00,0,0,1,8,1,0,11,10,31
2024-03-10 03:00:00,0,0,0,8,0,0,5,5,18
2024-03-10 03:10:00,1,0,2,10,1,0,6,8,28
2024-03-10 03:20:00,0,0,1,8,2,1,8,9,29
2024-03-10 03:30:00,0,0,1,5,0,0,4,5,15
2024-03-10 03:40:00,0,0,1,7,1,1,11,16,37
2024-03-10 03:50:00,0,0,0,9,0,0,9,11,29
2024-03-10 04:00:00,1,0,1,9,1,2,7,7,28
2024-03-10 04:10:00,0,0,2,8,0,0,6,6,22
2024-03-10 04:20:00,0,0,2,8,1,0,6,6,23
2024-03-10 04:30:00,0,0,1,5,1,1,7,7,22
2024-03-10 04:40:00,0,0,1,5,1,1,3,4,15
2024-03-10 04:50:00,0,0,0,8,2,1,6,5,22
2024-03-10 05:00:00,0,0,1,8,2,1,2,3,17
2024-03-10 05:10:00,2,0,1,16,0,0,4,4,27
2024-03-10 05:20:00,0,0,1,9,3,2,5,6,26
2024-03-10 05:30:00,1,1,3,14,1,0,4,4,28
2024-03-10 05:40:00,0,0,3,13,3,3,10,17,49
2024-03-10 05:50:00,2,1,0,9,2,0,3,3,20
2024-03-10 06:00:00,1,0,1,8,1,1,6,8,26
2024-03-10 06:10:00,3,0,6,10,1,1,9,7,37
2024-03-10 06:20:00,1,0,1,14,0,0,5,9,30
2024-03-10 06:30:00,1,0,0,9,3,3,10,14,40
2024-03-10 06:40:00,0,0,3,4,0,2,9,10,28
2024-03-10 06:50:00,1,0,0,4,1,2,5,5,18
2024-03-10 07:00:00,0,0,4,286,0,0,7,7,304
2024-03-10 07:10:00,0,0,2,8,1,1,4,4,20
2024-03-10 07:20:00,1,1,4,9,0,0,8,8,31
2024-03-10 07:30:00,1,0,2,13,2,2,4,4,28
2024-03-10 07:40:00,2,1,1,10,3,1,9,9,36
2024-03-10 07:50:00,2,1,1,6,5,3,8,7,33
2024-03-10 08:00:00,0,0,3,7,2,3,9,9,33
2024-03-10 08:10:00,0,1,7,19,1,1,14,12,55
2024-03-10 08:20:00,5,2,6,17,3,5,0,0,38
2024-03-10 08:30:00,1,0,8,26,3,1,8,8,55
2024-03-10 08:40:00,1,0,3,11,8,5,8,8,44
2024-03-10 08:50:00,2,1,6,23,6,15,13,13,79
2024-03-10 09:00:00,3,1,7,34,8,5,7,7,72
2024-03-10 09:10:00,7,4,11,26,7,5,12,12,84
2024-03-10 09:20:00,3,2,9,34,13,8,19,19,107
2024-03-10 09:30:00,5,3,8,17,7,6,13,10,69
2024-03-10 09:40:00,6,2,14,41,9,4,15,17,108
2024-03-10 09:50:00,4,3,19,35,14,10,15,15,115
2024-03-10 10:00:00,5,1,12,76,13,12,15,13,147
2024-03-10 10:10:00,6,2,16,76,8,7,23,19,157
2024-03-10 10:20:00,7,2,13,58,7,8,25,17,137
2024-03-10 10:30:00,6,1,20,46,13,11,18,16,131
2024-03-10 10:40:00,5,2,16,64,9,7,27,17,147
2024-03-10 10:50:00,6,5,21,36,9,7,32,25,141
2024-03-10 11:00:00,2,2,18,44,16,12,23,19,136
2024-03-10 11:10:00,6,4,22,35,12,5,20,16,120
2024-03-10 11:20:00,12,4,24,46,12,9,32,25,164
2024-03-10 11:30:00,17,7,14,30,9,7,29,20,133
2024-03-10 11:40:00,7,2,19,44,11,9,46,23,161
2024-03-10 11:50:00,3,4,27,33,10,9,37,25,148
2024-03-10 12:00:00,10,7,23,47,15,11,39,27,179
2024-03-10 12:10:00,11,7,17,57,16,11,40,24,183
2024-03-10 12:20:00,6,3,25,43,20,16,40,24,177
2024-03-10 12:30:00,9,3,20,40,13,10,41,27,163
2024-03-10 12:40:00,6,2,30,55,27,19,45,27,211
2024-03-10 12:50:00,11,6,28,46,13,6,41,30,181
2024-03-10 13:00:00,9,6,14,42,11,5,53,34,174
2024-03-10 13:10:00,10,3,27,34,7,4,37,26,148
2024-03-10 13:20:00,9,3,23,58,13,10,52,32,200
2024-03-10 13:30:00,9,6,19,62,14,14,54,34,212
2024-03-10 13:40:00,7,2,30,57,11,8,53,41,209
2024-03-10 13:50:00,23,10,32,57,20,11,54,34,241
2024-03-10 14:00:00,9,5,23,47,16,12,52,29,193
2024-03-10 14:10:00,15,9,22,40,9,9,55,33,192
2024-03-10 14:20:00,13,6,29,57,18,12,54,33,222
2024-03-10 14:30:00,7,5,25,54,21,16,63,29,220
2024-03-10 14:40:00,13,10,28,61,14,14,48,31,219
2024-03-10 14:50:00,13,11,20,43,21,11,60,23,202
2024-03-10 15:00:00,10,2,25,45,16,12,45,27,182
2024-03-10 15:10:00,9,7,17,49,23,16,46,26,193
2024-03-10 15:20:00,6,4,27,40,16,10,41,28,172
2024-03-10 15:30:00,11,9,20,33,15,14,54,26,182
2024-03-10 15:40:00,12,9,28,56,21,13,50,26,215
2024-03-10 15:50:00,11,6,17,47,19,15,49,30,194
2024-03-10 16:00:00,7,4,21,50,20,9,55,40,206
2024-03-10 16:10:00,7,4,18,53,19,13,44,22,180
2024-03-10 16:20:00,6,3,16,51,21,12,39,30,178
2024-03-10 16:30:00,8,5,26,54,23,15,45,25,201
2024-03-10 16:40:00,6,3,26,55,4,5,38,28,165
2024-03-10 16:50:00,9,2,28,52,10,8,52,35,196
2024-03-10 17:00:00,7,4,28,45,11,6,58,26,185
2024-03-10 17:10:00,5,7,36,73,10,11,55,36,233
2024-03-10 17:20:00,7,5,20,73,19,17,47,33,221
2024-03-10 17:30:00,12,8,32,57,18,15,57,27,226
2024-03-10 17:40:00,10,5,24,46,19,11,43,22,180
2024-03-10 17:50:00,9,4,23,42,15,13,40,27,173
2024-03-10 18:00:00,14,9,28,42,16,11,46,28,194
2024-03-10 18:10:00,8,4,19,48,18,16,50,33,196
2024-03-10 18:20:00,11,5,15,39,13,8,41,19,151
2024-03-10 18:30:00,6,4,23,41,16,8,47,26,171
2024-03-10 18:40:00,6,4,16,41,6,4,50,26,153
2024-03-10 18:50:00,6,7,12,43,11,11,37,37,164
2024-03-10 19:00:00,4,4,11,40,14,10,41,30,154
2024-03-10 19:10:00,7,4,21,48,14,13,27,22,156
2024-03-10 19:20:00,7,5,18,43,12,6,35,17,143
2024-03-10 19:30:00,5,2,12,38,8,12,35,28,140
2024-03-10 19:40:00,1,0,11,36,9,6,38,25,126
2024-03-10 19:50:00,3,2,19,36,9,5,52,27,153
2024-03-10 20:00:00,5,1,13,30,9,7,28,27,120
2024-03-10 20:10:00,6,3,4,25,7,5,39,26,115
2024-03-10 20:20:00,5,3,14,37,8,8,43,27,145
2024-03-10 20:30:00,1,1,6,24,8,9,33,28,110
2024-03-10 20:40:00,3,0,7,32,7,3,33,25,110
2024-03-10 20:50:00,5,1,3,19,4,6,35,22,95
2024-03-10 21:00:00,4,5,1,24,4,4,21,21,84
2024-03-10 21:10:00,3,1,2,19,4,4,23,24,80
2024-03-10 21:20:00,3,2,7,19,5,7,51,30,124
2024-03-10 21:30:00,2,0,6,18,4,2,40,29,101
2024-03-10 21:40:00,1,1,2,25,3,2,31,35,100
2024-03-10 21:50:00,1,1,3,19,3,4,37,20,88
2024-03-10 22:00:00,3,1,6,24,3,2,25,22,86
2024-03-10 22:10:00,1,0,4,18,1,1,26,19,70
2024-03-10 22:20:00,0,0,4,12,2,1,12,14,45
2024-03-10 22:30:00,1,1,0,13,8,7,18,9,57
2024-03-10 22:40:00,1,1,1,9,1,1,8,8,30
2024-03-10 22:50:00,0,0,4,10,4,4,17,12,51
2024-03-10 23:00:00,4,3,2,11,1,1,13,10,45
2024-03-10 23:10:00,1,1,0,8,3,3,7,6,29
2024-03-10 23:20:00,2,1,1,9,2,2,6,6,29
2024-03-10 23:30:00,0,0,1,6,1,1,11,8,28
2024-03-10 23:40:00,0,0,3,11,3,3,6,5,31
2024-03-10 23:50:00,0,0,2,11,0,0,16,10,39
2024-03-11 00:00:00,0,0,0,6,1,2,12,11,32
2024-03-11 00:10:00,0,0,0,6,0,0,8,7,21
2024-03-11 00:20:00,1,0,1,4,1,1,7,11,26
2024-03-11 00:30:00,0,0,0,4,2,2,1,1,10
2024-03-11 00:40:00,0,0,1,4,0,0,3,3,11
2024-03-11 00:50:00,0,0,0,1,1,1,3,2,8
2024-03-11 01:00:00,0,0,0,1,0,0,2,2,5
2024-03-11 01:10:00,0,0,0,1,0,0,3,4,8
2024-03-11 01:20:00,0,0,0,1,0,0,4,3,8
2024-03-11 01:30:00,0,0,0,1,2,2,1,1,7
2024-03-11 01:40:00,0,0,0,4,0,0,4,3,11
2024-03-11 01:50:00,1,1,1,4,0,0,1,1,9
2024-03-11 02:00:00,0,0,0,3,0,0,3,4,10
2024-03-11 02:10:00,0,0,0,2,0,0,1,1,4
2024-03-11 02:20:00,0,0,1,2,0,0,0,0,3
2024-03-11 02:30:00,0,0,0,4,0,0,0,0,4
2024-03-11 02:40:00,0,0,0,7,1,1,3,3,15
2024-03-11 02:50:00,0,0,1,2,1,1,5,4,14
2024-03-11 03:00:00,0,0,0,2,0,0,2,2,6
2024-03-11 03:10:00,0,0,0,4,1,1,3,2,11
2024-03-11 03:20:00,0,0,0,3,0,0,4,5,12
2024-03-11 03:30:00,0,0,0,3,2,1,0,0,6
2024-03-11 03:40:00,0,0,1,7,0,0,1,2,11
2024-03-11 03:50:00,0,0,1,2,0,0,2,2,7
2024-03-11 04:00:00,0,0,2,13,0,0,3,4,22
2024-03-11 04:10:00,0,0,1,6,1,2,2,3,15
2024-03-11 04:20:00,0,0,2,16,1,1,0,0,20
2024-03-11 04:30:00,0,0,2,6,0,0,4,5,17
2024-03-11 04:40:00,0,0,1,10,1,1,1,1,15
2024-03-11 04:50:00,0,0,3,18,2,2,3,4,32
2024-03-11 05:00:00,0,0,4,30,4,5,5,7,55
2024-03-11 05:10:00,0,0,5,30,0,0,5,6,46
2024-03-11 05:20:00,1,1,11,35,9,7,10,8,82
2024-03-11 05:30:00,0,0,25,48,2,2,4,4,85
2024-03-11 05:40:00,2,1,41,61,1,1,8,5,120
2024-03-11 05:50:00,6,4,21,73,12,8,5,4,133
2024-03-11 06:00:00,2,2,12,55,5,3,13,8,100
2024-03-11 06:10:00,7,5,24,77,6,4,20,15,158
2024-03-11 06:20:00,4,4,29,64,2,2,15,15,135
2024-03-11 06:30:00,1,1,17,59,14,11,21,11,135
2024-03-11 06:40:00,10,8,16,76,8,7,30,20,175
2024-03-11 06:50:00,5,5,29,81,11,7,28,15,181
2024-03-11 07:00:00,7,5,9,80,22,10,38,17,188
2024-03-11 07:10:00,7,5,37,75,16,11,37,26,214
2024-03-11 07:20:00,7,4,28,88,17,10,42,24,220
2024-03-11 07:30:00,6,4,28,87,18,10,29,18,200
2024-03-11 07:40:00,13,10,43,70,14,9,47,24,230
2024-03-11 07:50:00,19,10,25,91,28,8,46,28,255
2024-03-11 08:00:00,17,7,44,72,26,9,43,30,248
2024-03-11 08:10:00,12,6,20,100,22,8,30,22,220
2024-03-11 08:20:00,15,8,29,86,22,17,48,31,256
2024-03-11 08:30:00,24,6,30,92,26,9,45,28,260
2024-03-11 08:40:00,24,6,32,82,23,12,42,23,244
2024-03-11 08:50:00,11,7,18,79,18,8,40,15,196
2024-03-11 09:00:00,9,8,20,80,17,8,52,20,214
2024-03-11 09:10:00,9,6,22,63,21,13,44,26,204
2024-03-11 09:20:00,12,9,20,72,15,12,37,23,200
2024-03-11 09:30:00,8,7,22,69,22,12,39,24,203
2024-03-11 09:40:00,9,6,36,69,14,13,38,22,207
2024-03-11 09:50:00,13,9,28,75,13,8,59,37,242
2024-03-11 10:00:00,11,8,38,52,16,10,55,31,221
2024-03-11 10:10:00,7,3,21,68,10,8,36,27,180
2024-03-11 10:20:00,7,4,25,51,9,11,50,35,192
2024-03-11 10:30:00,11,6,31,54,11,9,54,33,209
2024-03-11 10:40:00,12,7,18,57,21,11,50,27,203
2024-03-11 10:50:00,11,4,27,57,11,11,50,36,207
2024-03-11 11:00:00,16,10,25,44,14,10,44,33,196
2024-03-11 11:10:00,15,6,23,95,11,12,63,42,267
2024-03-11 11:20:00,22,8,23,55,14,19,57,30,228
2024-03-11 11:30:00,17,8,29,58,18,12,55,32,229
2024-03-11 11:40:00,8,4,25,51,16,10,55,42,211
2024-03-11 11:50:00,19,8,21,68,13,16,64,30,239
2024-03-11 12:00:00,11,8,11,48,18,9,47,33,185
2024-03-11 12:10:00,16,6,27,84,11,8,57,36,245
2024-03-11 12:20:00,22,8,33,64,16,8,59,30,240
2024-03-11 12:30:00,12,7,21,26,13,19,68,29,195
2024-03-11 12:40:00,16,2,32,43,8,11,73,23,208
2024-03-11 12:50:00,15,8,32,37,8,8,61,38,207
2024-03-11 13:00:00,13,9,32,62,17,11,70,28,242
2024-03-11 13:10:00,14,11,37,54,10,13,76,25,240
2024-03-11 13:20:00,8,7,36,44,13,17,84,36,245
2024-03-11 13:30:00,19,12,32,66,10,12,67,26,244
2024-03-11 13:40:00,18,7,18,39,13,6,68,29,198
2024-03-11 13:50:00,19,9,28,37,17,8,58,31,207
2024-03-11 14:00:00,12,5,24,44,18,8,87,29,227
2024-03-11 14:10:00,22,8,30,54,19,9,88,43,273
2024-03-11 14:20:00,15,6,26,32,16,11,101,31,238
2024-03-11 14:30:00,15,9,29,30,13,8,94,29,227
2024-03-11 14:40:00,11,3,21,57,17,9,89,24,231
2024-03-11 14:50:00,15,10,26,42,13,11,95,31,243
2024-03-11 15:00:00,14,7,19,78,16,7,102,35,278
2024-03-11 15:10:00,29,11,20,46,21,12,102,38,279
2024-03-11 15:20:00,24,8,9,69,12,8,133,37,300
2024-03-11 15:30:00,15,7,7,48,16,12,115,27,247
2024-03-11 15:40:00,20,10,14,64,18,9,128,19,282
2024-03-11 15:50:00,26,9,7,44,13,7,118,23,247
2024-03-11 16:00:00,19,7,9,62,15,11,120,33,276
2024-03-11 16:10:00,24,8,4,33,19,15,118,24,245
2024-03-11 16:20:00,15,7,8,0,17,11,103,23,184
2024-03-11 16:30:00,27,16,17,16,16,9,124,18,243
2024-03-11 16:40:00,14,9,12,44,14,9,110,46,258
2024-03-11 16:50:00,18,10,13,55,11,9,110,27,253
2024-03-11 17:00:00,25,10,10,59,15,7,99,18,243
2024-03-11 17:10:00,18,12,7,52,18,27,126,28,288
2024-03-11 17:20:00,17,9,8,56,17,12,112,20,251
2024-03-11 17:30:00,18,11,17,59,25,13,107,41,291
2024-03-11 17:40:00,11,5,10,47,18,20,69,21,201
2024-03-11 17:50:00,13,6,9,72,23,10,99,33,265
2024-03-11 18:00:00,9,4,6,55,17,14,86,24,215
2024-03-11 18:10:00,16,7,4,40,18,16,65,25,191
2024-03-11 18:20:00,9,5,3,56,9,6,75,30,193
2024-03-11 18:30:00,11,10,1,42,15,11,66,27,183
2024-03-11 18:40:00,14,5,8,40,10,12,63,25,177
2024-03-11 18:50:00,7,4,9,31,15,6,66,27,165
2024-03-11 19:00:00,11,5,7,50,14,11,56,32,186
2024-03-11 19:10:00,15,8,8,36,9,3,53,28,160
2024-03-11 19:20:00,5,3,5,42,18,6,43,22,144
2024-03-11 19:30:00,14,7,1,49,10,9,34,17,141
2024-03-11 19:40:00,8,6,4,35,13,6,41,21,134
2024-03-11 19:50:00,8,6,3,31,8,5,36,30,127
2024-03-11 20:00:00,5,4,8,40,4,5,39,32,137
2024-03-11 20:10:00,11,9,8,25,15,9,37,21,135
2024-03-11 20:20:00,4,2,4,29,8,6,38,25,116
2024-03-11 20:30:00,5,5,12,36,6,3,32,23,122
2024-03-11 20:40:00,7,5,11,26,6,6,25,19,105
2024-03-11 20:50:00,9,4,4,26,2,1,26,21,93
2024-03-11 21:00:00,7,3,7,25,8,5,27,24,106
2024-03-11 21:10:00,3,2,3,19,4,2,29,21,83
2024-03-11 21:20:00,12,7,5,33,5,7,24,21,114
2024-03-11 21:30:00,6,3,3,21,7,4,29,20,93
2024-03-11 21:40:00,3,5,11,20,5,3,30,21,98
2024-03-11 21:50:00,5,3,0,14,5,5,22,20,74
2024-03-11 22:00:00,3,3,4,20,6,7,32,29,104
2024-03-11 22:10:00,3,2,1,11,3,3,28,28,79
2024-03-11 22:20:00,5,2,6,18,7,5,21,15,79
2024-03-11 22:30:00,1,1,4,17,4,2,19,21,69
2024-03-11 22:40:00,2,2,1,2,2,1,11,11,32
2024-03-11 22:50:00,5,2,3,16,3,4,16,9,58
2024-03-11 23:00:00,0,0,1,7,6,4,14,13,45
2024-03-11 23:10:00,2,1,1,7,3,12,12,9,47
2024-03-11 23:20:00,1,0,2,9,3,0,9,13,37
2024-03-11 23:30:00,4,2,2,4,0,1,4,7,24
2024-03-11 23:40:00,0,0,1,11,3,2,9,10,36
2024-03-11 23:50:00,0,0,2,5,3,6,14,19,49
2024-03-12 00:00:00,0,0,4,13,4,3,6,6,36
2024-03-12 00:10:00,0,0,1,6,1,2,7,9,26
2024-03-12 00:20:00,0,0,1,8,2,1,8,7,27
2024-03-12 00:30:00,0,0,0,2,0,0,3,3,8
2024-03-12 00:40:00,0,0,1,2,2,11,1,1,18
2024-03-12 00:50:00,1,1,0,1,1,2,4,3,13
2024-03-12 01:00:00,0,0,0,2,0,0,6,6,14
2024-03-12 01:10:00,0,0,0,2,1,2,1,2,8
2024-03-12 01:20:00,0,0,0,0,1,1,1,1,4
2024-03-12 01:30:00,0,0,1,3,1,1,1,2,9
2024-03-12 01:40:00,1,1,0,4,0,0,3,3,12
2024-03-12 01:50:00,0,0,0,1,0,0,6,4,11
2024-03-12 02:00:00,0,0,0,2,0,0,2,2,6
2024-03-12 02:10:00,0,0,0,6,0,0,0,0,6
2024-03-12 02:20:00,0,0,0,3,0,0,0,0,3
2024-03-12 02:30:00,0,0,0,1,0,0,2,2,5
2024-03-12 02:40:00,0,0,0,5,2,3,1,2,13
2024-03-12 02:50:00,0,0,0,2,1,1,2,2,8
2024-03-12 03:00:00,1,0,0,2,1,1,1,2,8
2024-03-12 03:10:00,0,0,0,1,0,0,3,4,8
2024-03-12 03:20:00,0,0,0,2,1,1,1,1,6
2024-03-12 03:30:00,0,0,0,3,0,0,2,2,7
2024-03-12 03:40:00,0,0,0,3,1,2,1,1,8
2024-03-12 03:50:00,0,0,0,2,0,0,4,5,11
2024-03-12 04:00:00,0,0,1,8,0,0,1,1,11
2024-03-12 04:10:00,0,0,2,9,0,0,1,1,13
2024-03-12 04:20:00,0,0,0,9,5,5,0,0,19
2024-03-12 04:30:00,0,0,0,6,1,2,4,3,16
2024-03-12 04:40:00,0,0,2,11,3,4,1,2,23
2024-03-12 04:50:00,0,0,2,11,3,4,2,2,24
2024-03-12 05:00:00,3,1,9,22,0,0,4,4,43
2024-03-12 05:10:00,0,0,9,30,1,1,8,9,58
2024-03-12 05:20:00,0,0,14,47,5,5,8,11,90
2024-03-12 05:30:00,0,0,19,50,2,1,7,5,84
2024-03-12 05:40:00,0,0,25,65,4,3,6,9,112
2024-03-12 05:50:00,2,1,35,75,11,7,10,11,152
2024-03-12 06:00:00,1,0,8,48,7,8,12,8,92
2024-03-12 06:10:00,6,1,19,68,8,6,20,13,141
2024-03-12 06:20:00,4,2,20,70,11,5,26,20,158
2024-03-12 06:30:00,3,0,9,73,7,6,31,26,155
2024-03-12 06:40:00,4,3,12,74,12,7,33,23,168
2024-03-12 06:50:00,4,2,15,95,12,8,40,26,202
2024-03-12 07:00:00,8,6,12,76,17,7,33,25,184
2024-03-12 07:10:00,4,3,19,74,16,13,29,22,180
2024-03-12 07:20:00,17,6,35,105,13,11,41,19,247
2024-03-12 07:30:00,9,7,32,125,23,12,36,24,268
2024-03-12 07:40:00,16,8,29,90,24,8,33,17,225
2024-03-12 07:50:00,12,3,39,83,25,10,51,30,253
2024-03-12 08:00:00,20,6,34,94,27,9,49,34,273
2024-03-12 08:10:00,11,5,28,81,27,11,37,28,228
2024-03-12 08:20:00,12,7,37,96,22,10,51,24,259
2024-03-12 08:30:00,8,6,25,94,17,10,47,28,235
2024-03-12 08:40:00,19,10,30,85,27,4,51,29,255
2024-03-12 08:50:00,19,11,27,91,27,13,57,27,272
2024-03-12 09:00:00,18,10,26,99,21,11,39,22,246
2024-03-12 09:10:00,9,7,36,73,23,12,51,27,238
2024-03-12 09:20:00,16,6,23,74,13,8,61,29,230
2024-03-12 09:30:00,11,5,16,41,9,7,32,14,135
2024-03-12 09:40:00,8,8,31,41,15,8,39,27,177
2024-03-12 09:50:00,14,4,25,62,10,7,43,26,191
2024-03-12 10:00:00,12,7,31,51,13,6,45,28,193
2024-03-12 10:10:00,9,8,21,61,10,7,53,32,201
2024-03-12 10:20:00,18,9,26,51,19,13,35,27,198
2024-03-12 10:30:00,16,10,24,51,17,11,47,23,199
2024-03-12 10:40:00,13,4,38,63,14,11,64,36,243
2024-03-12 10:50:00,10,5,22,49,17,8,40,35,186
2024-03-12 11:00:00,15,8,26,46,17,12,60,40,224
2024-03-12 11:10:00,14,4,14,87,15,7,75,36,252
2024-03-12 11:20:00,7,4,23,73,13,9,58,35,222
2024-03-12 11:30:00,15,10,35,45,9,5,57,36,212
2024-03-12 11:40:00,18,7,20,63,13,11,46,32,210
2024-03-12 11:50:00,13,6,30,63,13,9,66,35,235
2024-03-12 12:00:00,10,5,25,53,17,10,63,35,218
2024-03-12 12:10:00,13,6,21,52,15,8,72,31,218
2024-03-12 12:20:00,10,8,32,51,19,12,70,35,237
2024-03-12 12:30:00,13,11,22,42,7,8,60,26,189
2024-03-12 12:40:00,19,13,26,53,19,11,82,26,249
2024-03-12 12:50:00,18,8,29,54,17,10,72,35,243
2024-03-12 13:00:00,11,7,29,51,18,9,68,43,236
2024-03-12 13:10:00,13,4,33,51,26,13,86,35,261
2024-03-12 13:20:00,13,8,21,52,14,9,99,35,251
2024-03-12 13:30:00,11,6,25,41,9,10,62,33,197
2024-03-12 13:40:00,14,8,74,49,28,16,64,32,285
2024-03-12 13:50:00,27,8,33,41,20,10,77,37,253
2024-03-12 14:00:00,16,12,14,41,12,7,72,26,200
2024-03-12 14:10:00,21,8,26,33,12,13,83,29,225
2024-03-12 14:20:00,34,7,30,44,15,13,106,37,286
2024-03-12 14:30:00,20,4,22,44,21,15,104,34,264
2024-03-12 14:40:00,14,11,24,44,17,11,96,33,250
2024-03-12 14:50:00,27,14,33,47,15,5,105,27,273
2024-03-12 15:00:00,23,8,17,52,14,17,93,39,263
2024-03-12 15:10:00,18,9,17,59,15,8,103,32,261
2024-03-12 15:20:00,16,5,13,61,21,12,103,41,272
2024-03-12 15:30:00,24,11,9,60,15,6,129,29,283
2024-03-12 15:40:00,16,7,18,49,14,5,117,27,253
2024-03-12 15:50:00,16,8,9,59,10,7,126,20,255
2024-03-12 16:00:00,36,9,7,51,13,10,104,22,252
2024-03-12 16:10:00,19,7,10,55,21,8,100,23,243
2024-03-12 16:20:00,16,8,11,55,13,6,131,26,266
2024-03-12 16:30:00,17,9,17,64,11,5,131,13,267
