datetime,D1Z,D2Z,D3Z,D4Z,D5Z,D6Z,D7Z,D8Z,D9Z,D10Z,D11Z,D12Z,D13Z,D14Z,D15Z,D16Z,D17Z,D18Z,D19Z,D20Z,D21Z,D22Z,D23Z,D24Z,Total
2024-03-26 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 12:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 13:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 15:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 16:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 17:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 18:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 19:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 20:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 21:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-26 23:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 04:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 05:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 06:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-27 07:10:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,5
2024-03-27 07:20:00,0,33,3,39,23,24,24,21,31,32,0,0,0,0,18,0,39,38,0,0,16,16,39,39,435
2024-03-27 07:30:00,0,47,2,53,39,37,36,33,41,46,0,0,1,1,32,0,58,60,0,0,30,29,58,58,661
2024-03-27 07:40:00,0,47,0,56,62,45,44,37,48,49,0,0,0,0,19,0,72,71,0,0,16,16,66,65,713
2024-03-27 07:50:00,0,40,0,55,21,20,21,19,45,48,0,0,0,0,27,0,48,47,0,0,25,25,43,43,527
2024-03-27 08:00:00,0,30,1,47,27,30,29,27,37,41,0,0,1,3,19,0,53,53,0,0,17,16,49,48,528
2024-03-27 08:10:00,0,42,2,49,32,24,23,18,45,48,0,0,2,1,25,0,47,48,0,0,20,20,42,42,530
2024-03-27 08:20:00,0,38,0,62,31,32,29,25,49,53,0,0,2,1,25,0,59,62,0,0,19,19,56,55,617
2024-03-27 08:30:00,0,49,1,67,25,28,30,27,52,55,0,0,0,0,27,0,60,60,0,0,25,25,56,56,643
2024-03-27 08:40:00,0,41,3,64,35,36,35,34,55,57,0,0,0,0,24,0,73,73,0,0,18,18,71,70,707
2024-03-27 08:50:00,0,41,0,61,31,33,32,31,55,56,0,0,1,1,29,0,61,62,0,0,27,27,58,58,664
2024-03-27 09:00:00,3,43,3,56,90,34,31,26,45,49,0,0,0,0,16,0,56,58,0,0,16,16,50,50,642
2024-03-27 09:10:00,1,42,2,67,39,25,25,25,57,56,0,0,0,0,23,0,64,64,0,0,22,22,60,61,655
2024-03-27 09:20:00,1,49,3,66,38,40,39,37,50,52,0,0,1,1,27,0,65,65,0,0,25,24,59,57,699
2024-03-27 09:30:00,0,60,0,77,42,45,46,42,62,63,0,0,0,0,28,0,81,80,0,0,28,28,73,73,828
2024-03-27 09:40:00,1,39,3,66,39,41,41,38,51,57,0,0,0,0,34,0,74,75,0,0,29,28,67,67,750
2024-03-27 09:50:00,0,61,2,83,52,36,36,35,61,65,0,0,1,1,33,0,72,73,0,0,25,24,70,70,800
2024-03-27 10:00:00,0,65,2,81,70,37,36,32,61,61,0,0,0,0,24,0,75,75,0,0,20,20,70,70,799
2024-03-27 10:10:00,0,57,3,79,29,32,34,26,60,61,0,0,4,4,29,0,73,73,0,0,24,22,65,65,740
2024-03-27 10:20:00,0,41,0,64,35,38,38,36,52,54,0,0,0,0,22,0,81,81,0,0,20,20,67,67,716
2024-03-27 10:30:00,3,70,3,96,42,42,42,38,68,68,0,0,0,1,30,0,82,82,0,0,29,29,71,71,867
2024-03-27 10:40:00,0,71,1,91,37,39,38,35,73,73,0,0,2,2,25,0,98,98,0,0,21,21,92,91,908
2024-03-27 10:50:00,0,58,0,85,90,48,48,49,70,69,0,0,0,0,36,0,95,95,0,0,32,32,84,83,974
2024-03-27 11:00:00,0,52,1,72,88,42,41,37,53,60,0,0,0,0,32,0,72,73,0,0,25,25,73,71,817
2024-03-27 11:10:00,0,54,2,86,81,31,32,32,69,68,0,0,0,0,37,0,85,85,0,0,33,33,71,72,871
2024-03-27 11:20:00,0,46,0,69,39,41,38,34,53,55,0,0,1,1,31,0,77,77,0,0,24,24,69,69,748
2024-03-27 11:30:00,0,63,3,89,48,50,51,48,67,67,0,0,0,0,35,0,101,102,0,0,33,33,94,93,977
2024-03-27 11:40:00,0,70,1,91,51,54,54,53,69,72,0,0,1,2,36,0,99,102,0,0,27,27,93,95,997
2024-03-27 11:50:00,0,51,0,81,47,44,42,41,71,76,0,0,0,0,40,0,89,89,0,0,39,39,82,82,913
2024-03-27 12:00:00,0,61,2,80,36,32,34,34,70,72,0,0,0,0,39,0,84,85,0,0,27,27,87,87,857
2024-03-27 12:10:00,0,53,0,78,141,53,53,48,68,72,0,0,1,1,36,0,96,102,0,0,28,28,96,96,1050
2024-03-27 12:20:00,0,50,2,85,37,42,41,35,69,73,0,0,1,1,32,0,91,92,0,0,26,26,72,72,847
2024-03-27 12:30:00,0,57,1,86,344,43,43,39,69,72,0,0,1,1,36,0,87,85,0,0,32,32,79,78,1185
2024-03-27 12:40:00,0,40,3,73,37,42,41,34,70,73,0,0,0,0,33,0,89,91,0,0,27,27,83,82,845
2024-03-27 12:50:00,1,58,1,81,50,54,54,49,64,68,0,0,0,0,28,0,104,102,0,0,23,22,97,96,952
2024-03-27 13:00:00,1,59,0,82,114,41,40,39,71,76,0,0,1,1,24,0,103,104,0,0,25,25,93,93,992
2024-03-27 13:10:00,0,48,0,68,145,63,63,60,58,63,0,0,0,0,34,0,105,108,0,0,22,21,101,101,1060
2024-03-27 13:20:00,0,84,1,105,41,47,42,42,95,98,0,0,1,1,47,0,103,103,0,0,41,40,98,97,1086
2024-03-27 13:30:00,0,69,2,98,41,49,52,46,79,83,0,0,0,0,30,0,118,119,0,0,26,26,101,101,1040
2024-03-27 13:40:00,0,72,1,99,44,51,51,44,80,82,0,0,0,0,30,0,107,110,0,0,27,26,105,105,1034
2024-03-27 13:50:00,0,63,1,83,177,40,40,38,75,77,0,0,1,1,44,0,92,98,0,0,36,35,88,88,1077
2024-03-27 14:00:00,0,65,0,89,76,53,51,47,74,77,0,0,0,0,38,0,101,104,0,0,33,33,99,99,1039
2024-03-27 14:10:00,1,71,0,87,189,52,49,44,76,80,0,0,0,0,28,0,106,108,0,0,21,21,99,99,1131
2024-03-27 14:20:00,0,55,0,76,52,56,59,51,63,69,0,0,1,1,35,0,114,115,0,0,30,30,104,104,1015
2024-03-27 14:30:00,0,70,3,94,58,56,54,48,82,84,0,0,1,1,52,0,99,99,0,0,42,42,98,98,1081
2024-03-27 14:40:00,0,51,0,86,55,62,64,59,72,73,0,0,1,0,40,0,108,109,0,0,36,36,101,101,1054
2024-03-27 14:50:00,0,74,0,99,97,64,62,59,84,88,0,0,1,1,47,0,115,113,0,0,40,41,114,113,1212
2024-03-27 15:00:00,0,62,1,85,378,69,70,66,73,74,0,0,0,0,31,0,126,125,0,0,23,23,124,123,1453
2024-03-27 15:10:00,0,80,0,107,79,68,67,63,96,98,0,0,0,0,43,0,132,132,0,0,33,33,130,129,1290
2024-03-27 15:20:00,0,66,0,84,67,61,60,54,81,85,0,0,0,0,34,0,125,125,0,0,26,27,124,125,1144
2024-03-27 15:30:00,0,65,1,86,55,70,69,64,66,73,0,0,1,3,31,0,115,118,0,0,24,24,109,109,1083
2024-03-27 15:40:00,1,65,2,107,76,74,73,66,103,105,0,0,1,1,47,0,147,150,0,0,40,40,140,142,1380
2024-03-27 15:50:00,1,82,1,125,77,83,82,71,104,109,0,0,1,1,53,0,153,156,0,0,47,46,148,148,1488
2024-03-27 16:00:00,1,86,0,116,134,86,85,76,100,105,0,0,0,0,42,0,158,160,0,0,37,37,151,150,1524
2024-03-27 16:10:00,0,80,1,110,68,70,68,63,95,102,0,0,0,0,48,0,134,135,0,0,41,41,136,136,1328
2024-03-27 16:20:00,0,80,0,116,89,83,82,80,101,104,0,0,0,0,50,0,145,146,0,0,36,36,144,144,1436
2024-03-27 16:30:00,0,71,0,105,82,83,84,77,92,93,0,0,0,0,35,0,161,161,0,0,33,33,152,152,1414
2024-03-27 16:40:00,0,77,3,108,75,79,78,71,96,98,0,0,0,0,53,0,127,127,0,0,50,51,118,118,1329
2024-03-27 16:50:00,0,75,2,98,86,87,87,81,91,88,0,0,0,0,44,0,157,158,0,0,35,35,159,159,1442
2024-03-27 17:00:00,0,79,2,103,131,81,81,77,90,92,0,0,0,0,51,0,144,145,0,0,42,42,141,141,1442
2024-03-27 17:10:00,0,94,1,110,79,80,79,76,92,93,0,0,0,0,43,0,148,149,0,0,37,36,144,144,1405
2024-03-27 17:20:00,0,80,0,108,71,83,83,82,103,107,0,0,0,0,39,0,158,161,0,0,35,35,149,148,1442
2024-03-27 17:30:00,1,61,4,87,77,85,87,80,79,82,0,0,1,1,40,0,142,139,0,0,20,20,146,146,1298
2024-03-27 17:40:00,1,69,0,95,72,78,78,74,83,85,0,0,0,0,42,0,138,139,0,0,36,36,136,135,1297
2024-03-27 17:50:00,3,61,0,98,80,84,81,75,86,87,0,0,0,0,42,0,129,130,0,0,36,36,127,128,1283
2024-03-27 18:00:00,1,52,3,86,67,64,67,65,81,82,0,0,0,0,46,0,123,125,0,0,41,42,114,114,1173
2024-03-27 18:10:00,0,63,1,96,100,92,91,83,83,86,0,0,0,0,45,0,149,148,0,0,41,40,138,138,1394
2024-03-27 18:20:00,0,37,0,72,54,58,56,50,68,69,0,0,0,0,32,0,105,105,0,0,28,28,112,113,987
2024-03-27 18:30:00,0,49,1,87,68,57,58,52,77,82,0,0,0,0,43,0,113,113,0,0,33,33,115,117,1098
2024-03-27 18:40:00,0,60,1,87,60,63,61,59,83,88,0,0,0,0,37,0,123,124,0,0,30,30,120,119,1145
2024-03-27 18:50:00,1,58,1,72,42,44,45,41,68,69,0,0,0,0,30,0,99,101,0,0,29,29,100,100,929
