datetime,D1Z,D2Z,D3Z,D4Z,D5Z,D6Z,D7Z,D8Z,D9Z,D10Z,D11Z,D12Z,D13Z,D14Z,D15Z,D16Z,D17Z,D18Z,D19Z,D20Z,D21Z,D22Z,D23Z,D24Z,Total
2024-03-06 05:30:00,0,12,4,14,8,8,8,7,11,13,0,0,0,0,3,0,17,17,0,0,3,3,17,16,161
2024-03-06 05:40:00,0,5,2,9,7,10,11,10,8,8,0,0,0,0,4,0,13,13,0,0,4,4,13,13,134
2024-03-06 05:50:00,0,6,5,15,6,8,8,7,9,10,0,0,1,1,3,0,17,18,0,0,3,3,16,16,152
2024-03-06 06:00:00,0,9,0,18,13,14,14,13,14,15,0,0,0,0,4,0,23,23,0,0,3,3,25,25,216
2024-03-06 06:10:00,0,14,0,23,14,15,15,14,17,19,0,0,1,1,12,0,27,27,0,0,9,9,24,24,265
2024-03-06 06:20:00,0,17,0,24,14,14,14,13,18,18,0,0,0,0,9,0,23,23,0,0,8,8,24,24,251
2024-03-06 06:30:00,0,27,1,32,17,19,19,18,26,27,0,0,1,1,10,0,36,36,0,0,6,6,37,37,356
2024-03-06 06:40:00,0,25,0,36,30,29,29,24,29,32,0,0,1,1,16,0,41,41,0,0,14,14,42,42,446
2024-03-06 06:50:00,0,27,3,36,20,20,22,21,22,23,0,0,0,0,11,0,37,37,0,0,10,10,37,36,372
2024-03-06 07:00:00,0,22,0,39,24,27,27,23,29,34,0,0,1,1,22,0,40,40,0,0,16,16,41,39,441
2024-03-06 07:10:00,0,37,1,43,25,25,25,22,38,41,0,0,1,1,20,0,44,45,0,0,16,16,46,46,492
2024-03-06 07:20:00,0,38,3,50,40,42,42,37,41,45,0,0,1,1,22,0,68,68,0,0,21,21,61,61,662
2024-03-06 07:30:00,0,50,3,69,24,26,26,24,59,62,0,0,2,2,39,0,58,60,0,0,38,36,58,58,694
2024-03-06 07:40:00,0,49,1,72,48,53,53,50,61,60,0,0,0,0,22,0,91,91,0,0,19,19,80,80,849
2024-03-06 07:50:00,0,59,3,83,37,38,37,33,69,71,0,0,3,3,36,0,72,73,0,0,34,34,72,71,828
2024-03-06 08:00:00,0,34,3,58,42,45,45,42,47,49,0,0,1,1,30,0,70,69,0,0,29,27,58,56,706
2024-03-06 08:10:00,0,54,2,77,39,41,39,35,65,68,0,0,0,0,36,0,70,70,0,0,34,34,68,67,799
2024-03-06 08:20:00,0,59,1,79,34,35,35,32,62,64,0,0,2,1,31,0,76,77,0,0,29,29,72,71,789
2024-03-06 08:30:00,0,42,1,70,30,26,25,22,57,59,0,0,2,2,30,0,57,62,0,0,29,29,53,53,649
2024-03-06 08:40:00,0,47,1,72,33,31,32,30,53,56,0,0,1,1,25,0,66,67,0,0,22,21,61,61,680
2024-03-06 08:50:00,0,44,4,71,32,35,35,34,56,59,0,0,0,0,22,0,78,78,0,0,21,20,68,68,725
2024-03-06 09:00:00,0,54,2,68,36,41,40,36,53,53,0,0,1,1,19,0,79,76,0,0,15,15,74,72,735
2024-03-06 09:10:00,0,44,2,69,31,35,33,29,44,52,0,0,1,1,32,0,62,61,0,0,26,26,58,58,664
2024-03-06 09:20:00,0,49,3,74,27,27,28,28,60,62,0,0,0,0,26,0,65,65,0,0,23,22,63,64,686
2024-03-06 09:30:00,0,54,0,69,47,46,47,44,60,63,0,0,1,1,28,0,89,91,0,0,24,24,80,80,848
2024-03-06 09:40:00,0,49,4,80,31,32,32,31,64,67,0,0,0,0,30,0,75,75,0,0,26,25,67,65,753
2024-03-06 09:50:00,0,49,1,71,38,36,37,32,52,54,0,0,3,3,27,0,69,70,0,0,21,18,69,69,719
2024-03-06 10:00:00,1,34,2,56,38,38,39,37,43,46,0,0,1,1,13,0,75,76,0,0,10,10,63,63,646
2024-03-06 10:10:00,0,67,3,83,31,31,31,26,58,58,0,0,0,0,18,0,75,74,0,0,17,17,67,67,723
2024-03-06 10:20:00,1,47,3,76,46,40,39,39,65,67,0,0,3,3,39,0,79,78,0,0,33,32,66,66,822
2024-03-06 10:30:00,1,63,2,83,39,44,42,40,65,68,0,0,0,0,15,0,106,105,0,0,12,12,90,89,876
2024-03-06 10:40:00,0,44,1,61,48,43,40,37,43,46,0,0,0,0,23,0,70,69,0,0,18,18,68,67,696
2024-03-06 10:50:00,0,56,3,85,36,38,41,38,74,73,0,0,0,0,33,0,82,82,0,0,29,29,74,72,845
2024-03-06 11:00:00,1,38,1,64,36,38,38,36,43,48,0,0,1,1,29,0,68,70,0,0,22,22,69,68,693
2024-03-06 11:10:00,0,42,1,78,53,34,33,30,66,68,0,0,1,0,28,0,81,83,0,0,19,19,77,76,789
2024-03-06 11:20:00,0,71,3,88,46,38,37,34,76,76,0,0,1,1,34,0,85,85,0,0,27,27,85,87,901
2024-03-06 11:30:00,0,59,0,80,70,40,41,39,71,71,0,0,1,1,29,0,98,98,0,0,25,25,85,86,919
2024-03-06 11:40:00,0,65,0,94,51,34,33,31,74,81,0,0,2,1,41,0,87,90,0,0,33,33,81,81,912
2024-03-06 11:50:00,1,56,5,80,31,28,27,25,69,71,0,0,2,1,30,0,75,75,0,0,32,32,71,70,781
2024-03-06 12:00:00,1,58,1,83,52,49,49,48,77,79,0,0,1,1,47,0,85,85,0,0,34,34,88,89,961
2024-03-06 12:10:00,0,52,1,77,70,42,43,38,70,70,0,0,0,0,34,0,96,95,0,0,31,31,91,91,932
2024-03-06 12:20:00,0,67,1,101,37,40,41,38,81,83,0,0,1,1,38,0,94,95,0,0,33,33,87,87,958
2024-03-06 12:30:00,0,64,1,85,54,45,40,38,67,70,0,0,1,1,39,0,84,84,0,0,30,30,79,79,891
2024-03-06 12:40:00,1,58,4,85,63,37,41,36,72,76,0,0,0,0,41,0,91,91,0,0,40,40,83,83,942
2024-03-06 12:50:00,0,53,2,76,81,46,45,46,66,69,0,0,1,1,33,0,85,86,0,0,32,31,71,71,895
2024-03-06 13:00:00,1,64,1,91,71,66,67,60,77,84,0,0,1,1,47,0,114,117,0,0,36,36,109,110,1153
2024-03-06 13:10:00,0,73,1,99,41,47,47,42,87,88,0,0,0,0,45,0,106,107,0,0,44,43,97,97,1064
2024-03-06 13:20:00,0,62,2,84,169,68,67,61,76,81,0,0,2,1,43,0,121,124,0,0,36,35,119,118,1269
2024-03-06 13:30:00,0,47,1,63,45,35,34,31,59,62,0,0,1,1,31,0,82,81,0,0,29,29,74,74,779
2024-03-06 13:40:00,1,69,3,104,47,38,36,35,82,84,0,0,0,0,34,0,91,92,0,0,28,28,88,88,948
2024-03-06 13:50:00,0,59,0,80,44,44,47,44,73,78,0,0,0,0,38,0,97,99,0,0,33,33,97,96,962
2024-03-06 14:00:00,1,66,1,86,52,51,51,50,81,81,0,0,0,0,38,0,100,100,0,0,33,33,99,99,1022
2024-03-06 14:10:00,0,54,5,77,42,46,44,41,70,72,0,0,1,1,44,0,90,89,0,0,35,35,96,97,939
2024-03-06 14:20:00,0,67,0,100,49,49,50,47,91,93,0,0,0,0,48,0,107,106,0,0,40,40,94,94,1075
2024-03-06 14:30:00,0,66,1,93,55,59,58,51,83,84,0,0,0,0,34,0,117,118,0,0,32,32,116,116,1115
2024-03-06 14:40:00,1,59,1,83,52,47,47,43,74,75,0,0,0,0,32,0,102,101,0,0,28,28,95,95,963
2024-03-06 14:50:00,0,65,1,86,81,79,78,75,70,71,0,0,0,0,23,0,131,130,0,0,15,15,127,127,1174
2024-03-06 15:00:00,0,66,1,82,69,74,76,67,75,78,0,0,1,2,37,0,126,126,0,0,31,31,124,124,1190
2024-03-06 15:10:00,0,70,0,98,82,60,58,55,82,87,0,0,0,0,36,0,121,119,0,0,31,30,121,120,1170
2024-03-06 15:20:00,3,57,0,93,55,58,55,53,88,90,0,0,0,0,33,0,126,128,0,0,29,29,117,117,1131
2024-03-06 15:30:00,0,65,0,93,117,74,73,69,82,83,0,0,0,0,33,0,132,133,0,0,33,32,123,122,1264
2024-03-06 15:40:00,0,59,0,94,136,76,77,71,81,84,0,0,1,1,38,0,138,138,0,0,29,29,141,140,1333
2024-03-06 15:50:00,0,67,3,103,61,66,66,63,90,94,0,0,0,0,38,0,137,138,0,0,33,31,130,129,1249
2024-03-06 16:00:00,1,66,0,96,74,80,76,71,80,86,0,0,0,0,39,0,137,137,0,0,36,36,126,125,1266
2024-03-06 16:10:00,2,59,1,98,87,83,83,80,89,95,0,0,0,0,40,0,147,148,0,0,38,38,138,138,1364
2024-03-06 16:20:00,1,77,1,98,100,96,94,92,92,93,0,0,0,0,39,0,166,167,0,0,34,34,167,168,1519
2024-03-06 16:30:00,0,68,0,97,75,76,74,69,86,90,0,0,1,1,47,0,140,140,0,0,32,31,133,134,1294
2024-03-06 16:40:00,0,70,1,102,103,105,101,88,91,99,0,0,0,0,52,0,157,155,0,0,46,46,156,157,1529
2024-03-06 16:50:00,0,62,0,88,65,70,69,61,83,82,0,0,0,0,26,0,137,138,0,0,21,21,137,134,1194
2024-03-06 17:00:00,0,74,2,101,98,100,98,87,88,92,0,0,0,0,27,0,162,162,0,0,23,23,151,150,1438
2024-03-06 17:10:00,1,82,0,120,72,78,75,71,109,112,0,0,0,0,46,0,130,132,0,0,43,42,124,126,1363
2024-03-06 17:20:00,0,69,1,97,73,80,84,77,95,94,0,0,0,0,38,0,145,147,0,0,31,33,146,146,1356
2024-03-06 17:30:00,1,60,0,93,78,82,81,74,84,87,0,0,0,0,40,0,123,123,0,0,31,31,123,122,1233
2024-03-06 17:40:00,0,63,0,90,90,77,73,69,88,90,0,0,0,0,32,0,122,121,0,0,23,23,129,127,1217
2024-03-06 17:50:00,0,54,0,87,80,84,85,78,83,89,0,0,0,0,42,0,129,131,0,0,33,31,132,132,1270
2024-03-06 18:00:00,0,75,1,96,75,78,74,71,93,96,0,0,0,0,37,0,128,132,0,0,34,33,128,128,1279
2024-03-06 18:10:00,0,73,0,103,95,96,97,92,99,98,0,0,0,0,48,0,147,149,0,0,41,41,146,147,1472
2024-03-06 18:20:00,0,62,0,85,75,79,79,76,78,80,0,0,0,0,25,0,135,133,0,0,23,23,137,136,1226
2024-03-06 18:30:00,0,71,0,96,65,67,68,64,91,95,0,0,0,0,34,0,134,134,0,0,25,25,132,132,1233
2024-03-06 18:40:00,1,66,1,84,114,77,77,71,80,82,0,0,0,0,38,0,112,113,0,0,31,31,111,111,1200
2024-03-06 18:50:00,0,63,0,78,55,56,54,51,76,78,0,0,0,0,22,0,114,113,0,0,17,17,115,115,1024
2024-03-06 19:00:00,0,59,1,75,52,53,55,53,71,72,0,0,0,0,22,0,101,103,0,0,17,17,99,100,950
2024-03-06 19:10:00,0,45,1,67,68,52,53,46,63,63,0,0,0,0,23,0,90,90,0,0,20,20,90,91,882
2024-03-06 19:20:00,0,39,1,59,43,44,45,39,58,59,0,0,0,0,23,0,85,85,0,0,21,21,85,85,792
2024-03-06 19:30:00,0,31,0,45,36,41,41,35,42,44,0,0,0,0,22,0,63,64,0,0,14,14,73,73,638
2024-03-06 19:40:00,0,32,1,42,78,32,32,30,40,41,0,0,0,0,14,0,58,58,0,0,13,13,53,53,590
2024-03-06 19:50:00,0,19,0,26,38,38,38,38,25,26,0,0,0,0,14,0,50,50,0,0,12,12,54,54,494
2024-03-06 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 20:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 20:20:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-06 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 20:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 20:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 21:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 22:00:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-06 22:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2024-03-06 22:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 22:40:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-06 22:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 23:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-03-06 23:10:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-06 23:20:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-06 23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 23:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-06 23:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,6
2024-03-07 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-07 04:40:00,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2024-03-07 04:50:00,0,2,0,2,0,1,1,1,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,19
2024-03-07 05:00:00,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,2,2,1,1,0,0,1,1,19
2024-03-07 05:10:00,0,2,2,5,3,3,3,3,4,4,0,0,1,1,3,0,4,5,0,0,2,2,6,6,59
2024-03-07 05:20:00,0,9,1,9,7,7,6,6,8,8,0,0,1,1,6,0,10,10,0,0,4,4,9,9,115
2024-03-07 05:30:00,0,8,1,12,9,9,10,10,10,11,0,0,0,0,7,0,14,14,0,0,7,7,14,14,157
2024-03-07 05:40:00,0,5,0,8,9,9,7,7,8,10,0,0,2,2,6,0,15,15,0,0,5,4,15,15,142
2024-03-07 05:50:00,0,14,3,19,12,13,13,13,12,15,0,0,0,0,6,0,23,22,0,0,4,4,22,21,216
2024-03-07 06:00:00,0,13,1,18,14,14,15,13,14,15,0,0,0,0,3,0,25,26,0,0,3,3,26,25,228
2024-03-07 06:10:00,0,9,1,18,14,15,15,15,13,14,0,0,2,2,10,0,24,23,0,0,8,8,21,20,232
2024-03-07 06:20:00,0,11,4,15,16,15,12,12,13,13,0,0,1,1,6,0,20,20,0,0,4,4,22,23,212
2024-03-07 06:30:00,0,20,0,24,20,21,24,20,17,18,0,0,0,0,11,0,34,33,0,0,10,10,30,29,321
2024-03-07 06:40:00,0,22,2,30,30,32,32,30,24,25,0,0,0,0,15,0,45,45,0,0,10,10,47,48,447
2024-03-07 06:50:00,0,34,3,47,18,20,20,16,35,41,0,0,0,0,19,0,46,45,0,0,21,21,44,43,473
2024-03-07 07:00:00,0,32,1,48,23,26,26,24,36,40,0,0,0,0,21,0,43,41,0,0,17,17,37,38,470
2024-03-07 07:10:00,0,29,0,44,22,19,19,19,34,36,0,0,1,1,23,0,41,41,0,0,22,22,37,34,444
2024-03-07 07:20:00,0,37,4,55,39,41,41,36,40,47,0,0,0,0,25,0,65,64,0,0,27,27,61,61,670
2024-03-07 07:30:00,0,39,1,58,41,43,43,40,52,54,0,0,2,1,32,0,71,71,0,0,22,22,66,66,724
2024-03-07 07:40:00,0,51,0,76,56,59,59,51,62,67,0,0,1,2,31,0,94,94,0,0,31,30,92,93,949
2024-03-07 07:50:00,0,51,6,72,29,33,33,25,53,57,0,0,1,1,37,0,62,62,0,0,34,35,60,59,710
2024-03-07 08:00:00,1,53,1,73,37,39,39,38,63,65,0,0,2,2,27,0,80,81,0,0,26,25,66,66,784
2024-03-07 08:10:00,1,58,4,72,43,44,44,43,53,55,0,0,0,0,26,0,70,71,0,0,25,25,68,68,770
2024-03-07 08:20:00,0,57,6,72,35,35,36,33,58,60,0,0,1,0,33,0,63,64,0,0,30,31,60,60,734
2024-03-07 08:30:00,0,44,1,71,37,33,34,31,46,53,0,0,2,3,28,0,59,63,0,0,24,24,57,57,667
2024-03-07 08:40:00,0,45,0,76,42,44,44,40,56,61,0,0,0,0,30,0,76,75,0,0,19,19,68,68,763
2024-03-07 08:50:00,0,51,0,76,38,39,39,37,53,53,0,0,1,1,37,0,69,67,0,0,33,34,62,61,751
2024-03-07 09:00:00,1,49,2,68,43,44,43,40,55,60,0,0,1,1,21,0,80,80,0,0,20,20,69,69,766
2024-03-07 09:10:00,1,58,2,82,36,35,36,30,65,68,0,0,0,0,31,0,78,80,0,0,27,27,66,65,787
2024-03-07 09:20:00,1,34,1,63,40,37,36,36,45,49,0,0,0,0,21,0,65,65,0,0,14,13,58,59,637
2024-03-07 09:30:00,0,61,3,81,33,34,33,31,66,68,0,0,0,0,29,0,81,81,0,0,28,28,77,75,809
2024-03-07 09:40:00,1,45,0,76,51,51,49,44,50,58,0,0,1,1,37,0,76,79,0,0,31,31,63,61,805
2024-03-07 09:50:00,0,55,0,75,42,47,46,43,59,61,0,0,2,2,37,0,82,81,0,0,27,24,84,84,851
2024-03-07 10:00:00,0,50,3,70,33,34,34,30,53,56,0,0,1,1,16,0,74,74,0,0,15,15,66,67,692
2024-03-07 10:10:00,0,43,2,72,45,48,46,41,53,53,0,0,1,1,23,0,83,84,0,0,16,16,85,84,796
2024-03-07 10:20:00,0,53,0,74,41,46,49,46,59,60,0,0,0,0,28,0,85,86,0,0,21,21,81,79,829
2024-03-07 10:30:00,1,48,0,69,47,46,44,38,51,53,0,0,0,0,20,0,77,77,0,0,15,15,80,79,760
2024-03-07 10:40:00,0,31,0,55,39,43,44,41,44,48,0,0,0,0,27,0,79,77,0,0,21,20,64,63,696
2024-03-07 10:50:00,0,55,3,86,27,26,25,23,68,69,0,0,0,0,31,0,68,67,0,0,28,27,63,62,728
2024-03-07 11:00:00,2,50,0,72,43,44,42,38,59,60,0,0,1,1,20,0,88,89,0,0,13,13,88,88,811
2024-03-07 11:10:00,0,75,4,80,24,27,29,26,63,67,0,0,0,2,45,0,61,64,0,0,40,40,53,54,754
2024-03-07 11:20:00,0,48,1,77,35,37,33,29,67,67,0,0,0,0,30,0,77,78,0,0,26,26,75,74,780
2024-03-07 11:30:00,2,53,6,87,28,31,34,33,71,71,0,0,0,0,34,0,88,88,0,0,28,28,81,81,844
2024-03-07 11:40:00,0,63,0,91,51,50,49,45,72,76,0,0,0,0,42,0,97,98,0,0,32,31,96,96,989
2024-03-07 11:50:00,0,53,0,85,38,47,47,42,72,74,0,0,0,0,39,0,89,88,0,0,33,32,86,87,912
2024-03-07 12:00:00,0,52,2,88,46,46,44,39,72,76,0,0,3,3,29,0,91,92,0,0,25,23,79,78,888
2024-03-07 12:10:00,0,51,2,85,52,52,51,47,73,74,0,0,2,2,31,0,110,110,0,0,27,25,110,109,1013
2024-03-07 12:20:00,0,49,1,84,50,51,52,49,68,71,0,0,0,0,36,0,99,99,0,0,31,31,91,91,953
2024-03-07 12:30:00,0,52,1,91,52,52,50,47,74,79,0,0,0,0,35,0,94,94,0,0,28,25,98,97,969
2024-03-07 12:40:00,0,71,0,99,51,57,57,56,81,86,0,0,0,0,49,0,109,111,0,0,42,42,104,104,1119
2024-03-07 12:50:00,0,54,0,98,41,52,50,47,80,86,0,0,1,1,41,0,113,113,0,0,32,32,107,107,1055
2024-03-07 13:00:00,0,58,1,76,45,46,45,41,66,67,0,0,0,0,32,0,93,95,0,0,27,27,89,89,897
2024-03-07 13:10:00,0,53,3,82,130,48,48,46,75,75,0,0,1,0,43,0,93,96,0,0,38,38,97,98,1064
2024-03-07 13:20:00,0,67,3,93,53,55,53,48,82,86,0,0,1,2,27,0,122,122,0,0,24,24,118,119,1099
2024-03-07 13:30:00,0,58,1,98,44,47,47,44,76,81,0,0,0,0,47,0,96,96,0,0,43,43,88,86,995
2024-03-07 13:40:00,0,53,0,91,45,45,42,41,70,73,0,0,1,0,36,0,88,89,0,0,29,29,90,91,913
2024-03-07 13:50:00,0,51,1,74,97,52,55,52,57,62,0,0,0,0,23,0,102,101,0,0,17,17,86,87,934
2024-03-07 14:00:00,0,63,1,87,188,66,63,56,78,79,0,0,1,1,35,0,114,114,0,0,31,30,118,118,1243
2024-03-07 14:10:00,0,65,0,91,46,49,52,48,80,81,0,0,0,0,42,0,102,104,0,0,36,36,94,94,1020
2024-03-07 14:20:00,1,58,0,93,39,42,41,38,82,84,0,0,0,0,38,0,88,88,0,0,37,37,83,81,930
2024-03-07 14:30:00,0,68,1,100,384,62,60,56,95,98,0,0,0,0,34,0,132,134,0,0,32,31,122,121,1530
2024-03-07 14:40:00,1,61,1,90,103,57,57,49,78,81,0,0,0,0,38,0,110,111,0,0,30,30,100,101,1098
2024-03-07 14:50:00,0,60,3,98,62,67,65,54,87,90,0,0,0,0,49,0,118,120,0,0,39,39,121,121,1193
2024-03-07 15:00:00,0,56,0,89,72,73,77,68,80,83,0,0,0,0,33,0,137,135,0,0,29,29,125,125,1211
2024-03-07 15:10:00,0,71,2,97,65,66,63,59,84,86,0,0,0,0,49,0,117,117,0,0,36,36,133,132,1213
2024-03-07 15:20:00,1,85,1,113,64,59,62,55,99,104,0,0,0,0,44,0,131,131,0,0,37,37,120,119,1262
2024-03-07 15:30:00,0,69,0,103,61,61,61,56,95,98,0,0,0,0,39,0,126,124,0,0,38,38,115,115,1199
2024-03-07 15:40:00,1,73,1,111,79,82,80,75,98,100,0,0,0,0,59,0,142,144,0,0,50,49,147,146,1437
2024-03-07 15:50:00,0,79,1,114,85,90,90,83,100,106,0,0,0,0,50,0,160,161,0,0,42,42,149,149,1501
2024-03-07 16:00:00,1,75,1,109,72,74,72,66,94,99,0,0,1,1,51,0,129,130,0,0,38,38,125,125,1301
2024-03-07 16:10:00,0,71,0,105,72,78,75,67,95,100,0,0,0,0,42,0,148,148,0,0,42,42,145,146,1376
2024-03-07 16:20:00,0,70,1,110,79,85,82,78,101,108,0,0,0,0,45,0,156,154,0,0,41,40,151,152,1453
2024-03-07 16:30:00,1,70,1,108,69,69,66,65,103,105,0,0,0,0,49,0,140,142,0,0,43,44,139,139,1353
2024-03-07 16:40:00,0,62,2,108,97,93,93,86,98,103,0,0,0,0,48,0,154,153,0,0,43,42,154,155,1491
2024-03-07 16:50:00,1,77,1,123,72,81,81,72,102,112,0,0,0,0,47,0,147,147,0,0,40,40,136,135,1414
2024-03-07 17:00:00,2,74,2,115,94,96,93,86,97,104,0,0,0,0,48,0,152,151,0,0,43,43,140,139,1479
2024-03-07 17:10:00,0,94,0,117,83,84,85,82,105,108,0,0,0,0,43,0,152,153,0,0,40,40,149,150,1485
2024-03-07 17:20:00,0,75,3,110,87,95,96,91,104,111,0,0,0,0,47,0,161,160,0,0,35,35,162,163,1535
2024-03-07 17:30:00,0,78,1,120,88,94,94,89,109,114,0,0,0,0,52,0,148,148,0,0,42,42,148,148,1515
2024-03-07 17:40:00,0,64,0,103,92,94,89,82,103,105,0,0,0,0,31,0,161,161,0,0,29,29,157,158,1458
2024-03-07 17:50:00,0,70,4,100,75,80,81,78,100,103,0,0,0,0,39,0,146,146,0,0,33,33,139,139,1366
