datetime,V21Z,V81Z,V111Z,V112Z,Total
2024-03-01 21:20:00,15,7,23,15,60
2024-03-01 21:30:00,17,10,25,15,67
2024-03-01 21:40:00,18,12,23,9,62
2024-03-01 21:50:00,29,11,20,13,73
2024-03-01 22:00:00,15,12,14,9,50
2024-03-01 22:10:00,18,10,25,20,73
2024-03-01 22:20:00,16,5,19,13,53
2024-03-01 22:30:00,24,10,26,11,71
2024-03-01 22:40:00,16,7,17,8,48
2024-03-01 22:50:00,12,4,12,7,35
2024-03-01 23:00:00,12,11,11,8,42
2024-03-01 23:10:00,15,5,14,7,41
2024-03-01 23:20:00,12,4,21,9,46
2024-03-01 23:30:00,8,3,12,7,30
2024-03-01 23:40:00,11,8,14,7,40
2024-03-01 23:50:00,6,9,8,5,28
2024-03-02 00:00:00,8,2,5,3,18
2024-03-02 00:10:00,6,3,17,7,33
2024-03-02 00:20:00,4,2,23,7,36
2024-03-02 00:30:00,8,2,5,4,19
2024-03-02 00:40:00,8,2,1,1,12
2024-03-02 00:50:00,4,6,16,8,34
2024-03-02 01:00:00,8,3,20,9,40
2024-03-02 01:10:00,7,5,6,4,22
2024-03-02 01:20:00,4,7,9,5,25
2024-03-02 01:30:00,4,4,9,6,23
2024-03-02 01:40:00,3,3,4,2,12
2024-03-02 01:50:00,7,1,3,2,13
2024-03-02 02:00:00,7,1,11,5,24
2024-03-02 02:10:00,5,3,8,4,20
2024-03-02 02:20:00,2,1,1,1,5
2024-03-02 02:30:00,5,5,0,0,10
2024-03-02 02:40:00,3,0,4,3,10
2024-03-02 02:50:00,3,2,2,2,9
2024-03-02 03:00:00,2,2,5,2,11
2024-03-02 03:10:00,2,3,2,2,9
2024-03-02 03:20:00,2,3,0,0,5
2024-03-02 03:30:00,3,1,1,1,6
2024-03-02 03:40:00,2,0,5,3,10
2024-03-02 03:50:00,4,6,4,2,16
2024-03-02 04:00:00,4,1,1,1,7
2024-03-02 04:10:00,1,1,0,0,2
2024-03-02 04:20:00,3,2,2,1,8
2024-03-02 04:30:00,4,3,4,3,14
2024-03-02 04:40:00,5,3,7,3,18
2024-03-02 04:50:00,7,5,4,2,18
2024-03-02 05:00:00,7,1,0,0,8
2024-03-02 05:10:00,5,1,5,3,14
2024-03-02 05:20:00,3,7,2,3,15
2024-03-02 05:30:00,5,4,7,2,18
2024-03-02 05:40:00,7,1,34,5,47
2024-03-02 05:50:00,3,2,11,6,22
2024-03-02 06:00:00,10,3,4,4,21
2024-03-02 06:10:00,4,2,11,5,22
2024-03-02 06:20:00,9,3,3,3,18
2024-03-02 06:30:00,8,5,3,3,19
2024-03-02 06:40:00,14,3,9,6,32
2024-03-02 06:50:00,9,8,9,9,35
2024-03-02 07:00:00,12,5,3,3,23
2024-03-02 07:10:00,8,5,5,4,22
2024-03-02 07:20:00,14,10,4,5,33
2024-03-02 07:30:00,20,8,5,5,38
2024-03-02 07:40:00,13,13,7,8,41
2024-03-02 07:50:00,18,13,8,9,48
2024-03-02 08:00:00,18,11,9,9,47
2024-03-02 08:10:00,18,12,11,13,54
2024-03-02 08:20:00,21,15,10,10,56
2024-03-02 08:30:00,25,9,11,12,57
2024-03-02 08:40:00,21,16,9,10,56
2024-03-02 08:50:00,27,22,19,21,89
2024-03-02 09:00:00,21,18,20,15,74
2024-03-02 09:10:00,25,20,13,14,72
2024-03-02 09:20:00,26,20,11,13,70
2024-03-02 09:30:00,26,22,22,25,95
2024-03-02 09:40:00,37,27,12,13,89
2024-03-02 09:50:00,33,21,23,24,101
2024-03-02 10:00:00,28,16,30,19,93
2024-03-02 10:10:00,34,20,22,23,99
2024-03-02 10:20:00,22,21,21,22,86
2024-03-02 10:30:00,31,10,12,18,71
2024-03-02 10:40:00,33,22,26,21,102
2024-03-02 10:50:00,30,17,23,16,86
2024-03-02 11:00:00,37,26,22,20,105
2024-03-02 11:10:00,24,18,26,19,87
2024-03-02 11:20:00,27,19,17,16,79
2024-03-02 11:30:00,41,20,25,14,100
2024-03-02 11:40:00,34,18,30,25,107
2024-03-02 11:50:00,23,5,23,17,68
2024-03-02 12:00:00,27,28,21,34,110
2024-03-02 12:10:00,29,24,22,21,96
2024-03-02 12:20:00,29,20,25,18,92
2024-03-02 12:30:00,40,17,24,21,102
2024-03-02 12:40:00,37,30,14,9,90
2024-03-02 12:50:00,45,20,16,17,98
2024-03-02 13:00:00,28,31,35,17,111
2024-03-02 13:10:00,27,18,28,27,100
2024-03-02 13:20:00,19,27,27,26,99
2024-03-02 13:30:00,31,15,23,14,83
2024-03-02 13:40:00,24,26,24,18,92
2024-03-02 13:50:00,33,9,33,13,88
2024-03-02 14:00:00,35,17,50,25,127
2024-03-02 14:10:00,31,21,31,19,102
2024-03-02 14:20:00,32,18,22,17,89
2024-03-02 14:30:00,31,18,21,18,88
2024-03-02 14:40:00,32,16,21,15,84
2024-03-02 14:50:00,22,19,12,13,66
2024-03-02 15:00:00,29,10,23,21,83
2024-03-02 15:10:00,30,19,39,20,108
2024-03-02 15:20:00,27,23,17,16,83
2024-03-02 15:30:00,35,20,18,16,89
2024-03-02 15:40:00,32,15,22,20,89
2024-03-02 15:50:00,31,20,22,18,91
2024-03-02 16:00:00,24,19,25,20,88
2024-03-02 16:10:00,26,15,19,14,74
2024-03-02 16:20:00,27,18,24,28,97
2024-03-02 16:30:00,35,20,12,18,85
2024-03-02 16:40:00,32,25,16,17,90
2024-03-02 16:50:00,20,13,20,20,73
2024-03-02 17:00:00,23,24,25,25,97
2024-03-02 17:10:00,33,22,17,14,86
2024-03-02 17:20:00,17,27,14,13,71
2024-03-02 17:30:00,22,20,22,20,84
2024-03-02 17:40:00,23,19,18,22,82
2024-03-02 17:50:00,22,16,19,13,70
2024-03-02 18:00:00,26,19,18,17,80
2024-03-02 18:10:00,37,20,25,22,104
2024-03-02 18:20:00,22,14,34,19,89
2024-03-02 18:30:00,18,22,31,17,88
2024-03-02 18:40:00,27,19,47,17,110
2024-03-02 18:50:00,32,15,37,21,105
2024-03-02 19:00:00,25,18,28,19,90
2024-03-02 19:10:00,20,11,41,19,91
2024-03-02 19:20:00,31,17,25,16,89
2024-03-02 19:30:00,21,13,29,21,84
2024-03-02 19:40:00,22,18,18,11,69
2024-03-02 19:50:00,9,14,47,16,86
2024-03-02 20:00:00,15,11,44,19,89
2024-03-02 20:10:00,20,9,30,15,74
2024-03-02 20:20:00,16,16,23,16,71
2024-03-02 20:30:00,23,8,36,19,86
2024-03-02 20:40:00,19,13,20,10,62
2024-03-02 20:50:00,14,12,34,12,72
2024-03-02 21:00:00,22,12,24,13,71
2024-03-02 21:10:00,11,8,16,8,43
2024-03-02 21:20:00,18,13,33,16,80
2024-03-02 21:30:00,15,6,15,12,48
2024-03-02 21:40:00,17,8,13,7,45
2024-03-02 21:50:00,13,3,42,15,73
2024-03-02 22:00:00,15,12,16,11,54
2024-03-02 22:10:00,11,6,15,11,43
2024-03-02 22:20:00,9,5,19,11,44
2024-03-02 22:30:00,14,15,13,8,50
2024-03-02 22:40:00,10,3,14,9,36
2024-03-02 22:50:00,13,6,23,14,56
2024-03-02 23:00:00,18,8,18,9,53
2024-03-02 23:10:00,11,11,13,7,42
2024-03-02 23:20:00,15,6,19,11,51
2024-03-02 23:30:00,9,11,15,10,45
2024-03-02 23:40:00,9,2,9,6,26
2024-03-02 23:50:00,9,6,16,7,38
2024-03-03 00:00:00,10,5,8,5,28
2024-03-03 00:10:00,8,4,9,4,25
2024-03-03 00:20:00,2,4,8,8,22
2024-03-03 00:30:00,9,7,11,6,33
2024-03-03 00:40:00,6,7,11,6,30
2024-03-03 00:50:00,7,2,16,10,35
2024-03-03 01:00:00,4,10,10,5,29
2024-03-03 01:10:00,8,6,10,4,28
2024-03-03 01:20:00,3,3,8,5,19
2024-03-03 01:30:00,9,2,9,5,25
2024-03-03 01:40:00,4,2,6,4,16
2024-03-03 01:50:00,6,4,2,1,13
2024-03-03 02:00:00,8,1,4,2,15
2024-03-03 02:10:00,2,1,4,3,10
2024-03-03 02:20:00,6,5,3,3,17
2024-03-03 02:30:00,3,2,5,4,14
2024-03-03 02:40:00,4,2,11,3,20
2024-03-03 02:50:00,3,4,10,4,21
2024-03-03 03:00:00,7,2,0,0,9
2024-03-03 03:10:00,0,3,3,3,9
2024-03-03 03:20:00,4,5,9,5,23
2024-03-03 03:30:00,6,1,9,4,20
2024-03-03 03:40:00,2,2,2,1,7
2024-03-03 03:50:00,3,7,6,3,19
2024-03-03 04:00:00,5,2,0,0,7
2024-03-03 04:10:00,2,3,2,1,8
2024-03-03 04:20:00,4,1,2,1,8
2024-03-03 04:30:00,3,1,3,2,9
2024-03-03 04:40:00,4,1,3,3,11
2024-03-03 04:50:00,3,1,0,0,4
2024-03-03 05:00:00,6,0,0,0,6
2024-03-03 05:10:00,3,1,2,1,7
2024-03-03 05:20:00,1,5,0,0,6
2024-03-03 05:30:00,4,2,3,3,12
2024-03-03 05:40:00,4,2,1,1,8
2024-03-03 05:50:00,2,2,6,3,13
2024-03-03 06:00:00,6,2,2,1,11
2024-03-03 06:10:00,2,2,1,1,6
2024-03-03 06:20:00,3,1,5,4,13
2024-03-03 06:30:00,4,3,13,4,24
2024-03-03 06:40:00,8,1,1,1,11
2024-03-03 06:50:00,3,5,5,5,18
2024-03-03 07:00:00,7,1,2,2,12
2024-03-03 07:10:00,2,6,2,2,12
2024-03-03 07:20:00,5,4,1,1,11
2024-03-03 07:30:00,5,4,1,1,11
2024-03-03 07:40:00,10,5,4,3,22
2024-03-03 07:50:00,11,9,5,6,31
2024-03-03 08:00:00,7,6,4,4,21
2024-03-03 08:10:00,11,7,7,9,34
2024-03-03 08:20:00,13,5,8,8,34
2024-03-03 08:30:00,13,12,6,7,38
2024-03-03 08:40:00,11,7,8,9,35
2024-03-03 08:50:00,16,11,4,3,34
2024-03-03 09:00:00,14,12,4,5,35
2024-03-03 09:10:00,19,10,10,9,48
2024-03-03 09:20:00,15,14,10,10,49
2024-03-03 09:30:00,24,21,7,6,58
2024-03-03 09:40:00,21,18,10,14,63
2024-03-03 09:50:00,23,20,15,14,72
2024-03-03 10:00:00,16,19,15,16,66
2024-03-03 10:10:00,21,19,16,17,73
2024-03-03 10:20:00,18,18,21,22,79
2024-03-03 10:30:00,21,18,14,14,67
2024-03-03 10:40:00,21,20,8,9,58
2024-03-03 10:50:00,28,12,18,16,74
2024-03-03 11:00:00,25,12,22,26,85
2024-03-03 11:10:00,29,22,17,17,85
2024-03-03 11:20:00,36,16,17,17,86
2024-03-03 11:30:00,30,13,22,21,86
2024-03-03 11:40:00,28,13,22,24,87
2024-03-03 11:50:00,32,17,16,19,84
2024-03-03 12:00:00,26,16,20,19,81
2024-03-03 12:10:00,32,19,25,22,98
2024-03-03 12:20:00,32,23,15,18,88
2024-03-03 12:30:00,35,13,17,17,82
2024-03-03 12:40:00,33,22,27,30,112
2024-03-03 12:50:00,28,17,21,17,83
2024-03-03 13:00:00,33,21,22,19,95
2024-03-03 13:10:00,32,29,22,21,104
2024-03-03 13:20:00,23,17,25,17,82
2024-03-03 13:30:00,30,18,22,20,90
2024-03-03 13:40:00,36,14,21,20,91
2024-03-03 13:50:00,36,22,16,14,88
2024-03-03 14:00:00,25,14,20,17,76
2024-03-03 14:10:00,34,23,15,20,92
2024-03-03 14:20:00,35,8,28,21,92
2024-03-03 14:30:00,44,15,14,19,92
2024-03-03 14:40:00,36,14,15,13,78
2024-03-03 14:50:00,36,16,20,18,90
2024-03-03 15:00:00,31,19,21,19,90
2024-03-03 15:10:00,39,22,14,16,91
2024-03-03 15:20:00,30,9,17,15,71
2024-03-03 15:30:00,32,18,22,20,92
2024-03-03 15:40:00,31,14,21,23,89
2024-03-03 15:50:00,26,22,22,21,91
2024-03-03 16:00:00,30,22,26,15,93
2024-03-03 16:10:00,26,22,25,16,89
2024-03-03 16:20:00,23,24,38,19,104
2024-03-03 16:30:00,25,23,23,22,93
2024-03-03 16:40:00,38,19,19,18,94
2024-03-03 16:50:00,24,23,19,21,87
2024-03-03 17:00:00,29,19,16,16,80
2024-03-03 17:10:00,22,16,19,20,77
2024-03-03 17:20:00,24,14,16,14,68
2024-03-03 17:30:00,24,15,26,23,88
2024-03-03 17:40:00,33,23,18,19,93
2024-03-03 17:50:00,34,15,19,21,89
2024-03-03 18:00:00,28,21,21,25,95
2024-03-03 18:10:00,25,14,17,17,73
2024-03-03 18:20:00,25,17,17,14,73
2024-03-03 18:30:00,30,21,31,18,100
2024-03-03 18:40:00,19,17,34,19,89
2024-03-03 18:50:00,19,13,38,20,90
2024-03-03 19:00:00,24,18,18,13,73
2024-03-03 19:10:00,24,15,28,15,82
2024-03-03 19:20:00,20,20,35,20,95
2024-03-03 19:30:00,16,11,31,15,73
2024-03-03 19:40:00,24,11,25,10,70
2024-03-03 19:50:00,24,11,35,20,90
2024-03-03 20:00:00,23,15,38,15,91
2024-03-03 20:10:00,19,26,26,17,88
2024-03-03 20:20:00,13,15,36,17,81
2024-03-03 20:30:00,12,7,16,9,44
2024-03-03 20:40:00,11,6,24,10,51
2024-03-03 20:50:00,11,14,19,11,55
2024-03-03 21:00:00,12,10,10,7,39
2024-03-03 21:10:00,14,5,11,10,40
2024-03-03 21:20:00,11,9,12,8,40
2024-03-03 21:30:00,13,2,16,9,40
2024-03-03 21:40:00,15,8,16,10,49
2024-03-03 21:50:00,12,9,5,2,28
2024-03-03 22:00:00,17,4,15,9,45
2024-03-03 22:10:00,8,8,12,10,38
2024-03-03 22:20:00,11,4,9,7,31
2024-03-03 22:30:00,11,2,10,5,28
2024-03-03 22:40:00,12,4,14,8,38
2024-03-03 22:50:00,3,7,11,7,28
2024-03-03 23:00:00,6,6,14,7,33
2024-03-03 23:10:00,5,6,4,2,17
2024-03-03 23:20:00,7,1,5,4,17
2024-03-03 23:30:00,1,2,11,6,20
2024-03-03 23:40:00,6,2,5,3,16
2024-03-03 23:50:00,2,3,1,1,7
2024-03-04 00:00:00,3,0,3,2,8
2024-03-04 00:10:00,3,3,2,1,9
2024-03-04 00:20:00,3,2,0,0,5
2024-03-04 00:30:00,3,0,2,1,6
2024-03-04 00:40:00,3,0,2,1,6
2024-03-04 00:50:00,2,5,6,3,16
2024-03-04 01:00:00,3,2,0,0,5
2024-03-04 01:10:00,5,3,0,0,8
2024-03-04 01:20:00,3,3,0,0,6
2024-03-04 01:30:00,2,0,0,0,2
2024-03-04 01:40:00,3,1,2,1,7
2024-03-04 01:50:00,3,1,0,0,4
2024-03-04 02:00:00,0,2,2,2,6
2024-03-04 02:10:00,1,1,0,0,2
2024-03-04 02:20:00,1,0,2,1,4
2024-03-04 02:30:00,3,4,2,1,10
2024-03-04 02:40:00,1,0,0,0,1
2024-03-04 02:50:00,1,0,3,2,6
2024-03-04 03:00:00,0,0,0,0,0
2024-03-04 03:10:00,1,2,0,0,3
2024-03-04 03:20:00,0,0,0,0,0
2024-03-04 03:30:00,0,3,3,2,8
2024-03-04 03:40:00,1,4,1,1,7
2024-03-04 03:50:00,1,2,1,1,5
2024-03-04 04:00:00,4,0,1,1,6
2024-03-04 04:10:00,3,0,3,2,8
2024-03-04 04:20:00,2,2,2,1,7
2024-03-04 04:30:00,4,3,4,2,13
2024-03-04 04:40:00,4,2,3,3,12
2024-03-04 04:50:00,6,3,0,0,9
2024-03-04 05:00:00,8,2,0,0,10
2024-03-04 05:10:00,7,5,2,1,15
2024-03-04 05:20:00,5,7,1,1,14
2024-03-04 05:30:00,14,14,8,6,42
2024-03-04 05:40:00,8,8,7,5,28
2024-03-04 05:50:00,10,8,10,5,33
2024-03-04 06:00:00,14,6,9,7,36
2024-03-04 06:10:00,15,10,13,6,44
2024-03-04 06:20:00,19,11,19,8,57
2024-03-04 06:30:00,14,12,22,12,60
2024-03-04 06:40:00,39,16,13,10,78
2024-03-04 06:50:00,17,22,7,7,53
2024-03-04 07:00:00,38,20,12,13,83
2024-03-04 07:10:00,31,17,13,11,72
2024-03-04 07:20:00,32,11,14,16,73
2024-03-04 07:30:00,30,13,16,20,79
2024-03-04 07:40:00,35,8,22,16,81
2024-03-04 07:50:00,18,25,32,4,79
2024-03-04 08:00:00,26,17,28,14,85
2024-03-04 08:10:00,28,15,14,13,70
2024-03-04 08:20:00,29,20,20,21,90
2024-03-04 08:30:00,27,17,24,14,82
2024-03-04 08:40:00,26,20,24,18,88
2024-03-04 08:50:00,26,23,15,19,83
2024-03-04 09:00:00,26,23,29,17,95
2024-03-04 09:10:00,36,14,18,15,83
2024-03-04 09:20:00,21,22,17,20,80
2024-03-04 09:30:00,23,23,16,14,76
2024-03-04 09:40:00,29,26,19,21,95
2024-03-04 09:50:00,34,20,15,19,88
2024-03-04 10:00:00,24,22,15,14,75
2024-03-04 10:10:00,31,18,18,18,85
2024-03-04 10:20:00,24,20,18,19,81
2024-03-04 10:30:00,28,16,21,21,86
2024-03-04 10:40:00,29,19,13,15,76
2024-03-04 10:50:00,33,20,22,23,98
2024-03-04 11:00:00,27,23,12,11,73
2024-03-04 11:10:00,16,20,20,22,78
2024-03-04 11:20:00,17,19,20,19,75
2024-03-04 11:30:00,26,18,22,18,84
2024-03-04 11:40:00,25,18,21,20,84
2024-03-04 11:50:00,26,16,20,21,83
2024-03-04 12:00:00,31,19,18,15,83
2024-03-04 12:10:00,29,20,17,17,83
2024-03-04 12:20:00,28,20,17,22,87
2024-03-04 12:30:00,26,18,26,20,90
2024-03-04 12:40:00,22,20,15,21,78
2024-03-04 12:50:00,33,14,19,15,81
2024-03-04 13:00:00,26,18,21,22,87
2024-03-04 13:10:00,32,18,23,15,88
2024-03-04 13:20:00,25,9,27,19,80
2024-03-04 13:30:00,28,22,30,12,92
2024-03-04 13:40:00,26,20,27,25,98
2024-03-04 13:50:00,23,16,32,16,87
2024-03-04 14:00:00,24,13,28,25,90
2024-03-04 14:10:00,23,17,31,33,104
2024-03-04 14:20:00,18,22,32,17,89
2024-03-04 14:30:00,28,18,23,22,91
2024-03-04 14:40:00,33,20,25,26,104
2024-03-04 14:50:00,19,19,22,20,80
2024-03-04 15:00:00,30,10,25,20,85
2024-03-04 15:10:00,27,11,20,17,75
2024-03-04 15:20:00,26,13,33,24,96
2024-03-04 15:30:00,23,17,27,13,80
2024-03-04 15:40:00,29,14,27,18,88
2024-03-04 15:50:00,25,18,33,17,93
2024-03-04 16:00:00,31,15,23,13,82
2024-03-04 16:10:00,29,17,34,26,106
2024-03-04 16:20:00,27,3,36,16,82
2024-03-04 16:30:00,28,12,27,19,86
2024-03-04 16:40:00,25,24,22,26,97
2024-03-04 16:50:00,20,19,32,16,87
2024-03-04 17:00:00,20,21,28,20,89
2024-03-04 17:10:00,29,12,38,15,94
2024-03-04 17:20:00,21,17,41,3,82
2024-03-04 17:30:00,21,18,26,17,82
2024-03-04 17:40:00,35,23,28,22,108
2024-03-04 17:50:00,26,15,38,21,100
2024-03-04 18:00:00,36,20,26,12,94
2024-03-04 18:10:00,20,13,39,11,83
2024-03-04 18:20:00,27,15,55,15,112
2024-03-04 18:30:00,29,15,22,18,84
2024-03-04 18:40:00,35,21,46,14,116
2024-03-04 18:50:00,27,19,40,25,111
2024-03-04 19:00:00,28,14,39,23,104
2024-03-04 19:10:00,22,17,31,20,90
2024-03-04 19:20:00,24,21,36,21,102
2024-03-04 19:30:00,16,13,22,12,63
2024-03-04 19:40:00,29,9,15,11,64
2024-03-04 19:50:00,22,13,26,16,77
2024-03-04 20:00:00,18,16,32,14,80
2024-03-04 20:10:00,24,9,24,17,74
2024-03-04 20:20:00,18,13,31,17,79
2024-03-04 20:30:00,17,8,11,6,42
2024-03-04 20:40:00,19,6,45,12,82
2024-03-04 20:50:00,19,9,19,10,57
2024-03-04 21:00:00,25,8,26,16,75
2024-03-04 21:10:00,22,13,17,11,63
2024-03-04 21:20:00,16,5,22,9,52
2024-03-04 21:30:00,22,4,22,13,61
2024-03-04 21:40:00,15,11,42,12,80
2024-03-04 21:50:00,8,15,18,10,51
2024-03-04 22:00:00,18,6,10,7,41
2024-03-04 22:10:00,15,8,20,12,55
2024-03-04 22:20:00,18,6,11,8,43
2024-03-04 22:30:00,20,6,20,9,55
2024-03-04 22:40:00,22,3,7,3,35
2024-03-04 22:50:00,10,6,11,5,32
2024-03-04 23:00:00,19,4,24,13,60
2024-03-04 23:10:00,11,5,3,2,21
2024-03-04 23:20:00,5,2,5,3,15
2024-03-04 23:30:00,4,4,2,1,11
2024-03-04 23:40:00,4,2,10,6,22
2024-03-04 23:50:00,1,1,0,0,2
2024-03-05 00:00:00,4,1,3,2,10
2024-03-05 00:10:00,4,1,4,4,13
2024-03-05 00:20:00,2,1,0,0,3
2024-03-05 00:30:00,5,0,1,1,7
2024-03-05 00:40:00,3,0,0,0,3
2024-03-05 00:50:00,3,4,3,2,12
2024-03-05 01:00:00,2,3,0,0,5
2024-03-05 01:10:00,3,2,0,0,5
2024-03-05 01:20:00,2,2,6,3,13
2024-03-05 01:30:00,0,0,3,2,5
2024-03-05 01:40:00,3,0,1,1,5
2024-03-05 01:50:00,1,1,5,2,9
2024-03-05 02:00:00,0,0,1,1,2
2024-03-05 02:10:00,3,1,0,0,4
2024-03-05 02:20:00,0,0,2,1,3
2024-03-05 02:30:00,4,1,2,1,8
2024-03-05 02:40:00,4,1,1,1,7
2024-03-05 02:50:00,0,0,2,1,3
2024-03-05 03:00:00,1,0,4,2,7
2024-03-05 03:10:00,3,2,2,1,8
2024-03-05 03:20:00,0,0,2,1,3
2024-03-05 03:30:00,1,1,0,0,2
2024-03-05 03:40:00,2,7,1,1,11
2024-03-05 03:50:00,4,1,5,1,11
2024-03-05 04:00:00,3,0,2,2,7
2024-03-05 04:10:00,3,0,4,2,9
2024-03-05 04:20:00,4,2,4,2,12
2024-03-05 04:30:00,7,0,3,3,13
2024-03-05 04:40:00,3,3,0,0,6
2024-03-05 04:50:00,5,3,0,0,8
2024-03-05 05:00:00,11,2,12,3,28
2024-03-05 05:10:00,4,7,0,1,12
2024-03-05 05:20:00,10,7,5,2,24
2024-03-05 05:30:00,14,8,7,4,33
2024-03-05 05:40:00,7,5,3,2,17
2024-03-05 05:50:00,9,9,9,6,33
