datetime,V11Z,V12Z,D21Z,D22Z,V23Z,V24Z,V33Z,V31Z,V32Z,V41Z,D51Z,V52Z,V101Z,D111Z,V112Z,V122Z,Total
2024-03-19 12:20:00,40,24,54,20,26,12,0,15,4,49,10,29,52,27,35,11,408
2024-03-19 12:30:00,34,29,39,18,22,17,0,13,15,39,11,29,53,34,49,18,420
2024-03-19 12:40:00,31,26,43,21,31,15,0,16,10,34,14,24,44,30,36,15,390
2024-03-19 12:50:00,31,19,35,23,23,17,0,13,8,50,18,26,72,37,51,16,439
2024-03-19 13:00:00,40,25,47,24,29,15,0,20,7,36,18,30,39,23,36,18,407
2024-03-19 13:10:00,35,26,40,23,30,14,0,15,6,52,25,31,49,32,48,18,444
2024-03-19 13:20:00,36,24,47,15,20,15,0,13,16,38,17,32,74,35,53,10,445
2024-03-19 13:30:00,48,26,54,22,32,16,0,16,8,44,16,30,66,34,43,21,476
2024-03-19 13:40:00,43,27,49,13,30,9,0,9,8,44,13,27,80,36,39,21,448
2024-03-19 13:50:00,40,34,53,17,37,18,0,11,3,53,13,24,68,32,35,16,454
2024-03-19 14:00:00,45,33,43,25,30,20,0,17,9,51,17,24,45,25,42,12,438
2024-03-19 14:10:00,40,27,55,24,39,19,0,17,5,37,18,33,79,39,53,13,498
2024-03-19 14:20:00,45,32,52,19,32,12,0,14,6,55,16,39,57,37,45,5,466
2024-03-19 14:30:00,49,29,78,25,30,21,0,11,3,56,22,39,89,38,54,16,560
2024-03-19 14:40:00,47,24,62,38,32,36,0,15,8,43,14,27,65,31,50,14,506
2024-03-19 14:50:00,69,36,84,22,41,21,0,12,3,67,20,43,57,30,51,15,571
2024-03-19 15:00:00,32,31,60,24,37,11,0,13,9,33,15,28,52,30,44,14,433
2024-03-19 15:10:00,43,25,67,28,32,12,0,14,6,73,28,41,63,38,57,11,538
2024-03-19 15:20:00,63,36,84,35,41,16,0,17,9,49,14,39,102,38,59,7,609
2024-03-19 15:30:00,42,20,73,19,29,12,0,10,7,66,12,17,69,34,45,12,467
2024-03-19 15:40:00,68,26,88,28,36,21,0,21,8,70,5,0,68,38,60,12,549
2024-03-19 15:50:00,43,19,217,27,24,15,0,12,6,54,18,2,66,33,54,4,594
2024-03-19 16:00:00,61,32,79,26,42,17,0,18,4,73,11,25,63,36,49,21,557
2024-03-19 16:10:00,55,28,87,37,51,12,0,10,7,64,20,30,110,28,41,17,597
2024-03-19 16:20:00,30,8,47,22,0,13,0,16,8,41,13,9,41,19,36,4,307
2024-03-19 16:30:00,64,26,81,38,35,21,0,28,11,59,6,0,66,46,61,5,547
2024-03-19 16:40:00,52,36,70,30,44,14,0,10,1,73,12,24,75,48,58,11,558
2024-03-19 16:50:00,55,33,67,31,36,15,0,12,2,40,24,29,42,26,33,15,460
2024-03-19 17:00:00,59,27,80,40,36,23,0,14,9,61,21,28,77,38,59,22,594
2024-03-19 17:10:00,50,33,69,33,41,32,0,20,8,56,19,40,75,46,65,20,607
2024-03-19 17:20:00,53,27,69,30,28,17,0,21,2,60,9,20,74,27,55,3,495
2024-03-19 17:30:00,49,32,71,44,39,15,0,16,0,56,16,39,82,31,45,10,545
2024-03-19 17:40:00,50,33,70,32,23,18,0,14,4,57,15,26,75,36,53,14,520
2024-03-19 17:50:00,34,19,54,29,25,13,0,13,3,62,16,27,78,31,51,20,475
2024-03-19 18:00:00,45,23,70,22,28,12,0,13,5,36,21,38,70,15,42,14,454
2024-03-19 18:10:00,38,33,44,35,32,18,0,17,4,66,19,39,78,43,58,11,535
2024-03-19 18:20:00,45,47,57,27,37,19,0,25,6,48,12,22,72,43,55,20,535
2024-03-19 18:30:00,36,49,52,29,24,14,0,30,2,52,21,34,59,29,42,14,487
2024-03-19 18:40:00,39,52,46,16,31,15,0,13,5,44,21,26,96,39,47,16,506
2024-03-19 18:50:00,38,40,45,18,26,15,0,20,1,33,25,32,41,26,27,15,402
2024-03-19 19:00:00,28,45,28,15,26,13,0,27,1,47,15,40,42,27,29,23,406
2024-03-19 19:10:00,35,54,37,22,36,20,0,32,0,32,24,28,46,26,32,24,448
2024-03-19 19:20:00,30,41,34,22,26,21,0,23,1,20,22,34,43,23,30,22,392
2024-03-19 19:30:00,29,38,31,15,25,19,0,24,1,26,20,35,59,18,34,25,399
2024-03-19 19:40:00,36,53,37,14,32,14,0,17,7,64,30,45,48,31,30,29,487
2024-03-19 19:50:00,36,44,34,21,32,13,0,18,0,40,26,53,39,15,25,16,412
2024-03-19 20:00:00,40,50,39,22,40,19,0,31,2,33,24,39,39,16,34,17,445
2024-03-19 20:10:00,32,38,32,19,21,21,0,29,1,22,25,35,41,13,33,16,378
2024-03-19 20:20:00,30,37,30,15,20,17,0,22,2,114,21,36,34,30,32,24,464
2024-03-19 20:30:00,30,37,29,12,25,12,0,11,6,27,24,39,20,16,25,18,331
2024-03-19 20:40:00,22,39,23,19,19,15,0,25,1,29,23,33,38,25,29,25,365
2024-03-19 20:50:00,29,42,34,8,28,5,0,10,3,20,22,37,16,20,19,35,328
2024-03-19 21:00:00,18,39,26,9,23,11,0,10,1,26,23,29,34,21,25,20,315
2024-03-19 21:10:00,20,40,22,9,21,10,0,21,2,24,21,33,29,23,23,15,313
2024-03-19 21:20:00,22,31,24,14,18,13,0,17,0,20,12,23,15,20,22,12,263
2024-03-19 21:30:00,38,62,40,8,35,9,0,14,0,28,28,35,14,18,20,23,372
2024-03-19 21:40:00,27,41,26,13,20,10,0,19,5,34,32,39,26,20,26,19,357
2024-03-19 21:50:00,21,26,20,15,20,16,0,23,6,18,22,22,22,25,20,25,301
2024-03-19 22:00:00,21,32,18,9,15,10,0,19,9,29,26,38,17,20,22,18,303
2024-03-19 22:10:00,23,36,25,9,27,10,0,19,1,24,17,22,27,25,23,13,301
2024-03-19 22:20:00,20,37,20,12,30,13,0,22,0,9,14,15,14,20,25,11,262
2024-03-19 22:30:00,20,39,20,10,23,10,0,10,7,15,15,17,21,24,20,26,277
2024-03-19 22:40:00,17,29,17,7,19,8,0,12,7,10,11,15,35,16,21,20,244
2024-03-19 22:50:00,13,28,14,6,16,5,0,8,0,12,15,15,6,12,10,21,181
2024-03-19 23:00:00,18,29,15,8,16,11,0,13,5,16,17,23,18,22,18,14,243
2024-03-19 23:10:00,14,27,16,6,10,4,0,10,2,14,12,22,12,13,13,14,189
2024-03-19 23:20:00,9,14,11,10,9,9,0,12,1,11,13,16,4,7,11,4,141
2024-03-19 23:30:00,8,17,9,7,12,3,0,7,3,4,5,6,7,14,10,9,121
2024-03-19 23:40:00,7,14,7,6,9,5,0,9,0,10,16,14,10,11,7,19,144
2024-03-19 23:50:00,5,10,6,3,5,1,0,3,4,7,13,12,7,11,8,13,108
2024-03-20 00:00:00,9,12,9,8,11,6,0,13,0,5,9,8,8,11,17,5,131
2024-03-20 00:10:00,8,14,7,4,10,1,0,2,0,9,9,10,4,9,2,7,96
2024-03-20 00:20:00,10,14,9,6,8,2,0,3,7,8,10,11,3,5,7,3,106
2024-03-20 00:30:00,7,19,8,2,11,1,0,2,2,5,7,7,7,8,6,8,100
2024-03-20 00:40:00,5,9,6,2,6,2,0,4,0,0,0,0,10,13,11,14,82
2024-03-20 00:50:00,5,7,5,7,8,3,0,8,3,7,7,11,4,7,8,5,95
2024-03-20 01:00:00,4,12,28,0,8,0,0,0,0,3,4,5,1,6,2,8,81
2024-03-20 01:10:00,3,7,4,3,4,3,0,8,2,6,6,10,3,3,5,5,72
2024-03-20 01:20:00,7,9,5,4,5,1,0,1,8,7,10,10,2,3,3,4,79
2024-03-20 01:30:00,4,7,3,2,3,2,0,4,3,1,2,1,4,9,7,6,58
2024-03-20 01:40:00,4,8,4,2,6,2,0,3,0,0,0,0,5,6,6,9,55
2024-03-20 01:50:00,2,4,2,4,3,3,0,4,3,2,1,3,5,8,4,3,51
2024-03-20 02:00:00,3,8,4,3,4,0,0,0,3,5,4,6,2,3,2,1,48
2024-03-20 02:10:00,2,3,1,2,1,2,0,4,5,4,7,6,3,3,6,2,51
2024-03-20 02:20:00,5,4,4,3,3,1,0,0,5,3,3,4,1,3,1,3,43
2024-03-20 02:30:00,2,4,3,3,2,4,0,3,2,0,0,0,1,1,3,0,28
2024-03-20 02:40:00,2,3,2,1,3,1,0,4,1,4,4,6,1,6,4,6,48
2024-03-20 02:50:00,1,2,1,0,2,0,0,0,0,0,0,0,1,1,1,1,10
2024-03-20 03:00:00,5,6,4,0,7,0,0,0,0,3,3,3,7,5,6,2,51
2024-03-20 03:10:00,5,7,3,1,7,1,0,2,1,1,3,1,3,5,5,2,47
2024-03-20 03:20:00,7,10,5,1,6,0,0,0,8,1,1,4,1,2,3,2,51
2024-03-20 03:30:00,1,3,1,2,2,0,0,0,1,0,0,0,1,4,1,4,20
2024-03-20 03:40:00,7,10,6,2,9,1,0,2,3,0,0,0,1,3,3,1,48
2024-03-20 03:50:00,2,0,4,1,0,1,0,3,0,2,5,3,4,3,3,3,34
2024-03-20 04:00:00,7,12,7,1,8,1,0,2,0,3,3,2,0,0,1,0,47
2024-03-20 04:10:00,4,4,4,0,5,0,0,0,5,3,4,5,5,6,2,6,53
2024-03-20 04:20:00,4,7,4,3,4,1,0,2,6,9,13,13,2,3,3,3,77
2024-03-20 04:30:00,5,8,11,11,8,1,0,2,11,3,3,4,1,7,2,12,89
2024-03-20 04:40:00,4,8,5,4,6,2,0,7,8,6,6,11,7,8,9,5,96
2024-03-20 04:50:00,3,2,1,1,2,0,0,0,6,5,5,9,6,10,5,16,71
2024-03-20 05:00:00,11,10,6,5,6,4,0,7,5,10,12,15,5,18,8,14,136
2024-03-20 05:10:00,11,21,10,1,12,1,0,2,4,14,14,22,7,15,4,17,155
2024-03-20 05:20:00,6,13,9,4,11,2,0,2,4,11,12,15,13,20,13,13,148
2024-03-20 05:30:00,18,28,18,4,13,3,0,6,0,19,14,22,15,40,14,16,230
2024-03-20 05:40:00,16,26,19,9,22,8,0,12,2,16,25,22,20,19,19,25,260
2024-03-20 05:50:00,16,25,14,14,15,10,0,17,3,24,17,32,22,19,24,24,276
2024-03-20 06:00:00,10,18,11,15,12,14,0,20,5,26,19,29,18,22,19,18,256
2024-03-20 06:10:00,19,27,21,9,20,7,0,15,3,29,19,33,24,21,22,20,289
2024-03-20 06:20:00,21,25,17,12,17,11,0,10,6,32,15,24,40,30,35,16,311
2024-03-20 06:30:00,21,22,21,6,16,5,0,8,5,44,19,34,32,23,26,15,297
2024-03-20 06:40:00,26,24,39,10,27,15,0,10,5,45,21,38,50,34,39,10,393
2024-03-20 06:50:00,22,19,29,14,16,9,0,7,11,45,5,20,45,27,37,8,314
2024-03-20 07:00:00,25,20,29,10,23,9,0,9,7,38,12,20,58,31,41,15,347
2024-03-20 07:10:00,29,25,37,20,21,14,0,14,9,37,10,34,68,21,49,12,400
2024-03-20 07:20:00,24,29,39,21,21,13,0,12,7,34,6,16,41,27,38,3,331
2024-03-20 07:30:00,26,25,56,21,27,16,0,16,9,64,18,3,80,38,63,8,470
2024-03-20 07:40:00,25,25,35,22,27,18,0,11,5,37,15,34,83,47,67,14,465
2024-03-20 07:50:00,37,20,48,21,5,9,0,11,11,22,3,11,59,34,43,3,337
2024-03-20 08:00:00,44,18,56,27,12,14,0,11,20,52,14,0,59,35,62,12,436
2024-03-20 08:10:00,43,29,41,24,33,51,0,17,20,57,17,23,73,41,60,27,556
2024-03-20 08:20:00,37,26,50,27,25,14,0,22,15,43,9,22,54,35,55,15,449
2024-03-20 08:30:00,37,27,62,29,33,13,0,10,18,46,16,41,57,31,56,24,500
2024-03-20 08:40:00,37,24,46,14,34,16,0,14,12,48,18,42,63,37,45,21,471
2024-03-20 08:50:00,36,19,46,16,20,10,0,12,15,24,6,31,55,33,47,9,379
2024-03-20 09:00:00,43,24,46,23,34,16,0,12,16,53,9,15,58,40,48,12,449
2024-03-20 09:10:00,39,25,42,24,22,12,0,8,7,34,11,20,57,39,58,11,409
2024-03-20 09:20:00,28,17,42,16,18,8,0,11,11,35,10,15,46,34,49,7,347
2024-03-20 09:30:00,37,24,38,21,26,20,0,14,8,50,11,22,59,48,55,11,444
2024-03-20 09:40:00,25,21,25,27,22,12,0,11,7,54,17,28,88,35,51,12,435
2024-03-20 09:50:00,42,24,52,22,30,16,0,12,13,46,14,28,56,45,67,18,485
2024-03-20 10:00:00,33,20,33,21,23,26,0,16,10,44,11,24,50,27,47,17,402
2024-03-20 10:10:00,34,20,40,89,30,17,0,12,10,37,20,24,48,29,47,17,474
2024-03-20 10:20:00,19,25,24,21,29,16,0,11,8,38,18,33,52,32,43,22,391
2024-03-20 10:30:00,42,23,44,20,29,12,0,11,10,45,15,27,54,30,44,19,425
2024-03-20 10:40:00,46,25,50,20,50,14,0,18,10,33,19,28,64,38,51,19,485
2024-03-20 10:50:00,43,27,41,17,32,17,0,10,10,40,9,26,43,33,45,15,408
2024-03-20 11:00:00,26,22,31,22,25,18,0,14,7,43,18,31,63,38,47,16,421
2024-03-20 11:10:00,36,27,41,21,32,14,0,16,4,43,17,36,49,38,60,15,449
2024-03-20 11:20:00,39,33,128,24,31,19,0,15,11,48,14,32,53,35,49,15,546
2024-03-20 11:30:00,42,31,45,25,29,22,0,14,7,37,23,31,52,31,46,26,461
2024-03-20 11:40:00,31,24,41,18,29,15,0,18,7,28,15,18,46,33,44,17,384
2024-03-20 11:50:00,46,27,46,23,36,14,0,10,6,48,13,32,50,37,48,18,454
2024-03-20 12:00:00,36,29,39,20,20,13,0,16,8,49,18,29,54,37,55,8,431
2024-03-20 12:10:00,36,24,31,25,26,12,0,14,12,48,29,30,65,35,46,12,445
2024-03-20 12:20:00,48,41,52,30,45,19,0,19,5,39,16,23,50,35,60,11,493
2024-03-20 12:30:00,42,23,38,21,20,11,0,15,11,42,21,24,47,29,39,14,397
2024-03-20 12:40:00,46,32,51,21,29,21,0,18,9,42,13,30,52,39,48,12,463
2024-03-20 12:50:00,41,26,44,21,30,15,0,16,14,35,20,33,48,37,37,13,430
2024-03-20 13:00:00,41,22,45,21,28,14,0,17,5,51,18,30,53,42,49,15,451
2024-03-20 13:10:00,34,26,38,25,33,17,0,13,9,52,3,7,51,37,50,17,412
2024-03-20 13:20:00,38,31,53,22,24,9,0,10,10,54,1,0,59,40,49,14,414
2024-03-20 13:30:00,37,31,43,22,33,24,0,19,8,42,10,23,57,23,40,13,425
2024-03-20 13:40:00,37,23,38,18,27,12,0,12,9,52,23,36,56,34,39,10,426
2024-03-20 13:50:00,37,27,41,27,32,16,0,14,3,37,12,28,52,32,43,8,409
2024-03-20 14:00:00,46,30,47,18,43,17,0,18,6,51,21,34,48,35,43,16,473
2024-03-20 14:10:00,50,27,59,19,28,16,0,19,10,50,15,27,63,35,43,18,479
2024-03-20 14:20:00,43,29,47,28,39,17,0,14,2,49,11,26,84,36,46,10,481
2024-03-20 14:30:00,37,31,45,17,32,17,0,11,5,49,14,28,62,40,47,14,449
2024-03-20 14:40:00,64,42,71,34,52,18,0,20,4,50,46,33,60,35,54,13,596
2024-03-20 14:50:00,65,35,76,21,44,18,0,14,4,56,15,28,50,41,49,17,533
2024-03-20 15:00:00,66,22,69,27,36,22,0,23,5,52,25,33,50,28,54,14,526
2024-03-20 15:10:00,51,28,61,19,41,13,0,14,6,55,24,35,51,31,41,16,486
2024-03-20 15:20:00,64,27,78,29,29,14,0,12,11,55,21,41,66,35,58,7,547
2024-03-20 15:30:00,59,31,82,49,49,16,0,13,5,58,28,37,62,29,56,13,587
2024-03-20 15:40:00,51,33,69,27,41,16,0,14,3,63,25,36,61,21,44,13,517
2024-03-20 15:50:00,52,32,60,41,36,20,0,15,6,51,21,32,71,29,52,11,529
2024-03-20 16:00:00,69,36,87,25,48,17,0,17,6,58,31,45,59,31,46,16,591
2024-03-20 16:10:00,58,23,72,32,36,24,0,13,9,123,16,22,88,36,51,9,612
2024-03-20 16:20:00,54,26,77,37,33,32,0,16,6,59,9,11,72,33,46,17,528
2024-03-20 16:30:00,47,32,56,30,33,15,0,11,4,61,16,42,62,27,49,13,498
2024-03-20 16:40:00,65,24,81,38,36,17,0,21,4,62,19,30,73,36,61,19,586
2024-03-20 16:50:00,59,27,83,44,32,25,0,20,6,41,18,33,80,44,64,14,590
2024-03-20 17:00:00,46,20,71,29,26,15,0,18,4,60,24,44,58,29,48,15,507
2024-03-20 17:10:00,50,31,71,34,42,22,0,18,5,61,19,35,60,26,46,13,533
2024-03-20 17:20:00,50,35,69,23,37,17,0,20,6,62,16,23,72,35,47,14,526
2024-03-20 17:30:00,51,31,62,38,34,20,0,14,3,56,19,31,79,29,49,12,528
2024-03-20 17:40:00,46,29,59,33,42,22,0,17,3,51,20,45,73,44,58,14,556
2024-03-20 17:50:00,44,26,63,32,42,19,0,12,2,40,19,33,159,26,43,11,571
2024-03-20 18:00:00,44,38,54,18,32,11,0,14,2,69,15,27,64,28,40,23,479
2024-03-20 18:10:00,50,39,53,32,28,20,0,21,3,52,20,38,74,34,57,17,538
2024-03-20 18:20:00,41,40,53,30,33,22,0,28,4,42,22,33,59,32,49,13,501
2024-03-20 18:30:00,44,63,55,29,41,18,0,33,3,56,24,32,62,25,48,18,551
2024-03-20 18:40:00,39,48,49,16,31,16,0,19,5,50,12,40,72,32,40,14,483
2024-03-20 18:50:00,40,55,43,20,33,20,0,26,0,42,16,40,64,30,30,20,479
2024-03-20 19:00:00,29,47,33,19,33,17,0,28,1,35,21,33,45,29,41,17,428
2024-03-20 19:10:00,30,40,31,22,20,21,0,23,7,38,28,45,45,21,27,18,416
2024-03-20 19:20:00,25,31,26,24,25,19,0,30,1,32,21,32,43,26,35,14,384
2024-03-20 19:30:00,30,33,32,16,28,11,0,19,8,28,21,34,29,19,22,21,351
2024-03-20 19:40:00,29,44,30,16,31,19,0,22,2,42,26,44,45,34,32,25,441
2024-03-20 19:50:00,38,55,42,14,31,17,0,21,1,35,25,44,36,20,26,23,428
2024-03-20 20:00:00,33,47,41,20,25,17,0,25,1,37,23,47,38,20,32,28,434
2024-03-20 20:10:00,25,43,30,14,30,10,0,14,8,27,22,29,43,21,23,16,355
2024-03-20 20:20:00,20,37,29,10,26,12,0,20,0,28,26,41,49,27,37,33,395
2024-03-20 20:30:00,26,44,36,12,31,7,0,14,4,37,22,43,29,22,18,21,366
2024-03-20 20:40:00,25,26,23,8,17,7,0,13,3,25,26,44,30,22,23,33,325
2024-03-20 20:50:00,24,31,19,9,22,7,0,14,5,32,19,40,25,29,21,19,316
2024-03-20 21:00:00,28,45,32,10,22,12,0,13,0,26,17,24,19,26,19,21,314
2024-03-20 21:10:00,28,37,28,10,20,8,0,12,4,36,30,44,28,25,26,26,362
2024-03-20 21:20:00,17,29,22,19,25,20,0,25,0,30,21,37,28,20,30,26,349
2024-03-20 21:30:00,31,41,25,13,24,9,0,15,7,24,22,31,31,20,27,20,340
2024-03-20 21:40:00,34,56,37,7,34,8,0,10,0,24,22,30,23,20,20,23,348
2024-03-20 21:50:00,27,47,25,11,32,7,0,14,11,35,22,38,15,9,20,10,323
2024-03-20 22:00:00,21,28,21,14,17,10,0,19,7,19,23,28,24,17,27,20,295
2024-03-20 22:10:00,24,37,22,8,16,7,0,12,6,29,29,44,25,31,27,27,344
2024-03-20 22:20:00,17,31,16,8,18,9,0,11,0,23,21,24,22,23,27,18,268
2024-03-20 22:30:00,15,28,18,12,23,15,0,14,1,29,22,36,20,21,23,15,292
2024-03-20 22:40:00,19,32,18,4,17,4,0,8,2,17,17,18,13,15,12,16,212
2024-03-20 22:50:00,17,27,15,6,19,4,0,8,2,13,13,16,10,15,14,13,192
2024-03-20 23:00:00,11,13,10,8,10,13,0,14,7,11,14,18,23,19,18,15,204
2024-03-20 23:10:00,8,15,9,11,8,6,0,18,3,15,19,25,14,16,15,17,199
2024-03-20 23:20:00,11,21,14,8,11,7,0,15,1,20,19,17,10,17,18,17,206
2024-03-20 23:30:00,8,11,7,4,7,5,0,8,6,9,9,13,8,12,13,9,129
2024-03-20 23:40:00,9,16,9,2,13,0,0,0,0,13,11,18,7,17,3,18,136
2024-03-20 23:50:00,7,15,8,2,10,2,0,6,3,11,12,15,8,11,13,8,131
2024-03-21 00:00:00,9,15,9,3,12,2,0,7,1,6,8,11,7,7,11,4,112
2024-03-21 00:10:00,11,14,6,6,5,2,0,4,3,5,10,9,8,12,9,9,113
2024-03-21 00:20:00,2,3,3,3,2,4,0,7,1,6,7,6,5,6,7,4,66
2024-03-21 00:30:00,7,13,6,6,5,4,0,9,3,7,11,13,6,6,10,5,111
2024-03-21 00:40:00,4,19,5,3,7,3,0,4,1,2,3,3,10,14,10,15,103
2024-03-21 00:50:00,5,5,3,4,3,2,0,9,0,5,7,8,3,7,5,7,73
2024-03-21 01:00:00,7,8,5,2,6,1,0,3,16,3,4,6,1,1,2,0,65
2024-03-21 01:10:00,7,10,6,2,10,4,0,2,5,6,9,8,6,7,8,6,96
2024-03-21 01:20:00,4,6,4,2,3,2,0,4,0,5,7,7,3,9,8,5,69
2024-03-21 01:30:00,3,7,3,2,4,0,0,0,0,2,1,1,7,7,4,4,45
2024-03-21 01:40:00,0,0,0,1,0,1,0,2,0,5,8,5,9,11,8,5,55
2024-03-21 01:50:00,2,6,3,5,3,0,0,0,2,3,4,3,7,9,5,5,57
2024-03-21 02:00:00,3,5,4,4,5,2,0,1,7,4,4,6,4,3,3,2,57
2024-03-21 02:10:00,4,6,2,1,2,0,0,2,5,4,5,7,3,4,4,5,54
2024-03-21 02:20:00,3,7,5,4,4,3,0,4,4,3,3,6,3,8,6,6,69
2024-03-21 02:30:00,6,8,4,1,6,0,0,0,3,3,4,5,0,0,0,0,40
2024-03-21 02:40:00,3,3,2,0,2,0,0,0,2,2,2,5,2,6,1,2,32
2024-03-21 02:50:00,0,1,3,1,1,0,0,0,3,4,4,4,4,4,2,4,35
2024-03-21 03:00:00,5,13,6,2,10,0,0,0,0,3,5,3,1,4,1,3,56
2024-03-21 03:10:00,1,2,1,0,1,0,0,0,1,0,0,0,1,2,1,1,11
2024-03-21 03:20:00,2,3,3,2,3,0,0,0,4,2,3,2,2,5,2,3,36
2024-03-21 03:30:00,2,0,0,1,0,0,0,0,5,1,0,3,3,6,5,3,29
2024-03-21 03:40:00,6,8,5,2,11,2,0,2,5,2,2,2,1,2,3,0,53
2024-03-21 03:50:00,5,5,3,1,5,1,0,1,4,2,2,2,2,5,1,7,46
2024-03-21 04:00:00,9,17,10,3,9,2,0,4,6,4,4,4,4,2,2,2,82
2024-03-21 04:10:00,2,7,3,3,4,4,0,6,3,2,3,2,3,5,4,3,54
2024-03-21 04:20:00,4,9,5,3,5,2,0,5,5,5,6,8,2,7,6,10,82
2024-03-21 04:30:00,2,9,4,3,6,3,0,4,3,7,5,7,2,5,4,6,70
2024-03-21 04:40:00,1,2,1,7,1,3,0,4,2,4,4,5,4,5,4,7,54
2024-03-21 04:50:00,3,7,2,1,3,0,0,0,5,5,8,7,5,16,3,22,87
2024-03-21 05:00:00,9,14,8,7,7,5,0,9,8,12,9,13,3,8,6,10,128
2024-03-21 05:10:00,5,9,6,5,8,2,0,2,4,12,17,19,13,18,12,15,147
2024-03-21 05:20:00,12,21,11,2,11,3,0,2,3,7,10,9,12,20,12,14,149
2024-03-21 05:30:00,6,13,9,6,7,5,0,10,0,22,20,30,15,18,15,19,195
2024-03-21 05:40:00,11,23,13,12,14,7,0,12,2,43,16,31,20,18,19,19,260
2024-03-21 05:50:00,14,21,16,11,12,9,0,15,8,20,13,30,27,19,23,25,263
2024-03-21 06:00:00,19,37,20,15,20,10,0,17,6,21,19,22,60,15,23,19,323
2024-03-21 06:10:00,15,20,17,12,11,8,0,22,4,26,20,26,82,19,22,21,325
2024-03-21 06:20:00,20,19,20,8,15,8,0,6,5,42,24,35,42,23,35,17,319
2024-03-21 06:30:00,19,22,19,12,16,7,0,8,8,50,23,34,40,21,34,13,326
2024-03-21 06:40:00,24,26,27,19,23,20,0,21,10,35,16,38,51,36,48,18,412
2024-03-21 06:50:00,32,31,38,7,52,4,0,5,12,47,15,27,57,29,35,11,402
2024-03-21 07:00:00,29,23,33,12,24,10,0,9,5,49,13,25,82,40,40,10,404
2024-03-21 07:10:00,29,32,35,15,26,13,0,13,3,36,18,36,56,34,44,19,409
2024-03-21 07:20:00,28,25,39,20,24,9,0,13,4,41,12,33,61,26,42,6,383
2024-03-21 07:30:00,28,21,34,23,19,15,0,13,5,38,17,29,76,30,45,16,409
2024-03-21 07:40:00,39,30,52,37,19,12,0,19,5,35,12,37,131,32,47,3,510
2024-03-21 07:50:00,39,25,57,29,24,15,0,12,5,45,15,39,54,32,51,17,459
2024-03-21 08:00:00,29,19,47,30,21,21,0,12,11,42,14,30,69,36,53,20,454
2024-03-21 08:10:00,40,27,61,21,28,15,0,13,11,49,17,36,68,32,47,25,490
2024-03-21 08:20:00,16,19,50,25,22,8,0,8,5,32,3,16,67,38,52,13,374
2024-03-21 08:30:00,36,20,48,25,26,12,0,15,5,66,8,32,66,37,45,19,460
2024-03-21 08:40:00,26,22,41,29,30,12,0,9,3,32,15,26,171,30,53,14,513
2024-03-21 08:50:00,25,15,31,21,21,11,0,10,8,31,9,32,52,29,41,11,347
2024-03-21 09:00:00,32,23,41,25,26,8,0,10,6,51,15,28,54,33,43,8,403
2024-03-21 09:10:00,26,24,30,23,36,22,0,15,13,37,23,27,66,45,61,14,462
2024-03-21 09:20:00,24,18,40,24,25,18,0,13,12,40,17,26,58,39,58,12,424
2024-03-21 09:30:00,44,32,48,15,34,12,0,8,5,28,15,25,86,39,46,17,454
2024-03-21 09:40:00,38,29,39,19,28,15,0,9,5,39,18,30,52,35,45,17,418
2024-03-21 09:50:00,29,24,33,20,27,11,0,16,7,43,22,31,54,45,55,23,440
2024-03-21 10:00:00,33,21,37,18,24,14,0,12,8,36,10,19,37,30,41,16,356
2024-03-21 10:10:00,32,19,44,20,24,14,0,12,7,32,11,20,54,34,53,10,386
2024-03-21 10:20:00,23,21,26,21,19,18,0,10,5,32,20,28,143,37,51,17,471
2024-03-21 10:30:00,40,24,33,15,23,14,0,14,9,45,10,26,50,42,56,4,405
2024-03-21 10:40:00,29,26,29,20,25,42,0,11,6,41,17,33,56,38,53,19,445
2024-03-21 10:50:00,26,26,32,22,23,16,0,20,9,52,18,34,48,32,46,11,415
2024-03-21 11:00:00,33,19,34,28,23,11,0,44,3,33,19,28,36,33,48,13,405
2024-03-21 11:10:00,37,30,42,21,29,17,0,14,7,35,12,30,46,34,43,8,405
2024-03-21 11:20:00,40,36,46,20,31,11,0,11,4,36,14,35,50,35,41,13,423
2024-03-21 11:30:00,42,27,37,28,34,17,0,11,4,38,21,29,43,32,48,15,426
2024-03-21 11:40:00,44,54,53,11,38,10,0,11,12,56,16,32,38,29,35,23,462
2024-03-21 11:50:00,44,25,48,25,35,16,0,16,8,48,10,16,134,38,52,16,531
2024-03-21 12:00:00,22,20,32,26,25,17,0,14,8,47,31,34,55,33,55,11,430
2024-03-21 12:10:00,36,22,40,21,32,24,0,13,6,54,12,38,47,36,47,12,440
2024-03-21 12:20:00,40,22,51,22,29,44,0,15,8,56,4,5,62,28,49,14,449
2024-03-21 12:30:00,48,28,46,28,37,16,0,25,9,48,15,32,55,34,47,13,481
2024-03-21 12:40:00,39,25,49,21,26,14,0,10,5,36,15,31,66,32,39,10,418
2024-03-21 12:50:00,45,27,55,29,35,21,0,14,7,48,17,27,89,39,51,16,520
2024-03-21 13:00:00,33,27,36,16,27,8,0,7,6,37,11,26,53,37,41,12,377
2024-03-21 13:10:00,51,27,57,20,26,17,0,12,9,58,11,14,56,35,41,17,451
2024-03-21 13:20:00,40,22,42,23,33,17,0,18,4,47,3,0,51,32,41,12,385
2024-03-21 13:30:00,34,14,53,28,27,20,0,9,6,59,2,0,71,43,56,19,441
