datetime,V11Z,V12Z,D21Z,D22Z,V23Z,V24Z,V33Z,V31Z,V32Z,V41Z,D51Z,V52Z,V101Z,D111Z,V112Z,V122Z,Total
2024-03-10 20:00:00,23,37,30,8,27,9,0,13,4,34,25,38,25,24,19,21,337
2024-03-10 20:10:00,25,40,29,12,31,15,0,19,5,37,33,41,18,16,21,24,366
2024-03-10 20:20:00,32,31,26,15,25,9,0,15,8,23,26,41,21,21,26,19,338
2024-03-10 20:30:00,15,34,21,15,18,11,0,13,2,62,28,43,20,19,23,10,334
2024-03-10 20:40:00,20,38,19,11,21,8,0,21,5,20,17,29,120,23,24,20,396
2024-03-10 20:50:00,9,16,9,7,13,5,0,8,0,17,26,25,16,23,15,23,212
2024-03-10 21:00:00,22,30,22,11,22,10,0,14,2,26,26,32,20,17,24,27,305
2024-03-10 21:10:00,22,35,21,9,15,4,0,4,0,28,25,50,20,13,10,15,271
2024-03-10 21:20:00,31,47,36,13,30,12,0,19,2,26,21,30,23,21,22,18,351
2024-03-10 21:30:00,29,48,27,9,26,5,0,12,1,20,49,33,20,22,19,14,334
2024-03-10 21:40:00,18,25,22,5,18,6,0,11,0,27,18,27,33,14,15,21,260
2024-03-10 21:50:00,22,37,20,7,21,8,0,12,1,22,17,26,16,23,19,26,277
2024-03-10 22:00:00,10,20,10,6,9,6,0,12,2,18,16,22,18,13,18,20,200
2024-03-10 22:10:00,21,35,22,10,25,8,0,14,1,15,22,22,10,12,11,9,237
2024-03-10 22:20:00,14,25,14,7,14,5,0,9,1,14,13,16,21,15,22,13,203
2024-03-10 22:30:00,14,18,10,8,11,3,0,7,7,11,14,13,7,11,13,9,156
2024-03-10 22:40:00,6,7,6,6,11,3,0,4,0,9,10,8,20,24,18,14,146
2024-03-10 22:50:00,2,11,7,3,7,2,0,2,1,9,10,9,7,9,7,10,96
2024-03-10 23:00:00,4,3,5,5,3,4,0,6,1,10,10,10,9,14,16,8,108
2024-03-10 23:10:00,7,10,6,4,8,3,0,4,0,13,12,13,12,14,11,7,124
2024-03-10 23:20:00,3,4,3,5,5,4,0,5,0,8,10,11,5,6,10,3,82
2024-03-10 23:30:00,1,2,3,2,3,2,0,4,0,6,7,5,7,18,10,18,88
2024-03-10 23:40:00,6,6,5,4,5,2,0,3,3,9,13,12,7,10,8,6,99
2024-03-10 23:50:00,4,4,5,5,6,2,0,5,0,11,10,8,6,8,10,4,88
2024-03-11 00:00:00,4,4,4,4,3,3,0,3,0,4,4,5,6,12,9,9,74
2024-03-11 00:10:00,5,5,5,2,6,0,0,0,1,3,5,10,7,12,6,10,77
2024-03-11 00:20:00,4,6,4,2,5,2,0,3,0,7,6,7,10,10,7,9,82
2024-03-11 00:30:00,2,4,2,4,2,2,0,2,0,3,3,3,4,8,6,4,49
2024-03-11 00:40:00,4,6,4,2,4,2,0,2,1,2,3,3,3,8,2,8,54
2024-03-11 00:50:00,3,3,2,3,3,2,0,4,0,3,4,4,2,6,4,5,48
2024-03-11 01:00:00,2,3,2,0,3,0,0,0,0,4,2,3,1,6,2,4,32
2024-03-11 01:10:00,5,6,4,2,5,2,0,4,0,2,3,3,3,10,3,5,57
2024-03-11 01:20:00,1,1,1,2,1,2,0,2,0,0,0,0,2,6,4,2,24
2024-03-11 01:30:00,5,8,5,0,11,0,0,0,0,1,1,1,1,3,2,4,42
2024-03-11 01:40:00,3,3,3,0,3,0,0,0,1,4,6,4,5,6,5,3,46
2024-03-11 01:50:00,3,4,3,5,5,2,0,4,1,3,7,3,2,3,2,3,50
2024-03-11 02:00:00,2,3,3,0,3,0,0,0,0,0,0,0,1,1,1,0,14
2024-03-11 02:10:00,3,1,1,0,3,0,0,0,4,3,3,3,3,6,2,3,35
2024-03-11 02:20:00,5,4,3,1,3,1,0,1,3,1,1,1,1,4,5,2,36
2024-03-11 02:30:00,4,5,3,2,3,1,0,2,4,2,2,2,1,2,3,1,37
2024-03-11 02:40:00,1,2,2,2,2,2,0,4,0,1,1,1,1,3,4,1,27
2024-03-11 02:50:00,4,2,3,1,3,0,0,0,3,5,5,6,0,1,0,1,34
2024-03-11 03:00:00,3,3,2,4,1,3,0,4,1,0,0,0,0,1,1,1,24
2024-03-11 03:10:00,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,0,9
2024-03-11 03:20:00,2,2,2,0,3,0,0,0,2,1,2,1,0,2,0,2,19
2024-03-11 03:30:00,1,0,0,3,0,0,0,0,3,0,1,1,2,4,3,2,20
2024-03-11 03:40:00,4,4,3,2,3,2,0,2,4,2,3,1,1,3,3,2,39
2024-03-11 03:50:00,5,2,2,1,3,1,0,1,2,2,2,2,4,8,2,9,46
2024-03-11 04:00:00,6,8,7,4,11,2,0,3,3,2,2,2,1,2,5,1,59
2024-03-11 04:10:00,8,4,4,0,5,0,0,0,6,5,6,6,4,5,3,6,62
2024-03-11 04:20:00,2,1,1,0,0,0,0,0,4,3,5,4,1,5,2,2,30
2024-03-11 04:30:00,7,7,6,2,8,2,0,0,10,8,6,6,3,9,5,6,85
2024-03-11 04:40:00,6,12,9,1,12,0,0,0,3,6,4,9,6,9,7,16,100
2024-03-11 04:50:00,6,6,4,2,5,1,0,1,1,5,6,9,5,11,5,11,78
2024-03-11 05:00:00,10,9,8,6,10,7,0,8,7,9,8,11,8,18,17,18,154
2024-03-11 05:10:00,10,13,11,6,15,2,0,2,6,16,9,16,8,11,6,12,143
2024-03-11 05:20:00,11,18,12,4,16,3,0,4,6,9,8,10,17,25,17,17,177
2024-03-11 05:30:00,6,8,6,8,4,2,0,3,7,13,11,14,15,25,16,24,162
2024-03-11 05:40:00,13,25,22,8,24,4,0,4,5,15,19,15,22,30,24,24,254
2024-03-11 05:50:00,17,17,19,9,14,4,0,4,8,18,12,17,27,29,24,20,239
2024-03-11 06:00:00,15,20,15,12,22,11,0,10,8,27,20,25,27,24,20,24,280
2024-03-11 06:10:00,14,15,14,6,19,5,0,4,1,31,23,25,27,27,16,24,251
2024-03-11 06:20:00,15,16,20,7,21,4,0,4,8,42,15,31,35,28,30,25,301
2024-03-11 06:30:00,19,24,19,14,21,6,0,5,3,41,21,22,38,28,26,26,313
2024-03-11 06:40:00,17,14,20,11,12,6,0,8,3,34,19,27,46,21,21,19,278
2024-03-11 06:50:00,26,19,25,16,17,7,0,5,7,36,16,27,40,23,16,20,300
2024-03-11 07:00:00,23,20,29,10,20,6,0,10,5,41,20,29,58,21,20,22,334
2024-03-11 07:10:00,30,21,44,12,22,8,0,14,5,34,15,26,54,39,37,14,375
2024-03-11 07:20:00,39,28,47,20,31,16,0,16,7,39,19,29,67,33,45,18,454
2024-03-11 07:30:00,34,28,40,18,24,12,0,10,7,42,13,28,65,22,35,29,407
2024-03-11 07:40:00,42,32,62,36,38,15,0,14,5,46,19,47,66,32,50,20,524
2024-03-11 07:50:00,36,10,50,30,10,15,0,12,5,31,9,35,57,29,48,5,382
2024-03-11 08:00:00,18,19,48,24,2,15,0,12,9,42,1,0,50,24,43,3,310
2024-03-11 08:10:00,58,33,72,30,31,16,0,18,12,53,8,44,58,21,44,10,508
2024-03-11 08:20:00,20,16,48,20,27,15,0,10,9,43,12,17,65,33,41,5,381
2024-03-11 08:30:00,31,22,44,18,24,13,0,6,5,53,9,30,60,35,45,16,411
2024-03-11 08:40:00,35,22,41,22,27,14,0,12,9,53,14,34,97,35,41,14,470
2024-03-11 08:50:00,41,24,54,14,25,12,0,9,7,53,14,29,47,36,39,13,417
2024-03-11 09:00:00,31,22,43,21,27,10,0,12,8,48,14,29,62,38,45,10,420
2024-03-11 09:10:00,28,18,40,17,27,12,0,7,8,32,13,25,57,35,40,15,374
2024-03-11 09:20:00,27,24,41,16,26,11,0,11,7,35,9,24,49,35,40,10,365
2024-03-11 09:30:00,22,20,23,17,20,10,0,12,6,39,13,26,61,42,38,20,369
2024-03-11 09:40:00,34,28,35,11,28,7,0,8,4,31,11,25,50,29,30,14,345
2024-03-11 09:50:00,27,19,30,13,26,12,0,8,5,47,10,25,44,31,39,19,355
2024-03-11 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:40:00,5,5,9,1,3,3,0,3,2,9,2,10,8,8,9,3,80
2024-03-11 12:50:00,31,23,44,15,32,10,0,9,10,44,16,25,50,38,45,18,410
2024-03-11 13:00:00,41,28,46,21,36,16,0,8,9,26,15,22,71,39,55,5,438
2024-03-11 13:10:00,27,25,34,18,19,17,0,15,5,51,12,26,50,30,41,90,460
2024-03-11 13:20:00,40,26,41,15,27,16,0,15,14,44,19,36,67,38,49,11,458
2024-03-11 13:30:00,33,25,47,19,34,17,0,16,4,50,10,22,45,38,43,20,423
2024-03-11 13:40:00,47,19,60,33,33,17,0,16,13,51,13,28,42,32,46,18,468
2024-03-11 13:50:00,33,27,36,27,30,20,0,20,4,31,18,28,57,34,50,18,433
2024-03-11 14:00:00,51,30,60,19,38,12,0,11,8,41,19,30,64,33,43,17,476
2024-03-11 14:10:00,47,38,50,30,41,22,0,21,8,34,12,32,62,36,50,13,496
2024-03-11 14:20:00,51,28,68,22,38,13,0,19,8,41,21,27,51,26,35,9,457
2024-03-11 14:30:00,61,42,71,28,46,20,0,21,7,51,16,31,63,42,58,16,573
2024-03-11 14:40:00,48,28,62,22,42,15,0,17,5,54,2,20,63,34,48,13,473
2024-03-11 14:50:00,47,27,44,22,41,17,0,13,6,51,12,24,55,25,40,11,435
2024-03-11 15:00:00,59,34,72,24,42,14,0,8,10,46,20,35,67,42,49,12,534
2024-03-11 15:10:00,51,27,67,20,38,14,0,13,8,56,21,38,50,28,48,12,491
2024-03-11 15:20:00,56,29,73,28,39,35,0,16,3,48,14,26,61,43,53,14,538
2024-03-11 15:30:00,47,22,56,25,33,15,0,14,5,71,7,9,60,33,43,10,450
2024-03-11 15:40:00,56,24,64,38,39,18,0,16,3,55,22,33,57,30,62,9,526
2024-03-11 15:50:00,48,28,68,32,39,27,0,29,10,46,25,33,56,40,52,6,539
2024-03-11 16:00:00,56,38,71,33,40,16,0,19,13,52,25,32,53,33,54,19,554
2024-03-11 16:10:00,55,21,78,38,28,19,0,11,7,43,7,12,73,33,63,14,502
2024-03-11 16:20:00,48,22,58,33,17,17,0,15,7,57,8,29,54,40,49,14,468
2024-03-11 16:30:00,70,32,83,26,43,20,0,15,4,75,26,28,69,37,57,8,593
2024-03-11 16:40:00,61,27,84,35,36,15,0,11,3,61,5,23,66,46,55,11,539
2024-03-11 16:50:00,47,31,59,27,35,16,0,14,3,64,22,48,61,35,49,23,534
2024-03-11 17:00:00,51,30,58,27,40,17,0,12,2,51,9,36,68,38,59,18,516
2024-03-11 17:10:00,44,29,60,33,35,15,0,12,3,60,19,35,136,41,60,9,591
2024-03-11 17:20:00,45,29,65,26,40,21,0,16,2,58,9,20,70,29,46,14,490
2024-03-11 17:30:00,50,32,62,28,38,15,0,13,3,52,14,35,55,35,47,12,491
2024-03-11 17:40:00,34,25,49,23,23,16,0,17,2,47,18,29,73,40,52,14,462
2024-03-11 17:50:00,57,52,66,31,43,18,0,18,1,42,14,37,61,34,60,10,544
2024-03-11 18:00:00,46,45,61,20,32,23,0,15,2,56,24,33,184,28,49,16,634
2024-03-11 18:10:00,54,56,67,22,42,18,0,22,3,52,33,44,58,29,47,18,565
2024-03-11 18:20:00,48,62,53,21,33,15,0,23,5,46,14,29,46,25,33,18,471
2024-03-11 18:30:00,38,57,45,17,29,15,0,24,3,26,17,22,73,28,44,22,460
2024-03-11 18:40:00,31,52,35,21,32,19,0,28,1,40,15,25,38,28,28,17,410
2024-03-11 18:50:00,36,47,37,17,34,14,0,25,2,37,24,36,35,20,25,22,411
2024-03-11 19:00:00,37,46,39,15,31,13,0,20,0,28,16,32,42,22,42,12,395
2024-03-11 19:10:00,42,51,44,20,29,21,0,24,0,26,28,43,34,21,23,24,430
2024-03-11 19:20:00,36,38,35,11,25,7,0,8,4,52,20,35,28,18,24,21,362
2024-03-11 19:30:00,35,64,39,16,37,13,0,19,0,31,18,24,36,21,27,15,395
2024-03-11 19:40:00,28,43,30,16,30,20,0,21,2,28,27,23,42,14,29,22,375
2024-03-11 19:50:00,36,40,37,15,25,17,0,20,1,23,22,32,52,17,34,14,385
2024-03-11 20:00:00,25,37,31,10,21,12,0,12,3,42,24,44,36,20,28,11,356
2024-03-11 20:10:00,22,37,20,14,19,18,0,24,5,33,25,43,25,29,28,25,367
2024-03-11 20:20:00,30,35,27,14,22,19,0,22,0,32,23,33,23,10,25,17,332
2024-03-11 20:30:00,20,38,22,11,24,11,0,22,0,23,25,23,24,20,24,14,301
2024-03-11 20:40:00,22,33,44,11,23,8,0,18,0,26,20,37,30,20,22,22,336
2024-03-11 20:50:00,24,45,31,9,32,9,0,15,7,30,23,35,50,19,33,13,375
2024-03-11 21:00:00,22,36,22,18,20,19,0,33,1,26,24,34,41,24,31,17,368
2024-03-11 21:10:00,46,62,49,15,42,19,0,24,5,27,20,34,21,25,36,29,454
2024-03-11 21:20:00,33,44,36,4,32,3,0,9,1,34,28,50,12,15,20,14,335
2024-03-11 21:30:00,24,38,18,11,22,10,0,14,2,26,23,34,19,21,25,23,310
2024-03-11 21:40:00,21,40,23,17,20,11,0,28,1,23,18,34,22,18,25,22,323
2024-03-11 21:50:00,25,47,27,8,31,9,0,12,3,19,16,22,11,17,17,13,277
2024-03-11 22:00:00,19,44,22,13,25,10,0,19,4,17,21,22,21,17,18,27,299
2024-03-11 22:10:00,14,28,14,17,17,20,0,24,2,16,41,21,18,27,33,9,301
2024-03-11 22:20:00,15,27,18,6,20,6,0,9,2,19,26,25,17,20,19,14,243
2024-03-11 22:30:00,15,21,12,7,14,7,0,10,1,15,18,29,15,16,18,13,211
2024-03-11 22:40:00,11,24,16,10,19,9,0,17,2,13,19,15,19,22,21,11,228
2024-03-11 22:50:00,15,26,14,5,18,3,0,6,2,6,7,8,19,23,13,14,179
2024-03-11 23:00:00,12,25,14,7,16,4,0,10,2,11,17,15,7,13,11,15,179
2024-03-11 23:10:00,9,18,8,3,9,3,0,4,1,12,14,20,25,20,15,18,179
2024-03-11 23:20:00,12,26,12,4,14,9,0,6,1,12,14,11,15,14,13,6,169
2024-03-11 23:30:00,9,17,8,4,10,4,0,5,0,6,10,11,4,6,7,8,109
2024-03-11 23:40:00,9,17,10,7,15,5,0,9,2,5,9,7,17,15,17,10,154
2024-03-11 23:50:00,4,8,3,4,5,2,0,5,0,5,6,6,7,9,9,3,76
2024-03-12 00:00:00,11,20,10,4,12,3,0,4,2,5,8,9,6,11,6,8,119
2024-03-12 00:10:00,6,13,7,2,8,2,0,5,0,6,9,8,7,9,5,13,100
2024-03-12 00:20:00,4,6,4,5,6,5,0,8,0,9,8,10,16,8,11,1,101
2024-03-12 00:30:00,7,14,6,3,5,3,0,6,0,6,6,10,13,12,13,13,117
2024-03-12 00:40:00,3,8,5,1,4,0,0,0,0,5,6,8,20,8,4,6,78
2024-03-12 00:50:00,5,5,2,2,1,1,0,2,0,6,10,13,4,10,5,7,73
2024-03-12 01:00:00,2,10,4,3,9,1,0,3,5,2,2,5,3,7,5,6,67
2024-03-12 01:10:00,2,1,1,3,1,1,0,4,4,6,10,8,4,5,4,5,59
2024-03-12 01:20:00,1,1,1,3,1,1,0,2,2,1,1,1,1,5,4,6,31
2024-03-12 01:30:00,4,4,4,1,5,0,0,0,1,2,4,2,2,5,2,5,41
2024-03-12 01:40:00,4,6,3,1,3,0,0,0,0,1,2,3,2,2,2,0,29
2024-03-12 01:50:00,5,8,3,1,4,0,0,0,0,2,1,2,3,6,3,5,43
2024-03-12 02:00:00,1,2,1,1,1,1,0,2,5,2,5,4,0,1,2,0,28
2024-03-12 02:10:00,3,5,4,1,4,4,0,0,3,2,3,2,4,5,2,4,46
2024-03-12 02:20:00,3,6,4,6,4,1,0,2,3,4,6,8,5,7,2,5,66
2024-03-12 02:30:00,1,4,2,1,2,0,0,0,2,4,6,7,5,3,5,1,43
2024-03-12 02:40:00,4,6,3,1,3,1,0,2,2,4,8,7,1,1,2,0,45
2024-03-12 02:50:00,0,1,1,3,2,2,0,5,0,2,3,4,0,1,3,1,28
2024-03-12 03:00:00,4,7,4,0,4,0,0,0,2,0,0,0,0,1,0,1,23
2024-03-12 03:10:00,1,2,1,1,2,1,0,2,0,2,4,3,2,5,2,4,32
2024-03-12 03:20:00,2,3,2,0,2,0,0,0,1,2,4,2,1,1,2,2,24
2024-03-12 03:30:00,4,4,2,4,2,2,0,5,6,0,0,0,2,2,5,0,38
2024-03-12 03:40:00,2,5,95,4,3,2,0,5,7,2,1,2,2,8,2,4,144
2024-03-12 03:50:00,7,7,3,1,4,0,0,1,4,3,3,5,4,2,1,2,47
2024-03-12 04:00:00,5,5,2,0,2,0,0,1,3,3,5,3,3,4,4,1,41
2024-03-12 04:10:00,3,2,1,2,1,2,0,4,2,4,4,4,3,3,5,3,43
2024-03-12 04:20:00,12,15,8,1,9,2,0,2,19,6,7,8,4,5,5,7,110
2024-03-12 04:30:00,2,4,1,2,1,1,0,2,1,4,3,6,3,6,5,4,45
2024-03-12 04:40:00,2,6,3,0,3,0,0,0,3,5,8,6,16,4,5,5,66
2024-03-12 04:50:00,6,10,7,3,7,0,0,0,3,4,3,9,6,9,3,10,80
2024-03-12 05:00:00,5,14,7,5,8,2,0,4,5,6,7,8,6,15,8,21,121
2024-03-12 05:10:00,5,14,8,2,8,2,0,3,4,11,15,13,10,17,5,17,134
2024-03-12 05:20:00,12,26,13,5,16,1,0,1,4,10,12,14,11,12,7,14,158
2024-03-12 05:30:00,15,17,10,9,10,6,0,9,3,22,20,26,17,22,16,14,216
2024-03-12 05:40:00,16,26,24,7,24,8,0,19,4,22,24,31,24,22,28,23,302
2024-03-12 05:50:00,20,26,15,10,17,9,0,19,8,16,13,19,22,24,17,25,260
2024-03-12 06:00:00,15,24,16,5,16,4,0,6,7,24,16,26,30,20,18,27,254
2024-03-12 06:10:00,20,37,25,9,18,11,0,19,6,24,19,28,25,18,26,19,304
2024-03-12 06:20:00,16,25,17,17,15,11,0,25,5,37,26,43,39,18,32,16,342
2024-03-12 06:30:00,19,28,19,7,16,5,0,10,3,36,23,36,28,13,21,19,283
2024-03-12 06:40:00,27,25,33,9,22,8,0,8,8,23,23,29,58,22,31,14,340
2024-03-12 06:50:00,25,28,31,11,21,7,0,10,7,39,22,24,54,25,34,21,359
2024-03-12 07:00:00,23,26,26,12,20,9,0,10,2,52,26,30,37,23,31,9,336
2024-03-12 07:10:00,36,28,42,22,17,11,0,16,7,32,15,33,51,23,37,17,387
2024-03-12 07:20:00,37,40,54,12,32,7,0,11,12,52,16,43,59,29,39,16,459
2024-03-12 07:30:00,39,31,54,22,23,13,0,21,10,33,16,22,69,28,41,8,430
2024-03-12 07:40:00,34,37,60,32,24,12,0,18,6,48,10,19,84,29,43,81,537
2024-03-12 07:50:00,31,24,40,31,7,19,0,14,7,38,2,14,71,38,46,5,387
2024-03-12 08:00:00,49,34,68,26,29,17,0,14,9,53,0,9,74,46,57,7,492
2024-03-12 08:10:00,40,24,55,20,30,16,0,13,9,55,13,29,52,23,41,21,441
2024-03-12 08:20:00,34,24,46,24,25,10,0,9,7,44,11,39,49,28,42,16,408
2024-03-12 08:30:00,33,22,46,17,26,10,0,8,6,36,7,26,71,37,44,18,407
2024-03-12 08:40:00,26,25,62,27,34,13,0,16,6,44,14,43,59,36,39,18,462
2024-03-12 08:50:00,36,27,43,24,32,13,0,12,9,62,24,28,61,35,53,20,479
2024-03-12 09:00:00,38,28,44,17,33,8,0,8,7,48,13,35,66,37,42,14,438
2024-03-12 09:10:00,31,25,33,19,17,13,0,10,10,42,11,22,54,35,45,10,377
2024-03-12 09:20:00,29,25,34,20,29,12,0,11,7,35,13,31,60,33,48,21,408
2024-03-12 09:30:00,20,15,29,16,18,9,0,8,2,33,10,18,38,27,32,6,281
2024-03-12 09:40:00,11,25,35,20,23,10,0,8,3,40,19,28,38,30,34,12,336
2024-03-12 09:50:00,9,12,20,18,12,9,0,8,2,28,3,19,53,39,44,16,292
2024-03-12 10:00:00,37,22,36,21,24,13,0,15,11,40,6,20,32,27,37,11,352
2024-03-12 10:10:00,25,22,23,22,20,15,0,13,6,27,13,21,49,38,49,18,361
2024-03-12 10:20:00,36,29,46,28,39,22,0,16,6,31,15,29,45,40,39,18,439
2024-03-12 10:30:00,24,29,38,19,27,9,0,13,5,45,16,25,51,29,38,19,387
2024-03-12 10:40:00,36,21,36,30,35,17,0,27,9,33,16,31,63,45,55,20,474
2024-03-12 10:50:00,29,25,38,14,29,12,0,12,4,37,20,26,47,34,39,19,385
2024-03-12 11:00:00,42,25,43,16,26,14,0,12,8,39,18,29,46,35,43,12,408
2024-03-12 11:10:00,31,24,35,26,29,20,0,14,10,30,10,22,55,39,49,15,409
2024-03-12 11:20:00,31,19,29,16,19,10,0,10,11,49,9,29,46,30,37,14,359
2024-03-12 11:30:00,33,26,40,42,45,18,0,16,6,39,14,31,38,27,43,20,438
2024-03-12 11:40:00,33,23,35,14,22,11,0,9,5,49,12,24,62,41,47,10,397
2024-03-12 11:50:00,30,22,36,18,30,12,0,12,7,50,10,26,34,25,35,24,371
2024-03-12 12:00:00,29,21,31,19,21,11,0,16,11,47,15,30,49,37,48,20,405
2024-03-12 12:10:00,32,21,34,16,26,18,0,12,6,49,19,38,53,42,43,14,423
2024-03-12 12:20:00,39,24,46,17,29,13,0,12,9,55,16,39,50,37,44,15,445
2024-03-12 12:30:00,38,27,53,17,39,14,0,12,5,48,18,31,36,35,36,21,430
2024-03-12 12:40:00,43,33,49,19,36,20,0,14,8,41,16,30,41,25,46,14,435
2024-03-12 12:50:00,44,22,52,17,29,13,0,13,8,50,11,21,53,41,49,13,436
2024-03-12 13:00:00,40,26,45,19,37,14,0,11,7,50,17,33,48,36,44,13,440
2024-03-12 13:10:00,35,30,37,16,32,11,0,14,9,48,14,33,51,35,48,13,426
2024-03-12 13:20:00,33,20,67,16,18,12,0,9,4,38,16,29,64,45,47,20,438
2024-03-12 13:30:00,37,26,47,21,36,14,0,15,5,42,19,30,43,36,41,12,424
2024-03-12 13:40:00,34,22,45,30,71,18,0,13,3,43,17,31,61,42,46,20,496
2024-03-12 13:50:00,40,29,54,19,32,13,0,12,10,76,11,36,48,33,39,16,468
2024-03-12 14:00:00,45,21,54,23,29,13,0,11,9,47,11,32,43,33,47,15,433
2024-03-12 14:10:00,54,24,58,22,31,15,0,11,12,42,13,35,51,32,52,12,464
2024-03-12 14:20:00,51,31,72,18,32,18,0,14,5,45,14,27,43,29,40,9,448
2024-03-12 14:30:00,35,21,50,31,29,20,0,18,9,51,14,37,53,38,58,20,484
2024-03-12 14:40:00,43,34,61,36,34,19,0,27,10,61,9,11,64,34,55,13,511
2024-03-12 14:50:00,65,40,72,26,41,19,0,18,10,58,4,0,65,47,63,11,539
2024-03-12 15:00:00,45,27,54,29,55,17,0,12,4,58,11,24,70,50,55,15,526
2024-03-12 15:10:00,46,29,63,25,41,18,0,16,4,58,27,31,70,43,67,11,549
2024-03-12 15:20:00,56,28,239,28,28,11,0,11,4,44,18,35,77,35,49,12,675
2024-03-12 15:30:00,45,28,64,28,41,18,0,14,3,58,11,18,61,35,43,16,483
2024-03-12 15:40:00,44,21,62,15,28,11,0,15,12,40,17,31,54,25,42,4,421
2024-03-12 15:50:00,51,39,67,41,43,17,0,10,4,45,15,23,62,29,47,13,506
2024-03-12 16:00:00,38,23,58,33,32,22,0,17,3,71,26,35,65,30,44,19,516
2024-03-12 16:10:00,64,35,80,28,38,16,0,12,4,84,15,29,60,34,48,20,567
2024-03-12 16:20:00,44,32,70,28,40,15,0,13,8,50,8,11,152,36,45,2,554
2024-03-12 16:30:00,52,40,80,50,38,16,0,14,6,64,10,21,75,48,72,13,599
2024-03-12 16:40:00,45,32,64,21,36,13,0,12,7,62,7,9,67,34,52,10,471
2024-03-12 16:50:00,55,28,86,34,21,21,0,22,8,52,8,19,65,28,47,8,502
2024-03-12 17:00:00,51,34,68,23,37,14,0,11,6,79,17,19,84,42,49,10,544
2024-03-12 17:10:00,48,43,67,37,39,16,0,23,8,56,16,26,81,41,65,9,575
2024-03-12 17:20:00,52,58,74,25,44,17,0,16,4,51,16,29,94,25,47,19,571
2024-03-12 17:30:00,50,50,76,34,48,26,0,24,5,64,14,22,60,41,55,18,587
2024-03-12 17:40:00,45,52,68,27,38,21,0,19,1,47,24,35,72,33,44,14,540
2024-03-12 17:50:00,34,46,56,39,27,17,0,30,7,46,7,25,212,30,51,10,637
2024-03-12 18:00:00,47,57,64,29,37,17,0,30,4,60,16,32,58,25,51,12,539
2024-03-12 18:10:00,41,53,75,30,32,18,0,26,7,48,25,32,61,27,42,16,533
2024-03-12 18:20:00,43,56,49,28,32,19,0,43,3,44,13,22,47,32,39,20,490
2024-03-12 18:30:00,40,54,44,15,32,15,0,25,0,32,24,35,35,18,28,20,417
2024-03-12 18:40:00,37,62,45,13,39,9,0,11,0,39,28,43,48,17,26,22,439
2024-03-12 18:50:00,36,61,42,19,35,18,0,32,0,36,24,39,36,16,25,24,443
2024-03-12 19:00:00,37,38,40,17,27,16,0,25,1,29,17,29,112,20,30,25,463
2024-03-12 19:10:00,44,47,40,14,35,14,0,21,1,33,23,38,39,20,25,27,421
2024-03-12 19:20:00,42,48,39,14,23,10,0,20,1,27,23,43,42,22,31,23,408
2024-03-12 19:30:00,44,53,37,21,33,20,0,27,1,30,20,42,29,20,31,29,437
2024-03-12 19:40:00,32,44,36,10,32,9,0,14,3,45,25,48,50,20,24,15,407
2024-03-12 19:50:00,41,54,39,15,27,14,0,20,0,28,22,37,34,24,27,29,411
2024-03-12 20:00:00,27,42,30,10,25,11,0,18,1,23,20,23,35,13,25,24,327
2024-03-12 20:10:00,23,34,29,6,29,8,0,11,0,29,20,34,30,32,27,31,343
2024-03-12 20:20:00,30,42,33,11,22,14,0,21,1,24,25,33,39,23,38,16,372
2024-03-12 20:30:00,31,37,32,14,27,12,0,18,0,22,13,24,17,18,20,18,303
2024-03-12 20:40:00,19,22,26,9,18,7,0,9,7,23,22,22,34,32,24,22,296
2024-03-12 20:50:00,29,17,33,9,23,6,0,8,3,23,16,23,15,14,16,11,246
2024-03-12 21:00:00,10,10,18,10,19,11,0,15,0,27,18,25,19,22,21,25,250
2024-03-12 21:10:00,30,26,27,7,18,7,0,8,3,33,22,31,25,41,25,14,317
