datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D23Z,D31Z,D32Z,D33Z,D41Z,D42Z,D43Z,D44Z,D10Z,Total
2024-03-01 01:00:00,0,0,1,3,1,0,1,3,7,4,9,0,1,3,33
2024-03-01 01:10:00,0,0,0,7,1,0,1,1,2,0,5,0,1,2,20
2024-03-01 01:20:00,0,0,0,3,3,1,2,5,0,0,5,4,3,0,26
2024-03-01 01:30:00,0,0,1,3,3,3,4,3,1,0,5,1,1,1,26
2024-03-01 01:40:00,0,0,1,4,5,1,4,5,1,2,3,1,1,2,30
2024-03-01 01:50:00,0,0,2,4,0,0,2,1,0,2,2,0,0,2,15
2024-03-01 02:00:00,0,0,1,4,2,0,1,1,1,2,3,0,0,0,15
2024-03-01 02:10:00,0,0,0,3,2,0,2,3,0,1,2,0,0,1,14
2024-03-01 02:20:00,0,0,1,3,1,0,2,3,0,1,6,1,0,1,19
2024-03-01 02:30:00,0,0,1,2,1,0,4,2,1,0,0,2,1,0,14
2024-03-01 02:40:00,0,0,0,0,1,0,1,1,0,0,2,1,0,0,6
2024-03-01 02:50:00,0,0,2,3,0,0,1,2,0,1,3,0,0,1,13
2024-03-01 03:00:00,0,0,1,2,3,2,5,2,0,3,4,0,0,2,24
2024-03-01 03:10:00,0,0,0,3,1,0,1,0,0,0,3,0,0,0,8
2024-03-01 03:20:00,0,0,0,1,2,0,2,1,0,0,1,1,0,1,9
2024-03-01 03:30:00,0,0,1,1,0,0,2,4,0,1,3,0,0,0,12
2024-03-01 03:40:00,0,0,0,0,0,1,1,2,0,1,4,0,0,0,9
2024-03-01 03:50:00,0,0,0,0,1,2,0,1,0,1,2,0,0,1,8
2024-03-01 04:00:00,0,0,0,0,3,0,2,3,0,1,1,2,1,0,13
2024-03-01 04:10:00,0,0,0,1,2,0,2,3,0,1,7,1,0,1,18
2024-03-01 04:20:00,0,0,1,3,4,0,2,1,2,3,3,1,1,1,22
2024-03-01 04:30:00,0,0,2,6,2,2,1,2,0,0,2,0,0,1,18
2024-03-01 04:40:00,0,0,0,5,3,0,3,1,2,2,4,2,2,0,24
2024-03-01 04:50:00,0,0,3,3,3,1,2,1,2,1,7,4,1,1,29
2024-03-01 05:00:00,0,0,1,10,7,1,1,3,2,4,7,1,0,1,38
2024-03-01 05:10:00,0,0,0,5,9,5,3,3,4,1,4,2,6,2,44
2024-03-01 05:20:00,0,0,2,15,12,4,4,13,4,5,11,4,7,2,83
2024-03-01 05:30:00,0,0,2,24,21,4,3,9,3,0,16,3,5,4,94
2024-03-01 05:40:00,0,0,2,23,22,4,4,9,3,3,17,1,9,2,99
2024-03-01 05:50:00,0,0,4,23,28,9,5,12,5,2,18,8,17,2,133
2024-03-01 06:00:00,0,0,4,25,21,4,6,12,3,3,24,9,14,5,130
2024-03-01 06:10:00,0,0,3,23,35,8,5,9,6,4,29,10,13,1,146
2024-03-01 06:20:00,0,0,3,39,33,8,4,29,6,6,47,9,11,3,198
2024-03-01 06:30:00,0,0,2,44,29,11,9,17,9,5,30,11,10,8,185
2024-03-01 06:40:00,0,0,5,46,29,15,24,30,15,6,56,11,16,3,256
2024-03-01 06:50:00,0,0,9,48,42,7,15,30,11,5,46,13,16,5,247
2024-03-01 07:00:00,0,0,1,65,43,14,14,28,11,9,57,10,15,10,277
2024-03-01 07:10:00,0,0,5,47,34,20,23,32,19,6,49,11,11,10,267
2024-03-01 07:20:00,0,0,10,59,46,24,25,42,22,11,72,11,19,13,354
2024-03-01 07:30:00,0,0,18,72,52,19,26,54,25,19,86,16,15,13,415
2024-03-01 07:40:00,0,0,13,91,50,16,30,44,36,25,69,22,25,15,436
2024-03-01 07:50:00,0,0,12,70,43,17,28,45,25,19,75,17,17,15,383
2024-03-01 08:00:00,0,0,9,58,53,16,27,47,37,17,64,17,15,15,375
2024-03-01 08:10:00,0,0,7,58,41,20,26,36,31,13,82,16,17,15,362
2024-03-01 08:20:00,0,0,8,61,49,17,25,40,15,21,93,21,19,20,389
2024-03-01 08:30:00,0,0,13,67,41,11,26,29,18,13,74,11,9,18,330
2024-03-01 08:40:00,0,0,7,62,39,15,31,35,32,13,58,14,13,12,331
2024-03-01 08:50:00,0,0,13,54,36,15,29,47,27,11,69,13,20,11,345
2024-03-01 09:00:00,0,0,11,51,28,15,22,28,21,13,55,13,11,21,289
2024-03-01 09:10:00,0,0,9,43,33,14,28,41,23,12,68,17,19,14,321
2024-03-01 09:20:00,0,0,10,60,32,11,31,41,10,9,58,18,14,20,314
2024-03-01 09:30:00,0,0,11,56,39,15,36,44,25,10,58,23,23,17,357
2024-03-01 09:40:00,0,0,13,48,47,13,25,43,35,10,61,20,19,23,357
2024-03-01 09:50:00,0,0,16,52,37,24,31,41,23,12,65,15,15,21,352
2024-03-01 10:00:00,0,0,12,51,36,16,22,41,18,17,45,14,16,23,311
2024-03-01 10:10:00,0,0,15,53,30,16,39,47,22,17,42,15,21,25,342
2024-03-01 10:20:00,0,0,19,44,25,16,24,42,23,9,65,58,19,25,369
2024-03-01 10:30:00,0,0,15,47,35,15,37,42,23,10,40,18,17,22,321
2024-03-01 10:40:00,0,0,10,46,22,13,35,68,19,17,79,25,17,26,377
2024-03-01 10:50:00,0,0,18,50,32,18,35,47,27,16,72,25,23,21,384
2024-03-01 11:00:00,0,0,14,36,29,21,23,28,18,13,53,15,12,21,283
2024-03-01 11:10:00,0,0,9,47,34,19,34,32,30,15,67,17,25,14,343
2024-03-01 11:20:00,0,0,12,54,44,18,28,34,22,23,60,17,14,35,361
2024-03-01 11:30:00,0,0,16,48,38,22,26,49,17,14,66,21,9,19,345
2024-03-01 11:40:00,0,0,12,43,40,17,33,42,20,18,69,17,21,26,358
2024-03-01 11:50:00,0,0,10,48,40,21,35,46,21,14,72,14,11,28,360
2024-03-01 12:00:00,0,0,11,51,44,20,26,35,24,16,70,11,13,26,347
2024-03-01 12:10:00,0,0,9,57,44,24,30,37,25,11,75,8,12,23,355
2024-03-01 12:20:00,0,0,8,42,58,21,24,35,20,12,80,10,12,30,352
2024-03-01 12:30:00,0,0,12,56,47,18,40,38,23,18,71,17,16,25,381
2024-03-01 12:40:00,0,0,13,61,70,15,31,47,19,59,72,18,16,17,438
2024-03-01 12:50:00,0,0,14,70,56,15,34,43,19,19,82,18,18,31,419
2024-03-01 13:00:00,0,0,27,59,47,20,31,38,16,9,75,14,20,36,392
2024-03-01 13:10:00,0,0,13,54,41,39,22,36,25,12,91,14,17,41,405
2024-03-01 13:20:00,0,0,13,51,52,20,45,40,26,14,81,18,18,30,408
2024-03-01 13:30:00,0,0,12,54,56,17,34,39,23,14,81,24,15,33,402
2024-03-01 13:40:00,0,0,11,57,42,15,40,40,29,39,82,15,14,18,402
2024-03-01 13:50:00,0,0,17,52,40,22,37,42,19,15,72,18,20,27,381
2024-03-01 14:00:00,0,0,15,56,40,21,23,38,23,16,91,14,17,22,376
2024-03-01 14:10:00,0,0,23,65,49,23,35,42,21,16,81,13,14,41,423
2024-03-01 14:20:00,0,0,19,42,39,23,31,25,24,13,88,13,17,31,365
2024-03-01 14:30:00,0,0,16,52,46,25,26,43,21,23,82,19,20,37,410
2024-03-01 14:40:00,0,0,16,60,59,24,34,43,24,18,78,15,17,26,414
2024-03-01 14:50:00,0,0,24,54,49,21,35,39,20,19,80,17,19,29,406
2024-03-01 15:00:00,0,0,17,57,59,14,34,47,17,25,75,21,14,30,410
2024-03-01 15:10:00,0,0,11,58,47,21,34,31,20,10,96,13,18,32,391
2024-03-01 15:20:00,0,0,24,62,49,24,33,36,23,20,74,17,17,16,395
2024-03-01 15:30:00,0,0,12,56,47,23,25,33,22,24,90,17,21,30,400
2024-03-01 15:40:00,0,0,20,50,31,25,24,41,20,15,75,13,18,33,365
2024-03-01 15:50:00,0,0,13,68,42,18,39,38,17,21,80,15,15,23,389
2024-03-01 16:00:00,0,0,14,63,49,18,47,49,20,16,75,24,21,29,425
2024-03-01 16:10:00,0,0,15,53,45,24,29,41,25,16,81,12,14,28,383
2024-03-01 16:20:00,0,0,24,56,42,24,45,40,16,23,81,37,16,30,434
2024-03-01 16:30:00,0,0,19,61,53,21,38,35,18,10,78,21,25,29,408
2024-03-01 16:40:00,0,0,14,53,39,20,26,25,20,13,78,14,17,29,348
2024-03-01 16:50:00,0,0,8,56,55,17,36,43,21,20,82,17,16,42,413
2024-03-01 17:00:00,0,0,25,48,42,19,29,32,17,21,82,18,17,29,379
2024-03-01 17:10:00,0,0,20,54,48,20,30,45,28,15,85,17,19,27,408
2024-03-01 17:20:00,0,0,13,58,31,20,41,53,20,12,82,13,19,32,394
2024-03-01 17:30:00,0,0,15,62,49,23,33,26,19,14,99,20,23,21,404
2024-03-01 17:40:00,0,0,19,55,53,15,27,34,20,11,83,17,20,21,375
2024-03-01 17:50:00,0,0,11,90,54,24,17,26,23,20,76,22,17,20,400
2024-03-01 18:00:00,0,0,15,76,46,23,44,38,22,12,82,13,14,20,405
2024-03-01 18:10:00,0,0,17,57,41,22,33,39,21,15,66,17,18,27,373
2024-03-01 18:20:00,0,0,11,51,44,21,44,43,17,20,68,21,18,37,395
2024-03-01 18:30:00,0,0,24,60,43,21,31,37,17,20,78,21,23,23,398
2024-03-01 18:40:00,0,0,11,50,27,25,37,37,15,20,85,19,20,32,378
2024-03-01 18:50:00,0,0,13,59,38,24,38,39,22,12,73,19,23,31,391
2024-03-01 19:00:00,0,0,10,53,36,26,29,36,19,10,60,24,17,23,343
2024-03-01 19:10:00,0,0,15,39,27,19,32,29,12,19,68,13,13,21,307
2024-03-01 19:20:00,0,0,19,39,16,17,34,30,9,9,68,19,17,22,299
2024-03-01 19:30:00,0,0,14,48,33,12,28,21,9,13,58,18,14,19,287
2024-03-01 19:40:00,0,0,15,26,22,19,23,22,9,8,67,13,12,10,246
2024-03-01 19:50:00,0,0,6,29,19,13,24,31,14,7,39,10,9,15,216
2024-03-01 20:00:00,0,0,15,25,20,9,34,25,8,8,48,12,10,16,230
2024-03-01 20:10:00,0,0,10,34,20,19,16,30,8,10,43,8,10,16,224
2024-03-01 20:20:00,0,0,17,25,21,7,17,22,11,5,27,12,10,21,195
2024-03-01 20:30:00,0,0,9,35,18,15,14,21,5,9,43,12,7,14,202
2024-03-01 20:40:00,0,0,8,36,12,10,16,22,10,7,45,11,11,12,200
2024-03-01 20:50:00,0,0,9,31,26,9,21,14,6,5,37,10,9,11,188
2024-03-01 21:00:00,0,0,8,32,21,12,20,12,5,9,32,7,8,5,171
2024-03-01 21:10:00,0,0,11,27,27,13,18,17,3,8,28,10,8,13,183
2024-03-01 21:20:00,0,0,7,22,18,10,18,13,6,8,33,5,4,12,156
2024-03-01 21:30:00,0,0,5,24,18,10,15,16,8,10,27,7,6,13,159
2024-03-01 21:40:00,0,0,10,26,21,20,19,15,6,8,42,7,5,24,203
2024-03-01 21:50:00,0,0,12,29,14,17,20,13,3,9,35,6,6,14,178
2024-03-01 22:00:00,0,0,11,27,21,11,17,10,5,6,38,8,8,17,179
2024-03-01 22:10:00,0,0,10,24,17,9,18,16,7,3,39,4,7,12,166
2024-03-01 22:20:00,0,0,6,30,22,13,14,15,8,4,43,12,19,7,193
2024-03-01 22:30:00,0,0,10,30,16,16,14,12,6,6,34,11,9,11,175
2024-03-01 22:40:00,0,0,8,29,22,12,22,10,7,2,30,4,3,12,161
2024-03-01 22:50:00,0,0,8,26,16,11,16,14,10,3,25,8,8,10,155
2024-03-01 23:00:00,0,0,13,24,12,10,19,15,10,2,39,6,3,14,167
2024-03-01 23:10:00,0,0,13,22,19,8,12,10,4,4,28,9,4,11,144
2024-03-01 23:20:00,0,0,15,23,10,8,12,11,6,5,17,4,3,13,127
2024-03-01 23:30:00,0,0,5,14,10,7,13,9,5,3,19,7,0,10,102
2024-03-01 23:40:00,0,0,5,12,5,5,13,10,5,5,26,4,2,7,99
2024-03-01 23:50:00,0,0,5,13,8,4,7,6,4,0,10,4,3,8,72
2024-03-02 00:00:00,0,0,6,9,6,1,9,11,18,2,22,0,0,10,94
2024-03-02 00:10:00,0,0,3,13,5,6,17,13,3,2,13,4,2,9,90
2024-03-02 00:20:00,0,0,7,9,9,9,9,8,5,2,18,3,1,7,87
2024-03-02 00:30:00,0,0,4,9,5,1,11,6,9,4,13,0,3,5,70
2024-03-02 00:40:00,0,0,5,9,5,1,8,9,10,3,17,0,1,4,72
2024-03-02 00:50:00,0,0,0,12,7,3,8,6,15,2,8,2,1,2,66
2024-03-02 01:00:00,0,0,3,14,12,5,8,7,9,3,4,2,0,2,69
2024-03-02 01:10:00,0,0,3,6,2,3,4,6,4,3,8,6,1,3,49
2024-03-02 01:20:00,0,0,1,6,7,5,11,7,1,0,10,2,1,4,55
2024-03-02 01:30:00,0,0,3,5,7,5,6,10,3,4,11,2,2,1,59
2024-03-02 01:40:00,0,0,2,8,0,0,8,10,0,2,7,0,1,3,41
2024-03-02 01:50:00,0,0,1,3,6,4,4,3,1,1,8,1,3,2,37
2024-03-02 02:00:00,0,0,0,5,1,0,1,3,1,1,5,2,0,1,20
2024-03-02 02:10:00,0,0,4,6,2,2,7,6,0,2,8,2,0,4,43
2024-03-02 02:20:00,0,0,1,2,2,12,2,7,2,2,7,0,0,2,39
2024-03-02 02:30:00,0,0,2,4,1,2,4,3,0,0,4,1,3,2,26
2024-03-02 02:40:00,0,0,4,5,4,3,7,3,1,0,2,2,1,4,36
2024-03-02 02:50:00,0,0,0,4,1,3,7,8,1,2,3,3,3,4,39
2024-03-02 03:00:00,0,0,4,3,3,2,3,0,1,1,9,2,0,0,28
2024-03-02 03:10:00,0,0,2,4,0,0,2,3,0,1,5,3,3,1,24
2024-03-02 03:20:00,0,0,5,4,1,0,4,4,0,2,2,1,0,1,24
2024-03-02 03:30:00,0,0,1,5,0,2,2,2,2,1,3,1,1,2,22
2024-03-02 03:40:00,0,0,1,3,2,2,7,3,2,0,6,0,1,0,27
2024-03-02 03:50:00,0,0,1,2,3,2,6,4,1,1,4,2,0,1,27
2024-03-02 04:00:00,0,0,2,3,0,0,4,5,0,0,3,2,0,0,19
2024-03-02 04:10:00,0,0,2,4,2,2,1,2,0,0,5,0,1,1,20
2024-03-02 04:20:00,0,0,1,4,5,3,3,4,1,0,2,0,0,3,26
2024-03-02 04:30:00,0,0,0,2,1,0,3,2,0,2,7,0,0,2,19
2024-03-02 04:40:00,0,0,1,4,1,0,3,3,1,1,1,1,1,2,19
2024-03-02 04:50:00,0,0,1,3,2,0,3,3,0,1,5,1,0,0,19
2024-03-02 05:00:00,0,0,0,5,3,2,4,2,1,0,0,0,3,4,24
2024-03-02 05:10:00,0,0,2,5,5,4,5,4,0,0,5,1,1,1,33
2024-03-02 05:20:00,0,0,2,7,7,3,8,7,1,4,7,6,2,3,57
2024-03-02 05:30:00,0,0,1,6,8,3,1,6,1,0,4,2,4,1,37
2024-03-02 05:40:00,0,0,4,8,7,2,2,3,0,2,8,3,3,1,43
2024-03-02 05:50:00,0,0,1,6,9,1,2,1,1,3,12,1,2,0,39
2024-03-02 06:00:00,0,0,4,10,9,1,4,2,1,3,11,4,1,0,50
2024-03-02 06:10:00,0,0,0,7,9,6,2,3,1,3,8,4,2,6,51
2024-03-02 06:20:00,0,0,1,4,8,2,4,1,0,2,9,2,4,1,38
2024-03-02 06:30:00,0,0,2,6,6,6,3,5,1,1,4,2,3,4,43
2024-03-02 06:40:00,0,0,3,10,7,2,3,7,3,9,13,4,5,2,68
2024-03-02 06:50:00,0,0,0,15,6,7,4,5,3,4,11,4,2,2,63
2024-03-02 07:00:00,0,0,6,9,5,3,6,9,3,1,11,2,3,2,60
2024-03-02 07:10:00,0,0,0,11,7,4,7,6,2,0,19,2,1,3,62
2024-03-02 07:20:00,0,0,4,14,10,5,7,5,3,5,21,5,3,2,84
2024-03-02 07:30:00,0,0,1,18,7,8,7,10,6,2,17,4,2,5,87
2024-03-02 07:40:00,0,0,1,20,7,1,7,10,3,6,25,4,2,5,91
2024-03-02 07:50:00,0,0,0,12,16,8,8,11,9,4,20,3,6,7,104
2024-03-02 08:00:00,0,0,4,25,11,7,14,10,9,3,17,3,2,6,111
2024-03-02 08:10:00,0,0,2,22,15,5,11,16,4,5,22,5,4,6,117
2024-03-02 08:20:00,0,0,5,24,15,7,13,16,12,4,34,7,4,7,148
2024-03-02 08:30:00,0,0,1,33,15,10,7,15,13,2,25,8,11,9,149
2024-03-02 08:40:00,0,0,4,27,23,14,15,20,12,8,33,7,9,6,178
2024-03-02 08:50:00,0,0,4,40,20,18,8,51,7,6,41,12,11,9,227
2024-03-02 09:00:00,0,0,5,37,26,17,16,31,13,9,36,7,4,6,207
2024-03-02 09:10:00,0,0,7,33,22,10,19,21,14,6,46,7,11,13,209
2024-03-02 09:20:00,0,0,2,36,20,11,20,30,13,15,48,11,8,8,222
2024-03-02 09:30:00,0,0,6,50,31,18,22,36,9,7,49,14,10,1,253
2024-03-02 09:40:00,0,0,10,35,27,20,27,39,8,11,58,16,16,10,277
2024-03-02 09:50:00,0,0,11,47,33,10,31,41,19,17,61,29,22,16,337
2024-03-02 10:00:00,0,0,14,49,22,14,28,40,21,15,66,14,17,12,312
2024-03-02 10:10:00,0,0,10,41,35,16,23,34,22,8,57,10,10,17,283
2024-03-02 10:20:00,0,0,13,38,40,16,30,33,20,8,60,18,13,13,302
2024-03-02 10:30:00,0,0,11,35,33,6,31,35,11,11,64,11,11,14,273
2024-03-02 10:40:00,0,0,10,61,39,9,29,36,20,13,77,25,21,19,359
2024-03-02 10:50:00,0,0,13,45,30,17,32,40,15,11,64,20,12,20,319
2024-03-02 11:00:00,0,0,7,72,34,21,34,40,16,12,68,17,16,15,352
2024-03-02 11:10:00,0,0,12,42,37,17,34,51,14,16,61,19,19,14,336
2024-03-02 11:20:00,0,0,9,59,68,17,24,32,15,23,60,16,19,21,363
2024-03-02 11:30:00,0,0,13,52,28,21,25,35,20,21,61,14,14,22,326
2024-03-02 11:40:00,0,0,12,50,49,20,25,23,24,15,61,17,18,19,333
2024-03-02 11:50:00,0,0,14,52,29,20,33,43,17,25,59,18,15,20,345
2024-03-02 12:00:00,0,0,12,58,42,16,28,26,18,11,64,14,15,23,327
2024-03-02 12:10:00,0,0,9,54,45,18,28,42,21,21,65,19,17,38,377
2024-03-02 12:20:00,0,0,15,69,39,18,24,30,15,11,80,18,16,24,359
2024-03-02 12:30:00,0,0,15,60,44,24,35,47,24,13,72,14,11,28,387
2024-03-02 12:40:00,0,0,13,56,31,11,29,37,15,9,60,13,12,17,303
2024-03-02 12:50:00,0,0,15,60,42,23,35,39,19,12,74,12,12,23,366
2024-03-02 13:00:00,0,0,13,59,47,20,41,49,16,11,64,18,22,22,382
2024-03-02 13:10:00,0,0,15,49,41,25,20,58,21,10,60,17,13,22,351
2024-03-02 13:20:00,0,0,18,50,37,23,37,43,18,17,67,13,8,20,351
2024-03-02 13:30:00,0,0,17,52,30,24,40,47,14,21,64,14,11,19,353
2024-03-02 13:40:00,0,0,19,55,43,16,31,36,17,15,63,12,9,20,336
2024-03-02 13:50:00,0,0,15,61,43,20,28,41,8,18,94,14,11,20,373
2024-03-02 14:00:00,0,0,17,48,35,20,22,34,17,13,79,13,9,23,330
2024-03-02 14:10:00,0,0,9,44,46,22,44,40,19,21,84,25,15,20,389
2024-03-02 14:20:00,0,0,22,57,31,19,33,30,21,16,72,13,14,22,350
2024-03-02 14:30:00,0,0,15,63,35,21,39,44,15,19,96,8,9,24,388
2024-03-02 14:40:00,0,0,14,49,34,18,37,49,15,19,79,15,12,32,373
2024-03-02 14:50:00,0,0,16,93,36,27,36,44,18,13,89,15,13,19,419
2024-03-02 15:00:00,0,0,13,61,69,41,30,33,19,25,79,8,11,28,417
2024-03-02 15:10:00,0,0,14,66,41,11,32,31,14,10,78,20,20,16,353
2024-03-02 15:20:00,0,0,13,60,29,27,29,40,10,17,84,24,23,18,374
2024-03-02 15:30:00,0,0,8,50,46,15,32,29,9,12,78,20,17,32,348
2024-03-02 15:40:00,0,0,22,39,44,16,39,37,15,12,53,22,12,33,344
2024-03-02 15:50:00,0,0,12,46,27,18,26,27,8,31,71,11,15,23,315
2024-03-02 16:00:00,0,0,10,46,39,20,17,34,8,10,47,16,16,22,285
2024-03-02 16:10:00,0,0,14,49,31,12,22,24,17,13,61,17,17,21,298
2024-03-02 16:20:00,0,0,16,56,44,19,30,27,11,13,59,16,14,25,330
2024-03-02 16:30:00,0,0,15,64,37,22,35,38,9,5,48,14,13,23,323
2024-03-02 16:40:00,0,0,14,41,36,18,19,26,14,13,72,20,12,21,306
2024-03-02 16:50:00,0,0,13,48,33,14,42,36,10,12,70,13,13,21,325
2024-03-02 17:00:00,0,0,14,50,65,26,24,27,10,5,48,15,12,29,325
2024-03-02 17:10:00,0,0,22,52,43,23,31,35,24,12,73,10,9,23,357
2024-03-02 17:20:00,0,0,13,64,43,21,30,35,19,10,71,14,16,30,366
2024-03-02 17:30:00,0,0,8,51,44,15,34,33,15,13,62,13,11,26,325
2024-03-02 17:40:00,0,0,14,60,47,20,40,49,35,23,73,22,16,24,423
2024-03-02 17:50:00,0,0,15,62,38,20,20,19,33,29,82,19,16,24,377
2024-03-02 18:00:00,0,0,8,72,45,23,40,32,31,17,64,10,12,20,374
2024-03-02 18:10:00,0,0,19,72,46,18,38,39,27,10,67,16,19,32,403
2024-03-02 18:20:00,0,0,24,66,57,26,39,46,22,8,68,19,14,20,409
2024-03-02 18:30:00,0,0,15,57,41,30,38,40,19,12,62,18,19,32,383
2024-03-02 18:40:00,0,0,21,59,43,19,33,31,17,13,58,21,22,25,362
2024-03-02 18:50:00,0,0,11,68,49,23,44,39,13,16,71,21,15,19,389
2024-03-02 19:00:00,0,0,22,51,25,20,27,32,12,5,50,12,12,24,292
2024-03-02 19:10:00,0,0,11,41,29,16,33,31,10,10,42,18,11,25,277
2024-03-02 19:20:00,0,0,10,46,30,13,25,27,12,14,59,15,12,21,284
2024-03-02 19:30:00,0,0,7,33,22,21,32,32,10,10,51,10,13,20,261
2024-03-02 19:40:00,0,0,17,40,30,13,23,22,8,10,58,12,11,25,269
2024-03-02 19:50:00,0,0,14,27,21,16,20,20,5,7,49,8,12,23,222
2024-03-02 20:00:00,0,0,9,42,19,16,20,23,9,11,33,10,8,13,213
2024-03-02 20:10:00,0,0,16,37,18,8,14,17,7,4,43,7,8,12,191
2024-03-02 20:20:00,0,0,13,32,18,14,28,26,11,8,41,9,9,14,223
2024-03-02 20:30:00,0,0,19,28,19,14,20,15,4,6,42,13,10,10,200
2024-03-02 20:40:00,0,0,8,29,25,18,26,17,10,5,39,21,7,9,214
2024-03-02 20:50:00,0,0,9,30,18,11,18,8,5,9,43,9,10,5,175
2024-03-02 21:00:00,0,0,11,31,15,12,17,12,2,3,53,5,7,13,181
2024-03-02 21:10:00,0,0,5,24,20,17,17,20,5,8,30,9,6,9,170
2024-03-02 21:20:00,0,0,13,29,18,13,13,6,6,5,27,13,7,20,170
2024-03-02 21:30:00,0,0,7,31,15,12,13,15,4,6,26,5,6,9,149
2024-03-02 21:40:00,0,0,10,21,15,6,18,10,5,7,35,4,8,11,150
2024-03-02 21:50:00,0,0,6,18,12,8,11,13,6,11,34,9,5,13,146
2024-03-02 22:00:00,0,0,11,25,10,7,14,10,6,5,34,3,3,13,141
2024-03-02 22:10:00,0,0,8,32,18,13,20,19,7,3,29,8,5,4,166
2024-03-02 22:20:00,0,0,12,32,17,27,22,11,3,6,38,11,7,11,197
2024-03-02 22:30:00,0,0,11,21,10,17,22,15,2,1,31,6,6,20,162
2024-03-02 22:40:00,0,0,6,29,14,11,14,16,3,0,32,3,3,8,139
2024-03-02 22:50:00,0,0,11,23,17,17,14,13,5,7,41,5,1,16,170
2024-03-02 23:00:00,0,0,11,23,23,12,22,15,2,8,28,9,3,11,167
2024-03-02 23:10:00,0,0,9,21,17,7,22,15,5,2,27,6,6,9,146
2024-03-02 23:20:00,0,0,8,28,14,9,19,16,3,7,25,5,3,6,143
2024-03-02 23:30:00,0,0,6,19,21,9,15,7,3,5,15,10,5,7,122
2024-03-02 23:40:00,0,0,4,21,16,6,10,5,3,4,18,8,7,11,113
2024-03-02 23:50:00,0,0,9,17,8,16,15,5,2,5,24,6,7,7,121
2024-03-03 00:00:00,0,0,3,16,10,14,6,4,2,2,24,7,2,10,100
2024-03-03 00:10:00,0,0,5,11,8,5,32,13,10,11,22,2,1,6,126
2024-03-03 00:20:00,0,0,3,9,10,8,12,5,3,2,18,2,0,7,79
2024-03-03 00:30:00,0,0,4,12,8,5,8,11,2,4,16,5,0,13,88
2024-03-03 00:40:00,0,0,1,6,7,10,14,10,2,2,26,6,3,5,92
2024-03-03 00:50:00,0,0,5,8,8,7,9,9,1,3,10,5,8,3,76
2024-03-03 01:00:00,0,0,4,15,8,7,12,9,5,2,19,3,1,3,88
2024-03-03 01:10:00,0,0,4,15,8,8,18,16,4,3,18,5,1,2,102
2024-03-03 01:20:00,0,0,6,16,8,5,6,7,3,1,14,2,1,2,71
2024-03-03 01:30:00,0,0,1,6,4,2,10,6,9,5,11,4,1,6,65
2024-03-03 01:40:00,0,0,6,7,8,6,6,10,4,1,8,3,2,2,63
2024-03-03 01:50:00,0,0,1,3,3,4,10,8,6,1,8,2,0,3,49
2024-03-03 02:00:00,0,0,2,7,4,2,8,7,6,6,6,3,0,3,54
2024-03-03 02:10:00,0,0,4,2,1,2,6,7,10,1,6,0,0,0,39
2024-03-03 02:20:00,0,0,4,2,3,2,9,6,7,2,8,2,0,1,46
2024-03-03 02:30:00,0,0,4,9,3,2,13,3,3,0,1,1,2,4,45
2024-03-03 02:40:00,0,0,1,2,0,0,6,10,9,0,7,1,0,2,38
2024-03-03 02:50:00,0,0,2,6,2,3,7,3,2,1,3,2,0,2,33
2024-03-03 03:00:00,0,0,0,4,5,7,6,5,2,1,7,2,3,2,44
2024-03-03 03:10:00,0,0,3,3,3,4,6,1,0,3,6,2,2,2,35
2024-03-03 03:20:00,0,0,4,6,2,2,3,7,13,0,4,4,1,1,47
2024-03-03 03:30:00,0,0,1,2,1,0,7,6,8,2,4,2,0,2,35
2024-03-03 03:40:00,0,0,2,2,2,0,5,7,4,1,3,1,1,1,29
2024-03-03 03:50:00,0,0,0,3,2,3,5,3,5,1,2,1,1,0,26
2024-03-03 04:00:00,0,0,1,1,1,1,6,8,8,1,6,2,2,5,42
2024-03-03 04:10:00,0,0,1,6,4,2,7,5,8,0,3,0,1,0,37
2024-03-03 04:20:00,0,0,0,6,1,1,4,3,6,1,6,2,0,2,32
2024-03-03 04:30:00,0,0,3,3,2,2,2,4,7,1,3,0,0,0,27
2024-03-03 04:40:00,0,0,0,2,0,1,4,4,16,1,5,3,1,2,39
2024-03-03 04:50:00,0,0,1,5,0,0,1,2,3,4,3,1,0,0,20
2024-03-03 05:00:00,0,0,1,3,2,2,6,5,9,1,5,0,1,2,37
2024-03-03 05:10:00,0,0,2,5,2,1,3,5,11,0,3,2,0,0,34
2024-03-03 05:20:00,0,0,0,5,7,4,5,5,13,3,6,1,2,3,54
2024-03-03 05:30:00,0,0,3,4,6,1,3,7,8,2,2,1,2,3,42
2024-03-03 05:40:00,0,0,3,2,6,14,4,2,7,1,2,2,5,2,50
2024-03-03 05:50:00,0,0,2,0,2,0,3,1,8,2,6,0,0,1,25
2024-03-03 06:00:00,0,0,2,5,2,1,3,1,9,2,3,0,1,1,30
2024-03-03 06:10:00,0,0,0,3,0,0,6,7,4,1,17,1,2,0,41
2024-03-03 06:20:00,0,0,2,7,3,1,1,1,1,2,7,2,4,1,32
2024-03-03 06:30:00,0,0,2,6,2,0,3,5,5,1,1,1,2,2,30
2024-03-03 06:40:00,0,0,0,2,1,1,4,2,6,1,4,3,1,2,27
