datetime,V22Z,V51Z,V52Z,V83Z,V111Z,V112Z,Total
2024-03-09 15:40:00,8,7,10,17,1,4,47
2024-03-09 15:50:00,9,16,9,19,2,1,56
2024-03-09 16:00:00,6,13,12,26,0,3,60
2024-03-09 16:10:00,12,6,8,23,3,7,59
2024-03-09 16:20:00,8,11,10,17,0,2,48
2024-03-09 16:30:00,8,4,12,26,0,0,50
2024-03-09 16:40:00,17,14,7,18,1,2,59
2024-03-09 16:50:00,5,8,14,18,0,1,46
2024-03-09 17:00:00,6,9,9,15,0,8,47
2024-03-09 17:10:00,6,7,9,23,1,1,47
2024-03-09 17:20:00,7,7,7,24,0,2,47
2024-03-09 17:30:00,7,13,10,28,1,3,62
2024-03-09 17:40:00,16,5,11,21,1,1,55
2024-03-09 17:50:00,10,7,7,26,0,1,51
2024-03-09 18:00:00,10,6,12,22,2,2,54
2024-03-09 18:10:00,11,12,3,18,0,2,46
2024-03-09 18:20:00,8,7,10,16,0,1,42
2024-03-09 18:30:00,12,9,10,19,0,3,53
2024-03-09 18:40:00,6,9,10,23,0,1,49
2024-03-09 18:50:00,10,12,16,19,0,1,58
2024-03-09 19:00:00,8,13,9,22,0,2,54
2024-03-09 19:10:00,11,8,5,45,0,3,72
2024-03-09 19:20:00,6,13,8,27,0,3,57
2024-03-09 19:30:00,5,3,8,28,2,2,48
2024-03-09 19:40:00,9,7,7,17,1,2,43
2024-03-09 19:50:00,8,5,7,23,0,3,46
2024-03-09 20:00:00,7,8,6,21,1,0,43
2024-03-09 20:10:00,6,8,6,23,0,2,45
2024-03-09 20:20:00,4,7,5,26,0,0,42
2024-03-09 20:30:00,7,4,6,20,0,0,37
2024-03-09 20:40:00,5,4,5,23,0,0,37
2024-03-09 20:50:00,9,8,10,17,0,0,44
2024-03-09 21:00:00,7,9,7,19,0,0,42
2024-03-09 21:10:00,4,2,4,15,0,0,25
2024-03-09 21:20:00,2,4,4,22,0,0,32
2024-03-09 21:30:00,4,5,7,10,0,0,26
2024-03-09 21:40:00,7,6,4,15,0,0,32
2024-03-09 21:50:00,6,8,9,16,0,0,39
2024-03-09 22:00:00,0,4,7,17,1,0,29
2024-03-09 22:10:00,2,4,11,15,0,0,32
2024-03-09 22:20:00,4,4,7,16,0,0,31
2024-03-09 22:30:00,7,4,4,16,0,0,31
2024-03-09 22:40:00,3,1,10,17,0,3,34
2024-03-09 22:50:00,5,5,7,14,0,0,31
2024-03-09 23:00:00,6,6,9,15,0,0,36
2024-03-09 23:10:00,7,7,1,13,1,1,30
2024-03-09 23:20:00,2,2,8,14,0,0,26
2024-03-09 23:30:00,1,3,5,15,0,0,24
2024-03-09 23:40:00,5,1,3,13,0,1,23
2024-03-09 23:50:00,3,6,6,21,0,1,37
2024-03-10 00:00:00,0,3,4,13,0,0,20
2024-03-10 00:10:00,7,6,6,9,0,0,28
2024-03-10 00:20:00,1,4,5,8,0,0,18
2024-03-10 00:30:00,0,3,4,9,0,0,16
2024-03-10 00:40:00,4,2,3,19,0,0,28
2024-03-10 00:50:00,1,1,2,13,0,0,17
2024-03-10 01:00:00,4,1,1,12,0,0,18
2024-03-10 01:10:00,1,2,3,11,0,0,17
2024-03-10 01:20:00,3,1,4,8,1,0,17
2024-03-10 01:30:00,0,1,2,7,0,0,10
2024-03-10 01:40:00,0,2,4,11,0,0,17
2024-03-10 01:50:00,1,0,1,8,0,0,10
2024-03-10 02:00:00,3,2,2,4,0,0,11
2024-03-10 02:10:00,1,1,2,9,0,0,13
2024-03-10 02:20:00,2,1,5,11,0,0,19
2024-03-10 02:30:00,1,0,3,6,0,0,10
2024-03-10 02:40:00,3,4,2,12,0,0,21
2024-03-10 02:50:00,0,3,2,6,0,0,11
2024-03-10 03:00:00,0,0,5,7,0,0,12
2024-03-10 03:10:00,0,4,1,6,0,0,11
2024-03-10 03:20:00,1,0,0,3,0,0,4
2024-03-10 03:30:00,1,0,1,7,0,0,9
2024-03-10 03:40:00,1,2,1,6,0,0,10
2024-03-10 03:50:00,1,0,1,8,0,0,10
2024-03-10 04:00:00,0,3,3,5,0,0,11
2024-03-10 04:10:00,0,2,0,13,0,0,15
2024-03-10 04:20:00,0,2,0,7,0,0,9
2024-03-10 04:30:00,2,1,2,6,0,0,11
2024-03-10 04:40:00,0,2,0,15,0,1,18
2024-03-10 04:50:00,1,0,1,2,0,0,4
2024-03-10 05:00:00,1,0,3,2,0,0,6
2024-03-10 05:10:00,0,2,3,10,0,0,15
2024-03-10 05:20:00,1,1,1,6,0,0,9
2024-03-10 05:30:00,2,1,3,16,0,0,22
2024-03-10 05:40:00,4,4,2,15,0,0,25
2024-03-10 05:50:00,1,3,2,12,0,0,18
2024-03-10 06:00:00,0,1,2,8,0,0,11
2024-03-10 06:10:00,2,2,2,11,0,0,17
2024-03-10 06:20:00,3,1,3,9,0,0,16
2024-03-10 06:30:00,3,0,5,8,0,0,16
2024-03-10 06:40:00,1,4,1,10,0,1,17
2024-03-10 06:50:00,0,2,1,10,0,0,13
2024-03-10 07:00:00,0,0,1,5,0,0,6
2024-03-10 07:10:00,3,2,2,8,0,0,15
2024-03-10 07:20:00,0,2,1,7,0,0,10
2024-03-10 07:30:00,2,1,1,9,0,0,13
2024-03-10 07:40:00,4,1,0,13,0,0,18
2024-03-10 07:50:00,3,4,1,6,0,0,14
2024-03-10 08:00:00,3,0,1,6,0,0,10
2024-03-10 08:10:00,3,3,2,8,0,0,16
2024-03-10 08:20:00,2,4,3,7,0,1,17
2024-03-10 08:30:00,2,3,4,11,0,0,20
2024-03-10 08:40:00,5,2,3,15,0,0,25
2024-03-10 08:50:00,1,4,3,11,0,0,19
2024-03-10 09:00:00,4,2,6,10,0,0,22
2024-03-10 09:10:00,4,4,1,15,0,0,24
2024-03-10 09:20:00,6,4,3,7,0,0,20
2024-03-10 09:30:00,5,3,7,18,0,0,33
2024-03-10 09:40:00,8,2,4,17,1,0,32
2024-03-10 09:50:00,7,7,4,21,0,0,39
2024-03-10 10:00:00,9,1,5,18,0,0,33
2024-03-10 10:10:00,8,7,9,20,0,0,44
2024-03-10 10:20:00,4,8,6,18,0,0,36
2024-03-10 10:30:00,8,9,5,21,0,0,43
2024-03-10 10:40:00,9,3,5,24,0,0,41
2024-03-10 10:50:00,6,5,5,24,0,0,40
2024-03-10 11:00:00,2,9,10,23,0,0,44
2024-03-10 11:10:00,8,5,7,23,1,0,44
2024-03-10 11:20:00,11,2,4,19,0,0,36
2024-03-10 11:30:00,10,6,5,23,1,0,45
2024-03-10 11:40:00,11,9,5,24,0,1,50
2024-03-10 11:50:00,7,5,5,23,0,1,41
2024-03-10 12:00:00,9,4,5,19,0,2,39
2024-03-10 12:10:00,9,8,7,22,2,0,48
2024-03-10 12:20:00,11,7,7,30,0,3,58
2024-03-10 12:30:00,10,4,4,27,0,1,46
2024-03-10 12:40:00,8,10,9,25,0,0,52
2024-03-10 12:50:00,5,8,9,20,0,0,42
2024-03-10 13:00:00,16,10,10,21,0,0,57
2024-03-10 13:10:00,8,9,7,25,0,1,50
2024-03-10 13:20:00,11,14,11,18,0,3,57
2024-03-10 13:30:00,5,6,7,23,0,0,41
2024-03-10 13:40:00,3,3,2,21,0,0,29
2024-03-10 13:50:00,11,5,5,21,0,3,45
2024-03-10 14:00:00,8,9,6,24,0,1,48
2024-03-10 14:10:00,7,12,8,24,2,1,54
2024-03-10 14:20:00,8,9,5,27,0,1,50
2024-03-10 14:30:00,6,4,11,30,0,3,54
2024-03-10 14:40:00,6,7,10,20,0,2,45
2024-03-10 14:50:00,11,10,11,26,1,2,61
2024-03-10 15:00:00,8,5,7,19,1,1,41
2024-03-10 15:10:00,8,9,7,22,0,3,49
2024-03-10 15:20:00,8,7,10,27,0,0,52
2024-03-10 15:30:00,11,9,7,26,2,1,56
2024-03-10 15:40:00,11,14,10,17,0,0,52
2024-03-10 15:50:00,5,8,6,23,0,1,43
2024-03-10 16:00:00,9,13,8,26,0,1,57
2024-03-10 16:10:00,5,9,9,20,0,1,44
2024-03-10 16:20:00,7,13,6,21,1,1,49
2024-03-10 16:30:00,7,10,10,21,1,1,50
2024-03-10 16:40:00,9,6,14,20,0,1,50
2024-03-10 16:50:00,7,10,6,20,1,0,44
2024-03-10 17:00:00,7,4,18,21,3,1,54
2024-03-10 17:10:00,9,10,7,14,1,0,41
2024-03-10 17:20:00,6,13,11,22,1,15,68
2024-03-10 17:30:00,6,4,8,18,1,2,39
2024-03-10 17:40:00,12,7,8,18,0,0,45
2024-03-10 17:50:00,12,9,7,17,0,2,47
2024-03-10 18:00:00,6,8,6,15,1,3,39
2024-03-10 18:10:00,8,6,12,15,0,0,41
2024-03-10 18:20:00,6,6,3,20,0,0,35
2024-03-10 18:30:00,10,6,7,19,0,2,44
2024-03-10 18:40:00,6,8,3,27,0,3,47
2024-03-10 18:50:00,5,10,3,21,0,0,39
2024-03-10 19:00:00,4,3,5,22,0,0,34
2024-03-10 19:10:00,5,10,13,18,0,1,47
2024-03-10 19:20:00,6,7,8,18,1,1,41
2024-03-10 19:30:00,10,3,7,23,0,1,44
2024-03-10 19:40:00,10,10,8,16,0,1,45
2024-03-10 19:50:00,5,7,9,25,0,0,46
2024-03-10 20:00:00,3,6,6,19,0,1,35
2024-03-10 20:10:00,6,5,9,23,0,0,43
2024-03-10 20:20:00,10,9,6,24,0,0,49
2024-03-10 20:30:00,5,5,7,13,0,0,30
2024-03-10 20:40:00,5,7,6,21,0,0,39
2024-03-10 20:50:00,4,5,4,16,0,0,29
2024-03-10 21:00:00,4,6,5,20,0,1,36
2024-03-10 21:10:00,5,10,8,18,0,1,42
2024-03-10 21:20:00,2,5,4,14,0,0,25
2024-03-10 21:30:00,9,1,10,18,0,0,38
2024-03-10 21:40:00,5,7,3,17,0,0,32
2024-03-10 21:50:00,6,6,7,16,0,0,35
2024-03-10 22:00:00,1,4,4,16,0,1,26
2024-03-10 22:10:00,4,6,8,12,0,0,30
2024-03-10 22:20:00,2,4,4,13,0,0,23
2024-03-10 22:30:00,3,1,5,13,0,0,22
2024-03-10 22:40:00,4,1,6,10,0,0,21
2024-03-10 22:50:00,5,2,2,11,0,0,20
2024-03-10 23:00:00,1,3,3,13,0,0,20
2024-03-10 23:10:00,3,3,1,9,0,1,17
2024-03-10 23:20:00,0,0,1,8,0,0,9
2024-03-10 23:30:00,0,1,2,9,0,0,12
2024-03-10 23:40:00,1,3,1,7,0,0,12
2024-03-10 23:50:00,1,4,0,2,0,0,7
2024-03-11 00:00:00,1,2,1,5,0,0,9
2024-03-11 00:10:00,7,4,3,7,0,0,21
2024-03-11 00:20:00,3,1,1,6,0,0,11
2024-03-11 00:30:00,0,0,2,4,0,0,6
2024-03-11 00:40:00,0,1,1,3,0,0,5
2024-03-11 00:50:00,0,2,2,4,0,0,8
2024-03-11 01:00:00,0,0,1,0,0,0,1
2024-03-11 01:10:00,2,1,0,3,0,0,6
2024-03-11 01:20:00,0,0,0,0,0,0,0
2024-03-11 01:30:00,3,0,0,2,0,0,5
2024-03-11 01:40:00,0,0,1,3,0,0,4
2024-03-11 01:50:00,1,1,0,2,0,0,4
2024-03-11 02:00:00,1,0,0,0,0,0,1
2024-03-11 02:10:00,3,0,1,2,0,0,6
2024-03-11 02:20:00,1,0,1,5,0,0,7
2024-03-11 02:30:00,0,1,2,2,0,0,5
2024-03-11 02:40:00,1,0,0,1,0,0,2
2024-03-11 02:50:00,0,0,0,1,0,0,1
2024-03-11 03:00:00,0,0,0,1,0,0,1
2024-03-11 03:10:00,0,0,1,0,0,0,1
2024-03-11 03:20:00,0,0,1,3,0,0,4
2024-03-11 03:30:00,1,2,0,2,0,0,5
2024-03-11 03:40:00,0,0,0,2,0,0,2
2024-03-11 03:50:00,0,0,0,2,0,0,2
2024-03-11 04:00:00,1,0,0,5,0,0,6
2024-03-11 04:10:00,1,1,1,26,0,0,29
2024-03-11 04:20:00,1,2,0,1,0,0,4
2024-03-11 04:30:00,0,0,1,1,0,0,2
2024-03-11 04:40:00,0,1,2,2,0,0,5
2024-03-11 04:50:00,1,0,2,4,0,0,7
2024-03-11 05:00:00,4,4,2,8,0,0,18
2024-03-11 05:10:00,0,7,2,11,0,1,21
2024-03-11 05:20:00,6,4,2,12,0,0,24
2024-03-11 05:30:00,3,13,2,18,0,0,36
2024-03-11 05:40:00,3,10,4,21,0,0,38
2024-03-11 05:50:00,6,5,5,19,0,0,35
2024-03-11 06:00:00,9,4,6,13,0,0,32
2024-03-11 06:10:00,5,9,4,14,0,0,32
2024-03-11 06:20:00,5,15,7,22,0,0,49
2024-03-11 06:30:00,3,2,5,12,0,1,23
2024-03-11 06:40:00,4,5,5,20,0,1,35
2024-03-11 06:50:00,4,7,8,20,0,1,40
2024-03-11 07:00:00,7,14,8,13,0,0,42
2024-03-11 07:10:00,8,20,7,17,0,2,54
2024-03-11 07:20:00,15,15,8,14,1,4,57
2024-03-11 07:30:00,13,27,13,10,0,4,67
2024-03-11 07:40:00,9,31,9,17,0,2,68
2024-03-11 07:50:00,15,20,9,15,0,1,60
2024-03-11 08:00:00,14,18,11,15,0,3,61
2024-03-11 08:10:00,16,14,10,24,0,0,64
2024-03-11 08:20:00,12,20,9,13,0,3,57
2024-03-11 08:30:00,8,17,11,8,0,4,48
2024-03-11 08:40:00,18,12,15,10,0,3,58
2024-03-11 08:50:00,14,18,8,17,0,1,58
2024-03-11 09:00:00,11,17,14,18,0,4,64
2024-03-11 09:10:00,9,27,7,10,0,1,54
2024-03-11 09:20:00,14,12,9,17,1,2,55
2024-03-11 09:30:00,16,15,13,12,1,6,63
2024-03-11 09:40:00,12,10,11,1,1,0,35
2024-03-11 09:50:00,12,8,12,0,1,2,35
2024-03-11 10:00:00,11,14,8,16,3,3,55
2024-03-11 10:10:00,12,15,12,12,1,1,53
2024-03-11 10:20:00,16,12,10,12,1,3,54
2024-03-11 10:30:00,20,8,12,21,0,4,65
2024-03-11 10:40:00,14,14,9,7,0,2,46
2024-03-11 10:50:00,12,15,9,6,1,2,45
2024-03-11 11:00:00,11,12,12,23,0,1,59
2024-03-11 11:10:00,11,13,11,19,0,2,56
2024-03-11 11:20:00,20,16,11,26,2,3,78
2024-03-11 11:30:00,21,21,9,17,0,2,70
2024-03-11 11:40:00,15,21,9,16,1,3,65
2024-03-11 11:50:00,13,18,7,26,0,1,65
2024-03-11 12:00:00,18,21,14,31,0,4,88
2024-03-11 12:10:00,17,13,14,17,0,1,62
2024-03-11 12:20:00,14,18,11,15,1,6,65
2024-03-11 12:30:00,38,11,12,25,0,1,87
2024-03-11 12:40:00,24,16,11,19,0,2,72
2024-03-11 12:50:00,9,11,12,20,0,2,54
2024-03-11 13:00:00,23,14,11,14,0,4,66
2024-03-11 13:10:00,17,17,10,23,2,4,73
2024-03-11 13:20:00,11,17,10,22,1,2,63
2024-03-11 13:30:00,11,6,7,16,3,4,47
2024-03-11 13:40:00,11,6,13,19,0,1,50
2024-03-11 13:50:00,13,9,11,14,0,2,49
2024-03-11 14:00:00,11,12,13,11,0,1,48
2024-03-11 14:10:00,11,13,12,18,11,2,67
2024-03-11 14:20:00,14,11,12,17,2,4,60
2024-03-11 14:30:00,23,11,13,20,0,3,70
2024-03-11 14:40:00,15,14,14,16,2,4,65
2024-03-11 14:50:00,10,7,15,17,0,2,51
2024-03-11 15:00:00,16,17,10,18,0,1,62
2024-03-11 15:10:00,9,6,11,20,1,1,48
2024-03-11 15:20:00,8,10,12,20,0,1,51
2024-03-11 15:30:00,11,8,8,16,0,2,45
2024-03-11 15:40:00,15,22,11,12,1,2,63
2024-03-11 15:50:00,7,13,11,19,0,4,54
2024-03-11 16:00:00,10,27,12,35,0,3,87
2024-03-11 16:10:00,9,16,11,22,0,4,62
2024-03-11 16:20:00,7,10,8,21,0,4,50
2024-03-11 16:30:00,15,23,8,13,1,8,68
2024-03-11 16:40:00,10,17,21,13,1,3,65
2024-03-11 16:50:00,8,14,14,30,2,3,71
2024-03-11 17:00:00,11,27,9,22,1,1,71
2024-03-11 17:10:00,10,9,10,17,2,6,54
2024-03-11 17:20:00,14,19,14,14,1,2,64
2024-03-11 17:30:00,7,9,9,26,1,1,53
2024-03-11 17:40:00,8,16,12,23,1,3,63
2024-03-11 17:50:00,9,16,10,19,0,2,56
2024-03-11 18:00:00,13,15,6,0,0,7,41
2024-03-11 18:10:00,7,7,13,0,1,2,30
2024-03-11 18:20:00,8,12,9,0,0,0,29
2024-03-11 18:30:00,11,9,8,17,0,3,48
2024-03-11 18:40:00,20,9,14,14,0,2,59
2024-03-11 18:50:00,9,16,9,19,0,2,55
2024-03-11 19:00:00,8,12,8,26,0,0,54
2024-03-11 19:10:00,7,6,10,17,0,0,40
2024-03-11 19:20:00,12,13,8,16,0,0,49
2024-03-11 19:30:00,9,9,9,22,0,1,50
2024-03-11 19:40:00,6,7,8,21,0,0,42
2024-03-11 19:50:00,8,9,7,18,1,0,43
2024-03-11 20:00:00,8,7,7,25,0,2,49
2024-03-11 20:10:00,3,9,5,20,0,0,37
2024-03-11 20:20:00,7,8,4,14,0,2,35
2024-03-11 20:30:00,8,2,8,19,0,0,37
2024-03-11 20:40:00,3,5,10,23,0,1,42
2024-03-11 20:50:00,1,10,6,21,0,0,38
2024-03-11 21:00:00,4,4,5,25,0,2,40
2024-03-11 21:10:00,9,4,2,18,0,0,33
2024-03-11 21:20:00,1,7,7,19,0,0,34
2024-03-11 21:30:00,6,10,3,16,0,1,36
2024-03-11 21:40:00,1,7,10,18,0,0,36
2024-03-11 21:50:00,6,6,3,16,0,0,31
2024-03-11 22:00:00,4,8,6,13,0,0,31
2024-03-11 22:10:00,6,5,13,19,0,1,44
2024-03-11 22:20:00,3,6,7,12,0,0,28
2024-03-11 22:30:00,9,3,6,15,0,1,34
2024-03-11 22:40:00,1,5,6,12,0,0,24
2024-03-11 22:50:00,1,3,1,10,0,0,15
2024-03-11 23:00:00,2,2,6,12,0,2,24
2024-03-11 23:10:00,4,3,5,12,0,0,24
2024-03-11 23:20:00,1,3,5,4,0,0,13
2024-03-11 23:30:00,1,0,3,12,1,0,17
2024-03-11 23:40:00,2,3,3,11,0,0,19
2024-03-11 23:50:00,0,4,3,4,0,0,11
2024-03-12 00:00:00,5,3,2,6,0,0,16
2024-03-12 00:10:00,1,4,2,9,0,0,16
2024-03-12 00:20:00,2,0,3,4,0,0,9
2024-03-12 00:30:00,1,1,1,9,0,0,12
2024-03-12 00:40:00,1,1,3,8,0,0,13
2024-03-12 00:50:00,1,3,2,3,0,0,9
2024-03-12 01:00:00,0,0,1,13,0,0,14
2024-03-12 01:10:00,1,1,0,5,0,0,7
2024-03-12 01:20:00,0,0,1,2,0,0,3
2024-03-12 01:30:00,0,1,2,5,0,0,8
2024-03-12 01:40:00,0,2,0,3,0,0,5
2024-03-12 01:50:00,0,1,2,4,0,0,7
2024-03-12 02:00:00,0,0,1,3,0,0,4
2024-03-12 02:10:00,0,0,0,3,0,0,3
2024-03-12 02:20:00,0,1,1,3,0,0,5
2024-03-12 02:30:00,0,1,0,2,0,0,3
2024-03-12 02:40:00,0,0,0,1,0,0,1
2024-03-12 02:50:00,0,0,0,3,0,0,3
2024-03-12 03:00:00,0,0,0,1,0,0,1
2024-03-12 03:10:00,0,0,2,0,0,0,2
2024-03-12 03:20:00,0,0,0,2,0,0,2
2024-03-12 03:30:00,0,0,0,3,0,0,3
2024-03-12 03:40:00,0,0,0,1,0,0,1
2024-03-12 03:50:00,0,0,0,5,0,0,5
2024-03-12 04:00:00,1,0,2,7,0,0,10
2024-03-12 04:10:00,0,1,1,4,0,0,6
2024-03-12 04:20:00,4,1,1,1,0,0,7
2024-03-12 04:30:00,1,0,2,2,0,0,5
2024-03-12 04:40:00,0,3,1,4,0,0,8
2024-03-12 04:50:00,1,1,3,7,0,0,12
2024-03-12 05:00:00,0,3,2,8,0,0,13
2024-03-12 05:10:00,3,9,2,11,0,0,25
2024-03-12 05:20:00,4,4,2,19,0,0,29
2024-03-12 05:30:00,2,7,3,13,0,1,26
2024-03-12 05:40:00,6,7,3,19,0,0,35
2024-03-12 05:50:00,4,5,4,15,0,0,28
2024-03-12 06:00:00,5,5,6,19,0,0,35
2024-03-12 06:10:00,1,8,0,22,0,1,32
2024-03-12 06:20:00,4,7,6,17,0,0,34
2024-03-12 06:30:00,4,4,7,19,0,2,36
2024-03-12 06:40:00,6,7,7,16,0,1,37
2024-03-12 06:50:00,8,8,10,15,0,1,42
2024-03-12 07:00:00,11,12,13,17,0,3,56
2024-03-12 07:10:00,9,9,10,13,1,3,45
2024-03-12 07:20:00,10,9,10,19,0,2,50
2024-03-12 07:30:00,17,12,10,13,1,5,58
2024-03-12 07:40:00,6,31,12,17,0,4,70
2024-03-12 07:50:00,14,20,13,11,0,2,60
2024-03-12 08:00:00,13,22,8,18,0,1,62
2024-03-12 08:10:00,11,21,9,15,0,2,58
2024-03-12 08:20:00,12,14,11,13,1,4,55
2024-03-12 08:30:00,18,18,12,18,0,1,67
2024-03-12 08:40:00,12,26,8,18,0,1,65
2024-03-12 08:50:00,17,16,7,15,0,4,59
2024-03-12 09:00:00,8,20,10,9,1,3,51
2024-03-12 09:10:00,12,20,10,25,0,1,68
2024-03-12 09:20:00,7,12,11,17,0,3,50
2024-03-12 09:30:00,5,10,7,10,0,0,32
2024-03-12 09:40:00,12,13,8,4,2,2,41
2024-03-12 09:50:00,8,9,6,8,1,1,33
2024-03-12 10:00:00,13,12,7,20,0,2,54
2024-03-12 10:10:00,5,15,11,16,0,0,47
2024-03-12 10:20:00,10,12,18,14,1,1,56
2024-03-12 10:30:00,4,15,14,20,3,3,59
2024-03-12 10:40:00,7,12,8,12,0,3,42
2024-03-12 10:50:00,11,13,11,14,0,3,52
2024-03-12 11:00:00,11,9,9,18,0,2,49
2024-03-12 11:10:00,14,11,11,16,1,4,57
2024-03-12 11:20:00,13,13,11,13,0,0,50
2024-03-12 11:30:00,10,11,12,23,0,3,59
2024-03-12 11:40:00,10,9,17,19,0,1,56
2024-03-12 11:50:00,15,17,14,21,0,1,68
2024-03-12 12:00:00,6,14,12,21,0,1,54
2024-03-12 12:10:00,16,10,16,19,0,2,63
2024-03-12 12:20:00,13,11,15,11,1,5,56
2024-03-12 12:30:00,10,10,16,19,0,3,58
2024-03-12 12:40:00,12,14,14,21,0,0,61
2024-03-12 12:50:00,10,11,10,10,0,6,47
2024-03-12 13:00:00,14,10,14,22,1,3,64
2024-03-12 13:10:00,23,8,8,12,2,7,60
2024-03-12 13:20:00,17,10,14,14,1,5,61
2024-03-12 13:30:00,9,8,11,17,0,4,49
2024-03-12 13:40:00,10,9,11,10,0,2,42
2024-03-12 13:50:00,6,14,13,21,2,0,56
2024-03-12 14:00:00,12,11,15,13,4,1,56
2024-03-12 14:10:00,13,16,13,19,1,1,63
2024-03-12 14:20:00,11,12,10,13,1,4,51
2024-03-12 14:30:00,14,14,16,11,3,6,64
2024-03-12 14:40:00,12,19,13,9,4,2,59
2024-03-12 14:50:00,14,18,13,17,3,2,67
2024-03-12 15:00:00,13,14,10,17,1,4,59
2024-03-12 15:10:00,12,19,9,13,1,2,56
2024-03-12 15:20:00,13,14,10,20,0,4,61
2024-03-12 15:30:00,20,10,13,16,0,1,60
2024-03-12 15:40:00,11,18,8,12,1,3,53
2024-03-12 15:50:00,10,8,14,19,0,5,56
2024-03-12 16:00:00,8,12,15,18,1,9,63
2024-03-12 16:10:00,12,12,12,17,0,2,55
2024-03-12 16:20:00,16,9,10,13,1,5,54
2024-03-12 16:30:00,10,18,13,15,1,1,58
2024-03-12 16:40:00,15,19,7,13,2,3,59
2024-03-12 16:50:00,12,17,8,17,0,1,55
2024-03-12 17:00:00,8,19,4,20,0,2,53
2024-03-12 17:10:00,11,13,11,11,1,3,50
2024-03-12 17:20:00,16,11,13,16,1,3,60
2024-03-12 17:30:00,17,9,13,24,0,3,66
2024-03-12 17:40:00,11,16,7,22,0,1,57
2024-03-12 17:50:00,14,21,11,19,0,3,68
2024-03-12 18:00:00,14,18,20,14,0,0,66
2024-03-12 18:10:00,12,12,12,16,2,0,54
2024-03-12 18:20:00,14,12,8,19,0,0,53
2024-03-12 18:30:00,9,11,8,23,0,1,52
2024-03-12 18:40:00,9,8,14,16,0,1,48
2024-03-12 18:50:00,14,13,13,19,0,1,60
2024-03-12 19:00:00,7,7,15,24,1,0,54
2024-03-12 19:10:00,7,9,12,21,0,2,51
2024-03-12 19:20:00,6,9,10,15,1,1,42
2024-03-12 19:30:00,11,10,7,17,1,4,50
2024-03-12 19:40:00,7,10,5,21,1,1,45
2024-03-12 19:50:00,9,7,11,24,0,1,52
2024-03-12 20:00:00,9,9,7,17,0,1,43
2024-03-12 20:10:00,8,6,9,16,1,1,41
2024-03-12 20:20:00,3,5,5,19,0,2,34
2024-03-12 20:30:00,7,9,6,12,0,0,34
2024-03-12 20:40:00,8,5,6,25,0,2,46
2024-03-12 20:50:00,5,8,8,20,0,0,41
2024-03-12 21:00:00,7,6,6,18,0,0,37
2024-03-12 21:10:00,3,10,7,18,0,0,38
2024-03-12 21:20:00,5,9,5,21,0,0,40
2024-03-12 21:30:00,3,7,6,20,0,1,37
2024-03-12 21:40:00,3,6,7,18,0,0,34
2024-03-12 21:50:00,5,24,6,14,0,0,49
2024-03-12 22:00:00,10,5,6,15,0,0,36
2024-03-12 22:10:00,5,4,6,16,0,0,31
2024-03-12 22:20:00,0,8,7,19,0,0,34
2024-03-12 22:30:00,20,12,4,11,0,0,47
2024-03-12 22:40:00,3,2,3,22,0,0,30
2024-03-12 22:50:00,3,7,5,7,1,0,23
2024-03-12 23:00:00,7,7,4,14,0,1,33
2024-03-12 23:10:00,3,2,4,12,0,0,21
2024-03-12 23:20:00,0,3,4,9,0,0,16
2024-03-12 23:30:00,2,0,2,8,0,0,12
2024-03-12 23:40:00,8,1,4,12,0,0,25
2024-03-12 23:50:00,1,7,2,6,0,0,16
2024-03-13 00:00:00,1,1,1,6,0,0,9
2024-03-13 00:10:00,3,7,4,14,0,0,28
2024-03-13 00:20:00,2,0,1,4,0,0,7
2024-03-13 00:30:00,0,1,0,2,0,0,3
2024-03-13 00:40:00,0,1,1,11,0,0,13
2024-03-13 00:50:00,0,2,1,4,0,0,7
2024-03-13 01:00:00,1,2,2,6,0,0,11
2024-03-13 01:10:00,0,2,0,4,0,0,6
2024-03-13 01:20:00,0,0,1,4,0,0,5
2024-03-13 01:30:00,5,0,0,3,0,0,8
2024-03-13 01:40:00,0,0,2,2,0,0,4
2024-03-13 01:50:00,1,0,1,3,0,0,5
2024-03-13 02:00:00,0,0,0,3,0,0,3
2024-03-13 02:10:00,0,3,0,5,0,0,8
2024-03-13 02:20:00,0,1,1,2,0,0,4
2024-03-13 02:30:00,0,0,0,3,0,0,3
2024-03-13 02:40:00,0,1,0,3,0,0,4
2024-03-13 02:50:00,0,0,0,3,0,0,3
2024-03-13 03:00:00,0,0,0,3,0,0,3
2024-03-13 03:10:00,2,1,0,3,0,0,6
2024-03-13 03:20:00,1,0,2,2,0,0,5
2024-03-13 03:30:00,0,1,0,3,0,0,4
2024-03-13 03:40:00,0,0,0,4,0,0,4
2024-03-13 03:50:00,4,0,1,0,0,0,5
2024-03-13 04:00:00,0,0,1,9,0,0,10
2024-03-13 04:10:00,0,1,0,7,0,0,8
2024-03-13 04:20:00,1,3,3,3,0,0,10
2024-03-13 04:30:00,1,0,0,3,0,0,4
2024-03-13 04:40:00,0,2,3,3,0,0,8
2024-03-13 04:50:00,1,3,0,5,0,0,9
2024-03-13 05:00:00,0,2,3,7,0,0,12
2024-03-13 05:10:00,3,4,3,8,0,0,18
2024-03-13 05:20:00,5,4,4,15,0,1,29
2024-03-13 05:30:00,1,8,5,17,0,0,31
2024-03-13 05:40:00,16,6,3,25,0,0,50
