datetime,D21Z,D22Z,V23Z,V24Z,D51Z,V52Z,D81Z,D82Z,V83Z,V84Z,D111Z,V112Z,D95Z,D911Z,Total
2024-03-10 10:30:00,25,1,19,1,3,3,43,1,24,1,3,3,123,2,252
2024-03-10 10:40:00,32,1,21,2,3,4,25,2,15,2,8,11,120,4,250
2024-03-10 10:50:00,34,3,17,2,5,5,43,0,27,0,10,12,104,3,265
2024-03-10 11:00:00,43,1,29,1,7,6,31,2,33,2,5,4,43,6,213
2024-03-10 11:10:00,42,1,27,1,4,3,39,0,19,0,8,6,57,2,209
2024-03-10 11:20:00,52,2,25,1,1,1,38,3,27,2,4,4,43,2,205
2024-03-10 11:30:00,45,4,26,5,5,3,43,3,24,2,15,10,54,6,245
2024-03-10 11:40:00,50,2,20,3,6,6,47,2,19,2,12,12,49,6,236
2024-03-10 11:50:00,56,1,28,1,4,5,51,1,28,1,10,9,66,5,266
2024-03-10 12:00:00,41,3,24,1,4,5,42,0,22,0,8,5,54,4,213
2024-03-10 12:10:00,46,4,15,3,7,7,42,0,20,1,14,15,64,6,244
2024-03-10 12:20:00,67,3,22,2,9,6,38,0,22,4,10,10,66,7,266
2024-03-10 12:30:00,60,1,26,2,4,2,49,1,21,2,6,6,38,2,220
2024-03-10 12:40:00,57,6,36,7,5,2,48,1,29,5,7,6,64,8,281
2024-03-10 12:50:00,49,1,27,0,4,4,44,3,25,3,4,5,53,3,225
2024-03-10 13:00:00,60,1,23,1,5,5,56,0,19,0,6,6,55,7,244
2024-03-10 13:10:00,42,1,23,1,5,6,35,1,22,1,13,10,46,6,212
2024-03-10 13:20:00,49,1,32,5,8,7,45,0,19,0,7,5,53,7,238
2024-03-10 13:30:00,57,4,24,5,5,6,45,1,20,0,7,9,48,6,237
2024-03-10 13:40:00,54,1,25,1,1,2,50,0,28,0,8,9,43,1,223
2024-03-10 13:50:00,63,3,22,4,3,3,52,2,32,0,14,12,79,3,292
2024-03-10 14:00:00,53,1,26,2,9,8,49,2,24,2,9,11,53,7,256
2024-03-10 14:10:00,55,2,26,3,9,9,61,0,34,0,12,8,73,8,300
2024-03-10 14:20:00,52,3,31,4,1,0,64,4,32,2,11,10,53,1,268
2024-03-10 14:30:00,55,4,23,3,7,5,58,0,21,0,10,10,56,6,258
2024-03-10 14:40:00,65,4,33,4,4,3,57,1,24,0,13,13,60,3,284
2024-03-10 14:50:00,72,3,30,5,12,12,73,2,30,1,3,4,27,11,285
2024-03-10 15:00:00,55,3,28,4,9,7,50,2,19,0,10,10,52,8,257
2024-03-10 15:10:00,49,6,28,4,1,2,62,0,35,0,12,12,49,2,262
2024-03-10 15:20:00,61,4,22,3,6,5,45,0,30,0,11,10,53,3,253
2024-03-10 15:30:00,40,4,28,4,5,8,57,4,21,2,10,8,48,4,243
2024-03-10 15:40:00,63,4,25,3,5,5,49,0,20,0,13,9,69,6,271
2024-03-10 15:50:00,66,5,34,4,10,8,48,2,21,1,14,14,61,6,294
2024-03-10 16:00:00,51,4,25,3,7,7,46,3,29,1,5,4,52,8,245
2024-03-10 16:10:00,57,3,25,3,3,5,44,0,21,0,14,13,81,4,273
2024-03-10 16:20:00,53,3,22,1,11,9,50,0,25,1,10,10,135,10,340
2024-03-10 16:30:00,51,2,28,1,7,8,31,1,14,1,9,4,162,6,325
2024-03-10 16:40:00,54,4,24,3,2,1,55,1,18,1,6,4,171,6,350
2024-03-10 16:50:00,66,1,21,7,9,6,66,1,25,0,7,7,207,3,426
2024-03-10 17:00:00,68,6,20,6,5,5,52,2,20,1,13,11,128,7,344
2024-03-10 17:10:00,58,3,31,3,4,6,54,1,22,1,6,6,58,6,259
2024-03-10 17:20:00,66,8,22,6,10,7,55,1,25,0,20,18,56,8,302
2024-03-10 17:30:00,63,3,30,3,5,7,57,4,18,1,12,10,53,6,272
2024-03-10 17:40:00,57,6,24,5,8,5,49,5,20,5,11,10,52,8,265
2024-03-10 17:50:00,61,4,20,13,5,4,49,1,14,3,12,10,43,7,246
2024-03-10 18:00:00,45,5,22,3,7,8,53,1,18,1,9,9,65,8,254
2024-03-10 18:10:00,71,1,29,1,5,4,36,2,20,2,3,2,81,5,262
2024-03-10 18:20:00,55,3,25,12,7,6,34,1,16,2,6,11,100,8,286
2024-03-10 18:30:00,51,1,26,1,4,4,42,3,18,0,10,10,206,2,378
2024-03-10 18:40:00,52,6,26,3,4,3,25,1,13,0,19,14,134,5,305
2024-03-10 18:50:00,38,7,22,4,4,4,40,0,21,0,5,8,44,3,200
2024-03-10 19:00:00,51,3,21,1,3,5,36,1,21,2,12,8,54,4,222
2024-03-10 19:10:00,55,1,31,1,5,5,27,0,20,0,8,10,44,5,212
2024-03-10 19:20:00,55,4,24,4,6,7,36,2,22,2,11,9,58,6,246
2024-03-10 19:30:00,30,0,45,0,4,3,24,1,10,1,6,5,49,2,180
2024-03-10 19:40:00,33,3,18,1,4,4,27,2,19,0,8,6,38,3,166
2024-03-10 19:50:00,41,4,26,4,5,4,31,2,19,0,8,9,33,7,193
2024-03-10 20:00:00,41,3,21,2,4,3,16,0,20,0,19,15,48,4,196
2024-03-10 20:10:00,39,1,24,1,4,4,22,2,17,1,4,4,40,6,169
2024-03-10 20:20:00,36,2,28,1,4,4,27,2,18,0,17,4,42,4,189
2024-03-10 20:30:00,29,0,22,0,3,5,32,1,17,1,11,14,52,3,190
2024-03-10 20:40:00,26,4,19,3,3,1,27,2,18,0,7,8,37,1,156
2024-03-10 20:50:00,24,2,21,2,1,1,21,0,20,0,6,5,51,2,156
2024-03-10 21:00:00,32,1,27,1,0,0,25,0,17,0,7,8,42,0,160
2024-03-10 21:10:00,24,2,17,2,3,3,12,0,17,0,11,9,50,4,154
2024-03-10 21:20:00,16,2,12,2,0,0,18,0,13,0,9,8,34,1,115
2024-03-10 21:30:00,15,2,16,2,6,8,19,0,20,0,6,7,32,6,139
2024-03-10 21:40:00,25,2,19,1,1,0,16,0,15,0,5,5,40,1,130
2024-03-10 21:50:00,19,2,18,0,3,3,13,0,13,0,8,9,49,1,138
2024-03-10 22:00:00,26,0,20,1,1,1,19,0,14,0,7,5,49,1,144
2024-03-10 22:10:00,20,0,20,0,0,0,12,1,9,0,0,0,41,0,103
2024-03-10 22:20:00,19,5,17,1,1,1,19,2,14,0,3,3,106,1,192
2024-03-10 22:30:00,20,1,14,1,0,0,6,0,7,1,3,3,184,0,240
2024-03-10 22:40:00,13,0,9,0,1,0,10,0,10,9,2,2,119,1,176
2024-03-10 22:50:00,13,2,12,2,0,0,12,2,17,13,1,1,83,2,160
2024-03-10 23:00:00,15,1,14,3,1,1,9,0,13,8,2,1,84,2,154
2024-03-10 23:10:00,7,1,5,1,1,1,10,0,10,9,2,3,79,2,131
2024-03-10 23:20:00,16,2,8,1,0,0,6,2,5,8,0,0,108,0,156
2024-03-10 23:30:00,12,2,10,0,0,0,5,0,6,6,3,3,82,0,129
2024-03-10 23:40:00,5,1,5,1,0,0,4,0,4,2,3,3,62,0,90
2024-03-10 23:50:00,8,3,9,2,1,0,4,3,5,5,1,1,15,1,58
2024-03-11 00:00:00,5,3,5,1,3,2,6,0,8,4,2,2,70,3,114
2024-03-11 00:10:00,5,0,5,0,1,0,4,0,7,3,0,0,61,0,86
2024-03-11 00:20:00,7,2,6,3,0,0,4,1,4,3,2,2,56,0,90
2024-03-11 00:30:00,7,3,5,3,0,0,5,1,2,2,4,4,49,1,86
2024-03-11 00:40:00,7,0,4,0,0,0,2,0,0,0,0,0,45,0,58
2024-03-11 00:50:00,1,0,1,1,1,0,3,0,2,0,0,0,12,1,22
2024-03-11 01:00:00,8,3,6,1,1,1,4,0,4,0,4,5,12,1,50
2024-03-11 01:10:00,10,0,8,1,0,0,4,0,4,0,1,0,3,0,31
2024-03-11 01:20:00,0,1,0,0,0,0,2,0,4,1,1,1,8,0,18
2024-03-11 01:30:00,1,0,1,0,0,0,5,0,5,5,0,0,13,0,30
2024-03-11 01:40:00,2,1,1,1,0,0,4,0,4,2,2,0,1,1,19
2024-03-11 01:50:00,0,0,0,0,0,0,1,0,1,1,0,0,5,0,8
2024-03-11 02:00:00,3,0,2,0,0,0,2,0,3,0,1,0,3,0,14
2024-03-11 02:10:00,1,0,1,0,0,0,1,0,1,0,0,0,6,0,10
2024-03-11 02:20:00,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4
2024-03-11 02:30:00,1,0,1,0,0,0,1,0,2,0,0,0,3,0,8
2024-03-11 02:40:00,0,0,0,0,1,1,1,0,0,0,0,0,2,0,5
2024-03-11 02:50:00,0,0,0,0,0,0,3,0,2,2,0,0,12,1,20
2024-03-11 03:00:00,3,0,3,0,0,0,2,0,2,0,0,0,9,0,19
2024-03-11 03:10:00,1,0,1,0,0,0,0,0,0,0,0,0,5,0,7
2024-03-11 03:20:00,0,0,0,0,0,0,3,0,3,1,1,1,8,0,17
2024-03-11 03:30:00,1,0,1,0,0,0,0,0,0,0,0,0,2,0,4
2024-03-11 03:40:00,0,0,0,0,0,0,1,0,1,0,0,0,7,0,9
2024-03-11 03:50:00,2,0,1,0,0,0,3,0,4,0,0,0,8,0,18
2024-03-11 04:00:00,1,0,2,0,0,0,2,0,2,1,0,0,6,0,14
2024-03-11 04:10:00,0,1,0,0,0,0,3,0,3,2,0,0,4,0,13
2024-03-11 04:20:00,1,1,1,0,0,0,7,0,6,0,2,3,27,0,48
2024-03-11 04:30:00,3,0,2,0,1,1,5,0,5,0,1,1,36,1,56
2024-03-11 04:40:00,4,0,3,0,0,0,14,0,16,9,0,0,39,0,85
2024-03-11 04:50:00,4,0,3,0,0,0,12,0,12,7,0,0,74,0,112
2024-03-11 05:00:00,6,0,5,0,1,2,12,0,9,5,0,0,8,1,49
2024-03-11 05:10:00,4,1,5,1,0,0,17,1,12,5,2,5,10,1,64
2024-03-11 05:20:00,11,0,10,1,2,2,17,0,15,6,2,4,6,2,78
2024-03-11 05:30:00,17,1,13,3,2,2,30,1,18,3,5,6,12,2,115
2024-03-11 05:40:00,12,1,9,0,0,0,44,3,23,9,3,2,14,0,120
2024-03-11 05:50:00,18,1,12,1,3,2,42,2,17,3,2,2,7,1,113
2024-03-11 06:00:00,24,2,9,2,0,0,25,6,26,8,4,2,12,0,120
2024-03-11 06:10:00,22,0,10,5,1,2,41,2,30,2,4,5,13,2,139
2024-03-11 06:20:00,15,0,11,2,2,1,56,1,32,1,4,4,15,2,146
2024-03-11 06:30:00,23,0,12,1,2,2,59,4,19,3,6,5,20,2,158
2024-03-11 06:40:00,36,1,16,2,6,5,69,3,26,3,3,4,32,7,213
2024-03-11 06:50:00,28,1,13,2,4,5,74,2,30,2,8,6,62,1,238
2024-03-11 07:00:00,31,1,22,1,2,2,65,2,32,2,7,20,22,1,210
2024-03-11 07:10:00,44,0,23,0,5,3,81,1,41,1,7,7,17,5,235
2024-03-11 07:20:00,49,3,29,5,6,6,104,4,41,3,12,6,18,6,292
2024-03-11 07:30:00,66,6,25,3,8,14,105,0,45,0,21,12,35,6,346
2024-03-11 07:40:00,76,2,33,8,9,5,115,0,32,1,20,14,37,6,358
2024-03-11 07:50:00,68,4,31,8,15,16,103,6,20,4,17,12,26,13,343
2024-03-11 08:00:00,56,5,31,9,17,12,93,4,35,3,20,14,29,13,341
2024-03-11 08:10:00,70,9,29,7,14,15,87,2,36,1,17,14,23,10,334
2024-03-11 08:20:00,65,4,26,6,10,10,75,8,41,6,9,6,13,7,286
2024-03-11 08:30:00,56,4,34,4,12,11,73,3,36,3,14,12,25,12,299
2024-03-11 08:40:00,60,4,29,1,16,11,73,3,40,3,8,7,23,12,290
2024-03-11 08:50:00,54,5,30,6,13,11,65,4,28,1,14,12,24,10,277
2024-03-11 09:00:00,56,3,25,5,4,4,57,6,31,3,15,8,34,5,256
2024-03-11 09:10:00,53,3,28,4,5,7,60,3,40,4,14,7,40,5,273
2024-03-11 09:20:00,41,0,26,6,9,8,59,3,35,2,7,6,25,5,232
2024-03-11 09:30:00,67,3,19,6,9,7,54,3,35,2,12,11,40,6,274
2024-03-11 09:40:00,66,1,13,4,4,8,72,0,26,0,17,10,25,3,249
2024-03-11 09:50:00,68,1,18,6,6,4,64,0,26,0,9,9,26,4,241
2024-03-11 10:00:00,43,2,13,3,4,3,49,0,40,0,14,8,37,5,221
2024-03-11 10:10:00,50,5,24,6,5,8,57,1,31,2,11,11,24,7,242
2024-03-11 10:20:00,40,4,26,5,4,7,64,3,36,0,16,15,72,7,299
2024-03-11 10:30:00,74,4,15,6,10,5,70,2,48,1,10,9,92,10,356
2024-03-11 10:40:00,54,1,19,8,6,7,53,0,32,0,18,15,116,5,334
2024-03-11 10:50:00,56,4,18,9,8,9,60,1,35,1,14,16,75,4,310
2024-03-11 11:00:00,72,4,18,6,7,3,45,6,36,2,13,8,45,7,272
2024-03-11 11:10:00,64,3,20,5,7,4,63,3,27,2,10,9,54,7,278
2024-03-11 11:20:00,61,9,17,6,8,7,61,4,32,1,13,9,43,9,280
2024-03-11 11:30:00,65,3,15,9,8,0,58,1,28,1,11,6,33,5,243
2024-03-11 11:40:00,60,3,21,9,8,2,57,1,31,1,24,14,73,7,311
2024-03-11 11:50:00,56,1,16,5,12,6,39,2,26,1,16,17,46,12,255
2024-03-11 12:00:00,54,4,17,5,8,4,42,0,20,0,17,17,60,5,253
2024-03-11 12:10:00,58,2,20,7,3,4,49,2,21,2,12,10,52,5,247
2024-03-11 12:20:00,76,3,22,6,5,6,65,2,27,2,14,15,61,6,310
2024-03-11 12:30:00,57,3,22,4,4,4,50,1,25,1,19,13,48,4,255
2024-03-11 12:40:00,61,3,18,6,8,7,67,5,24,4,15,12,45,7,282
2024-03-11 12:50:00,56,2,22,9,7,4,58,4,26,2,11,14,81,4,300
2024-03-11 13:00:00,57,3,20,3,7,7,50,0,26,0,11,8,56,5,253
2024-03-11 13:10:00,76,5,27,8,6,8,67,3,27,0,22,28,80,6,363
2024-03-11 13:20:00,53,0,19,3,4,4,54,4,25,2,14,10,37,3,232
2024-03-11 13:30:00,67,1,16,5,3,4,60,2,32,1,15,15,54,3,278
2024-03-11 13:40:00,74,4,22,7,9,9,75,1,34,0,16,15,43,9,318
2024-03-11 13:50:00,61,2,16,5,5,9,63,3,32,2,7,6,81,5,297
2024-03-11 14:00:00,73,4,23,7,4,1,60,3,36,2,21,18,71,3,326
2024-03-11 14:10:00,65,3,20,2,6,6,69,1,23,1,18,13,53,7,287
2024-03-11 14:20:00,79,4,18,4,7,7,68,2,29,2,13,13,62,6,314
2024-03-11 14:30:00,70,6,14,7,3,3,50,1,30,0,18,13,54,4,273
2024-03-11 14:40:00,87,6,10,8,9,7,70,1,25,2,16,18,50,8,317
2024-03-11 14:50:00,73,7,20,2,7,6,60,1,31,2,17,12,55,8,301
2024-03-11 15:00:00,84,3,21,6,5,4,56,3,34,1,23,11,61,5,317
2024-03-11 15:10:00,82,5,8,3,17,8,75,2,30,0,15,13,53,9,320
2024-03-11 15:20:00,90,6,2,6,15,8,55,3,36,0,27,15,61,11,335
2024-03-11 15:30:00,86,8,26,8,8,7,56,2,39,0,31,14,64,11,360
2024-03-11 15:40:00,91,18,13,16,12,7,74,3,36,2,24,14,48,16,374
2024-03-11 15:50:00,88,10,15,11,7,6,60,2,33,0,21,11,58,12,334
2024-03-11 16:00:00,80,8,18,16,11,8,59,4,34,1,33,13,74,9,368
2024-03-11 16:10:00,88,8,32,10,9,9,59,1,25,1,26,16,64,13,361
2024-03-11 16:20:00,83,9,32,6,3,3,57,4,34,0,20,15,116,6,388
2024-03-11 16:30:00,74,3,20,2,7,7,69,4,43,0,15,16,183,8,451
2024-03-11 16:40:00,78,14,35,14,10,6,69,1,31,1,31,15,152,15,472
2024-03-11 16:50:00,78,1,34,3,7,11,47,1,32,0,49,10,179,6,458
2024-03-11 17:00:00,74,4,33,5,7,10,62,4,35,2,32,2,132,9,411
2024-03-11 17:10:00,77,7,3,8,7,7,66,12,40,5,32,16,102,7,389
2024-03-11 17:20:00,90,7,21,3,9,8,72,0,40,0,46,14,54,11,375
2024-03-11 17:30:00,77,9,24,12,16,13,58,1,39,1,20,15,61,12,358
2024-03-11 17:40:00,70,6,40,7,4,4,47,1,31,1,15,14,50,6,296
2024-03-11 17:50:00,67,7,27,6,4,2,52,1,34,0,19,18,54,8,299
2024-03-11 18:00:00,69,3,27,4,6,3,51,3,33,2,19,16,87,6,329
2024-03-11 18:10:00,78,5,32,4,8,0,52,1,27,1,18,9,66,8,309
2024-03-11 18:20:00,71,8,27,5,10,0,52,3,26,3,10,13,71,9,308
2024-03-11 18:30:00,48,4,26,5,9,0,35,1,19,3,19,11,195,9,384
2024-03-11 18:40:00,67,2,20,4,9,12,39,1,18,0,11,14,274,8,479
2024-03-11 18:50:00,60,4,27,4,5,4,44,0,25,0,12,17,82,8,292
2024-03-11 19:00:00,54,0,24,1,7,4,41,0,30,0,15,12,42,7,237
2024-03-11 19:10:00,40,1,25,0,2,1,32,2,25,0,16,17,53,1,215
2024-03-11 19:20:00,57,6,25,5,9,3,48,3,22,2,12,11,49,5,257
2024-03-11 19:30:00,45,3,23,3,9,8,41,2,16,1,12,9,35,8,215
2024-03-11 19:40:00,36,4,21,0,2,4,39,3,22,0,14,13,33,2,193
2024-03-11 19:50:00,30,4,18,1,7,8,57,3,23,3,9,11,24,6,204
2024-03-11 20:00:00,39,4,14,2,2,4,22,1,18,1,8,5,13,4,137
2024-03-11 20:10:00,37,3,24,2,4,0,26,0,17,0,8,6,27,3,157
2024-03-11 20:20:00,46,2,26,2,2,2,27,0,15,0,9,6,30,3,170
2024-03-11 20:30:00,42,4,24,2,3,2,29,0,20,0,9,8,46,4,193
2024-03-11 20:40:00,31,4,23,0,1,1,27,5,19,0,9,6,15,1,142
2024-03-11 20:50:00,32,4,23,5,5,3,21,0,18,0,11,7,15,5,149
2024-03-11 21:00:00,32,4,28,2,2,1,12,3,12,2,13,14,34,3,162
2024-03-11 21:10:00,25,2,15,0,2,3,25,2,15,0,12,9,30,2,142
2024-03-11 21:20:00,47,3,25,2,2,4,22,4,12,1,6,7,24,3,162
2024-03-11 21:30:00,44,4,26,3,2,0,19,1,14,0,14,11,20,2,160
2024-03-11 21:40:00,27,4,15,2,4,2,16,0,17,0,14,11,24,4,140
2024-03-11 21:50:00,33,5,28,0,0,0,19,0,17,0,3,2,23,1,131
2024-03-11 22:00:00,25,0,23,1,2,3,19,1,13,1,2,3,27,3,123
2024-03-11 22:10:00,29,3,20,0,1,2,13,1,11,0,9,9,22,1,121
2024-03-11 22:20:00,19,3,17,2,2,4,15,1,16,1,1,1,48,4,134
2024-03-11 22:30:00,23,2,20,1,3,2,15,1,15,0,3,3,58,2,148
2024-03-11 22:40:00,20,2,13,1,0,0,10,0,10,0,2,2,99,0,159
2024-03-11 22:50:00,13,2,12,1,2,2,13,0,9,0,2,1,122,3,182
2024-03-11 23:00:00,10,0,7,1,0,0,9,0,11,0,5,6,78,0,127
2024-03-11 23:10:00,10,1,10,1,2,2,7,4,6,0,3,2,59,1,108
2024-03-11 23:20:00,12,1,9,2,0,0,6,0,4,0,2,2,75,0,113
2024-03-11 23:30:00,10,0,8,0,1,1,7,1,5,0,0,0,97,1,131
2024-03-11 23:40:00,8,1,14,2,0,0,4,0,4,0,3,3,36,0,75
2024-03-11 23:50:00,5,0,3,3,0,0,8,0,7,0,3,1,11,0,41
2024-03-12 00:00:00,11,0,10,0,0,0,6,0,7,0,3,5,98,0,140
2024-03-12 00:10:00,7,1,7,1,0,0,5,2,4,0,1,1,66,0,95
2024-03-12 00:20:00,4,1,4,2,0,0,6,0,5,0,1,1,73,1,98
2024-03-12 00:30:00,5,1,5,5,3,1,4,4,3,0,1,1,81,2,116
2024-03-12 00:40:00,6,1,5,1,0,0,4,0,6,0,1,1,70,1,96
2024-03-12 00:50:00,6,1,6,1,1,1,6,0,6,0,1,1,10,2,42
2024-03-12 01:00:00,8,0,9,0,0,0,3,0,3,0,2,3,5,0,33
2024-03-12 01:10:00,2,1,2,1,0,0,4,0,3,0,0,0,10,1,24
2024-03-12 01:20:00,3,0,5,0,1,2,4,0,4,0,0,1,10,1,31
2024-03-12 01:30:00,2,0,2,0,0,0,3,0,1,0,1,0,18,0,27
2024-03-12 01:40:00,3,0,3,0,0,0,4,0,4,0,1,1,14,0,30
2024-03-12 01:50:00,1,0,1,0,1,1,1,0,2,0,1,2,11,1,22
2024-03-12 02:00:00,1,1,1,0,1,0,0,0,0,0,1,0,6,1,12
2024-03-12 02:10:00,3,0,3,0,0,0,0,0,0,0,0,2,8,0,16
2024-03-12 02:20:00,0,0,0,0,0,0,3,0,3,0,0,0,17,0,23
2024-03-12 02:30:00,2,0,2,0,0,0,2,0,2,0,0,0,4,0,12
2024-03-12 02:40:00,7,0,5,0,0,0,1,0,1,0,1,0,6,0,21
2024-03-12 02:50:00,0,0,0,0,0,0,2,0,2,0,1,2,24,0,31
2024-03-12 03:00:00,3,0,3,0,1,1,2,0,3,0,1,1,14,1,30
2024-03-12 03:10:00,3,0,4,0,0,0,2,0,2,0,1,1,31,0,44
2024-03-12 03:20:00,1,0,1,0,0,0,3,0,3,0,0,0,13,0,21
2024-03-12 03:30:00,1,0,1,0,0,0,2,0,3,0,0,0,11,0,18
2024-03-12 03:40:00,5,0,4,0,0,0,0,0,0,0,1,1,16,0,27
2024-03-12 03:50:00,1,0,1,0,0,0,6,0,5,0,0,0,4,0,17
2024-03-12 04:00:00,0,0,0,0,0,0,2,0,2,0,0,0,10,0,14
2024-03-12 04:10:00,2,0,2,0,0,0,3,0,4,0,0,0,4,0,15
2024-03-12 04:20:00,0,1,0,0,0,0,4,0,3,0,0,0,34,0,42
2024-03-12 04:30:00,3,0,3,0,2,3,3,0,3,0,0,0,69,3,89
2024-03-12 04:40:00,4,2,4,0,0,0,10,4,10,0,0,0,85,0,119
2024-03-12 04:50:00,4,0,5,0,1,1,9,0,8,0,1,3,119,1,152
2024-03-12 05:00:00,3,1,3,0,0,0,12,0,9,0,1,1,16,0,46
2024-03-12 05:10:00,4,0,7,0,0,0,13,1,9,1,0,1,12,0,48
2024-03-12 05:20:00,10,2,9,1,0,0,13,0,10,0,1,1,19,0,66
2024-03-12 05:30:00,14,1,10,0,0,0,29,4,19,4,6,5,24,0,116
2024-03-12 05:40:00,15,0,13,0,2,2,46,1,15,1,2,3,23,2,125
2024-03-12 05:50:00,17,1,12,0,0,0,44,6,16,7,2,2,26,0,133
2024-03-12 06:00:00,23,0,15,1,1,1,29,6,16,3,3,3,27,1,129
2024-03-12 06:10:00,24,0,17,1,2,3,43,6,25,7,4,4,32,2,170
2024-03-12 06:20:00,19,3,13,2,1,2,50,3,20,4,5,4,43,1,170
2024-03-12 06:30:00,22,0,20,1,4,3,60,1,21,1,3,2,77,4,219
2024-03-12 06:40:00,24,2,13,2,5,3,69,2,30,2,6,7,83,4,252
2024-03-12 06:50:00,37,0,15,8,2,0,62,3,28,3,11,12,79,1,261
2024-03-12 07:00:00,37,3,26,7,7,8,71,0,26,1,5,4,82,7,284
2024-03-12 07:10:00,38,2,29,4,7,8,74,2,26,2,9,9,38,6,254
2024-03-12 07:20:00,41,5,23,2,33,14,81,1,33,1,11,6,39,13,303
2024-03-12 07:30:00,72,6,31,4,21,13,97,2,34,3,13,12,40,16,364
2024-03-12 07:40:00,62,2,35,5,17,9,56,0,6,0,18,13,52,14,289
2024-03-12 07:50:00,72,5,27,8,13,12,74,1,0,0,17,13,34,9,285
2024-03-12 08:00:00,60,1,28,12,10,7,86,1,0,1,18,12,41,7,284
2024-03-12 08:10:00,66,1,34,5,21,17,79,3,12,2,13,11,33,18,315
2024-03-12 08:20:00,69,1,30,1,7,5,91,6,15,4,12,15,32,7,295
2024-03-12 08:30:00,65,5,27,15,7,6,82,2,24,3,10,10,31,9,296
2024-03-12 08:40:00,67,5,31,7,14,22,87,2,41,0,10,11,57,15,369
2024-03-12 08:50:00,68,0,30,8,20,18,79,3,40,0,9,11,36,12,334
2024-03-12 09:00:00,59,3,35,7,10,10,81,3,45,6,12,6,54,11,342
2024-03-12 09:10:00,73,6,34,5,12,5,61,1,28,1,12,9,24,7,278
2024-03-12 09:20:00,51,3,35,8,11,9,60,4,38,2,7,7,37,9,281
2024-03-12 09:30:00,51,1,12,2,5,6,41,2,17,2,5,22,29,6,201
2024-03-12 09:40:00,43,2,16,3,9,9,56,1,28,1,10,11,28,8,225
2024-03-12 09:50:00,37,1,15,6,12,9,38,0,24,3,8,7,23,8,191
2024-03-12 10:00:00,53,2,18,5,4,7,45,1,19,1,13,10,46,5,229
2024-03-12 10:10:00,63,4,18,8,7,4,55,1,25,1,11,11,42,6,256
2024-03-12 10:20:00,58,5,16,7,4,5,73,4,34,2,8,8,211,3,438
2024-03-12 10:30:00,51,3,23,12,3,3,52,1,28,1,15,7,203,5,407
2024-03-12 10:40:00,50,3,20,2,7,5,66,2,24,1,11,10,375,5,581
2024-03-12 10:50:00,69,2,22,8,7,5,66,0,25,0,9,8,123,6,350
2024-03-12 11:00:00,66,2,14,8,11,4,57,1,26,0,9,7,82,8,295
2024-03-12 11:10:00,82,5,26,6,7,5,63,2,25,0,8,6,43,3,281
2024-03-12 11:20:00,63,3,17,9,8,9,53,2,30,1,16,13,249,6,479
2024-03-12 11:30:00,63,2,12,2,12,11,57,1,20,1,13,7,53,12,266
2024-03-12 11:40:00,85,1,17,6,8,5,65,0,28,1,16,12,133,4,381
2024-03-12 11:50:00,51,4,21,6,7,5,41,2,25,3,20,17,140,8,350
2024-03-12 12:00:00,72,2,20,11,7,4,47,1,22,0,19,16,112,7,340
2024-03-12 12:10:00,55,2,23,4,10,8,59,0,26,0,19,15,78,10,309
2024-03-12 12:20:00,64,4,16,6,5,6,64,1,32,1,23,19,96,6,343
2024-03-12 12:30:00,60,1,23,1,10,8,55,0,20,0,21,16,64,5,284
2024-03-12 12:40:00,67,10,22,7,6,6,48,3,26,1,15,13,49,8,281
2024-03-12 12:50:00,74,4,24,3,7,7,54,2,33,0,12,12,60,5,297
2024-03-12 13:00:00,75,2,24,1,14,16,50,1,30,1,19,12,49,12,306
2024-03-12 13:10:00,75,5,9,8,8,8,45,6,21,1,17,15,51,9,278
2024-03-12 13:20:00,68,3,22,5,4,6,50,3,34,2,28,23,56,2,306
2024-03-12 13:30:00,72,3,16,11,8,6,64,4,27,4,16,15,57,5,308
2024-03-12 13:40:00,59,3,19,4,1,1,62,2,27,3,12,10,56,1,260
2024-03-12 13:50:00,60,3,18,9,9,2,61,1,26,0,15,16,58,10,288
2024-03-12 14:00:00,67,6,15,5,11,6,58,4,24,1,14,11,51,12,285
2024-03-12 14:10:00,70,4,23,6,8,10,66,2,17,1,24,17,42,7,297
2024-03-12 14:20:00,71,4,19,6,8,2,68,2,24,2,13,6,76,6,307
2024-03-12 14:30:00,66,9,20,7,3,2,60,0,23,0,17,16,63,4,290
2024-03-12 14:40:00,78,4,22,8,12,11,77,1,29,1,18,16,58,8,343
2024-03-12 14:50:00,81,3,23,1,3,4,65,1,32,0,13,11,51,1,289
2024-03-12 15:00:00,77,4,24,7,4,4,67,2,36,2,22,11,56,6,322
2024-03-12 15:10:00,79,3,24,4,8,8,53,3,42,2,29,23,90,8,376
2024-03-12 15:20:00,71,6,26,8,13,11,70,0,44,1,19,12,54,11,346
2024-03-12 15:30:00,95,5,22,5,17,10,74,2,46,2,34,18,73,10,413
2024-03-12 15:40:00,101,6,34,8,13,6,60,0,32,1,27,13,46,13,360
2024-03-12 15:50:00,90,7,30,4,10,6,69,1,39,1,18,11,58,9,353
2024-03-12 16:00:00,88,11,31,9,6,6,55,0,34,0,17,11,78,11,357
2024-03-12 16:10:00,100,9,30,6,9,4,57,2,34,1,38,17,89,9,405
