datetime,D21Z,D22Z,V23Z,V24Z,D51Z,V52Z,D81Z,D82Z,V83Z,V84Z,D111Z,V112Z,D95Z,D911Z,Total
2024-03-16 16:00:00,49,2,19,3,9,6,37,4,22,2,17,12,45,5,232
2024-03-16 16:10:00,39,3,17,3,9,10,39,0,22,0,16,12,46,6,222
2024-03-16 16:20:00,49,3,23,1,5,6,51,2,34,2,8,7,91,5,287
2024-03-16 16:30:00,54,2,23,1,13,8,38,0,28,0,16,14,134,4,335
2024-03-16 16:40:00,61,4,22,4,8,12,49,3,34,1,8,9,100,10,325
2024-03-16 16:50:00,53,2,19,1,6,10,30,3,20,0,16,6,126,7,299
2024-03-16 17:00:00,50,4,25,6,4,7,54,1,30,1,12,11,87,5,297
2024-03-16 17:10:00,50,9,16,2,10,11,42,1,25,0,16,12,48,7,249
2024-03-16 17:20:00,63,2,24,3,4,5,51,2,29,2,14,12,37,7,255
2024-03-16 17:30:00,63,4,25,7,9,6,58,3,29,1,14,11,50,8,288
2024-03-16 17:40:00,45,1,18,1,8,11,76,1,30,1,13,10,35,8,258
2024-03-16 17:50:00,67,6,23,5,9,7,106,5,30,1,17,13,44,12,345
2024-03-16 18:00:00,48,4,18,7,10,7,89,2,12,2,16,16,81,10,322
2024-03-16 18:10:00,45,6,15,6,7,7,96,1,26,1,16,13,48,7,294
2024-03-16 18:20:00,42,3,15,7,4,10,33,0,10,2,10,10,43,7,196
2024-03-16 18:30:00,57,8,20,5,10,12,86,4,15,3,19,14,91,7,351
2024-03-16 18:40:00,51,5,19,5,4,2,64,0,28,2,10,11,141,5,347
2024-03-16 18:50:00,56,9,24,5,4,3,60,2,21,0,10,10,189,4,397
2024-03-16 19:00:00,54,4,25,5,7,7,57,0,16,0,46,14,44,4,283
2024-03-16 19:10:00,47,6,21,5,32,6,31,3,18,1,46,8,26,7,257
2024-03-16 19:20:00,44,0,23,0,4,5,66,2,32,2,16,14,35,2,245
2024-03-16 19:30:00,41,4,22,5,10,8,32,0,23,0,19,14,41,8,227
2024-03-16 19:40:00,50,3,19,1,5,6,57,1,22,0,12,7,32,5,220
2024-03-16 19:50:00,48,9,22,7,5,3,36,2,26,0,16,15,25,8,222
2024-03-16 20:00:00,42,1,25,0,5,3,42,0,23,0,8,9,26,3,187
2024-03-16 20:10:00,47,4,24,4,1,1,31,1,22,0,8,8,25,3,179
2024-03-16 20:20:00,29,8,24,8,5,5,46,2,18,2,10,9,25,8,199
2024-03-16 20:30:00,41,3,26,1,3,3,28,3,14,1,5,4,25,3,160
2024-03-16 20:40:00,36,3,26,2,1,2,32,1,21,1,16,23,23,2,189
2024-03-16 20:50:00,45,1,22,3,6,4,21,0,19,0,6,8,30,2,167
2024-03-16 21:00:00,33,5,26,3,4,4,24,0,19,0,6,7,20,5,156
2024-03-16 21:10:00,48,1,28,0,4,3,17,0,10,0,14,15,31,2,173
2024-03-16 21:20:00,57,1,29,1,0,1,24,0,11,0,5,5,9,0,143
2024-03-16 21:30:00,39,2,27,2,4,3,34,0,25,0,6,8,24,5,179
2024-03-16 21:40:00,26,2,26,3,4,4,29,2,20,0,5,5,15,4,145
2024-03-16 21:50:00,45,3,24,2,1,1,21,1,15,0,5,8,26,2,154
2024-03-16 22:00:00,29,1,17,1,2,1,20,2,13,0,5,8,26,2,127
2024-03-16 22:10:00,36,2,23,2,3,4,30,1,24,0,8,9,27,3,172
2024-03-16 22:20:00,29,0,19,0,4,4,25,2,17,0,4,6,39,3,152
2024-03-16 22:30:00,40,0,25,0,2,4,26,0,15,0,7,6,100,2,227
2024-03-16 22:40:00,29,2,22,1,3,3,15,1,12,0,9,5,88,4,194
2024-03-16 22:50:00,19,2,14,1,4,5,16,2,11,1,12,9,108,5,209
2024-03-16 23:00:00,28,2,22,2,3,5,11,1,11,0,7,10,96,5,203
2024-03-16 23:10:00,27,1,19,0,1,1,19,0,14,0,2,3,88,1,176
2024-03-16 23:20:00,36,1,22,0,3,1,16,0,11,0,3,4,105,1,203
2024-03-16 23:30:00,20,0,18,0,1,2,4,0,5,0,7,8,57,1,123
2024-03-16 23:40:00,23,3,18,2,3,5,22,0,18,0,7,6,32,4,143
2024-03-16 23:50:00,24,0,19,1,1,0,14,1,10,1,3,2,22,0,98
2024-03-17 00:00:00,21,1,23,0,1,2,12,1,11,0,6,3,120,0,201
2024-03-17 00:10:00,17,0,16,3,7,7,11,0,8,0,4,2,57,7,139
2024-03-17 00:20:00,14,0,14,0,0,0,9,0,7,0,6,8,71,0,129
2024-03-17 00:30:00,23,3,12,2,2,2,8,3,7,0,4,3,86,2,157
2024-03-17 00:40:00,15,0,13,0,4,2,10,1,8,1,7,4,75,4,144
2024-03-17 00:50:00,16,1,11,0,0,0,15,1,11,1,2,3,16,0,77
2024-03-17 01:00:00,18,1,15,0,0,0,13,0,13,0,2,2,4,0,68
2024-03-17 01:10:00,18,2,13,0,0,0,8,1,8,0,7,7,14,0,78
2024-03-17 01:20:00,13,5,11,3,1,0,6,1,7,0,7,4,14,2,74
2024-03-17 01:30:00,18,2,10,0,1,1,4,0,7,0,5,5,10,1,64
2024-03-17 01:40:00,9,1,11,0,2,1,7,0,7,0,3,3,8,1,53
2024-03-17 01:50:00,10,2,13,0,1,0,8,0,7,0,3,3,8,1,56
2024-03-17 02:00:00,10,0,7,0,0,0,2,0,2,0,0,0,4,0,25
2024-03-17 02:10:00,11,1,10,0,0,0,7,0,8,0,2,2,13,0,54
2024-03-17 02:20:00,10,1,9,1,0,0,3,0,3,0,1,1,10,1,40
2024-03-17 02:30:00,6,0,7,0,1,1,6,0,5,0,1,1,1,1,30
2024-03-17 02:40:00,7,1,8,0,0,0,5,0,4,0,1,1,2,0,29
2024-03-17 02:50:00,8,2,8,3,1,1,5,0,7,0,1,1,11,3,51
2024-03-17 03:00:00,11,1,9,1,0,0,4,0,4,0,0,0,11,1,42
2024-03-17 03:10:00,2,2,2,1,0,0,5,0,6,0,0,0,7,1,26
2024-03-17 03:20:00,5,2,9,0,0,0,3,1,2,1,1,1,12,0,37
2024-03-17 03:30:00,5,0,5,0,0,0,4,0,4,0,0,0,8,0,26
2024-03-17 03:40:00,5,0,5,0,0,0,5,0,5,0,1,1,6,0,28
2024-03-17 03:50:00,9,2,9,0,1,1,3,1,3,0,6,2,8,1,46
2024-03-17 04:00:00,8,3,5,0,0,0,6,0,7,0,3,5,9,1,47
2024-03-17 04:10:00,7,0,7,0,0,0,4,0,4,0,0,0,2,0,24
2024-03-17 04:20:00,4,0,4,0,0,0,6,0,5,0,0,0,6,0,25
2024-03-17 04:30:00,8,0,8,0,0,0,4,0,4,0,1,1,26,0,52
2024-03-17 04:40:00,3,0,5,0,0,0,3,0,2,0,0,0,18,0,31
2024-03-17 04:50:00,5,0,4,0,1,1,12,0,12,0,1,1,23,1,61
2024-03-17 05:00:00,3,0,3,0,1,1,3,0,4,0,0,0,0,1,16
2024-03-17 05:10:00,3,0,3,0,0,0,5,0,5,0,0,0,0,0,16
2024-03-17 05:20:00,8,2,8,0,0,0,6,0,6,0,1,1,1,0,33
2024-03-17 05:30:00,4,0,5,0,0,0,8,0,8,0,0,0,1,0,26
2024-03-17 05:40:00,2,0,2,0,0,0,11,0,10,0,0,0,0,0,25
2024-03-17 05:50:00,9,3,11,0,0,0,6,2,5,0,1,1,8,0,46
2024-03-17 06:00:00,2,0,2,0,0,0,5,1,6,0,0,0,0,0,16
2024-03-17 06:10:00,5,0,6,0,0,0,6,0,5,0,0,0,3,0,25
2024-03-17 06:20:00,5,0,5,0,0,0,6,0,8,0,0,0,56,0,80
2024-03-17 06:30:00,5,1,5,0,0,0,4,0,4,0,2,2,5,0,28
2024-03-17 06:40:00,4,0,4,0,0,0,6,0,6,0,0,0,1,0,21
2024-03-17 06:50:00,5,0,5,1,0,0,3,0,3,0,0,0,2,0,19
2024-03-17 07:00:00,6,0,5,0,0,0,6,0,6,0,0,0,1,0,24
2024-03-17 07:10:00,2,1,3,1,0,0,9,0,9,0,0,0,2,1,28
2024-03-17 07:20:00,5,0,5,1,0,0,5,4,4,0,1,1,1,0,27
2024-03-17 07:30:00,3,0,3,0,1,1,15,0,14,0,1,2,3,1,44
2024-03-17 07:40:00,5,0,5,0,2,3,15,0,14,0,2,2,1,2,51
2024-03-17 07:50:00,9,5,8,2,4,3,13,0,9,0,5,6,10,3,77
2024-03-17 08:00:00,10,2,11,0,3,4,14,1,12,0,4,4,3,4,72
2024-03-17 08:10:00,10,0,9,0,1,0,11,1,12,2,2,1,6,1,56
2024-03-17 08:20:00,11,0,11,1,1,0,13,3,11,2,0,0,8,1,62
2024-03-17 08:30:00,16,2,12,1,1,1,11,0,10,0,3,2,3,2,64
2024-03-17 08:40:00,10,0,10,0,3,2,13,0,12,0,0,0,9,3,62
2024-03-17 08:50:00,27,2,23,1,2,1,11,3,12,2,3,3,26,1,117
2024-03-17 09:00:00,15,0,16,0,2,2,16,1,14,0,7,5,14,2,94
2024-03-17 09:10:00,13,0,10,0,1,1,17,1,16,1,2,2,22,0,86
2024-03-17 09:20:00,25,0,16,0,5,3,35,0,26,0,6,6,15,6,143
2024-03-17 09:30:00,29,2,23,4,3,3,32,1,24,1,7,8,33,4,174
2024-03-17 09:40:00,29,1,23,1,6,4,37,0,24,0,6,6,24,4,165
2024-03-17 09:50:00,16,2,10,3,5,8,42,1,25,3,7,5,30,3,160
2024-03-17 10:00:00,35,1,23,2,1,2,36,0,21,0,4,6,26,2,159
2024-03-17 10:10:00,20,1,13,0,7,6,32,0,16,0,5,5,32,6,143
2024-03-17 10:20:00,25,3,18,2,5,4,53,1,24,1,4,3,92,5,240
2024-03-17 10:30:00,40,2,26,3,4,6,35,2,21,2,12,9,154,5,321
2024-03-17 10:40:00,28,1,22,1,7,9,44,1,25,1,3,2,203,6,353
2024-03-17 10:50:00,37,1,30,1,2,2,38,0,23,0,3,3,151,3,294
2024-03-17 11:00:00,32,1,19,2,8,4,34,3,21,3,9,7,50,4,197
2024-03-17 11:10:00,44,3,22,3,5,6,53,2,26,0,5,4,40,6,219
2024-03-17 11:20:00,44,4,25,2,3,2,47,2,21,2,21,15,41,3,232
2024-03-17 11:30:00,51,1,26,1,5,9,50,0,22,0,3,2,57,4,231
2024-03-17 11:40:00,52,2,24,1,9,12,43,0,23,0,11,8,39,4,228
2024-03-17 11:50:00,49,1,18,0,3,8,44,0,26,0,6,4,45,2,206
2024-03-17 12:00:00,47,1,27,2,6,4,46,2,27,2,7,8,41,2,222
2024-03-17 12:10:00,62,1,27,1,6,7,55,0,22,0,12,10,47,6,256
2024-03-17 12:20:00,56,2,26,1,8,15,55,3,19,3,13,13,46,8,268
2024-03-17 12:30:00,72,3,23,1,2,2,41,0,25,0,9,8,59,3,248
2024-03-17 12:40:00,57,3,20,2,7,8,52,2,24,3,6,6,66,6,262
2024-03-17 12:50:00,53,5,30,5,6,5,50,1,23,1,9,8,66,6,268
2024-03-17 13:00:00,55,4,26,5,6,2,62,0,24,1,11,10,74,5,285
2024-03-17 13:10:00,62,2,23,3,7,1,43,1,24,1,4,5,46,8,230
2024-03-17 13:20:00,54,5,22,4,3,4,56,0,27,0,8,8,42,4,237
2024-03-17 13:30:00,54,3,26,4,4,6,50,2,30,0,10,8,60,5,262
2024-03-17 13:40:00,62,5,18,4,6,3,49,0,30,0,12,9,47,8,253
2024-03-17 13:50:00,55,1,31,2,8,10,50,2,34,2,10,10,60,7,282
2024-03-17 14:00:00,59,6,20,5,6,6,51,5,15,1,14,12,55,4,259
2024-03-17 14:10:00,52,0,26,3,7,5,55,4,24,1,8,8,39,3,235
2024-03-17 14:20:00,67,2,27,4,8,8,44,4,24,2,10,9,49,10,268
2024-03-17 14:30:00,61,3,27,6,5,5,48,0,25,0,6,5,59,7,257
2024-03-17 14:40:00,52,1,22,1,6,6,48,0,25,0,13,10,48,3,235
2024-03-17 14:50:00,71,2,24,6,5,6,60,0,27,1,9,12,49,5,277
2024-03-17 15:00:00,52,4,18,3,8,7,49,1,29,1,12,12,50,6,252
2024-03-17 15:10:00,63,5,18,8,9,10,51,1,23,2,4,4,57,9,264
2024-03-17 15:20:00,49,2,23,3,3,3,47,2,33,2,10,11,40,3,231
2024-03-17 15:30:00,48,8,20,8,8,6,41,1,16,1,9,7,41,7,221
2024-03-17 15:40:00,54,2,29,3,5,5,53,1,26,2,10,5,45,5,245
2024-03-17 15:50:00,64,3,33,3,9,12,47,3,26,3,13,14,70,7,307
2024-03-17 16:00:00,46,8,30,5,8,6,49,1,29,0,5,4,49,7,247
2024-03-17 16:10:00,57,2,32,1,8,7,44,1,21,1,10,8,73,8,273
2024-03-17 16:20:00,57,5,22,3,3,1,65,1,29,0,8,10,126,1,331
2024-03-17 16:30:00,56,1,19,1,8,11,40,0,26,0,12,9,122,8,313
2024-03-17 16:40:00,63,2,28,1,11,5,45,0,24,0,13,11,124,8,335
2024-03-17 16:50:00,69,4,27,6,7,6,52,1,27,1,10,10,155,5,380
2024-03-17 17:00:00,57,4,31,4,11,13,59,4,22,1,12,9,81,13,321
2024-03-17 17:10:00,72,4,22,2,10,13,38,0,15,0,15,10,60,8,269
2024-03-17 17:20:00,51,2,22,1,10,10,49,2,25,2,8,10,39,5,236
2024-03-17 17:30:00,75,5,23,6,2,8,55,0,17,0,13,9,56,1,270
2024-03-17 17:40:00,58,4,29,5,6,9,52,1,30,0,11,5,58,9,277
2024-03-17 17:50:00,72,3,25,4,9,10,46,0,19,0,10,10,48,9,265
2024-03-17 18:00:00,62,1,23,1,5,4,43,2,23,0,8,9,55,4,240
2024-03-17 18:10:00,65,4,25,4,5,6,39,4,22,1,8,6,46,6,241
2024-03-17 18:20:00,65,2,24,3,9,7,46,1,17,2,5,3,58,10,252
2024-03-17 18:30:00,45,6,23,6,5,5,51,2,23,1,8,5,55,6,241
2024-03-17 18:40:00,42,3,25,2,4,5,43,1,21,0,8,7,167,3,331
2024-03-17 18:50:00,44,4,19,4,10,9,31,3,19,2,11,9,224,6,395
2024-03-17 19:00:00,50,0,24,0,10,7,40,0,23,0,12,8,55,8,237
2024-03-17 19:10:00,40,4,24,4,6,4,25,1,16,0,8,6,52,5,195
2024-03-17 19:20:00,47,6,31,4,5,4,41,1,22,0,10,6,48,5,230
2024-03-17 19:30:00,42,7,19,4,3,2,26,1,13,1,13,14,40,6,191
2024-03-17 19:40:00,29,1,19,0,2,3,31,2,20,0,6,5,42,2,162
2024-03-17 19:50:00,47,5,23,3,2,5,46,0,21,0,5,6,34,2,199
2024-03-17 20:00:00,39,1,26,3,3,1,25,1,22,0,4,4,29,2,160
2024-03-17 20:10:00,38,4,22,5,7,3,31,1,21,1,15,13,41,2,204
2024-03-17 20:20:00,36,2,22,4,4,5,26,3,18,0,6,6,38,3,173
2024-03-17 20:30:00,31,2,18,2,1,1,26,0,19,0,8,6,31,2,147
2024-03-17 20:40:00,37,3,27,2,0,0,27,0,19,0,7,8,26,2,158
2024-03-17 20:50:00,34,3,31,1,3,1,23,0,21,0,9,8,43,2,179
2024-03-17 21:00:00,33,2,21,2,1,2,33,1,17,1,10,11,24,1,159
2024-03-17 21:10:00,37,3,24,6,2,3,19,1,18,0,6,6,31,3,159
2024-03-17 21:20:00,33,3,24,3,1,0,23,0,15,0,3,2,20,2,129
2024-03-17 21:30:00,32,2,22,1,3,0,16,0,15,0,6,5,35,2,139
2024-03-17 21:40:00,28,2,19,0,2,1,20,2,16,1,7,7,24,2,131
2024-03-17 21:50:00,20,1,21,1,3,1,16,0,11,0,4,4,6,2,90
2024-03-17 22:00:00,23,0,19,0,2,2,12,0,13,0,6,6,16,1,100
2024-03-17 22:10:00,22,0,20,0,1,2,16,0,10,0,5,6,23,1,106
2024-03-17 22:20:00,16,1,15,2,3,2,8,0,11,0,1,1,56,1,117
2024-03-17 22:30:00,18,1,13,2,3,0,10,0,9,0,1,1,102,1,161
2024-03-17 22:40:00,7,1,7,0,1,0,13,0,16,0,5,5,124,0,179
2024-03-17 22:50:00,15,3,17,2,2,0,9,0,7,0,9,5,81,1,151
2024-03-17 23:00:00,21,0,13,0,2,2,7,0,9,0,3,4,56,2,119
2024-03-17 23:10:00,6,0,7,1,2,4,10,1,10,0,4,3,64,2,114
2024-03-17 23:20:00,12,0,11,2,0,0,9,0,8,0,0,0,75,0,117
2024-03-17 23:30:00,7,2,7,1,1,1,11,1,9,0,1,0,62,1,104
2024-03-17 23:40:00,12,1,13,3,0,0,7,0,8,0,4,3,39,0,90
2024-03-17 23:50:00,10,1,9,1,1,1,1,1,2,0,2,3,25,0,57
2024-03-18 00:00:00,8,0,7,0,1,1,4,0,3,0,3,3,85,1,116
2024-03-18 00:10:00,8,1,11,2,1,0,2,0,2,0,0,0,86,1,114
2024-03-18 00:20:00,7,0,6,2,0,0,4,0,6,0,2,2,42,0,71
2024-03-18 00:30:00,4,1,5,3,1,0,7,0,7,0,1,1,75,1,106
2024-03-18 00:40:00,4,0,5,1,1,1,6,0,5,0,0,0,64,1,88
2024-03-18 00:50:00,7,0,4,1,0,0,5,0,5,0,1,2,16,0,41
2024-03-18 01:00:00,4,2,4,2,0,0,4,0,4,0,0,0,8,1,29
2024-03-18 01:10:00,4,0,4,0,0,0,1,0,1,0,1,1,25,0,37
2024-03-18 01:20:00,2,0,3,0,0,0,3,0,3,0,2,1,18,0,32
2024-03-18 01:30:00,5,0,7,0,1,1,4,0,4,0,1,1,20,0,44
2024-03-18 01:40:00,2,0,1,0,0,0,5,0,5,0,0,0,4,0,17
2024-03-18 01:50:00,1,0,1,0,0,0,4,0,3,0,0,0,19,0,28
2024-03-18 02:00:00,2,0,2,0,0,0,3,0,4,0,1,1,9,0,22
2024-03-18 02:10:00,5,1,5,0,0,0,1,0,1,0,0,0,11,0,24
2024-03-18 02:20:00,1,0,1,0,0,0,2,0,2,0,0,0,14,0,20
2024-03-18 02:30:00,4,0,3,0,0,0,1,0,1,0,0,0,22,0,31
2024-03-18 02:40:00,1,0,1,0,1,1,0,0,0,0,0,0,16,1,21
2024-03-18 02:50:00,4,0,4,0,0,0,0,0,0,0,0,0,44,0,52
2024-03-18 03:00:00,3,0,3,0,0,0,2,0,2,0,0,0,19,0,29
2024-03-18 03:10:00,3,0,3,0,0,0,1,0,1,0,0,0,18,0,26
2024-03-18 03:20:00,0,0,0,0,1,1,2,0,2,0,0,0,26,1,33
2024-03-18 03:30:00,0,0,0,0,0,0,2,0,2,0,0,0,20,0,24
2024-03-18 03:40:00,2,0,2,0,0,0,0,0,0,0,0,0,12,0,16
2024-03-18 03:50:00,0,0,0,0,0,0,1,0,1,0,0,0,18,0,20
2024-03-18 04:00:00,3,0,4,0,0,0,5,0,5,0,0,0,32,0,49
2024-03-18 04:10:00,2,1,3,0,0,0,5,0,6,0,0,0,41,0,58
2024-03-18 04:20:00,1,2,1,0,0,0,5,0,5,0,0,0,76,0,90
2024-03-18 04:30:00,8,0,9,0,1,2,5,0,4,0,0,0,67,1,97
2024-03-18 04:40:00,2,0,2,0,1,3,12,0,12,0,0,0,95,1,128
2024-03-18 04:50:00,3,3,2,0,1,2,11,0,9,0,0,0,83,1,115
2024-03-18 05:00:00,2,0,2,0,0,0,11,0,10,0,0,0,21,0,46
2024-03-18 05:10:00,10,3,13,1,1,1,20,2,17,0,2,2,14,1,87
2024-03-18 05:20:00,6,0,7,0,1,1,19,0,13,0,0,0,22,1,70
2024-03-18 05:30:00,14,2,10,3,2,2,23,2,20,2,7,6,29,3,125
2024-03-18 05:40:00,14,1,11,0,1,2,35,1,18,0,5,1,26,1,116
2024-03-18 05:50:00,27,0,26,2,2,4,38,4,18,4,5,3,44,2,179
2024-03-18 06:00:00,18,1,9,0,0,1,34,5,20,6,3,3,43,0,143
2024-03-18 06:10:00,24,1,15,6,2,3,40,8,10,10,0,2,62,1,184
2024-03-18 06:20:00,30,2,20,2,0,0,59,4,15,4,3,3,105,0,247
2024-03-18 06:30:00,20,2,14,1,7,7,51,6,15,3,5,5,80,7,223
2024-03-18 06:40:00,41,5,25,3,8,0,81,2,18,3,6,7,55,6,260
2024-03-18 06:50:00,33,1,18,4,5,4,57,5,30,4,14,14,41,5,235
2024-03-18 07:00:00,30,2,18,7,4,4,68,0,34,0,11,8,43,4,233
2024-03-18 07:10:00,51,3,27,5,5,7,62,3,33,2,13,8,36,7,262
2024-03-18 07:20:00,49,3,20,3,5,6,81,2,31,1,12,9,28,6,256
2024-03-18 07:30:00,49,1,32,2,13,11,96,1,42,1,15,11,38,11,323
2024-03-18 07:40:00,81,0,32,15,14,13,86,1,7,0,19,14,36,8,326
2024-03-18 07:50:00,64,3,42,4,20,14,73,1,2,2,13,6,29,10,283
2024-03-18 08:00:00,67,4,29,5,17,10,60,2,0,0,24,17,42,15,292
2024-03-18 08:10:00,82,2,15,11,12,14,70,1,0,1,12,9,36,9,274
2024-03-18 08:20:00,67,2,20,8,23,14,81,0,1,0,24,12,43,10,305
2024-03-18 08:30:00,61,2,31,10,14,9,80,3,2,3,19,13,44,11,302
2024-03-18 08:40:00,74,4,44,7,23,13,77,4,13,3,21,14,51,14,362
2024-03-18 08:50:00,69,6,33,11,4,2,73,2,27,4,16,10,33,3,293
2024-03-18 09:00:00,70,1,35,4,7,6,78,3,32,1,7,6,29,7,286
2024-03-18 09:10:00,69,2,37,4,11,10,70,1,38,1,9,8,45,8,313
2024-03-18 09:20:00,71,4,39,11,10,9,62,2,32,1,18,8,39,8,314
2024-03-18 09:30:00,57,1,15,2,18,13,44,3,25,1,9,4,41,9,242
2024-03-18 09:40:00,66,5,31,7,6,5,61,4,35,3,18,13,35,4,293
2024-03-18 09:50:00,61,4,24,4,11,11,78,2,24,2,16,15,50,9,311
2024-03-18 10:00:00,63,4,15,6,5,7,51,0,24,1,10,8,49,5,248
2024-03-18 10:10:00,49,7,17,5,9,7,51,4,26,1,11,9,39,9,244
2024-03-18 10:20:00,54,2,17,6,5,8,52,0,29,0,11,12,97,4,297
2024-03-18 10:30:00,63,2,24,9,6,7,69,6,12,8,24,19,90,8,347
2024-03-18 10:40:00,69,0,15,0,3,4,69,2,27,1,11,12,107,1,321
2024-03-18 10:50:00,83,10,17,9,12,10,58,3,25,0,18,15,110,10,380
2024-03-18 11:00:00,66,2,17,3,9,9,55,1,20,1,17,11,34,8,253
2024-03-18 11:10:00,60,1,17,2,8,6,63,0,16,0,10,8,33,8,232
2024-03-18 11:20:00,65,2,15,6,4,5,57,2,26,2,15,12,26,2,239
2024-03-18 11:30:00,55,4,19,8,8,4,55,5,29,0,11,9,28,6,241
2024-03-18 11:40:00,76,1,20,6,9,7,59,4,23,1,11,11,37,6,271
2024-03-18 11:50:00,53,5,19,6,4,10,40,1,20,2,11,8,35,6,220
2024-03-18 12:00:00,66,4,21,5,13,6,54,4,32,2,8,7,29,5,256
2024-03-18 12:10:00,69,4,21,7,7,8,60,1,29,1,11,9,24,6,257
2024-03-18 12:20:00,54,7,17,9,3,5,60,2,36,2,16,12,29,4,256
2024-03-18 12:30:00,63,6,19,5,3,3,56,1,27,0,18,12,44,3,260
2024-03-18 12:40:00,61,2,15,2,6,9,59,3,34,4,15,14,51,4,279
2024-03-18 12:50:00,68,3,18,9,11,5,64,5,17,1,17,15,48,10,291
2024-03-18 13:00:00,63,1,22,5,6,7,61,1,26,2,12,14,30,6,256
2024-03-18 13:10:00,78,25,17,11,4,3,68,5,24,2,24,25,42,8,336
2024-03-18 13:20:00,44,23,16,14,4,5,53,0,21,0,17,14,43,3,257
2024-03-18 13:30:00,53,17,18,12,8,9,65,2,26,0,16,11,46,6,289
2024-03-18 13:40:00,58,10,19,7,6,3,55,1,24,1,22,16,50,7,279
2024-03-18 13:50:00,57,8,19,7,6,6,70,1,36,1,14,7,57,8,297
2024-03-18 14:00:00,65,7,15,12,7,4,52,0,28,0,13,13,50,9,275
2024-03-18 14:10:00,60,5,18,5,9,10,58,1,32,1,15,12,40,10,276
2024-03-18 14:20:00,79,9,16,9,123,5,49,5,30,2,23,18,56,14,438
2024-03-18 14:30:00,73,8,21,10,9,3,48,0,25,0,18,15,44,7,281
2024-03-18 14:40:00,84,7,6,10,9,9,62,4,32,3,16,17,51,8,318
2024-03-18 14:50:00,75,2,19,3,7,5,60,2,28,2,22,12,71,5,313
2024-03-18 15:00:00,73,5,29,7,11,9,58,3,36,3,17,14,47,11,323
2024-03-18 15:10:00,75,6,23,9,10,4,73,1,41,0,32,17,67,8,366
2024-03-18 15:20:00,66,3,28,3,9,1,65,1,39,1,19,10,56,6,307
2024-03-18 15:30:00,94,7,30,5,4,3,65,5,36,1,30,20,67,6,373
2024-03-18 15:40:00,84,3,33,3,6,4,61,1,38,0,24,20,48,6,331
2024-03-18 15:50:00,85,14,29,12,10,7,61,4,32,3,23,16,72,15,383
2024-03-18 16:00:00,86,9,23,8,7,4,60,3,28,3,19,15,50,7,322
2024-03-18 16:10:00,95,10,25,7,21,3,66,0,32,0,21,21,47,12,360
2024-03-18 16:20:00,84,12,34,10,9,6,76,3,30,0,16,9,109,13,411
2024-03-18 16:30:00,71,7,36,9,11,10,75,3,31,1,33,25,176,11,499
2024-03-18 16:40:00,90,9,33,8,13,10,55,2,29,3,31,21,127,12,443
2024-03-18 16:50:00,84,6,37,7,5,4,64,2,40,3,15,9,127,2,405
2024-03-18 17:00:00,86,5,28,5,4,4,77,3,38,3,23,20,88,5,389
2024-03-18 17:10:00,90,4,35,6,12,9,63,2,39,3,15,15,54,10,357
2024-03-18 17:20:00,90,11,37,8,4,8,64,4,35,2,16,13,38,5,335
2024-03-18 17:30:00,77,5,28,3,7,4,71,2,43,2,20,15,72,4,353
2024-03-18 17:40:00,90,5,30,5,13,7,53,1,35,0,23,16,79,12,369
2024-03-18 17:50:00,68,7,40,6,11,10,62,1,43,0,24,16,61,9,358
2024-03-18 18:00:00,69,6,28,5,8,11,54,2,34,1,20,14,101,9,362
2024-03-18 18:10:00,74,7,32,4,5,7,48,2,26,0,23,16,62,8,314
2024-03-18 18:20:00,71,6,34,6,10,9,69,4,26,2,13,12,39,5,306
2024-03-18 18:30:00,67,7,29,3,6,7,59,2,25,1,24,18,89,7,344
2024-03-18 18:40:00,61,3,28,4,13,9,43,0,24,0,15,12,130,9,351
2024-03-18 18:50:00,62,3,23,3,7,11,54,1,28,1,19,10,199,7,428
2024-03-18 19:00:00,70,5,24,5,7,3,47,2,25,1,13,8,76,7,293
2024-03-18 19:10:00,51,6,31,4,4,5,43,3,24,0,15,9,49,5,249
2024-03-18 19:20:00,52,9,17,5,2,1,46,3,19,2,17,8,49,3,233
2024-03-18 19:30:00,52,3,27,0,8,5,36,2,21,0,17,12,36,3,222
2024-03-18 19:40:00,60,2,25,5,2,2,42,2,23,1,8,9,23,5,209
2024-03-18 19:50:00,45,2,24,1,11,3,48,0,32,0,9,8,35,6,224
2024-03-18 20:00:00,42,4,18,1,9,5,33,1,30,1,5,6,35,6,196
2024-03-18 20:10:00,48,5,20,3,13,10,29,1,18,1,11,9,40,11,219
2024-03-18 20:20:00,45,2,27,3,1,0,16,1,15,0,12,9,40,1,172
2024-03-18 20:30:00,28,2,22,3,7,9,33,3,20,1,4,2,30,6,170
2024-03-18 20:40:00,35,3,31,0,8,9,20,3,16,0,10,8,32,6,181
2024-03-18 20:50:00,39,7,24,7,4,2,18,4,12,0,8,10,35,7,177
2024-03-18 21:00:00,38,4,13,3,2,1,20,0,13,0,7,5,43,1,150
2024-03-18 21:10:00,28,2,16,2,2,2,28,4,18,2,13,12,37,2,168
2024-03-18 21:20:00,38,3,20,4,6,6,16,0,12,0,8,8,27,7,155
2024-03-18 21:30:00,43,4,23,3,2,1,14,4,11,2,7,6,29,4,153
2024-03-18 21:40:00,26,1,17,0,3,2,24,1,14,1,11,10,38,2,150
