datetime,D21Z,V22Z,D31Z,D32Z,V33Z,D51Z,D52Z,D53Z,D54Z,V55Z,V56Z,V57Z,V58Z,V71Z,D81Z,V82Z,D91Z,D92Z,V93Z,D111Z,D112Z,D113Z,V114Z,V115Z,V116Z,Total
2024-03-20 12:10:00,73,1,27,20,11,14,25,37,13,14,25,16,18,17,39,12,13,13,5,31,36,14,22,27,19,542
2024-03-20 12:20:00,69,10,19,13,6,10,13,32,9,18,19,18,11,22,55,22,22,26,6,32,38,14,22,27,14,547
2024-03-20 12:30:00,65,12,26,21,8,12,23,32,8,11,20,20,9,15,42,25,19,14,3,113,48,13,23,31,16,629
2024-03-20 12:40:00,86,16,11,11,9,5,13,27,9,10,26,19,11,11,48,17,13,5,2,35,31,17,17,16,11,476
2024-03-20 12:50:00,60,13,18,19,9,12,20,27,12,10,21,23,11,14,34,17,20,13,8,29,27,13,15,16,28,489
2024-03-20 13:00:00,169,2,81,30,10,14,18,27,14,12,16,12,12,18,43,24,20,87,5,35,32,13,17,19,12,742
2024-03-20 13:10:00,60,9,18,15,9,8,25,40,13,13,19,19,12,16,42,22,21,18,6,51,40,14,29,18,14,551
2024-03-20 13:20:00,82,9,17,15,9,3,24,35,15,4,28,23,17,20,50,16,16,22,2,34,34,15,21,15,14,540
2024-03-20 13:30:00,59,10,73,25,7,9,18,40,7,14,22,19,9,15,40,15,21,23,10,43,43,11,22,23,14,592
2024-03-20 13:40:00,73,2,23,16,13,11,18,29,17,15,20,28,15,13,44,25,22,22,10,104,39,19,19,28,14,639
2024-03-20 13:50:00,64,14,40,13,7,17,12,36,21,18,25,17,22,16,42,22,21,15,10,71,45,10,19,17,11,605
2024-03-20 14:00:00,53,17,73,16,10,12,8,27,17,14,24,9,12,19,57,32,31,17,8,143,31,18,24,22,17,711
2024-03-20 14:10:00,82,5,117,77,11,7,21,28,14,7,25,21,14,23,68,14,25,15,9,79,48,13,24,21,16,784
2024-03-20 14:20:00,93,2,174,33,13,11,21,33,21,16,25,13,16,16,45,19,23,8,5,57,42,14,23,29,59,811
2024-03-20 14:30:00,84,9,120,45,14,8,36,46,14,10,21,18,26,20,48,16,16,20,4,39,36,15,15,21,10,711
2024-03-20 14:40:00,76,4,150,15,9,10,20,39,14,14,23,23,21,13,48,25,21,15,4,47,35,11,20,20,10,687
2024-03-20 14:50:00,87,6,136,26,13,14,14,40,19,14,23,18,17,21,53,25,20,16,5,43,42,15,19,23,7,716
2024-03-20 15:00:00,75,9,106,18,10,5,16,30,11,5,18,10,10,22,43,24,17,13,8,72,45,20,20,18,16,641
2024-03-20 15:10:00,88,8,243,18,13,9,26,33,10,8,24,26,9,17,55,17,27,15,9,48,60,21,18,17,25,844
2024-03-20 15:20:00,89,13,199,26,9,10,20,40,8,12,19,15,9,31,35,18,17,9,6,53,42,12,16,14,13,735
2024-03-20 15:30:00,102,3,147,19,15,15,25,34,14,15,16,19,15,24,60,18,16,15,7,32,40,11,10,23,12,707
2024-03-20 15:40:00,85,9,133,38,9,11,30,52,16,10,22,16,7,26,55,16,22,12,5,61,52,16,19,31,12,765
2024-03-20 15:50:00,92,13,186,18,11,11,29,40,9,8,19,22,11,20,52,19,27,14,4,47,41,10,15,16,14,748
2024-03-20 16:00:00,95,5,187,37,9,8,33,35,14,13,19,56,15,18,58,22,44,48,6,43,39,14,19,16,20,873
2024-03-20 16:10:00,102,8,66,35,4,8,31,47,13,7,23,19,21,26,55,16,20,15,5,48,49,16,17,17,6,674
2024-03-20 16:20:00,89,11,90,32,11,11,25,40,13,9,20,16,18,26,50,15,17,20,18,84,49,10,20,15,17,726
2024-03-20 16:30:00,86,15,123,31,13,8,26,33,15,6,16,21,23,23,58,18,25,18,5,45,48,13,20,30,14,733
2024-03-20 16:40:00,82,10,128,34,9,18,21,39,21,16,21,14,12,25,59,17,18,18,7,75,51,17,20,21,17,770
2024-03-20 16:50:00,86,10,210,31,10,10,22,36,11,12,19,10,14,24,62,22,20,21,17,61,52,9,17,19,13,818
2024-03-20 17:00:00,89,11,144,41,15,14,31,54,18,13,16,20,9,21,46,27,18,15,8,45,43,16,20,18,12,764
2024-03-20 17:10:00,83,5,122,36,14,15,26,41,17,11,13,23,18,24,59,15,16,14,5,61,46,15,29,19,17,744
2024-03-20 17:20:00,73,17,118,30,10,10,23,35,20,10,28,20,9,17,54,29,18,14,8,78,52,15,16,17,16,737
2024-03-20 17:30:00,85,3,219,26,11,15,33,40,15,16,18,20,6,21,50,13,22,15,8,52,51,20,21,20,9,809
2024-03-20 17:40:00,85,13,127,24,9,13,30,44,11,15,19,14,18,22,62,21,21,12,9,51,41,10,15,18,7,711
2024-03-20 17:50:00,89,13,96,41,13,21,28,44,18,18,20,22,15,23,31,24,14,12,4,56,44,12,19,17,13,707
2024-03-20 18:00:00,86,7,197,22,11,12,30,35,23,10,23,34,14,19,45,18,26,18,11,43,38,12,15,20,16,785
2024-03-20 18:10:00,78,11,254,21,11,15,31,45,11,9,18,15,10,17,49,19,12,16,7,52,45,8,17,15,7,793
2024-03-20 18:20:00,91,2,179,23,8,12,30,41,18,14,23,15,15,21,53,16,19,18,13,44,46,15,25,21,16,778
2024-03-20 18:30:00,105,8,131,22,12,9,17,25,18,10,21,20,12,17,40,18,14,30,10,56,37,14,27,23,13,709
2024-03-20 18:40:00,81,12,175,17,8,7,21,29,12,9,22,27,13,22,42,33,17,15,12,62,46,10,29,23,9,753
2024-03-20 18:50:00,66,19,207,19,12,7,18,36,19,13,21,27,11,11,39,21,18,12,12,59,45,12,29,35,14,782
2024-03-20 19:00:00,70,4,70,23,8,6,20,25,9,12,30,28,15,9,36,27,13,9,7,40,33,13,22,22,10,561
2024-03-20 19:10:00,56,11,30,10,4,12,18,31,13,17,23,25,21,16,45,28,18,14,6,43,31,17,23,26,13,551
2024-03-20 19:20:00,56,14,14,17,7,5,18,25,10,11,28,27,13,7,31,23,8,12,9,75,32,15,17,26,22,522
2024-03-20 19:30:00,55,20,16,9,6,4,11,18,6,12,26,27,7,9,20,24,6,12,10,49,24,14,25,32,13,455
2024-03-20 19:40:00,50,14,8,8,4,3,12,28,8,16,22,20,8,7,39,22,29,10,4,164,27,9,21,23,14,570
2024-03-20 19:50:00,55,14,9,12,6,7,9,18,9,9,21,19,9,8,26,16,12,10,4,135,34,12,14,29,10,507
2024-03-20 20:00:00,49,13,15,11,5,4,10,18,9,15,18,16,7,8,29,26,15,10,1,37,23,10,19,26,14,408
2024-03-20 20:10:00,50,19,14,12,8,2,8,19,5,10,24,17,9,11,31,23,18,14,6,60,26,7,28,25,8,454
2024-03-20 20:20:00,35,14,12,10,5,5,9,18,7,14,23,18,9,13,23,21,10,12,6,85,25,11,16,19,8,428
2024-03-20 20:30:00,39,13,16,4,1,4,5,21,6,14,18,18,7,5,17,22,7,6,5,38,18,7,26,26,12,355
2024-03-20 20:40:00,35,7,16,9,4,2,9,17,12,13,21,21,13,5,19,18,8,3,1,76,29,10,27,33,6,414
2024-03-20 20:50:00,25,10,17,9,3,0,8,12,7,9,15,20,9,11,20,21,16,11,3,77,27,8,24,22,7,391
2024-03-20 21:00:00,40,17,16,12,5,3,5,15,7,14,24,20,7,10,15,27,10,10,2,60,18,5,21,29,8,400
2024-03-20 21:10:00,28,16,12,10,8,6,9,25,7,13,26,27,6,1,17,18,6,3,5,33,16,6,18,21,5,342
2024-03-20 21:20:00,42,15,16,14,6,3,5,20,1,17,22,7,2,3,22,17,10,6,1,40,24,10,21,36,12,372
2024-03-20 21:30:00,28,13,12,10,9,0,8,19,6,14,24,19,8,5,19,25,8,4,1,26,21,5,18,21,9,332
2024-03-20 21:40:00,36,16,11,10,4,4,11,22,4,7,22,26,10,8,12,24,2,2,2,23,23,13,21,30,11,354
2024-03-20 21:50:00,28,12,10,8,8,4,4,10,7,8,17,19,8,12,18,23,8,6,1,20,12,6,20,16,10,295
2024-03-20 22:00:00,43,15,10,6,2,3,4,8,7,10,18,22,4,4,9,13,10,8,5,16,15,3,19,22,7,283
2024-03-20 22:10:00,25,17,8,8,8,2,6,9,7,7,19,22,8,6,8,17,5,3,0,18,19,0,19,20,1,262
2024-03-20 22:20:00,25,15,17,13,4,1,8,6,6,4,10,16,6,2,4,9,4,3,0,12,12,6,18,22,6,229
2024-03-20 22:30:00,27,20,9,6,2,3,4,9,1,4,11,7,1,4,14,20,11,5,2,16,16,5,18,21,5,241
2024-03-20 22:40:00,18,10,0,0,0,0,5,12,3,6,17,15,2,5,14,20,12,6,6,21,22,8,22,30,7,261
2024-03-20 22:50:00,13,8,8,6,2,1,2,9,5,7,12,9,7,2,8,14,4,3,7,13,12,5,17,13,5,192
2024-03-20 23:00:00,14,13,8,10,4,1,6,11,2,9,18,9,2,3,7,12,6,4,1,10,11,4,10,15,7,197
2024-03-20 23:10:00,19,15,6,4,5,6,3,7,6,10,11,8,6,1,5,5,2,1,2,12,12,1,17,12,0,176
2024-03-20 23:20:00,24,14,21,7,4,2,1,11,3,6,20,8,4,2,5,7,1,1,0,17,11,7,14,15,11,216
2024-03-20 23:30:00,9,6,1,1,1,1,1,1,1,2,3,2,0,3,7,11,4,4,1,6,10,3,11,23,4,116
2024-03-20 23:40:00,11,7,11,7,1,1,2,7,1,3,11,9,2,2,4,7,2,1,1,5,6,1,7,8,0,117
2024-03-20 23:50:00,3,3,7,2,1,0,3,4,2,1,10,8,2,1,1,3,0,0,0,3,3,1,4,5,2,69
2024-03-21 00:00:00,8,7,53,1,1,0,1,4,0,1,10,2,0,1,5,10,2,3,0,4,4,2,8,5,3,135
2024-03-21 00:10:00,7,6,38,2,1,0,0,3,0,0,3,0,0,1,3,6,3,0,0,4,3,1,7,5,1,94
2024-03-21 00:20:00,7,5,59,2,1,0,0,1,0,0,1,1,0,1,7,11,4,4,9,3,4,1,7,6,2,136
2024-03-21 00:30:00,13,11,39,2,2,1,2,0,0,2,4,4,0,2,2,8,5,5,3,3,4,0,5,4,2,123
2024-03-21 00:40:00,5,4,28,0,0,0,2,0,2,0,0,5,3,0,1,2,3,3,5,2,1,2,3,5,2,78
2024-03-21 00:50:00,4,4,7,2,1,0,0,1,0,0,1,0,0,0,5,6,1,1,0,4,2,0,4,9,0,52
2024-03-21 01:00:00,2,1,5,4,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,3,0,4,4,0,31
2024-03-21 01:10:00,6,4,8,3,1,1,0,1,4,1,4,8,5,2,1,2,0,0,0,1,3,0,4,6,0,65
2024-03-21 01:20:00,8,9,6,3,0,0,1,1,0,0,3,1,0,0,2,4,0,0,0,0,1,1,0,1,1,42
2024-03-21 01:30:00,2,3,1,1,0,0,0,1,0,1,1,0,0,0,2,3,2,0,0,1,2,1,2,6,1,30
2024-03-21 01:40:00,3,2,6,4,1,0,0,3,0,2,3,1,0,0,3,5,2,2,3,0,2,3,3,4,1,53
2024-03-21 01:50:00,4,4,5,0,0,0,1,1,0,0,2,1,0,0,1,1,1,1,1,2,2,0,2,2,0,31
2024-03-21 02:00:00,4,5,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,3,0,4,3,0,26
2024-03-21 02:10:00,1,1,2,1,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,1,1,1,3,1,19
2024-03-21 02:20:00,2,1,0,0,0,1,1,2,0,0,4,3,0,0,0,0,0,0,0,1,2,1,1,2,0,21
2024-03-21 02:30:00,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,11
2024-03-21 02:40:00,5,6,0,0,0,0,0,4,0,2,4,2,0,0,1,1,1,1,1,1,3,0,3,3,0,38
2024-03-21 02:50:00,5,6,8,0,0,1,0,4,0,1,7,0,0,2,1,2,0,0,0,0,1,1,0,1,2,42
2024-03-21 03:00:00,2,2,1,1,1,1,1,1,1,0,1,3,1,1,2,3,5,5,0,0,0,0,0,0,0,32
2024-03-21 03:10:00,0,0,1,1,1,3,1,2,1,5,2,0,2,2,1,3,0,0,0,2,3,1,4,3,2,40
2024-03-21 03:20:00,4,5,1,0,0,1,0,1,0,1,1,2,0,1,2,2,10,6,0,1,2,0,2,2,0,44
2024-03-21 03:30:00,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,9,11,0,2,1,0,2,0,0,33
2024-03-21 03:40:00,0,0,0,0,0,0,1,1,0,1,4,2,0,1,2,4,4,6,0,3,4,1,6,3,0,43
2024-03-21 03:50:00,2,2,0,0,0,1,2,1,2,2,1,4,3,0,2,3,9,10,0,2,1,1,3,3,3,57
2024-03-21 04:00:00,3,2,0,0,0,1,0,2,1,2,3,2,2,0,1,1,3,4,0,2,1,0,3,1,0,34
2024-03-21 04:10:00,6,4,1,1,1,0,0,1,1,0,2,2,1,2,3,4,3,2,0,2,1,1,2,3,0,43
2024-03-21 04:20:00,5,4,6,4,2,0,0,2,0,1,2,0,0,7,6,10,6,5,2,3,2,1,3,1,0,72
2024-03-21 04:30:00,5,5,0,0,0,0,1,3,3,2,7,5,4,1,3,5,5,8,3,2,3,1,4,6,2,78
2024-03-21 04:40:00,5,6,0,0,0,2,0,4,1,0,4,2,2,4,6,6,9,4,0,2,3,1,2,4,1,68
2024-03-21 04:50:00,3,3,4,3,0,0,0,3,2,1,4,4,2,5,10,11,11,10,0,2,1,0,2,1,0,82
2024-03-21 05:00:00,6,6,3,1,0,1,1,7,4,5,12,7,4,1,7,13,9,15,0,3,2,3,4,5,1,120
2024-03-21 05:10:00,7,8,1,1,1,2,5,9,3,5,14,11,5,2,16,16,12,6,2,11,5,2,12,7,4,167
2024-03-21 05:20:00,4,3,8,5,2,3,5,17,4,4,14,15,4,0,13,16,9,8,2,5,4,2,8,5,2,162
2024-03-21 05:30:00,12,11,6,2,0,2,9,22,7,7,33,23,12,1,19,17,13,14,3,12,6,7,15,13,3,269
2024-03-21 05:40:00,12,6,3,1,0,2,15,24,4,15,29,31,5,5,41,26,23,13,1,9,6,6,15,8,4,304
2024-03-21 05:50:00,10,7,4,3,1,4,8,23,6,16,24,10,7,3,35,33,22,9,0,12,10,7,17,9,3,283
2024-03-21 06:00:00,17,10,8,5,1,7,16,28,8,13,22,27,9,3,39,16,22,18,1,12,8,5,11,11,2,319
2024-03-21 06:10:00,27,12,5,5,2,11,21,35,7,9,20,19,8,6,37,21,11,18,6,17,17,7,14,12,4,351
2024-03-21 06:20:00,21,13,9,5,3,6,21,35,7,7,24,18,9,9,53,21,17,8,3,27,24,9,24,16,7,396
2024-03-21 06:30:00,25,13,9,9,4,16,40,47,9,15,17,24,17,15,45,17,33,26,6,23,19,11,13,12,8,473
2024-03-21 06:40:00,33,14,9,7,4,16,39,55,14,14,12,13,15,13,58,28,34,16,8,25,28,16,19,18,8,516
2024-03-21 06:50:00,27,11,18,15,8,18,38,52,20,16,30,27,22,13,60,18,27,8,2,97,27,12,17,19,7,609
2024-03-21 07:00:00,28,13,12,11,5,19,41,53,25,17,11,13,12,14,67,17,25,18,6,39,36,10,23,32,9,556
2024-03-21 07:10:00,27,10,10,9,7,20,51,53,24,18,15,17,23,17,52,16,12,12,3,36,41,14,23,19,8,537
2024-03-21 07:20:00,43,14,12,13,9,17,43,54,21,15,17,15,21,17,78,17,29,14,6,36,30,15,20,15,8,579
2024-03-21 07:30:00,46,10,12,10,7,24,41,47,22,20,20,16,22,11,78,16,19,11,2,44,46,17,33,25,20,619
2024-03-21 07:40:00,83,19,18,16,9,9,41,44,21,12,14,16,5,14,72,8,21,16,15,36,43,31,17,23,19,622
2024-03-21 07:50:00,66,8,19,15,6,12,55,50,19,11,13,13,15,27,85,5,29,24,12,36,32,17,22,18,16,625
2024-03-21 08:00:00,42,16,14,16,9,15,44,53,27,17,11,22,18,15,57,21,25,14,7,44,39,63,24,23,10,646
2024-03-21 08:10:00,60,17,22,17,6,15,44,44,16,14,10,17,12,11,60,17,26,21,9,44,46,13,27,27,20,615
2024-03-21 08:20:00,85,10,19,18,10,10,33,39,18,9,20,20,22,25,48,27,19,6,3,46,45,18,20,23,20,613
2024-03-21 08:30:00,54,19,19,15,8,11,52,52,18,8,17,19,25,18,66,15,25,16,8,43,40,19,16,23,10,616
2024-03-21 08:40:00,48,16,21,17,7,14,36,42,17,14,18,11,10,12,62,18,20,16,6,35,39,15,25,24,13,556
2024-03-21 08:50:00,66,15,17,10,6,10,31,45,21,12,26,16,13,17,58,24,14,10,4,98,36,9,17,20,14,609
2024-03-21 09:00:00,57,14,23,15,8,12,21,35,12,12,10,18,15,15,68,16,26,15,7,34,47,17,23,31,20,571
2024-03-21 09:10:00,53,14,15,19,8,13,27,35,16,26,13,20,20,9,46,16,16,9,5,34,46,17,18,34,19,548
2024-03-21 09:20:00,48,14,21,12,9,10,32,35,18,9,19,13,10,10,62,26,22,15,5,32,36,11,16,17,25,527
2024-03-21 09:30:00,56,16,7,9,6,12,26,38,15,14,19,17,18,14,47,18,30,20,5,68,35,22,26,25,13,576
2024-03-21 09:40:00,55,19,61,20,9,12,19,34,8,49,22,16,14,15,84,14,22,33,7,31,27,11,18,19,6,625
2024-03-21 09:50:00,66,14,15,9,5,13,19,38,17,13,22,16,16,16,69,21,23,40,9,32,32,14,35,25,14,593
2024-03-21 10:00:00,52,12,11,15,8,13,22,32,10,9,19,17,13,15,50,19,24,20,9,37,40,24,26,29,20,546
2024-03-21 10:10:00,46,15,10,11,8,9,23,36,13,13,22,35,19,9,43,20,25,25,7,29,27,17,20,13,15,510
2024-03-21 10:20:00,65,12,18,21,13,8,22,32,6,9,25,16,12,7,33,20,11,13,7,25,33,16,19,20,13,476
2024-03-21 10:30:00,50,17,10,11,7,19,14,32,6,13,27,16,5,2,48,19,20,12,5,24,28,14,14,18,14,445
2024-03-21 10:40:00,69,15,17,10,9,14,14,29,12,15,26,14,20,0,47,18,18,12,7,37,25,14,27,18,15,502
2024-03-21 10:50:00,56,11,14,12,9,12,17,34,26,13,25,16,18,3,37,20,18,20,8,33,33,13,20,19,17,504
2024-03-21 11:00:00,66,10,15,17,10,8,16,31,8,9,17,14,12,15,49,19,21,15,4,27,31,13,19,23,15,484
2024-03-21 11:10:00,57,12,18,19,8,16,13,35,14,20,16,12,26,11,52,15,18,12,2,28,28,10,19,20,11,492
2024-03-21 11:20:00,62,11,13,16,8,10,21,38,14,10,20,74,19,15,42,15,13,12,5,48,40,16,19,19,16,576
2024-03-21 11:30:00,63,14,21,21,9,10,21,34,15,11,20,15,16,16,45,18,14,81,7,44,44,19,22,24,34,638
2024-03-21 11:40:00,63,5,14,14,11,14,27,41,12,15,24,31,16,5,41,11,30,51,13,85,27,14,15,18,12,609
2024-03-21 11:50:00,62,13,10,12,7,11,15,24,10,13,35,10,7,17,39,18,17,13,6,29,35,11,18,23,9,464
2024-03-21 12:00:00,67,4,28,20,6,5,16,31,13,8,23,14,12,16,42,16,12,14,6,28,25,16,19,18,17,476
2024-03-21 12:10:00,78,15,10,12,9,9,22,30,14,14,30,10,10,18,47,15,21,13,8,76,36,10,16,18,10,551
2024-03-21 12:20:00,63,15,24,21,11,12,17,30,10,10,19,16,12,22,46,22,19,17,8,35,34,13,21,21,9,527
2024-03-21 12:30:00,60,9,29,25,9,7,25,36,7,9,23,17,8,11,51,21,29,14,8,36,34,17,21,37,19,562
2024-03-21 12:40:00,58,20,28,24,11,11,26,38,17,13,25,18,15,20,35,13,18,11,7,37,35,15,15,20,14,544
2024-03-21 12:50:00,69,11,13,14,8,13,28,35,16,11,28,19,10,18,42,18,21,14,2,32,33,11,19,19,15,519
2024-03-21 13:00:00,69,11,22,26,12,16,22,34,19,11,22,22,19,15,52,16,32,38,9,40,42,18,23,25,16,631
2024-03-21 13:10:00,70,3,18,19,11,14,21,44,17,9,19,18,11,20,50,14,16,35,6,42,40,20,22,20,13,572
2024-03-21 13:20:00,77,13,24,26,10,9,26,49,9,9,19,20,15,19,45,16,22,24,8,37,41,13,18,17,12,578
2024-03-21 13:30:00,58,15,16,18,9,10,23,41,10,8,24,18,15,14,43,20,18,15,27,37,34,15,20,19,16,543
2024-03-21 13:40:00,59,12,16,12,12,7,20,29,13,9,24,21,16,14,63,19,25,18,5,82,35,15,15,15,11,567
2024-03-21 13:50:00,59,8,16,15,9,15,27,41,12,17,28,21,19,21,39,17,12,4,1,37,42,19,19,16,23,537
2024-03-21 14:00:00,86,8,21,25,12,11,18,34,10,10,24,18,16,14,51,33,17,17,6,33,38,11,16,39,16,584
2024-03-21 14:10:00,67,6,18,14,8,14,17,31,16,13,22,22,19,15,52,21,20,13,10,90,35,16,18,18,17,592
2024-03-21 14:20:00,95,2,19,16,10,8,24,37,9,10,37,20,11,12,48,23,33,53,9,37,35,7,18,15,11,599
2024-03-21 14:30:00,70,3,14,18,7,19,28,44,15,22,26,20,15,20,47,22,29,34,9,40,42,16,21,26,13,620
2024-03-21 14:40:00,111,7,32,40,12,14,24,39,17,11,24,16,21,20,53,20,17,14,6,37,36,18,28,22,16,655
2024-03-21 14:50:00,73,7,18,31,12,9,24,45,19,9,24,20,20,27,46,15,18,44,9,35,34,7,18,12,7,583
2024-03-21 15:00:00,87,16,34,34,11,9,17,32,13,10,25,18,11,23,59,27,20,21,11,43,43,9,13,22,12,620
2024-03-21 15:10:00,91,13,32,25,14,9,19,30,19,10,18,17,14,25,56,18,23,12,2,42,43,18,20,22,14,606
2024-03-21 15:20:00,87,8,45,25,15,12,26,34,20,9,20,29,18,30,54,13,18,14,8,43,41,16,12,14,15,626
2024-03-21 15:30:00,87,6,64,21,7,13,28,39,11,11,14,18,14,25,73,17,20,12,7,42,44,14,53,18,13,671
2024-03-21 15:40:00,108,2,91,24,14,10,43,45,26,9,24,20,24,32,49,18,23,21,9,43,37,16,14,17,18,737
2024-03-21 15:50:00,91,5,76,26,9,15,30,47,17,17,25,30,16,27,51,20,23,21,4,119,47,17,22,20,17,792
2024-03-21 16:00:00,92,7,99,23,11,10,32,44,10,13,17,20,21,24,63,19,35,15,11,45,48,15,18,22,18,732
2024-03-21 16:10:00,89,5,92,23,8,11,24,43,21,10,23,16,14,29,62,20,26,13,6,68,51,24,19,19,12,728
2024-03-21 16:20:00,109,7,122,27,13,5,31,52,16,5,12,20,16,35,52,21,25,31,8,77,47,13,16,13,14,787
2024-03-21 16:30:00,73,9,80,47,12,10,32,41,13,17,9,16,10,25,47,23,35,50,10,53,49,16,19,22,8,726
2024-03-21 16:40:00,86,4,123,36,11,6,29,46,19,6,21,16,17,19,49,19,28,33,2,47,48,14,22,23,15,739
2024-03-21 16:50:00,106,10,138,44,11,9,33,29,17,9,15,20,11,23,39,23,11,17,2,65,48,10,19,12,10,731
2024-03-21 17:00:00,83,16,134,29,10,7,23,35,16,10,20,22,16,19,51,13,30,11,3,72,44,14,21,16,12,727
2024-03-21 17:10:00,74,7,37,34,7,12,27,43,15,15,17,11,10,19,51,25,18,15,11,83,52,15,18,21,18,655
2024-03-21 17:20:00,80,9,22,26,11,20,30,44,18,16,17,21,15,27,61,17,23,17,7,120,44,13,19,15,13,705
2024-03-21 17:30:00,93,8,31,28,10,9,27,38,19,13,24,19,16,17,47,15,12,12,10,63,45,11,24,19,13,623
2024-03-21 17:40:00,54,11,30,35,13,12,21,36,11,11,40,16,9,11,48,13,21,21,9,52,40,21,22,22,14,593
2024-03-21 17:50:00,84,1,22,20,10,12,30,45,18,9,23,15,15,20,43,19,16,17,7,47,44,13,18,21,17,586
2024-03-21 18:00:00,91,9,30,26,10,8,24,41,15,9,18,17,10,23,39,29,19,22,10,69,36,8,23,17,6,609
2024-03-21 18:10:00,88,7,26,33,8,11,24,77,18,12,17,15,11,12,37,15,12,35,9,75,51,17,22,18,14,664
2024-03-21 18:20:00,77,10,25,19,8,10,27,35,9,8,20,22,11,14,48,24,26,20,6,49,51,15,23,27,16,600
2024-03-21 18:30:00,87,6,16,20,11,9,22,33,11,9,25,13,10,23,35,25,20,13,8,37,36,13,26,24,8,540
2024-03-21 18:40:00,66,12,17,15,11,9,19,37,15,25,25,26,11,13,47,24,13,13,10,64,50,8,34,23,8,595
2024-03-21 18:50:00,70,12,15,13,8,8,22,28,17,23,17,25,12,20,39,25,15,10,7,56,31,11,19,28,12,543
2024-03-21 19:00:00,88,12,26,17,8,3,22,32,14,9,19,31,21,23,45,35,15,15,6,45,49,11,20,33,19,618
2024-03-21 19:10:00,66,14,19,21,8,10,18,27,10,21,31,28,7,10,53,16,21,10,1,41,50,16,18,30,17,563
2024-03-21 19:20:00,58,14,11,15,7,9,16,26,10,19,23,25,14,17,30,33,10,10,4,29,28,10,23,20,10,471
2024-03-21 19:30:00,67,23,11,14,8,2,12,31,8,14,16,20,12,9,29,15,8,10,10,174,34,16,17,21,12,593
2024-03-21 19:40:00,60,15,9,11,6,5,11,17,10,8,37,29,12,14,33,23,19,19,1,155,31,14,17,24,18,598
2024-03-21 19:50:00,46,14,13,12,5,5,6,21,5,14,21,19,6,8,32,25,10,18,2,54,23,13,24,25,17,438
2024-03-21 20:00:00,45,11,9,9,6,4,9,25,8,12,18,25,8,9,33,21,35,49,5,66,28,15,24,36,21,531
2024-03-21 20:10:00,54,17,7,13,5,6,16,22,7,15,27,22,12,10,30,25,16,9,9,93,24,11,21,33,20,524
2024-03-21 20:20:00,52,18,17,12,5,4,5,13,9,11,19,14,13,8,14,14,12,10,4,35,21,8,22,23,8,371
2024-03-21 20:30:00,37,17,15,10,6,3,5,13,7,9,26,18,8,5,22,14,10,5,3,56,29,10,17,22,8,375
2024-03-21 20:40:00,36,16,10,8,5,8,7,22,6,13,33,31,8,12,15,27,9,4,3,32,27,8,24,35,10,409
2024-03-21 20:50:00,51,18,13,10,5,4,17,24,11,7,23,28,19,3,21,23,9,7,4,46,17,9,23,25,9,426
2024-03-21 21:00:00,29,14,9,11,6,2,6,19,9,16,25,16,12,8,18,17,10,8,1,60,20,7,20,27,13,383
2024-03-21 21:10:00,38,13,11,11,7,4,9,26,8,16,26,19,7,9,24,25,13,4,8,86,28,5,21,30,2,450
2024-03-21 21:20:00,40,16,15,7,4,4,7,16,8,11,15,17,10,9,13,16,7,5,3,40,17,7,14,29,8,338
2024-03-21 21:30:00,36,15,3,4,3,5,6,21,5,14,21,17,6,7,18,22,17,9,5,26,16,5,24,24,8,337
2024-03-21 21:40:00,45,17,2,3,2,1,5,15,3,7,17,10,6,3,16,23,6,1,1,40,19,5,23,18,5,293
2024-03-21 21:50:00,29,13,8,7,5,2,4,12,6,8,18,19,9,10,12,16,9,5,2,41,15,8,28,19,10,315
2024-03-21 22:00:00,28,20,5,19,6,4,6,15,10,11,21,22,12,5,18,18,7,7,5,31,21,7,24,28,9,359
2024-03-21 22:10:00,34,18,9,18,5,2,4,17,7,5,23,12,10,5,11,13,4,2,2,39,26,13,21,29,19,348
2024-03-21 22:20:00,35,14,9,3,1,1,8,8,8,5,16,18,6,2,12,17,4,2,0,37,23,5,25,24,8,291
2024-03-21 22:30:00,29,13,10,9,5,1,5,11,3,1,16,13,6,4,4,14,6,9,2,32,19,7,23,25,7,274
2024-03-21 22:40:00,19,15,4,3,4,5,6,12,3,11,22,13,3,2,11,11,6,4,0,26,23,8,19,31,14,275
2024-03-21 22:50:00,27,18,8,3,2,4,1,7,6,6,12,12,6,5,9,17,3,1,1,10,13,5,9,10,7,202
2024-03-21 23:00:00,19,14,4,4,1,0,2,9,3,2,14,8,9,3,14,22,8,4,1,25,19,2,21,18,3,229
2024-03-21 23:10:00,19,14,5,2,1,2,4,9,3,5,17,9,5,7,11,23,6,5,3,14,12,5,12,15,3,211
2024-03-21 23:20:00,18,16,7,1,0,1,2,7,4,4,10,8,4,4,6,7,1,0,0,15,16,3,13,16,6,169
2024-03-21 23:30:00,11,9,5,2,1,5,3,8,0,6,11,5,0,2,7,9,3,5,4,10,9,3,10,15,4,147
