datetime,D21Z,V22Z,D31Z,D32Z,V33Z,D51Z,D52Z,D53Z,D54Z,V55Z,V56Z,V57Z,V58Z,V71Z,D81Z,V82Z,D91Z,D92Z,V93Z,D111Z,D112Z,D113Z,V114Z,V115Z,V116Z,Total
2024-03-10 12:40:00,52,15,23,17,10,6,19,35,12,8,18,13,15,18,35,19,18,5,3,55,37,14,20,19,13,499
2024-03-10 12:50:00,53,11,12,7,5,7,23,36,11,7,20,14,11,9,39,18,18,17,12,97,49,39,19,20,13,567
2024-03-10 13:00:00,57,10,8,6,5,7,14,45,11,10,25,17,9,10,37,17,12,8,3,35,27,17,15,19,15,439
2024-03-10 13:10:00,45,13,3,2,3,3,24,45,15,5,22,16,11,9,31,15,14,7,6,45,42,9,21,28,10,444
2024-03-10 13:20:00,59,13,11,8,6,3,15,45,13,5,23,14,14,11,33,17,13,11,8,74,39,13,20,18,11,497
2024-03-10 13:30:00,63,16,11,12,9,7,26,42,9,9,20,23,7,9,33,15,16,7,5,62,41,13,18,17,19,509
2024-03-10 13:40:00,61,13,5,3,4,6,30,43,8,12,19,16,9,13,29,18,9,4,4,81,43,21,26,21,19,517
2024-03-10 13:50:00,49,19,5,6,5,7,22,41,8,10,18,13,8,15,32,21,15,12,7,104,44,14,14,18,10,517
2024-03-10 14:00:00,60,15,9,9,6,4,26,53,12,6,19,19,16,11,41,19,14,10,5,75,50,13,21,20,10,543
2024-03-10 14:10:00,66,11,10,11,8,10,31,42,11,9,15,17,16,9,43,19,16,8,6,237,32,20,20,18,19,704
2024-03-10 14:20:00,54,16,7,5,4,9,19,39,13,10,21,17,13,11,34,23,17,11,9,63,37,18,25,27,15,517
2024-03-10 14:30:00,46,10,8,5,3,3,25,39,13,4,18,11,17,14,43,19,15,11,9,138,50,17,17,26,18,579
2024-03-10 14:40:00,74,9,6,6,6,9,24,39,13,10,23,14,15,16,41,22,13,4,2,119,34,18,17,15,16,565
2024-03-10 14:50:00,60,17,16,16,10,9,31,47,18,9,22,23,14,7,48,20,21,14,12,120,44,13,42,18,9,660
2024-03-10 15:00:00,69,10,11,10,7,2,25,42,21,7,17,19,17,14,45,23,19,6,4,141,34,21,31,15,18,628
2024-03-10 15:10:00,51,17,5,5,6,11,27,50,13,9,24,24,10,10,49,13,25,16,9,190,32,18,24,17,10,665
2024-03-10 15:20:00,62,14,12,17,7,5,24,37,9,9,13,13,10,17,32,14,10,37,15,65,35,16,18,13,14,518
2024-03-10 15:30:00,46,12,9,7,6,9,26,40,8,13,19,16,5,15,45,15,21,7,3,80,38,11,13,18,8,490
2024-03-10 15:40:00,58,9,10,9,6,6,30,50,10,5,22,15,8,12,41,20,16,5,3,50,34,15,23,20,8,485
2024-03-10 15:50:00,70,14,11,6,5,3,33,39,14,5,19,19,12,9,37,21,18,12,8,46,36,21,20,19,15,512
2024-03-10 16:00:00,49,16,13,11,5,5,21,30,9,6,16,14,12,7,39,23,14,8,6,123,39,13,16,23,13,531
2024-03-10 16:10:00,46,11,5,7,6,5,26,44,12,8,14,19,15,17,30,23,19,10,5,46,32,15,17,24,7,463
2024-03-10 16:20:00,59,21,8,12,4,12,18,42,12,12,15,9,18,11,39,21,15,9,4,53,31,54,21,36,11,547
2024-03-10 16:30:00,54,16,9,11,8,4,23,37,12,7,17,13,10,10,25,13,18,11,5,43,35,11,18,13,7,430
2024-03-10 16:40:00,52,11,9,8,6,4,24,45,11,6,20,16,16,17,55,21,22,17,7,85,35,14,18,19,11,549
2024-03-10 16:50:00,53,12,12,10,7,14,28,39,10,13,14,12,9,9,42,22,27,19,10,54,42,17,23,20,12,530
2024-03-10 17:00:00,67,12,12,9,7,17,23,49,9,17,17,16,15,9,33,19,18,14,9,57,35,20,25,15,14,538
2024-03-10 17:10:00,57,12,12,13,8,9,40,47,14,11,22,26,11,8,44,24,18,8,5,45,28,15,17,21,10,525
2024-03-10 17:20:00,66,13,11,8,4,10,32,61,11,11,19,21,12,16,44,23,21,13,8,126,47,17,22,20,13,649
2024-03-10 17:30:00,62,15,15,12,8,6,43,52,14,6,13,15,12,9,40,15,16,14,8,55,39,13,15,17,13,527
2024-03-10 17:40:00,69,11,27,20,11,6,23,36,24,9,21,19,18,8,31,15,24,21,14,70,43,14,28,25,10,597
2024-03-10 17:50:00,48,15,11,9,7,7,27,50,13,9,16,15,10,16,40,15,18,20,6,53,32,12,26,18,8,501
2024-03-10 18:00:00,49,13,12,10,7,7,21,37,17,9,19,16,11,14,38,12,13,10,25,66,43,16,26,29,16,536
2024-03-10 18:10:00,66,10,9,8,6,5,21,39,8,7,30,29,11,10,28,20,15,6,7,38,41,9,24,24,6,477
2024-03-10 18:20:00,53,15,15,14,5,6,24,43,12,20,22,28,9,2,26,18,18,8,5,72,26,12,32,32,21,538
2024-03-10 18:30:00,53,20,18,33,10,9,23,42,12,25,14,38,8,12,30,22,10,10,9,63,31,14,21,26,5,558
2024-03-10 18:40:00,48,10,5,4,4,8,15,43,13,22,40,47,14,7,23,33,14,12,17,37,27,10,22,25,7,507
2024-03-10 18:50:00,38,12,9,7,2,6,21,36,8,12,32,32,11,3,24,24,16,13,11,37,30,14,28,34,11,471
2024-03-10 19:00:00,33,12,6,10,6,3,20,32,9,14,35,37,11,4,24,20,11,14,15,26,28,14,18,32,14,448
2024-03-10 19:10:00,53,16,12,10,12,5,19,41,8,16,29,35,8,12,27,21,13,9,10,52,32,11,22,30,7,510
2024-03-10 19:20:00,48,13,10,7,6,7,18,35,4,19,26,37,5,12,18,22,11,10,9,27,21,16,18,30,15,444
2024-03-10 19:30:00,33,15,9,9,5,6,15,32,5,15,29,29,9,7,19,23,4,2,2,30,24,7,22,26,9,386
2024-03-10 19:40:00,25,11,13,10,9,8,15,21,2,17,21,15,3,4,23,22,12,9,8,20,21,6,24,22,6,347
2024-03-10 19:50:00,49,23,18,14,10,6,10,26,4,16,19,23,4,4,16,24,5,5,3,32,30,19,17,35,18,430
2024-03-10 20:00:00,45,16,13,12,6,4,16,29,9,15,24,33,11,5,10,19,9,9,6,23,18,10,15,32,12,401
2024-03-10 20:10:00,37,16,10,8,7,9,12,27,5,16,20,22,9,8,20,29,9,4,3,31,27,9,24,27,12,401
2024-03-10 20:20:00,68,17,11,10,9,1,13,34,3,11,26,29,4,2,15,31,8,5,1,31,26,12,21,29,12,429
2024-03-10 20:30:00,20,13,5,13,5,1,13,24,6,5,29,31,6,2,19,26,13,5,2,24,18,8,17,24,13,342
2024-03-10 20:40:00,31,16,4,3,3,5,7,19,2,11,20,13,4,4,14,17,4,3,5,27,20,5,19,23,4,283
2024-03-10 20:50:00,27,14,7,6,5,2,6,16,5,10,24,19,7,4,12,16,7,6,3,21,20,7,26,25,9,304
2024-03-10 21:00:00,25,19,9,3,1,5,11,21,5,19,33,31,5,5,14,22,8,6,3,21,26,9,16,31,18,366
2024-03-10 21:10:00,25,12,5,4,3,3,8,24,6,12,26,23,7,3,11,23,5,2,2,11,16,10,14,17,11,283
2024-03-10 21:20:00,23,15,13,14,8,4,10,18,4,8,19,17,5,6,8,20,5,9,5,27,22,5,17,27,3,312
2024-03-10 21:30:00,19,19,10,11,8,4,11,21,5,13,32,26,4,0,11,13,4,4,0,21,14,4,22,19,10,305
2024-03-10 21:40:00,26,17,6,6,3,1,8,15,9,11,21,23,10,4,9,19,5,2,2,15,10,7,16,15,6,266
2024-03-10 21:50:00,20,19,17,8,4,3,3,7,4,4,14,10,6,2,15,11,11,10,0,12,8,4,18,12,2,224
2024-03-10 22:00:00,24,14,8,5,3,2,3,11,3,9,16,9,4,1,8,11,7,5,2,14,12,10,19,24,9,233
2024-03-10 22:10:00,17,13,9,4,3,3,3,22,6,8,21,6,6,3,9,14,8,7,8,17,11,7,18,12,6,241
2024-03-10 22:20:00,20,11,11,4,1,1,3,9,4,2,16,8,2,0,10,15,5,9,0,16,16,5,21,20,6,215
2024-03-10 22:30:00,12,9,16,6,3,1,4,13,1,9,17,7,0,3,4,7,2,4,0,9,8,6,17,20,7,185
2024-03-10 22:40:00,9,7,35,3,2,0,2,9,3,7,10,3,1,2,2,3,1,1,1,10,14,6,12,15,10,168
2024-03-10 22:50:00,7,6,35,6,4,1,1,5,2,6,6,1,0,1,4,5,2,2,1,10,7,3,11,15,2,143
2024-03-10 23:00:00,11,11,33,3,3,2,3,12,2,10,11,5,2,0,6,7,7,8,3,5,5,6,13,15,5,188
2024-03-10 23:10:00,6,7,22,0,0,1,1,6,2,4,7,2,3,0,5,5,2,1,3,10,10,0,12,48,1,158
2024-03-10 23:20:00,13,9,19,3,1,1,2,7,2,4,10,2,1,3,6,7,1,1,6,7,6,2,11,227,3,354
2024-03-10 23:30:00,11,10,17,2,2,1,2,9,2,6,8,2,1,1,3,5,3,5,1,6,9,3,11,72,4,196
2024-03-10 23:40:00,4,4,23,2,0,1,0,4,0,5,6,0,0,1,3,4,0,0,3,6,4,1,7,180,2,260
2024-03-10 23:50:00,5,5,10,5,3,1,1,5,0,3,8,1,0,0,2,2,0,0,1,3,1,1,3,19,0,79
2024-03-11 00:00:00,3,3,33,4,3,1,2,3,2,5,8,3,2,1,1,2,0,0,2,1,5,1,5,22,2,114
2024-03-11 00:10:00,2,2,28,1,0,0,1,3,0,1,4,1,0,0,2,2,6,6,2,4,6,2,6,18,4,101
2024-03-11 00:20:00,4,4,42,7,3,0,0,4,0,5,5,0,0,1,2,3,1,0,2,2,3,2,3,12,1,106
2024-03-11 00:30:00,5,5,20,3,0,1,2,6,0,3,5,1,0,0,4,4,5,6,6,2,3,0,4,9,0,94
2024-03-11 00:40:00,4,1,15,1,1,0,0,1,1,0,1,0,0,0,2,7,1,1,2,3,2,2,5,6,1,57
2024-03-11 00:50:00,2,2,2,2,0,1,0,1,1,2,3,1,1,1,0,1,1,0,0,2,2,1,4,3,1,34
2024-03-11 01:00:00,8,8,5,2,0,0,1,2,0,2,3,1,0,1,3,5,4,2,4,0,1,1,1,1,0,55
2024-03-11 01:10:00,8,4,9,1,0,0,0,2,0,2,2,0,0,0,3,4,0,0,1,2,1,0,2,0,0,41
2024-03-11 01:20:00,3,2,3,3,3,0,3,3,2,1,2,0,1,0,0,0,0,0,0,1,2,0,2,2,0,33
2024-03-11 01:30:00,0,0,5,4,2,1,0,2,1,3,4,1,2,1,2,3,1,0,0,1,2,2,4,5,2,48
2024-03-11 01:40:00,3,2,7,1,0,0,1,0,1,0,1,1,0,1,5,5,1,0,2,1,3,0,3,2,1,41
2024-03-11 01:50:00,0,0,0,0,0,0,1,1,1,1,4,4,1,0,1,1,1,0,0,1,0,0,1,0,1,19
2024-03-11 02:00:00,3,3,0,0,0,1,1,3,0,2,2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,21
2024-03-11 02:10:00,3,3,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,0,24
2024-03-11 02:20:00,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,11
2024-03-11 02:30:00,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,2,1,1,2,1,0,0,1,0,0,14
2024-03-11 02:40:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5
2024-03-11 02:50:00,0,0,0,0,0,0,1,1,2,2,3,3,3,0,2,3,0,0,0,0,0,0,0,0,0,20
2024-03-11 03:00:00,3,3,0,0,0,0,1,1,1,1,2,1,0,0,1,1,0,0,0,1,2,1,4,2,1,26
2024-03-11 03:10:00,1,1,1,1,1,0,0,1,0,2,2,0,0,0,0,1,1,1,3,0,0,0,0,0,0,16
2024-03-11 03:20:00,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,5,6,0,1,1,0,2,1,1,23
2024-03-11 03:30:00,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
2024-03-11 03:40:00,0,0,0,0,0,0,1,2,1,1,3,2,1,0,1,2,1,3,2,3,0,0,1,0,0,24
2024-03-11 03:50:00,2,1,0,0,0,1,1,2,2,1,2,1,2,1,4,9,4,7,3,0,3,0,3,13,1,63
2024-03-11 04:00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1,0,0,1,0,0,18
2024-03-11 04:10:00,1,1,1,1,1,1,1,4,0,2,3,0,0,0,2,2,3,2,2,0,0,0,0,0,0,27
2024-03-11 04:20:00,1,1,4,2,0,2,0,3,1,3,4,2,1,2,5,4,3,2,2,3,2,0,5,2,0,54
2024-03-11 04:30:00,4,3,0,0,0,0,0,6,0,6,6,0,0,0,4,4,3,2,3,3,1,0,3,1,2,51
2024-03-11 04:40:00,5,4,0,0,0,2,1,6,2,5,7,1,1,3,14,11,15,14,11,3,2,0,5,17,0,129
2024-03-11 04:50:00,3,2,3,2,1,0,2,3,3,3,4,1,4,3,6,7,8,7,12,2,2,2,4,5,3,92
2024-03-11 05:00:00,7,7,0,0,0,0,4,16,3,9,10,6,3,3,12,13,10,7,4,9,8,3,13,67,1,215
2024-03-11 05:10:00,3,4,1,2,2,2,5,17,4,12,12,8,6,2,15,12,10,5,13,9,7,3,11,47,3,215
2024-03-11 05:20:00,10,6,3,3,1,3,4,22,4,14,11,9,9,1,14,12,9,4,13,12,6,2,16,22,2,212
2024-03-11 05:30:00,17,8,9,2,2,2,17,34,3,20,21,23,2,4,24,13,16,8,13,16,11,8,21,22,12,328
2024-03-11 05:40:00,10,8,3,1,1,2,22,39,8,24,21,18,6,3,37,16,21,14,24,6,6,9,13,28,12,352
2024-03-11 05:50:00,11,7,6,3,3,1,19,27,6,18,17,20,8,4,35,17,26,14,27,15,12,10,18,17,13,354
2024-03-11 06:00:00,22,10,8,4,3,11,24,47,6,22,15,20,6,3,24,10,9,8,16,16,8,7,12,9,14,334
2024-03-11 06:10:00,18,11,7,5,4,13,35,39,8,25,19,22,11,11,35,20,12,23,27,19,17,10,18,22,23,454
2024-03-11 06:20:00,15,12,10,8,4,12,37,47,5,29,15,21,5,10,52,18,28,17,29,46,27,13,18,35,21,534
2024-03-11 06:30:00,16,9,11,10,6,10,41,57,9,30,15,13,7,14,54,15,24,3,28,41,22,13,22,11,12,493
2024-03-11 06:40:00,34,17,12,10,7,11,50,58,15,32,11,16,18,10,46,15,22,11,37,46,27,19,21,18,25,588
2024-03-11 06:50:00,33,14,9,13,7,15,54,60,11,57,14,25,20,10,62,18,27,13,9,34,24,16,17,17,21,600
2024-03-11 07:00:00,32,12,11,11,5,14,58,73,9,13,19,18,16,9,53,12,14,10,2,43,42,16,28,36,11,567
2024-03-11 07:10:00,36,13,8,8,6,25,54,60,18,22,15,20,16,12,67,28,23,14,9,46,32,17,36,27,16,628
2024-03-11 07:20:00,40,9,15,14,7,21,58,62,19,15,17,21,23,15,91,15,33,15,9,38,31,12,22,27,14,643
2024-03-11 07:30:00,49,7,10,42,8,13,50,58,14,12,10,16,18,13,88,14,18,22,8,45,47,15,22,21,19,639
2024-03-11 07:40:00,77,6,17,17,9,12,44,51,18,13,6,15,26,15,89,20,17,16,11,48,47,23,23,27,7,654
2024-03-11 07:50:00,76,14,9,11,7,19,51,46,17,11,0,3,12,23,81,13,24,15,10,57,36,25,34,26,19,639
2024-03-11 08:00:00,51,15,20,19,6,26,48,49,17,16,0,2,9,8,77,14,24,13,13,43,40,17,22,20,19,588
2024-03-11 08:10:00,56,17,25,16,8,17,56,54,16,18,3,7,20,14,70,17,16,14,3,38,31,15,16,21,9,577
2024-03-11 08:20:00,61,13,13,14,5,14,45,47,20,12,11,14,22,20,62,16,27,12,3,44,47,17,23,18,11,591
2024-03-11 08:30:00,47,16,17,14,3,6,54,64,18,6,12,18,16,17,61,18,23,14,7,41,43,18,15,24,22,594
2024-03-11 08:40:00,45,16,18,18,9,12,59,67,12,9,8,14,14,19,61,22,15,13,4,40,37,14,23,22,14,585
2024-03-11 08:50:00,41,13,22,14,7,16,49,48,12,15,3,5,20,13,52,12,23,27,6,43,36,16,22,23,15,553
2024-03-11 09:00:00,54,10,16,11,8,12,41,55,11,13,15,15,21,8,44,23,16,12,3,35,28,23,18,24,14,530
2024-03-11 09:10:00,47,15,5,5,3,16,47,60,20,13,16,14,15,15,45,20,20,15,8,39,45,17,22,31,21,574
2024-03-11 09:20:00,41,10,9,11,3,6,43,51,14,16,15,20,21,7,48,18,19,17,7,22,26,10,20,18,15,487
2024-03-11 09:30:00,40,9,10,12,6,9,29,38,8,25,16,12,11,8,26,15,13,8,4,27,30,13,14,20,13,416
2024-03-11 09:40:00,60,8,23,7,6,13,31,54,14,17,17,21,15,6,46,13,29,19,12,39,38,21,25,15,16,565
2024-03-11 09:50:00,49,15,7,10,5,12,19,43,11,8,18,21,9,10,48,14,20,17,11,35,39,12,18,19,23,493
2024-03-11 10:00:00,52,11,14,6,4,6,27,37,8,6,16,13,15,9,34,14,16,22,11,37,33,23,23,19,22,478
2024-03-11 10:10:00,41,13,10,10,4,9,28,40,7,8,20,19,7,17,42,24,15,32,9,33,31,17,17,19,9,481
2024-03-11 10:20:00,46,13,17,11,9,15,27,41,4,14,18,16,10,9,49,23,20,17,14,39,30,18,23,22,18,523
2024-03-11 10:30:00,55,14,23,15,8,13,18,40,8,22,24,12,50,11,48,20,20,10,3,36,38,13,23,24,20,568
2024-03-11 10:40:00,60,12,9,10,7,8,26,56,15,6,19,18,23,10,42,20,29,11,4,43,30,14,17,19,12,520
2024-03-11 10:50:00,56,8,16,12,7,18,29,38,10,23,29,23,10,8,43,21,19,9,11,49,34,13,18,16,12,532
2024-03-11 11:00:00,56,10,11,10,7,9,17,27,10,7,13,21,12,13,36,26,22,21,9,117,41,13,27,25,18,578
2024-03-11 11:10:00,58,13,17,12,8,9,23,37,10,10,22,10,22,7,45,22,20,9,7,39,33,14,21,27,26,521
2024-03-11 11:20:00,71,14,23,17,9,10,18,35,11,10,21,24,10,16,46,25,14,9,4,115,29,12,22,22,15,602
2024-03-11 11:30:00,70,5,15,11,6,6,15,30,10,7,22,17,9,14,45,21,21,16,15,28,35,16,22,24,17,497
2024-03-11 11:40:00,64,15,15,8,3,4,27,40,11,4,14,26,21,9,43,20,21,13,10,40,40,25,16,17,15,521
2024-03-11 11:50:00,61,10,8,7,5,13,16,48,13,39,28,27,15,14,25,25,20,11,4,39,32,19,18,20,13,530
2024-03-11 12:00:00,59,14,12,12,10,4,19,33,11,3,21,17,16,10,29,21,19,13,9,36,31,12,16,16,16,459
2024-03-11 12:10:00,58,8,14,14,8,9,27,39,12,9,23,26,17,19,43,15,14,13,6,41,35,16,21,26,20,533
2024-03-11 12:20:00,73,16,22,15,8,9,20,38,11,10,21,20,19,11,45,22,21,12,8,44,28,11,22,18,15,539
2024-03-11 12:30:00,62,4,13,12,7,9,16,38,11,10,17,17,13,15,47,20,10,16,6,53,39,13,20,21,18,507
2024-03-11 12:40:00,61,13,19,14,10,10,29,37,12,20,23,25,16,16,38,20,46,39,14,43,36,22,27,27,25,642
2024-03-11 12:50:00,60,5,13,5,5,10,35,37,13,15,19,23,21,14,37,18,20,9,8,62,43,18,22,21,21,554
2024-03-11 13:00:00,63,14,21,15,7,8,20,31,5,9,16,12,14,10,43,18,20,17,6,44,40,22,14,18,19,506
2024-03-11 13:10:00,57,12,25,19,13,9,28,39,11,17,13,15,15,14,44,23,22,63,13,59,35,19,27,22,10,624
2024-03-11 13:20:00,78,6,17,17,10,11,33,40,7,13,15,44,19,19,54,22,21,22,11,119,29,16,18,19,11,671
2024-03-11 13:30:00,66,9,16,11,8,14,19,38,8,14,15,20,12,7,39,17,16,14,6,88,46,22,56,22,16,599
2024-03-11 13:40:00,76,13,12,15,10,9,24,42,11,10,15,20,15,9,58,21,30,23,12,180,42,12,14,16,8,697
2024-03-11 13:50:00,63,7,15,18,9,13,20,34,7,12,22,19,7,9,38,14,15,12,19,80,44,15,26,27,8,553
2024-03-11 14:00:00,78,0,19,20,10,13,26,40,8,13,22,21,26,16,51,19,27,42,9,42,48,16,22,27,9,624
2024-03-11 14:10:00,67,10,19,29,16,10,26,48,12,11,20,20,20,8,45,14,17,12,6,49,44,24,26,18,25,596
2024-03-11 14:20:00,90,4,15,17,10,7,18,38,16,6,28,18,12,8,46,14,24,23,4,59,60,21,25,29,21,613
2024-03-11 14:30:00,64,7,20,75,11,8,27,57,7,10,16,24,14,19,47,14,23,10,5,58,47,14,26,21,15,639
2024-03-11 14:40:00,82,0,13,14,10,7,25,45,12,10,14,21,13,10,67,15,26,20,11,50,44,14,20,25,18,586
2024-03-11 14:50:00,93,1,15,14,6,5,24,38,14,8,16,14,17,13,44,15,23,11,11,62,64,17,22,26,13,586
2024-03-11 15:00:00,95,7,21,25,11,14,20,38,11,14,16,16,13,15,48,27,22,15,8,43,40,14,16,22,9,580
2024-03-11 15:10:00,77,8,27,28,8,15,37,45,12,15,19,13,13,16,48,13,13,22,8,67,52,17,16,16,13,618
2024-03-11 15:20:00,96,7,13,14,12,7,22,35,9,7,17,14,12,9,35,17,16,14,9,59,59,15,20,21,21,560
2024-03-11 15:30:00,120,8,15,15,11,9,26,40,10,9,14,26,12,12,51,15,21,10,5,55,50,11,13,14,21,593
2024-03-11 15:40:00,79,5,19,20,11,18,38,46,15,17,16,17,16,18,52,18,24,19,10,55,55,29,17,25,48,687
2024-03-11 15:50:00,95,4,20,25,9,8,25,42,17,11,15,25,2,8,30,19,9,10,7,64,69,17,26,12,14,583
2024-03-11 16:00:00,91,1,36,30,9,9,23,38,7,16,14,16,10,24,43,12,11,13,8,110,52,13,12,16,17,631
2024-03-11 16:10:00,85,15,27,31,12,9,44,50,13,14,18,15,14,18,53,17,28,17,6,65,64,9,22,11,19,676
2024-03-11 16:20:00,103,1,34,37,11,9,29,44,12,59,19,15,11,19,53,16,84,22,7,65,61,20,22,19,10,782
2024-03-11 16:30:00,90,13,33,68,12,8,24,34,14,9,22,19,12,19,51,13,18,16,4,75,56,16,17,19,16,678
2024-03-11 16:40:00,72,6,24,46,14,13,36,52,12,12,21,12,13,19,40,14,23,18,14,71,57,13,21,24,19,666
2024-03-11 16:50:00,97,13,27,28,9,11,36,51,8,32,19,17,14,13,34,25,19,37,6,66,57,22,19,15,21,696
2024-03-11 17:00:00,77,22,32,36,18,9,28,34,8,11,11,14,16,7,44,15,14,30,7,68,50,17,13,21,13,615
2024-03-11 17:10:00,72,7,25,34,9,11,24,48,8,8,18,19,11,13,54,15,16,24,11,66,68,18,20,16,13,628
2024-03-11 17:20:00,100,2,16,19,9,10,40,53,14,17,18,14,15,16,50,24,23,11,9,74,61,15,24,20,10,664
2024-03-11 17:30:00,89,5,25,105,9,11,32,47,13,9,19,19,14,14,45,18,23,18,12,99,60,13,13,26,11,749
2024-03-11 17:40:00,78,12,15,16,10,7,40,55,12,7,13,20,6,17,49,20,20,19,8,89,60,20,18,17,18,646
2024-03-11 17:50:00,74,10,30,25,13,9,31,48,12,12,16,21,9,12,31,18,14,15,8,60,51,17,25,29,18,608
2024-03-11 18:00:00,88,13,20,21,9,10,26,38,12,12,21,19,8,13,42,19,19,16,9,46,44,14,18,27,12,576
2024-03-11 18:10:00,84,6,18,21,12,11,39,45,11,7,16,20,12,15,35,21,19,16,12,55,49,14,28,20,13,599
2024-03-11 18:20:00,103,4,23,21,11,6,26,40,12,7,14,19,10,13,43,22,19,13,7,54,42,15,18,20,12,574
2024-03-11 18:30:00,66,12,17,16,11,5,31,41,10,8,25,30,11,9,25,20,15,9,9,43,40,10,30,25,10,528
2024-03-11 18:40:00,69,9,20,17,8,7,20,33,7,11,26,26,10,5,35,17,21,15,6,41,40,16,18,32,13,522
2024-03-11 18:50:00,59,16,17,13,8,6,13,28,12,13,23,37,19,14,35,22,15,10,9,41,41,12,23,31,14,531
2024-03-11 19:00:00,56,16,15,10,8,1,15,29,11,11,26,20,15,6,26,20,22,19,13,32,36,11,22,26,13,479
2024-03-11 19:10:00,64,20,15,14,7,3,9,28,7,16,26,36,13,12,23,22,18,15,12,36,26,11,18,22,15,488
2024-03-11 19:20:00,57,11,10,11,6,10,23,29,10,19,25,32,19,7,27,25,12,14,5,30,27,11,20,25,14,479
2024-03-11 19:30:00,44,15,8,17,4,4,12,28,6,15,26,28,7,7,29,30,10,17,9,24,23,14,21,24,9,431
2024-03-11 19:40:00,55,18,11,12,8,6,10,21,5,12,21,22,6,15,21,17,16,18,8,24,21,16,21,23,14,421
2024-03-11 19:50:00,30,18,13,8,5,6,9,22,7,17,28,20,6,10,37,28,19,15,7,30,31,21,17,29,15,448
2024-03-11 20:00:00,37,16,11,10,7,9,8,15,7,11,22,18,12,5,15,12,12,8,5,17,16,4,19,17,3,316
2024-03-11 20:10:00,50,14,11,11,8,6,10,23,11,8,19,27,9,8,20,15,11,9,6,36,22,8,16,20,11,389
2024-03-11 20:20:00,41,14,21,11,7,0,7,17,12,6,13,22,16,3,18,21,13,17,6,20,28,10,22,28,11,384
2024-03-11 20:30:00,30,17,12,7,4,5,10,11,7,6,24,27,10,5,15,19,9,9,6,22,19,7,26,22,9,338
2024-03-11 20:40:00,44,14,11,10,2,3,8,14,4,13,25,15,10,4,21,24,10,17,5,17,15,8,21,22,7,344
2024-03-11 20:50:00,33,18,11,9,4,5,9,18,6,10,20,20,9,5,14,19,11,7,1,11,12,22,17,19,10,320
2024-03-11 21:00:00,35,16,12,11,7,2,8,19,11,10,27,27,10,5,13,14,0,0,0,17,14,5,17,23,8,311
2024-03-11 21:10:00,35,17,9,8,2,4,8,27,3,11,26,14,4,4,15,15,5,5,1,20,20,9,27,27,11,327
2024-03-11 21:20:00,46,18,9,4,2,0,5,20,5,11,27,11,5,4,18,16,13,8,5,13,26,7,25,28,10,336
2024-03-11 21:30:00,42,13,9,11,7,3,4,13,1,11,22,8,4,6,17,16,9,8,5,14,14,6,20,21,7,291
2024-03-11 21:40:00,26,19,6,0,0,1,7,12,1,10,20,14,1,2,8,11,8,6,8,10,17,6,24,26,7,250
2024-03-11 21:50:00,30,13,3,5,1,2,5,10,3,9,20,14,5,4,11,17,12,7,2,17,21,9,21,25,11,277
2024-03-11 22:00:00,28,21,6,7,6,1,2,13,3,3,21,11,7,6,7,16,3,12,3,6,6,11,9,18,12,238
2024-03-11 22:10:00,35,16,10,5,5,1,3,10,5,4,14,8,7,5,8,14,3,2,1,15,23,6,24,25,7,256
2024-03-11 22:20:00,20,18,5,3,1,1,1,5,4,0,7,9,4,6,10,24,6,5,0,23,12,3,18,17,2,204
2024-03-11 22:30:00,29,13,8,6,3,5,4,15,2,9,22,10,4,3,8,17,8,7,3,7,13,5,14,21,3,239
2024-03-11 22:40:00,14,9,2,4,3,1,0,6,0,6,10,0,0,5,9,12,5,3,5,5,8,6,8,12,5,138
2024-03-11 22:50:00,13,9,5,2,0,1,0,9,6,2,12,9,10,2,9,17,4,1,3,11,10,1,11,9,1,157
2024-03-11 23:00:00,11,7,1,2,1,1,1,1,3,2,3,7,3,3,6,14,6,6,2,8,6,2,12,12,1,121
2024-03-11 23:10:00,14,12,9,6,4,2,2,11,2,9,14,9,1,1,6,8,2,0,0,6,8,3,7,10,5,151
2024-03-11 23:20:00,10,4,7,3,0,1,1,6,1,6,10,1,1,1,2,4,0,0,0,2,12,1,12,13,1,99
2024-03-11 23:30:00,8,7,1,1,1,0,1,7,0,4,16,3,0,1,4,7,6,4,0,1,6,3,5,9,21,116
2024-03-11 23:40:00,7,7,1,0,0,1,4,9,1,4,14,3,0,2,1,3,0,0,0,4,3,3,6,6,1,80
2024-03-11 23:50:00,2,2,4,2,0,0,1,2,1,2,5,5,1,0,3,5,1,0,0,7,8,3,9,10,4,77
2024-03-12 00:00:00,7,5,0,0,0,0,1,3,3,2,6,5,1,0,3,6,4,4,0,3,8,0,11,8,0,80
