datetime,D21Z,D22Z,V23Z,V24Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-18 21:50:00,31,3,18,2,0,0,7,3,5,4,11,0,0,0,0,0,84
2024-03-18 22:00:00,24,6,15,2,0,0,9,5,7,11,11,4,1,2,1,0,98
2024-03-18 22:10:00,14,4,15,2,0,0,11,2,10,7,14,3,5,0,2,0,89
2024-03-18 22:20:00,15,4,14,3,0,0,7,2,9,4,9,4,5,2,4,0,82
2024-03-18 22:30:00,22,3,15,1,0,0,5,5,9,5,11,5,4,1,3,0,89
2024-03-18 22:40:00,8,2,7,1,0,0,12,2,5,1,6,2,0,2,0,0,48
2024-03-18 22:50:00,7,1,7,1,0,0,4,2,3,1,2,0,0,0,0,0,28
2024-03-18 23:00:00,11,1,9,0,0,0,7,1,3,4,2,1,2,0,2,0,43
2024-03-18 23:10:00,11,2,10,2,0,0,7,2,1,5,3,1,1,1,1,0,47
2024-03-18 23:20:00,10,2,9,2,0,0,3,1,2,0,3,0,2,0,2,0,36
2024-03-18 23:30:00,12,2,11,0,0,0,8,3,3,1,2,0,0,1,0,0,43
2024-03-18 23:40:00,10,1,11,2,0,0,3,3,0,0,0,0,2,1,2,0,35
2024-03-18 23:50:00,8,2,6,0,0,0,2,0,1,2,3,1,0,1,0,0,26
2024-03-19 00:00:00,5,4,5,2,0,0,2,0,3,2,3,0,0,1,0,0,27
2024-03-19 00:10:00,5,1,3,1,0,0,3,0,2,1,3,1,0,0,0,0,20
2024-03-19 00:20:00,3,2,6,1,0,0,3,0,1,0,1,0,0,0,0,0,17
2024-03-19 00:30:00,7,4,6,0,0,0,3,1,2,5,1,0,0,1,0,1,31
2024-03-19 00:40:00,5,1,5,1,0,0,1,0,1,0,1,0,0,1,0,0,16
2024-03-19 00:50:00,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,0,7
2024-03-19 01:00:00,1,0,1,0,0,0,2,3,1,0,1,0,1,0,1,0,11
2024-03-19 01:10:00,4,1,2,0,0,0,4,2,1,1,1,0,0,1,0,0,17
2024-03-19 01:20:00,2,1,4,3,0,0,2,6,1,1,2,1,0,0,0,0,23
2024-03-19 01:30:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-19 01:40:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2024-03-19 01:50:00,1,0,1,0,0,0,0,0,0,2,1,2,0,1,0,0,8
2024-03-19 02:00:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-19 02:10:00,4,0,4,0,0,0,1,0,0,2,1,2,0,1,0,0,15
2024-03-19 02:20:00,2,0,2,0,0,0,1,1,0,1,1,1,1,0,1,0,11
2024-03-19 02:30:00,1,1,1,0,0,0,3,1,1,1,1,1,0,1,0,1,13
2024-03-19 02:40:00,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2024-03-19 02:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-19 03:00:00,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,8
2024-03-19 03:10:00,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2024-03-19 03:20:00,2,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,7
2024-03-19 03:30:00,4,0,3,0,0,0,0,0,1,2,3,1,0,1,0,0,15
2024-03-19 03:40:00,2,0,2,0,0,0,0,0,2,1,6,1,1,1,1,0,17
2024-03-19 03:50:00,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2024-03-19 04:00:00,1,1,1,0,0,0,2,1,1,1,3,1,0,2,0,0,14
2024-03-19 04:10:00,3,1,3,2,0,0,2,1,3,0,3,0,0,2,0,0,20
2024-03-19 04:20:00,2,1,4,2,0,0,0,0,0,1,1,1,0,1,0,0,13
2024-03-19 04:30:00,1,0,3,0,0,0,4,1,4,0,6,0,0,1,0,0,20
2024-03-19 04:40:00,8,4,7,2,0,0,6,1,6,3,9,3,0,5,0,1,55
2024-03-19 04:50:00,1,2,1,1,0,0,7,0,6,0,9,0,2,0,0,0,29
2024-03-19 05:00:00,5,3,5,1,0,0,5,0,2,1,2,1,0,0,0,0,25
2024-03-19 05:10:00,4,0,4,1,0,0,9,2,4,7,6,3,5,1,3,0,49
2024-03-19 05:20:00,6,3,5,2,0,0,8,3,7,2,9,2,0,2,0,2,51
2024-03-19 05:30:00,4,3,5,0,0,0,16,1,9,4,15,4,0,1,0,0,62
2024-03-19 05:40:00,18,8,9,3,0,0,14,1,4,8,8,7,2,3,0,1,86
2024-03-19 05:50:00,15,4,11,1,0,0,11,0,7,6,9,4,2,1,2,0,73
2024-03-19 06:00:00,11,1,10,0,0,0,14,1,9,4,12,2,0,2,0,0,66
2024-03-19 06:10:00,9,4,6,2,0,0,25,2,10,12,7,6,1,6,1,2,93
2024-03-19 06:20:00,8,4,8,3,0,0,22,2,19,7,16,5,1,3,2,1,101
2024-03-19 06:30:00,16,4,12,3,0,0,21,7,18,10,9,8,3,5,3,1,120
2024-03-19 06:40:00,17,3,10,3,0,0,23,5,24,9,17,12,5,2,4,1,135
2024-03-19 06:50:00,27,6,16,6,0,0,25,2,24,21,23,17,4,5,2,1,179
2024-03-19 07:00:00,24,4,12,6,0,0,30,2,28,20,24,16,4,9,4,4,187
2024-03-19 07:10:00,38,14,16,15,0,0,23,8,41,15,18,13,3,5,3,2,214
2024-03-19 07:20:00,23,5,9,5,0,0,20,8,23,33,13,28,2,5,2,2,178
2024-03-19 07:30:00,41,11,19,14,0,0,28,15,35,20,21,13,12,10,6,4,249
2024-03-19 07:40:00,42,7,25,7,0,0,26,9,39,39,18,17,1,5,2,3,240
2024-03-19 07:50:00,35,6,31,7,0,0,27,13,83,21,15,17,9,8,4,2,278
2024-03-19 08:00:00,38,4,18,4,0,0,21,13,55,23,35,21,7,10,6,3,258
2024-03-19 08:10:00,41,12,13,7,0,0,33,11,58,19,29,17,7,4,6,2,259
2024-03-19 08:20:00,39,4,17,3,0,0,35,19,43,29,25,21,13,6,13,1,268
2024-03-19 08:30:00,33,8,13,4,0,0,29,22,45,29,27,23,4,3,4,2,246
2024-03-19 08:40:00,43,9,17,11,0,0,22,16,48,21,27,15,7,4,3,1,244
2024-03-19 08:50:00,35,6,13,7,0,0,25,20,34,23,24,19,14,10,4,3,237
2024-03-19 09:00:00,39,11,16,13,0,0,23,14,30,21,18,16,6,9,3,2,221
2024-03-19 09:10:00,41,15,19,13,0,0,26,10,42,11,25,8,12,11,11,3,247
2024-03-19 09:20:00,16,6,12,6,0,0,31,8,19,12,17,14,4,6,4,2,157
2024-03-19 09:30:00,39,7,20,7,0,0,23,6,23,16,21,14,7,3,6,1,193
2024-03-19 09:40:00,33,8,23,6,0,0,26,9,28,12,14,11,9,14,3,3,199
2024-03-19 09:50:00,30,9,16,7,0,0,18,8,15,14,12,9,6,9,7,4,164
2024-03-19 10:00:00,33,8,18,12,0,0,18,8,27,11,21,11,8,6,3,5,189
2024-03-19 10:10:00,42,6,23,6,0,0,18,12,18,9,15,6,1,6,1,3,166
2024-03-19 10:20:00,35,14,20,13,0,0,20,7,21,5,14,5,7,12,8,4,185
2024-03-19 10:30:00,35,2,18,5,0,0,20,4,20,6,16,6,6,5,6,0,149
2024-03-19 10:40:00,42,3,20,4,0,0,14,11,25,6,11,3,7,3,6,1,156
2024-03-19 10:50:00,33,7,23,7,0,0,20,13,28,4,16,3,4,7,2,2,169
2024-03-19 11:00:00,48,9,17,12,0,0,21,9,20,9,17,8,8,4,5,2,189
2024-03-19 11:10:00,35,9,16,10,0,0,20,14,29,17,15,11,6,3,5,1,191
2024-03-19 11:20:00,36,5,26,6,0,0,18,5,15,7,13,7,7,4,4,1,154
2024-03-19 11:30:00,42,8,20,7,0,0,22,8,15,9,9,8,2,7,1,2,160
2024-03-19 11:40:00,43,9,23,6,0,0,16,14,23,11,14,9,3,7,3,1,182
2024-03-19 11:50:00,54,3,23,6,0,0,20,8,30,12,16,13,5,9,3,2,204
2024-03-19 12:00:00,47,7,25,4,0,0,18,13,18,16,17,8,5,7,6,3,194
2024-03-19 12:10:00,56,8,22,5,0,0,27,14,21,16,18,12,8,6,2,5,220
2024-03-19 12:20:00,45,8,24,6,0,0,22,8,22,14,13,14,5,1,3,0,185
2024-03-19 12:30:00,38,5,15,5,0,0,16,13,17,15,13,10,7,5,5,0,164
2024-03-19 12:40:00,40,6,22,12,0,0,22,11,23,21,18,16,4,4,2,0,201
2024-03-19 12:50:00,41,8,17,14,0,0,17,16,14,6,9,8,2,6,3,5,166
2024-03-19 13:00:00,51,16,24,11,0,0,22,9,16,9,18,11,2,7,1,2,199
2024-03-19 13:10:00,47,3,26,4,0,0,23,9,21,12,17,11,5,8,3,6,195
2024-03-19 13:20:00,63,8,19,5,0,0,25,9,16,9,10,11,8,6,4,3,196
2024-03-19 13:30:00,41,3,30,3,0,0,20,9,18,7,16,10,2,5,1,0,165
2024-03-19 13:40:00,48,9,18,9,0,0,24,14,17,17,14,15,5,5,6,3,204
2024-03-19 13:50:00,59,9,18,10,0,0,18,11,19,9,14,9,5,7,3,2,193
2024-03-19 14:00:00,42,4,21,5,0,0,21,5,14,9,14,9,5,5,1,3,158
2024-03-19 14:10:00,61,10,29,12,0,0,23,16,18,9,10,7,10,8,1,4,218
2024-03-19 14:20:00,45,8,25,9,0,0,20,8,20,12,21,10,8,6,3,1,196
2024-03-19 14:30:00,64,6,24,8,0,0,24,11,19,13,15,11,5,4,4,1,209
2024-03-19 14:40:00,62,7,19,2,0,0,16,14,20,7,14,7,7,5,4,0,184
2024-03-19 14:50:00,64,7,25,7,0,0,25,9,23,14,19,12,6,8,2,3,224
2024-03-19 15:00:00,80,6,23,6,0,0,20,10,25,19,12,13,7,7,3,3,234
2024-03-19 15:10:00,74,9,35,7,0,0,29,13,24,16,14,15,5,4,2,1,248
2024-03-19 15:20:00,72,5,33,4,0,0,14,8,32,6,16,6,4,11,2,4,217
2024-03-19 15:30:00,99,7,24,5,0,0,26,16,25,11,16,5,6,5,4,1,250
2024-03-19 15:40:00,99,8,22,10,0,0,22,7,26,11,19,14,6,7,6,1,258
2024-03-19 15:50:00,89,6,30,6,0,0,24,16,23,17,20,16,9,4,2,1,263
2024-03-19 16:00:00,85,11,32,8,0,0,19,16,21,22,13,15,6,8,3,1,260
2024-03-19 16:10:00,97,11,23,9,0,0,14,15,31,15,16,19,11,5,9,2,277
2024-03-19 16:20:00,75,11,20,9,0,0,16,20,24,15,15,10,7,5,3,1,231
2024-03-19 16:30:00,80,8,23,8,0,0,14,16,23,19,20,13,10,1,2,0,237
2024-03-19 16:40:00,85,8,24,6,0,0,18,12,28,8,21,6,11,7,16,2,252
2024-03-19 16:50:00,92,16,23,8,0,0,23,24,28,9,17,11,10,2,5,1,269
2024-03-19 17:00:00,68,9,22,8,0,0,18,8,24,13,15,11,13,2,5,1,217
2024-03-19 17:10:00,96,8,21,8,0,0,16,9,26,12,16,7,9,11,2,2,243
2024-03-19 17:20:00,87,11,28,9,0,0,18,15,21,10,14,6,17,6,11,5,258
2024-03-19 17:30:00,84,5,20,8,0,0,20,13,25,14,16,9,7,7,3,3,234
2024-03-19 17:40:00,89,8,19,6,0,0,18,8,19,19,15,9,11,5,5,2,233
2024-03-19 17:50:00,72,12,23,12,0,0,17,15,16,14,12,14,11,10,7,5,240
2024-03-19 18:00:00,86,10,27,6,0,0,20,13,23,12,16,8,9,7,4,3,244
2024-03-19 18:10:00,65,11,17,9,0,0,13,12,29,8,16,6,16,6,6,2,216
2024-03-19 18:20:00,71,11,20,10,0,0,17,11,20,12,18,8,12,4,6,3,223
2024-03-19 18:30:00,68,5,27,4,0,0,20,16,23,7,18,6,11,5,3,3,216
2024-03-19 18:40:00,55,10,26,7,0,0,20,9,28,10,13,7,9,11,9,2,216
2024-03-19 18:50:00,44,8,23,9,0,0,22,10,14,6,15,2,7,4,9,1,174
2024-03-19 19:00:00,36,3,29,3,0,0,15,9,11,9,12,8,9,3,5,1,153
2024-03-19 19:10:00,43,12,26,7,0,0,24,5,15,12,8,4,3,4,7,1,171
2024-03-19 19:20:00,34,7,26,6,0,0,30,10,11,9,14,6,5,4,3,0,165
2024-03-19 19:30:00,32,8,18,5,0,0,14,9,12,13,12,5,10,8,7,2,155
2024-03-19 19:40:00,41,5,25,4,0,0,18,4,13,7,22,5,4,1,2,0,151
2024-03-19 19:50:00,35,7,12,7,0,0,16,4,14,8,12,5,3,7,2,1,133
2024-03-19 20:00:00,30,5,17,2,0,0,22,4,14,10,14,5,5,4,7,0,139
2024-03-19 20:10:00,39,7,24,5,0,0,17,11,9,2,11,1,2,4,3,0,135
2024-03-19 20:20:00,31,4,16,3,0,0,13,5,10,9,8,1,1,2,1,0,104
2024-03-19 20:30:00,25,9,16,5,0,0,19,8,8,7,10,5,5,6,3,1,127
2024-03-19 20:40:00,38,7,21,5,0,0,15,7,8,5,11,4,2,0,4,0,127
2024-03-19 20:50:00,32,2,14,2,0,0,20,6,9,3,8,2,2,2,3,0,105
2024-03-19 21:00:00,36,5,18,2,0,0,23,6,9,7,13,6,0,2,0,0,127
2024-03-19 21:10:00,22,7,14,3,0,0,16,2,8,6,10,4,1,1,1,1,96
2024-03-19 21:20:00,25,7,18,5,0,0,9,3,10,5,11,1,4,0,3,0,101
2024-03-19 21:30:00,27,5,14,2,0,0,16,3,8,9,14,2,2,1,0,0,103
2024-03-19 21:40:00,29,5,19,3,0,0,15,4,6,5,17,6,3,2,4,1,119
2024-03-19 21:50:00,25,7,15,7,0,0,11,4,7,4,11,3,3,3,2,1,103
2024-03-19 22:00:00,22,6,18,6,0,0,9,5,6,5,8,4,1,3,2,0,95
2024-03-19 22:10:00,22,1,12,1,0,0,12,4,3,9,5,3,4,2,0,0,78
2024-03-19 22:20:00,33,7,13,4,0,0,10,2,5,5,9,3,6,2,3,1,103
2024-03-19 22:30:00,16,0,9,2,0,0,13,4,8,3,9,3,1,4,2,0,74
2024-03-19 22:40:00,22,5,17,2,0,0,2,1,3,10,5,4,3,1,1,0,76
2024-03-19 22:50:00,19,4,10,1,0,0,11,4,6,4,11,2,3,3,2,1,81
2024-03-19 23:00:00,18,8,12,2,0,0,9,3,4,2,7,1,0,2,0,1,69
2024-03-19 23:10:00,5,3,7,4,0,0,6,1,3,3,5,2,0,1,0,0,40
2024-03-19 23:20:00,6,0,9,0,0,0,4,1,1,3,4,3,1,4,1,1,38
2024-03-19 23:30:00,7,7,7,2,0,0,8,0,2,2,2,2,0,1,0,1,41
2024-03-19 23:40:00,8,0,8,0,0,0,3,2,0,0,0,0,0,1,0,0,22
2024-03-19 23:50:00,6,1,7,1,0,0,5,1,0,1,0,1,0,0,0,0,23
2024-03-20 00:00:00,7,3,8,0,0,0,4,3,2,0,2,0,2,0,0,0,31
2024-03-20 00:10:00,8,1,12,1,0,0,2,4,1,2,1,0,0,0,0,0,32
2024-03-20 00:20:00,3,4,4,3,0,0,4,2,2,0,2,0,1,1,1,0,27
2024-03-20 00:30:00,5,3,5,1,0,0,2,1,3,4,6,1,0,0,0,0,31
2024-03-20 00:40:00,7,1,6,0,0,0,3,0,0,0,0,0,0,3,0,0,20
2024-03-20 00:50:00,4,0,3,0,0,0,1,1,2,0,2,0,0,1,0,0,14
2024-03-20 01:00:00,3,0,3,0,0,0,2,0,1,1,1,1,0,0,0,0,12
2024-03-20 01:10:00,7,0,7,0,0,0,8,0,1,1,1,0,1,0,2,0,28
2024-03-20 01:20:00,8,1,8,0,0,0,3,1,2,2,6,1,0,1,0,0,33
2024-03-20 01:30:00,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,7
2024-03-20 01:40:00,3,0,3,0,0,0,0,0,2,1,2,1,0,0,0,0,12
2024-03-20 01:50:00,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4
2024-03-20 02:00:00,1,0,1,0,0,0,0,0,2,3,5,2,0,2,0,0,16
2024-03-20 02:10:00,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4
2024-03-20 02:20:00,5,1,7,0,0,0,2,1,0,1,0,0,0,1,0,0,18
2024-03-20 02:30:00,2,0,2,0,0,0,1,1,2,1,2,0,0,0,0,0,11
2024-03-20 02:40:00,2,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,9
2024-03-20 02:50:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-20 03:00:00,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2024-03-20 03:10:00,0,0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,7
2024-03-20 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-20 03:30:00,3,1,3,0,0,0,1,0,1,1,1,0,0,2,0,0,13
2024-03-20 03:40:00,2,2,2,0,0,0,0,0,3,1,4,0,0,0,0,0,14
2024-03-20 03:50:00,6,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,11
2024-03-20 04:00:00,3,0,3,0,0,0,3,0,2,1,2,1,0,0,0,0,15
2024-03-20 04:10:00,2,1,3,1,0,0,1,1,1,3,6,2,0,3,0,0,24
2024-03-20 04:20:00,3,0,3,0,0,0,4,1,0,0,0,0,0,1,0,0,12
2024-03-20 04:30:00,3,0,4,0,0,0,4,0,1,1,2,1,0,0,0,0,16
2024-03-20 04:40:00,5,2,4,1,0,0,5,1,7,2,10,1,0,1,0,0,39
2024-03-20 04:50:00,1,2,2,1,0,0,1,0,4,0,5,0,2,0,0,0,18
2024-03-20 05:00:00,2,5,3,3,0,0,10,0,1,1,1,0,0,0,0,0,26
2024-03-20 05:10:00,4,3,3,0,0,0,7,0,4,4,3,2,1,0,1,0,32
2024-03-20 05:20:00,3,4,4,1,0,0,5,5,6,2,7,1,2,2,0,1,43
2024-03-20 05:30:00,8,3,8,1,0,0,11,0,9,3,9,3,1,3,0,1,60
2024-03-20 05:40:00,10,5,7,4,0,0,11,1,10,8,13,5,4,1,0,0,79
2024-03-20 05:50:00,9,2,9,1,0,0,10,2,8,8,9,2,1,0,2,0,63
2024-03-20 06:00:00,7,5,5,4,0,0,18,3,9,7,16,4,2,2,2,0,84
2024-03-20 06:10:00,9,4,7,2,0,0,19,2,12,7,11,8,3,6,3,1,94
2024-03-20 06:20:00,14,6,10,5,0,0,17,4,20,13,14,4,5,1,4,2,119
2024-03-20 06:30:00,21,3,18,2,0,0,25,5,15,8,11,8,3,14,4,1,138
2024-03-20 06:40:00,14,8,11,5,0,0,19,4,31,14,21,10,4,6,4,3,154
2024-03-20 06:50:00,18,5,12,3,0,0,29,5,28,22,19,20,5,6,4,0,176
2024-03-20 07:00:00,23,9,17,9,0,0,19,8,34,21,17,20,2,10,1,1,191
2024-03-20 07:10:00,30,9,14,10,0,0,24,9,36,24,28,20,5,13,4,5,231
2024-03-20 07:20:00,38,10,12,7,0,0,18,12,43,27,22,26,4,8,4,4,235
2024-03-20 07:30:00,41,10,22,7,0,0,20,5,57,32,29,32,13,8,6,0,282
2024-03-20 07:40:00,40,10,19,9,0,0,25,10,41,32,29,24,11,9,10,7,276
2024-03-20 07:50:00,37,8,21,3,0,0,20,13,58,28,20,25,5,5,4,4,251
2024-03-20 08:00:00,38,7,29,8,0,0,27,8,61,21,19,22,11,8,7,3,269
2024-03-20 08:10:00,50,10,31,15,0,0,28,6,53,26,24,22,9,8,8,3,293
2024-03-20 08:20:00,29,10,22,11,0,0,31,10,42,22,32,18,6,11,4,8,256
2024-03-20 08:30:00,31,10,26,13,0,0,28,27,52,20,32,14,7,7,22,3,292
2024-03-20 08:40:00,35,7,17,12,0,0,27,10,53,22,15,16,8,6,7,2,237
2024-03-20 08:50:00,37,8,24,47,0,0,38,18,42,17,20,17,5,13,7,3,296
2024-03-20 09:00:00,32,13,17,12,0,0,19,15,50,25,27,17,5,14,5,5,256
2024-03-20 09:10:00,38,9,24,9,0,0,19,18,38,16,31,16,8,7,6,3,242
2024-03-20 09:20:00,30,10,21,20,0,0,25,12,25,15,22,14,8,3,6,0,211
2024-03-20 09:30:00,33,6,21,10,0,0,32,5,23,15,30,16,6,11,5,2,215
2024-03-20 09:40:00,24,7,16,8,0,0,21,6,28,11,23,11,3,13,2,7,180
2024-03-20 09:50:00,42,8,24,5,0,0,18,4,33,12,16,11,6,4,6,3,192
2024-03-20 10:00:00,35,5,25,9,0,0,18,9,23,11,18,9,7,4,5,2,180
2024-03-20 10:10:00,36,5,21,7,0,0,19,7,20,7,15,5,4,4,2,2,154
2024-03-20 10:20:00,38,9,17,12,0,0,20,15,15,17,12,14,6,8,1,3,187
2024-03-20 10:30:00,31,10,17,8,0,0,18,10,24,11,17,9,7,6,6,2,176
2024-03-20 10:40:00,38,9,21,9,0,0,15,11,19,17,13,13,6,5,6,4,186
2024-03-20 10:50:00,26,8,17,6,0,0,17,7,14,9,11,8,6,1,5,1,136
2024-03-20 11:00:00,39,11,24,8,0,0,15,7,16,6,13,5,9,5,6,0,164
2024-03-20 11:10:00,29,7,17,11,0,0,23,7,18,14,16,17,2,8,2,0,171
2024-03-20 11:20:00,50,5,13,2,0,0,21,12,21,5,10,11,2,4,1,1,158
2024-03-20 11:30:00,46,3,23,7,0,0,21,6,17,10,22,8,2,3,3,0,171
2024-03-20 11:40:00,31,9,19,5,0,0,27,11,20,10,14,7,6,5,3,2,169
2024-03-20 11:50:00,45,10,24,7,0,0,22,8,20,12,16,11,5,6,5,2,193
2024-03-20 12:00:00,42,7,24,12,0,0,16,8,23,15,13,16,5,9,3,2,195
2024-03-20 12:10:00,51,7,15,14,0,0,23,21,19,8,13,9,5,11,1,4,201
2024-03-20 12:20:00,44,0,22,2,0,0,16,13,25,9,14,9,3,7,2,2,168
2024-03-20 12:30:00,47,9,25,9,0,0,20,9,19,16,13,10,5,2,4,2,190
2024-03-20 12:40:00,49,9,23,8,0,0,27,7,18,10,19,10,6,5,5,2,198
2024-03-20 12:50:00,42,8,25,4,0,0,19,9,12,9,8,10,6,7,4,1,164
2024-03-20 13:00:00,48,10,23,8,0,0,23,11,17,12,11,12,1,3,1,1,181
2024-03-20 13:10:00,46,6,16,5,0,0,21,14,18,13,20,12,3,10,2,8,194
2024-03-20 13:20:00,56,7,17,9,0,0,30,7,24,16,14,14,5,10,2,3,214
2024-03-20 13:30:00,48,10,25,5,0,0,18,11,21,7,14,7,5,6,5,2,184
2024-03-20 13:40:00,45,10,20,4,0,0,22,15,28,10,18,8,2,2,1,1,186
2024-03-20 13:50:00,50,9,24,9,0,0,23,11,23,10,19,6,7,8,2,2,203
2024-03-20 14:00:00,43,6,23,7,0,0,22,9,12,14,14,10,12,3,6,1,182
2024-03-20 14:10:00,57,7,22,38,0,0,20,9,20,11,15,7,4,5,1,3,219
2024-03-20 14:20:00,51,5,25,5,0,0,29,14,16,12,15,11,9,3,4,1,200
2024-03-20 14:30:00,61,8,32,29,0,0,22,6,20,7,10,12,6,5,1,1,220
2024-03-20 14:40:00,51,2,19,4,0,0,20,13,18,6,14,6,3,5,1,0,162
2024-03-20 14:50:00,64,1,19,5,0,0,18,13,18,13,13,12,7,8,4,3,198
2024-03-20 15:00:00,53,7,18,8,0,0,22,12,24,16,20,13,3,5,2,1,204
2024-03-20 15:10:00,58,7,21,5,0,0,26,14,21,10,20,7,9,9,0,2,209
2024-03-20 15:20:00,69,9,36,8,0,0,15,11,20,15,13,12,9,7,4,3,231
2024-03-20 15:30:00,63,13,35,10,0,0,18,14,23,10,17,7,4,4,3,0,221
2024-03-20 15:40:00,84,10,20,12,0,0,21,16,27,12,15,12,9,6,5,2,251
2024-03-20 15:50:00,84,4,22,5,0,0,14,8,34,15,14,13,6,11,1,4,235
2024-03-20 16:00:00,75,10,22,5,0,0,17,14,28,8,18,8,3,8,3,4,223
2024-03-20 16:10:00,108,5,19,5,0,0,23,17,20,13,15,14,11,8,6,9,273
2024-03-20 16:20:00,90,4,20,9,0,0,23,9,22,11,15,7,11,9,4,4,238
2024-03-20 16:30:00,102,5,18,9,0,0,20,12,23,15,16,10,6,8,3,2,249
2024-03-20 16:40:00,74,12,27,8,0,0,25,16,21,15,15,8,3,3,3,1,231
2024-03-20 16:50:00,89,11,35,10,0,0,22,14,31,14,21,11,16,8,8,2,292
2024-03-20 17:00:00,93,9,29,8,0,0,15,24,21,16,18,10,14,15,2,2,276
2024-03-20 17:10:00,89,6,26,5,0,0,19,28,27,11,13,8,14,12,12,4,274
2024-03-20 17:20:00,85,12,29,12,0,0,21,12,31,12,18,9,10,7,4,2,264
2024-03-20 17:30:00,78,18,31,13,0,0,15,10,29,10,26,9,12,8,5,2,266
2024-03-20 17:40:00,74,9,32,6,0,0,12,12,26,21,23,12,10,3,4,2,246
2024-03-20 17:50:00,68,8,40,7,0,0,18,11,31,14,17,11,3,3,0,2,233
2024-03-20 18:00:00,70,11,17,5,0,0,14,15,24,13,18,10,13,4,5,1,220
2024-03-20 18:10:00,81,14,28,10,0,0,18,7,15,8,10,6,8,6,3,3,217
2024-03-20 18:20:00,77,15,26,8,0,0,21,11,21,19,15,13,8,8,5,4,251
2024-03-20 18:30:00,58,7,34,3,0,0,17,12,19,12,15,8,8,7,2,4,206
2024-03-20 18:40:00,52,11,27,7,0,0,16,8,22,12,16,8,5,8,1,2,195
2024-03-20 18:50:00,61,6,32,3,0,0,29,6,16,16,15,7,5,3,2,2,203
2024-03-20 19:00:00,37,10,17,5,0,0,15,10,12,7,11,3,14,8,8,5,162
2024-03-20 19:10:00,35,6,20,6,0,0,27,10,14,11,18,9,5,3,7,1,172
2024-03-20 19:20:00,38,10,24,4,0,0,15,3,16,7,12,4,10,5,7,2,157
2024-03-20 19:30:00,32,7,24,3,0,0,17,11,13,9,15,5,4,7,4,0,151
2024-03-20 19:40:00,36,6,23,3,0,0,25,7,10,10,10,5,3,3,1,1,143
2024-03-20 19:50:00,45,3,25,5,0,0,16,8,11,8,17,3,7,3,6,0,157
2024-03-20 20:00:00,34,9,19,5,0,0,17,4,16,9,20,2,3,3,2,1,144
2024-03-20 20:10:00,49,9,23,7,0,0,17,6,10,7,9,5,3,3,2,0,150
2024-03-20 20:20:00,37,5,17,3,0,0,18,6,8,9,13,6,2,1,2,1,128
2024-03-20 20:30:00,37,7,26,3,0,0,22,1,11,3,16,0,8,1,3,1,139
2024-03-20 20:40:00,33,3,21,4,0,0,22,3,7,2,8,2,5,5,2,0,117
2024-03-20 20:50:00,32,6,18,4,0,0,13,3,10,6,11,4,1,8,0,1,117
2024-03-20 21:00:00,25,3,17,1,0,0,21,3,9,7,8,5,3,10,3,0,115
2024-03-20 21:10:00,44,3,18,4,0,0,16,7,18,11,24,8,0,4,1,1,159
2024-03-20 21:20:00,25,6,20,3,0,0,15,4,5,9,11,6,2,3,1,1,111
2024-03-20 21:30:00,30,4,15,5,0,0,18,7,10,3,14,3,3,1,0,1,114
2024-03-20 21:40:00,37,4,19,5,0,0,18,4,7,6,8,4,0,2,0,0,114
2024-03-20 21:50:00,24,7,18,5,0,0,15,5,7,10,9,9,0,1,0,0,110
2024-03-20 22:00:00,29,5,11,1,0,0,5,4,3,8,7,4,1,2,3,0,83
2024-03-20 22:10:00,23,9,20,5,0,0,8,8,9,2,13,1,1,1,1,0,101
2024-03-20 22:20:00,15,4,10,2,0,0,9,2,8,3,9,1,3,3,2,1,72
2024-03-20 22:30:00,10,5,6,1,0,0,5,0,5,2,7,2,4,0,4,0,51
2024-03-20 22:40:00,11,6,12,3,0,0,6,0,3,4,5,3,1,1,1,0,56
2024-03-20 22:50:00,19,5,14,1,0,0,12,2,12,5,10,4,1,4,1,0,90
2024-03-20 23:00:00,15,3,13,1,0,0,16,1,8,3,9,4,0,0,0,0,73
