datetime,D21Z,D22Z,V23Z,V24Z,D51Z,D52Z,V53Z,V54Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-08 04:50:00,2,3,3,1,0,0,5,1,4,1,5,1,0,1,0,1,28
2024-03-08 05:00:00,5,3,5,1,0,0,9,3,5,5,7,0,1,0,1,0,45
2024-03-08 05:10:00,8,3,7,0,0,0,9,2,1,6,2,2,0,2,0,1,43
2024-03-08 05:20:00,7,2,7,1,0,0,10,3,4,0,7,0,4,0,0,1,46
2024-03-08 05:30:00,3,2,3,0,0,0,12,2,3,3,6,3,0,0,0,0,37
2024-03-08 05:40:00,10,5,6,1,0,0,14,0,8,9,10,8,0,3,0,0,74
2024-03-08 05:50:00,6,0,8,1,0,0,11,3,7,3,7,3,1,1,0,0,51
2024-03-08 06:00:00,9,5,8,2,0,0,16,4,10,3,10,4,0,0,0,0,71
2024-03-08 06:10:00,12,1,9,0,0,0,22,3,11,4,14,3,2,2,2,1,86
2024-03-08 06:20:00,11,7,5,4,0,0,20,2,16,8,18,5,1,4,0,2,103
2024-03-08 06:30:00,14,6,14,4,0,0,25,6,17,6,20,5,4,3,5,2,131
2024-03-08 06:40:00,14,2,10,3,0,0,24,3,21,15,15,16,5,6,2,0,136
2024-03-08 06:50:00,15,4,9,6,0,0,24,5,17,18,14,15,2,9,2,2,142
2024-03-08 07:00:00,22,12,17,11,0,0,35,4,21,19,15,13,4,8,4,9,194
2024-03-08 07:10:00,19,13,11,7,0,0,27,5,28,21,28,29,1,9,1,3,202
2024-03-08 07:20:00,29,3,19,4,0,0,22,5,28,19,20,17,3,4,3,0,176
2024-03-08 07:30:00,46,9,25,9,0,0,27,8,28,17,21,15,4,18,1,3,231
2024-03-08 07:40:00,33,3,21,5,0,0,27,7,35,15,19,12,9,8,6,3,203
2024-03-08 07:50:00,47,10,14,12,0,0,33,7,29,10,34,10,8,9,4,4,231
2024-03-08 08:00:00,41,5,20,8,0,0,21,13,25,16,28,14,6,7,6,2,212
2024-03-08 08:10:00,37,12,23,12,0,0,17,10,25,17,19,15,11,8,9,1,216
2024-03-08 08:20:00,39,5,24,6,0,0,26,6,23,11,22,10,3,12,1,3,191
2024-03-08 08:30:00,30,9,13,6,0,0,27,9,26,9,20,8,5,3,3,2,170
2024-03-08 08:40:00,29,3,18,8,0,0,24,13,33,16,21,13,8,2,6,1,195
2024-03-08 08:50:00,26,7,15,6,0,0,35,16,26,15,16,20,7,11,4,3,207
2024-03-08 09:00:00,36,11,16,12,0,0,20,9,33,23,35,14,9,11,9,2,240
2024-03-08 09:10:00,57,8,19,8,0,0,35,13,18,21,14,20,6,9,5,2,235
2024-03-08 09:20:00,21,11,12,16,0,0,24,7,18,12,21,8,5,6,7,2,170
2024-03-08 09:30:00,35,9,23,8,0,0,26,10,21,14,21,14,6,3,7,1,198
2024-03-08 09:40:00,31,4,23,4,0,0,21,9,16,17,21,14,4,7,3,5,179
2024-03-08 09:50:00,40,8,23,14,0,0,18,5,23,13,21,10,8,7,8,4,202
2024-03-08 10:00:00,24,11,17,10,0,0,28,13,14,11,16,7,2,4,2,0,159
2024-03-08 10:10:00,30,6,19,7,0,0,10,18,22,9,25,10,9,16,9,3,193
2024-03-08 10:20:00,33,14,22,11,0,0,30,9,16,5,13,3,2,13,1,7,179
2024-03-08 10:30:00,39,9,22,10,0,0,31,11,20,6,18,5,4,32,2,18,227
2024-03-08 10:40:00,35,9,25,7,0,0,14,11,22,13,18,12,7,29,4,10,216
2024-03-08 10:50:00,42,6,21,7,0,0,23,10,20,8,14,7,1,5,0,2,166
2024-03-08 11:00:00,43,15,24,14,0,0,22,9,19,17,18,13,6,3,5,2,210
2024-03-08 11:10:00,50,9,21,9,0,0,23,8,10,14,15,12,16,2,10,2,201
2024-03-08 11:20:00,57,5,21,16,0,0,16,10,17,5,15,5,3,7,2,2,181
2024-03-08 11:30:00,54,4,24,8,0,0,19,9,19,13,15,9,5,3,7,3,192
2024-03-08 11:40:00,38,7,26,8,0,0,21,10,23,9,19,8,6,7,3,1,186
2024-03-08 11:50:00,52,10,30,13,0,0,22,9,25,14,18,9,5,4,5,0,216
2024-03-08 12:00:00,43,5,23,3,0,0,23,11,30,10,18,9,9,1,4,0,189
2024-03-08 12:10:00,65,8,20,8,0,0,23,14,20,14,16,9,8,4,4,2,215
2024-03-08 12:20:00,38,8,23,10,0,0,24,17,34,10,15,11,9,1,3,0,203
2024-03-08 12:30:00,34,8,28,6,0,0,16,13,27,19,19,17,3,5,1,2,198
2024-03-08 12:40:00,45,9,24,9,0,0,16,12,24,10,18,9,6,3,2,1,188
2024-03-08 12:50:00,46,9,28,5,0,0,20,15,20,9,18,8,11,3,4,2,198
2024-03-08 13:00:00,72,9,26,9,0,0,20,8,36,14,24,10,6,2,2,1,239
2024-03-08 13:10:00,58,10,32,6,0,0,20,17,17,9,21,6,3,7,2,2,210
2024-03-08 13:20:00,59,6,24,8,0,0,18,17,32,14,21,11,10,3,4,9,236
2024-03-08 13:30:00,58,13,41,9,0,0,20,17,25,18,16,14,5,6,3,3,248
2024-03-08 13:40:00,57,4,34,3,0,0,12,39,18,10,12,9,6,2,1,1,208
2024-03-08 13:50:00,52,6,30,5,0,0,10,4,20,18,14,14,5,6,3,0,187
2024-03-08 14:00:00,53,7,23,4,0,0,18,16,16,8,14,6,6,14,1,5,191
2024-03-08 14:10:00,72,6,29,4,0,0,16,15,20,9,18,7,4,1,2,0,203
2024-03-08 14:20:00,66,10,25,5,0,0,18,11,16,7,9,7,10,1,6,0,191
2024-03-08 14:30:00,69,10,39,6,0,0,17,13,20,14,14,7,6,4,2,1,222
2024-03-08 14:40:00,59,10,26,5,0,0,19,7,17,12,13,10,6,5,3,2,194
2024-03-08 14:50:00,65,11,33,7,0,0,22,8,24,7,23,5,4,1,2,0,212
2024-03-08 15:00:00,78,8,34,8,0,0,15,14,38,12,22,10,7,8,1,2,257
2024-03-08 15:10:00,53,11,35,5,0,0,17,9,21,18,7,5,8,7,1,10,207
2024-03-08 15:20:00,71,14,23,9,0,0,21,17,23,17,16,8,13,7,3,1,243
2024-03-08 15:30:00,59,6,20,8,0,0,17,11,29,14,22,9,8,7,4,1,215
2024-03-08 15:40:00,62,8,31,8,0,0,19,13,23,7,21,6,7,4,4,3,216
2024-03-08 15:50:00,71,11,27,16,0,0,21,8,20,8,16,6,3,4,1,0,212
2024-03-08 16:00:00,53,4,28,6,0,0,16,9,19,14,18,9,10,5,2,2,195
2024-03-08 16:10:00,69,6,27,9,0,0,17,8,55,19,25,14,11,9,7,4,280
2024-03-08 16:20:00,56,12,26,10,0,0,17,13,27,9,20,9,8,6,6,3,222
2024-03-08 16:30:00,68,7,31,7,0,0,21,10,20,14,16,10,5,3,1,2,215
2024-03-08 16:40:00,65,3,36,4,0,0,20,16,26,10,15,6,2,4,0,2,209
2024-03-08 16:50:00,57,5,22,6,0,0,23,14,28,19,16,14,8,12,0,5,229
2024-03-08 17:00:00,81,10,27,8,0,0,17,22,20,10,16,4,8,6,3,3,235
2024-03-08 17:10:00,58,7,21,7,0,0,20,14,24,11,14,7,9,3,0,4,199
2024-03-08 17:20:00,60,8,29,3,0,0,25,14,19,11,12,9,7,8,0,5,210
2024-03-08 17:30:00,65,7,27,7,0,0,15,44,27,18,18,12,7,7,3,4,261
2024-03-08 17:40:00,62,5,26,5,0,0,18,13,25,15,17,12,10,5,8,3,224
2024-03-08 17:50:00,62,14,28,10,0,0,16,6,24,15,16,9,6,3,5,3,217
2024-03-08 18:00:00,62,7,30,8,0,0,22,10,13,14,10,11,4,4,3,1,199
2024-03-08 18:10:00,56,11,32,6,0,0,11,8,34,15,16,10,10,9,7,2,227
2024-03-08 18:20:00,42,8,20,7,0,0,15,9,26,14,17,8,8,5,4,1,184
2024-03-08 18:30:00,112,13,36,14,0,0,18,12,19,9,21,7,9,6,7,1,284
2024-03-08 18:40:00,80,13,21,10,0,0,12,11,19,11,22,10,7,4,4,1,225
2024-03-08 18:50:00,45,8,24,4,0,0,26,11,22,7,20,6,2,6,1,1,183
2024-03-08 19:00:00,49,4,26,4,0,0,15,7,18,17,19,16,5,8,4,0,192
2024-03-08 19:10:00,45,5,21,3,0,0,21,9,16,9,17,6,11,6,7,2,178
2024-03-08 19:20:00,48,9,34,6,0,0,22,11,17,11,20,10,3,4,3,1,199
2024-03-08 19:30:00,40,6,25,2,0,0,14,7,23,10,16,10,4,1,5,0,163
2024-03-08 19:40:00,44,6,18,5,0,0,23,6,8,6,14,6,2,4,2,2,146
2024-03-08 19:50:00,31,5,24,2,0,0,15,5,13,3,11,5,4,2,3,0,123
2024-03-08 20:00:00,49,5,23,3,0,0,19,7,19,5,19,4,1,7,1,1,163
2024-03-08 20:10:00,40,6,29,3,0,0,23,7,9,6,12,1,5,2,7,3,153
2024-03-08 20:20:00,32,8,24,5,0,0,26,12,15,8,20,6,1,5,1,1,164
2024-03-08 20:30:00,42,6,20,2,0,0,15,6,19,4,21,3,7,4,9,0,158
2024-03-08 20:40:00,31,7,25,6,0,0,24,1,9,5,10,3,0,3,0,1,125
2024-03-08 20:50:00,24,6,18,5,0,0,18,1,11,11,12,6,1,0,1,0,114
2024-03-08 21:00:00,24,4,18,2,0,0,15,6,11,8,9,3,2,7,1,1,111
2024-03-08 21:10:00,31,3,23,6,0,0,17,7,5,5,6,2,2,2,1,1,111
2024-03-08 21:20:00,23,10,26,4,0,0,20,5,10,9,10,3,1,2,1,0,124
2024-03-08 21:30:00,26,6,17,2,0,0,18,14,13,9,13,7,1,1,1,1,129
2024-03-08 21:40:00,26,5,25,1,0,0,15,5,17,8,15,9,1,3,0,0,130
2024-03-08 21:50:00,26,5,22,6,0,0,19,1,7,7,7,4,0,2,0,0,106
2024-03-08 22:00:00,22,6,18,4,0,0,15,6,8,5,9,3,2,5,4,5,112
2024-03-08 22:10:00,32,4,17,7,0,0,22,4,9,3,11,2,2,2,4,0,119
2024-03-08 22:20:00,20,6,12,5,0,0,21,1,6,9,8,6,1,2,1,0,98
2024-03-08 22:30:00,30,6,19,1,0,0,22,3,6,5,9,3,2,2,2,0,110
2024-03-08 22:40:00,36,6,23,3,0,0,14,7,11,6,12,7,2,4,1,0,132
2024-03-08 22:50:00,27,4,19,1,0,0,16,3,6,2,7,1,1,2,1,0,90
2024-03-08 23:00:00,17,5,11,5,0,0,19,6,5,12,10,6,0,1,0,0,97
2024-03-08 23:10:00,25,4,13,5,0,0,20,1,3,4,5,3,0,2,0,0,85
2024-03-08 23:20:00,13,3,10,3,0,0,20,2,3,3,7,3,2,4,3,0,76
2024-03-08 23:30:00,22,3,17,1,0,0,10,4,7,6,8,2,1,2,2,0,85
2024-03-08 23:40:00,21,4,20,4,0,0,11,6,6,5,9,3,0,3,0,0,92
2024-03-08 23:50:00,13,2,13,1,0,0,14,1,1,5,5,4,0,1,0,0,60
2024-03-09 00:00:00,11,4,8,1,0,0,15,3,5,3,6,1,2,1,2,0,62
2024-03-09 00:10:00,17,1,11,1,0,0,17,1,3,3,4,3,2,2,2,0,67
2024-03-09 00:20:00,17,3,15,0,0,0,9,2,5,3,10,3,0,3,0,0,70
2024-03-09 00:30:00,12,7,9,2,0,0,4,1,3,1,5,1,2,1,2,0,50
2024-03-09 00:40:00,9,4,8,1,0,0,8,2,3,3,4,2,0,2,0,1,47
2024-03-09 00:50:00,15,3,9,2,0,0,4,2,4,4,6,2,1,3,2,2,59
2024-03-09 01:00:00,15,0,13,0,0,0,9,0,4,0,3,0,0,1,0,0,45
2024-03-09 01:10:00,6,0,5,0,0,0,1,1,5,4,8,3,0,0,0,0,33
2024-03-09 01:20:00,12,4,6,2,0,0,6,0,2,4,6,2,0,0,0,0,44
2024-03-09 01:30:00,10,2,7,2,0,0,5,1,2,5,3,2,1,1,1,0,42
2024-03-09 01:40:00,9,1,8,1,0,0,5,2,8,2,7,0,0,1,0,0,44
2024-03-09 01:50:00,4,0,4,0,0,0,2,0,1,2,3,1,0,0,0,0,17
2024-03-09 02:00:00,3,3,4,1,0,0,5,0,3,5,4,2,0,1,0,0,31
2024-03-09 02:10:00,8,0,7,0,0,0,3,0,0,2,1,2,0,1,0,0,24
2024-03-09 02:20:00,7,0,5,0,0,0,3,0,2,3,4,3,1,4,1,0,33
2024-03-09 02:30:00,4,1,5,2,0,0,1,0,0,1,0,0,0,0,0,0,14
2024-03-09 02:40:00,2,0,2,0,0,0,5,1,0,0,0,0,1,0,1,0,12
2024-03-09 02:50:00,6,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,14
2024-03-09 03:00:00,6,0,5,0,0,0,0,0,2,2,4,1,0,0,0,0,20
2024-03-09 03:10:00,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4
2024-03-09 03:20:00,3,0,3,0,0,0,5,1,1,1,2,0,0,1,0,0,17
2024-03-09 03:30:00,2,0,2,0,0,0,2,0,0,2,1,1,0,1,0,0,11
2024-03-09 03:40:00,9,1,9,1,0,0,2,0,0,1,0,0,1,2,1,0,27
2024-03-09 03:50:00,3,1,3,0,0,0,2,0,2,2,3,2,0,2,0,0,20
2024-03-09 04:00:00,5,1,4,0,0,0,1,1,2,2,5,2,0,1,0,0,24
2024-03-09 04:10:00,5,0,4,0,0,0,1,0,0,2,1,1,1,2,0,0,17
2024-03-09 04:20:00,2,1,2,1,0,0,2,1,2,2,4,2,0,1,0,0,20
2024-03-09 04:30:00,4,1,2,1,0,0,7,0,2,0,2,0,0,1,0,0,20
2024-03-09 04:40:00,3,1,3,0,0,0,2,0,0,1,0,0,0,0,0,0,10
2024-03-09 04:50:00,2,0,17,0,0,0,3,0,2,0,3,0,0,1,0,0,28
2024-03-09 05:00:00,4,7,4,1,0,0,5,0,7,1,6,1,2,1,0,0,39
2024-03-09 05:10:00,6,3,5,2,0,0,3,1,1,2,2,1,0,0,0,0,26
2024-03-09 05:20:00,4,2,6,3,0,0,2,0,1,0,2,0,1,1,0,0,22
2024-03-09 05:30:00,5,3,7,2,0,0,8,0,2,2,3,1,0,1,0,0,34
2024-03-09 05:40:00,9,1,8,2,0,0,9,1,3,1,4,1,0,3,0,0,42
2024-03-09 05:50:00,4,4,4,1,0,0,3,1,6,1,7,1,0,1,0,1,34
2024-03-09 06:00:00,2,0,2,0,0,0,9,0,3,0,4,0,0,1,0,0,21
2024-03-09 06:10:00,7,0,4,0,0,0,2,2,5,3,5,1,0,2,0,0,31
2024-03-09 06:20:00,6,1,10,0,0,0,5,0,8,5,12,4,1,1,2,0,55
2024-03-09 06:30:00,8,4,6,1,0,0,4,1,4,2,5,1,1,2,0,0,39
2024-03-09 06:40:00,5,4,5,0,0,0,6,2,8,7,6,2,3,1,4,0,53
2024-03-09 06:50:00,5,1,6,2,0,0,11,0,2,4,3,4,0,0,0,0,38
2024-03-09 07:00:00,5,3,5,2,0,0,8,4,6,4,8,4,3,2,3,1,58
2024-03-09 07:10:00,9,2,9,3,0,0,9,3,3,1,3,1,0,3,0,0,46
2024-03-09 07:20:00,6,2,6,18,0,0,9,2,4,2,4,2,1,1,1,0,58
2024-03-09 07:30:00,16,2,15,4,0,0,11,2,3,6,3,6,3,1,3,0,75
2024-03-09 07:40:00,6,3,7,0,0,0,15,0,5,3,5,3,4,1,2,2,56
2024-03-09 07:50:00,10,2,7,3,0,0,12,6,7,2,7,2,0,1,0,0,59
2024-03-09 08:00:00,12,3,10,2,0,0,14,5,11,7,11,6,3,6,0,0,90
2024-03-09 08:10:00,7,3,5,2,0,0,11,2,6,4,5,2,0,2,0,0,49
2024-03-09 08:20:00,18,2,11,2,0,0,12,2,10,4,10,3,0,0,0,0,74
2024-03-09 08:30:00,15,3,14,2,0,0,11,3,11,8,12,7,3,2,3,1,95
2024-03-09 08:40:00,16,2,10,2,0,0,18,4,12,2,12,2,1,5,1,0,87
2024-03-09 08:50:00,14,5,14,3,0,0,17,7,6,12,8,7,2,6,1,2,104
2024-03-09 09:00:00,23,1,13,5,0,0,14,4,12,19,20,9,5,6,4,0,135
2024-03-09 09:10:00,24,3,18,0,0,0,22,6,13,11,13,8,12,3,9,0,142
2024-03-09 09:20:00,22,2,12,3,0,0,25,4,12,8,23,8,2,1,1,0,123
2024-03-09 09:30:00,21,6,22,2,0,0,22,5,8,6,9,5,4,6,4,5,125
2024-03-09 09:40:00,26,4,19,1,0,0,15,6,17,10,19,9,2,4,2,2,136
2024-03-09 09:50:00,37,7,25,2,0,0,24,8,13,14,16,8,6,3,7,3,173
2024-03-09 10:00:00,35,5,17,5,0,0,25,12,17,21,16,17,2,6,2,0,180
2024-03-09 10:10:00,28,2,21,0,0,0,23,5,22,8,14,7,8,4,8,0,150
2024-03-09 10:20:00,30,2,24,1,0,0,25,5,21,8,14,6,3,5,2,0,146
2024-03-09 10:30:00,42,5,24,6,0,0,18,10,14,15,13,11,3,11,2,2,176
2024-03-09 10:40:00,40,5,21,2,0,0,20,8,15,8,14,5,14,8,11,4,175
2024-03-09 10:50:00,31,6,23,4,0,0,25,8,12,17,12,12,5,6,2,1,164
2024-03-09 11:00:00,38,8,21,6,0,0,18,5,21,17,15,13,4,4,2,3,175
2024-03-09 11:10:00,33,8,26,4,0,0,16,7,26,9,16,10,3,9,2,2,171
2024-03-09 11:20:00,37,3,24,6,0,0,21,7,13,7,17,6,3,10,2,3,159
2024-03-09 11:30:00,34,3,18,4,0,0,26,4,22,8,15,7,1,1,1,0,144
2024-03-09 11:40:00,36,5,25,4,0,0,22,11,17,5,12,5,3,8,3,2,158
2024-03-09 11:50:00,50,3,28,6,0,0,21,4,21,12,17,11,2,7,1,1,184
2024-03-09 12:00:00,42,12,23,9,0,0,17,8,27,11,19,8,1,4,1,2,184
2024-03-09 12:10:00,45,6,30,4,0,0,29,9,24,13,17,9,5,6,3,1,201
2024-03-09 12:20:00,43,4,29,4,0,0,24,12,20,13,16,4,5,7,3,2,186
2024-03-09 12:30:00,42,5,32,3,0,0,19,10,17,10,16,6,6,6,4,3,179
2024-03-09 12:40:00,45,8,30,3,0,0,29,14,27,17,14,12,7,3,3,3,215
2024-03-09 12:50:00,63,5,23,6,0,0,29,6,21,18,22,15,12,6,17,5,248
2024-03-09 13:00:00,54,6,29,5,0,0,16,7,22,9,17,7,2,6,1,3,184
2024-03-09 13:10:00,61,7,24,5,0,0,25,2,12,5,11,6,4,2,1,1,166
2024-03-09 13:20:00,51,9,23,8,0,0,23,14,22,10,17,9,3,5,4,2,200
2024-03-09 13:30:00,41,1,21,1,0,0,23,7,19,10,14,8,4,4,3,1,157
2024-03-09 13:40:00,60,2,24,4,0,0,22,9,24,11,13,10,4,7,1,0,191
2024-03-09 13:50:00,53,5,26,7,0,0,22,7,15,13,10,9,3,7,3,0,180
2024-03-09 14:00:00,42,6,28,3,0,0,27,4,18,13,8,10,3,8,2,2,174
2024-03-09 14:10:00,54,8,17,4,0,0,24,12,20,12,16,11,9,4,4,1,196
2024-03-09 14:20:00,48,4,21,5,0,0,23,6,19,11,11,10,9,5,6,0,178
2024-03-09 14:30:00,54,9,32,4,0,0,23,7,21,21,16,16,3,8,1,3,218
2024-03-09 14:40:00,47,5,29,5,0,0,42,7,19,12,18,9,5,9,4,1,212
2024-03-09 14:50:00,33,7,27,6,0,0,23,10,17,13,9,11,4,7,4,1,172
2024-03-09 15:00:00,39,5,19,5,0,0,27,8,19,9,20,6,6,9,3,1,176
2024-03-09 15:10:00,42,6,19,4,0,0,23,5,26,14,18,12,4,10,1,2,186
2024-03-09 15:20:00,31,6,18,4,0,0,22,10,15,11,13,8,5,3,3,1,150
2024-03-09 15:30:00,44,4,21,2,0,0,23,8,19,8,14,7,3,7,1,1,162
2024-03-09 15:40:00,60,15,27,8,0,0,23,6,23,13,16,12,8,7,5,3,226
2024-03-09 15:50:00,40,12,20,16,0,0,28,7,9,10,8,7,5,10,2,2,176
2024-03-09 16:00:00,30,5,25,4,0,0,24,10,19,11,17,9,1,2,1,0,158
2024-03-09 16:10:00,36,1,20,0,0,0,22,9,21,4,16,3,4,3,2,1,142
2024-03-09 16:20:00,27,5,18,6,0,0,19,6,21,7,11,5,2,10,1,5,143
2024-03-09 16:30:00,37,7,18,4,0,0,16,8,11,6,10,6,3,8,2,1,137
2024-03-09 16:40:00,40,13,23,4,0,0,19,6,19,11,12,7,6,7,6,2,175
2024-03-09 16:50:00,45,6,27,5,0,0,25,9,21,6,13,5,1,2,1,2,168
2024-03-09 17:00:00,26,15,19,8,0,0,22,11,17,11,14,8,3,5,2,1,162
2024-03-09 17:10:00,43,5,20,2,0,0,21,4,17,10,10,9,4,6,3,1,155
2024-03-09 17:20:00,39,6,21,5,0,0,26,8,15,10,12,8,4,4,3,2,163
2024-03-09 17:30:00,44,5,19,4,0,0,30,4,18,14,16,11,1,9,1,2,178
2024-03-09 17:40:00,38,5,18,4,0,0,15,7,22,11,19,8,3,4,2,2,158
2024-03-09 17:50:00,38,5,20,4,0,0,16,4,18,13,19,10,6,6,5,0,164
2024-03-09 18:00:00,41,1,20,2,0,0,20,10,10,10,9,10,7,7,6,6,159
2024-03-09 18:10:00,39,11,17,5,0,0,18,11,14,12,11,6,4,4,3,0,155
2024-03-09 18:20:00,50,3,22,4,0,0,24,4,16,13,16,9,5,7,5,0,178
2024-03-09 18:30:00,32,9,19,5,0,0,25,15,18,11,23,9,2,7,1,1,177
2024-03-09 18:40:00,42,2,25,2,0,0,16,4,18,8,20,9,7,5,5,0,163
2024-03-09 18:50:00,36,8,23,6,0,0,22,2,20,8,23,8,3,3,6,0,168
2024-03-09 19:00:00,36,7,27,9,0,0,20,7,18,10,19,9,3,7,1,0,173
2024-03-09 19:10:00,37,8,20,5,0,0,25,6,15,12,20,9,3,5,2,0,167
2024-03-09 19:20:00,41,4,20,2,0,0,21,6,15,7,10,4,5,5,4,1,145
2024-03-09 19:30:00,38,9,20,2,0,0,26,6,18,16,16,9,6,3,5,2,176
2024-03-09 19:40:00,33,4,21,4,0,0,14,4,28,4,19,3,5,0,2,0,141
2024-03-09 19:50:00,29,7,25,3,0,0,21,5,12,10,15,5,3,5,5,1,146
2024-03-09 20:00:00,30,9,19,6,0,0,27,3,15,7,18,4,3,4,2,0,147
2024-03-09 20:10:00,22,4,20,1,0,0,24,1,18,8,12,6,0,1,0,0,117
2024-03-09 20:20:00,37,4,24,2,0,0,17,2,7,4,8,4,1,5,1,0,116
2024-03-09 20:30:00,23,6,15,3,0,0,17,5,9,5,12,2,1,1,1,0,100
2024-03-09 20:40:00,22,5,19,3,0,0,13,5,11,4,8,4,1,3,1,0,99
2024-03-09 20:50:00,31,2,18,2,0,0,20,3,7,4,10,3,0,4,0,0,104
2024-03-09 21:00:00,23,5,19,4,0,0,22,6,6,6,9,6,2,4,2,1,115
2024-03-09 21:10:00,26,7,23,5,0,0,14,7,10,9,12,6,3,3,2,0,127
2024-03-09 21:20:00,20,4,16,3,0,0,18,0,5,3,6,2,2,1,2,0,82
2024-03-09 21:30:00,16,10,12,7,0,0,19,3,3,5,5,2,1,3,1,1,88
2024-03-09 21:40:00,18,5,22,2,0,0,13,5,16,4,16,4,1,1,0,0,107
2024-03-09 21:50:00,25,7,13,6,0,0,20,4,6,6,10,2,1,2,0,0,102
2024-03-09 22:00:00,29,7,15,3,0,0,16,3,5,3,9,3,2,4,4,0,103
2024-03-09 22:10:00,16,4,10,0,0,0,18,0,5,3,5,2,2,1,3,0,69
2024-03-09 22:20:00,26,3,14,2,0,0,18,5,6,6,11,2,2,0,3,0,98
2024-03-09 22:30:00,22,5,16,4,0,0,13,3,5,3,7,3,1,3,3,1,89
2024-03-09 22:40:00,27,3,18,0,0,0,0,0,7,5,7,4,0,0,0,0,71
2024-03-09 22:50:00,22,1,14,1,0,0,0,0,1,5,4,3,1,6,1,0,59
2024-03-09 23:00:00,16,2,12,2,0,0,0,0,6,6,8,3,0,5,0,0,60
2024-03-09 23:10:00,19,1,14,2,0,0,14,0,7,8,8,6,1,1,1,0,82
2024-03-09 23:20:00,18,3,18,1,0,0,16,2,2,4,4,2,2,5,2,1,80
2024-03-09 23:30:00,13,6,12,2,0,0,16,1,2,4,2,3,3,2,3,0,69
2024-03-09 23:40:00,16,0,12,0,0,0,14,3,6,2,7,1,2,2,4,0,69
2024-03-09 23:50:00,7,1,6,0,0,0,14,0,4,0,5,0,0,0,0,0,37
2024-03-10 00:00:00,7,2,5,2,0,0,4,1,4,5,6,4,2,5,5,2,54
2024-03-10 00:10:00,19,2,15,1,0,0,5,0,3,2,5,2,0,2,0,0,56
2024-03-10 00:20:00,14,3,8,1,0,0,7,0,8,1,7,0,2,2,2,1,56
2024-03-10 00:30:00,19,3,11,0,0,0,11,1,1,1,1,0,0,0,0,0,48
2024-03-10 00:40:00,15,2,11,2,0,0,7,3,3,7,8,6,1,2,2,0,69
2024-03-10 00:50:00,7,0,4,0,0,0,10,1,3,3,6,2,1,2,1,0,40
2024-03-10 01:00:00,7,4,8,1,0,0,13,5,4,2,4,0,0,4,1,0,53
2024-03-10 01:10:00,8,4,13,3,0,0,7,1,3,5,5,2,0,0,0,0,51
2024-03-10 01:20:00,8,0,7,1,0,0,4,0,2,5,3,4,1,3,1,0,39
2024-03-10 01:30:00,11,3,8,1,0,0,11,1,1,3,3,2,3,2,3,0,52
2024-03-10 01:40:00,10,1,6,1,0,0,9,2,2,4,5,1,1,2,0,0,44
2024-03-10 01:50:00,6,2,6,1,0,0,8,1,2,0,3,1,0,0,0,0,30
2024-03-10 02:00:00,10,2,8,0,0,0,3,0,2,6,4,3,0,2,0,0,40
2024-03-10 02:10:00,9,0,7,0,0,0,2,1,1,0,1,0,1,2,1,0,25
2024-03-10 02:20:00,4,4,4,1,0,0,3,0,2,0,5,1,0,0,1,1,26
2024-03-10 02:30:00,10,1,9,1,0,0,5,0,0,3,2,1,0,2,0,0,34
2024-03-10 02:40:00,4,2,5,0,0,0,1,0,3,1,3,0,0,0,0,0,19
2024-03-10 02:50:00,3,2,3,1,0,0,3,2,0,2,1,1,0,0,0,0,18
2024-03-10 03:00:00,3,1,2,1,0,0,6,1,0,1,0,0,0,0,0,0,15
2024-03-10 03:10:00,7,1,6,1,0,0,3,0,3,1,5,1,0,1,0,0,29
2024-03-10 03:20:00,6,1,4,0,0,0,5,2,0,0,0,0,0,2,0,0,20
2024-03-10 03:30:00,10,1,6,0,0,0,3,0,0,1,0,0,0,4,0,1,26
2024-03-10 03:40:00,6,2,5,0,0,0,2,0,3,1,4,1,0,1,0,0,25
2024-03-10 03:50:00,12,0,15,0,0,0,0,0,3,4,5,2,0,2,0,0,43
2024-03-10 04:00:00,3,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,11
2024-03-10 04:10:00,6,1,6,1,0,0,5,4,2,0,5,0,0,0,0,0,30
2024-03-10 04:20:00,4,0,4,0,0,0,1,0,2,2,3,2,0,1,0,0,19
2024-03-10 04:30:00,7,0,6,1,0,0,6,0,2,1,2,1,1,0,1,0,28
2024-03-10 04:40:00,5,0,4,0,0,0,3,0,2,1,3,1,0,0,0,0,19
2024-03-10 04:50:00,3,2,3,1,0,0,6,0,2,2,5,1,0,1,0,0,26
2024-03-10 05:00:00,4,1,4,0,0,0,4,0,0,1,0,0,2,1,0,0,17
2024-03-10 05:10:00,0,1,0,0,0,0,4,0,1,2,3,2,0,1,0,0,14
2024-03-10 05:20:00,7,1,7,0,0,0,4,0,1,2,2,1,0,3,0,0,28
2024-03-10 05:30:00,4,0,6,0,0,0,7,0,4,0,6,0,1,0,0,0,28
2024-03-10 05:40:00,2,0,2,0,0,0,7,0,1,0,1,0,0,0,0,0,13
2024-03-10 05:50:00,8,1,9,0,0,0,0,1,1,1,2,1,0,0,0,0,24
2024-03-10 06:00:00,3,1,3,1,0,0,3,0,2,2,3,1,0,0,0,0,19
