datetime,D51Z,D52Z,V51Z,D111Z,V111Z,D112Z,Total
2024-03-17 22:50:00,10,11,8,12,11,12,64
2024-03-17 23:00:00,12,13,8,8,6,7,54
2024-03-17 23:10:00,16,14,15,4,4,4,57
2024-03-17 23:20:00,5,3,2,12,16,12,50
2024-03-17 23:30:00,13,14,11,7,8,7,60
2024-03-17 23:40:00,10,9,10,2,2,2,35
2024-03-17 23:50:00,7,7,8,6,2,7,37
2024-03-18 00:00:00,9,8,4,9,5,6,41
2024-03-18 00:10:00,2,3,2,5,7,4,23
2024-03-18 00:20:00,9,9,10,6,3,5,42
2024-03-18 00:30:00,3,2,1,5,4,4,19
2024-03-18 00:40:00,5,5,6,4,1,3,24
2024-03-18 00:50:00,3,2,2,4,4,4,19
2024-03-18 01:00:00,7,8,6,6,4,5,36
2024-03-18 01:10:00,4,4,3,6,6,6,29
2024-03-18 01:20:00,1,1,1,2,3,3,11
2024-03-18 01:30:00,2,2,2,1,1,1,9
2024-03-18 01:40:00,3,3,2,1,1,1,11
2024-03-18 01:50:00,0,0,0,0,0,0,0
2024-03-18 02:00:00,1,1,1,2,2,2,9
2024-03-18 02:10:00,1,1,1,4,4,4,15
2024-03-18 02:20:00,5,4,3,3,3,3,21
2024-03-18 02:30:00,1,1,1,0,0,0,3
2024-03-18 02:40:00,3,3,3,2,0,1,12
2024-03-18 02:50:00,2,2,2,1,1,1,9
2024-03-18 03:00:00,5,6,6,1,1,1,20
2024-03-18 03:10:00,6,4,5,1,1,1,18
2024-03-18 03:20:00,2,1,1,4,5,4,17
2024-03-18 03:30:00,2,2,1,2,4,2,13
2024-03-18 03:40:00,1,1,1,5,7,5,20
2024-03-18 03:50:00,1,1,1,2,2,2,9
2024-03-18 04:00:00,1,1,1,2,1,2,8
2024-03-18 04:10:00,3,3,3,5,6,5,25
2024-03-18 04:20:00,4,4,4,6,6,6,30
2024-03-18 04:30:00,4,4,4,7,8,7,34
2024-03-18 04:40:00,2,2,2,9,10,8,33
2024-03-18 04:50:00,4,4,5,8,12,8,41
2024-03-18 05:00:00,7,7,7,11,9,10,51
2024-03-18 05:10:00,10,10,12,15,15,15,77
2024-03-18 05:20:00,17,16,14,17,15,18,97
2024-03-18 05:30:00,10,13,9,24,24,22,102
2024-03-18 05:40:00,19,22,22,40,26,38,167
2024-03-18 05:50:00,16,14,16,50,34,52,182
2024-03-18 06:00:00,23,23,14,44,40,40,184
2024-03-18 06:10:00,24,22,16,58,45,56,221
2024-03-18 06:20:00,30,25,17,64,46,69,251
2024-03-18 06:30:00,26,29,19,72,41,66,253
2024-03-18 06:40:00,30,27,15,81,36,78,267
2024-03-18 06:50:00,22,15,13,88,39,87,264
2024-03-18 07:00:00,35,33,25,70,38,69,270
2024-03-18 07:10:00,42,42,30,82,39,82,317
2024-03-18 07:20:00,40,40,27,72,32,72,283
2024-03-18 07:30:00,50,46,25,70,39,70,300
2024-03-18 07:40:00,44,46,26,88,25,86,315
2024-03-18 07:50:00,38,35,22,72,32,74,273
2024-03-18 08:00:00,47,54,36,61,39,62,299
2024-03-18 08:10:00,54,60,34,58,40,58,304
2024-03-18 08:20:00,51,52,35,63,33,68,302
2024-03-18 08:30:00,55,35,24,59,35,70,278
2024-03-18 08:40:00,66,43,29,75,29,72,314
2024-03-18 08:50:00,43,43,23,56,36,60,261
2024-03-18 09:00:00,43,43,28,56,33,53,256
2024-03-18 09:10:00,35,38,25,62,36,63,259
2024-03-18 09:20:00,29,32,22,61,43,59,246
2024-03-18 09:30:00,49,49,36,69,37,69,309
2024-03-18 09:40:00,56,59,31,49,28,50,273
2024-03-18 09:50:00,39,43,35,58,28,57,260
2024-03-18 10:00:00,46,46,35,61,38,62,288
2024-03-18 10:10:00,51,56,35,47,29,49,267
2024-03-18 10:20:00,44,42,34,42,32,42,236
2024-03-18 10:30:00,55,57,35,44,24,42,257
2024-03-18 10:40:00,37,35,23,59,31,56,241
2024-03-18 10:50:00,41,42,29,35,27,38,212
2024-03-18 11:00:00,49,52,29,42,27,40,239
2024-03-18 11:10:00,45,45,30,48,36,46,250
2024-03-18 11:20:00,55,60,36,50,33,48,282
2024-03-18 11:30:00,47,49,27,59,33,55,270
2024-03-18 11:40:00,42,43,31,53,33,51,253
2024-03-18 11:50:00,57,59,33,44,31,43,267
2024-03-18 12:00:00,51,54,31,41,32,41,250
2024-03-18 12:10:00,71,68,33,59,39,58,328
2024-03-18 12:20:00,47,52,33,54,34,58,278
2024-03-18 12:30:00,60,60,38,60,32,58,308
2024-03-18 12:40:00,58,57,32,47,33,47,274
2024-03-18 12:50:00,58,66,29,44,32,50,279
2024-03-18 13:00:00,56,55,38,42,28,39,258
2024-03-18 13:10:00,62,62,41,53,40,56,314
2024-03-18 13:20:00,60,64,39,53,39,49,304
2024-03-18 13:30:00,59,67,31,47,33,50,287
2024-03-18 13:40:00,49,47,24,48,34,43,245
2024-03-18 13:50:00,52,55,27,45,35,44,258
2024-03-18 14:00:00,57,55,36,46,27,42,263
2024-03-18 14:10:00,64,63,48,41,28,39,283
2024-03-18 14:20:00,64,64,36,48,34,48,294
2024-03-18 14:30:00,69,69,37,61,37,60,333
2024-03-18 14:40:00,64,66,38,69,29,68,334
2024-03-18 14:50:00,71,73,40,55,34,51,324
2024-03-18 15:00:00,73,75,42,36,23,39,288
2024-03-18 15:10:00,90,96,50,45,22,45,348
2024-03-18 15:20:00,82,85,35,49,27,46,324
2024-03-18 15:30:00,92,98,38,65,40,64,397
2024-03-18 15:40:00,79,78,53,64,44,68,386
2024-03-18 15:50:00,95,99,44,47,30,48,363
2024-03-18 16:00:00,85,85,47,63,42,65,387
2024-03-18 16:10:00,71,73,32,56,31,51,314
2024-03-18 16:20:00,80,83,33,48,29,48,321
2024-03-18 16:30:00,92,97,56,49,33,48,375
2024-03-18 16:40:00,84,93,34,63,38,60,372
2024-03-18 16:50:00,93,91,42,52,33,50,361
2024-03-18 17:00:00,72,74,48,43,30,44,311
2024-03-18 17:10:00,75,78,38,59,30,58,338
2024-03-18 17:20:00,107,103,55,54,32,57,408
2024-03-18 17:30:00,42,47,23,65,34,64,275
2024-03-18 17:40:00,75,75,39,59,34,53,335
2024-03-18 17:50:00,65,64,38,46,42,45,300
2024-03-18 18:00:00,55,58,36,38,23,38,248
2024-03-18 18:10:00,62,60,36,39,24,39,260
2024-03-18 18:20:00,53,49,25,39,33,41,240
2024-03-18 18:30:00,45,47,26,43,29,40,230
2024-03-18 18:40:00,46,50,29,34,26,32,217
2024-03-18 18:50:00,40,42,33,40,40,39,234
2024-03-18 19:00:00,30,33,28,29,28,31,179
2024-03-18 19:10:00,28,35,20,36,25,32,176
2024-03-18 19:20:00,32,31,21,37,34,37,192
2024-03-18 19:30:00,30,31,18,32,34,33,178
2024-03-18 19:40:00,26,27,24,25,27,23,152
2024-03-18 19:50:00,25,24,22,30,28,29,158
2024-03-18 20:00:00,29,28,19,25,23,22,146
2024-03-18 20:10:00,31,32,26,34,34,34,191
2024-03-18 20:20:00,30,32,26,26,27,28,169
2024-03-18 20:30:00,23,23,19,24,21,24,134
2024-03-18 20:40:00,28,32,24,17,17,19,137
2024-03-18 20:50:00,18,16,15,30,31,28,138
2024-03-18 21:00:00,27,27,17,15,14,13,113
2024-03-18 21:10:00,17,17,18,13,12,12,89
2024-03-18 21:20:00,20,21,21,16,17,16,111
2024-03-18 21:30:00,24,24,23,15,13,15,114
2024-03-18 21:40:00,20,21,17,10,9,9,86
2024-03-18 21:50:00,22,21,15,16,6,12,92
2024-03-18 22:00:00,19,17,19,11,8,11,85
2024-03-18 22:10:00,25,25,21,15,15,20,121
2024-03-18 22:20:00,27,25,20,13,12,12,109
2024-03-18 22:30:00,14,15,9,13,17,12,80
2024-03-18 22:40:00,17,16,13,8,8,9,71
2024-03-18 22:50:00,12,13,13,7,5,8,58
2024-03-18 23:00:00,13,14,9,7,7,7,57
2024-03-18 23:10:00,15,14,17,7,11,7,71
2024-03-18 23:20:00,15,13,15,7,7,9,66
2024-03-18 23:30:00,16,14,11,8,10,7,66
2024-03-18 23:40:00,7,6,8,3,2,2,28
2024-03-18 23:50:00,11,11,8,4,4,3,41
2024-03-19 00:00:00,13,12,14,11,13,9,72
2024-03-19 00:10:00,3,3,4,5,5,5,25
2024-03-19 00:20:00,4,6,5,7,4,6,32
2024-03-19 00:30:00,6,6,5,5,6,5,33
2024-03-19 00:40:00,4,4,4,1,1,1,15
2024-03-19 00:50:00,5,3,4,7,5,6,30
2024-03-19 01:00:00,3,3,3,1,2,2,14
2024-03-19 01:10:00,2,2,4,4,2,1,15
2024-03-19 01:20:00,7,7,6,3,3,3,29
2024-03-19 01:30:00,1,1,2,3,4,2,13
2024-03-19 01:40:00,1,1,1,1,1,1,6
2024-03-19 01:50:00,2,2,2,2,3,2,13
2024-03-19 02:00:00,4,3,3,3,3,3,19
2024-03-19 02:10:00,2,2,1,3,6,3,17
2024-03-19 02:20:00,2,2,2,0,0,0,6
2024-03-19 02:30:00,4,4,3,2,2,3,18
2024-03-19 02:40:00,0,1,0,1,1,1,4
2024-03-19 02:50:00,5,5,3,2,0,0,15
2024-03-19 03:00:00,1,1,1,1,1,1,6
2024-03-19 03:10:00,4,3,4,3,2,3,19
2024-03-19 03:20:00,3,3,5,1,1,1,14
2024-03-19 03:30:00,5,5,6,5,5,4,30
2024-03-19 03:40:00,0,0,0,2,3,3,8
2024-03-19 03:50:00,3,4,2,6,5,5,25
2024-03-19 04:00:00,2,1,1,5,6,5,20
2024-03-19 04:10:00,3,3,3,4,4,4,21
2024-03-19 04:20:00,6,6,5,5,6,4,32
2024-03-19 04:30:00,2,2,4,5,7,4,24
2024-03-19 04:40:00,1,1,1,6,5,5,19
2024-03-19 04:50:00,6,4,3,11,13,13,50
2024-03-19 05:00:00,10,9,10,17,15,16,77
2024-03-19 05:10:00,12,11,7,20,20,18,88
2024-03-19 05:20:00,11,9,10,24,19,20,93
2024-03-19 05:30:00,9,8,6,25,23,24,95
2024-03-19 05:40:00,24,24,20,38,29,36,171
2024-03-19 05:50:00,14,15,13,44,28,47,161
2024-03-19 06:00:00,19,18,18,37,35,36,163
2024-03-19 06:10:00,25,25,18,61,43,56,228
2024-03-19 06:20:00,20,13,13,68,50,68,232
2024-03-19 06:30:00,25,27,17,72,37,70,248
2024-03-19 06:40:00,29,24,17,80,46,83,279
2024-03-19 06:50:00,34,33,19,80,32,76,274
2024-03-19 07:00:00,28,23,16,96,40,93,296
2024-03-19 07:10:00,51,49,27,70,37,73,307
2024-03-19 07:20:00,43,47,28,71,34,72,295
2024-03-19 07:30:00,42,38,26,85,25,80,296
2024-03-19 07:40:00,42,48,28,108,44,105,375
2024-03-19 07:50:00,41,42,32,82,39,82,318
2024-03-19 08:00:00,54,49,31,58,37,67,296
2024-03-19 08:10:00,50,51,28,65,32,68,294
2024-03-19 08:20:00,40,41,32,79,46,73,311
2024-03-19 08:30:00,34,39,26,67,46,68,280
2024-03-19 08:40:00,38,43,28,68,46,62,285
2024-03-19 08:50:00,41,40,20,53,35,61,250
2024-03-19 09:00:00,44,42,33,48,34,47,248
2024-03-19 09:10:00,48,45,35,57,37,55,277
2024-03-19 09:20:00,44,46,30,57,44,59,280
2024-03-19 09:30:00,46,50,27,51,35,50,259
2024-03-19 09:40:00,49,54,29,54,39,51,276
2024-03-19 09:50:00,53,54,31,57,38,57,290
2024-03-19 10:00:00,51,48,31,56,37,58,281
2024-03-19 10:10:00,59,60,31,42,25,41,258
2024-03-19 10:20:00,41,42,26,47,39,44,239
2024-03-19 10:30:00,45,44,26,44,32,45,236
2024-03-19 10:40:00,38,43,29,64,43,60,277
2024-03-19 10:50:00,42,43,26,43,28,38,220
2024-03-19 11:00:00,50,52,28,50,33,47,260
2024-03-19 11:10:00,46,53,34,32,23,30,218
2024-03-19 11:20:00,42,41,33,46,33,47,242
2024-03-19 11:30:00,52,62,33,45,30,46,268
2024-03-19 11:40:00,50,42,35,32,27,34,220
2024-03-19 11:50:00,49,48,24,49,37,45,252
2024-03-19 12:00:00,61,64,24,50,35,49,283
2024-03-19 12:10:00,60,60,39,38,28,36,261
2024-03-19 12:20:00,68,72,31,40,26,38,275
2024-03-19 12:30:00,54,54,28,28,25,29,218
2024-03-19 12:40:00,50,51,27,45,30,44,247
2024-03-19 12:50:00,48,48,28,45,37,47,253
2024-03-19 13:00:00,58,54,28,52,29,52,273
2024-03-19 13:10:00,50,49,37,41,34,40,251
2024-03-19 13:20:00,56,56,29,51,28,49,269
2024-03-19 13:30:00,52,51,25,64,37,65,294
2024-03-19 13:40:00,39,45,26,47,36,46,239
2024-03-19 13:50:00,56,57,35,32,27,37,244
2024-03-19 14:00:00,59,60,36,34,33,33,255
2024-03-19 14:10:00,71,68,35,60,33,59,326
2024-03-19 14:20:00,65,69,38,49,32,48,301
2024-03-19 14:30:00,70,70,36,56,36,50,318
2024-03-19 14:40:00,55,60,35,44,37,42,273
2024-03-19 14:50:00,72,77,33,39,29,40,290
2024-03-19 15:00:00,80,80,45,51,28,49,333
2024-03-19 15:10:00,83,87,45,44,31,41,331
2024-03-19 15:20:00,95,106,58,57,41,55,412
2024-03-19 15:30:00,90,91,33,48,31,48,341
2024-03-19 15:40:00,90,91,48,55,34,53,371
2024-03-19 15:50:00,90,95,33,73,47,71,409
2024-03-19 16:00:00,107,107,50,49,28,49,390
2024-03-19 16:10:00,81,84,45,46,30,46,332
2024-03-19 16:20:00,73,79,44,46,29,44,315
2024-03-19 16:30:00,83,85,51,70,38,69,396
2024-03-19 16:40:00,87,93,34,75,36,69,394
2024-03-19 16:50:00,81,79,46,62,32,58,358
2024-03-19 17:00:00,71,73,42,73,45,72,376
2024-03-19 17:10:00,83,94,40,64,34,58,373
2024-03-19 17:20:00,79,86,39,59,29,98,390
2024-03-19 17:30:00,78,72,35,65,30,62,342
2024-03-19 17:40:00,68,66,37,61,30,60,322
2024-03-19 17:50:00,69,68,37,53,36,53,316
2024-03-19 18:00:00,60,62,41,61,27,62,313
2024-03-19 18:10:00,45,55,33,69,41,66,309
2024-03-19 18:20:00,75,74,39,50,29,50,317
2024-03-19 18:30:00,69,65,36,42,27,42,281
2024-03-19 18:40:00,45,49,28,54,30,52,258
2024-03-19 18:50:00,38,36,21,38,29,40,202
2024-03-19 19:00:00,34,37,30,42,38,42,223
2024-03-19 19:10:00,37,39,26,34,30,32,198
2024-03-19 19:20:00,32,29,26,37,25,36,185
2024-03-19 19:30:00,32,31,27,28,27,25,170
2024-03-19 19:40:00,41,40,28,35,34,33,211
2024-03-19 19:50:00,35,31,26,31,28,31,182
2024-03-19 20:00:00,37,40,25,36,27,35,200
2024-03-19 20:10:00,33,28,22,35,31,35,184
2024-03-19 20:20:00,30,30,20,23,22,25,150
2024-03-19 20:30:00,31,32,20,23,20,20,146
2024-03-19 20:40:00,25,25,15,27,26,27,145
2024-03-19 20:50:00,34,30,27,30,25,29,175
2024-03-19 21:00:00,21,23,22,22,22,24,134
2024-03-19 21:10:00,22,23,21,19,21,19,125
2024-03-19 21:20:00,22,22,17,12,12,11,96
2024-03-19 21:30:00,28,27,19,15,14,13,116
2024-03-19 21:40:00,31,28,22,23,24,21,149
2024-03-19 21:50:00,22,28,22,25,17,23,137
2024-03-19 22:00:00,27,28,16,16,14,16,117
2024-03-19 22:10:00,38,36,29,23,18,18,162
2024-03-19 22:20:00,22,20,19,7,5,8,81
2024-03-19 22:30:00,21,21,19,17,14,16,108
2024-03-19 22:40:00,16,16,17,13,13,12,87
2024-03-19 22:50:00,18,18,14,7,6,6,69
2024-03-19 23:00:00,24,19,11,14,12,13,93
2024-03-19 23:10:00,7,7,11,5,4,3,37
2024-03-19 23:20:00,3,4,5,4,3,4,23
2024-03-19 23:30:00,5,10,8,11,5,5,44
2024-03-19 23:40:00,8,7,9,7,9,7,47
2024-03-19 23:50:00,5,5,6,8,6,11,41
2024-03-20 00:00:00,7,7,6,12,13,11,56
2024-03-20 00:10:00,6,6,8,4,1,3,28
2024-03-20 00:20:00,5,6,7,5,4,4,31
2024-03-20 00:30:00,9,8,8,6,8,6,45
2024-03-20 00:40:00,9,7,10,4,4,4,38
2024-03-20 00:50:00,3,4,4,4,2,2,19
2024-03-20 01:00:00,7,5,5,2,3,2,24
2024-03-20 01:10:00,5,5,4,3,2,1,20
2024-03-20 01:20:00,5,6,5,5,5,5,31
2024-03-20 01:30:00,5,5,5,2,2,2,21
2024-03-20 01:40:00,2,2,2,3,5,3,17
2024-03-20 01:50:00,2,2,1,2,2,2,11
2024-03-20 02:00:00,3,1,1,2,3,2,12
2024-03-20 02:10:00,2,2,2,2,3,2,13
2024-03-20 02:20:00,6,6,7,6,4,5,34
2024-03-20 02:30:00,0,0,0,2,3,2,7
2024-03-20 02:40:00,3,3,4,1,1,1,13
2024-03-20 02:50:00,3,2,1,2,2,2,12
2024-03-20 03:00:00,2,2,2,4,7,3,20
2024-03-20 03:10:00,5,3,3,3,4,4,22
2024-03-20 03:20:00,1,1,1,4,5,4,16
2024-03-20 03:30:00,3,3,1,5,5,4,21
2024-03-20 03:40:00,1,1,1,3,4,3,13
2024-03-20 03:50:00,0,0,0,2,3,2,7
2024-03-20 04:00:00,2,1,1,2,2,2,10
2024-03-20 04:10:00,4,4,4,7,9,6,34
2024-03-20 04:20:00,4,4,4,2,2,2,18
2024-03-20 04:30:00,5,5,5,5,6,5,31
2024-03-20 04:40:00,5,3,2,9,9,10,38
2024-03-20 04:50:00,4,4,4,11,10,10,43
2024-03-20 05:00:00,5,5,7,9,8,10,44
2024-03-20 05:10:00,7,8,4,12,14,12,57
2024-03-20 05:20:00,11,11,11,20,18,20,91
2024-03-20 05:30:00,11,11,10,20,19,20,91
2024-03-20 05:40:00,17,19,9,39,25,38,147
2024-03-20 05:50:00,14,15,13,48,36,47,173
2024-03-20 06:00:00,20,19,17,38,37,37,168
2024-03-20 06:10:00,25,23,18,65,56,58,245
2024-03-20 06:20:00,22,19,17,80,51,76,265
2024-03-20 06:30:00,28,24,18,66,37,68,241
2024-03-20 06:40:00,29,31,22,84,44,86,296
2024-03-20 06:50:00,31,28,23,77,42,76,277
2024-03-20 07:00:00,30,29,22,76,37,77,271
2024-03-20 07:10:00,38,36,23,76,34,78,285
2024-03-20 07:20:00,49,49,9,69,13,64,253
2024-03-20 07:30:00,69,64,26,88,28,82,357
2024-03-20 07:40:00,49,52,24,70,32,62,289
2024-03-20 07:50:00,37,36,27,74,46,78,298
2024-03-20 08:00:00,59,59,33,51,36,51,289
2024-03-20 08:10:00,52,57,29,51,33,56,278
2024-03-20 08:20:00,37,50,21,61,25,63,257
2024-03-20 08:30:00,48,51,34,81,56,78,348
2024-03-20 08:40:00,43,43,28,63,29,66,272
2024-03-20 08:50:00,36,51,23,59,40,63,272
2024-03-20 09:00:00,36,36,21,59,41,60,253
2024-03-20 09:10:00,43,43,34,59,47,55,281
2024-03-20 09:20:00,41,41,29,59,40,62,272
2024-03-20 09:30:00,63,66,42,49,35,46,301
2024-03-20 09:40:00,47,48,27,52,34,53,261
2024-03-20 09:50:00,40,42,22,49,35,48,236
2024-03-20 10:00:00,60,59,34,47,33,51,284
2024-03-20 10:10:00,60,61,33,49,35,54,292
2024-03-20 10:20:00,49,46,27,55,38,46,261
2024-03-20 10:30:00,36,38,29,40,23,40,206
2024-03-20 10:40:00,54,56,44,53,38,48,293
2024-03-20 10:50:00,45,48,26,53,34,51,257
2024-03-20 11:00:00,52,53,31,57,40,59,292
2024-03-20 11:10:00,52,53,34,46,31,48,264
2024-03-20 11:20:00,55,50,35,54,33,52,279
2024-03-20 11:30:00,57,57,27,34,27,37,239
2024-03-20 11:40:00,40,42,27,40,28,39,216
2024-03-20 11:50:00,42,45,31,36,25,37,216
2024-03-20 12:00:00,64,62,35,62,37,59,319
2024-03-20 12:10:00,53,55,23,39,34,45,249
2024-03-20 12:20:00,65,65,32,57,38,55,312
2024-03-20 12:30:00,64,67,41,40,26,37,275
2024-03-20 12:40:00,64,61,34,41,29,41,270
2024-03-20 12:50:00,52,53,33,44,30,44,256
2024-03-20 13:00:00,56,59,32,40,39,41,267
2024-03-20 13:10:00,65,59,37,53,38,54,306
2024-03-20 13:20:00,70,73,34,38,34,41,290
2024-03-20 13:30:00,60,57,35,37,30,36,255
2024-03-20 13:40:00,50,49,38,55,33,58,283
2024-03-20 13:50:00,51,52,29,48,31,47,258
2024-03-20 14:00:00,54,53,38,41,30,43,259
2024-03-20 14:10:00,60,58,32,56,41,54,301
2024-03-20 14:20:00,68,67,39,46,30,47,297
2024-03-20 14:30:00,70,71,43,49,37,47,317
2024-03-20 14:40:00,65,66,34,63,32,59,319
2024-03-20 14:50:00,71,72,46,31,24,31,275
2024-03-20 15:00:00,67,71,39,42,34,48,301
2024-03-20 15:10:00,82,88,53,38,27,37,325
2024-03-20 15:20:00,87,102,46,53,34,53,375
2024-03-20 15:30:00,82,76,45,57,35,59,354
2024-03-20 15:40:00,92,100,42,53,24,53,364
2024-03-20 15:50:00,78,75,23,56,20,60,312
2024-03-20 16:00:00,102,107,54,53,42,48,406
2024-03-20 16:10:00,84,82,28,60,35,68,357
2024-03-20 16:20:00,79,83,54,52,32,52,352
2024-03-20 16:30:00,91,96,44,56,38,49,374
2024-03-20 16:40:00,90,91,37,52,37,55,362
2024-03-20 16:50:00,72,74,42,64,34,57,343
2024-03-20 17:00:00,61,58,26,53,35,58,291
2024-03-20 17:10:00,92,95,44,60,36,54,381
2024-03-20 17:20:00,104,103,45,63,37,65,417
2024-03-20 17:30:00,70,73,39,56,30,52,320
2024-03-20 17:40:00,63,60,33,56,28,56,296
2024-03-20 17:50:00,62,60,37,57,37,60,313
2024-03-20 18:00:00,56,59,33,63,34,67,312
2024-03-20 18:10:00,59,59,33,62,41,56,310
2024-03-20 18:20:00,52,54,33,51,33,54,277
2024-03-20 18:30:00,58,61,28,49,29,50,275
2024-03-20 18:40:00,44,45,31,54,33,55,262
2024-03-20 18:50:00,61,58,27,43,36,46,271
2024-03-20 19:00:00,37,41,30,41,30,34,213
2024-03-20 19:10:00,44,48,25,39,28,37,221
2024-03-20 19:20:00,35,35,30,25,21,27,173
2024-03-20 19:30:00,33,28,23,30,21,30,165
2024-03-20 19:40:00,29,30,22,29,33,27,170
2024-03-20 19:50:00,52,50,32,31,33,32,230
2024-03-20 20:00:00,33,32,21,32,37,33,188
2024-03-20 20:10:00,34,33,19,38,35,31,190
2024-03-20 20:20:00,40,38,33,35,27,33,206
2024-03-20 20:30:00,26,27,19,25,22,25,144
2024-03-20 20:40:00,25,24,21,18,21,18,127
2024-03-20 20:50:00,28,23,16,25,22,24,138
2024-03-20 21:00:00,24,23,23,26,14,26,136
2024-03-20 21:10:00,32,33,26,26,26,26,169
2024-03-20 21:20:00,31,29,24,25,24,24,157
2024-03-20 21:30:00,28,30,21,15,15,16,125
2024-03-20 21:40:00,29,28,15,10,11,9,102
2024-03-20 21:50:00,45,45,30,31,24,26,201
2024-03-20 22:00:00,25,24,19,15,14,13,110
2024-03-20 22:10:00,26,28,20,11,15,10,110
2024-03-20 22:20:00,22,22,17,12,8,11,92
2024-03-20 22:30:00,18,20,16,12,13,10,89
2024-03-20 22:40:00,18,18,21,7,10,7,81
2024-03-20 22:50:00,19,20,16,19,15,18,107
2024-03-20 23:00:00,11,11,8,16,15,14,75
2024-03-20 23:10:00,11,9,11,9,7,9,56
2024-03-20 23:20:00,12,10,10,12,10,11,65
2024-03-20 23:30:00,11,11,7,7,7,7,50
2024-03-20 23:40:00,8,9,8,6,8,6,45
2024-03-20 23:50:00,11,12,11,6,6,6,52
2024-03-21 00:00:00,9,12,10,8,9,10,58
2024-03-21 00:10:00,8,7,12,4,3,3,37
2024-03-21 00:20:00,8,9,8,14,9,12,60
2024-03-21 00:30:00,2,2,1,4,6,3,18
2024-03-21 00:40:00,4,4,4,9,12,9,42
2024-03-21 00:50:00,3,2,2,3,3,3,16
2024-03-21 01:00:00,5,5,4,2,3,5,24
2024-03-21 01:10:00,5,5,5,2,2,2,21
2024-03-21 01:20:00,5,4,4,4,3,5,25
2024-03-21 01:30:00,2,2,1,6,9,6,26
2024-03-21 01:40:00,5,5,3,4,6,3,26
2024-03-21 01:50:00,2,1,1,2,2,1,9
2024-03-21 02:00:00,3,3,4,5,3,4,22
2024-03-21 02:10:00,3,3,3,1,2,1,13
2024-03-21 02:20:00,4,3,4,5,7,5,28
2024-03-21 02:30:00,4,5,3,1,1,1,15
2024-03-21 02:40:00,3,2,2,2,1,1,11
2024-03-21 02:50:00,1,1,1,3,4,3,13
2024-03-21 03:00:00,1,1,1,0,0,0,3
2024-03-21 03:10:00,4,5,3,2,1,1,16
2024-03-21 03:20:00,3,3,3,1,2,1,13
2024-03-21 03:30:00,6,4,5,9,3,7,34
2024-03-21 03:40:00,3,3,3,3,4,3,19
2024-03-21 03:50:00,3,3,3,6,6,5,26
2024-03-21 04:00:00,6,4,4,4,3,4,25
2024-03-21 04:10:00,3,2,4,5,6,5,25
2024-03-21 04:20:00,2,2,2,6,5,5,22
2024-03-21 04:30:00,1,1,1,3,4,3,13
2024-03-21 04:40:00,1,2,2,4,3,4,16
2024-03-21 04:50:00,4,2,3,14,11,15,49
2024-03-21 05:00:00,2,2,2,10,11,12,39
2024-03-21 05:10:00,13,12,7,17,18,16,83
2024-03-21 05:20:00,11,12,9,18,12,20,82
2024-03-21 05:30:00,18,16,13,32,28,30,137
2024-03-21 05:40:00,16,12,12,41,31,42,154
2024-03-21 05:50:00,19,16,13,44,30,46,168
2024-03-21 06:00:00,24,20,12,45,35,42,178
2024-03-21 06:10:00,24,22,17,47,40,47,197
2024-03-21 06:20:00,22,17,13,69,37,69,227
2024-03-21 06:30:00,28,25,20,82,39,87,281
2024-03-21 06:40:00,22,21,19,85,36,84,267
2024-03-21 06:50:00,33,28,26,85,43,84,299
2024-03-21 07:00:00,25,19,15,85,45,85,274
2024-03-21 07:10:00,44,45,31,67,31,67,285
2024-03-21 07:20:00,51,48,34,69,27,66,295
2024-03-21 07:30:00,54,48,23,73,30,69,297
2024-03-21 07:40:00,47,51,21,74,39,68,300
2024-03-21 07:50:00,50,49,33,76,39,79,326
2024-03-21 08:00:00,46,46,27,53,32,60,264
2024-03-21 08:10:00,56,56,37,61,27,66,303
2024-03-21 08:20:00,44,48,28,77,39,76,312
2024-03-21 08:30:00,54,60,36,65,42,68,325
2024-03-21 08:40:00,31,26,21,75,31,74,258
2024-03-21 08:50:00,37,36,29,78,43,77,300
2024-03-21 09:00:00,46,59,32,50,31,46,264
2024-03-21 09:10:00,58,58,30,49,39,43,277
2024-03-21 09:20:00,42,47,27,43,31,41,231
2024-03-21 09:30:00,49,46,28,39,30,41,233
2024-03-21 09:40:00,49,51,33,64,34,61,292
2024-03-21 09:50:00,44,49,32,52,45,54,276
2024-03-21 10:00:00,32,34,24,46,32,48,216
2024-03-21 10:10:00,46,48,30,56,32,62,274
2024-03-21 10:20:00,46,43,30,45,33,47,244
2024-03-21 10:30:00,62,56,27,55,32,51,283
2024-03-21 10:40:00,48,47,36,47,33,48,259
2024-03-21 10:50:00,53,52,35,47,33,44,264
2024-03-21 11:00:00,40,40,27,37,26,34,204
2024-03-21 11:10:00,45,42,28,51,29,53,248
2024-03-21 11:20:00,49,50,29,41,37,46,252
2024-03-21 11:30:00,46,45,25,46,40,43,245
2024-03-21 11:40:00,58,60,38,38,30,36,260
2024-03-21 11:50:00,46,44,31,49,33,50,253
2024-03-21 12:00:00,63,61,41,44,37,46,292
2024-03-21 12:10:00,60,84,35,50,32,50,311
2024-03-21 12:20:00,76,72,45,40,31,35,299
2024-03-21 12:30:00,61,65,26,48,27,47,274
2024-03-21 12:40:00,55,56,29,51,39,53,283
2024-03-21 12:50:00,60,58,38,48,34,49,287
