datetime,D51Z,D52Z,V51Z,D111Z,V111Z,D112Z,Total
2024-03-09 16:20:00,38,37,26,34,21,33,189
2024-03-09 16:30:00,46,50,24,43,32,44,239
2024-03-09 16:40:00,32,35,27,34,23,32,183
2024-03-09 16:50:00,47,47,34,46,26,27,227
2024-03-09 17:00:00,39,45,24,46,24,42,220
2024-03-09 17:10:00,42,43,29,33,27,36,210
2024-03-09 17:20:00,37,38,27,40,26,38,206
2024-03-09 17:30:00,30,30,27,41,22,38,188
2024-03-09 17:40:00,43,46,29,45,27,45,235
2024-03-09 17:50:00,41,45,31,48,35,48,248
2024-03-09 18:00:00,34,32,24,39,30,41,200
2024-03-09 18:10:00,50,52,29,46,36,47,260
2024-03-09 18:20:00,42,42,26,46,28,48,232
2024-03-09 18:30:00,37,40,28,44,34,42,225
2024-03-09 18:40:00,34,36,30,43,45,40,228
2024-03-09 18:50:00,40,41,24,48,39,47,239
2024-03-09 19:00:00,32,31,21,34,35,33,186
2024-03-09 19:10:00,44,46,26,58,42,57,273
2024-03-09 19:20:00,43,39,32,26,31,29,200
2024-03-09 19:30:00,39,40,26,39,34,38,216
2024-03-09 19:40:00,28,28,18,26,24,25,149
2024-03-09 19:50:00,33,35,19,36,43,39,205
2024-03-09 20:00:00,27,26,20,24,21,23,141
2024-03-09 20:10:00,24,23,22,25,23,26,143
2024-03-09 20:20:00,30,34,21,23,24,20,152
2024-03-09 20:30:00,25,27,21,36,27,36,172
2024-03-09 20:40:00,19,18,15,29,28,27,136
2024-03-09 20:50:00,25,25,21,23,19,23,136
2024-03-09 21:00:00,42,42,23,29,21,29,186
2024-03-09 21:10:00,29,29,26,27,25,26,162
2024-03-09 21:20:00,29,28,24,20,12,15,128
2024-03-09 21:30:00,32,28,22,23,23,25,153
2024-03-09 21:40:00,21,19,17,17,21,16,111
2024-03-09 21:50:00,26,30,18,31,24,32,161
2024-03-09 22:00:00,17,15,14,15,9,13,83
2024-03-09 22:10:00,21,20,14,25,27,23,130
2024-03-09 22:20:00,26,24,22,29,24,28,153
2024-03-09 22:30:00,20,20,16,15,12,15,98
2024-03-09 22:40:00,20,19,26,19,21,19,124
2024-03-09 22:50:00,28,28,26,25,25,23,155
2024-03-09 23:00:00,29,30,26,10,10,9,114
2024-03-09 23:10:00,29,29,25,14,17,15,129
2024-03-09 23:20:00,27,25,25,26,24,25,152
2024-03-09 23:30:00,22,19,19,21,16,18,115
2024-03-09 23:40:00,25,27,23,15,18,13,121
2024-03-09 23:50:00,15,15,15,18,15,14,92
2024-03-10 00:00:00,13,14,13,14,16,15,85
2024-03-10 00:10:00,12,13,16,5,5,4,55
2024-03-10 00:20:00,12,11,15,9,12,11,70
2024-03-10 00:30:00,14,13,12,8,8,9,64
2024-03-10 00:40:00,10,10,8,10,12,10,60
2024-03-10 00:50:00,15,15,12,11,9,9,71
2024-03-10 01:00:00,11,13,13,9,10,7,63
2024-03-10 01:10:00,10,11,12,7,11,8,59
2024-03-10 01:20:00,11,11,11,4,3,4,44
2024-03-10 01:30:00,8,7,5,10,10,9,49
2024-03-10 01:40:00,10,11,7,3,4,3,38
2024-03-10 01:50:00,6,6,7,6,6,6,37
2024-03-10 02:00:00,7,7,7,4,4,5,34
2024-03-10 02:10:00,2,3,3,5,5,3,21
2024-03-10 02:20:00,11,10,9,9,11,10,60
2024-03-10 02:30:00,9,10,7,4,5,4,39
2024-03-10 02:40:00,1,1,2,5,4,5,18
2024-03-10 02:50:00,6,6,7,7,6,5,37
2024-03-10 03:00:00,4,5,5,2,1,2,19
2024-03-10 03:10:00,7,6,8,6,9,6,42
2024-03-10 03:20:00,5,4,3,4,5,4,25
2024-03-10 03:30:00,3,2,2,7,5,6,25
2024-03-10 03:40:00,4,4,5,3,1,1,18
2024-03-10 03:50:00,3,3,3,2,1,2,14
2024-03-10 04:00:00,5,6,6,4,3,4,28
2024-03-10 04:10:00,7,7,6,3,2,1,26
2024-03-10 04:20:00,5,6,6,0,0,0,17
2024-03-10 04:30:00,5,4,7,4,3,4,27
2024-03-10 04:40:00,0,0,0,2,2,2,6
2024-03-10 04:50:00,5,5,4,4,6,5,29
2024-03-10 05:00:00,6,6,4,9,7,6,38
2024-03-10 05:10:00,5,7,5,11,14,12,54
2024-03-10 05:20:00,9,7,6,7,9,8,46
2024-03-10 05:30:00,2,1,1,8,13,8,33
2024-03-10 05:40:00,12,14,11,6,5,5,53
2024-03-10 05:50:00,7,6,6,7,9,6,41
2024-03-10 06:00:00,5,6,6,5,6,5,33
2024-03-10 06:10:00,6,7,5,5,6,5,34
2024-03-10 06:20:00,7,9,10,10,11,12,59
2024-03-10 06:30:00,8,7,7,11,12,10,55
2024-03-10 06:40:00,9,9,7,8,9,8,50
2024-03-10 06:50:00,8,8,7,7,4,6,40
2024-03-10 07:00:00,5,6,4,3,3,3,24
2024-03-10 07:10:00,7,9,4,7,5,6,38
2024-03-10 07:20:00,5,4,4,10,10,11,44
2024-03-10 07:30:00,3,4,4,7,6,7,31
2024-03-10 07:40:00,4,4,2,4,4,4,22
2024-03-10 07:50:00,6,6,5,8,5,6,36
2024-03-10 08:00:00,9,10,6,10,10,11,56
2024-03-10 08:10:00,5,5,5,5,5,5,30
2024-03-10 08:20:00,5,6,5,11,9,10,46
2024-03-10 08:30:00,11,11,9,11,11,11,64
2024-03-10 08:40:00,11,10,8,7,7,7,50
2024-03-10 08:50:00,7,8,7,16,10,15,63
2024-03-10 09:00:00,13,13,10,16,16,14,82
2024-03-10 09:10:00,9,10,8,19,16,21,83
2024-03-10 09:20:00,14,15,13,25,17,20,104
2024-03-10 09:30:00,16,15,10,17,14,16,88
2024-03-10 09:40:00,18,16,14,26,21,25,120
2024-03-10 09:50:00,21,21,17,25,20,25,129
2024-03-10 10:00:00,17,16,14,16,14,16,93
2024-03-10 10:10:00,16,15,14,24,20,26,115
2024-03-10 10:20:00,22,24,18,18,15,20,117
2024-03-10 10:30:00,26,26,18,20,19,16,125
2024-03-10 10:40:00,19,19,15,24,26,25,128
2024-03-10 10:50:00,19,16,20,33,22,30,140
2024-03-10 11:00:00,18,19,14,27,20,25,123
2024-03-10 11:10:00,23,21,19,23,20,25,131
2024-03-10 11:20:00,22,24,16,31,24,26,143
2024-03-10 11:30:00,32,32,23,32,28,30,177
2024-03-10 11:40:00,38,38,33,23,20,21,173
2024-03-10 11:50:00,29,28,23,39,22,42,183
2024-03-10 12:00:00,27,26,18,45,26,43,185
2024-03-10 12:10:00,35,36,25,36,28,36,196
2024-03-10 12:20:00,39,37,24,40,30,46,216
2024-03-10 12:30:00,30,30,24,28,23,26,161
2024-03-10 12:40:00,28,25,22,38,27,38,178
2024-03-10 12:50:00,24,26,18,35,25,35,163
2024-03-10 13:00:00,37,34,23,39,31,40,204
2024-03-10 13:10:00,39,40,32,46,39,37,233
2024-03-10 13:20:00,37,40,23,42,32,49,223
2024-03-10 13:30:00,29,30,24,40,32,40,195
2024-03-10 13:40:00,28,29,19,41,32,40,189
2024-03-10 13:50:00,35,37,22,40,29,37,200
2024-03-10 14:00:00,46,45,33,39,22,39,224
2024-03-10 14:10:00,25,26,14,44,32,42,183
2024-03-10 14:20:00,47,47,25,35,24,32,210
2024-03-10 14:30:00,37,34,27,37,31,41,207
2024-03-10 14:40:00,39,41,19,45,30,42,216
2024-03-10 14:50:00,43,41,30,39,30,39,222
2024-03-10 15:00:00,43,43,27,34,23,33,203
2024-03-10 15:10:00,33,35,23,29,23,29,172
2024-03-10 15:20:00,36,36,23,42,30,45,212
2024-03-10 15:30:00,33,29,21,35,24,35,177
2024-03-10 15:40:00,35,36,23,24,18,27,163
2024-03-10 15:50:00,33,32,26,39,24,39,193
2024-03-10 16:00:00,35,33,24,25,17,24,158
2024-03-10 16:10:00,34,32,23,37,29,36,191
2024-03-10 16:20:00,39,38,29,39,26,41,212
2024-03-10 16:30:00,30,29,25,31,29,31,175
2024-03-10 16:40:00,38,40,25,39,27,33,202
2024-03-10 16:50:00,49,49,30,47,28,47,250
2024-03-10 17:00:00,38,39,24,32,30,36,199
2024-03-10 17:10:00,36,35,22,46,40,46,225
2024-03-10 17:20:00,40,42,31,45,30,47,235
2024-03-10 17:30:00,37,36,19,45,34,45,216
2024-03-10 17:40:00,38,39,25,26,23,27,178
2024-03-10 17:50:00,44,40,26,41,26,43,220
2024-03-10 18:00:00,36,32,21,40,31,41,201
2024-03-10 18:10:00,33,36,22,35,28,35,189
2024-03-10 18:20:00,36,40,22,26,20,26,170
2024-03-10 18:30:00,26,27,19,26,32,26,156
2024-03-10 18:40:00,35,30,33,34,25,30,187
2024-03-10 18:50:00,26,28,23,29,22,29,157
2024-03-10 19:00:00,31,31,25,41,40,41,209
2024-03-10 19:10:00,34,34,26,37,34,35,200
2024-03-10 19:20:00,28,29,27,34,32,38,188
2024-03-10 19:30:00,32,31,20,25,26,24,158
2024-03-10 19:40:00,31,32,19,33,34,33,182
2024-03-10 19:50:00,25,24,21,28,30,27,155
2024-03-10 20:00:00,29,25,21,16,17,18,126
2024-03-10 20:10:00,23,23,23,23,25,21,138
2024-03-10 20:20:00,21,22,16,19,13,19,110
2024-03-10 20:30:00,22,19,18,22,19,16,116
2024-03-10 20:40:00,31,28,17,17,19,15,127
2024-03-10 20:50:00,22,22,21,15,17,17,114
2024-03-10 21:00:00,21,18,21,23,23,22,128
2024-03-10 21:10:00,25,24,27,18,19,14,127
2024-03-10 21:20:00,27,27,17,27,31,30,159
2024-03-10 21:30:00,24,27,18,15,15,17,116
2024-03-10 21:40:00,25,27,16,9,11,9,97
2024-03-10 21:50:00,22,25,17,15,16,14,109
2024-03-10 22:00:00,22,22,16,13,11,12,96
2024-03-10 22:10:00,13,13,12,6,8,6,58
2024-03-10 22:20:00,19,16,10,20,17,18,100
2024-03-10 22:30:00,18,17,12,8,5,6,66
2024-03-10 22:40:00,7,7,7,7,6,6,40
2024-03-10 22:50:00,15,17,11,11,7,12,73
2024-03-10 23:00:00,7,5,5,6,4,6,33
2024-03-10 23:10:00,12,13,10,5,4,4,48
2024-03-10 23:20:00,6,7,6,10,5,6,40
2024-03-10 23:30:00,7,10,5,9,8,9,48
2024-03-10 23:40:00,10,10,8,9,6,8,51
2024-03-10 23:50:00,5,5,6,9,6,8,39
2024-03-11 00:00:00,6,7,4,5,6,5,33
2024-03-11 00:10:00,1,2,2,4,4,4,17
2024-03-11 00:20:00,7,7,6,9,5,6,40
2024-03-11 00:30:00,5,8,4,5,6,5,33
2024-03-11 00:40:00,1,1,1,2,1,2,8
2024-03-11 00:50:00,5,2,2,6,3,5,23
2024-03-11 01:00:00,2,2,1,2,3,2,12
2024-03-11 01:10:00,2,2,2,1,3,2,12
2024-03-11 01:20:00,1,1,1,2,2,2,9
2024-03-11 01:30:00,2,2,5,0,0,1,10
2024-03-11 01:40:00,2,2,2,2,1,0,9
2024-03-11 01:50:00,3,3,3,3,5,3,20
2024-03-11 02:00:00,1,0,0,2,2,2,7
2024-03-11 02:10:00,1,1,1,0,0,0,3
2024-03-11 02:20:00,3,3,3,2,3,2,16
2024-03-11 02:30:00,3,3,3,3,4,3,19
2024-03-11 02:40:00,1,1,1,2,1,2,8
2024-03-11 02:50:00,3,3,3,1,1,1,12
2024-03-11 03:00:00,4,4,4,1,1,1,15
2024-03-11 03:10:00,1,1,2,2,2,2,10
2024-03-11 03:20:00,2,2,2,2,2,2,12
2024-03-11 03:30:00,3,1,1,3,5,4,17
2024-03-11 03:40:00,0,1,0,5,6,5,17
2024-03-11 03:50:00,3,2,3,3,2,3,16
2024-03-11 04:00:00,4,3,3,6,5,6,27
2024-03-11 04:10:00,2,2,1,7,9,7,28
2024-03-11 04:20:00,1,1,1,0,0,0,3
2024-03-11 04:30:00,2,2,2,4,4,4,18
2024-03-11 04:40:00,3,3,3,8,6,8,31
2024-03-11 04:50:00,4,4,4,7,5,6,30
2024-03-11 05:00:00,12,12,14,8,5,8,59
2024-03-11 05:10:00,10,7,4,18,16,18,73
2024-03-11 05:20:00,10,10,10,25,14,24,93
2024-03-11 05:30:00,14,15,10,27,17,26,109
2024-03-11 05:40:00,20,20,18,43,22,43,166
2024-03-11 05:50:00,17,16,12,37,18,37,137
2024-03-11 06:00:00,22,22,14,45,25,47,175
2024-03-11 06:10:00,25,20,9,49,29,47,179
2024-03-11 06:20:00,30,25,16,63,22,62,218
2024-03-11 06:30:00,31,26,19,79,27,78,260
2024-03-11 06:40:00,22,23,14,83,27,82,251
2024-03-11 06:50:00,26,27,17,92,29,89,280
2024-03-11 07:00:00,25,26,14,76,31,77,249
2024-03-11 07:10:00,32,29,19,81,32,76,269
2024-03-11 07:20:00,47,44,29,64,40,67,291
2024-03-11 07:30:00,47,47,24,75,32,72,297
2024-03-11 07:40:00,51,52,34,58,32,56,283
2024-03-11 07:50:00,45,43,29,94,32,93,336
2024-03-11 08:00:00,44,41,20,54,28,59,246
2024-03-11 08:10:00,53,55,31,75,35,79,328
2024-03-11 08:20:00,40,34,22,62,32,60,250
2024-03-11 08:30:00,56,62,30,71,48,67,334
2024-03-11 08:40:00,55,50,29,73,43,70,320
2024-03-11 08:50:00,52,51,32,57,25,56,273
2024-03-11 09:00:00,40,42,25,68,34,69,278
2024-03-11 09:10:00,37,35,25,46,28,45,216
2024-03-11 09:20:00,33,32,20,50,34,52,221
2024-03-11 09:30:00,54,51,33,51,33,50,272
2024-03-11 09:40:00,45,43,30,62,38,62,280
2024-03-11 09:50:00,37,36,31,42,26,37,209
2024-03-11 10:00:00,0,0,0,0,0,0,0
2024-03-11 10:10:00,0,0,0,0,0,0,0
2024-03-11 10:20:00,0,0,0,0,0,0,0
2024-03-11 10:30:00,0,0,0,0,0,0,0
2024-03-11 10:40:00,0,0,0,0,0,0,0
2024-03-11 10:50:00,0,0,0,0,0,0,0
2024-03-11 11:00:00,0,0,0,0,0,0,0
2024-03-11 11:10:00,0,0,0,0,0,0,0
2024-03-11 11:20:00,0,0,0,0,0,0,0
2024-03-11 11:30:00,0,0,0,0,0,0,0
2024-03-11 11:40:00,0,0,0,0,0,0,0
2024-03-11 11:50:00,0,0,0,0,0,0,0
2024-03-11 12:00:00,0,0,0,0,0,0,0
2024-03-11 12:10:00,0,0,0,0,0,0,0
2024-03-11 12:20:00,0,0,0,0,0,0,0
2024-03-11 12:30:00,0,0,0,0,0,0,0
2024-03-11 12:40:00,14,11,8,18,13,17,81
2024-03-11 12:50:00,53,50,26,42,45,40,256
2024-03-11 13:00:00,56,58,28,46,35,44,267
2024-03-11 13:10:00,54,53,29,46,28,50,260
2024-03-11 13:20:00,52,50,31,59,31,58,281
2024-03-11 13:30:00,66,63,34,51,33,47,294
2024-03-11 13:40:00,54,54,23,42,27,47,247
2024-03-11 13:50:00,55,55,37,57,30,51,285
2024-03-11 14:00:00,49,52,21,35,28,32,217
2024-03-11 14:10:00,69,68,34,53,38,52,314
2024-03-11 14:20:00,55,53,35,32,29,35,239
2024-03-11 14:30:00,69,71,48,47,32,45,312
2024-03-11 14:40:00,80,77,38,52,37,49,333
2024-03-11 14:50:00,64,69,37,56,37,51,314
2024-03-11 15:00:00,86,88,43,44,31,42,334
2024-03-11 15:10:00,83,79,48,50,38,49,347
2024-03-11 15:20:00,80,81,28,56,39,56,340
2024-03-11 15:30:00,95,96,41,56,32,50,370
2024-03-11 15:40:00,83,85,40,49,28,52,337
2024-03-11 15:50:00,74,76,35,43,29,45,302
2024-03-11 16:00:00,79,75,49,44,34,48,329
2024-03-11 16:10:00,75,78,38,71,35,70,367
2024-03-11 16:20:00,82,86,48,49,34,48,347
2024-03-11 16:30:00,66,72,43,50,36,49,316
2024-03-11 16:40:00,90,94,53,58,37,61,393
2024-03-11 16:50:00,58,63,39,44,31,46,281
2024-03-11 17:00:00,69,66,32,61,31,55,314
2024-03-11 17:10:00,64,64,34,58,34,59,313
2024-03-11 17:20:00,79,81,40,56,39,59,354
2024-03-11 17:30:00,61,67,33,51,33,58,303
2024-03-11 17:40:00,57,58,32,56,43,54,300
2024-03-11 17:50:00,49,49,34,64,36,62,294
2024-03-11 18:00:00,65,64,40,41,29,40,279
2024-03-11 18:10:00,63,59,37,52,35,53,299
2024-03-11 18:20:00,56,58,31,39,21,39,244
2024-03-11 18:30:00,52,57,27,48,26,48,258
2024-03-11 18:40:00,38,38,20,31,24,33,184
2024-03-11 18:50:00,35,37,24,33,38,34,201
2024-03-11 19:00:00,45,44,31,30,29,32,211
2024-03-11 19:10:00,25,29,24,29,23,30,160
2024-03-11 19:20:00,31,25,24,34,26,34,174
2024-03-11 19:30:00,34,35,21,36,27,32,185
2024-03-11 19:40:00,25,22,19,42,38,40,186
2024-03-11 19:50:00,25,24,19,30,30,30,158
2024-03-11 20:00:00,26,27,24,22,20,20,139
2024-03-11 20:10:00,33,32,26,25,24,24,164
2024-03-11 20:20:00,29,29,20,24,30,23,155
2024-03-11 20:30:00,20,21,23,24,19,22,129
2024-03-11 20:40:00,34,36,22,21,13,18,144
2024-03-11 20:50:00,29,31,21,18,18,18,135
2024-03-11 21:00:00,25,25,18,25,20,18,131
2024-03-11 21:10:00,32,32,27,26,24,20,161
2024-03-11 21:20:00,29,28,21,19,22,24,143
2024-03-11 21:30:00,27,26,22,19,18,17,129
2024-03-11 21:40:00,20,21,12,8,8,7,76
2024-03-11 21:50:00,19,20,12,13,7,9,80
2024-03-11 22:00:00,27,26,21,13,17,11,115
2024-03-11 22:10:00,18,18,15,12,13,10,86
2024-03-11 22:20:00,22,22,23,19,18,19,123
2024-03-11 22:30:00,18,19,14,11,13,11,86
2024-03-11 22:40:00,17,17,17,10,13,9,83
2024-03-11 22:50:00,13,12,9,13,13,14,74
2024-03-11 23:00:00,10,11,11,4,5,4,45
2024-03-11 23:10:00,9,10,8,12,12,10,61
2024-03-11 23:20:00,8,9,9,11,13,10,60
2024-03-11 23:30:00,11,11,9,8,5,8,52
2024-03-11 23:40:00,4,3,3,6,7,6,29
2024-03-11 23:50:00,9,8,10,6,2,5,40
2024-03-12 00:00:00,8,9,5,6,6,6,40
2024-03-12 00:10:00,4,3,4,2,2,2,17
2024-03-12 00:20:00,9,12,7,8,9,8,53
2024-03-12 00:30:00,7,7,5,5,5,4,33
2024-03-12 00:40:00,5,5,5,4,3,2,24
2024-03-12 00:50:00,3,5,2,7,6,6,29
2024-03-12 01:00:00,2,3,4,3,4,3,19
2024-03-12 01:10:00,2,2,3,1,1,1,10
2024-03-12 01:20:00,2,2,2,3,3,4,16
2024-03-12 01:30:00,2,3,4,2,3,1,15
2024-03-12 01:40:00,5,5,5,4,5,3,27
2024-03-12 01:50:00,0,1,0,1,1,1,4
2024-03-12 02:00:00,4,3,4,2,3,2,18
2024-03-12 02:10:00,5,4,5,1,1,1,17
2024-03-12 02:20:00,2,2,2,2,2,1,11
2024-03-12 02:30:00,5,6,5,3,2,3,24
2024-03-12 02:40:00,3,3,3,1,0,2,12
2024-03-12 02:50:00,2,2,2,0,0,0,6
2024-03-12 03:00:00,5,5,5,4,3,3,25
2024-03-12 03:10:00,1,1,1,1,1,1,6
2024-03-12 03:20:00,4,4,4,3,2,2,19
2024-03-12 03:30:00,5,3,3,4,5,4,24
2024-03-12 03:40:00,1,1,1,6,6,6,21
2024-03-12 03:50:00,1,1,1,1,1,1,6
2024-03-12 04:00:00,2,2,2,8,7,6,27
2024-03-12 04:10:00,5,4,4,4,4,4,25
2024-03-12 04:20:00,8,9,7,5,5,4,38
2024-03-12 04:30:00,1,0,0,6,6,6,19
2024-03-12 04:40:00,2,2,2,6,6,5,23
2024-03-12 04:50:00,2,2,3,6,5,5,23
2024-03-12 05:00:00,7,6,7,16,20,16,72
2024-03-12 05:10:00,11,14,7,16,23,16,87
2024-03-12 05:20:00,7,9,4,19,18,21,78
2024-03-12 05:30:00,17,15,15,36,26,36,145
2024-03-12 05:40:00,17,13,15,38,29,39,151
2024-03-12 05:50:00,19,15,13,59,40,62,208
2024-03-12 06:00:00,25,23,22,42,26,39,177
2024-03-12 06:10:00,22,20,11,66,37,70,226
2024-03-12 06:20:00,30,28,21,70,41,69,259
2024-03-12 06:30:00,22,17,16,75,43,74,247
2024-03-12 06:40:00,13,14,9,77,35,79,227
2024-03-12 06:50:00,50,38,29,86,32,91,326
2024-03-12 07:00:00,31,25,28,78,38,74,274
2024-03-12 07:10:00,36,34,19,91,33,84,297
2024-03-12 07:20:00,41,42,30,79,41,82,315
2024-03-12 07:30:00,42,43,26,97,40,91,339
2024-03-12 07:40:00,47,52,22,72,35,80,308
2024-03-12 07:50:00,37,37,24,68,29,61,256
2024-03-12 08:00:00,54,55,33,71,31,69,313
2024-03-12 08:10:00,55,54,35,45,19,49,257
2024-03-12 08:20:00,49,47,31,81,33,84,325
2024-03-12 08:30:00,37,38,23,86,45,88,317
2024-03-12 08:40:00,36,39,31,70,36,65,277
2024-03-12 08:50:00,41,43,25,76,40,78,303
2024-03-12 09:00:00,49,55,30,55,37,56,282
2024-03-12 09:10:00,49,48,35,59,42,54,287
2024-03-12 09:20:00,44,43,29,61,42,65,284
2024-03-12 09:30:00,24,26,16,35,26,33,160
2024-03-12 09:40:00,35,38,23,57,34,48,235
2024-03-12 09:50:00,36,38,22,46,31,47,220
2024-03-12 10:00:00,48,53,27,42,32,44,246
2024-03-12 10:10:00,38,43,25,46,36,47,235
2024-03-12 10:20:00,36,38,33,42,34,46,229
2024-03-12 10:30:00,55,63,30,64,43,60,315
2024-03-12 10:40:00,46,44,25,59,30,55,259
2024-03-12 10:50:00,43,43,29,50,32,47,244
2024-03-12 11:00:00,57,52,34,67,36,55,301
2024-03-12 11:10:00,33,37,21,54,41,50,236
2024-03-12 11:20:00,56,52,29,42,39,46,264
2024-03-12 11:30:00,47,47,27,49,32,50,252
2024-03-12 11:40:00,53,68,36,42,28,45,272
2024-03-12 11:50:00,44,46,29,43,24,40,226
2024-03-12 12:00:00,50,48,29,43,28,42,240
2024-03-12 12:10:00,59,58,36,52,32,53,290
2024-03-12 12:20:00,52,54,31,47,31,44,259
2024-03-12 12:30:00,56,55,27,43,22,42,245
2024-03-12 12:40:00,46,43,27,48,30,50,244
2024-03-12 12:50:00,61,64,33,47,35,47,287
2024-03-12 13:00:00,64,64,35,41,29,40,273
2024-03-12 13:10:00,45,53,29,55,25,52,259
2024-03-12 13:20:00,44,42,28,41,31,42,228
2024-03-12 13:30:00,47,45,36,50,35,52,265
2024-03-12 13:40:00,43,44,26,46,34,46,239
2024-03-12 13:50:00,57,57,39,57,37,59,306
2024-03-12 14:00:00,64,65,38,49,28,49,293
2024-03-12 14:10:00,73,75,42,49,39,48,326
2024-03-12 14:20:00,62,62,42,46,38,41,291
2024-03-12 14:30:00,75,77,31,49,28,41,301
2024-03-12 14:40:00,67,66,44,58,30,59,324
2024-03-12 14:50:00,68,78,30,54,40,56,326
2024-03-12 15:00:00,77,82,49,57,39,53,357
2024-03-12 15:10:00,91,88,51,57,37,53,377
2024-03-12 15:20:00,85,85,54,45,33,48,350
2024-03-12 15:30:00,86,86,42,38,30,36,318
2024-03-12 15:40:00,62,61,47,55,31,55,311
2024-03-12 15:50:00,70,74,40,49,32,53,318
2024-03-12 16:00:00,77,79,53,57,39,61,366
2024-03-12 16:10:00,92,90,38,69,34,63,386
2024-03-12 16:20:00,81,81,42,57,30,57,348
2024-03-12 16:30:00,74,73,49,58,41,56,351
2024-03-12 16:40:00,73,78,41,76,43,74,385
2024-03-12 16:50:00,81,88,51,53,39,50,362
2024-03-12 17:00:00,99,103,35,60,30,48,375
2024-03-12 17:10:00,76,75,32,67,30,64,344
2024-03-12 17:20:00,61,57,33,41,33,43,268
2024-03-12 17:30:00,75,80,48,57,35,56,351
2024-03-12 17:40:00,75,77,34,71,36,69,362
2024-03-12 17:50:00,52,51,28,44,30,43,248
2024-03-12 18:00:00,81,80,28,62,31,62,344
2024-03-12 18:10:00,79,78,30,57,39,55,338
2024-03-12 18:20:00,55,54,27,41,27,40,244
2024-03-12 18:30:00,50,47,31,41,32,37,238
2024-03-12 18:40:00,43,44,30,47,41,46,251
2024-03-12 18:50:00,31,32,19,31,29,35,177
2024-03-12 19:00:00,34,34,17,40,35,38,198
2024-03-12 19:10:00,46,44,37,41,37,44,249
2024-03-12 19:20:00,42,42,30,43,35,37,229
2024-03-12 19:30:00,47,47,23,39,27,34,217
2024-03-12 19:40:00,38,38,25,39,39,39,218
2024-03-12 19:50:00,31,32,22,36,28,33,182
2024-03-12 20:00:00,28,27,26,33,25,33,172
2024-03-12 20:10:00,32,32,24,29,24,27,168
2024-03-12 20:20:00,28,28,22,15,18,15,126
2024-03-12 20:30:00,23,25,21,20,18,20,127
2024-03-12 20:40:00,21,21,17,21,10,18,108
2024-03-12 20:50:00,25,25,16,15,13,14,108
2024-03-12 21:00:00,32,33,21,28,15,27,156
2024-03-12 21:10:00,30,31,20,25,17,25,148
2024-03-12 21:20:00,34,33,19,27,16,24,153
2024-03-12 21:30:00,19,21,13,16,13,15,97
2024-03-12 21:40:00,26,27,17,16,15,17,118
2024-03-12 21:50:00,19,17,15,23,14,21,109
2024-03-12 22:00:00,32,31,25,22,17,19,146
2024-03-12 22:10:00,26,26,15,14,9,12,102
2024-03-12 22:20:00,27,28,19,16,10,14,114
2024-03-12 22:30:00,13,13,11,15,14,15,81
2024-03-12 22:40:00,19,18,14,5,5,5,66
2024-03-12 22:50:00,12,12,17,10,6,8,65
2024-03-12 23:00:00,21,21,13,13,9,12,89
2024-03-12 23:10:00,14,17,12,12,8,13,76
2024-03-12 23:20:00,10,9,8,7,4,7,45
2024-03-12 23:30:00,10,10,8,5,5,6,44
2024-03-12 23:40:00,7,8,7,9,7,6,44
2024-03-12 23:50:00,13,13,11,8,5,8,58
2024-03-13 00:00:00,10,10,8,6,4,5,43
2024-03-13 00:10:00,1,1,1,3,2,2,10
2024-03-13 00:20:00,7,7,13,6,4,5,42
2024-03-13 00:30:00,5,8,5,7,4,6,35
2024-03-13 00:40:00,2,2,2,3,3,2,14
2024-03-13 00:50:00,2,1,1,2,1,1,8
2024-03-13 01:00:00,4,4,4,4,5,4,25
2024-03-13 01:10:00,1,1,1,1,1,1,6
2024-03-13 01:20:00,1,4,1,5,4,5,20
2024-03-13 01:30:00,1,1,1,0,0,0,3
2024-03-13 01:40:00,5,6,6,2,3,2,24
2024-03-13 01:50:00,1,1,1,1,1,1,6
2024-03-13 02:00:00,0,0,0,0,0,0,0
2024-03-13 02:10:00,2,1,1,4,4,5,17
2024-03-13 02:20:00,2,2,1,3,3,4,15
2024-03-13 02:30:00,4,5,5,3,0,1,18
2024-03-13 02:40:00,3,1,0,2,2,2,10
2024-03-13 02:50:00,2,2,3,0,0,0,7
2024-03-13 03:00:00,4,3,2,3,2,3,17
2024-03-13 03:10:00,3,3,2,3,2,1,14
2024-03-13 03:20:00,8,8,9,7,5,5,42
2024-03-13 03:30:00,2,2,2,4,5,4,19
2024-03-13 03:40:00,0,0,0,4,4,4,12
2024-03-13 03:50:00,2,2,3,3,5,3,18
2024-03-13 04:00:00,4,4,2,5,4,5,24
2024-03-13 04:10:00,5,5,5,5,5,5,30
2024-03-13 04:20:00,7,5,5,9,13,9,48
2024-03-13 04:30:00,3,3,3,2,1,1,13
2024-03-13 04:40:00,4,4,3,7,5,9,32
2024-03-13 04:50:00,4,4,4,6,7,6,31
2024-03-13 05:00:00,5,5,5,9,6,7,37
2024-03-13 05:10:00,12,12,7,18,11,17,77
2024-03-13 05:20:00,6,6,6,23,20,22,83
2024-03-13 05:30:00,17,16,11,34,17,32,127
2024-03-13 05:40:00,18,20,13,43,18,43,155
2024-03-13 05:50:00,21,19,13,54,22,58,187
2024-03-13 06:00:00,22,19,14,37,20,38,150
2024-03-13 06:10:00,17,19,10,69,24,63,202
2024-03-13 06:20:00,23,18,16,63,21,65,206
