datetime,D11Z,D12Z,D13Z,D21Z,D22Z,D31Z,D32Z,D33Z,D41Z,D42Z,D28Z,D29Z,D70Z,Total
2024-03-09 14:00:00,54,55,26,25,13,77,51,11,33,39,54,62,0,500
2024-03-09 14:10:00,49,45,27,20,16,67,36,12,43,51,40,55,0,461
2024-03-09 14:20:00,50,62,30,21,10,77,58,12,38,49,53,71,0,531
2024-03-09 14:30:00,40,56,18,14,12,75,40,15,51,53,48,62,0,484
2024-03-09 14:40:00,41,55,23,23,58,59,29,17,40,49,35,56,0,485
2024-03-09 14:50:00,47,44,21,17,11,68,30,20,45,58,48,56,0,465
2024-03-09 15:00:00,55,48,31,19,26,56,32,12,50,49,55,66,0,499
2024-03-09 15:10:00,55,46,22,16,14,66,33,14,49,54,59,51,0,479
2024-03-09 15:20:00,48,37,18,15,21,79,51,11,47,53,49,47,0,476
2024-03-09 15:30:00,52,52,35,12,10,59,42,9,43,54,53,64,0,485
2024-03-09 15:40:00,46,48,20,9,12,69,34,15,26,31,37,50,0,397
2024-03-09 15:50:00,49,40,19,21,14,65,29,15,41,44,49,53,0,439
2024-03-09 16:00:00,35,44,18,11,11,65,33,10,35,40,29,46,0,377
2024-03-09 16:10:00,49,35,17,11,10,71,36,15,41,52,44,49,0,430
2024-03-09 16:20:00,45,43,19,11,7,64,26,13,32,31,36,44,0,371
2024-03-09 16:30:00,49,54,19,17,17,70,42,10,44,44,50,58,0,474
2024-03-09 16:40:00,43,46,20,19,10,66,43,14,39,41,41,51,0,433
2024-03-09 16:50:00,52,47,16,16,11,67,36,13,43,48,51,55,0,455
2024-03-09 17:00:00,45,49,21,20,12,56,36,10,35,39,34,55,0,412
2024-03-09 17:10:00,49,60,22,16,11,62,19,11,44,46,37,69,0,446
2024-03-09 17:20:00,36,36,22,18,31,69,38,15,35,42,35,42,0,419
2024-03-09 17:30:00,45,49,24,14,14,59,35,6,36,40,41,64,0,427
2024-03-09 17:40:00,51,58,24,24,12,64,37,11,40,51,47,70,0,489
2024-03-09 17:50:00,42,45,18,21,21,65,38,15,41,43,38,51,0,438
2024-03-09 18:00:00,42,36,14,12,21,66,40,13,36,37,39,42,0,398
2024-03-09 18:10:00,46,42,27,6,4,65,38,10,37,38,36,50,0,399
2024-03-09 18:20:00,39,34,21,10,10,57,39,9,32,41,34,39,0,365
2024-03-09 18:30:00,47,67,22,19,18,59,32,14,34,50,48,75,0,485
2024-03-09 18:40:00,48,38,18,12,13,67,31,19,51,55,53,50,0,455
2024-03-09 18:50:00,46,46,12,16,18,71,32,12,37,42,31,53,0,416
2024-03-09 19:00:00,40,41,19,19,14,57,24,16,32,36,31,48,0,377
2024-03-09 19:10:00,35,37,16,11,24,67,32,15,44,45,30,50,0,406
2024-03-09 19:20:00,36,34,20,16,65,62,27,17,34,39,30,43,0,423
2024-03-09 19:30:00,33,44,20,15,7,42,20,11,36,40,39,45,0,352
2024-03-09 19:40:00,42,40,20,11,10,57,36,11,45,45,40,45,0,402
2024-03-09 19:50:00,34,35,20,10,9,50,22,8,33,57,26,43,0,347
2024-03-09 20:00:00,39,37,17,15,12,49,22,6,32,40,31,36,0,336
2024-03-09 20:10:00,39,41,15,16,16,42,27,10,32,40,34,48,0,360
2024-03-09 20:20:00,28,29,14,10,31,47,20,8,25,31,35,35,0,313
2024-03-09 20:30:00,22,26,13,8,11,48,25,8,24,24,18,25,0,252
2024-03-09 20:40:00,25,35,12,7,11,58,27,13,30,30,25,40,0,313
2024-03-09 20:50:00,26,23,7,15,18,39,15,9,28,31,24,31,0,266
2024-03-09 21:00:00,22,27,9,12,15,48,22,9,33,35,26,35,0,293
2024-03-09 21:10:00,27,21,11,9,8,41,23,5,31,33,30,29,0,268
2024-03-09 21:20:00,29,33,8,5,2,27,13,6,17,20,25,34,0,219
2024-03-09 21:30:00,28,26,10,3,3,37,16,13,19,21,31,30,0,237
2024-03-09 21:40:00,29,25,11,3,5,50,21,8,24,27,29,31,0,263
2024-03-09 21:50:00,31,18,4,6,5,40,20,10,21,23,27,27,0,232
2024-03-09 22:00:00,22,20,8,9,10,35,17,8,16,17,17,21,0,200
2024-03-09 22:10:00,30,17,9,9,7,37,17,5,11,13,24,28,0,207
2024-03-09 22:20:00,17,15,11,9,7,49,29,12,17,20,15,21,0,222
2024-03-09 22:30:00,22,18,12,11,46,46,16,8,16,19,21,22,0,257
2024-03-09 22:40:00,27,18,9,5,7,54,25,13,24,28,24,19,0,253
2024-03-09 22:50:00,20,13,9,5,6,49,20,19,19,20,17,17,0,214
2024-03-09 23:00:00,23,20,10,7,8,46,20,16,19,21,24,25,0,239
2024-03-09 23:10:00,15,18,4,3,4,39,11,15,10,9,18,23,0,169
2024-03-09 23:20:00,20,11,7,9,6,46,17,8,22,24,24,16,0,210
2024-03-09 23:30:00,14,11,8,3,11,50,15,10,19,24,13,16,0,194
2024-03-09 23:40:00,15,21,9,2,1,32,14,7,16,23,18,23,0,181
2024-03-09 23:50:00,19,8,10,5,4,38,16,8,18,17,19,10,0,172
2024-03-10 00:00:00,14,14,10,2,3,26,15,8,14,15,11,21,0,153
2024-03-10 00:10:00,11,9,3,2,4,33,10,5,11,10,13,10,0,121
2024-03-10 00:20:00,15,7,6,3,2,22,10,8,10,8,14,9,0,114
2024-03-10 00:30:00,11,11,4,3,5,26,13,6,16,19,13,11,0,138
2024-03-10 00:40:00,11,10,7,4,4,17,4,1,9,81,9,10,0,167
2024-03-10 00:50:00,12,14,6,0,1,20,11,7,10,13,11,16,0,121
2024-03-10 01:00:00,15,8,4,1,0,24,8,10,18,20,13,13,0,134
2024-03-10 01:10:00,8,5,3,2,1,26,13,7,18,18,13,8,0,122
2024-03-10 01:20:00,10,7,1,2,3,26,12,11,7,7,9,10,0,105
2024-03-10 01:30:00,4,5,8,6,5,22,7,3,7,5,4,6,0,82
2024-03-10 01:40:00,3,2,4,2,2,12,2,3,8,66,1,3,0,108
2024-03-10 01:50:00,8,4,7,1,1,12,5,3,4,14,6,5,0,70
2024-03-10 02:00:00,9,2,2,2,2,16,4,2,3,4,4,3,0,53
2024-03-10 02:10:00,7,6,3,3,3,15,7,3,4,6,6,7,0,70
2024-03-10 02:20:00,7,14,4,4,5,12,2,4,10,10,5,17,0,94
2024-03-10 02:30:00,1,5,3,2,2,13,5,1,9,9,4,7,0,61
2024-03-10 02:40:00,8,3,2,6,4,18,7,4,9,27,9,7,0,104
2024-03-10 02:50:00,5,5,2,3,5,12,4,2,9,7,7,8,0,69
2024-03-10 03:00:00,4,4,2,4,4,11,5,2,5,7,3,6,0,57
2024-03-10 03:10:00,4,4,1,1,1,2,1,0,4,5,5,4,0,32
2024-03-10 03:20:00,5,6,4,0,0,21,6,5,2,2,5,7,0,63
2024-03-10 03:30:00,6,3,3,1,1,12,5,3,2,3,5,6,0,50
2024-03-10 03:40:00,6,8,1,3,3,6,0,5,3,4,6,8,0,53
2024-03-10 03:50:00,5,3,4,1,1,11,5,0,5,6,4,4,0,49
2024-03-10 04:00:00,9,2,1,2,2,9,4,1,1,2,7,3,0,43
2024-03-10 04:10:00,2,5,3,2,1,9,1,7,6,7,1,5,0,49
2024-03-10 04:20:00,2,2,1,0,0,10,2,6,7,8,2,3,0,43
2024-03-10 04:30:00,3,2,2,3,10,4,2,2,5,5,5,4,0,47
2024-03-10 04:40:00,3,5,3,2,2,7,1,2,6,7,5,7,0,50
2024-03-10 04:50:00,3,4,2,3,2,12,2,8,2,4,4,4,0,50
2024-03-10 05:00:00,5,7,2,2,2,9,3,2,2,2,2,9,0,47
2024-03-10 05:10:00,5,1,3,1,0,6,1,2,7,8,3,1,0,38
2024-03-10 05:20:00,4,2,1,2,3,10,3,3,3,6,5,2,0,44
2024-03-10 05:30:00,3,3,10,1,1,16,11,3,13,14,5,8,0,88
2024-03-10 05:40:00,6,2,12,2,1,17,8,1,13,16,5,1,0,84
2024-03-10 05:50:00,11,6,4,4,3,11,7,1,6,8,8,6,0,75
2024-03-10 06:00:00,3,0,4,2,3,13,6,1,5,8,2,0,0,47
2024-03-10 06:10:00,6,4,3,2,1,12,6,4,2,3,4,6,0,53
2024-03-10 06:20:00,5,3,1,2,4,13,9,4,4,5,4,2,0,56
2024-03-10 06:30:00,5,3,1,2,3,6,5,1,7,10,5,8,0,56
2024-03-10 06:40:00,6,3,1,3,13,10,8,0,11,13,7,4,0,79
2024-03-10 06:50:00,3,5,2,4,12,5,4,2,3,6,2,5,0,53
2024-03-10 07:00:00,2,2,0,2,1,4,2,0,8,7,3,2,0,33
2024-03-10 07:10:00,5,2,0,5,3,7,3,2,6,6,5,1,0,45
2024-03-10 07:20:00,2,2,5,1,1,13,4,3,4,4,2,4,0,45
2024-03-10 07:30:00,3,1,1,2,2,11,7,0,5,7,3,1,0,43
2024-03-10 07:40:00,1,3,7,1,2,13,8,2,5,4,3,4,0,53
2024-03-10 07:50:00,5,7,3,2,3,11,5,1,4,4,3,7,0,55
2024-03-10 08:00:00,2,2,1,6,2,11,5,1,9,12,4,6,0,61
2024-03-10 08:10:00,5,0,3,3,2,9,4,3,5,7,4,1,0,46
2024-03-10 08:20:00,5,6,1,3,2,8,5,1,4,6,6,5,0,52
2024-03-10 08:30:00,4,5,4,5,4,17,9,3,8,7,1,7,0,74
2024-03-10 08:40:00,7,6,3,8,6,15,9,4,13,12,5,7,0,95
2024-03-10 08:50:00,12,8,3,3,2,16,11,2,11,12,10,11,0,101
2024-03-10 09:00:00,8,4,7,5,5,22,14,5,6,8,6,6,0,96
2024-03-10 09:10:00,7,9,5,7,7,21,14,5,9,12,9,12,0,117
2024-03-10 09:20:00,12,7,8,11,9,31,19,3,9,7,12,10,0,138
2024-03-10 09:30:00,16,10,6,6,51,22,13,5,13,14,15,11,0,182
2024-03-10 09:40:00,21,17,6,7,7,21,12,2,12,15,14,19,0,153
2024-03-10 09:50:00,20,14,12,8,15,34,19,7,16,20,19,20,0,204
2024-03-10 10:00:00,13,9,4,9,16,29,19,4,23,27,12,13,0,178
2024-03-10 10:10:00,24,13,8,11,43,31,23,2,24,29,29,14,0,251
2024-03-10 10:20:00,20,24,8,8,9,32,13,7,23,23,18,27,0,212
2024-03-10 10:30:00,13,17,5,10,18,31,17,5,9,14,14,21,0,174
2024-03-10 10:40:00,24,11,4,5,7,40,22,4,23,22,18,20,0,200
2024-03-10 10:50:00,25,22,7,3,4,32,19,5,20,28,13,25,0,203
2024-03-10 11:00:00,25,17,6,18,13,35,19,6,29,36,23,17,0,244
2024-03-10 11:10:00,24,8,3,11,14,38,23,12,31,32,23,13,0,232
2024-03-10 11:20:00,27,23,9,6,7,37,18,6,25,32,24,29,0,243
2024-03-10 11:30:00,19,17,11,12,14,47,28,11,22,27,18,22,0,248
2024-03-10 11:40:00,35,25,8,8,14,35,17,6,29,41,30,32,0,280
2024-03-10 11:50:00,24,26,9,10,11,48,23,9,33,41,17,24,0,275
2024-03-10 12:00:00,26,27,9,15,15,40,26,7,39,43,23,33,0,303
2024-03-10 12:10:00,29,24,12,18,14,45,18,11,30,30,29,24,0,284
2024-03-10 12:20:00,33,29,20,14,14,45,23,12,21,36,30,37,0,314
2024-03-10 12:30:00,27,27,9,9,7,48,27,10,24,26,18,30,0,262
2024-03-10 12:40:00,31,25,10,12,11,45,27,10,38,37,27,32,0,305
2024-03-10 12:50:00,34,34,17,10,11,43,21,7,21,24,26,40,0,288
2024-03-10 13:00:00,37,24,14,13,26,55,34,11,32,42,33,26,0,347
2024-03-10 13:10:00,36,23,13,11,10,41,25,7,40,46,35,38,0,325
2024-03-10 13:20:00,30,18,10,15,16,51,37,12,38,41,35,33,0,336
2024-03-10 13:30:00,32,24,8,15,17,58,27,16,36,38,29,29,0,329
2024-03-10 13:40:00,24,24,13,3,5,41,19,11,33,34,23,27,0,257
2024-03-10 13:50:00,30,29,13,7,39,52,26,8,31,35,30,36,0,336
2024-03-10 14:00:00,48,41,15,13,10,57,31,11,27,38,40,40,0,371
2024-03-10 14:10:00,32,33,15,12,10,53,29,11,36,42,31,46,0,350
2024-03-10 14:20:00,35,31,11,22,33,52,30,9,32,40,39,41,0,375
2024-03-10 14:30:00,38,22,12,14,11,57,24,16,44,45,31,26,0,340
2024-03-10 14:40:00,30,30,13,11,11,54,31,13,40,44,32,40,0,349
2024-03-10 14:50:00,22,28,15,17,9,50,25,11,33,43,30,35,0,318
2024-03-10 15:00:00,30,22,13,13,11,51,27,11,39,39,39,35,0,330
2024-03-10 15:10:00,28,30,10,11,7,44,26,7,28,27,30,33,0,281
2024-03-10 15:20:00,32,30,11,15,15,48,28,13,37,49,27,37,0,342
2024-03-10 15:30:00,36,27,17,14,31,44,23,7,39,42,43,41,0,364
2024-03-10 15:40:00,23,27,12,19,32,47,27,10,37,42,27,32,0,335
2024-03-10 15:50:00,27,25,8,8,7,55,30,16,39,42,23,20,0,300
2024-03-10 16:00:00,25,25,19,16,10,60,34,17,36,45,34,35,0,356
2024-03-10 16:10:00,39,25,12,18,10,40,22,9,26,33,31,32,0,297
2024-03-10 16:20:00,35,26,11,16,25,42,23,9,23,29,23,33,0,295
2024-03-10 16:30:00,33,31,14,8,10,59,19,17,44,41,31,36,0,343
2024-03-10 16:40:00,34,40,17,17,42,36,21,12,27,36,35,44,0,361
2024-03-10 16:50:00,28,34,13,13,10,58,43,15,36,44,27,37,0,358
2024-03-10 17:00:00,44,28,12,8,11,53,28,12,40,44,35,45,0,360
2024-03-10 17:10:00,29,33,12,14,10,50,32,10,33,42,30,38,0,333
2024-03-10 17:20:00,44,37,9,17,17,56,30,12,44,43,44,43,0,396
2024-03-10 17:30:00,27,35,11,5,14,50,27,11,37,41,23,41,0,322
2024-03-10 17:40:00,34,35,13,6,10,49,30,10,54,48,46,41,0,376
2024-03-10 17:50:00,22,30,11,14,14,53,23,13,31,37,25,32,0,305
2024-03-10 18:00:00,28,24,7,9,21,58,30,14,50,56,24,33,0,354
2024-03-10 18:10:00,30,22,12,15,22,51,24,11,27,30,25,33,0,302
2024-03-10 18:20:00,28,38,13,8,10,45,27,6,31,33,17,34,0,290
2024-03-10 18:30:00,31,19,6,5,8,49,25,8,41,35,27,27,0,281
2024-03-10 18:40:00,26,28,7,9,10,40,21,12,31,34,26,34,0,278
2024-03-10 18:50:00,25,40,9,5,5,55,28,14,38,39,30,47,0,335
2024-03-10 19:00:00,37,35,15,8,6,55,23,13,30,33,29,35,0,319
2024-03-10 19:10:00,24,19,8,8,11,42,17,11,37,34,23,23,0,257
2024-03-10 19:20:00,28,28,13,10,10,52,31,7,27,31,31,32,0,300
2024-03-10 19:30:00,30,26,10,7,7,43,19,14,31,39,32,33,0,291
2024-03-10 19:40:00,30,21,7,11,8,46,20,11,28,28,32,23,0,265
2024-03-10 19:50:00,35,22,13,10,19,68,27,15,20,26,31,30,0,316
2024-03-10 20:00:00,22,23,12,11,12,53,20,11,23,26,20,25,0,258
2024-03-10 20:10:00,20,21,11,12,26,41,24,6,12,18,23,25,0,239
2024-03-10 20:20:00,36,19,8,11,9,30,14,10,25,25,29,25,0,241
2024-03-10 20:30:00,24,20,12,9,4,48,22,12,14,14,25,23,0,227
2024-03-10 20:40:00,22,19,10,10,10,33,21,2,27,32,26,22,0,234
2024-03-10 20:50:00,20,23,4,7,7,33,13,3,15,16,15,33,0,189
2024-03-10 21:00:00,24,21,5,5,3,39,22,8,16,19,26,29,0,217
2024-03-10 21:10:00,22,19,8,16,16,29,14,8,42,41,24,32,0,271
2024-03-10 21:20:00,22,18,6,4,3,38,20,7,23,30,31,23,0,225
2024-03-10 21:30:00,24,14,9,5,13,44,23,8,17,16,18,22,0,213
2024-03-10 21:40:00,28,22,10,8,6,52,25,8,18,17,26,26,0,246
2024-03-10 21:50:00,19,20,8,10,14,37,18,10,10,13,20,22,0,201
2024-03-10 22:00:00,16,10,7,3,5,37,17,10,21,22,21,12,0,181
2024-03-10 22:10:00,16,18,2,2,1,33,16,7,12,11,12,22,0,152
2024-03-10 22:20:00,10,10,9,3,8,26,12,6,8,8,8,11,0,119
2024-03-10 22:30:00,12,8,2,6,5,27,10,8,10,11,10,12,0,121
2024-03-10 22:40:00,18,9,6,4,57,20,9,3,12,13,15,12,0,178
2024-03-10 22:50:00,5,13,4,3,9,19,11,4,10,11,7,16,0,112
2024-03-10 23:00:00,11,7,3,1,2,18,3,9,8,11,10,11,0,94
2024-03-10 23:10:00,8,7,5,2,3,12,5,6,8,6,10,11,0,83
2024-03-10 23:20:00,5,2,2,2,3,12,5,2,5,5,5,5,0,53
2024-03-10 23:30:00,10,7,1,4,12,12,7,2,8,10,12,11,0,96
2024-03-10 23:40:00,10,5,2,2,2,13,6,4,9,6,6,7,0,72
2024-03-10 23:50:00,9,3,2,3,3,12,7,2,8,7,12,6,0,74
2024-03-11 00:00:00,10,0,2,1,1,7,1,1,7,9,10,3,0,52
2024-03-11 00:10:00,4,3,2,6,5,8,4,3,1,2,5,4,0,47
2024-03-11 00:20:00,2,4,4,2,2,17,6,2,2,4,1,7,0,53
2024-03-11 00:30:00,5,2,2,3,3,5,2,0,3,4,4,5,0,38
2024-03-11 00:40:00,4,2,2,0,0,10,3,2,0,0,4,2,0,29
2024-03-11 00:50:00,7,3,3,1,3,9,1,4,4,4,5,4,0,48
2024-03-11 01:00:00,9,8,1,0,0,3,2,0,0,0,5,8,0,36
2024-03-11 01:10:00,0,1,1,0,0,7,2,2,4,2,1,2,0,22
2024-03-11 01:20:00,2,2,1,1,0,8,4,1,2,2,1,3,0,27
2024-03-11 01:30:00,6,0,1,1,1,3,2,0,1,1,6,1,0,23
2024-03-11 01:40:00,2,3,1,2,2,1,0,0,2,2,1,3,0,19
2024-03-11 01:50:00,2,0,1,1,1,2,0,1,3,2,1,0,0,14
2024-03-11 02:00:00,3,0,0,0,0,3,1,1,1,1,3,2,0,15
2024-03-11 02:10:00,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2024-03-11 02:20:00,2,1,2,1,1,3,0,0,2,2,0,1,0,15
2024-03-11 02:30:00,5,2,1,3,3,8,4,2,1,1,4,2,0,36
2024-03-11 02:40:00,1,3,0,0,0,1,0,1,1,2,0,4,0,13
2024-03-11 02:50:00,2,0,0,0,0,5,4,2,2,2,0,0,0,17
2024-03-11 03:00:00,2,1,0,0,0,3,2,0,0,0,2,4,0,14
2024-03-11 03:10:00,2,1,1,0,0,2,0,2,0,1,3,3,0,15
2024-03-11 03:20:00,1,0,1,0,0,2,0,1,0,1,0,0,0,6
2024-03-11 03:30:00,4,0,0,0,0,3,1,1,1,1,3,1,0,15
2024-03-11 03:40:00,4,1,0,0,0,8,2,2,1,1,2,1,0,22
2024-03-11 03:50:00,2,0,0,0,0,0,0,0,1,2,2,0,0,7
2024-03-11 04:00:00,3,1,3,0,0,3,1,1,3,3,4,3,0,25
2024-03-11 04:10:00,1,2,4,0,1,4,1,3,1,2,1,4,0,24
2024-03-11 04:20:00,1,1,1,2,2,3,2,2,1,1,1,1,0,18
2024-03-11 04:30:00,1,0,1,3,4,8,2,2,1,1,1,1,0,25
2024-03-11 04:40:00,3,1,1,2,14,9,5,4,3,3,4,1,0,50
2024-03-11 04:50:00,1,2,0,3,1,12,3,5,3,3,1,3,0,37
2024-03-11 05:00:00,3,4,3,3,1,15,4,2,4,7,2,5,0,53
2024-03-11 05:10:00,2,2,6,2,5,18,6,10,5,5,3,4,0,68
2024-03-11 05:20:00,7,3,3,2,2,26,8,6,7,11,6,3,0,84
2024-03-11 05:30:00,13,7,8,4,5,22,9,9,12,18,10,7,0,124
2024-03-11 05:40:00,9,7,5,3,26,37,14,11,17,21,10,10,0,170
2024-03-11 05:50:00,16,7,4,6,7,40,16,12,15,21,12,11,0,167
2024-03-11 06:00:00,9,7,10,7,20,42,17,14,19,24,7,9,0,185
2024-03-11 06:10:00,15,8,7,3,3,64,24,27,9,15,11,12,0,198
2024-03-11 06:20:00,12,15,8,10,16,57,29,22,20,24,8,16,0,237
2024-03-11 06:30:00,17,15,12,11,32,60,23,27,22,30,14,17,0,280
2024-03-11 06:40:00,27,16,13,8,8,54,30,22,35,45,26,22,0,306
2024-03-11 06:50:00,16,23,13,9,10,71,27,25,26,34,20,26,0,300
2024-03-11 07:00:00,29,26,28,8,5,60,32,12,41,51,16,26,0,334
2024-03-11 07:10:00,34,36,25,19,14,66,35,16,36,48,32,47,0,408
2024-03-11 07:20:00,42,37,26,15,32,77,45,16,45,56,35,45,0,471
2024-03-11 07:30:00,34,37,24,25,20,66,40,12,50,69,32,40,0,449
2024-03-11 07:40:00,38,46,22,36,32,97,57,18,40,48,45,62,0,541
2024-03-11 07:50:00,42,55,19,31,83,93,60,17,42,59,38,65,0,604
2024-03-11 08:00:00,46,37,30,28,20,69,40,16,31,38,44,42,0,441
2024-03-11 08:10:00,42,35,20,22,89,96,47,27,42,58,33,46,0,557
2024-03-11 08:20:00,39,32,31,25,32,85,59,33,53,54,33,38,0,514
2024-03-11 08:30:00,38,46,24,28,25,73,48,11,55,68,36,50,0,502
2024-03-11 08:40:00,48,46,25,30,11,86,50,23,47,51,46,59,0,522
2024-03-11 08:50:00,42,37,22,21,9,86,58,25,36,53,36,43,0,468
2024-03-11 09:00:00,45,28,25,27,14,62,36,17,45,52,40,36,0,427
2024-03-11 09:10:00,44,45,26,21,12,57,42,11,53,58,11,73,0,453
2024-03-11 09:20:00,32,29,23,19,17,59,40,13,32,39,22,39,0,364
2024-03-11 09:30:00,52,48,21,17,10,69,46,11,49,74,31,55,0,483
2024-03-11 09:40:00,52,45,25,17,53,60,45,7,40,47,40,56,0,487
2024-03-11 09:50:00,38,42,30,20,12,63,40,18,34,49,35,50,0,431
2024-03-11 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-11 12:40:00,3,4,1,3,3,10,4,4,8,14,5,5,1,65
2024-03-11 12:50:00,47,47,27,18,27,81,45,20,40,47,39,56,0,494
2024-03-11 13:00:00,42,34,17,26,30,70,45,9,43,44,41,54,0,455
2024-03-11 13:10:00,70,51,29,28,43,63,30,13,44,49,64,63,0,547
2024-03-11 13:20:00,45,37,26,22,20,71,39,8,44,51,44,47,0,454
2024-03-11 13:30:00,33,50,19,16,19,84,36,24,48,59,35,59,0,482
2024-03-11 13:40:00,35,54,19,15,22,73,34,13,41,49,34,60,0,449
2024-03-11 13:50:00,38,41,17,22,54,69,43,7,50,56,37,45,0,479
2024-03-11 14:00:00,35,33,17,22,16,59,38,12,38,49,31,36,0,386
2024-03-11 14:10:00,50,54,30,23,13,80,46,11,56,65,41,66,0,535
2024-03-11 14:20:00,48,51,29,17,14,73,41,9,39,38,44,57,0,460
2024-03-11 14:30:00,39,44,19,29,28,74,40,9,47,52,31,59,0,471
2024-03-11 14:40:00,50,54,22,27,20,69,32,20,42,50,48,65,0,499
2024-03-11 14:50:00,44,48,17,23,22,81,45,17,40,55,41,58,0,491
2024-03-11 15:00:00,49,51,22,18,13,74,37,12,46,54,45,69,0,490
2024-03-11 15:10:00,41,53,26,21,16,74,38,27,42,51,36,56,0,481
2024-03-11 15:20:00,48,45,20,25,22,76,49,19,39,46,33,55,0,477
2024-03-11 15:30:00,44,49,28,31,50,91,50,19,55,63,47,62,0,589
2024-03-11 15:40:00,54,57,33,29,20,75,46,13,36,58,56,71,0,548
2024-03-11 15:50:00,55,51,29,25,88,75,39,17,41,58,55,62,0,595
2024-03-11 16:00:00,34,50,20,30,21,83,52,18,52,59,42,63,0,524
2024-03-11 16:10:00,50,56,30,28,15,87,47,11,53,64,44,69,0,554
2024-03-11 16:20:00,51,52,20,34,25,77,54,16,59,57,51,71,0,567
2024-03-11 16:30:00,46,43,18,27,17,87,43,22,45,57,50,56,0,511
2024-03-11 16:40:00,55,52,32,28,179,82,40,17,61,67,49,60,0,722
2024-03-11 16:50:00,52,56,26,27,17,69,46,8,44,55,56,69,0,525
2024-03-11 17:00:00,41,37,20,32,16,64,33,18,52,59,50,44,0,466
2024-03-11 17:10:00,58,66,28,33,29,83,39,20,55,61,57,81,0,610
2024-03-11 17:20:00,41,48,23,30,86,74,41,17,48,60,41,61,0,570
2024-03-11 17:30:00,49,47,28,22,24,87,48,18,49,56,47,55,0,530
2024-03-11 17:40:00,51,61,23,30,37,74,44,19,59,61,47,72,0,578
2024-03-11 17:50:00,48,53,22,23,14,66,39,22,55,53,48,59,0,502
2024-03-11 18:00:00,53,52,22,29,24,68,42,16,54,57,48,65,0,530
2024-03-11 18:10:00,46,48,19,18,10,68,38,12,51,50,42,59,0,461
2024-03-11 18:20:00,41,44,21,24,41,71,38,10,39,41,48,57,0,475
2024-03-11 18:30:00,46,36,15,13,8,60,26,13,57,52,53,48,0,427
2024-03-11 18:40:00,37,38,22,18,13,59,31,15,45,46,33,47,0,404
2024-03-11 18:50:00,36,34,14,16,15,62,32,12,31,30,37,44,0,363
2024-03-11 19:00:00,32,39,14,19,12,41,29,8,33,36,33,45,0,341
2024-03-11 19:10:00,33,30,11,19,46,57,29,9,27,29,32,38,0,360
2024-03-11 19:20:00,49,47,13,10,64,42,25,12,29,33,39,59,0,422
2024-03-11 19:30:00,21,27,16,15,15,39,23,9,29,27,30,39,0,290
2024-03-11 19:40:00,40,25,13,12,102,49,24,10,33,34,38,32,0,412
2024-03-11 19:50:00,38,31,13,10,11,56,24,12,23,30,36,37,0,321
2024-03-11 20:00:00,32,30,8,16,17,55,30,16,30,28,39,35,0,336
2024-03-11 20:10:00,41,39,17,14,8,50,25,11,22,24,35,47,0,333
2024-03-11 20:20:00,12,16,9,6,5,39,19,9,21,21,12,18,0,187
2024-03-11 20:30:00,27,30,12,2,3,34,16,10,14,15,25,32,0,220
2024-03-11 20:40:00,27,23,13,14,13,37,17,8,27,39,23,26,0,267
2024-03-11 20:50:00,23,13,7,14,14,40,24,7,27,30,26,18,0,243
2024-03-11 21:00:00,28,28,10,7,11,44,23,9,12,11,26,34,0,243
2024-03-11 21:10:00,28,31,8,2,5,32,16,8,21,22,26,39,0,238
2024-03-11 21:20:00,36,32,15,9,11,36,19,9,28,29,34,35,0,293
2024-03-11 21:30:00,27,13,10,9,9,35,20,8,22,21,22,17,0,213
2024-03-11 21:40:00,20,21,8,8,40,32,14,6,11,26,23,28,0,237
2024-03-11 21:50:00,16,17,4,1,2,34,16,5,20,20,15,21,0,171
2024-03-11 22:00:00,25,17,9,9,12,30,19,2,15,16,21,23,0,198
2024-03-11 22:10:00,15,14,10,2,3,44,22,7,14,15,18,20,0,184
2024-03-11 22:20:00,17,12,6,9,5,36,17,4,15,16,16,17,0,170
