datetime,D11Z,D12Z,D13Z,D14Z,D15Z,D21Z,D22Z,D31Z,D32Z,D33Z,D34Z,D35Z,D36Z,D37Z,D41Z,D42Z,D43Z,Total
2024-03-06 02:30:00,0,4,0,3,1,5,1,2,2,2,2,1,2,1,0,0,0,26
2024-03-06 02:40:00,0,1,0,1,0,1,0,1,4,7,4,0,0,0,1,1,1,22
2024-03-06 02:50:00,2,3,1,2,1,3,1,2,3,5,3,0,0,0,1,0,2,29
2024-03-06 03:00:00,2,4,2,2,2,5,2,2,2,3,2,0,0,0,0,1,0,29
2024-03-06 03:10:00,5,2,3,1,0,0,0,0,0,0,0,0,0,0,4,0,8,23
2024-03-06 03:20:00,26,1,2,1,0,0,0,0,2,1,2,0,0,0,2,1,2,40
2024-03-06 03:30:00,3,3,1,3,0,3,0,0,4,10,3,2,0,0,2,1,4,39
2024-03-06 03:40:00,3,2,3,1,1,2,1,2,2,2,2,2,1,2,4,1,5,36
2024-03-06 03:50:00,4,2,3,2,0,3,0,0,1,3,1,1,2,1,2,0,5,30
2024-03-06 04:00:00,2,1,1,1,0,1,0,0,4,8,4,2,1,1,4,2,5,37
2024-03-06 04:10:00,4,2,3,1,1,1,1,1,4,5,4,0,0,0,3,1,4,35
2024-03-06 04:20:00,3,2,2,1,1,4,1,1,10,23,10,2,5,2,5,3,10,85
2024-03-06 04:30:00,3,0,3,0,0,0,0,0,7,11,7,0,0,0,5,4,11,51
2024-03-06 04:40:00,8,3,2,1,0,0,0,0,6,9,6,0,0,0,4,5,4,48
2024-03-06 04:50:00,3,4,3,1,2,8,2,2,5,9,6,2,6,3,9,6,10,81
2024-03-06 05:00:00,1,4,1,2,1,4,1,2,13,28,13,3,4,1,13,4,13,108
2024-03-06 05:10:00,13,7,10,7,3,11,4,4,19,23,18,3,6,3,11,9,17,168
2024-03-06 05:20:00,8,8,7,5,3,14,4,4,26,35,24,12,11,8,19,19,29,236
2024-03-06 05:30:00,6,10,11,8,3,11,9,6,35,32,39,9,17,12,27,30,21,286
2024-03-06 05:40:00,14,15,16,9,5,13,10,5,42,30,44,15,18,13,38,41,40,368
2024-03-06 05:50:00,13,11,10,8,3,7,4,4,43,26,41,13,14,15,44,38,35,329
2024-03-06 06:00:00,13,15,17,18,7,17,15,9,45,30,47,13,18,12,41,28,26,371
2024-03-06 06:10:00,13,19,20,20,5,15,14,7,49,19,55,15,19,15,51,41,32,409
2024-03-06 06:20:00,12,18,24,18,4,18,12,6,60,27,65,16,22,19,46,40,23,430
2024-03-06 06:30:00,12,15,21,32,6,10,29,7,58,35,66,27,19,28,68,63,29,525
2024-03-06 06:40:00,13,17,35,72,7,10,10,12,100,16,99,27,12,22,75,70,25,622
2024-03-06 06:50:00,14,16,28,36,7,10,8,15,50,14,60,24,10,28,76,76,18,490
2024-03-06 07:00:00,11,12,30,46,10,10,10,13,109,12,91,35,9,32,74,73,10,587
2024-03-06 07:10:00,10,14,34,34,16,9,19,17,85,13,76,25,10,26,102,107,13,610
2024-03-06 07:20:00,16,12,38,45,20,8,18,21,111,10,111,37,9,41,88,105,3,693
2024-03-06 07:30:00,9,11,38,40,12,10,14,14,105,6,93,37,16,31,113,127,3,679
2024-03-06 07:40:00,17,12,42,49,22,15,20,20,97,7,86,29,11,36,103,112,4,682
2024-03-06 07:50:00,11,9,43,59,21,11,21,23,105,11,97,43,11,33,108,116,5,727
2024-03-06 08:00:00,13,10,42,52,19,12,18,19,105,6,93,33,11,36,93,172,14,748
2024-03-06 08:10:00,10,10,32,44,24,3,40,34,101,11,96,42,8,43,89,121,8,716
2024-03-06 08:20:00,13,9,44,59,27,1,24,21,98,5,86,27,9,32,95,81,12,643
2024-03-06 08:30:00,10,12,30,29,13,8,12,14,115,9,80,40,4,44,86,92,13,611
2024-03-06 08:40:00,19,15,34,44,18,8,21,27,83,10,60,32,7,50,85,106,17,636
2024-03-06 08:50:00,7,11,36,42,24,0,25,24,95,6,81,43,2,32,8,104,10,550
2024-03-06 09:00:00,17,10,39,36,21,2,22,23,82,8,79,30,8,28,4,127,7,543
2024-03-06 09:10:00,12,13,32,31,17,15,15,17,65,17,61,24,9,30,1,109,4,472
2024-03-06 09:20:00,10,10,64,38,23,4,29,25,86,11,82,34,9,26,2,117,8,578
2024-03-06 09:30:00,15,17,43,34,16,5,15,19,58,17,65,24,10,20,1,101,7,467
2024-03-06 09:40:00,21,17,34,30,22,10,25,24,64,18,68,26,12,28,2,86,9,496
2024-03-06 09:50:00,17,18,25,31,26,11,24,25,55,15,50,24,5,24,0,83,2,435
2024-03-06 10:00:00,16,16,23,23,19,18,18,18,48,11,53,30,1,28,1,88,6,417
2024-03-06 10:10:00,13,13,34,38,24,13,24,27,62,22,61,19,6,19,0,89,4,468
2024-03-06 10:20:00,12,19,26,37,24,15,27,28,45,18,48,21,5,19,0,90,1,435
2024-03-06 10:30:00,18,28,25,30,18,12,19,20,50,20,47,20,9,20,4,89,5,434
2024-03-06 10:40:00,22,16,43,32,17,11,19,22,58,16,64,26,9,25,0,82,4,466
2024-03-06 10:50:00,18,11,33,29,28,9,27,26,63,10,59,27,8,29,0,222,2,601
2024-03-06 11:00:00,14,13,28,34,23,25,27,28,44,17,44,29,6,33,0,96,2,463
2024-03-06 11:10:00,14,17,28,36,26,11,30,28,49,12,53,22,6,16,1,82,4,435
2024-03-06 11:20:00,15,20,43,40,24,9,24,27,58,13,53,19,10,20,0,93,0,468
2024-03-06 11:30:00,15,19,31,38,29,15,53,33,59,17,66,21,7,19,5,77,7,511
2024-03-06 11:40:00,15,14,31,36,23,13,53,30,69,10,68,33,5,28,0,79,2,509
2024-03-06 11:50:00,23,23,45,50,29,12,26,26,67,17,72,22,12,22,1,88,4,539
2024-03-06 12:00:00,14,14,41,41,24,16,27,26,59,18,62,24,11,22,0,96,1,496
2024-03-06 12:10:00,17,14,41,52,22,10,57,27,71,8,63,19,9,21,0,86,2,519
2024-03-06 12:20:00,10,14,38,40,38,6,228,42,53,13,49,30,5,30,1,75,2,674
2024-03-06 12:30:00,14,11,30,44,42,6,114,32,59,17,53,22,6,27,3,86,3,569
2024-03-06 12:40:00,14,20,53,55,40,2,50,43,51,16,60,27,6,25,1,89,4,556
2024-03-06 12:50:00,18,23,39,46,34,16,70,32,69,22,64,32,7,27,0,83,7,589
2024-03-06 13:00:00,23,14,45,40,22,13,80,24,52,18,46,23,5,24,1,83,2,515
2024-03-06 13:10:00,12,13,54,59,24,15,93,27,68,15,71,23,11,25,0,87,0,597
2024-03-06 13:20:00,19,15,38,46,27,14,194,36,76,26,75,36,4,34,1,87,3,731
2024-03-06 13:30:00,13,12,37,42,31,13,145,30,53,13,53,38,3,38,2,80,5,608
2024-03-06 13:40:00,17,14,54,51,36,3,270,37,70,18,78,28,9,35,2,87,3,812
2024-03-06 13:50:00,13,7,50,63,33,3,33,33,74,25,73,41,6,34,2,74,0,564
2024-03-06 14:00:00,21,14,42,49,33,6,31,33,66,12,63,34,10,34,1,88,5,542
2024-03-06 14:10:00,21,11,48,59,26,12,29,30,66,18,69,32,3,33,2,86,9,554
2024-03-06 14:20:00,19,14,58,49,32,10,31,31,75,15,75,36,5,29,0,78,0,557
2024-03-06 14:30:00,18,13,60,58,43,4,45,49,72,17,65,26,8,32,0,84,2,596
2024-03-06 14:40:00,12,15,71,62,37,1,35,30,74,21,78,43,6,41,1,94,6,627
2024-03-06 14:50:00,15,13,51,54,44,0,46,38,68,19,65,36,5,33,0,75,8,570
2024-03-06 15:00:00,20,26,60,61,38,4,120,41,70,9,65,29,6,33,1,88,4,675
2024-03-06 15:10:00,12,14,62,69,91,1,209,33,72,22,70,35,10,29,53,94,16,892
2024-03-06 15:20:00,13,11,48,56,36,10,47,36,66,21,68,29,9,30,80,81,6,647
2024-03-06 15:30:00,17,13,71,59,27,13,227,31,67,19,71,35,7,41,57,45,11,811
2024-03-06 15:40:00,14,16,76,79,38,8,318,36,72,9,73,38,1,46,61,60,19,964
2024-03-06 15:50:00,9,14,62,71,28,22,297,30,81,16,71,46,6,53,49,43,11,909
2024-03-06 16:00:00,11,17,68,72,41,7,277,42,60,13,63,37,6,34,64,54,14,880
2024-03-06 16:10:00,10,14,77,70,46,6,66,46,83,14,82,33,5,38,60,55,11,716
2024-03-06 16:20:00,8,18,76,81,36,8,289,41,64,23,64,44,4,37,74,81,17,965
2024-03-06 16:30:00,8,17,82,79,40,15,43,45,77,11,77,35,8,42,68,136,6,789
2024-03-06 16:40:00,11,8,73,71,31,11,31,37,61,18,64,44,2,44,79,80,12,677
2024-03-06 16:50:00,12,12,74,69,49,10,47,48,93,7,92,37,3,36,73,71,12,745
2024-03-06 17:00:00,14,21,108,63,34,9,35,35,86,17,90,37,8,34,73,62,17,743
2024-03-06 17:10:00,7,12,84,81,52,3,52,50,63,13,58,28,8,33,73,74,7,698
2024-03-06 17:20:00,14,10,69,66,43,3,53,47,78,11,86,47,8,43,69,59,14,720
2024-03-06 17:30:00,18,21,75,73,33,18,31,42,78,11,69,38,5,33,77,79,8,709
2024-03-06 17:40:00,8,12,51,52,45,3,47,41,49,14,51,24,10,28,57,53,14,559
2024-03-06 17:50:00,12,16,67,71,40,13,37,37,41,22,54,23,8,24,76,65,13,619
2024-03-06 18:00:00,15,17,61,52,35,14,38,42,81,19,74,33,9,30,57,66,9,652
2024-03-06 18:10:00,12,14,63,59,28,10,29,35,71,7,67,35,10,31,72,59,16,618
2024-03-06 18:20:00,15,20,57,48,45,14,50,46,68,17,70,23,9,26,67,54,12,641
2024-03-06 18:30:00,12,16,51,67,32,30,35,33,52,21,60,31,12,25,66,83,19,645
2024-03-06 18:40:00,21,13,45,46,31,44,40,32,70,18,80,23,23,23,63,57,26,655
2024-03-06 18:50:00,28,11,38,41,23,35,80,27,55,33,52,29,11,26,63,51,41,644
2024-03-06 19:00:00,32,43,40,39,21,28,20,22,51,30,54,14,22,19,45,46,39,565
2024-03-06 19:10:00,31,13,36,44,20,38,81,28,43,14,42,29,14,25,66,53,32,609
2024-03-06 19:20:00,34,119,39,49,29,29,58,30,39,29,40,18,26,21,52,59,36,707
2024-03-06 19:30:00,31,90,29,41,13,24,35,19,52,33,55,17,13,18,49,43,29,591
2024-03-06 19:40:00,28,23,37,32,20,18,26,18,44,43,47,15,15,17,51,35,34,503
2024-03-06 19:50:00,26,16,23,33,19,26,105,23,54,31,57,14,22,13,37,23,33,555
2024-03-06 20:00:00,26,17,24,36,24,30,40,22,21,31,26,14,24,13,39,300,34,721
2024-03-06 20:10:00,22,25,24,25,23,34,88,26,35,22,37,17,10,19,41,22,30,500
2024-03-06 20:20:00,17,14,17,21,32,40,32,28,35,35,34,13,17,16,31,29,31,442
2024-03-06 20:30:00,18,25,28,29,24,35,51,25,30,26,37,24,31,21,25,30,33,492
2024-03-06 20:40:00,24,27,27,26,17,31,26,21,31,36,27,7,18,8,25,18,29,398
2024-03-06 20:50:00,27,16,20,21,10,22,14,12,24,21,25,11,23,13,30,20,20,329
2024-03-06 21:00:00,15,29,24,29,16,29,49,19,44,30,42,17,23,14,24,7,29,440
2024-03-06 21:10:00,25,24,32,29,15,26,21,16,25,29,30,12,21,13,28,20,29,395
2024-03-06 21:20:00,15,23,31,43,19,31,19,24,33,32,29,7,13,8,25,10,30,392
2024-03-06 21:30:00,38,37,21,21,12,31,13,16,27,20,31,16,22,15,20,18,28,386
2024-03-06 21:40:00,22,18,15,17,9,19,8,9,13,19,14,12,19,12,21,17,30,274
2024-03-06 21:50:00,11,21,13,17,13,23,14,14,29,31,31,9,18,10,16,8,21,299
2024-03-06 22:00:00,21,23,22,19,16,31,16,16,21,38,23,16,18,13,15,23,25,356
2024-03-06 22:10:00,16,14,15,21,11,24,11,14,11,23,12,13,26,11,29,19,26,296
2024-03-06 22:20:00,13,15,12,10,8,12,7,8,14,20,16,8,8,6,24,13,33,227
2024-03-06 22:30:00,13,17,16,16,10,20,10,10,11,12,13,13,11,9,16,13,77,287
2024-03-06 22:40:00,21,15,18,18,7,23,7,10,13,17,14,5,12,5,13,7,18,223
2024-03-06 22:50:00,13,14,11,11,8,28,12,8,22,26,24,5,11,5,16,7,23,244
2024-03-06 23:00:00,13,22,18,17,5,26,12,7,21,25,22,6,16,7,12,8,15,252
2024-03-06 23:10:00,21,14,15,12,8,22,12,11,8,14,9,14,20,11,13,9,14,227
2024-03-06 23:20:00,8,13,6,13,4,13,10,5,4,6,5,6,12,6,11,4,20,146
2024-03-06 23:30:00,8,12,11,9,2,16,5,4,15,31,18,6,12,7,11,3,14,184
2024-03-06 23:40:00,8,12,6,9,7,20,11,6,12,27,13,3,6,3,5,1,9,158
2024-03-06 23:50:00,6,6,6,2,2,9,4,3,11,12,13,12,20,13,6,4,8,137
2024-03-07 00:00:00,6,7,5,3,3,13,5,5,3,5,3,5,10,5,6,0,8,92
2024-03-07 00:10:00,9,6,8,3,5,7,5,4,3,6,3,4,7,5,6,2,9,92
2024-03-07 00:20:00,3,1,2,1,1,2,1,1,3,1,3,2,3,1,1,1,1,28
2024-03-07 00:30:00,4,4,5,3,1,4,1,2,5,14,5,5,11,5,5,4,8,86
2024-03-07 00:40:00,5,2,5,2,3,5,3,2,7,10,9,3,4,2,4,2,10,78
2024-03-07 00:50:00,4,6,3,3,3,11,5,5,3,7,4,0,2,1,5,2,7,71
2024-03-07 01:00:00,3,5,3,2,3,7,3,3,9,15,10,4,5,3,4,0,6,85
2024-03-07 01:10:00,3,1,3,0,1,1,1,1,6,12,6,1,0,0,4,4,8,52
2024-03-07 01:20:00,3,5,3,4,1,5,4,1,2,5,2,0,0,0,4,2,6,47
2024-03-07 01:30:00,1,4,2,1,3,9,4,4,4,3,3,4,3,3,3,3,5,59
2024-03-07 01:40:00,3,5,2,4,1,3,1,1,1,1,1,1,2,1,2,0,3,32
2024-03-07 01:50:00,1,2,1,1,1,4,1,2,1,1,1,2,2,1,1,0,2,24
2024-03-07 02:00:00,2,5,1,5,0,4,0,2,2,4,2,0,0,0,4,2,5,38
2024-03-07 02:10:00,0,0,0,0,0,0,0,0,3,5,3,1,2,1,3,0,5,23
2024-03-07 02:20:00,4,3,2,3,0,3,0,1,4,7,4,1,2,1,5,3,7,50
2024-03-07 02:30:00,2,2,2,2,2,5,1,1,1,2,2,0,0,0,4,0,6,32
2024-03-07 02:40:00,1,0,1,0,0,0,0,0,4,7,4,0,0,0,4,2,6,29
2024-03-07 02:50:00,2,1,2,0,1,1,1,1,0,0,0,3,5,3,0,1,0,21
2024-03-07 03:00:00,3,4,1,3,0,1,0,0,1,2,1,0,0,0,1,1,2,20
2024-03-07 03:10:00,2,2,1,1,1,4,1,1,1,4,1,0,0,0,3,0,6,28
2024-03-07 03:20:00,2,4,0,3,0,4,0,0,1,3,1,1,2,1,1,0,1,24
2024-03-07 03:30:00,2,3,2,2,1,4,1,0,1,1,3,0,0,0,0,1,0,21
2024-03-07 03:40:00,1,2,1,1,0,1,0,1,3,6,3,0,0,0,4,3,6,32
2024-03-07 03:50:00,1,0,1,0,1,2,1,0,2,6,2,0,0,0,4,1,6,27
2024-03-07 04:00:00,2,1,2,1,0,2,0,0,3,6,3,0,0,0,5,0,3,28
2024-03-07 04:10:00,2,1,2,1,0,6,0,0,6,10,7,2,4,2,5,3,10,61
2024-03-07 04:20:00,1,3,1,3,0,4,0,0,7,11,8,2,4,2,7,1,11,65
2024-03-07 04:30:00,6,1,5,2,0,3,1,0,7,10,5,2,3,2,3,5,4,59
2024-03-07 04:40:00,5,2,6,2,0,4,0,0,7,7,6,3,2,1,3,5,3,56
2024-03-07 04:50:00,5,4,4,2,2,8,2,3,5,6,5,4,1,1,7,4,11,74
2024-03-07 05:00:00,5,3,3,3,0,5,0,3,10,16,9,7,9,5,18,3,28,127
2024-03-07 05:10:00,13,4,7,5,4,6,4,4,22,26,20,9,9,6,14,15,15,183
2024-03-07 05:20:00,13,9,11,6,3,8,3,3,31,24,32,12,12,9,25,21,27,249
2024-03-07 05:30:00,15,9,12,6,1,11,3,2,35,29,44,13,11,13,24,27,35,290
2024-03-07 05:40:00,16,10,18,9,4,12,6,5,36,21,33,9,19,12,44,41,27,322
2024-03-07 05:50:00,11,9,10,2,4,17,7,5,46,33,46,12,17,10,37,27,35,328
2024-03-07 06:00:00,17,15,18,11,1,12,3,2,33,24,34,6,19,6,43,39,37,320
2024-03-07 06:10:00,21,22,18,59,3,23,12,7,43,32,47,22,22,22,44,44,26,467
2024-03-07 06:20:00,14,19,20,43,4,7,9,6,57,21,57,19,20,20,53,49,40,458
2024-03-07 06:30:00,10,9,17,23,7,19,34,7,56,18,71,24,12,25,70,66,48,516
2024-03-07 06:40:00,7,12,31,31,4,10,74,6,80,19,77,27,14,25,74,61,28,580
2024-03-07 06:50:00,11,11,21,36,7,10,49,6,72,18,77,23,9,24,75,77,16,542
2024-03-07 07:00:00,12,14,25,37,11,11,29,13,101,13,87,31,12,31,77,70,10,584
2024-03-07 07:10:00,46,14,31,41,14,13,30,21,81,14,85,33,11,33,98,98,10,673
2024-03-07 07:20:00,14,9,30,39,16,9,29,19,110,8,87,36,12,38,99,95,3,653
2024-03-07 07:30:00,14,11,39,52,13,11,723,18,105,8,100,40,9,42,99,122,11,1417
2024-03-07 07:40:00,14,11,39,49,25,10,204,23,105,7,87,29,9,33,106,112,5,868
2024-03-07 07:50:00,7,14,39,44,18,10,32,26,110,15,107,36,9,31,108,116,3,725
2024-03-07 08:00:00,10,12,50,49,24,17,140,20,96,5,84,24,7,27,92,88,8,753
2024-03-07 08:10:00,13,12,34,46,18,0,308,22,109,16,104,42,8,39,100,111,3,985
2024-03-07 08:20:00,17,11,36,41,24,8,143,27,86,14,85,34,7,40,97,98,4,772
2024-03-07 08:30:00,12,12,32,37,17,10,167,23,103,13,90,38,8,31,85,83,6,767
2024-03-07 08:40:00,12,17,41,45,28,8,241,29,106,7,108,33,7,36,90,100,13,921
2024-03-07 08:50:00,15,13,38,36,21,33,73,20,102,13,92,31,9,31,71,75,15,688
2024-03-07 09:00:00,10,13,27,35,19,6,159,23,79,10,76,37,9,34,9,129,4,679
2024-03-07 09:10:00,14,10,38,42,16,15,39,16,87,16,85,31,10,29,0,104,10,562
2024-03-07 09:20:00,15,13,30,28,17,13,29,23,65,16,63,27,13,28,2,120,8,510
2024-03-07 09:30:00,14,11,39,46,21,11,36,23,45,20,43,27,5,27,0,76,4,448
2024-03-07 09:40:00,13,17,32,34,25,15,25,21,70,15,67,24,9,25,2,83,6,483
2024-03-07 09:50:00,15,17,32,34,23,14,24,26,62,18,67,30,6,33,2,96,6,505
2024-03-07 10:00:00,40,18,25,32,25,19,31,26,62,15,58,29,9,30,0,89,0,508
2024-03-07 10:10:00,11,12,36,35,23,8,26,30,65,14,74,26,8,24,1,84,3,480
2024-03-07 10:20:00,13,13,25,27,31,12,31,29,68,11,60,17,4,15,0,79,6,441
2024-03-07 10:30:00,17,16,26,31,21,20,20,20,57,18,57,15,9,17,0,96,1,441
2024-03-07 10:40:00,11,14,29,36,29,20,25,25,65,18,63,20,6,21,0,104,3,489
2024-03-07 10:50:00,12,14,36,44,27,8,27,27,55,19,49,23,2,22,1,90,1,457
2024-03-07 11:00:00,18,10,28,36,27,17,28,31,64,18,66,19,7,17,0,81,0,467
2024-03-07 11:10:00,16,19,31,32,21,14,21,23,66,18,64,27,0,28,2,77,4,463
2024-03-07 11:20:00,13,14,40,41,26,10,25,27,76,10,81,21,12,23,0,82,0,501
2024-03-07 11:30:00,16,29,46,43,26,13,28,37,71,11,67,23,5,21,0,89,0,525
2024-03-07 11:40:00,22,18,39,41,29,4,26,24,76,20,77,19,12,20,0,68,0,495
2024-03-07 11:50:00,24,20,42,39,32,14,121,31,62,14,68,23,14,22,0,96,2,624
2024-03-07 12:00:00,15,10,32,55,22,13,45,26,61,15,64,28,8,27,0,91,1,513
2024-03-07 12:10:00,6,14,39,42,20,9,136,23,58,18,55,32,10,34,0,76,1,573
2024-03-07 12:20:00,15,13,46,49,33,12,52,33,49,11,46,32,5,28,0,79,3,506
2024-03-07 12:30:00,15,19,45,50,30,12,79,30,57,22,60,23,10,23,0,92,2,569
2024-03-07 12:40:00,13,12,50,47,14,12,266,19,62,14,70,26,13,23,0,90,2,733
2024-03-07 12:50:00,13,13,46,51,22,20,112,22,70,21,72,25,15,21,0,80,2,605
2024-03-07 13:00:00,20,22,47,53,30,12,63,30,73,13,71,30,12,30,0,80,0,586
2024-03-07 13:10:00,22,23,52,48,27,6,29,34,78,11,76,23,18,28,1,87,1,564
2024-03-07 13:20:00,20,17,53,42,41,0,42,39,79,16,76,40,11,38,0,81,0,595
2024-03-07 13:30:00,11,14,51,59,41,8,43,40,68,8,65,33,7,28,1,77,3,557
2024-03-07 13:40:00,13,17,42,49,35,9,33,35,64,18,66,23,11,26,1,96,2,540
2024-03-07 13:50:00,15,16,60,64,32,10,37,38,57,20,54,26,11,22,0,91,2,555
2024-03-07 14:00:00,18,13,46,39,27,10,27,19,61,22,58,19,12,16,0,80,1,468
2024-03-07 14:10:00,19,20,54,60,29,11,29,31,73,14,74,33,8,34,0,85,8,582
2024-03-07 14:20:00,16,17,63,65,31,9,34,39,85,17,85,46,7,39,1,90,4,648
2024-03-07 14:30:00,15,12,56,47,35,8,34,38,69,20,65,32,8,38,1,81,3,562
2024-03-07 14:40:00,15,16,53,67,41,15,41,39,76,17,77,34,3,34,1,83,2,614
2024-03-07 14:50:00,13,11,71,73,33,10,152,39,89,19,83,34,9,32,1,87,0,756
2024-03-07 15:00:00,12,11,61,68,28,11,92,28,91,8,90,37,1,39,4,85,2,668
2024-03-07 15:10:00,11,11,53,59,28,16,125,32,97,8,87,47,3,44,0,87,5,713
2024-03-07 15:20:00,10,14,65,71,43,10,111,41,53,15,60,31,4,32,2,95,2,659
2024-03-07 15:30:00,14,13,74,69,39,4,81,44,83,7,79,41,2,44,1,93,3,691
2024-03-07 15:40:00,15,13,75,66,50,10,108,50,68,4,71,33,0,33,0,95,6,697
2024-03-07 15:50:00,16,13,73,70,37,11,246,35,94,17,81,46,0,25,1,90,3,858
2024-03-07 16:00:00,7,16,59,64,36,8,32,34,80,12,78,45,0,47,0,103,5,626
2024-03-07 16:10:00,11,12,70,61,28,13,30,32,85,9,82,47,0,37,53,83,12,665
2024-03-07 16:20:00,8,10,98,90,37,6,39,45,76,8,75,41,4,32,91,105,2,767
2024-03-07 16:30:00,8,8,83,81,51,9,49,43,81,11,77,37,9,38,79,84,1,749
2024-03-07 16:40:00,14,16,69,66,38,9,39,40,78,5,80,41,4,43,67,77,14,700
2024-03-07 16:50:00,13,10,72,69,40,16,38,38,79,7,70,28,9,25,61,60,16,651
2024-03-07 17:00:00,11,11,76,74,31,18,36,42,87,8,80,40,8,35,70,78,7,712
2024-03-07 17:10:00,7,14,79,80,50,7,50,50,74,4,75,37,0,43,73,49,10,702
2024-03-07 17:20:00,21,17,69,72,43,0,42,41,82,9,77,49,1,38,73,74,10,718
2024-03-07 17:30:00,17,16,81,78,54,6,57,41,76,4,74,23,8,25,69,70,13,712
2024-03-07 17:40:00,6,12,78,70,36,5,200,44,85,13,75,36,9,35,78,98,10,890
2024-03-07 17:50:00,12,11,63,68,50,7,194,41,52,15,54,34,5,34,82,70,14,806
2024-03-07 18:00:00,13,10,69,55,25,14,49,33,57,14,59,44,1,39,66,61,10,619
2024-03-07 18:10:00,12,18,63,60,40,11,127,42,55,11,52,38,3,31,88,73,7,731
2024-03-07 18:20:00,14,19,102,49,32,14,68,31,73,16,77,27,7,31,68,60,8,696
2024-03-07 18:30:00,5,3,69,62,38,36,725,38,62,19,65,41,3,38,79,82,22,1387
2024-03-07 18:40:00,13,14,58,54,39,39,84,38,56,15,60,20,12,23,59,47,36,667
2024-03-07 18:50:00,13,10,56,55,27,30,64,28,62,18,66,33,15,26,69,61,24,657
2024-03-07 19:00:00,16,18,38,42,29,28,58,27,43,17,48,21,13,24,48,43,40,553
2024-03-07 19:10:00,27,19,42,46,24,30,93,32,59,15,61,19,19,20,59,43,31,639
2024-03-07 19:20:00,24,13,33,38,32,26,27,29,39,15,45,20,14,22,47,34,38,496
2024-03-07 19:30:00,23,16,21,29,18,40,17,19,33,28,35,13,14,12,39,34,27,418
2024-03-07 19:40:00,25,13,30,34,15,30,15,17,46,28,52,26,20,26,43,34,36,490
2024-03-07 19:50:00,24,16,26,26,19,32,19,20,40,34,41,26,20,24,34,38,32,471
2024-03-07 20:00:00,23,18,24,27,15,26,17,20,21,21,20,12,23,11,35,28,33,374
2024-03-07 20:10:00,18,20,23,25,16,24,15,18,35,33,34,17,16,17,28,18,23,380
2024-03-07 20:20:00,31,23,20,60,16,24,17,18,19,17,21,12,10,8,37,25,31,389
2024-03-07 20:30:00,22,31,32,28,13,22,12,16,37,21,37,13,18,17,27,21,33,400
2024-03-07 20:40:00,17,21,21,25,17,35,17,18,16,17,17,9,11,7,31,20,31,330
2024-03-07 20:50:00,26,24,26,23,14,33,15,19,29,27,28,12,24,16,26,22,27,391
2024-03-07 21:00:00,26,30,23,27,16,28,15,16,25,21,24,17,23,19,25,26,27,388
2024-03-07 21:10:00,16,24,26,30,13,29,26,14,22,23,24,17,14,14,27,22,32,373
2024-03-07 21:20:00,20,18,34,36,7,17,37,10,21,13,22,16,18,14,23,13,29,348
2024-03-07 21:30:00,20,19,18,20,7,21,835,7,26,27,25,10,20,12,18,48,27,1160
2024-03-07 21:40:00,21,21,20,28,14,26,46,20,18,24,22,15,18,13,27,18,35,386
2024-03-07 21:50:00,9,19,14,16,13,32,16,17,29,32,28,10,12,14,22,15,24,322
2024-03-07 22:00:00,15,22,18,19,6,19,20,9,18,21,20,7,17,8,20,13,29,281
2024-03-07 22:10:00,20,16,22,20,7,18,15,7,19,27,21,14,26,15,17,14,21,299
2024-03-07 22:20:00,14,19,16,19,7,18,189,9,16,24,17,11,18,13,25,24,32,471
2024-03-07 22:30:00,13,14,16,25,7,17,38,10,23,30,25,14,27,13,29,14,27,342
2024-03-07 22:40:00,16,15,14,14,7,20,11,7,20,20,19,15,24,16,19,11,31,279
2024-03-07 22:50:00,18,19,19,15,8,20,15,11,22,35,23,19,16,19,23,18,28,328
2024-03-07 23:00:00,21,17,12,8,10,25,11,10,14,18,15,10,14,8,14,6,17,230
2024-03-07 23:10:00,11,8,11,8,4,13,6,5,9,15,9,11,21,11,7,3,10,162
2024-03-07 23:20:00,6,10,6,8,5,18,7,5,7,14,8,5,8,3,10,4,15,139
2024-03-07 23:30:00,5,3,4,5,0,5,53,0,9,16,10,6,8,5,13,5,21,168
2024-03-07 23:40:00,6,8,5,3,5,9,6,6,7,9,8,4,6,3,5,1,5,96
2024-03-07 23:50:00,8,11,5,11,2,17,8,3,4,5,5,3,7,2,16,3,20,130
2024-03-08 00:00:00,6,5,4,4,3,8,3,2,6,11,6,5,8,5,7,1,11,95
2024-03-08 00:10:00,6,10,4,11,3,7,3,3,4,4,3,7,9,6,7,3,12,102
2024-03-08 00:20:00,1,5,2,3,1,10,2,2,3,9,5,0,0,0,5,2,8,58
2024-03-08 00:30:00,4,6,3,5,1,3,0,0,5,3,5,2,4,3,4,0,7,55
2024-03-08 00:40:00,1,4,1,2,4,7,3,4,3,4,3,1,2,1,4,4,4,52
2024-03-08 00:50:00,2,4,2,3,2,5,2,3,4,3,4,4,7,4,3,6,4,62
2024-03-08 01:00:00,4,6,1,5,0,3,0,0,5,10,6,2,3,2,5,1,10,63
2024-03-08 01:10:00,3,5,1,3,2,5,2,4,7,10,5,4,10,6,2,2,3,74
2024-03-08 01:20:00,0,4,0,2,2,10,3,2,6,11,6,3,8,3,4,1,6,71
2024-03-08 01:30:00,5,6,3,6,0,5,0,1,2,3,2,0,0,0,7,1,9,50
