datetime,D11Z,D12Z,D13Z,V111Z,V121Z,V131Z,D21Z,D22Z,D23Z,D24Z,D25Z,V211Z,V221Z,V231Z,V232Z,V311Z,D41Z,D42Z,D43Z,V411Z,V421Z,V431Z,D51Z,D52Z,D53Z,V511Z,V521Z,V531Z,V532Z,Total
2024-03-17 11:10:00,13,24,12,19,5,3,23,16,9,14,14,7,23,20,8,3,4,23,16,17,10,28,17,21,18,14,11,19,10,421
2024-03-17 11:20:00,25,16,16,10,2,3,38,19,11,18,12,9,37,26,8,8,12,20,11,18,9,11,15,20,22,9,13,13,10,441
2024-03-17 11:30:00,19,20,13,16,5,4,29,21,9,19,11,8,31,19,7,9,11,24,19,12,16,10,21,25,18,10,2,10,5,423
2024-03-17 11:40:00,27,15,16,16,7,8,25,20,14,13,15,10,25,23,7,6,8,17,10,12,11,25,19,27,29,13,12,17,9,456
2024-03-17 11:50:00,25,25,12,18,13,12,24,20,8,11,15,10,28,25,9,10,10,23,15,11,11,17,21,29,25,16,9,21,10,483
2024-03-17 12:00:00,23,19,15,17,10,9,26,19,15,15,11,14,26,28,13,4,7,22,14,12,13,8,19,22,18,6,9,11,6,431
2024-03-17 12:10:00,32,20,19,21,8,8,30,20,15,20,13,15,30,31,14,6,9,18,15,14,8,17,17,24,20,10,6,15,9,484
2024-03-17 12:20:00,14,33,12,22,14,13,24,16,12,14,12,12,23,25,10,9,15,20,14,17,11,13,17,19,13,12,9,11,10,446
2024-03-17 12:30:00,16,30,15,16,25,14,35,16,12,18,15,11,34,26,12,5,3,20,18,10,13,19,14,24,21,7,15,16,7,487
2024-03-17 12:40:00,26,28,14,26,8,5,21,15,9,11,10,6,21,21,6,8,11,24,16,14,10,25,23,31,19,12,15,13,6,454
2024-03-17 12:50:00,38,29,17,20,6,6,32,22,15,19,11,10,32,26,11,13,17,24,21,12,15,22,17,23,18,10,13,13,10,522
2024-03-17 13:00:00,14,44,10,17,6,5,29,19,13,13,11,12,28,25,13,7,17,33,19,14,15,20,16,26,18,14,12,16,14,500
2024-03-17 13:10:00,22,22,12,16,8,7,29,25,20,15,12,15,28,34,20,7,7,16,12,14,8,17,27,34,20,22,10,15,11,505
2024-03-17 13:20:00,14,38,11,22,9,10,35,27,19,21,16,14,38,38,11,11,13,24,15,10,13,19,13,15,19,19,15,15,15,539
2024-03-17 13:30:00,17,32,11,25,10,9,40,25,12,24,17,12,33,38,10,6,11,22,17,13,9,15,17,25,22,13,11,14,12,522
2024-03-17 13:40:00,11,22,9,17,7,7,34,20,15,20,13,12,37,29,8,5,14,20,22,18,17,17,20,27,20,11,11,16,11,490
2024-03-17 13:50:00,19,22,13,14,16,12,32,14,5,20,14,11,34,22,6,8,13,23,22,14,12,12,19,31,21,13,10,10,10,472
2024-03-17 14:00:00,27,29,13,16,8,9,39,26,13,18,21,10,38,32,9,7,10,25,13,16,8,13,15,19,21,16,8,16,14,509
2024-03-17 14:10:00,47,31,18,21,9,9,33,23,14,23,20,16,32,34,14,9,16,13,16,8,12,19,17,26,22,20,12,16,15,565
2024-03-17 14:20:00,20,38,12,25,13,13,33,20,11,15,15,10,33,23,10,10,16,22,20,14,13,22,18,29,34,18,8,22,13,550
2024-03-17 14:30:00,23,26,16,17,10,8,30,24,12,14,11,13,53,28,9,6,8,25,19,16,15,28,14,22,22,14,15,18,15,531
2024-03-17 14:40:00,19,39,10,24,18,13,29,20,14,15,9,10,31,23,8,12,14,24,28,16,18,21,23,30,31,17,14,22,9,561
2024-03-17 14:50:00,19,49,16,23,10,11,38,22,11,19,18,10,35,29,13,10,18,24,21,16,15,17,21,28,25,13,12,16,9,568
2024-03-17 15:00:00,10,38,8,24,13,10,31,22,14,18,16,10,33,33,12,7,10,19,18,13,13,15,17,18,22,24,12,19,16,515
2024-03-17 15:10:00,11,29,10,17,15,8,32,20,15,17,11,10,32,25,10,10,15,19,21,13,14,17,11,20,22,16,10,17,13,480
2024-03-17 15:20:00,23,29,18,19,6,7,31,12,18,14,9,11,32,25,9,10,8,16,12,10,10,15,17,25,26,18,8,23,11,472
2024-03-17 15:30:00,12,33,11,17,7,7,36,19,12,14,11,9,25,27,9,11,11,29,22,15,11,25,13,19,15,16,17,8,11,472
2024-03-17 15:40:00,15,27,10,18,11,13,35,17,13,21,14,10,35,26,12,5,7,20,22,13,16,17,18,22,18,11,9,13,10,478
2024-03-17 15:50:00,22,38,18,15,14,10,40,15,9,21,13,9,40,21,6,10,15,29,19,12,13,18,21,30,24,19,15,15,15,546
2024-03-17 16:00:00,10,23,7,18,9,8,28,24,19,16,18,14,28,35,13,4,10,22,14,13,10,13,14,20,20,13,11,19,11,464
2024-03-17 16:10:00,18,26,11,20,6,5,37,19,10,24,13,10,38,25,8,9,18,23,11,14,11,20,19,22,12,20,16,12,12,489
2024-03-17 16:20:00,27,29,17,20,14,10,26,23,12,14,15,11,27,32,11,5,8,18,12,16,11,15,16,21,29,19,8,20,14,500
2024-03-17 16:30:00,30,28,24,17,13,14,35,27,14,17,16,12,36,30,13,9,40,17,21,17,11,36,31,25,21,12,10,14,9,599
2024-03-17 16:40:00,25,28,13,20,9,9,20,16,8,14,11,8,21,24,11,8,12,30,17,21,13,17,15,15,12,17,13,11,16,454
2024-03-17 16:50:00,20,26,13,17,12,13,36,19,15,16,12,12,38,30,14,7,12,20,19,12,15,19,14,18,21,22,12,18,13,515
2024-03-17 17:00:00,21,47,17,14,11,9,40,29,17,19,10,17,44,35,15,8,16,17,17,12,13,16,19,21,19,21,15,14,12,565
2024-03-17 17:10:00,19,36,10,17,11,10,34,16,17,18,10,13,37,23,13,6,5,31,23,18,13,21,19,25,18,22,18,10,14,527
2024-03-17 17:20:00,21,26,14,20,12,8,32,22,18,23,14,16,35,35,10,14,11,30,60,13,13,67,18,29,27,18,11,13,15,645
2024-03-17 17:30:00,14,34,10,18,7,8,33,29,15,16,16,13,36,37,10,12,14,28,23,9,12,14,20,24,20,21,9,15,10,527
2024-03-17 17:40:00,11,32,11,19,13,9,41,32,20,13,16,16,44,46,18,9,15,31,16,14,14,13,16,20,21,17,9,17,13,566
2024-03-17 17:50:00,15,33,12,26,7,5,38,20,11,16,11,9,38,22,11,7,11,25,17,11,13,22,17,26,18,24,10,14,13,502
2024-03-17 18:00:00,13,30,11,12,9,8,34,25,17,21,19,12,37,30,15,13,14,24,23,10,18,20,19,28,19,35,10,15,15,556
2024-03-17 18:10:00,20,32,14,24,10,9,30,21,13,18,20,11,32,28,8,7,8,28,25,19,12,19,17,24,24,20,13,18,14,538
2024-03-17 18:20:00,19,29,13,21,8,7,32,18,16,17,16,17,34,29,13,7,8,22,18,18,18,20,17,22,22,21,16,15,13,526
2024-03-17 18:30:00,12,30,10,19,7,8,32,21,13,18,19,11,37,28,8,3,10,14,12,11,9,18,14,21,16,20,10,10,16,457
2024-03-17 18:40:00,10,25,14,22,12,8,29,13,9,17,12,8,26,20,9,7,7,19,14,23,13,11,18,21,19,18,9,17,13,443
2024-03-17 18:50:00,11,25,9,22,4,7,22,19,12,25,34,9,24,20,6,6,4,19,14,19,15,16,20,18,17,16,18,19,18,468
2024-03-17 19:00:00,19,27,18,21,7,10,19,157,14,11,20,15,21,24,13,2,5,22,15,32,16,15,24,17,14,12,12,21,16,619
2024-03-17 19:10:00,13,29,12,21,11,3,21,14,6,18,23,8,22,15,9,7,10,22,10,27,15,14,14,13,18,12,12,17,12,428
2024-03-17 19:20:00,12,20,10,19,10,12,23,14,9,15,18,9,24,19,11,6,8,14,7,16,11,12,16,11,10,13,9,9,13,380
2024-03-17 19:30:00,10,22,13,27,7,12,17,10,9,21,15,5,18,15,7,1,1,24,16,34,19,12,13,13,12,13,12,8,13,399
2024-03-17 19:40:00,18,27,16,18,5,7,20,6,4,18,6,1,22,7,3,7,12,18,14,26,13,12,23,14,14,13,5,16,14,379
2024-03-17 19:50:00,16,18,17,16,5,8,27,11,2,16,13,2,25,12,3,5,10,19,22,22,32,14,22,19,18,15,10,25,16,440
2024-03-17 20:00:00,14,32,17,23,6,7,14,10,9,16,14,9,14,15,14,5,6,13,10,17,15,15,17,16,19,12,10,19,10,398
2024-03-17 20:10:00,95,39,15,16,3,11,18,16,7,21,15,6,19,15,13,8,9,15,12,20,10,21,21,16,8,15,7,14,16,501
2024-03-17 20:20:00,21,28,6,17,13,21,13,12,11,15,10,7,13,16,12,1,2,15,12,23,19,11,31,19,13,18,10,12,17,418
2024-03-17 20:30:00,13,20,14,20,5,10,20,17,17,16,24,10,22,20,9,2,2,17,9,18,10,11,15,15,13,5,10,13,2,379
2024-03-17 20:40:00,12,26,16,17,3,3,11,5,5,15,8,5,14,10,10,1,0,19,11,20,18,13,21,20,12,10,9,12,13,339
2024-03-17 20:50:00,7,15,6,17,8,6,12,9,10,10,18,10,12,15,11,2,2,14,8,24,7,8,21,13,13,12,4,15,15,324
2024-03-17 21:00:00,6,16,6,18,5,7,9,5,5,10,10,5,9,8,5,9,7,12,12,17,16,8,15,7,6,8,6,7,9,263
2024-03-17 21:10:00,8,18,10,19,7,8,17,4,5,12,7,4,17,6,5,4,4,15,11,16,9,11,11,10,11,7,6,13,7,282
2024-03-17 21:20:00,8,15,8,14,13,9,16,8,12,14,12,11,15,14,10,2,2,9,6,15,7,10,17,12,10,7,3,12,9,300
2024-03-17 21:30:00,5,17,6,19,1,1,17,7,3,12,9,3,17,9,4,4,10,13,12,17,14,7,12,10,6,8,3,5,8,259
2024-03-17 21:40:00,7,22,7,23,5,6,10,6,1,17,8,1,11,6,2,0,0,11,9,17,9,5,9,10,11,1,1,10,1,226
2024-03-17 21:50:00,10,23,14,20,3,3,13,10,5,8,11,6,11,10,7,6,3,14,7,16,10,9,12,8,3,8,8,6,9,273
2024-03-17 22:00:00,10,13,13,16,5,5,9,2,2,13,6,2,9,5,4,2,4,7,4,13,8,8,9,7,4,7,7,3,7,204
2024-03-17 22:10:00,4,24,6,15,5,4,8,4,3,14,4,1,8,5,1,2,3,2,4,3,3,10,14,12,9,11,6,12,11,208
2024-03-17 22:20:00,10,9,11,10,3,3,7,6,2,9,9,2,7,7,2,0,0,6,7,14,5,5,15,6,5,8,5,7,12,192
2024-03-17 22:30:00,5,17,4,18,9,5,9,4,5,11,6,4,8,7,3,0,0,7,4,10,3,8,5,4,1,3,5,1,4,170
2024-03-17 22:40:00,5,8,5,8,4,7,5,3,1,8,5,1,7,3,1,0,0,5,1,7,2,2,12,10,5,1,1,6,1,124
2024-03-17 22:50:00,4,8,6,7,6,7,5,2,1,5,2,0,4,3,0,1,0,3,2,2,2,4,9,6,3,3,2,2,3,102
2024-03-17 23:00:00,0,8,0,11,2,3,4,3,2,6,3,2,4,3,2,1,0,8,2,11,2,6,3,2,1,7,4,1,7,108
2024-03-17 23:10:00,2,11,3,13,5,6,5,3,3,4,4,1,4,3,3,1,1,3,2,4,2,6,9,5,7,7,3,6,7,133
2024-03-17 23:20:00,2,5,3,6,2,3,5,3,2,8,4,1,5,4,4,0,0,2,3,4,3,1,4,3,1,0,1,2,0,81
2024-03-17 23:30:00,2,10,2,11,1,0,2,1,2,2,3,2,2,3,2,0,0,5,3,7,1,3,6,5,1,2,3,1,2,84
2024-03-17 23:40:00,0,4,0,3,4,4,5,2,0,6,0,0,5,0,0,0,0,2,1,2,2,6,5,3,5,0,4,7,0,70
2024-03-17 23:50:00,0,3,0,4,0,0,2,2,0,4,2,0,2,2,2,0,0,1,2,1,2,5,7,4,0,1,1,0,1,48
2024-03-18 00:00:00,1,3,1,5,2,3,2,0,1,3,1,1,2,0,0,0,0,3,2,2,2,2,4,2,3,4,0,7,3,59
2024-03-18 00:10:00,1,5,1,6,1,3,4,0,0,3,0,0,3,0,1,0,0,1,0,1,0,2,6,4,1,2,1,1,2,49
2024-03-18 00:20:00,0,4,0,3,0,0,5,2,1,4,5,1,5,3,1,0,0,3,1,5,1,3,3,3,0,1,2,0,1,57
2024-03-18 00:30:00,0,4,0,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,3,1,0,0,3,1,2,4,37
2024-03-18 00:40:00,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,0,0,2,2,3,1,1,2,1,0,1,0,0,1,37
2024-03-18 00:50:00,0,5,0,5,1,2,3,1,0,3,2,0,3,1,0,0,0,2,2,3,2,2,1,2,2,2,2,3,2,51
2024-03-18 01:00:00,1,4,2,7,3,5,6,0,0,7,2,0,6,0,0,0,0,0,2,0,4,2,6,3,4,5,1,3,3,76
2024-03-18 01:10:00,2,2,2,1,1,2,0,1,1,0,3,2,0,2,1,0,0,2,1,4,0,1,3,0,0,1,1,0,1,34
2024-03-18 01:20:00,1,3,1,3,1,1,2,1,1,4,2,1,4,2,2,0,0,3,2,2,2,2,3,3,2,0,0,3,0,51
2024-03-18 01:30:00,2,4,3,3,2,3,4,1,0,4,1,0,3,1,0,0,0,2,0,3,0,2,1,1,0,2,1,0,2,45
2024-03-18 01:40:00,0,2,0,3,0,0,1,1,0,1,1,0,1,1,0,0,0,1,2,1,2,3,3,2,1,0,0,1,0,27
2024-03-18 01:50:00,0,2,0,2,1,1,2,2,0,2,2,0,2,2,0,0,0,1,2,0,3,3,0,0,0,1,1,0,1,30
2024-03-18 02:00:00,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,2,0,0,2,23
2024-03-18 02:10:00,1,2,1,3,0,0,3,1,0,4,1,0,3,1,0,0,0,2,0,3,0,0,4,2,1,0,0,0,0,32
2024-03-18 02:20:00,0,2,0,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,3,0,5,3,1,1,0,1,1,25
2024-03-18 02:30:00,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,1,1,3,2,1,1,1,2,0,23
2024-03-18 02:40:00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,1,11
2024-03-18 02:50:00,0,0,0,0,1,2,2,1,1,3,3,1,2,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1,24
2024-03-18 03:00:00,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,3,1,1,0,2,1,22
2024-03-18 03:10:00,0,4,0,6,1,1,1,2,2,2,3,1,1,2,3,0,0,2,11,3,0,1,5,3,0,0,0,0,0,54
2024-03-18 03:20:00,0,4,0,5,1,1,1,3,3,1,5,3,1,3,7,0,0,2,1,3,0,6,7,3,0,0,1,0,0,61
2024-03-18 03:30:00,4,0,4,0,0,0,3,2,1,3,4,1,3,3,1,0,0,0,0,0,0,1,7,3,1,3,0,2,6,52
2024-03-18 03:40:00,2,2,0,2,0,0,5,1,0,6,5,0,5,1,0,0,0,1,0,1,0,2,4,4,0,0,0,0,0,41
2024-03-18 03:50:00,3,1,4,1,0,0,6,0,0,5,3,0,6,0,0,0,0,0,1,0,2,1,3,2,0,0,1,0,0,39
2024-03-18 04:00:00,2,4,2,3,1,2,0,1,1,0,1,1,0,1,4,0,0,2,2,2,0,2,3,1,1,0,0,1,0,37
2024-03-18 04:10:00,1,2,1,1,0,0,1,2,0,1,3,0,1,2,0,3,1,5,0,8,1,5,14,8,1,2,2,4,3,72
2024-03-18 04:20:00,2,1,3,1,2,0,4,1,0,4,2,0,4,1,0,0,0,1,0,1,0,2,3,2,1,2,0,1,2,40
2024-03-18 04:30:00,1,2,1,1,1,1,6,3,1,7,2,1,6,3,1,0,1,2,3,2,2,2,6,5,0,0,1,0,0,61
2024-03-18 04:40:00,1,0,1,0,1,1,6,2,1,6,2,0,6,1,0,1,1,3,3,5,2,1,7,6,2,1,1,3,1,65
2024-03-18 04:50:00,0,1,0,1,4,1,12,4,0,13,3,0,13,1,0,1,1,2,2,3,2,3,9,5,1,0,4,2,0,88
2024-03-18 05:00:00,3,3,2,3,2,2,19,8,2,17,11,3,19,8,1,4,3,4,4,4,3,4,16,5,4,4,3,7,9,177
2024-03-18 05:10:00,4,5,3,6,0,0,19,5,2,13,12,3,20,6,2,0,0,8,8,8,8,10,21,13,7,3,7,5,3,201
2024-03-18 05:20:00,4,7,2,5,3,8,22,18,4,20,10,2,25,10,4,2,4,5,1,6,0,13,17,15,6,3,6,6,5,233
2024-03-18 05:30:00,2,7,3,7,1,1,24,13,4,36,12,1,23,10,0,1,1,5,4,6,3,9,18,12,5,4,6,11,4,233
2024-03-18 05:40:00,6,9,5,9,1,3,34,16,5,17,19,2,37,18,3,4,4,7,40,8,2,6,21,18,14,9,5,20,13,355
2024-03-18 05:50:00,4,7,4,7,5,4,38,16,7,18,12,9,36,17,6,3,8,9,8,11,7,14,28,21,12,2,2,12,4,331
2024-03-18 06:00:00,0,3,0,4,3,3,35,19,4,17,25,5,37,24,3,1,5,5,6,6,8,8,24,21,11,5,7,12,6,307
2024-03-18 06:10:00,13,13,15,13,4,7,35,19,6,14,13,6,38,23,8,2,3,9,10,7,7,16,13,14,14,6,5,9,8,350
2024-03-18 06:20:00,10,11,10,8,3,4,46,26,11,8,17,5,47,31,12,1,4,8,10,6,12,9,20,17,20,4,7,13,5,385
2024-03-18 06:30:00,14,11,9,11,9,14,43,24,8,15,16,6,44,26,5,4,12,15,19,10,12,16,19,21,15,5,8,11,5,427
2024-03-18 06:40:00,13,18,9,13,6,5,64,26,12,13,21,8,61,33,9,5,7,12,14,10,9,19,21,27,27,9,10,21,6,508
2024-03-18 06:50:00,25,17,15,18,6,8,57,16,10,24,12,12,58,23,14,8,15,18,19,12,12,16,22,25,27,9,10,20,8,536
2024-03-18 07:00:00,13,27,10,18,6,8,265,35,18,15,17,15,73,44,14,7,12,12,21,5,9,21,20,28,21,9,8,12,8,771
2024-03-18 07:10:00,19,32,13,24,10,9,71,38,17,16,21,13,71,44,23,11,10,22,26,14,14,30,25,33,30,18,17,20,4,695
2024-03-18 07:20:00,15,28,12,24,10,10,71,36,15,6,16,9,71,39,7,13,16,26,35,6,9,40,22,41,43,12,16,22,12,682
2024-03-18 07:30:00,17,34,14,20,10,10,80,30,18,10,12,11,80,33,17,13,17,35,40,8,10,29,16,45,61,17,11,20,14,732
2024-03-18 07:40:00,23,30,15,26,20,14,61,51,17,10,18,9,67,53,16,12,19,31,45,2,2,38,5,45,54,14,14,9,9,729
2024-03-18 07:50:00,30,42,14,14,15,16,63,37,21,6,22,14,65,48,21,17,16,36,60,0,5,35,21,51,60,15,20,33,11,808
2024-03-18 08:00:00,14,32,10,20,10,10,89,55,26,18,22,21,89,64,24,17,30,36,48,1,4,40,29,35,35,14,13,31,8,845
2024-03-18 08:10:00,21,32,15,19,13,6,32,23,10,5,10,10,37,26,9,19,26,27,34,2,0,27,4,29,35,12,18,5,5,511
2024-03-18 08:20:00,26,30,20,25,20,13,43,35,16,1,16,11,44,46,16,13,20,31,38,4,3,40,9,39,41,16,10,7,10,643
2024-03-18 08:30:00,27,39,19,27,10,5,55,37,18,4,13,12,49,54,16,15,21,29,39,2,4,31,11,32,36,18,12,12,7,654
2024-03-18 08:40:00,21,46,15,24,12,13,44,32,16,7,19,15,47,46,17,11,13,42,46,1,2,30,16,25,28,16,12,21,3,640
2024-03-18 08:50:00,21,23,16,15,9,7,72,40,30,15,19,7,77,38,22,10,16,23,27,7,10,48,19,42,45,21,9,22,0,710
2024-03-18 09:00:00,26,28,19,24,10,14,55,33,28,11,14,21,56,62,26,10,14,32,34,7,9,32,13,23,30,19,16,19,10,695
2024-03-18 09:10:00,16,29,9,18,11,11,51,31,20,21,15,14,49,29,16,5,10,25,30,11,13,27,26,28,32,57,13,30,10,657
2024-03-18 09:20:00,18,29,13,15,8,6,48,36,15,24,22,15,50,50,14,8,13,22,31,10,10,32,24,28,41,16,12,36,15,661
2024-03-18 09:30:00,22,39,9,24,13,10,40,29,17,2,9,10,41,36,8,6,5,20,22,3,7,25,7,30,27,10,11,9,12,503
2024-03-18 09:40:00,19,43,12,16,8,8,36,34,14,4,11,12,39,45,8,7,9,16,19,3,6,37,15,24,23,15,13,12,6,514
2024-03-18 09:50:00,20,34,13,12,11,13,54,41,22,7,16,22,53,55,26,7,9,33,42,2,1,31,20,35,26,24,11,18,14,672
2024-03-18 10:00:00,12,28,9,19,14,13,63,42,20,15,19,19,61,48,18,7,14,28,28,9,9,24,15,25,30,12,10,22,11,644
2024-03-18 10:10:00,16,25,11,20,11,8,44,24,15,15,12,14,45,35,11,4,3,33,31,13,13,27,19,18,20,24,15,15,17,558
2024-03-18 10:20:00,17,21,13,13,7,4,33,26,14,11,14,13,35,28,11,3,4,12,13,4,4,29,21,21,25,18,15,17,14,460
2024-03-18 10:30:00,18,31,10,18,10,6,50,37,19,9,19,17,50,48,18,4,7,24,35,8,9,41,27,20,30,22,15,19,16,637
2024-03-18 10:40:00,17,33,12,20,9,6,47,34,25,5,13,14,45,116,22,5,7,18,21,11,10,18,23,24,18,22,13,11,13,632
2024-03-18 10:50:00,12,36,9,22,9,5,46,25,24,13,20,16,51,203,13,3,5,22,21,13,13,21,17,21,31,377,17,12,12,1089
2024-03-18 11:00:00,13,38,9,18,6,6,38,27,20,19,12,19,38,35,16,6,5,27,32,13,14,29,19,28,38,21,17,17,14,594
2024-03-18 11:10:00,22,38,14,14,19,14,37,28,28,15,18,16,24,47,22,5,8,29,35,9,11,42,20,22,26,17,15,18,13,626
2024-03-18 11:20:00,14,46,9,28,15,12,51,40,22,12,24,14,54,46,19,6,9,24,20,14,12,28,19,23,22,22,14,14,12,645
2024-03-18 11:30:00,13,36,8,17,7,7,43,23,19,20,19,17,45,35,13,4,15,27,26,12,10,44,21,22,20,19,15,18,13,588
2024-03-18 11:40:00,16,41,14,23,17,11,42,33,15,18,24,13,47,39,10,7,8,29,31,14,15,33,25,28,45,20,12,23,15,668
2024-03-18 11:50:00,19,39,6,23,12,7,35,23,17,11,14,14,34,38,20,4,7,27,20,14,12,36,25,27,19,20,24,13,14,574
2024-03-18 12:00:00,11,50,7,14,11,10,44,26,20,13,17,9,40,36,8,3,5,17,20,6,9,36,15,16,25,20,20,21,15,544
2024-03-18 12:10:00,12,42,12,19,15,9,37,32,21,12,21,19,38,42,14,6,8,32,30,16,14,21,18,33,32,21,9,20,10,615
2024-03-18 12:20:00,13,25,7,18,12,8,53,33,29,19,16,16,56,45,17,7,8,16,19,7,8,18,17,25,29,26,13,16,12,588
2024-03-18 12:30:00,20,43,10,27,8,7,52,34,25,19,22,15,55,44,20,5,9,26,23,14,13,18,23,32,31,18,15,23,10,661
2024-03-18 12:40:00,15,40,13,19,14,7,37,29,20,11,19,18,36,41,12,8,11,18,22,8,10,32,12,32,32,19,16,19,7,577
2024-03-18 12:50:00,24,40,15,24,16,13,39,33,23,10,16,15,42,36,12,1,2,23,22,3,11,31,21,26,31,19,10,16,11,585
2024-03-18 13:00:00,8,41,8,18,11,6,41,70,18,14,21,16,41,42,14,7,9,32,29,12,13,20,22,39,38,25,9,17,13,654
2024-03-18 13:10:00,21,49,16,31,15,6,25,117,14,3,7,11,33,34,14,7,16,16,17,6,6,25,9,24,30,11,16,6,3,588
2024-03-18 13:20:00,27,54,15,19,12,6,69,749,34,14,26,1,78,119,28,9,16,25,36,7,8,23,12,40,48,23,7,21,1,1527
2024-03-18 13:30:00,21,35,9,11,17,13,60,114,26,14,18,19,56,54,18,5,10,27,34,1,2,32,17,33,31,22,16,16,1,732
2024-03-18 13:40:00,17,48,10,24,20,8,38,129,19,7,18,11,41,36,16,9,9,26,29,0,7,22,10,35,36,22,13,9,5,674
2024-03-18 13:50:00,19,39,11,24,17,12,41,475,13,12,10,9,42,31,9,10,9,26,33,0,2,42,22,30,29,28,21,14,17,1047
2024-03-18 14:00:00,16,45,8,21,14,9,49,208,22,8,19,9,53,38,21,7,11,26,32,0,9,33,12,25,33,19,23,12,5,787
2024-03-18 14:10:00,16,39,12,13,17,11,69,407,31,11,15,11,68,82,15,14,19,32,31,11,18,34,19,33,40,22,15,18,15,1138
2024-03-18 14:20:00,25,50,11,25,16,11,48,519,20,4,8,7,43,29,12,6,11,19,25,1,6,38,9,36,37,14,12,8,6,1056
2024-03-18 14:30:00,7,42,5,21,12,10,48,395,19,6,10,17,48,41,21,7,13,27,27,9,8,21,11,36,43,21,15,16,14,970
2024-03-18 14:40:00,17,41,14,23,22,13,56,528,31,14,20,17,57,56,27,6,6,29,27,7,6,20,16,30,42,15,17,17,7,1181
2024-03-18 14:50:00,23,54,15,25,19,17,48,164,21,5,11,10,50,33,12,8,12,18,20,1,5,19,10,42,38,18,11,13,1,723
2024-03-18 15:00:00,20,46,10,23,15,4,49,87,20,9,18,17,220,85,23,9,18,33,35,12,6,25,11,38,41,18,10,7,4,913
2024-03-18 15:10:00,18,37,11,27,26,7,67,43,19,12,22,12,67,58,14,14,5,32,27,2,8,20,15,41,51,18,10,17,1,701
2024-03-18 15:20:00,21,50,19,29,20,15,48,20,23,20,12,4,53,27,14,12,14,28,41,2,5,23,18,193,48,21,13,18,3,814
2024-03-18 15:30:00,22,44,12,26,13,6,53,27,20,12,17,5,65,29,11,9,18,21,19,3,5,16,17,39,34,19,9,16,1,588
2024-03-18 15:40:00,22,42,17,30,32,11,60,25,17,7,10,0,65,21,12,9,17,33,42,4,4,27,11,41,50,18,8,8,0,643
2024-03-18 15:50:00,25,61,14,26,16,13,50,29,21,5,15,3,53,40,16,11,16,19,32,5,4,19,7,36,48,16,7,12,1,620
2024-03-18 16:00:00,24,39,17,19,25,15,73,40,17,19,18,3,72,183,14,12,18,30,37,7,12,29,8,53,53,21,15,21,0,894
2024-03-18 16:10:00,41,56,12,25,22,36,49,23,48,6,12,6,49,45,18,11,13,27,27,0,2,25,15,47,43,22,14,7,0,701
2024-03-18 16:20:00,26,52,18,35,19,9,34,29,12,1,9,7,35,43,16,10,10,30,26,6,14,17,9,32,36,15,7,6,0,563
2024-03-18 16:30:00,29,53,16,25,24,6,48,32,19,8,13,9,53,47,31,11,10,23,25,1,8,25,4,45,50,19,6,10,1,651
2024-03-18 16:40:00,19,62,12,39,26,13,37,25,14,0,3,16,38,35,25,12,18,27,30,4,10,24,1,38,38,16,8,5,0,595
2024-03-18 16:50:00,21,49,13,38,19,11,41,21,284,4,19,6,259,33,32,13,13,25,23,10,7,23,5,46,46,19,15,10,0,1105
2024-03-18 17:00:00,24,61,18,34,21,10,50,27,15,2,19,1,138,26,20,9,13,21,21,9,19,27,12,35,47,16,7,8,3,713
2024-03-18 17:10:00,26,35,16,17,16,5,42,23,18,10,8,1,46,19,27,14,13,31,25,12,11,22,12,35,41,20,8,4,0,557
2024-03-18 17:20:00,24,57,16,20,24,15,75,46,25,30,31,5,83,36,24,9,18,35,42,5,4,33,11,189,73,24,12,40,0,1006
2024-03-18 17:30:00,24,56,8,21,21,14,65,36,25,16,13,8,68,40,20,8,11,31,35,6,9,18,19,37,37,15,12,15,0,688
2024-03-18 17:40:00,23,48,12,28,21,10,88,402,73,23,22,4,96,23,18,7,15,30,36,2,7,24,25,64,63,22,13,23,0,1222
2024-03-18 17:50:00,22,51,19,29,19,15,55,813,16,17,15,46,59,20,15,10,15,27,23,8,12,27,7,42,48,17,11,13,1,1472
2024-03-18 18:00:00,13,99,10,23,14,8,73,478,32,19,19,9,76,35,16,6,8,21,23,13,11,23,24,56,54,28,17,18,1,1227
2024-03-18 18:10:00,25,58,15,29,19,10,50,150,23,19,17,8,71,38,17,7,13,30,22,10,13,18,17,33,36,20,11,14,3,796
2024-03-18 18:20:00,18,56,13,23,20,15,73,291,25,21,24,4,141,29,17,8,15,29,26,11,10,21,18,52,52,22,14,17,0,1065
2024-03-18 18:30:00,14,44,27,21,16,10,55,147,23,9,16,15,53,43,12,7,7,27,23,17,10,17,12,39,48,14,12,16,9,763
