datetime,D11Z,D12Z,D13Z,V111Z,V121Z,V131Z,D21Z,D22Z,D23Z,D24Z,D25Z,V211Z,V221Z,V231Z,V232Z,V311Z,D41Z,D42Z,D43Z,V411Z,V421Z,V431Z,D51Z,D52Z,D53Z,V511Z,V521Z,V531Z,V532Z,Total
2024-03-05 09:40:00,13,32,12,17,8,7,51,37,23,20,18,19,48,47,17,9,13,24,40,12,13,28,19,24,22,22,14,17,11,637
2024-03-05 09:50:00,23,31,20,20,5,5,46,16,13,13,14,11,48,26,11,7,12,25,20,16,13,29,16,26,24,15,15,18,11,549
2024-03-05 10:00:00,19,28,12,20,5,5,41,28,16,14,18,15,37,36,13,8,17,22,22,15,15,26,17,24,22,21,15,13,16,560
2024-03-05 10:10:00,20,32,11,25,14,13,34,13,15,15,6,11,35,24,13,5,6,19,33,13,13,23,19,24,22,16,20,49,13,556
2024-03-05 10:20:00,19,39,12,19,8,7,40,22,14,20,18,11,41,27,10,9,11,29,22,12,13,17,20,27,20,21,14,21,14,557
2024-03-05 10:30:00,18,23,10,10,12,6,47,37,22,18,19,14,49,38,14,3,5,28,23,16,17,23,15,19,24,19,16,18,15,578
2024-03-05 10:40:00,16,30,10,33,8,7,47,30,16,11,17,17,45,38,14,7,13,27,28,13,13,14,14,20,19,28,12,12,16,575
2024-03-05 10:50:00,19,39,11,26,9,7,38,27,17,17,14,17,42,31,14,6,12,23,28,9,12,25,19,19,22,18,17,16,14,568
2024-03-05 11:00:00,17,41,9,66,11,10,39,97,21,16,22,14,38,38,16,7,11,15,19,9,8,20,14,21,22,16,8,20,7,652
2024-03-05 11:10:00,23,39,16,20,5,6,35,43,18,19,13,11,35,34,9,5,13,26,18,20,8,19,21,31,31,23,10,24,16,591
2024-03-05 11:20:00,13,43,12,26,9,6,44,34,16,16,20,15,45,40,14,9,21,24,21,14,14,28,23,29,26,36,13,18,43,672
2024-03-05 11:30:00,20,30,18,21,15,13,32,23,17,15,12,14,35,31,12,8,9,32,23,13,12,26,19,23,19,22,16,13,13,556
2024-03-05 11:40:00,15,30,11,17,8,8,45,32,19,16,15,16,45,33,19,5,6,19,17,11,13,21,21,29,28,29,10,16,17,571
2024-03-05 11:50:00,22,45,11,24,15,12,38,15,15,9,10,7,38,21,9,2,6,27,23,11,12,28,22,33,34,21,14,18,12,554
2024-03-05 12:00:00,11,44,9,23,14,12,38,27,21,18,19,17,38,36,15,5,5,26,22,17,16,27,12,26,22,26,14,12,15,587
2024-03-05 12:10:00,15,41,12,17,13,15,32,19,19,12,13,13,32,39,11,6,10,30,22,9,11,26,18,27,32,13,14,18,12,551
2024-03-05 12:20:00,21,39,12,26,13,12,36,40,22,21,17,16,38,51,13,3,4,25,24,17,12,24,20,30,34,27,13,22,15,647
2024-03-05 12:30:00,16,37,8,22,52,7,27,24,21,10,12,15,29,42,12,4,4,23,22,7,16,24,14,29,30,24,12,14,17,574
2024-03-05 12:40:00,11,38,7,24,14,13,46,26,15,14,15,14,50,32,19,5,2,32,27,16,14,26,17,32,42,16,15,20,11,613
2024-03-05 12:50:00,11,32,10,19,20,11,41,18,17,18,14,11,40,29,10,5,6,34,26,8,12,20,22,25,25,22,12,21,18,557
2024-03-05 13:00:00,16,35,14,28,24,16,49,112,25,23,15,19,50,34,15,6,5,24,27,12,15,24,15,29,36,24,9,12,12,725
2024-03-05 13:10:00,24,50,18,32,18,16,41,26,26,7,20,15,42,40,14,6,10,24,24,11,12,19,17,22,23,20,9,16,10,612
2024-03-05 13:20:00,12,37,10,17,14,11,62,37,21,14,18,14,60,47,23,7,13,25,25,10,10,19,23,37,39,20,14,22,19,680
2024-03-05 13:30:00,19,41,18,23,15,15,34,25,14,16,20,16,35,38,12,7,9,26,24,10,19,62,20,30,34,17,15,22,13,649
2024-03-05 13:40:00,13,60,10,26,17,11,49,28,24,19,23,9,44,34,16,4,7,39,37,15,16,30,16,30,30,22,11,14,13,667
2024-03-05 13:50:00,17,34,13,19,13,14,35,25,18,16,18,14,35,41,16,5,10,33,31,11,18,50,14,30,32,21,26,12,16,637
2024-03-05 14:00:00,16,43,5,19,23,11,47,35,21,14,15,19,47,43,14,11,15,31,30,7,11,17,23,30,31,23,11,11,16,639
2024-03-05 14:10:00,32,47,14,31,18,10,54,35,22,21,21,19,53,48,15,7,8,28,27,14,12,25,19,33,36,21,12,21,18,721
2024-03-05 14:20:00,18,52,12,23,19,16,40,38,18,21,21,17,45,39,12,6,9,37,35,9,9,30,17,24,33,22,16,17,15,670
2024-03-05 14:30:00,16,38,6,24,21,13,43,105,20,6,17,9,44,39,19,4,9,27,19,9,14,23,18,28,37,22,13,20,10,673
2024-03-05 14:40:00,12,57,12,21,26,14,50,33,24,14,21,18,52,42,18,9,9,34,37,0,8,27,17,26,36,20,17,23,11,688
2024-03-05 14:50:00,18,43,10,15,16,14,51,35,20,6,15,17,52,44,18,10,14,26,30,7,9,26,16,38,44,20,15,17,13,659
2024-03-05 15:00:00,10,46,8,21,19,10,55,33,26,21,17,17,55,39,13,8,13,25,30,11,10,24,23,34,35,23,15,21,11,673
2024-03-05 15:10:00,18,40,13,22,18,4,50,22,22,19,13,13,52,39,20,13,20,37,37,18,12,26,17,27,35,18,8,22,12,667
2024-03-05 15:20:00,19,49,17,25,25,14,55,35,18,18,21,11,55,42,14,9,14,28,20,17,13,43,23,42,57,17,16,32,10,759
2024-03-05 15:30:00,19,39,14,21,14,12,53,29,29,11,17,16,60,46,12,7,16,29,23,7,8,26,18,41,39,71,12,18,8,715
2024-03-05 15:40:00,15,46,14,30,24,11,53,31,22,21,19,15,54,46,15,9,11,28,20,16,12,23,22,34,36,20,14,22,10,693
2024-03-05 15:50:00,17,50,10,21,20,14,75,31,21,19,21,5,74,33,13,10,13,27,24,13,21,24,31,47,45,19,12,29,8,747
2024-03-05 16:00:00,25,57,17,31,28,18,54,25,21,17,16,16,55,37,20,7,12,27,24,12,13,31,25,38,37,32,12,21,4,732
2024-03-05 16:10:00,52,44,12,20,28,18,69,42,29,14,23,16,70,53,20,9,10,31,35,14,10,24,26,49,56,24,14,22,0,834
2024-03-05 16:20:00,20,63,16,26,22,13,51,27,25,9,16,10,58,45,22,9,15,29,27,11,10,18,20,34,40,21,11,17,1,686
2024-03-05 16:30:00,31,37,12,23,22,17,70,30,23,14,22,13,68,44,11,15,13,27,22,15,13,24,15,53,51,21,14,14,3,737
2024-03-05 16:40:00,20,55,16,26,31,9,55,36,21,15,16,16,57,44,20,11,11,33,29,16,12,24,19,42,52,24,13,84,6,813
2024-03-05 16:50:00,22,50,13,26,15,10,55,32,30,18,20,13,56,44,17,7,9,27,20,10,9,30,15,53,58,25,13,24,6,727
2024-03-05 17:00:00,23,60,21,25,18,14,49,29,27,28,23,13,55,39,11,7,5,40,32,12,14,27,22,42,62,33,15,25,5,776
2024-03-05 17:10:00,21,49,20,27,20,15,44,27,24,8,9,12,42,45,9,11,15,32,34,12,15,31,15,38,44,22,12,18,8,679
2024-03-05 17:20:00,19,47,10,22,23,11,65,41,18,18,20,16,63,52,17,11,17,30,34,12,11,25,28,59,47,27,11,22,3,779
2024-03-05 17:30:00,20,66,22,26,27,16,49,27,13,15,15,13,52,42,6,12,14,27,26,11,13,20,20,43,46,20,14,23,10,708
2024-03-05 17:40:00,18,42,10,25,15,11,68,36,25,21,21,11,65,42,15,7,11,22,19,13,10,26,23,59,67,32,14,25,7,760
2024-03-05 17:50:00,28,47,9,27,23,13,34,25,22,13,10,7,37,30,10,8,16,38,29,15,19,18,18,40,46,37,10,21,10,660
2024-03-05 18:00:00,17,57,10,16,17,11,61,34,16,17,25,11,59,43,11,9,9,24,30,15,14,27,25,45,44,29,15,23,12,726
2024-03-05 18:10:00,18,54,12,29,28,18,46,22,15,14,14,6,50,34,15,8,16,29,26,10,13,24,21,34,40,18,14,29,1,658
2024-03-05 18:20:00,15,54,27,23,14,7,46,30,15,13,25,10,43,37,12,7,11,21,19,18,19,17,31,44,55,33,15,24,13,698
2024-03-05 18:30:00,17,48,9,21,17,13,24,24,17,13,18,12,28,34,18,7,8,21,20,19,19,23,23,31,41,23,19,18,21,606
2024-03-05 18:40:00,21,40,23,21,24,12,39,30,19,29,22,26,37,41,13,5,7,23,27,20,26,19,33,31,54,23,14,32,21,732
2024-03-05 18:50:00,17,44,20,27,14,17,31,25,16,20,33,19,39,31,13,7,12,32,31,23,28,19,31,33,41,16,23,26,13,701
2024-03-05 19:00:00,11,37,10,17,18,8,34,26,15,25,25,17,27,39,19,10,7,20,24,12,29,24,32,31,45,27,14,32,22,657
2024-03-05 19:10:00,18,34,13,24,14,18,27,24,15,32,28,20,27,26,14,6,5,27,21,27,27,21,33,33,28,14,12,29,18,635
2024-03-05 19:20:00,10,31,13,21,14,12,30,22,29,17,27,28,28,31,19,6,7,15,13,26,18,9,28,29,38,19,5,20,22,587
2024-03-05 19:30:00,7,33,7,16,10,7,28,18,13,12,34,21,33,28,14,5,10,14,16,21,18,13,34,26,37,17,9,31,22,554
2024-03-05 19:40:00,15,44,14,23,12,6,29,16,16,25,18,15,28,20,17,2,5,17,14,26,22,20,35,25,31,20,9,32,28,584
2024-03-05 19:50:00,7,26,9,15,15,15,30,20,10,28,17,9,31,18,11,2,3,17,13,19,11,15,28,20,31,11,15,35,10,491
2024-03-05 20:00:00,8,30,12,23,8,10,16,15,123,19,29,16,10,22,13,3,4,21,12,26,16,11,29,19,21,14,8,20,18,576
2024-03-05 20:10:00,16,38,18,27,13,18,19,9,6,15,17,8,20,15,6,3,5,14,12,23,16,7,24,24,22,10,5,24,10,444
2024-03-05 20:20:00,9,23,12,23,11,11,23,17,14,13,19,9,24,22,11,2,3,16,9,19,15,8,17,19,13,8,7,14,8,399
2024-03-05 20:30:00,5,22,6,20,9,12,17,12,7,16,10,6,17,13,6,6,9,15,6,18,7,9,22,17,9,24,3,15,13,351
2024-03-05 20:40:00,6,23,7,17,12,20,13,7,8,15,10,8,13,10,7,0,2,9,9,14,14,9,31,24,20,6,9,17,9,349
2024-03-05 20:50:00,9,31,17,18,4,17,10,5,3,12,10,2,10,7,5,2,3,17,8,26,6,8,23,15,9,11,6,9,12,315
2024-03-05 21:00:00,4,17,3,21,6,8,20,13,7,17,12,5,20,13,7,3,6,12,5,20,9,10,16,16,9,14,5,10,17,325
2024-03-05 21:10:00,15,25,17,28,8,9,10,10,6,14,13,3,10,11,3,5,6,11,7,12,6,7,12,13,8,4,6,8,5,292
2024-03-05 21:20:00,5,25,9,21,10,10,21,16,9,23,21,7,20,21,7,6,10,10,8,15,11,8,19,14,15,10,6,14,9,380
2024-03-05 21:30:00,10,21,8,21,7,7,17,11,4,17,11,3,17,11,6,4,8,5,5,8,6,9,16,10,7,7,9,10,10,285
2024-03-05 21:40:00,11,14,20,14,11,12,16,11,2,20,8,3,17,7,4,7,6,14,10,19,14,11,16,11,10,7,6,10,7,318
2024-03-05 21:50:00,5,16,4,14,8,7,12,11,12,13,15,15,12,17,15,4,5,9,3,20,3,10,23,14,10,6,3,7,6,299
2024-03-05 22:00:00,3,11,5,12,6,6,15,11,8,15,13,7,18,14,8,0,0,11,4,16,3,13,13,12,11,9,8,15,11,278
2024-03-05 22:10:00,13,20,14,19,10,11,13,7,7,15,9,5,12,10,6,2,4,15,7,22,9,7,17,17,8,9,5,11,10,314
2024-03-05 22:20:00,6,21,7,19,6,5,14,7,3,23,10,2,15,9,3,5,9,6,2,11,3,6,18,12,13,6,2,15,7,265
2024-03-05 22:30:00,10,16,8,14,4,4,12,10,7,15,9,4,12,10,6,1,1,7,6,11,8,33,11,9,7,7,6,6,6,260
2024-03-05 22:40:00,7,18,6,10,9,9,7,4,2,8,4,2,7,5,2,3,2,7,2,8,2,5,14,12,5,8,5,3,8,184
2024-03-05 22:50:00,5,18,6,15,3,4,7,9,7,9,10,6,8,13,8,8,8,6,3,10,2,7,10,7,7,7,1,7,7,218
2024-03-05 23:00:00,6,11,10,15,4,6,10,18,7,14,16,6,12,11,10,1,1,8,2,10,0,2,7,5,4,1,1,6,1,205
2024-03-05 23:10:00,4,10,4,11,4,3,9,4,3,9,5,1,6,6,2,1,1,9,2,7,2,5,18,11,9,5,2,8,6,167
2024-03-05 23:20:00,1,6,1,5,2,3,8,4,4,9,6,4,8,5,2,1,2,7,2,10,0,6,4,3,4,3,3,4,3,120
2024-03-05 23:30:00,3,10,5,11,4,6,8,13,2,7,5,2,8,4,4,0,0,2,1,3,0,5,11,8,6,5,0,7,5,145
2024-03-05 23:40:00,2,6,4,7,4,4,7,1,1,5,1,1,7,2,2,0,0,2,0,2,0,7,6,4,0,2,3,1,2,83
2024-03-05 23:50:00,2,4,4,4,2,2,2,2,2,3,2,1,2,3,0,0,0,1,0,1,1,3,4,4,2,0,2,2,0,55
2024-03-06 00:00:00,2,2,3,2,0,0,2,0,0,3,1,0,2,0,0,0,0,7,2,7,0,1,6,4,0,0,1,0,0,45
2024-03-06 00:10:00,1,5,1,6,3,4,5,1,2,7,2,1,5,1,1,0,0,2,3,1,2,2,2,2,2,1,1,2,2,67
2024-03-06 00:20:00,2,5,2,7,1,1,3,2,1,5,2,0,3,2,1,0,0,2,0,3,0,3,1,1,3,3,2,3,2,60
2024-03-06 00:30:00,0,7,0,5,0,0,2,0,0,3,1,0,2,0,0,0,0,3,4,5,2,2,4,3,0,1,0,0,1,45
2024-03-06 00:40:00,2,3,5,3,1,1,1,2,2,1,3,1,1,3,2,0,0,0,1,0,2,5,3,2,4,1,4,1,1,55
2024-03-06 00:50:00,1,5,1,6,1,2,4,2,1,5,2,1,4,2,1,0,0,0,0,0,0,3,1,1,0,1,2,2,1,49
2024-03-06 01:00:00,0,3,0,3,2,0,2,0,0,3,0,0,2,0,0,0,0,4,1,7,0,0,0,0,0,1,0,0,1,29
2024-03-06 01:10:00,2,5,2,6,2,3,0,0,1,0,1,1,0,1,1,1,0,1,2,2,1,2,4,3,1,3,1,2,3,51
2024-03-06 01:20:00,1,0,2,0,1,1,3,1,0,3,2,0,3,1,0,0,0,2,3,4,1,3,6,2,3,1,3,4,2,52
2024-03-06 01:30:00,1,6,1,7,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,1,1,0,0,2,0,0,29
2024-03-06 01:40:00,0,4,0,5,2,1,1,0,0,2,0,0,2,0,0,0,0,2,2,3,2,0,3,1,0,0,0,0,0,30
2024-03-06 01:50:00,3,3,5,4,1,1,5,3,1,8,2,0,3,2,1,0,0,2,1,3,2,2,0,0,1,3,0,3,4,63
2024-03-06 02:00:00,0,1,0,1,3,6,1,0,0,1,0,0,1,0,0,0,0,4,3,4,1,0,0,0,0,0,0,0,0,26
2024-03-06 02:10:00,2,0,2,0,1,2,3,1,1,3,2,0,3,1,0,0,0,2,3,1,2,1,1,1,1,0,1,1,0,35
2024-03-06 02:20:00,0,0,0,0,0,0,1,3,2,1,3,2,1,3,5,1,2,0,2,0,2,1,5,4,0,0,0,0,0,38
2024-03-06 02:30:00,0,0,0,0,0,0,2,1,0,2,1,0,2,1,0,0,0,1,0,1,0,0,3,2,0,0,0,0,0,16
2024-03-06 02:40:00,0,3,0,4,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,1,2,3,1,0,0,1,0,27
2024-03-06 02:50:00,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,2,1,1,0,1,2,0,1,17
2024-03-06 03:00:00,0,2,0,2,0,0,1,1,1,1,1,1,1,1,3,0,0,3,2,2,1,3,5,3,0,0,1,0,0,35
2024-03-06 03:10:00,0,2,0,2,3,2,0,15,4,0,4,3,0,2,5,1,1,1,0,2,0,2,1,1,0,0,0,0,0,51
2024-03-06 03:20:00,0,2,0,3,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,5,5,5,0,0,2,0,0,28
2024-03-06 03:30:00,1,3,2,12,0,0,1,4,0,3,0,0,1,3,0,0,0,2,1,3,0,1,7,3,0,1,1,0,1,50
2024-03-06 03:40:00,0,0,0,0,0,0,2,1,0,2,1,0,2,2,0,0,0,1,1,1,2,0,5,3,0,1,0,0,1,25
2024-03-06 03:50:00,1,1,1,1,1,0,1,0,1,2,0,0,1,1,0,0,0,3,3,4,1,2,5,4,0,0,0,0,0,33
2024-03-06 04:00:00,3,0,2,0,1,1,2,1,1,2,2,0,2,1,2,0,0,0,0,0,0,4,0,0,1,5,2,1,2,35
2024-03-06 04:10:00,2,1,3,1,0,0,2,0,0,3,0,0,3,0,0,1,1,1,2,1,2,0,5,5,1,1,0,1,1,37
2024-03-06 04:20:00,3,2,4,1,1,1,6,1,0,6,2,0,5,1,0,0,0,0,2,0,2,3,0,0,0,8,2,0,1,51
2024-03-06 04:30:00,0,0,0,0,0,0,6,0,0,7,0,0,6,1,0,0,0,0,1,0,1,1,3,3,1,2,1,1,5,39
2024-03-06 04:40:00,1,0,2,0,3,3,2,0,0,5,0,0,3,0,1,1,0,3,2,4,1,1,7,7,3,2,1,7,2,61
2024-03-06 04:50:00,0,2,0,3,1,1,7,2,0,10,2,0,7,3,0,0,0,1,0,1,0,2,8,6,2,2,1,4,2,67
2024-03-06 05:00:00,0,0,0,0,1,1,10,9,2,12,2,2,9,4,1,1,0,3,2,4,1,3,12,8,0,1,3,2,2,95
2024-03-06 05:10:00,2,3,3,3,0,0,17,10,5,15,4,1,18,5,3,1,2,4,2,5,2,4,8,5,4,2,2,4,2,136
2024-03-06 05:20:00,5,5,4,5,9,4,18,9,3,17,8,2,18,8,5,2,1,4,2,4,2,38,11,10,3,3,10,5,4,219
2024-03-06 05:30:00,7,6,9,5,1,1,25,15,4,15,19,1,24,17,1,1,0,3,3,3,2,9,12,13,9,4,9,10,4,232
2024-03-06 05:40:00,6,1,9,1,3,2,36,12,6,18,18,4,40,16,7,2,4,6,5,8,3,5,20,23,11,8,3,14,8,299
2024-03-06 05:50:00,6,11,7,13,17,0,39,16,3,22,21,0,36,17,3,3,3,5,0,5,0,7,28,26,14,2,7,11,3,325
2024-03-06 06:00:00,8,6,8,5,4,3,39,13,2,14,14,3,42,13,3,2,2,7,7,8,5,6,22,20,13,5,5,11,6,296
2024-03-06 06:10:00,7,11,10,10,2,2,44,17,7,20,24,4,43,20,7,4,9,10,8,11,9,11,18,19,13,9,7,17,9,382
2024-03-06 06:20:00,11,10,13,14,4,5,46,67,6,17,22,4,45,22,7,4,5,8,8,12,8,12,21,22,13,3,11,13,3,436
2024-03-06 06:30:00,16,9,16,6,7,5,50,38,6,22,22,4,54,39,5,6,4,13,13,14,13,11,19,23,21,7,7,18,8,476
2024-03-06 06:40:00,15,15,13,13,4,2,72,72,10,16,24,9,72,31,10,8,15,12,15,13,16,13,34,29,34,14,8,22,12,623
2024-03-06 06:50:00,9,20,7,7,11,4,55,47,9,19,18,9,54,32,7,4,7,16,18,14,11,14,19,30,25,8,13,23,10,520
2024-03-06 07:00:00,15,20,10,15,7,9,73,35,14,21,15,15,74,38,11,9,9,17,19,12,13,19,24,32,29,4,10,22,5,596
2024-03-06 07:10:00,17,33,8,19,11,10,51,43,16,14,15,16,53,38,13,15,20,29,25,19,12,31,17,26,29,11,17,18,6,632
2024-03-06 07:20:00,19,23,15,16,10,10,87,48,18,17,18,10,86,54,12,12,24,25,35,10,10,33,27,42,58,15,14,35,8,791
2024-03-06 07:30:00,15,38,16,32,6,4,42,28,9,3,8,5,44,31,3,21,21,47,58,5,4,36,11,32,42,12,4,21,14,612
2024-03-06 07:40:00,23,37,15,15,18,13,50,35,18,1,10,17,50,46,12,17,26,35,55,0,6,53,6,54,65,18,4,11,6,716
2024-03-06 07:50:00,17,37,13,19,12,10,73,47,23,4,13,23,73,61,21,12,14,36,47,9,10,25,24,35,54,17,14,28,8,779
2024-03-06 08:00:00,16,38,14,18,7,6,73,42,21,9,21,17,71,51,21,19,21,53,26,8,12,31,24,34,33,16,15,21,11,749
2024-03-06 08:10:00,32,35,12,21,7,6,67,41,12,10,14,12,64,40,11,17,21,34,39,11,13,35,18,37,41,15,21,23,7,716
2024-03-06 08:20:00,25,15,12,14,10,6,50,48,15,5,15,16,50,61,10,20,27,23,28,6,8,38,20,24,36,16,13,27,14,652
2024-03-06 08:30:00,23,33,17,25,8,5,65,45,15,11,18,13,64,48,21,13,26,32,33,10,11,30,25,39,29,19,14,14,2,708
2024-03-06 08:40:00,19,26,12,17,12,10,59,215,22,6,17,13,61,53,22,12,23,31,33,11,9,32,28,38,31,16,12,23,1,864
2024-03-06 08:50:00,156,31,15,12,8,9,63,41,30,11,16,25,61,54,27,9,13,26,22,14,12,20,30,30,43,23,12,24,8,845
2024-03-06 09:00:00,10,26,9,18,10,9,61,32,21,18,17,17,61,40,16,6,9,28,35,9,11,26,25,24,25,23,15,21,11,633
2024-03-06 09:10:00,15,27,12,15,6,6,54,39,18,12,16,14,54,43,17,10,10,29,35,11,10,24,22,28,23,19,13,18,12,612
2024-03-06 09:20:00,18,26,15,18,6,6,47,26,12,26,15,10,49,29,9,8,15,30,26,9,12,26,24,29,28,19,11,19,13,581
2024-03-06 09:30:00,13,32,8,16,15,11,41,31,21,18,14,19,46,38,13,7,10,34,34,16,14,29,21,32,29,17,12,20,14,625
2024-03-06 09:40:00,19,26,10,19,12,8,42,24,14,10,16,15,43,35,16,6,7,32,30,11,9,26,26,30,26,18,18,18,11,577
2024-03-06 09:50:00,12,34,11,21,9,9,31,26,20,11,9,14,43,37,16,10,9,37,24,7,10,24,20,23,25,18,13,24,14,561
2024-03-06 10:00:00,17,26,11,23,15,8,42,34,19,13,14,11,41,35,12,5,7,43,20,13,12,17,20,23,18,24,14,11,15,563
2024-03-06 10:10:00,10,26,7,19,15,9,34,28,18,13,11,20,37,35,18,6,6,16,20,5,11,21,15,19,19,17,15,14,13,497
2024-03-06 10:20:00,12,29,11,16,9,6,40,21,15,17,14,15,40,29,10,3,6,41,30,18,13,16,19,25,27,19,10,20,15,546
2024-03-06 10:30:00,16,28,11,12,12,10,37,21,19,19,8,17,35,26,25,7,9,21,23,12,11,21,16,19,21,12,13,23,8,512
2024-03-06 10:40:00,15,30,13,14,8,8,40,24,14,21,12,14,45,37,11,10,14,25,25,15,14,23,10,18,18,18,14,18,16,544
2024-03-06 10:50:00,21,35,14,23,12,11,34,25,16,17,16,14,32,32,13,6,10,20,18,9,10,22,18,24,35,13,16,17,11,544
2024-03-06 11:00:00,18,31,16,20,12,13,38,28,16,28,17,18,24,50,17,3,10,29,21,14,12,19,19,24,20,19,14,17,16,583
2024-03-06 11:10:00,11,26,10,25,8,6,35,20,14,19,18,15,35,27,12,5,7,22,16,13,11,41,18,23,18,23,14,15,14,521
2024-03-06 11:20:00,21,29,11,22,9,10,42,25,16,12,8,12,32,30,16,1,4,23,23,14,17,22,18,24,31,17,17,14,13,533
2024-03-06 11:30:00,18,49,16,30,12,8,37,20,17,21,11,12,40,31,16,4,5,36,30,8,11,22,20,24,18,25,13,15,15,584
2024-03-06 11:40:00,18,26,10,21,8,11,41,32,19,17,18,11,39,35,13,11,9,30,27,13,13,24,18,28,24,20,16,15,14,581
2024-03-06 11:50:00,14,43,8,25,13,11,33,25,20,14,13,16,33,41,14,5,6,29,33,5,11,37,16,25,22,18,14,13,13,570
2024-03-06 12:00:00,15,40,13,20,14,12,43,26,42,20,18,21,43,44,19,4,4,40,30,11,9,27,19,30,33,24,14,16,17,668
2024-03-06 12:10:00,18,44,10,23,16,10,39,20,20,10,9,11,39,30,11,5,7,29,22,14,10,32,14,20,23,21,15,22,21,565
2024-03-06 12:20:00,17,43,11,22,16,15,40,26,17,12,20,17,39,34,12,1,4,35,27,13,11,21,20,26,25,20,9,16,11,580
2024-03-06 12:30:00,9,41,4,23,14,15,43,31,16,26,19,16,45,36,12,4,3,39,22,16,16,18,17,28,31,15,11,21,10,601
2024-03-06 12:40:00,7,43,5,20,21,13,35,27,17,16,16,13,38,31,11,8,6,34,30,5,13,26,17,23,24,24,15,17,17,572
2024-03-06 12:50:00,15,40,14,25,9,9,49,28,22,19,20,18,44,40,20,5,9,16,13,14,10,23,22,28,33,27,13,17,16,618
2024-03-06 13:00:00,21,43,18,24,13,11,30,25,17,13,18,18,36,28,10,11,17,31,28,17,11,23,20,25,19,22,13,16,10,588
2024-03-06 13:10:00,9,38,7,19,17,8,59,34,29,20,14,14,59,39,23,15,15,26,30,5,12,23,16,23,25,20,13,14,14,640
2024-03-06 13:20:00,19,56,13,23,12,10,44,33,19,20,16,16,46,44,13,9,15,27,34,8,10,27,19,27,26,23,11,15,13,648
2024-03-06 13:30:00,20,44,13,23,19,11,40,23,23,15,20,14,41,39,18,9,14,37,36,5,6,22,18,30,29,23,14,13,15,634
2024-03-06 13:40:00,17,36,14,20,12,9,49,30,17,18,14,19,44,38,12,9,12,34,34,8,8,29,22,32,40,27,11,17,11,643
2024-03-06 13:50:00,11,45,6,19,13,9,43,34,16,13,13,16,47,40,13,14,14,33,40,2,9,38,18,25,36,26,16,22,14,645
2024-03-06 14:00:00,13,47,10,21,13,10,65,40,25,21,18,19,55,46,14,6,10,29,19,10,9,20,19,57,35,8,14,20,7,680
2024-03-06 14:10:00,11,65,9,21,10,7,51,34,22,17,24,15,53,50,13,5,9,31,33,9,13,27,18,35,34,18,17,12,11,674
2024-03-06 14:20:00,20,40,13,16,42,14,48,23,39,21,16,12,50,29,11,1,8,32,22,14,13,24,19,36,38,28,14,18,15,676
2024-03-06 14:30:00,18,42,11,17,13,13,45,32,16,12,14,15,49,47,7,6,6,22,30,11,14,21,18,29,26,24,13,16,17,604
2024-03-06 14:40:00,22,54,12,17,19,13,60,35,18,12,17,13,62,46,21,11,18,25,38,0,3,26,20,33,38,26,18,18,7,702
2024-03-06 14:50:00,17,35,12,21,14,12,38,30,20,7,17,11,38,33,14,6,8,30,43,8,8,23,19,40,48,15,6,26,10,609
2024-03-06 15:00:00,16,34,10,22,15,9,55,34,19,25,19,16,54,46,12,14,20,33,27,10,14,25,22,31,38,17,9,30,12,688
2024-03-06 15:10:00,18,46,13,21,18,8,55,33,18,25,26,12,56,42,23,7,7,34,30,11,12,17,22,42,51,21,10,32,12,722
2024-03-06 15:20:00,11,37,9,18,21,12,52,28,23,26,21,11,54,37,12,8,15,29,27,8,12,24,19,37,50,22,10,23,8,664
2024-03-06 15:30:00,14,45,10,21,25,6,59,36,23,21,23,14,58,53,14,12,23,30,26,4,11,17,19,34,46,22,11,26,7,710
2024-03-06 15:40:00,22,41,18,28,21,12,58,37,18,16,20,14,60,41,19,13,14,24,25,14,13,31,23,38,51,25,17,24,3,740
2024-03-06 15:50:00,17,39,13,24,22,13,127,56,26,22,25,11,65,47,18,9,10,30,30,14,10,21,15,35,45,19,9,25,3,800
2024-03-06 16:00:00,15,42,11,22,22,11,40,415,25,16,23,18,44,51,20,13,19,26,22,14,10,24,18,32,45,22,17,30,12,1079
2024-03-06 16:10:00,14,38,10,25,25,14,65,477,30,24,18,23,59,54,19,11,11,27,21,10,12,30,25,37,56,21,12,30,9,1207
2024-03-06 16:20:00,27,51,18,25,17,11,38,179,21,48,22,19,39,43,18,12,15,36,33,15,12,33,16,30,42,23,17,23,16,899
2024-03-06 16:30:00,21,42,12,19,10,13,63,237,21,32,27,21,57,49,22,11,13,28,31,13,18,23,28,48,59,24,12,30,14,998
2024-03-06 16:40:00,23,60,15,18,18,11,48,197,18,19,17,21,49,50,14,8,13,28,29,18,17,16,21,42,49,31,13,23,19,905
2024-03-06 16:50:00,18,50,13,26,28,15,52,309,19,12,18,15,51,41,21,6,9,32,29,15,16,31,21,31,50,23,16,28,7,1002
2024-03-06 17:00:00,28,47,11,13,19,10,51,369,18,16,15,8,56,43,12,13,17,34,29,13,12,36,24,49,49,27,15,18,4,1056
