datetime,V21Z,V22Z,V81Z,V82Z,V321Z,Total
2024-03-02 00:50:00,11,21,8,4,0,44
2024-03-02 01:00:00,7,23,5,14,0,49
2024-03-02 01:10:00,7,11,4,6,0,28
2024-03-02 01:20:00,11,24,7,4,0,46
2024-03-02 01:30:00,6,16,7,7,0,36
2024-03-02 01:40:00,3,10,3,0,0,16
2024-03-02 01:50:00,2,23,5,4,0,34
2024-03-02 02:00:00,5,10,5,2,0,22
2024-03-02 02:10:00,5,14,3,0,0,22
2024-03-02 02:20:00,1,13,3,5,0,22
2024-03-02 02:30:00,2,7,3,0,0,12
2024-03-02 02:40:00,6,15,3,0,0,24
2024-03-02 02:50:00,4,9,3,2,0,18
2024-03-02 03:00:00,0,5,2,3,0,10
2024-03-02 03:10:00,3,12,4,8,0,27
2024-03-02 03:20:00,6,17,2,2,0,27
2024-03-02 03:30:00,0,11,3,4,0,18
2024-03-02 03:40:00,2,6,6,4,0,18
2024-03-02 03:50:00,1,6,4,3,0,14
2024-03-02 04:00:00,2,9,5,3,0,19
2024-03-02 04:10:00,6,6,3,4,0,19
2024-03-02 04:20:00,4,9,4,2,0,19
2024-03-02 04:30:00,1,10,1,6,0,18
2024-03-02 04:40:00,2,8,5,11,0,26
2024-03-02 04:50:00,2,3,5,20,0,30
2024-03-02 05:00:00,2,5,2,9,0,18
2024-03-02 05:10:00,0,9,6,7,0,22
2024-03-02 05:20:00,3,10,4,13,0,30
2024-03-02 05:30:00,3,7,13,26,0,49
2024-03-02 05:40:00,15,16,10,21,0,62
2024-03-02 05:50:00,7,16,4,18,0,45
2024-03-02 06:00:00,11,15,7,17,0,50
2024-03-02 06:10:00,5,13,9,12,0,39
2024-03-02 06:20:00,16,18,5,14,0,53
2024-03-02 06:30:00,3,11,11,18,0,43
2024-03-02 06:40:00,16,12,15,13,0,56
2024-03-02 06:50:00,13,18,12,9,0,52
2024-03-02 07:00:00,5,10,6,13,0,34
2024-03-02 07:10:00,7,9,5,10,0,31
2024-03-02 07:20:00,9,10,9,12,0,40
2024-03-02 07:30:00,11,13,12,19,0,55
2024-03-02 07:40:00,13,16,15,13,0,57
2024-03-02 07:50:00,11,20,14,21,0,66
2024-03-02 08:00:00,8,25,8,12,0,53
2024-03-02 08:10:00,18,32,9,24,0,83
2024-03-02 08:20:00,17,29,13,23,0,82
2024-03-02 08:30:00,13,18,19,19,0,69
2024-03-02 08:40:00,12,24,15,27,1,79
2024-03-02 08:50:00,12,25,20,23,0,80
2024-03-02 09:00:00,15,35,22,28,0,100
2024-03-02 09:10:00,17,28,23,33,3,104
2024-03-02 09:20:00,19,27,27,31,0,104
2024-03-02 09:30:00,22,34,27,28,0,111
2024-03-02 09:40:00,25,30,25,28,0,108
2024-03-02 09:50:00,28,41,26,22,0,117
2024-03-02 10:00:00,24,38,27,25,0,114
2024-03-02 10:10:00,28,41,27,29,0,125
2024-03-02 10:20:00,31,45,21,31,0,128
2024-03-02 10:30:00,35,37,19,31,0,122
2024-03-02 10:40:00,31,37,33,31,1,133
2024-03-02 10:50:00,23,53,24,27,0,127
2024-03-02 11:00:00,28,52,29,30,0,139
2024-03-02 11:10:00,32,48,18,29,3,130
2024-03-02 11:20:00,39,49,24,33,1,146
2024-03-02 11:30:00,32,70,30,31,0,163
2024-03-02 11:40:00,46,45,30,32,1,154
2024-03-02 11:50:00,33,52,24,42,0,151
2024-03-02 12:00:00,38,54,27,33,1,153
2024-03-02 12:10:00,45,65,37,32,2,181
2024-03-02 12:20:00,42,72,30,34,0,178
2024-03-02 12:30:00,35,43,34,37,1,150
2024-03-02 12:40:00,38,54,17,24,1,134
2024-03-02 12:50:00,41,46,20,6,1,114
2024-03-02 13:00:00,42,47,7,12,2,110
2024-03-02 13:10:00,39,48,14,9,3,113
2024-03-02 13:20:00,53,66,11,7,1,138
2024-03-02 13:30:00,47,59,12,21,0,139
2024-03-02 13:40:00,44,53,11,10,2,120
2024-03-02 13:50:00,47,62,14,13,0,136
2024-03-02 14:00:00,29,57,21,24,2,133
2024-03-02 14:10:00,27,44,28,35,0,134
2024-03-02 14:20:00,38,64,19,38,2,161
2024-03-02 14:30:00,40,63,24,34,4,165
2024-03-02 14:40:00,40,64,19,23,0,146
2024-03-02 14:50:00,33,59,12,13,0,117
2024-03-02 15:00:00,35,54,16,12,0,117
2024-03-02 15:10:00,30,66,26,35,0,157
2024-03-02 15:20:00,37,42,40,37,3,159
2024-03-02 15:30:00,30,55,24,32,0,141
2024-03-02 15:40:00,30,55,22,22,1,130
2024-03-02 15:50:00,27,60,25,26,0,138
2024-03-02 16:00:00,33,57,22,22,1,135
2024-03-02 16:10:00,28,53,25,29,2,137
2024-03-02 16:20:00,33,49,17,30,0,129
2024-03-02 16:30:00,35,53,28,27,0,143
2024-03-02 16:40:00,20,54,24,29,1,128
2024-03-02 16:50:00,28,45,22,33,0,128
2024-03-02 17:00:00,21,58,27,22,2,130
2024-03-02 17:10:00,33,47,22,29,3,134
2024-03-02 17:20:00,44,67,23,28,0,162
2024-03-02 17:30:00,35,56,29,26,2,148
2024-03-02 17:40:00,40,55,32,35,4,166
2024-03-02 17:50:00,42,64,31,28,2,167
2024-03-02 18:00:00,38,59,27,31,1,156
2024-03-02 18:10:00,38,61,18,28,0,145
2024-03-02 18:20:00,32,54,26,25,0,137
2024-03-02 18:30:00,47,73,21,63,2,206
2024-03-02 18:40:00,47,59,26,67,0,199
2024-03-02 18:50:00,36,39,35,72,1,183
2024-03-02 19:00:00,40,53,23,42,2,160
2024-03-02 19:10:00,40,50,28,40,0,158
2024-03-02 19:20:00,22,56,27,48,1,154
2024-03-02 19:30:00,21,55,29,40,1,146
2024-03-02 19:40:00,17,45,27,47,2,138
2024-03-02 19:50:00,19,65,32,43,0,159
2024-03-02 20:00:00,37,46,17,43,0,143
2024-03-02 20:10:00,30,39,21,39,1,130
2024-03-02 20:20:00,36,51,25,38,0,150
2024-03-02 20:30:00,21,39,15,46,0,121
2024-03-02 20:40:00,14,46,23,27,1,111
2024-03-02 20:50:00,26,35,15,31,0,107
2024-03-02 21:00:00,26,43,10,25,0,104
2024-03-02 21:10:00,21,38,17,19,0,95
2024-03-02 21:20:00,24,38,17,34,0,113
2024-03-02 21:30:00,22,43,23,20,1,109
2024-03-02 21:40:00,22,34,15,27,0,98
2024-03-02 21:50:00,18,38,17,24,2,99
2024-03-02 22:00:00,24,42,14,24,0,104
2024-03-02 22:10:00,29,44,15,30,0,118
2024-03-02 22:20:00,40,48,18,27,0,133
2024-03-02 22:30:00,19,43,15,29,0,106
2024-03-02 22:40:00,29,49,12,16,0,106
2024-03-02 22:50:00,18,42,16,24,0,100
2024-03-02 23:00:00,33,35,16,14,0,98
2024-03-02 23:10:00,25,55,14,17,1,112
2024-03-02 23:20:00,26,32,8,20,0,86
2024-03-02 23:30:00,13,36,11,22,0,82
2024-03-02 23:40:00,17,36,16,21,1,91
2024-03-02 23:50:00,18,31,17,14,0,80
2024-03-03 00:00:00,19,39,8,10,1,77
2024-03-03 00:10:00,29,26,11,14,0,80
2024-03-03 00:20:00,19,27,6,12,0,64
2024-03-03 00:30:00,14,31,11,19,0,75
2024-03-03 00:40:00,22,19,11,9,0,61
2024-03-03 00:50:00,5,20,6,11,1,43
2024-03-03 01:00:00,11,21,8,15,0,55
2024-03-03 01:10:00,14,21,10,6,0,51
2024-03-03 01:20:00,11,16,8,9,0,44
2024-03-03 01:30:00,18,24,6,8,0,56
2024-03-03 01:40:00,11,19,10,13,0,53
2024-03-03 01:50:00,11,14,3,1,0,29
2024-03-03 02:00:00,12,10,5,6,0,33
2024-03-03 02:10:00,0,11,6,0,0,17
2024-03-03 02:20:00,4,13,1,3,0,21
2024-03-03 02:30:00,9,17,4,2,0,32
2024-03-03 02:40:00,7,10,4,6,0,27
2024-03-03 02:50:00,10,10,2,0,0,22
2024-03-03 03:00:00,1,5,4,10,0,20
2024-03-03 03:10:00,4,4,3,5,0,16
2024-03-03 03:20:00,5,7,4,1,0,17
2024-03-03 03:30:00,3,11,2,3,0,19
2024-03-03 03:40:00,1,6,3,7,0,17
2024-03-03 03:50:00,2,3,4,3,0,12
2024-03-03 04:00:00,5,8,3,5,0,21
2024-03-03 04:10:00,2,7,4,2,0,15
2024-03-03 04:20:00,5,13,4,6,0,28
2024-03-03 04:30:00,2,14,0,4,0,20
2024-03-03 04:40:00,2,4,10,11,0,27
2024-03-03 04:50:00,0,5,1,12,0,18
2024-03-03 05:00:00,1,4,3,7,0,15
2024-03-03 05:10:00,5,6,3,11,0,25
2024-03-03 05:20:00,4,7,4,16,0,31
2024-03-03 05:30:00,2,9,5,6,0,22
2024-03-03 05:40:00,6,14,10,13,0,43
2024-03-03 05:50:00,6,11,3,14,0,34
2024-03-03 06:00:00,7,11,4,11,0,33
2024-03-03 06:10:00,2,4,6,12,0,24
2024-03-03 06:20:00,8,4,4,8,0,24
2024-03-03 06:30:00,3,14,4,5,0,26
2024-03-03 06:40:00,9,8,6,14,1,38
2024-03-03 06:50:00,3,5,3,3,0,14
2024-03-03 07:00:00,4,8,1,2,0,15
2024-03-03 07:10:00,3,5,2,4,0,14
2024-03-03 07:20:00,2,4,4,6,0,16
2024-03-03 07:30:00,5,9,6,5,0,25
2024-03-03 07:40:00,4,10,10,11,0,35
2024-03-03 07:50:00,7,4,7,7,0,25
2024-03-03 08:00:00,4,7,7,8,0,26
2024-03-03 08:10:00,7,10,6,3,0,26
2024-03-03 08:20:00,2,9,8,11,0,30
2024-03-03 08:30:00,6,9,10,13,0,38
2024-03-03 08:40:00,11,11,7,11,0,40
2024-03-03 08:50:00,9,20,13,13,1,56
2024-03-03 09:00:00,8,13,11,13,0,45
2024-03-03 09:10:00,15,20,8,14,0,57
2024-03-03 09:20:00,13,24,23,29,0,89
2024-03-03 09:30:00,13,24,16,23,0,76
2024-03-03 09:40:00,13,29,28,33,0,103
2024-03-03 09:50:00,15,30,20,29,0,94
2024-03-03 10:00:00,19,25,28,29,0,101
2024-03-03 10:10:00,17,23,18,28,0,86
2024-03-03 10:20:00,19,27,27,29,0,102
2024-03-03 10:30:00,18,33,14,33,1,99
2024-03-03 10:40:00,24,37,17,28,2,108
2024-03-03 10:50:00,17,27,19,23,0,86
2024-03-03 11:00:00,22,36,23,18,0,99
2024-03-03 11:10:00,27,38,19,20,0,104
2024-03-03 11:20:00,30,40,18,19,3,110
2024-03-03 11:30:00,22,33,20,20,2,97
2024-03-03 11:40:00,33,45,17,31,0,126
2024-03-03 11:50:00,26,37,25,29,3,120
2024-03-03 12:00:00,26,52,21,27,1,127
2024-03-03 12:10:00,39,39,19,22,1,120
2024-03-03 12:20:00,43,42,23,30,2,140
2024-03-03 12:30:00,38,49,19,26,0,132
2024-03-03 12:40:00,38,42,22,25,0,127
2024-03-03 12:50:00,28,38,24,20,5,115
2024-03-03 13:00:00,26,36,16,25,1,104
2024-03-03 13:10:00,50,59,22,22,3,156
2024-03-03 13:20:00,34,60,21,24,0,139
2024-03-03 13:30:00,36,53,31,27,0,147
2024-03-03 13:40:00,30,54,20,40,2,146
2024-03-03 13:50:00,22,48,22,28,3,123
2024-03-03 14:00:00,28,47,16,21,2,114
2024-03-03 14:10:00,31,45,30,32,4,142
2024-03-03 14:20:00,36,59,27,26,0,148
2024-03-03 14:30:00,30,52,22,25,0,129
2024-03-03 14:40:00,27,54,21,20,1,123
2024-03-03 14:50:00,35,48,23,23,1,130
2024-03-03 15:00:00,29,41,17,24,3,114
2024-03-03 15:10:00,27,41,28,26,0,122
2024-03-03 15:20:00,31,37,23,22,0,113
2024-03-03 15:30:00,20,47,20,30,3,120
2024-03-03 15:40:00,30,44,22,21,0,117
2024-03-03 15:50:00,28,35,15,20,0,98
2024-03-03 16:00:00,19,44,18,22,3,106
2024-03-03 16:10:00,28,38,20,33,1,120
2024-03-03 16:20:00,31,33,27,26,0,117
2024-03-03 16:30:00,29,33,26,30,2,120
2024-03-03 16:40:00,33,37,22,32,2,126
2024-03-03 16:50:00,29,28,25,26,1,109
2024-03-03 17:00:00,27,35,24,26,1,113
2024-03-03 17:10:00,27,42,27,31,1,128
2024-03-03 17:20:00,24,52,28,30,0,134
2024-03-03 17:30:00,27,34,25,26,5,117
2024-03-03 17:40:00,38,38,29,30,2,137
2024-03-03 17:50:00,33,44,25,22,0,124
2024-03-03 18:00:00,17,70,22,30,2,141
2024-03-03 18:10:00,32,34,26,28,1,121
2024-03-03 18:20:00,41,50,26,22,1,140
2024-03-03 18:30:00,37,51,16,42,0,146
2024-03-03 18:40:00,36,54,25,39,2,156
2024-03-03 18:50:00,28,46,31,51,0,156
2024-03-03 19:00:00,34,49,31,71,0,185
2024-03-03 19:10:00,37,62,39,47,1,186
2024-03-03 19:20:00,29,39,31,36,0,135
2024-03-03 19:30:00,30,49,18,40,0,137
2024-03-03 19:40:00,27,40,26,55,0,148
2024-03-03 19:50:00,28,38,17,47,0,130
2024-03-03 20:00:00,22,49,18,36,1,126
2024-03-03 20:10:00,23,44,15,30,0,112
2024-03-03 20:20:00,32,40,17,26,0,115
2024-03-03 20:30:00,21,41,19,26,0,107
2024-03-03 20:40:00,17,43,16,33,0,109
2024-03-03 20:50:00,21,29,11,22,0,83
2024-03-03 21:00:00,20,27,14,33,1,95
2024-03-03 21:10:00,32,34,22,30,1,119
2024-03-03 21:20:00,22,29,13,29,0,93
2024-03-03 21:30:00,29,35,17,16,0,97
2024-03-03 21:40:00,22,27,9,20,0,78
2024-03-03 21:50:00,11,25,17,33,0,86
2024-03-03 22:00:00,17,42,11,12,0,82
2024-03-03 22:10:00,33,37,12,20,0,102
2024-03-03 22:20:00,13,24,10,13,0,60
2024-03-03 22:30:00,20,31,16,13,0,80
2024-03-03 22:40:00,7,26,14,21,0,68
2024-03-03 22:50:00,10,25,5,8,0,48
2024-03-03 23:00:00,15,13,8,8,0,44
2024-03-03 23:10:00,8,32,12,10,0,62
2024-03-03 23:20:00,10,12,7,9,0,38
2024-03-03 23:30:00,6,18,12,7,0,43
2024-03-03 23:40:00,7,19,9,0,0,35
2024-03-03 23:50:00,4,13,2,5,0,24
2024-03-04 00:00:00,5,8,9,6,0,28
2024-03-04 00:10:00,1,12,2,2,0,17
2024-03-04 00:20:00,1,13,1,5,0,20
2024-03-04 00:30:00,0,6,11,1,0,18
2024-03-04 00:40:00,5,10,5,0,0,20
2024-03-04 00:50:00,2,7,2,5,0,16
2024-03-04 01:00:00,4,11,2,0,0,17
2024-03-04 01:10:00,5,5,1,1,0,12
2024-03-04 01:20:00,0,4,2,1,0,7
2024-03-04 01:30:00,4,1,0,2,0,7
2024-03-04 01:40:00,1,4,0,0,0,5
2024-03-04 01:50:00,0,2,1,0,0,3
2024-03-04 02:00:00,0,1,2,2,0,5
2024-03-04 02:10:00,0,3,3,0,0,6
2024-03-04 02:20:00,3,5,1,0,0,9
2024-03-04 02:30:00,2,4,1,1,0,8
2024-03-04 02:40:00,3,2,2,0,0,7
2024-03-04 02:50:00,1,5,0,0,0,6
2024-03-04 03:00:00,3,5,1,1,0,10
2024-03-04 03:10:00,0,4,1,0,0,5
2024-03-04 03:20:00,0,0,1,3,0,4
2024-03-04 03:30:00,0,3,0,9,0,12
2024-03-04 03:40:00,1,2,3,3,0,9
2024-03-04 03:50:00,2,2,0,2,0,6
2024-03-04 04:00:00,2,2,3,7,0,14
2024-03-04 04:10:00,3,2,2,0,0,7
2024-03-04 04:20:00,8,3,2,1,0,14
2024-03-04 04:30:00,5,9,4,4,0,22
2024-03-04 04:40:00,2,3,6,19,0,30
2024-03-04 04:50:00,4,7,6,8,0,25
2024-03-04 05:00:00,2,7,11,16,0,36
2024-03-04 05:10:00,13,12,11,26,0,62
2024-03-04 05:20:00,22,16,16,38,0,92
2024-03-04 05:30:00,16,15,23,58,0,112
2024-03-04 05:40:00,16,28,21,45,0,110
2024-03-04 05:50:00,17,24,31,60,0,132
2024-03-04 06:00:00,26,25,19,40,0,110
2024-03-04 06:10:00,30,43,21,53,0,147
2024-03-04 06:20:00,23,39,31,72,0,165
2024-03-04 06:30:00,42,37,37,79,0,195
2024-03-04 06:40:00,37,52,36,88,0,213
2024-03-04 06:50:00,20,41,43,52,1,157
2024-03-04 07:00:00,32,36,39,33,0,140
2024-03-04 07:10:00,34,39,35,38,5,151
2024-03-04 07:20:00,28,42,41,39,4,154
2024-03-04 07:30:00,33,45,49,49,2,178
2024-03-04 07:40:00,32,43,37,31,4,147
2024-03-04 07:50:00,41,56,52,56,3,208
2024-03-04 08:00:00,39,54,48,51,1,193
2024-03-04 08:10:00,41,51,46,43,0,181
2024-03-04 08:20:00,39,47,46,51,1,184
2024-03-04 08:30:00,32,58,47,41,0,178
2024-03-04 08:40:00,36,52,57,52,0,197
2024-03-04 08:50:00,42,48,43,44,0,177
2024-03-04 09:00:00,31,42,25,31,0,129
2024-03-04 09:10:00,37,50,33,32,0,152
2024-03-04 09:20:00,34,50,46,40,3,173
2024-03-04 09:30:00,29,42,42,32,2,147
2024-03-04 09:40:00,29,40,45,29,0,143
2024-03-04 09:50:00,28,36,25,30,3,122
2024-03-04 10:00:00,33,36,15,32,1,117
2024-03-04 10:10:00,26,49,26,36,0,137
2024-03-04 10:20:00,27,46,26,29,1,129
2024-03-04 10:30:00,29,43,37,30,0,139
2024-03-04 10:40:00,28,49,36,42,1,156
2024-03-04 10:50:00,36,46,22,32,1,137
2024-03-04 11:00:00,23,43,25,36,2,129
2024-03-04 11:10:00,27,43,28,35,0,133
2024-03-04 11:20:00,31,55,28,30,0,144
2024-03-04 11:30:00,33,47,17,27,2,126
2024-03-04 11:40:00,38,48,22,26,1,135
2024-03-04 11:50:00,35,60,29,45,0,169
2024-03-04 12:00:00,37,65,21,40,0,163
2024-03-04 12:10:00,31,47,20,30,1,129
2024-03-04 12:20:00,39,59,8,32,0,138
2024-03-04 12:30:00,38,61,23,24,0,146
2024-03-04 12:40:00,42,49,24,35,2,152
2024-03-04 12:50:00,45,54,29,32,0,160
2024-03-04 13:00:00,39,56,30,36,0,161
2024-03-04 13:10:00,38,58,29,34,0,159
2024-03-04 13:20:00,47,54,24,32,1,158
2024-03-04 13:30:00,44,60,24,32,3,163
2024-03-04 13:40:00,42,62,15,28,1,148
2024-03-04 13:50:00,38,54,27,39,3,161
2024-03-04 14:00:00,36,54,22,25,1,138
2024-03-04 14:10:00,48,65,25,35,2,175
2024-03-04 14:20:00,42,65,22,35,1,165
2024-03-04 14:30:00,48,53,18,27,1,147
2024-03-04 14:40:00,44,60,18,40,1,163
2024-03-04 14:50:00,47,58,21,28,2,156
2024-03-04 15:00:00,58,50,27,31,1,167
2024-03-04 15:10:00,53,62,23,33,1,172
2024-03-04 15:20:00,56,48,25,26,1,156
2024-03-04 15:30:00,47,45,25,28,5,150
2024-03-04 15:40:00,58,54,23,33,0,168
2024-03-04 15:50:00,56,51,21,33,3,164
2024-03-04 16:00:00,55,51,24,25,1,156
2024-03-04 16:10:00,60,58,26,26,0,170
2024-03-04 16:20:00,56,48,29,31,1,165
2024-03-04 16:30:00,57,60,23,31,0,171
2024-03-04 16:40:00,54,60,27,29,2,172
2024-03-04 16:50:00,42,44,35,33,1,155
2024-03-04 17:00:00,55,51,22,30,1,159
2024-03-04 17:10:00,48,47,25,27,1,148
2024-03-04 17:20:00,64,41,29,40,1,175
2024-03-04 17:30:00,45,63,32,32,1,173
2024-03-04 17:40:00,61,57,29,33,1,181
2024-03-04 17:50:00,55,52,33,39,2,181
2024-03-04 18:00:00,52,54,22,34,0,162
2024-03-04 18:10:00,65,48,33,33,4,183
2024-03-04 18:20:00,76,69,25,51,0,221
2024-03-04 18:30:00,71,47,24,55,1,198
2024-03-04 18:40:00,52,54,32,57,0,195
2024-03-04 18:50:00,71,48,34,60,1,214
2024-03-04 19:00:00,43,51,24,39,0,157
2024-03-04 19:10:00,63,49,20,43,2,177
2024-03-04 19:20:00,35,45,24,48,0,152
2024-03-04 19:30:00,43,44,28,36,0,151
2024-03-04 19:40:00,31,35,15,38,0,119
2024-03-04 19:50:00,37,35,21,26,0,119
2024-03-04 20:00:00,35,43,25,47,0,150
2024-03-04 20:10:00,35,43,15,19,0,112
2024-03-04 20:20:00,26,40,15,22,0,103
2024-03-04 20:30:00,21,36,8,23,0,88
2024-03-04 20:40:00,19,39,22,19,0,99
2024-03-04 20:50:00,26,42,16,21,0,105
2024-03-04 21:00:00,17,43,18,26,0,104
2024-03-04 21:10:00,23,51,13,11,0,98
2024-03-04 21:20:00,29,34,18,30,0,111
2024-03-04 21:30:00,26,40,10,23,0,99
2024-03-04 21:40:00,30,35,15,12,0,92
