datetime,D11Z,D12Z,D23Z,V24Z,V25Z,V26Z,V27Z,D51Z,V52Z,D81Z,D82Z,V83Z,V84Z,V85Z,D111Z,V112Z,D121Z,D122Z,V531Z,V571Z,Total
2024-03-01 01:00:00,0,0,0,0,0,0,0,2,6,2,2,4,3,1,7,10,2,1,3,0,43
2024-03-01 01:10:00,1,0,0,1,0,0,0,7,12,4,1,5,0,1,4,6,2,0,0,1,45
2024-03-01 01:20:00,0,0,0,0,0,0,0,3,4,3,2,5,1,0,5,3,2,0,0,0,28
2024-03-01 01:30:00,0,1,0,0,3,0,0,5,4,2,2,4,3,0,5,8,5,4,0,0,46
2024-03-01 01:40:00,0,1,0,0,1,0,0,3,3,1,2,2,3,4,6,9,3,2,0,0,40
2024-03-01 01:50:00,0,0,1,0,0,2,1,2,3,1,3,2,5,2,3,5,2,2,1,0,35
2024-03-01 02:00:00,0,0,2,0,1,5,4,1,2,1,2,2,2,0,1,1,2,2,0,0,28
2024-03-01 02:10:00,0,0,1,0,0,2,2,2,2,1,1,2,1,0,0,0,0,0,0,2,16
2024-03-01 02:20:00,1,2,1,0,6,2,1,3,4,1,1,2,2,1,3,2,2,0,0,0,34
2024-03-01 02:30:00,0,1,0,0,2,0,0,2,2,1,1,2,1,1,1,2,1,1,1,0,19
2024-03-01 02:40:00,0,0,1,0,0,2,1,2,4,1,3,2,3,3,1,1,0,0,1,0,25
2024-03-01 02:50:00,0,0,0,0,0,0,0,2,2,1,0,1,0,0,2,2,1,0,0,0,11
2024-03-01 03:00:00,0,3,0,0,6,0,0,2,2,1,0,3,0,0,2,3,0,1,0,0,23
2024-03-01 03:10:00,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,2,0,0,0,0,9
2024-03-01 03:20:00,0,2,3,0,5,4,2,1,1,0,2,0,5,2,2,2,4,2,1,0,38
2024-03-01 03:30:00,0,1,0,0,2,0,0,2,2,2,1,2,2,1,3,3,1,0,0,0,22
2024-03-01 03:40:00,0,1,1,0,3,0,0,1,1,7,1,0,4,3,7,13,4,0,0,0,46
2024-03-01 03:50:00,0,0,0,0,0,0,0,3,3,0,2,0,3,3,1,2,0,0,0,0,17
2024-03-01 04:00:00,1,0,1,1,1,2,1,2,2,1,1,2,2,1,1,3,6,2,4,1,35
2024-03-01 04:10:00,0,2,2,0,4,2,2,12,3,3,6,5,7,2,2,3,4,0,2,1,62
2024-03-01 04:20:00,0,3,1,0,9,2,1,5,6,2,0,2,0,0,2,2,0,0,1,0,36
2024-03-01 04:30:00,0,2,1,0,3,2,1,3,3,1,2,1,2,1,2,5,1,1,0,0,31
2024-03-01 04:40:00,0,1,1,0,3,0,0,3,2,6,3,7,4,3,5,9,9,1,2,1,60
2024-03-01 04:50:00,0,2,1,0,2,0,0,4,5,6,6,7,8,3,3,4,3,0,2,1,57
2024-03-01 05:00:00,0,3,1,0,8,1,2,4,4,13,8,9,9,9,3,9,2,2,2,2,91
2024-03-01 05:10:00,0,4,2,0,9,2,1,6,8,9,13,14,16,14,4,5,4,3,2,4,120
2024-03-01 05:20:00,0,5,1,0,11,2,1,10,7,9,17,9,23,14,10,17,5,7,2,0,150
2024-03-01 05:30:00,0,2,8,0,4,13,12,6,7,23,24,13,15,23,30,18,6,6,2,2,214
2024-03-01 05:40:00,0,12,6,0,20,9,6,18,14,37,28,16,24,29,17,19,37,7,4,3,306
2024-03-01 05:50:00,1,7,4,0,14,6,3,13,11,27,36,13,23,35,25,32,8,5,3,2,268
2024-03-01 06:00:00,1,8,7,4,9,9,9,18,12,23,32,18,29,31,17,21,6,7,2,3,266
2024-03-01 06:10:00,1,7,7,2,10,10,6,29,25,24,27,15,17,29,18,18,14,5,5,3,272
2024-03-01 06:20:00,0,10,9,0,16,11,7,29,17,38,37,10,12,34,18,23,16,14,3,3,307
2024-03-01 06:30:00,0,10,11,0,13,18,8,24,17,38,51,20,31,43,20,22,11,6,1,1,345
2024-03-01 06:40:00,3,10,11,2,16,21,12,28,27,33,42,22,18,41,27,25,16,9,11,3,377
2024-03-01 06:50:00,1,10,11,1,19,18,11,58,15,35,42,15,22,38,30,28,17,10,3,3,387
2024-03-01 07:00:00,2,44,9,2,10,5,16,28,29,84,56,15,18,51,31,11,21,8,5,2,447
2024-03-01 07:10:00,0,14,18,1,13,12,16,19,21,51,54,18,15,45,37,24,18,10,6,4,396
2024-03-01 07:20:00,2,22,14,2,19,14,13,33,17,57,54,16,19,55,58,22,13,9,4,4,447
2024-03-01 07:30:00,4,23,18,3,14,12,19,26,19,68,74,20,17,68,45,18,21,11,5,4,489
2024-03-01 07:40:00,3,28,23,3,17,33,27,32,18,61,59,7,15,66,50,17,24,9,6,5,503
2024-03-01 07:50:00,3,35,25,3,17,14,27,34,15,57,64,15,18,57,62,27,18,8,8,3,510
2024-03-01 08:00:00,6,25,19,5,9,10,22,39,23,38,39,5,8,41,39,21,17,7,4,3,380
2024-03-01 08:10:00,4,24,18,3,16,15,18,46,18,57,62,4,12,58,45,9,12,57,5,4,487
2024-03-01 08:20:00,6,22,14,5,17,8,12,44,25,52,46,15,13,43,65,11,13,15,5,7,438
2024-03-01 08:30:00,8,22,20,7,17,12,20,28,17,63,64,18,21,65,43,17,20,9,3,2,476
2024-03-01 08:40:00,5,24,19,4,19,6,12,33,28,29,36,13,9,31,45,19,20,8,4,4,368
2024-03-01 08:50:00,4,21,16,6,16,12,16,26,21,60,69,13,12,69,45,18,15,6,2,1,448
2024-03-01 09:00:00,2,17,15,2,15,10,15,31,11,45,43,6,3,45,53,32,15,7,5,4,376
2024-03-01 09:10:00,5,18,20,1,15,19,21,31,22,44,41,11,13,37,45,17,13,7,5,5,390
2024-03-01 09:20:00,2,19,21,0,14,12,19,23,25,31,43,8,15,41,47,26,12,7,7,3,375
2024-03-01 09:30:00,0,57,22,1,12,16,20,28,20,58,60,12,16,56,45,23,20,9,3,1,479
2024-03-01 09:40:00,2,17,21,3,13,18,24,34,19,50,58,10,23,51,42,23,18,11,5,5,447
2024-03-01 09:50:00,1,26,16,2,18,15,18,33,22,36,47,16,16,43,63,22,20,8,15,4,441
2024-03-01 10:00:00,5,17,16,9,11,12,13,33,21,35,33,9,10,34,46,14,16,6,5,2,347
2024-03-01 10:10:00,5,16,22,3,9,11,26,33,22,31,37,19,15,36,44,30,14,12,8,3,396
2024-03-01 10:20:00,3,17,22,5,13,16,26,33,30,34,30,14,17,30,65,25,21,12,4,3,420
2024-03-01 10:30:00,8,22,19,6,13,18,19,32,19,49,59,20,18,53,44,26,15,10,4,1,455
2024-03-01 10:40:00,1,34,17,1,18,12,15,40,19,33,50,25,18,40,51,13,20,5,6,2,420
2024-03-01 10:50:00,4,19,14,2,13,13,13,38,22,31,27,7,21,27,66,28,16,11,4,2,378
2024-03-01 11:00:00,4,24,19,4,15,15,15,34,20,46,47,12,17,47,48,22,17,8,7,2,423
2024-03-01 11:10:00,4,22,18,3,19,13,18,35,19,47,56,20,27,48,59,24,23,5,8,7,475
2024-03-01 11:20:00,3,22,16,5,22,12,16,36,20,59,65,9,10,57,49,25,21,5,4,3,459
2024-03-01 11:30:00,2,24,20,5,17,14,16,31,15,51,43,8,12,45,45,22,17,9,1,2,399
2024-03-01 11:40:00,1,23,13,3,14,11,14,57,11,43,37,5,3,40,58,20,18,12,5,7,395
2024-03-01 11:50:00,1,30,21,3,17,13,23,66,15,50,47,11,9,50,60,20,25,7,5,3,476
2024-03-01 12:00:00,4,37,29,7,18,18,27,81,14,60,47,11,13,41,63,18,20,13,16,2,539
2024-03-01 12:10:00,4,45,44,4,22,17,41,82,3,78,56,14,19,54,55,20,17,9,7,2,593
2024-03-01 12:20:00,2,42,31,4,12,27,31,92,19,40,38,17,18,34,83,25,20,9,10,4,558
2024-03-01 12:30:00,2,39,32,5,21,20,32,66,26,69,50,13,15,45,66,27,8,7,29,4,576
2024-03-01 12:40:00,1,37,33,2,16,19,27,99,19,42,44,21,18,38,84,24,16,8,4,5,557
2024-03-01 12:50:00,5,30,27,5,17,16,28,82,21,45,43,8,12,35,78,28,20,9,9,3,521
2024-03-01 13:00:00,1,39,28,1,28,20,24,51,23,82,77,13,12,66,51,19,24,8,4,3,574
2024-03-01 13:10:00,2,21,9,3,12,7,8,18,12,39,34,10,11,31,39,4,16,6,2,2,286
2024-03-01 13:20:00,3,29,22,4,21,13,20,58,30,53,66,12,18,56,66,25,28,10,6,2,542
2024-03-01 13:30:00,1,37,36,2,12,23,33,42,24,59,48,13,11,47,64,17,21,8,2,5,505
2024-03-01 13:40:00,3,24,30,1,21,17,31,76,23,54,46,9,16,41,66,17,17,8,8,3,511
2024-03-01 13:50:00,2,29,18,1,20,18,14,54,23,65,40,12,7,36,70,11,12,9,5,4,450
2024-03-01 14:00:00,4,39,34,5,20,19,34,44,24,75,64,16,13,58,63,19,32,7,8,2,580
2024-03-01 14:10:00,5,33,36,3,19,21,31,43,25,50,48,12,11,46,69,18,17,8,3,3,501
2024-03-01 14:20:00,1,24,22,1,16,19,22,39,21,44,43,18,6,44,56,32,18,10,7,4,447
2024-03-01 14:30:00,10,57,38,5,20,13,36,36,20,69,47,24,14,44,77,21,19,16,6,3,575
2024-03-01 14:40:00,3,44,25,3,19,20,23,49,24,43,43,6,8,40,62,29,17,6,4,4,472
2024-03-01 14:50:00,5,28,26,5,16,14,26,37,16,53,44,14,19,40,62,18,18,12,33,3,489
2024-03-01 15:00:00,1,30,24,3,15,14,24,132,18,64,47,20,15,41,72,22,14,8,10,4,578
2024-03-01 15:10:00,1,33,18,2,20,13,17,68,20,48,55,9,19,57,69,20,17,6,1,5,498
2024-03-01 15:20:00,2,43,33,5,10,6,29,37,20,49,32,15,8,36,71,20,20,9,5,2,452
2024-03-01 15:30:00,3,38,24,2,14,14,20,31,16,49,53,12,9,45,49,22,15,6,2,1,425
2024-03-01 15:40:00,5,32,38,3,12,14,36,50,31,58,44,2,3,34,60,30,23,7,7,7,496
2024-03-01 15:50:00,3,27,22,1,11,12,22,37,19,45,45,11,9,40,48,25,10,6,5,2,400
2024-03-01 16:00:00,2,33,25,2,16,13,22,24,14,45,32,17,14,35,53,17,20,6,3,0,393
2024-03-01 16:10:00,1,34,24,1,13,14,20,41,22,61,51,14,13,42,49,20,21,10,1,6,458
2024-03-01 16:20:00,2,32,22,3,17,17,25,48,22,48,43,25,15,39,44,26,25,6,6,4,469
2024-03-01 16:30:00,6,35,28,4,18,19,27,32,21,54,49,24,23,51,52,19,13,7,2,2,486
2024-03-01 16:40:00,4,37,34,4,13,17,42,46,19,43,37,17,21,38,63,20,25,6,5,6,497
2024-03-01 16:50:00,4,32,27,2,20,16,22,39,14,48,30,21,16,27,57,20,18,9,4,3,429
2024-03-01 17:00:00,2,37,27,2,13,10,28,32,19,52,41,18,13,40,62,24,21,11,2,1,455
2024-03-01 17:10:00,0,29,22,0,14,15,18,46,24,45,50,16,23,48,66,31,21,9,2,6,485
2024-03-01 17:20:00,10,27,17,10,9,12,15,37,23,35,39,13,10,30,43,16,13,6,4,4,373
2024-03-01 17:30:00,4,34,20,2,24,15,15,42,20,105,42,20,19,42,57,20,12,8,1,1,503
2024-03-01 17:40:00,0,28,20,2,13,14,21,26,21,40,38,22,16,40,74,23,13,5,2,7,425
2024-03-01 17:50:00,1,24,21,0,16,14,18,52,18,45,45,22,19,39,48,15,11,7,4,4,423
2024-03-01 18:00:00,4,31,23,5,25,14,25,33,19,53,44,18,26,38,46,17,13,8,3,2,447
2024-03-01 18:10:00,13,31,19,4,15,17,19,57,20,38,40,15,15,44,62,22,14,8,5,4,462
2024-03-01 18:20:00,2,22,16,1,29,18,17,39,25,44,50,14,12,46,49,22,28,13,4,3,454
2024-03-01 18:30:00,2,48,17,2,28,23,16,31,21,161,49,23,12,46,56,20,16,12,3,1,587
2024-03-01 18:40:00,3,18,18,1,15,24,18,41,25,50,43,17,15,31,42,29,14,15,7,5,431
2024-03-01 18:50:00,3,20,16,1,32,22,13,44,19,35,35,13,15,39,40,30,20,13,8,3,421
2024-03-01 19:00:00,3,30,20,0,30,30,21,40,26,38,35,14,5,32,41,49,17,12,5,2,450
2024-03-01 19:10:00,2,24,15,1,46,22,18,33,27,33,30,15,22,25,40,34,14,11,8,3,423
2024-03-01 19:20:00,1,23,14,0,34,21,15,24,23,34,32,13,11,36,44,25,17,10,8,4,389
2024-03-01 19:30:00,1,20,18,0,28,28,14,24,17,34,32,15,19,33,46,31,13,13,5,1,392
2024-03-01 19:40:00,2,19,19,0,33,29,17,19,23,36,25,16,13,28,33,29,17,11,3,5,377
2024-03-01 19:50:00,3,16,13,0,19,17,12,20,19,26,25,14,17,23,37,23,11,13,5,2,315
2024-03-01 20:00:00,2,17,15,1,31,26,20,28,24,29,33,22,25,36,34,35,11,10,7,1,407
2024-03-01 20:10:00,2,17,13,0,27,24,8,44,17,25,17,13,15,16,26,29,15,10,7,3,328
2024-03-01 20:20:00,1,14,10,1,25,16,10,33,20,28,27,20,23,20,26,32,8,9,6,1,330
2024-03-01 20:30:00,0,37,7,1,23,14,8,22,26,27,27,20,24,27,41,46,23,21,3,2,399
2024-03-01 20:40:00,0,13,14,0,20,20,11,23,23,24,28,23,21,31,29,28,14,13,6,9,350
2024-03-01 20:50:00,1,11,12,1,17,22,13,16,15,15,22,12,24,22,17,21,15,15,1,2,274
2024-03-01 21:00:00,0,17,10,0,34,20,10,17,12,20,27,20,28,28,19,25,10,10,3,2,312
2024-03-01 21:10:00,2,7,7,1,13,14,8,20,15,21,27,13,18,23,12,19,13,8,4,3,248
2024-03-01 21:20:00,1,9,11,0,13,23,15,28,15,16,19,20,15,18,21,29,11,10,5,0,279
2024-03-01 21:30:00,0,8,5,0,17,11,5,16,15,19,21,16,25,25,22,19,6,2,1,2,235
2024-03-01 21:40:00,0,12,10,0,22,24,11,15,13,20,18,20,21,20,25,24,10,10,3,4,282
2024-03-01 21:50:00,2,14,10,1,20,17,9,42,13,20,21,18,24,21,15,19,11,9,3,0,289
2024-03-01 22:00:00,0,9,7,0,17,13,7,15,19,26,15,22,21,13,23,21,9,3,1,2,243
2024-03-01 22:10:00,2,8,8,2,16,16,5,27,24,7,15,8,21,18,24,32,15,4,6,3,261
2024-03-01 22:20:00,0,7,9,0,17,15,12,14,12,15,21,22,24,16,26,45,10,7,0,0,272
2024-03-01 22:30:00,2,5,7,0,10,14,8,15,14,12,17,19,26,16,22,18,19,15,3,3,245
2024-03-01 22:40:00,0,8,11,0,10,7,8,21,18,15,15,10,18,14,18,16,12,11,5,3,220
2024-03-01 22:50:00,1,4,9,0,7,16,9,16,13,80,13,19,10,9,29,29,7,6,0,0,277
2024-03-01 23:00:00,0,7,3,0,12,8,2,8,9,19,18,21,25,15,19,26,12,7,2,1,214
2024-03-01 23:10:00,1,10,5,0,19,7,5,15,16,10,14,13,20,17,19,22,7,8,6,3,217
2024-03-01 23:20:00,0,4,3,0,8,4,3,32,19,13,21,19,22,20,13,20,4,5,6,0,216
2024-03-01 23:30:00,0,3,5,0,6,6,3,20,17,18,8,18,9,11,16,23,10,6,7,0,186
2024-03-01 23:40:00,0,4,6,0,7,7,7,10,13,13,15,20,18,19,18,25,16,12,4,3,217
2024-03-01 23:50:00,2,1,2,1,2,3,2,11,12,14,17,19,7,9,15,16,6,5,0,0,144
2024-03-02 00:00:00,2,8,4,0,11,8,5,10,15,10,12,13,13,11,18,25,5,2,2,0,174
2024-03-02 00:10:00,0,4,1,0,7,3,2,7,8,15,14,16,19,13,16,20,14,11,3,8,181
2024-03-02 00:20:00,1,2,1,0,5,1,1,15,9,13,9,16,11,7,4,3,6,6,0,0,110
2024-03-02 00:30:00,0,4,1,0,9,1,1,6,7,7,7,4,6,5,11,14,5,2,1,0,91
2024-03-02 00:40:00,0,2,2,0,4,3,2,7,7,6,6,7,9,4,4,7,5,3,3,2,83
2024-03-02 00:50:00,0,0,0,0,0,0,0,4,5,24,8,9,7,7,8,12,5,1,2,0,92
2024-03-02 01:00:00,0,0,0,0,0,0,0,6,7,6,6,7,9,4,9,11,3,1,0,0,69
2024-03-02 01:10:00,0,3,3,0,3,6,2,9,6,2,6,2,8,4,6,8,6,1,3,4,82
2024-03-02 01:20:00,0,2,4,0,7,7,6,9,8,7,3,7,3,1,6,7,4,3,0,0,84
2024-03-02 01:30:00,0,2,0,0,5,0,0,7,11,7,7,5,8,7,5,7,3,1,1,0,76
2024-03-02 01:40:00,0,1,3,0,2,4,3,7,6,7,6,9,11,4,7,12,5,2,2,3,94
2024-03-02 01:50:00,0,0,0,0,0,0,0,4,4,2,6,1,5,4,9,14,6,3,0,0,58
2024-03-02 02:00:00,0,1,2,0,3,2,3,12,9,2,4,5,6,6,4,5,3,2,2,0,71
2024-03-02 02:10:00,0,3,2,0,6,2,2,4,5,1,4,1,11,4,8,10,12,0,3,6,84
2024-03-02 02:20:00,0,3,1,0,6,2,1,5,7,2,0,3,0,0,2,4,0,0,1,0,37
2024-03-02 02:30:00,0,0,0,0,0,0,0,6,6,5,3,8,4,3,5,5,3,3,1,0,52
2024-03-02 02:40:00,0,0,1,0,0,2,2,7,9,2,2,3,2,1,2,3,4,0,4,3,47
2024-03-02 02:50:00,0,1,1,0,1,0,0,6,8,2,3,2,8,3,2,2,1,0,0,0,40
2024-03-02 03:00:00,0,3,1,0,3,3,2,4,4,1,2,3,1,2,6,9,3,2,1,0,50
2024-03-02 03:10:00,0,4,2,0,11,5,2,5,7,2,3,5,5,4,5,4,7,1,2,1,75
2024-03-02 03:20:00,0,1,1,0,1,2,3,8,8,2,3,0,3,3,5,7,2,3,2,0,54
2024-03-02 03:30:00,0,1,0,0,2,0,0,4,4,3,2,5,4,3,4,5,4,2,0,0,43
2024-03-02 03:40:00,0,1,1,0,2,1,3,3,4,3,1,2,3,1,4,5,10,2,2,2,50
2024-03-02 03:50:00,1,3,0,1,5,0,0,3,3,3,3,2,9,3,6,4,1,0,0,0,47
2024-03-02 04:00:00,0,0,0,0,0,0,0,1,1,2,2,3,3,2,3,4,3,4,0,0,28
2024-03-02 04:10:00,0,1,0,0,2,0,0,5,5,2,6,2,9,8,4,5,8,0,1,1,59
2024-03-02 04:20:00,0,1,0,0,3,0,0,2,4,3,0,2,0,0,3,3,3,2,2,0,28
2024-03-02 04:30:00,0,0,1,0,0,2,1,4,5,1,0,2,0,0,3,3,6,4,0,0,32
2024-03-02 04:40:00,0,4,0,0,6,0,0,3,3,6,5,5,5,4,3,5,10,4,2,4,69
2024-03-02 04:50:00,0,0,0,0,0,0,0,5,6,3,1,3,3,2,3,3,4,3,1,0,37
2024-03-02 05:00:00,0,1,0,0,2,0,0,4,6,5,5,6,8,4,5,7,2,2,0,0,57
2024-03-02 05:10:00,0,1,0,0,2,0,0,2,1,7,9,10,10,10,3,4,8,0,3,4,74
2024-03-02 05:20:00,0,1,1,0,2,2,1,8,9,5,8,2,9,4,10,12,3,1,2,0,80
2024-03-02 05:30:00,0,2,4,0,7,9,6,6,8,9,6,10,4,5,8,10,4,0,1,4,103
2024-03-02 05:40:00,0,4,1,0,12,2,2,5,10,13,11,16,15,11,9,16,10,3,2,2,144
2024-03-02 05:50:00,0,7,1,0,13,2,1,3,5,8,12,13,16,9,13,15,6,3,4,0,131
2024-03-02 06:00:00,0,1,6,0,3,8,8,8,9,29,11,6,7,5,5,4,10,1,2,2,125
2024-03-02 06:10:00,0,2,3,0,3,4,4,4,6,3,8,6,11,9,1,2,11,7,2,2,88
2024-03-02 06:20:00,0,2,1,0,4,1,0,7,7,11,8,18,11,9,14,19,7,6,4,1,130
2024-03-02 06:30:00,1,5,6,0,8,13,7,10,12,7,6,9,10,7,7,8,10,5,0,3,134
2024-03-02 06:40:00,0,5,2,0,12,3,5,8,8,7,10,7,9,11,9,19,14,14,2,1,146
2024-03-02 06:50:00,0,2,3,0,2,3,3,3,4,4,10,3,11,11,7,8,6,4,3,1,88
2024-03-02 07:00:00,0,3,3,0,3,3,4,13,13,8,7,5,8,4,9,9,5,0,7,3,107
2024-03-02 07:10:00,0,2,5,0,3,4,4,9,9,8,14,8,9,11,11,10,9,3,3,6,128
2024-03-02 07:20:00,0,8,5,0,8,3,3,7,8,6,5,11,5,5,14,15,8,4,3,0,118
2024-03-02 07:30:00,1,12,5,1,12,7,5,9,8,8,12,5,8,12,8,9,9,2,1,3,137
2024-03-02 07:40:00,0,8,5,0,7,4,5,7,7,13,14,7,13,13,15,11,8,4,1,3,145
2024-03-02 07:50:00,1,10,5,0,10,6,5,12,12,11,11,11,8,11,17,14,18,5,2,3,172
2024-03-02 08:00:00,2,5,6,1,8,3,4,7,7,7,13,5,9,14,10,8,8,5,1,2,125
2024-03-02 08:10:00,0,4,1,0,4,1,1,10,9,15,15,11,8,13,10,8,7,3,5,3,128
2024-03-02 08:20:00,0,6,5,0,3,4,4,6,7,13,20,11,13,17,9,7,6,11,2,0,144
2024-03-02 08:30:00,1,12,6,0,10,8,6,14,11,6,17,6,14,18,18,12,14,2,8,4,187
2024-03-02 08:40:00,0,12,6,1,16,6,6,17,18,26,25,9,13,24,20,16,11,5,3,2,236
2024-03-02 08:50:00,0,12,6,0,11,8,8,14,14,118,33,18,15,26,15,9,9,5,1,1,323
2024-03-02 09:00:00,0,17,9,0,14,8,9,16,14,18,23,13,9,19,20,20,13,3,2,4,231
2024-03-02 09:10:00,0,12,14,1,8,11,14,7,7,28,37,9,12,31,25,19,7,3,5,3,253
2024-03-02 09:20:00,4,4,6,1,4,7,6,11,9,31,38,13,17,33,24,19,11,5,5,1,249
2024-03-02 09:30:00,0,7,9,0,8,7,8,26,22,25,35,11,11,30,30,20,13,8,1,2,273
2024-03-02 09:40:00,2,12,8,1,11,6,7,11,11,37,35,13,14,34,37,12,8,4,3,4,270
2024-03-02 09:50:00,4,15,9,3,12,11,9,15,14,48,44,12,14,45,49,21,18,5,4,2,354
2024-03-02 10:00:00,0,19,12,0,18,10,11,28,23,36,51,15,17,43,40,30,15,6,2,4,380
2024-03-02 10:10:00,3,21,15,2,12,14,15,22,15,34,38,17,9,36,31,26,18,7,5,3,343
2024-03-02 10:20:00,1,20,13,1,15,12,12,29,22,47,45,19,18,46,39,17,13,5,3,2,379
2024-03-02 10:30:00,2,16,17,0,13,14,18,15,14,32,55,13,15,42,44,29,13,5,1,3,361
2024-03-02 10:40:00,0,23,13,0,18,11,17,27,19,32,38,12,16,42,35,18,15,10,3,2,351
2024-03-02 10:50:00,4,11,13,3,11,10,13,30,14,42,39,9,8,34,46,23,19,8,27,2,366
2024-03-02 11:00:00,3,24,18,2,21,14,18,20,18,40,40,12,11,36,40,23,26,8,1,3,378
2024-03-02 11:10:00,1,21,16,0,17,14,13,25,15,46,55,20,17,51,43,21,17,9,4,2,407
2024-03-02 11:20:00,1,19,14,1,14,13,23,36,10,51,56,11,10,45,37,19,13,15,4,2,394
2024-03-02 11:30:00,2,15,14,2,13,17,18,28,0,41,45,13,20,44,49,29,17,11,0,3,381
2024-03-02 11:40:00,3,24,13,1,17,14,13,43,0,38,43,22,17,37,35,23,17,9,0,2,371
2024-03-02 11:50:00,1,22,18,1,15,16,23,17,13,38,38,17,13,43,41,22,16,11,3,2,370
2024-03-02 12:00:00,2,16,16,1,10,15,17,30,26,47,51,17,15,48,45,19,21,9,4,3,412
2024-03-02 12:10:00,3,18,26,1,16,20,27,35,16,54,65,21,20,55,48,23,22,11,4,3,488
2024-03-02 12:20:00,2,20,13,2,13,12,14,22,14,51,52,7,11,48,52,14,13,9,4,2,375
2024-03-02 12:30:00,3,18,19,1,14,14,21,31,27,49,39,7,14,35,37,17,9,5,1,3,364
2024-03-02 12:40:00,2,24,22,1,12,13,29,34,24,40,40,13,13,36,62,26,23,12,4,2,432
2024-03-02 12:50:00,1,19,15,1,21,13,15,24,20,30,29,15,16,26,48,27,22,9,3,3,357
2024-03-02 13:00:00,2,20,20,1,19,21,20,37,29,51,41,13,12,40,63,30,24,6,2,2,453
2024-03-02 13:10:00,2,21,26,2,18,18,27,32,24,35,43,19,19,39,51,31,17,11,13,3,451
2024-03-02 13:20:00,3,23,20,2,18,15,21,40,22,28,39,17,13,42,53,18,18,13,6,2,413
2024-03-02 13:30:00,1,17,18,0,16,15,15,43,21,45,45,16,14,42,67,22,15,6,3,4,425
2024-03-02 13:40:00,3,33,24,4,20,12,22,27,18,36,36,20,19,37,61,22,16,13,3,2,428
2024-03-02 13:50:00,1,25,19,1,16,12,18,29,21,28,33,11,12,30,56,29,34,8,3,3,389
2024-03-02 14:00:00,1,20,18,0,11,27,19,34,27,31,147,19,23,37,64,32,21,9,5,5,550
2024-03-02 14:10:00,1,21,17,0,12,16,16,40,21,41,54,16,15,50,70,19,16,9,3,4,441
2024-03-02 14:20:00,1,23,21,1,19,10,19,24,23,61,57,18,12,56,70,20,14,7,5,1,462
2024-03-02 14:30:00,3,23,22,1,19,15,22,39,24,38,45,16,27,45,47,23,17,8,2,3,439
2024-03-02 14:40:00,3,31,21,3,17,12,19,32,17,39,48,17,19,46,49,24,29,11,4,2,443
2024-03-02 14:50:00,6,20,22,3,15,14,22,23,31,43,42,12,16,39,64,23,15,5,3,2,420
2024-03-02 15:00:00,3,25,15,2,18,13,15,31,27,35,46,20,14,40,55,25,16,8,3,3,414
2024-03-02 15:10:00,1,21,15,1,12,14,19,19,2,49,47,13,20,43,43,22,24,8,2,3,378
2024-03-02 15:20:00,1,21,18,3,14,12,16,37,0,55,57,14,21,51,39,18,10,6,0,2,395
2024-03-02 15:30:00,3,21,23,1,9,19,22,35,0,59,59,23,19,57,52,18,11,10,0,3,444
2024-03-02 15:40:00,0,13,14,0,13,11,20,29,0,34,36,16,18,34,43,20,26,7,0,2,336
2024-03-02 15:50:00,0,32,11,0,14,11,9,32,0,41,41,14,15,39,43,20,14,8,0,2,346
2024-03-02 16:00:00,2,19,12,2,13,9,14,38,0,38,37,13,13,31,42,22,12,6,0,3,326
2024-03-02 16:10:00,1,16,9,1,13,10,10,26,0,31,83,12,15,33,48,25,20,7,0,3,363
2024-03-02 16:20:00,0,18,9,0,17,6,10,29,9,33,40,17,20,38,37,23,20,9,0,2,337
2024-03-02 16:30:00,2,16,22,2,15,17,17,22,16,40,39,18,15,35,31,19,17,6,2,3,354
2024-03-02 16:40:00,3,15,14,1,14,12,21,23,19,39,42,12,19,41,52,25,26,10,5,3,396
2024-03-02 16:50:00,2,15,15,1,13,11,15,29,0,40,45,18,20,45,48,18,9,5,0,1,350
2024-03-02 17:00:00,0,16,9,0,9,12,8,39,0,26,32,11,16,32,42,17,12,8,0,3,292
2024-03-02 17:10:00,1,19,18,1,15,14,20,37,0,53,51,18,15,49,47,22,14,8,0,5,407
2024-03-02 17:20:00,0,14,14,0,13,16,16,37,0,44,43,16,17,46,50,22,15,8,0,2,373
2024-03-02 17:30:00,0,23,12,0,10,12,12,32,0,36,41,21,22,39,45,24,18,7,0,5,359
2024-03-02 17:40:00,1,24,17,1,20,12,14,26,0,36,40,14,21,43,41,15,14,6,0,2,347
2024-03-02 17:50:00,0,17,14,0,15,15,14,35,0,45,49,17,10,32,42,20,10,7,0,2,344
2024-03-02 18:00:00,2,22,17,3,19,13,10,33,0,48,42,13,19,48,45,23,13,6,0,4,380
2024-03-02 18:10:00,3,29,18,1,27,16,20,44,0,42,33,7,13,34,50,24,14,6,0,2,383
2024-03-02 18:20:00,2,18,14,1,21,19,14,45,0,42,42,15,16,41,57,17,30,10,0,2,406
2024-03-02 18:30:00,0,18,16,1,32,28,14,48,0,35,39,19,17,40,40,30,13,3,0,4,397
2024-03-02 18:40:00,1,20,16,0,29,30,16,40,0,43,37,19,21,29,34,34,24,12,0,3,408
2024-03-02 18:50:00,0,11,13,0,18,26,10,46,0,35,39,23,25,38,55,29,12,7,0,2,389
