datetime,D21Z,D22Z,D23Z,V24Z,V25Z,V26Z,D31Z,V32Z,D41Z,D51Z,D52Z,V53Z,V54Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D101Z,D111Z,D112Z,V113Z,V114Z,D121Z,D122Z,V123Z,V124Z,Total
2024-03-04 12:40:00,16,16,27,15,23,12,9,8,30,38,18,11,9,8,11,11,33,28,16,14,43,10,24,66,9,27,708,1466,18,6,0,0,2730
2024-03-04 12:50:00,18,12,23,14,20,8,16,8,26,26,16,14,8,3,10,7,44,28,8,12,31,8,34,52,9,16,420,1083,15,11,0,0,2000
2024-03-04 13:00:00,43,17,35,17,24,13,22,9,31,45,7,9,16,8,9,7,32,23,11,13,24,11,27,32,16,21,463,1029,18,9,0,0,2041
2024-03-04 13:10:00,19,16,25,13,33,17,13,11,36,60,3,5,10,4,10,4,31,36,7,16,40,11,28,38,12,16,480,862,22,10,0,0,1888
2024-03-04 13:20:00,27,20,22,10,34,12,15,12,23,38,5,4,15,7,12,11,42,31,10,16,42,16,19,40,6,16,199,1181,22,9,0,0,1916
2024-03-04 13:30:00,21,16,33,11,23,10,13,7,28,34,10,9,14,5,58,6,40,22,16,10,40,10,22,61,1,11,780,1459,22,6,0,0,2798
2024-03-04 13:40:00,15,37,28,14,25,14,19,6,26,40,8,6,11,147,49,4,51,31,18,18,40,20,26,46,10,10,205,449,19,9,0,0,1401
2024-03-04 13:50:00,17,20,40,16,22,12,14,7,32,36,15,10,12,7,9,10,31,34,15,17,45,18,22,41,10,9,355,991,17,1,0,1,1886
2024-03-04 14:00:00,19,24,30,15,20,11,15,11,25,35,18,9,99,4,10,5,36,22,15,19,47,8,24,49,19,14,507,1266,14,8,0,0,2398
2024-03-04 14:10:00,23,21,41,17,23,15,23,11,22,19,16,25,13,6,16,9,43,24,17,14,28,8,32,50,15,17,476,1705,14,7,0,1,2751
2024-03-04 14:20:00,29,36,38,17,29,20,25,9,24,33,14,11,17,8,14,6,49,41,10,12,43,17,32,57,7,6,456,781,23,14,1,1,1880
2024-03-04 14:30:00,51,49,40,23,45,23,26,11,28,35,11,6,13,3,13,8,39,31,6,9,26,16,27,56,12,11,387,886,19,8,0,0,1918
2024-03-04 14:40:00,38,38,36,13,30,18,18,11,26,46,6,5,12,23,8,5,40,37,23,23,45,14,24,46,3,10,673,1272,15,6,0,0,2564
2024-03-04 14:50:00,39,44,54,14,32,14,33,13,32,43,7,8,14,6,14,5,39,46,4,12,39,8,39,53,10,15,530,1531,12,3,0,1,2714
2024-03-04 15:00:00,45,49,43,11,31,20,30,11,43,54,4,11,11,4,14,6,45,34,8,9,56,9,38,71,9,17,640,1065,17,5,0,0,2410
2024-03-04 15:10:00,48,49,35,14,32,19,32,11,31,43,16,20,14,6,14,13,45,42,4,14,100,15,34,71,5,8,204,1044,24,6,0,0,2013
2024-03-04 15:20:00,47,42,29,9,37,18,34,13,34,45,15,9,16,6,16,8,46,40,16,14,54,2,29,53,11,15,183,1768,18,9,0,0,2636
2024-03-04 15:30:00,42,43,34,14,33,25,25,13,34,38,12,13,12,55,9,6,44,39,13,16,47,16,31,68,3,6,391,1569,20,5,0,1,2677
2024-03-04 15:40:00,47,35,38,13,32,17,27,12,42,47,12,14,11,4,10,11,42,39,11,17,38,14,31,76,1,2,356,899,17,5,0,0,1920
2024-03-04 15:50:00,91,37,30,13,37,18,41,11,25,38,14,39,9,7,8,13,41,43,11,15,54,6,36,76,11,13,434,1357,21,8,0,0,2557
2024-03-04 16:00:00,27,25,40,18,22,14,25,11,30,31,14,12,7,4,10,8,43,44,14,19,39,16,30,66,7,3,377,1157,15,5,0,0,2133
2024-03-04 16:10:00,41,29,38,13,37,22,29,14,31,37,21,14,11,8,17,9,45,39,12,17,44,20,42,70,1,8,402,535,23,9,0,0,1638
2024-03-04 16:20:00,47,42,32,13,28,20,30,10,30,39,10,13,19,13,7,7,62,42,11,15,49,6,39,69,0,0,261,625,18,10,1,1,1569
2024-03-04 16:30:00,25,31,31,11,39,18,22,13,31,34,21,22,17,8,11,9,51,42,11,18,36,16,31,75,0,2,391,774,19,13,1,0,1823
2024-03-04 16:40:00,29,29,34,12,34,16,22,15,35,46,14,8,14,112,13,10,48,37,8,15,55,10,41,79,0,2,418,443,24,8,1,0,1632
2024-03-04 16:50:00,37,29,29,17,38,16,32,15,39,39,21,14,21,13,11,11,42,39,10,18,58,18,43,71,0,3,841,1355,13,5,0,0,2898
2024-03-04 17:00:00,32,34,35,15,32,17,31,12,33,40,12,15,9,11,19,14,63,52,8,16,54,12,29,58,0,1,495,1173,19,5,1,0,2347
2024-03-04 17:10:00,32,32,25,18,26,18,22,14,33,41,14,13,10,4,8,6,44,33,12,17,49,10,39,79,0,7,450,1342,15,11,0,0,2424
2024-03-04 17:20:00,24,39,42,19,27,21,22,12,33,46,18,10,16,25,10,12,50,46,12,14,48,15,36,71,0,7,363,941,19,9,0,1,2008
2024-03-04 17:30:00,34,28,32,18,23,13,19,13,29,31,23,16,15,46,11,8,48,51,19,19,32,12,38,72,1,0,211,946,22,9,0,0,1839
2024-03-04 17:40:00,29,26,31,17,25,14,18,13,32,33,20,17,18,8,14,11,46,34,12,9,33,14,41,62,10,11,396,967,18,7,0,0,1986
2024-03-04 17:50:00,21,26,27,14,19,21,24,12,31,35,21,13,8,5,6,10,54,42,20,20,41,12,33,69,0,3,299,1244,16,6,0,0,2152
2024-03-04 18:00:00,24,24,38,16,26,19,24,10,24,31,8,10,12,6,18,11,36,33,23,33,37,14,23,59,0,6,417,1253,22,5,1,0,2263
2024-03-04 18:10:00,25,24,34,16,28,29,24,11,25,35,18,20,11,7,22,14,41,36,12,17,34,10,35,60,10,11,463,1556,23,11,0,0,2662
2024-03-04 18:20:00,27,23,34,17,22,25,20,15,19,15,27,23,14,4,20,6,45,29,23,20,37,19,30,57,16,29,376,1222,19,8,0,0,2241
2024-03-04 18:30:00,22,25,43,16,30,22,17,15,23,26,24,24,7,3,8,3,42,26,20,26,36,13,23,46,41,41,449,1152,17,10,4,0,2254
2024-03-04 18:40:00,23,23,28,18,24,29,12,16,26,22,26,33,10,3,30,9,50,37,22,27,28,18,33,54,47,34,580,1337,26,16,0,0,2641
2024-03-04 18:50:00,15,14,28,21,20,18,18,15,16,18,26,21,12,139,18,6,34,35,24,35,26,17,29,44,44,37,472,1833,28,13,6,0,3082
2024-03-04 19:00:00,17,20,35,19,22,15,5,7,20,23,24,35,10,3,18,7,30,21,29,19,26,12,33,45,41,21,729,1849,20,6,0,0,3161
2024-03-04 19:10:00,15,21,35,12,17,25,15,17,25,30,31,31,5,12,10,8,34,22,36,18,26,14,29,36,36,23,520,1411,27,13,1,0,2555
2024-03-04 19:20:00,15,10,32,17,30,11,10,9,9,15,20,19,9,4,8,7,37,20,29,22,16,8,25,24,29,39,732,1157,23,10,0,0,2396
2024-03-04 19:30:00,11,13,20,11,21,15,10,10,15,18,24,20,11,6,18,13,32,16,33,17,33,20,32,41,47,42,712,1194,23,13,0,0,2491
2024-03-04 19:40:00,8,13,19,11,22,14,3,2,15,17,20,22,10,3,10,4,23,11,32,13,12,8,27,25,37,46,471,1217,23,8,0,0,2146
2024-03-04 19:50:00,11,10,20,10,22,15,8,7,20,22,25,28,6,4,12,7,27,14,28,15,15,14,25,25,58,37,832,1726,19,7,0,0,3069
2024-03-04 20:00:00,11,11,25,11,21,11,7,6,20,18,18,16,8,204,17,8,25,17,14,17,8,11,14,21,45,43,787,1406,27,9,0,0,2856
2024-03-04 20:10:00,13,14,19,14,23,15,8,6,17,17,28,24,4,16,8,6,24,22,28,16,23,15,27,31,37,37,688,2400,24,4,5,0,3613
2024-03-04 20:20:00,4,9,16,4,18,9,6,5,10,8,20,16,7,1,18,5,24,16,33,15,11,11,29,23,52,43,467,1121,24,13,0,0,2038
2024-03-04 20:30:00,10,10,20,8,18,6,6,7,13,7,19,22,7,3,12,3,29,17,26,18,13,13,14,14,27,24,647,2288,26,3,0,0,3330
2024-03-04 20:40:00,12,12,18,9,22,13,5,5,18,150,26,17,9,3,12,10,34,15,34,21,15,7,11,14,38,33,487,1615,19,17,0,0,2701
2024-03-04 20:50:00,9,8,14,9,14,15,4,2,14,10,24,15,4,0,8,4,30,20,28,18,18,15,16,18,31,33,489,2221,27,12,0,0,3130
2024-03-04 21:00:00,9,12,16,12,12,14,5,5,12,8,23,9,3,4,13,9,33,19,25,11,10,12,16,14,27,25,503,1553,16,10,0,0,2440
2024-03-04 21:10:00,10,9,19,11,17,12,6,5,9,13,23,21,6,0,9,1,30,12,27,14,13,10,14,14,24,30,585,1194,18,6,0,0,2162
2024-03-04 21:20:00,5,10,15,5,17,16,2,2,7,10,17,17,3,1,5,2,19,12,23,12,12,13,12,16,33,17,681,1928,18,6,0,0,2936
2024-03-04 21:30:00,6,8,14,10,12,9,0,0,5,8,11,21,5,2,9,5,23,9,25,10,7,6,16,15,39,32,1000,1751,23,2,0,0,3083
2024-03-04 21:40:00,6,10,11,7,13,15,5,4,11,6,15,14,4,0,8,2,18,10,26,10,9,13,12,13,30,18,714,1576,12,8,0,0,2600
2024-03-04 21:50:00,5,7,15,6,16,8,5,6,8,4,8,10,3,2,3,2,20,9,23,9,3,4,12,9,32,34,545,1652,17,6,1,0,2484
2024-03-04 22:00:00,4,9,9,3,10,12,6,7,8,11,17,18,1,0,4,0,30,16,27,15,5,6,12,12,25,22,782,1860,17,6,0,0,2954
2024-03-04 22:10:00,6,10,17,6,18,12,3,4,6,5,16,17,6,17,6,3,21,10,15,15,7,10,10,13,35,22,882,1825,13,6,0,0,3036
2024-03-04 22:20:00,5,10,21,8,20,10,2,2,9,8,11,18,6,5,12,3,19,7,27,7,9,8,10,9,31,17,464,1501,26,13,0,0,2298
2024-03-04 22:30:00,11,11,15,8,17,15,6,5,11,7,17,15,4,2,6,2,30,14,19,18,11,6,12,9,39,17,499,1316,15,5,0,0,2162
2024-03-04 22:40:00,5,7,13,10,15,12,3,4,8,4,16,11,2,1,6,2,18,9,25,12,6,8,11,4,33,12,920,1555,6,4,0,0,2742
2024-03-04 22:50:00,4,6,11,6,14,8,1,1,4,5,7,7,2,1,4,3,17,9,20,9,6,6,7,7,25,11,910,1636,13,4,0,0,2764
2024-03-04 23:00:00,3,4,10,3,12,5,2,3,3,1,5,1,2,0,4,1,13,5,21,6,7,8,9,9,25,15,867,2049,7,4,0,0,3104
2024-03-04 23:10:00,2,3,6,3,8,7,1,3,3,4,7,7,4,0,5,1,14,5,19,6,5,6,11,6,18,10,1094,1666,6,1,0,0,2931
2024-03-04 23:20:00,3,1,10,4,13,1,2,2,4,0,6,2,0,1,2,1,9,3,6,4,3,3,8,7,17,9,1174,2003,5,0,0,0,3303
2024-03-04 23:30:00,1,2,5,2,8,4,1,2,2,3,3,5,0,0,0,0,5,2,5,3,4,3,7,5,19,9,925,2013,6,2,0,0,3046
2024-03-04 23:40:00,1,3,5,1,4,6,0,0,0,2,1,4,1,0,1,2,9,4,12,5,2,3,6,1,17,4,975,2023,6,2,0,1,3101
2024-03-04 23:50:00,0,4,1,0,1,4,0,1,0,1,4,2,2,0,2,0,10,5,16,5,3,2,4,3,13,5,997,1945,6,3,0,0,3039
2024-03-05 00:00:00,1,4,3,1,4,4,1,0,1,2,4,2,0,0,0,0,9,4,8,4,4,6,3,2,16,3,885,2133,7,4,0,0,3115
2024-03-05 00:10:00,1,2,1,1,2,2,0,0,7,1,9,5,3,87,7,1,9,5,9,6,4,6,6,4,15,10,979,1789,7,2,0,0,2980
2024-03-05 00:20:00,1,2,2,1,2,2,0,0,1,3,1,6,0,0,1,0,5,3,10,1,2,3,5,2,18,3,1050,1705,3,0,0,0,2832
2024-03-05 00:30:00,0,0,0,0,0,0,0,0,1,3,4,8,1,0,4,0,2,1,2,1,3,3,3,3,11,9,1063,1737,2,0,0,0,2861
2024-03-05 00:40:00,2,1,4,2,6,1,0,0,2,0,3,0,0,0,0,0,5,2,4,3,4,5,4,0,22,0,1057,1795,3,0,0,0,2925
2024-03-05 00:50:00,2,1,3,2,2,1,2,3,1,2,2,5,1,1,3,2,4,2,5,5,4,6,1,1,9,3,1040,1865,2,1,0,0,2981
2024-03-05 01:00:00,0,0,1,0,2,0,0,0,0,1,0,3,0,0,0,0,3,2,3,2,2,2,1,3,8,3,1156,2383,4,3,0,1,3583
2024-03-05 01:10:00,1,0,3,2,4,1,1,2,0,2,2,4,1,0,2,1,7,0,8,0,0,0,2,1,3,2,1029,2373,1,0,0,0,3452
2024-03-05 01:20:00,0,2,2,0,2,1,0,0,4,1,4,6,2,0,3,1,2,0,3,0,0,0,4,0,11,0,1074,2441,0,0,0,0,3563
2024-03-05 01:30:00,1,0,1,1,3,0,0,0,3,4,6,6,0,0,0,0,7,2,10,2,2,3,5,0,9,1,975,2560,1,1,0,0,3603
2024-03-05 01:40:00,0,0,3,2,5,0,1,2,1,3,2,8,1,0,1,1,2,2,5,1,0,0,2,3,7,8,1065,1569,4,2,0,0,2700
2024-03-05 01:50:00,2,2,2,2,3,4,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,2,6,3,1022,1954,4,2,0,0,3018
2024-03-05 02:00:00,1,0,1,1,1,0,0,0,1,1,1,3,0,0,0,2,1,1,1,0,3,3,2,5,7,9,1026,1627,4,2,0,0,2703
2024-03-05 02:10:00,0,0,0,0,0,0,0,0,1,3,2,4,0,0,2,0,1,0,3,0,3,3,1,1,2,2,951,1873,2,1,0,0,2855
2024-03-05 02:20:00,0,0,0,0,0,0,0,0,4,3,4,4,0,1,0,0,4,1,5,0,2,2,3,0,8,3,1030,2084,1,0,0,0,3159
2024-03-05 02:30:00,0,1,1,0,3,1,0,0,2,0,2,2,0,0,0,0,2,4,3,4,2,3,0,0,1,2,985,2081,0,0,0,0,3099
2024-03-05 02:40:00,0,1,3,1,3,2,1,4,1,0,1,0,0,0,0,0,3,1,3,0,1,2,4,2,6,2,987,2052,0,0,0,0,3080
2024-03-05 02:50:00,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,1,2,1,1,1,1,1,3,4,981,2029,1,0,0,0,3033
2024-03-05 03:00:00,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,1113,1999,3,1,0,0,3129
2024-03-05 03:10:00,1,3,0,1,2,3,0,0,1,2,4,4,0,0,0,0,2,1,2,0,1,1,1,2,3,5,1116,1969,2,0,0,0,3126
2024-03-05 03:20:00,1,0,3,1,2,0,0,0,1,1,2,3,1,0,1,0,3,1,3,1,4,6,2,1,4,0,1092,1912,0,0,0,0,3045
2024-03-05 03:30:00,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,2,2,2,3,1,3,4,1030,1906,3,1,0,0,2963
2024-03-05 03:40:00,0,1,1,0,1,1,0,1,2,3,5,7,1,0,2,0,0,0,0,1,1,3,4,3,6,8,1147,1621,4,1,0,0,2824
2024-03-05 03:50:00,0,1,0,0,0,1,1,1,3,3,3,5,0,0,0,0,3,2,5,0,0,0,1,0,3,0,1099,1494,0,0,0,0,2625
2024-03-05 04:00:00,0,1,2,0,3,0,0,0,2,3,3,3,1,0,1,0,1,0,1,0,1,1,2,1,6,1,1063,1850,2,0,0,0,2948
2024-03-05 04:10:00,1,1,1,1,1,2,0,0,1,2,4,4,0,0,1,0,3,0,3,2,2,2,0,1,7,5,865,1832,3,2,0,0,2746
2024-03-05 04:20:00,1,3,1,1,1,3,0,0,5,5,11,8,0,0,1,0,6,2,5,2,3,2,0,0,4,1,874,1895,7,6,0,0,2847
2024-03-05 04:30:00,3,2,6,4,5,2,1,1,5,5,9,15,2,0,5,1,11,1,12,4,6,7,2,2,3,7,622,1454,6,10,0,0,2213
2024-03-05 04:40:00,1,0,3,3,4,0,0,0,6,3,15,2,0,0,3,0,24,2,19,1,7,10,5,1,10,7,739,1764,8,8,0,0,2645
2024-03-05 04:50:00,2,3,4,3,4,3,0,0,3,8,10,13,5,1,7,5,17,5,23,6,5,4,5,2,4,12,444,1586,13,9,0,0,2206
2024-03-05 05:00:00,5,3,9,4,8,2,1,1,7,3,15,19,4,1,7,2,35,8,32,9,11,8,4,3,11,12,234,1085,20,14,0,0,1577
2024-03-05 05:10:00,1,3,6,1,10,4,0,0,11,13,17,23,5,0,5,2,39,8,37,10,9,9,8,1,10,8,451,1351,18,12,0,0,2072
2024-03-05 05:20:00,3,4,10,3,13,4,2,2,9,10,22,19,4,1,10,4,47,13,34,9,7,9,3,1,11,11,377,1675,19,16,0,0,2352
2024-03-05 05:30:00,3,4,13,2,12,9,3,3,11,23,22,26,8,3,12,8,52,13,32,11,17,18,6,1,17,16,436,750,19,20,0,0,1570
2024-03-05 05:40:00,13,7,22,17,22,11,7,6,13,19,21,34,7,45,9,7,59,24,25,36,22,15,9,4,17,15,268,1567,20,29,0,0,2370
2024-03-05 05:50:00,15,7,15,15,16,8,3,5,17,22,28,24,13,1,16,8,46,20,34,17,12,9,17,14,29,17,522,1414,22,25,0,0,2411
2024-03-05 06:00:00,9,12,21,16,22,11,2,3,17,20,28,24,8,172,21,11,55,17,36,23,19,19,16,15,29,32,419,1323,29,23,0,0,2452
2024-03-05 06:10:00,8,14,17,9,21,10,4,7,32,39,21,33,14,23,18,8,54,16,26,18,22,28,17,16,27,21,201,999,26,26,0,0,1775
2024-03-05 06:20:00,13,20,23,9,19,10,11,9,18,40,14,14,8,5,14,8,49,20,27,14,26,22,19,25,14,28,166,475,24,23,0,0,1167
2024-03-05 06:30:00,11,20,33,11,16,17,14,9,24,40,15,23,6,15,13,9,55,32,15,13,35,13,18,32,14,42,403,1080,20,33,0,0,2081
2024-03-05 06:40:00,13,17,23,17,28,22,12,12,28,48,22,30,13,3,20,6,49,37,25,37,43,16,24,35,15,22,155,1054,22,20,0,1,1869
2024-03-05 06:50:00,14,15,32,13,17,14,12,6,35,50,31,30,81,21,14,11,53,33,33,34,38,14,20,33,14,29,341,651,40,16,0,0,1745
2024-03-05 07:00:00,6,22,35,7,29,13,15,10,36,51,15,16,19,5,18,7,32,28,13,26,41,13,23,45,7,18,227,1066,24,12,0,0,1879
2024-03-05 07:10:00,11,14,37,13,22,9,11,6,40,63,9,6,25,20,14,16,33,36,18,19,33,11,18,39,15,20,268,1379,23,11,1,0,2240
2024-03-05 07:20:00,12,29,46,11,25,17,18,11,33,47,12,15,16,17,11,11,40,47,12,17,33,17,22,45,20,21,466,1255,22,13,0,2,2363
2024-03-05 07:30:00,13,31,36,11,18,16,20,11,48,65,0,6,28,32,12,12,38,32,18,16,44,3,30,56,2,12,281,964,19,16,0,0,1890
2024-03-05 07:40:00,21,28,41,18,26,18,25,10,39,68,6,8,23,183,8,14,38,51,7,10,40,17,34,59,0,1,196,416,32,14,0,2,1453
2024-03-05 07:50:00,21,23,41,15,27,24,33,8,28,59,3,3,26,20,13,11,37,41,19,15,38,22,30,55,0,7,75,653,22,16,0,0,1385
2024-03-05 08:00:00,17,21,30,14,20,31,27,15,37,67,13,11,25,21,15,19,40,38,22,17,35,19,36,61,7,7,272,384,27,20,0,0,1368
2024-03-05 08:10:00,14,20,29,11,20,15,23,12,39,71,4,4,24,56,15,11,45,46,10,13,45,12,23,41,10,12,220,618,17,18,0,0,1498
2024-03-05 08:20:00,10,20,27,38,15,11,12,12,24,59,2,5,26,21,13,13,46,58,3,7,44,1,31,48,13,21,268,718,20,12,3,0,1601
2024-03-05 08:30:00,12,26,36,13,22,21,18,8,45,64,7,10,30,18,25,15,44,44,10,16,50,3,30,37,5,23,145,307,13,7,1,0,1105
2024-03-05 08:40:00,13,24,47,10,22,20,21,9,39,71,13,9,23,20,7,9,44,36,17,21,41,14,20,32,3,19,419,972,14,13,0,0,2022
2024-03-05 08:50:00,18,30,29,13,24,15,17,11,24,48,18,17,18,7,13,9,36,31,17,22,37,15,25,45,3,17,198,735,19,17,0,0,1528
2024-03-05 09:00:00,16,17,31,11,22,12,15,8,30,49,23,20,18,8,19,8,43,32,18,24,47,0,29,34,16,19,302,950,31,26,0,0,1878
2024-03-05 09:10:00,14,23,38,18,20,16,19,10,38,43,16,16,21,12,9,9,37,28,21,17,37,9,23,46,7,13,285,1190,14,14,0,0,2063
2024-03-05 09:20:00,14,21,30,12,24,15,10,7,27,44,10,15,121,6,12,11,44,27,11,14,23,12,32,31,20,19,657,1676,22,12,0,0,2979
2024-03-05 09:30:00,17,24,32,12,25,11,14,11,32,48,6,10,18,10,16,8,34,27,16,14,53,14,17,36,11,13,466,829,19,11,0,0,1854
2024-03-05 09:40:00,26,22,30,18,20,17,11,6,34,53,5,14,14,12,10,19,32,23,18,12,36,14,29,37,10,20,599,966,15,11,0,0,2133
2024-03-05 09:50:00,19,18,26,12,17,8,6,5,26,31,14,13,12,9,13,11,23,14,21,9,29,8,25,50,1,21,196,913,26,8,0,0,1584
2024-03-05 10:00:00,14,27,39,14,22,18,11,10,23,22,15,13,13,6,15,9,27,21,10,12,49,15,15,33,4,13,264,1268,11,7,0,0,2020
2024-03-05 10:10:00,16,23,44,13,21,19,8,5,28,40,17,19,15,34,14,5,35,15,11,8,34,14,17,25,7,17,379,612,13,8,0,0,1516
2024-03-05 10:20:00,11,16,28,12,19,8,13,10,26,42,5,7,13,10,16,11,22,11,13,9,51,14,13,37,0,13,200,264,17,12,0,0,923
2024-03-05 10:30:00,21,19,36,14,20,11,7,9,25,35,9,11,15,8,9,16,36,25,13,20,31,14,26,44,7,10,275,1273,19,6,0,0,2064
2024-03-05 10:40:00,10,18,32,10,18,9,12,6,25,27,8,13,14,8,14,13,27,17,13,18,51,9,20,34,12,27,96,751,16,7,0,0,1335
2024-03-05 10:50:00,9,14,28,5,13,10,13,5,20,24,18,17,14,3,13,6,38,30,13,16,33,9,21,31,9,27,547,1738,13,4,0,0,2741
2024-03-05 11:00:00,18,15,35,17,25,11,12,8,33,35,12,14,10,6,10,11,28,23,20,14,30,8,26,30,21,21,350,1068,18,9,0,0,1938
2024-03-05 11:10:00,24,15,30,13,23,14,9,7,20,31,17,12,15,10,12,14,28,19,19,9,25,8,29,43,15,17,531,1303,17,9,0,0,2338
2024-03-05 11:20:00,11,20,35,13,19,12,14,10,21,33,14,47,11,2,17,5,33,39,12,12,41,23,26,39,5,21,341,674,23,6,0,0,1579
2024-03-05 11:30:00,31,21,32,14,31,13,13,10,31,38,13,13,7,4,6,6,34,26,10,18,40,17,26,40,21,27,281,1912,14,7,2,0,2758
2024-03-05 11:40:00,24,18,34,12,24,13,16,9,34,32,15,11,16,9,10,13,35,26,14,13,45,13,24,39,18,14,248,1539,17,12,0,0,2347
2024-03-05 11:50:00,16,15,30,12,24,7,9,8,22,37,8,9,18,8,11,6,39,24,11,9,27,6,20,38,9,26,126,674,20,8,0,0,1277
2024-03-05 12:00:00,23,11,30,16,21,9,13,7,25,26,12,13,10,6,13,8,37,23,13,18,50,10,25,27,19,14,377,711,18,7,0,0,1592
2024-03-05 12:10:00,19,18,28,11,19,11,13,10,31,34,12,14,13,49,12,2,25,24,7,10,33,8,20,26,7,9,407,1680,15,6,0,0,2573
2024-03-05 12:20:00,22,22,25,12,19,13,12,10,26,27,14,10,8,25,9,3,46,26,16,10,37,10,24,41,6,14,288,598,15,9,0,0,1397
2024-03-05 12:30:00,24,23,36,17,30,12,18,9,25,32,11,9,14,4,9,10,39,34,9,12,40,8,29,65,4,9,164,532,20,12,0,0,1260
2024-03-05 12:40:00,19,16,32,15,30,8,19,12,18,22,11,10,11,60,9,7,42,27,15,13,43,8,23,28,14,10,409,830,11,12,0,0,1784
2024-03-05 12:50:00,14,14,30,11,27,9,11,7,36,56,11,9,15,26,12,8,34,33,14,14,36,15,17,65,0,9,165,678,14,10,0,0,1400
2024-03-05 13:00:00,23,20,51,17,27,16,9,6,30,43,5,11,16,9,13,6,41,40,14,17,29,11,25,44,6,13,288,435,23,9,0,1,1298
2024-03-05 13:10:00,23,24,26,8,13,11,16,10,27,43,2,2,14,12,11,11,37,31,8,15,47,12,29,48,8,13,510,543,20,9,0,0,1583
2024-03-05 13:20:00,24,28,30,14,25,11,18,8,27,42,2,6,11,8,10,8,49,34,19,15,54,23,25,48,16,20,251,1430,22,12,0,0,2290
2024-03-05 13:30:00,19,24,30,15,21,15,26,15,26,33,6,23,11,6,12,5,36,39,14,16,37,10,24,45,10,16,675,1387,9,4,0,0,2609
2024-03-05 13:40:00,23,28,49,21,33,18,17,10,22,34,8,9,9,3,17,10,40,21,17,14,36,13,19,42,0,4,309,1683,16,4,0,0,2529
2024-03-05 13:50:00,15,29,36,11,27,17,27,10,34,45,11,12,7,4,9,4,34,29,22,13,37,12,31,60,4,14,399,1299,14,7,1,0,2274
2024-03-05 14:00:00,28,26,30,24,28,17,15,7,25,32,11,11,9,5,8,5,36,18,15,14,43,7,26,60,10,26,267,1206,17,7,0,0,2033
2024-03-05 14:10:00,18,27,38,16,19,14,25,13,33,39,15,8,18,5,12,7,36,25,11,16,42,11,29,30,10,19,272,1377,17,6,1,2,2211
2024-03-05 14:20:00,29,32,43,21,37,16,16,8,28,27,11,11,11,3,11,6,43,35,6,13,42,11,33,53,4,13,711,1225,11,8,0,1,2519
2024-03-05 14:30:00,30,34,35,15,28,15,23,13,29,31,20,22,15,6,11,10,32,27,9,10,49,20,29,69,0,9,523,1406,18,4,0,0,2542
2024-03-05 14:40:00,38,38,44,24,32,21,29,13,19,29,7,13,14,10,13,5,41,22,15,15,44,11,23,53,0,5,367,1517,9,5,0,0,2476
2024-03-05 14:50:00,36,48,46,18,27,17,28,9,25,32,10,12,9,1,10,3,49,28,11,15,31,14,21,72,0,5,517,1663,14,2,0,0,2773
2024-03-05 15:00:00,38,41,38,9,32,24,23,6,35,43,16,12,18,6,14,6,37,34,9,16,29,15,24,75,2,4,435,952,13,12,0,0,2018
2024-03-05 15:10:00,60,49,42,56,46,19,38,5,31,41,13,11,11,197,8,7,39,41,4,17,31,12,42,60,19,17,574,1035,15,7,0,0,2547
2024-03-05 15:20:00,49,46,44,19,46,17,28,8,17,29,17,18,13,58,8,1,52,39,24,19,36,12,38,57,23,29,197,1104,18,4,3,1,2074
2024-03-05 15:30:00,44,33,56,27,31,21,27,9,19,28,19,12,9,1,8,1,39,28,20,16,40,12,30,67,3,11,400,902,20,11,0,0,1944
2024-03-05 15:40:00,52,52,26,2,45,22,38,12,18,21,18,13,9,2,8,6,42,36,10,21,41,12,49,88,8,21,435,1217,16,5,0,0,2345
2024-03-05 15:50:00,52,55,44,15,34,18,42,7,18,25,16,12,5,7,10,10,45,42,19,19,45,10,39,55,9,16,274,1180,16,3,0,1,2143
2024-03-05 16:00:00,45,47,49,19,29,28,22,12,25,24,18,10,6,4,6,6,50,38,11,20,38,16,37,69,11,9,337,590,20,12,1,0,1609
2024-03-05 16:10:00,58,63,32,2,36,21,31,15,40,46,7,8,20,11,18,11,49,40,8,15,53,12,31,62,1,10,932,1566,13,3,0,0,3214
2024-03-05 16:20:00,57,67,42,13,50,20,41,8,33,40,11,32,69,18,21,11,43,44,13,18,46,11,32,64,0,1,396,1168,14,2,2,0,2387
2024-03-05 16:30:00,41,45,37,11,32,22,33,9,28,36,14,17,10,1,6,3,40,35,14,21,42,14,46,81,7,8,359,1609,17,7,0,0,2645
2024-03-05 16:40:00,43,39,48,17,33,20,29,10,41,50,3,2,14,6,11,6,47,40,5,15,47,10,38,79,0,1,321,806,22,8,0,0,1811
2024-03-05 16:50:00,37,28,33,18,34,22,35,9,32,41,18,17,13,5,18,9,44,36,10,20,40,14,29,62,1,1,268,351,15,6,1,0,1267
2024-03-05 17:00:00,37,35,37,12,37,24,29,11,21,33,16,23,18,12,15,13,50,48,0,13,38,11,41,73,0,1,307,477,22,11,0,2,1467
