datetime,D21Z,D22Z,D23Z,V24Z,V25Z,V26Z,D31Z,V32Z,D41Z,D51Z,D52Z,V53Z,V54Z,D61Z,D62Z,V63Z,V64Z,D81Z,D82Z,V83Z,V84Z,D91Z,V92Z,D101Z,D111Z,D112Z,V113Z,V114Z,D121Z,D122Z,V123Z,V124Z,Total
2024-03-20 02:30:00,0,0,0,0,0,0,1,1,2,4,5,4,0,0,2,0,5,3,5,1,0,0,1,0,1,0,1204,2029,0,0,0,0,3268
2024-03-20 02:40:00,1,1,0,1,2,1,1,2,3,1,3,1,1,50,1,1,1,2,2,2,3,15,2,3,5,5,1319,1939,4,0,0,0,3372
2024-03-20 02:50:00,0,1,0,0,2,2,1,1,1,2,3,1,0,0,0,0,1,3,1,2,1,2,2,1,4,2,1458,2400,2,3,0,0,3896
2024-03-20 03:00:00,0,3,0,0,1,5,0,2,2,1,3,2,0,0,0,0,1,1,1,1,1,2,2,1,5,2,1307,1945,1,0,0,0,3289
2024-03-20 03:10:00,0,2,0,0,0,4,0,0,2,4,6,6,0,0,2,0,2,1,3,2,3,4,2,1,7,3,1098,1744,2,1,0,0,2899
2024-03-20 03:20:00,0,2,0,0,1,2,0,1,1,0,1,0,0,0,0,0,7,2,8,3,3,3,3,0,3,1,1130,1566,0,0,0,0,2737
2024-03-20 03:30:00,0,2,0,0,0,3,1,1,1,2,6,6,3,0,5,3,0,0,0,3,2,2,2,0,5,1,1224,1993,1,2,0,0,3268
2024-03-20 03:40:00,2,3,1,3,1,3,0,0,1,1,4,2,0,0,1,0,1,0,1,0,0,0,3,2,5,4,1384,2473,1,0,0,0,3896
2024-03-20 03:50:00,0,1,0,0,0,1,0,0,1,2,1,2,0,0,0,0,2,0,3,0,0,0,1,2,1,5,1398,2503,2,0,0,0,3925
2024-03-20 04:00:00,0,2,0,0,0,2,1,1,3,2,5,3,0,0,2,0,9,2,12,2,5,3,3,1,6,2,1163,1808,4,2,0,0,3043
2024-03-20 04:10:00,1,3,1,1,2,3,1,2,1,1,3,6,2,0,3,1,3,1,5,0,1,1,2,0,6,5,980,1857,3,1,0,0,2896
2024-03-20 04:20:00,5,2,4,5,6,2,0,0,3,4,6,5,1,0,4,0,7,1,8,2,2,2,3,0,4,0,1352,2258,0,1,0,0,3687
2024-03-20 04:30:00,5,4,4,6,5,2,0,2,4,3,7,6,0,0,1,1,14,4,18,5,3,4,2,0,4,2,1217,2575,5,7,0,0,3910
2024-03-20 04:40:00,1,3,0,1,2,6,1,1,5,3,8,9,2,0,5,2,14,8,18,5,6,6,2,0,7,10,386,2553,11,15,0,0,3090
2024-03-20 04:50:00,6,8,4,7,8,10,1,4,6,6,11,21,5,0,9,5,23,6,18,5,13,6,5,4,8,16,782,1322,11,11,0,0,2341
2024-03-20 05:00:00,5,6,5,5,6,7,1,4,16,5,20,18,5,1,9,3,33,9,24,10,6,10,3,2,6,5,733,1557,10,9,0,0,2533
2024-03-20 05:10:00,2,7,0,4,2,10,1,3,10,10,16,16,7,4,12,1,44,16,21,11,10,9,6,1,16,10,673,1373,17,14,0,0,2326
2024-03-20 05:20:00,5,28,4,5,7,15,1,3,14,13,27,34,6,20,10,6,41,10,30,14,13,10,10,4,20,19,446,1946,24,26,0,0,2811
2024-03-20 05:30:00,2,19,2,2,5,10,3,5,17,18,32,26,4,0,13,2,38,18,21,17,14,13,7,3,21,19,366,1911,24,19,0,0,2651
2024-03-20 05:40:00,12,16,4,15,14,10,3,6,13,161,28,25,14,0,17,10,59,27,30,22,37,15,14,10,35,9,351,986,21,23,0,0,1987
2024-03-20 05:50:00,11,22,7,9,9,15,9,12,16,26,23,21,12,0,19,7,39,16,24,18,17,15,15,9,27,21,241,1381,17,24,0,0,2082
2024-03-20 06:00:00,11,20,4,11,12,20,7,11,13,19,24,19,15,0,12,3,59,19,32,14,17,14,11,15,30,28,291,695,32,19,0,0,1477
2024-03-20 06:10:00,6,34,3,5,7,21,6,4,17,25,19,17,12,0,14,0,47,18,16,17,27,21,18,22,27,18,351,894,20,8,0,0,1694
2024-03-20 06:20:00,15,42,6,11,15,12,12,8,25,39,14,13,8,0,2,0,43,22,12,15,25,17,16,28,18,15,223,800,15,13,0,0,1484
2024-03-20 06:30:00,31,38,5,14,27,15,5,5,27,40,13,8,9,0,10,2,51,32,12,14,43,44,20,26,17,17,292,1392,24,8,0,0,2241
2024-03-20 06:40:00,16,57,5,12,18,13,12,11,36,58,18,18,26,23,14,7,50,32,20,18,37,17,26,28,24,43,293,979,25,16,0,0,1952
2024-03-20 06:50:00,10,26,4,8,8,13,15,10,39,55,13,15,16,1,11,8,48,29,18,14,36,10,27,36,15,22,486,1349,24,14,0,0,2380
2024-03-20 07:00:00,18,46,6,12,16,10,12,13,39,49,20,19,30,0,14,3,38,29,12,11,25,12,25,34,16,23,226,1060,19,12,0,0,1849
2024-03-20 07:10:00,10,52,7,11,12,14,13,10,40,57,17,17,32,1,4,5,50,48,13,14,54,2,22,26,13,20,386,767,21,12,0,0,1750
2024-03-20 07:20:00,17,65,4,14,16,11,21,13,40,67,11,8,230,0,12,1,47,43,17,19,52,0,22,42,12,19,442,1267,22,12,0,0,2546
2024-03-20 07:30:00,17,53,8,16,20,11,23,12,35,69,3,8,35,0,4,5,34,24,12,15,39,5,24,60,1,4,392,1101,17,14,0,0,2061
2024-03-20 07:40:00,20,58,7,14,20,9,22,12,38,60,6,6,37,1,0,4,42,58,10,16,51,7,20,48,0,3,338,1025,18,14,0,0,1964
2024-03-20 07:50:00,11,49,6,11,13,15,26,11,37,59,3,3,34,1,3,3,45,49,15,17,49,13,35,65,0,0,72,311,17,11,3,3,990
2024-03-20 08:00:00,13,52,8,11,15,8,19,10,56,87,0,0,35,2,15,6,35,32,17,22,36,19,26,64,0,1,126,766,18,12,0,0,1511
2024-03-20 08:10:00,21,51,9,15,23,10,16,13,45,71,3,3,32,98,6,3,55,44,18,12,40,11,25,55,0,9,127,993,21,15,0,0,1844
2024-03-20 08:20:00,11,48,10,11,29,15,15,10,41,65,0,3,33,1,7,0,39,55,5,14,49,15,28,41,7,13,235,526,26,16,0,1,1369
2024-03-20 08:30:00,13,51,3,9,18,14,19,12,45,65,13,20,39,1,7,3,47,41,11,18,50,12,29,48,12,18,138,627,25,19,0,0,1427
2024-03-20 08:40:00,17,56,9,14,21,7,20,9,39,61,5,7,34,81,8,7,44,45,6,19,51,3,24,31,14,35,512,1065,21,16,0,0,2281
2024-03-20 08:50:00,17,51,11,15,21,16,15,12,34,56,12,14,31,0,9,7,41,30,19,12,58,17,31,55,10,12,760,877,16,14,0,0,2273
2024-03-20 09:00:00,26,51,18,17,25,9,10,9,36,60,5,9,30,2,7,8,32,31,13,15,38,16,20,58,1,13,724,1290,22,16,0,0,2611
2024-03-20 09:10:00,19,48,8,16,28,16,16,10,32,39,14,15,34,5,2,2,34,21,11,10,30,14,22,36,7,15,518,1309,19,20,0,0,2370
2024-03-20 09:20:00,11,53,5,10,17,7,16,9,25,28,11,12,19,12,4,4,48,37,15,21,41,17,28,40,14,20,1093,1536,14,8,0,0,3175
2024-03-20 09:30:00,19,36,9,12,18,19,14,9,27,28,17,12,18,1,11,5,29,27,9,11,45,10,31,40,4,24,801,2142,17,10,0,1,3456
2024-03-20 09:40:00,14,48,4,7,15,8,18,13,32,36,14,7,28,0,9,5,27,17,18,13,26,12,28,45,3,20,1224,1474,21,11,0,2,3199
2024-03-20 09:50:00,24,44,6,9,21,11,28,10,29,36,9,16,22,1,12,5,35,20,5,11,43,8,30,57,6,42,539,1581,22,11,0,2,2695
2024-03-20 10:00:00,20,30,51,13,19,12,11,3,27,41,5,3,20,0,10,1,33,20,14,9,53,11,19,21,29,25,359,1326,15,6,0,0,2206
2024-03-20 10:10:00,13,45,6,23,14,9,13,9,36,42,14,20,20,0,9,3,27,20,12,9,32,10,20,41,16,20,937,2138,10,22,0,0,3590
2024-03-20 10:20:00,23,39,10,16,25,19,7,8,26,31,11,15,22,0,12,3,36,19,21,13,35,15,22,27,22,20,1018,956,17,11,0,2,2501
2024-03-20 10:30:00,14,33,7,11,13,23,7,5,31,34,22,23,15,0,10,1,33,18,14,17,31,13,22,37,14,24,845,1567,8,5,0,0,2897
2024-03-20 10:40:00,24,35,4,10,22,16,11,11,28,44,13,16,18,33,9,4,36,21,13,12,42,9,21,35,14,17,783,1232,14,8,0,0,2555
2024-03-20 10:50:00,16,48,6,12,16,23,18,13,25,25,11,12,15,10,8,5,32,23,17,14,34,15,21,34,2,14,715,963,21,12,0,0,2180
2024-03-20 11:00:00,17,34,7,11,18,10,15,14,27,29,7,15,19,0,10,5,27,17,15,12,53,10,24,50,0,8,446,1502,12,8,0,0,2422
2024-03-20 11:10:00,20,41,13,15,21,19,11,7,34,42,21,20,21,9,14,1,31,26,10,14,26,14,29,44,14,18,1031,1457,17,8,0,0,3048
2024-03-20 11:20:00,15,35,7,10,17,15,11,10,22,29,15,10,31,0,11,0,29,17,13,10,36,15,28,38,11,12,1185,2021,18,10,0,0,3681
2024-03-20 11:30:00,18,50,11,12,19,17,12,6,30,31,11,9,17,0,10,1,46,28,18,22,41,15,24,41,11,20,537,850,20,7,0,0,1934
2024-03-20 11:40:00,14,23,5,22,15,11,12,8,28,36,22,17,14,125,7,4,38,26,10,14,44,8,24,40,7,9,984,1761,14,4,0,0,3346
2024-03-20 11:50:00,20,28,4,14,21,14,6,8,26,34,17,11,13,76,10,2,32,30,11,13,38,14,31,51,22,20,1633,1267,22,6,0,0,3494
2024-03-20 12:00:00,28,70,12,12,31,6,13,15,32,38,14,18,349,0,8,6,42,29,7,12,24,14,30,42,22,18,548,994,22,5,2,2,2465
2024-03-20 12:10:00,18,44,7,12,18,14,15,6,35,41,11,16,24,10,11,4,37,30,17,25,48,17,17,37,19,16,462,809,12,10,0,2,1844
2024-03-20 12:20:00,29,39,7,14,19,11,12,6,26,35,9,11,51,0,8,4,34,32,10,12,43,9,22,45,2,8,741,806,21,8,0,0,2074
2024-03-20 12:30:00,19,42,9,14,20,17,10,8,21,28,14,12,16,2,16,0,43,36,10,15,45,9,30,49,7,13,1079,1273,20,12,1,0,2890
2024-03-20 12:40:00,22,38,12,13,22,15,14,12,29,44,8,10,13,0,6,1,41,34,7,16,38,11,25,49,1,11,502,958,23,15,0,3,1993
2024-03-20 12:50:00,16,55,4,12,18,12,13,7,37,60,6,8,25,0,18,1,39,36,13,26,35,13,22,47,4,21,406,834,15,8,0,1,1812
2024-03-20 13:00:00,24,38,6,9,19,9,21,14,33,57,15,16,13,0,9,3,30,31,7,10,39,14,34,50,6,17,545,1546,21,11,0,1,2648
2024-03-20 13:10:00,34,53,7,7,32,8,9,9,30,47,7,7,23,1,10,8,35,30,13,13,50,29,28,44,3,15,775,1140,25,14,0,1,2507
2024-03-20 13:20:00,37,44,15,15,35,18,13,8,22,31,17,14,21,0,13,6,43,46,8,19,42,12,30,52,2,15,679,809,25,13,2,0,2106
2024-03-20 13:30:00,24,126,5,12,26,14,22,11,21,35,9,7,16,75,11,4,29,29,10,12,43,10,25,61,1,6,1438,2125,10,7,0,0,4224
2024-03-20 13:40:00,11,42,7,11,12,13,19,13,26,41,10,16,15,171,13,3,37,26,12,15,38,11,22,49,2,14,772,1398,20,6,0,0,2845
2024-03-20 13:50:00,24,40,11,14,22,10,19,12,28,40,5,6,20,0,15,1,35,25,5,10,50,18,29,48,3,2,383,628,15,12,0,0,1530
2024-03-20 14:00:00,25,35,8,13,18,9,12,10,22,34,15,10,16,0,12,6,37,33,13,12,41,11,35,69,8,13,957,893,19,10,0,0,2396
2024-03-20 14:10:00,29,61,11,23,25,17,24,12,23,28,11,14,22,0,15,9,37,24,9,11,44,8,31,46,13,17,578,737,18,7,0,0,1904
2024-03-20 14:20:00,33,48,6,12,29,10,32,19,25,33,13,11,16,0,12,8,37,27,7,17,38,22,27,60,5,12,715,1046,19,6,0,0,2345
2024-03-20 14:30:00,43,67,16,21,37,15,25,11,25,30,19,16,13,1,12,9,37,53,14,23,39,16,38,71,0,3,617,513,14,8,0,1,1807
2024-03-20 14:40:00,50,76,11,14,35,5,29,14,34,45,10,16,15,1,10,5,40,48,1,13,65,13,28,56,7,9,792,985,13,4,1,0,2445
2024-03-20 14:50:00,44,74,10,10,24,9,22,13,34,47,6,10,14,0,11,2,45,40,7,11,47,13,35,63,5,10,494,1407,11,8,1,1,2528
2024-03-20 15:00:00,40,60,9,14,24,18,33,12,37,55,7,7,21,0,11,3,50,36,9,12,40,14,33,65,2,7,1478,2170,54,4,0,0,4325
2024-03-20 15:10:00,37,60,11,12,29,4,35,13,41,51,10,15,25,0,10,6,45,41,6,12,41,16,31,67,1,3,652,1357,15,7,0,0,2653
2024-03-20 15:20:00,43,71,7,8,26,7,36,11,28,34,20,18,17,0,7,1,55,40,6,13,39,14,32,70,4,13,929,874,18,13,0,0,2454
2024-03-20 15:30:00,31,69,9,13,26,13,31,11,40,54,12,11,18,15,8,0,39,33,13,8,41,11,37,69,4,4,348,671,25,10,0,2,1676
2024-03-20 15:40:00,49,64,15,17,38,16,26,16,33,31,16,20,17,2,10,3,52,34,13,16,38,15,40,61,3,5,1740,1673,7,8,0,0,4078
2024-03-20 15:50:00,47,55,9,16,38,13,32,8,28,40,21,23,19,0,17,4,47,32,7,23,30,16,32,65,1,0,863,919,16,9,0,1,2431
2024-03-20 16:00:00,40,64,10,14,36,7,30,14,30,44,21,16,16,0,9,5,43,37,5,11,50,17,40,76,0,0,781,1336,13,5,0,0,2770
2024-03-20 16:10:00,41,65,3,8,16,6,28,15,40,50,8,8,21,0,20,5,43,35,10,14,28,13,33,73,2,3,953,1181,19,7,0,0,2748
2024-03-20 16:20:00,40,62,7,15,32,13,30,15,37,45,16,17,22,2,11,3,47,51,0,17,35,14,31,69,0,1,446,704,30,13,1,0,1826
2024-03-20 16:30:00,33,57,10,14,37,11,25,9,36,43,11,14,22,0,12,6,59,42,6,19,36,13,38,68,0,8,766,924,16,6,1,1,2343
2024-03-20 16:40:00,42,67,8,7,14,3,34,15,30,46,10,9,29,0,14,2,42,24,11,17,36,17,40,71,0,4,330,406,24,14,1,0,1367
2024-03-20 16:50:00,43,71,12,17,37,12,22,12,30,35,20,16,15,0,10,1,48,51,5,21,50,8,39,68,0,4,850,1003,16,9,1,0,2526
2024-03-20 17:00:00,38,53,4,8,22,15,19,7,33,39,14,13,18,132,6,1,52,48,7,15,36,13,32,67,1,4,522,983,22,11,0,1,2236
2024-03-20 17:10:00,49,61,15,11,36,13,34,7,45,40,17,21,23,383,10,3,41,30,2,15,43,6,39,81,0,3,1025,1095,16,5,0,1,3170
2024-03-20 17:20:00,44,59,13,5,22,16,26,13,37,46,22,22,26,0,11,3,54,42,6,11,45,19,31,66,0,3,241,905,18,10,0,0,1816
2024-03-20 17:30:00,43,66,10,8,45,8,23,13,27,41,0,1,23,0,13,2,51,34,15,16,55,8,26,69,0,4,636,1078,15,8,0,3,2341
2024-03-20 17:40:00,43,108,12,8,22,5,29,13,25,38,16,12,12,1,7,3,43,36,2,12,32,8,39,82,0,1,608,800,22,8,0,0,2047
2024-03-20 17:50:00,31,55,11,14,33,16,20,7,33,36,24,19,17,0,11,1,46,31,8,17,43,14,46,81,0,2,225,395,17,8,0,0,1261
2024-03-20 18:00:00,46,69,7,11,28,6,20,5,30,34,18,12,84,136,7,7,40,37,14,17,39,13,40,72,0,2,582,1193,20,5,1,5,2600
2024-03-20 18:10:00,40,59,9,10,32,8,26,11,38,50,8,16,17,0,8,1,38,40,14,14,29,16,33,68,0,2,852,673,21,9,0,0,2142
2024-03-20 18:20:00,32,50,3,14,30,16,20,14,29,33,14,15,21,1,12,6,45,46,9,17,39,10,34,74,1,3,433,912,16,7,0,0,1956
2024-03-20 18:30:00,38,57,13,10,22,6,19,12,24,28,27,12,23,5,11,0,41,24,7,11,42,16,35,63,4,6,732,1670,10,7,0,1,2976
2024-03-20 18:40:00,20,60,6,11,16,9,16,7,24,27,24,28,18,0,11,10,34,18,16,14,32,15,28,47,15,11,921,1372,12,5,0,0,2827
2024-03-20 18:50:00,20,43,8,9,18,12,21,13,30,33,20,24,13,1,14,3,31,24,16,15,34,15,30,41,25,27,329,1046,19,6,0,0,1940
2024-03-20 19:00:00,18,37,6,12,19,18,15,13,23,23,23,41,13,0,19,1,25,21,36,17,33,10,31,39,42,25,1032,1239,26,9,0,1,2867
2024-03-20 19:10:00,26,35,10,18,23,24,13,11,26,27,25,31,19,0,22,1,33,21,23,17,28,14,31,51,38,32,942,1681,24,12,2,0,3260
2024-03-20 19:20:00,17,34,9,10,19,20,15,12,20,19,20,17,15,3,13,2,36,22,19,19,19,14,21,40,34,48,844,1250,25,10,1,0,2647
2024-03-20 19:30:00,16,37,6,12,12,22,10,11,26,22,30,22,7,0,18,0,37,22,29,23,28,16,25,34,38,41,1075,1478,30,9,0,0,3136
2024-03-20 19:40:00,12,30,5,10,17,14,12,11,29,34,29,45,11,0,16,1,27,18,20,14,25,14,24,36,21,32,746,1105,25,10,0,0,2393
2024-03-20 19:50:00,19,30,7,14,19,14,7,11,17,24,20,22,15,72,20,2,29,23,28,18,26,16,31,29,23,31,1240,1821,31,8,1,1,3669
2024-03-20 20:00:00,8,37,5,8,14,28,12,9,20,22,24,29,15,0,21,3,29,17,31,17,13,11,23,34,39,48,1276,1656,22,10,0,0,3481
2024-03-20 20:10:00,17,36,3,11,20,16,7,7,18,16,24,29,12,1,16,3,23,19,19,11,12,11,28,28,28,32,864,1345,19,10,0,0,2685
2024-03-20 20:20:00,5,23,3,5,7,10,8,12,16,12,17,27,13,109,15,2,31,20,25,24,18,14,14,20,36,34,822,1173,24,7,0,0,2546
2024-03-20 20:30:00,10,24,7,9,11,15,5,4,13,14,22,27,8,0,17,0,30,19,36,21,16,9,22,21,34,29,982,1446,24,8,0,0,2883
2024-03-20 20:40:00,12,23,8,11,14,14,23,7,10,13,25,22,8,0,12,2,32,14,33,14,17,14,14,19,29,29,902,1016,23,13,0,0,2373
2024-03-20 20:50:00,8,12,5,7,9,13,4,5,11,9,22,17,5,0,5,2,42,12,31,18,20,23,16,16,37,26,1108,1828,19,7,0,0,3337
2024-03-20 21:00:00,6,17,4,7,9,14,5,7,13,13,22,19,4,0,7,1,38,24,37,16,14,6,18,29,41,46,758,1580,28,16,1,0,2800
2024-03-20 21:10:00,8,28,3,7,9,14,4,8,10,8,19,18,6,0,9,2,33,19,29,12,11,6,27,24,39,41,775,1025,26,16,0,2,2238
2024-03-20 21:20:00,10,27,4,6,13,22,7,9,15,12,22,27,13,45,27,1,32,12,32,17,17,9,18,15,24,20,599,1237,15,8,0,0,2315
2024-03-20 21:30:00,10,17,3,6,10,13,5,5,13,10,34,22,8,1,10,1,21,7,26,14,10,11,22,31,57,56,459,1625,32,14,0,0,2553
2024-03-20 21:40:00,7,20,4,7,9,9,7,10,13,11,23,27,9,141,14,0,30,19,31,19,21,9,13,15,37,35,668,857,21,14,0,0,2100
2024-03-20 21:50:00,8,22,2,10,11,30,8,6,8,7,17,21,6,0,10,5,31,22,23,19,14,6,15,18,34,28,712,1806,23,7,0,0,2929
2024-03-20 22:00:00,6,21,6,6,9,22,4,4,12,6,21,17,8,0,8,4,29,19,39,18,11,7,16,15,43,24,944,1964,11,5,1,0,3300
2024-03-20 22:10:00,7,28,4,7,10,19,8,12,16,7,31,14,2,0,8,2,26,15,36,23,21,13,12,12,35,23,920,1588,15,8,0,0,2922
2024-03-20 22:20:00,14,30,7,17,16,31,6,7,18,9,20,15,1,0,7,1,30,13,33,21,12,10,16,16,43,28,834,1556,26,13,0,0,2850
2024-03-20 22:30:00,16,9,2,16,19,10,2,2,4,3,13,7,5,6,6,0,21,17,24,21,17,17,13,11,25,27,986,1953,14,7,0,0,3273
2024-03-20 22:40:00,10,14,6,11,13,13,3,2,3,4,5,10,2,0,3,1,20,13,26,15,11,10,7,13,25,21,1048,1823,17,3,0,4,3156
2024-03-20 22:50:00,3,11,0,3,6,12,8,6,7,5,16,7,3,0,6,3,7,9,11,17,9,11,19,16,35,33,830,1710,21,6,0,0,2830
2024-03-20 23:00:00,5,12,2,5,9,15,3,2,3,5,9,13,1,0,6,0,18,7,15,9,10,9,15,10,26,16,1279,1947,10,3,0,0,3464
2024-03-20 23:10:00,2,11,0,2,2,13,2,2,3,6,9,16,6,0,12,3,14,8,14,9,6,12,6,8,25,22,987,1556,8,2,0,0,2766
2024-03-20 23:20:00,5,7,3,6,7,7,1,3,4,3,10,7,5,0,11,1,11,8,16,8,4,4,3,5,10,12,931,1288,7,6,0,0,2393
2024-03-20 23:30:00,3,4,2,3,3,9,1,1,3,6,9,14,0,0,3,0,13,5,15,4,5,6,6,5,24,13,1026,1583,13,8,0,0,2787
2024-03-20 23:40:00,3,5,1,3,6,8,1,3,5,4,7,11,3,0,9,4,7,3,12,5,3,3,7,5,12,8,1001,2206,9,2,0,0,3356
2024-03-20 23:50:00,1,6,1,1,4,5,1,2,4,0,8,2,2,0,2,2,4,5,5,5,1,1,3,4,12,10,955,1954,9,5,0,0,3014
2024-03-21 00:00:00,2,2,1,1,1,5,1,3,0,1,0,3,1,0,3,0,11,4,18,3,2,2,5,7,17,16,990,1668,12,6,0,0,2785
2024-03-21 00:10:00,0,0,0,0,0,2,2,3,5,2,7,2,0,0,2,0,3,2,3,5,2,3,6,4,16,7,1062,1786,4,1,0,0,2929
2024-03-21 00:20:00,0,4,0,0,0,4,1,3,1,3,8,8,1,0,1,1,9,3,13,6,5,6,7,4,18,16,1094,2018,10,5,0,0,3249
2024-03-21 00:30:00,2,4,1,2,5,4,0,2,0,0,0,1,1,0,2,0,10,4,13,2,1,1,5,2,12,5,1056,1770,6,3,0,0,2914
2024-03-21 00:40:00,0,3,0,0,1,4,2,2,3,2,5,5,1,0,4,1,6,1,9,1,4,6,3,3,12,8,1145,1837,3,0,0,0,3071
2024-03-21 00:50:00,0,3,0,0,0,3,0,0,1,3,3,4,0,0,2,0,5,4,8,5,2,3,2,0,8,1,939,2104,2,1,0,0,3103
2024-03-21 01:00:00,0,3,0,0,1,3,0,0,3,1,6,1,1,0,3,0,5,3,7,3,2,2,3,0,12,2,1186,2212,4,1,0,0,3464
2024-03-21 01:10:00,0,1,0,0,1,1,0,1,1,0,1,1,1,45,1,0,2,1,2,1,1,1,3,6,8,9,1162,1935,5,0,0,0,3190
2024-03-21 01:20:00,2,0,1,2,1,0,0,0,1,0,1,2,2,0,4,1,8,5,9,2,1,1,4,2,6,6,1250,1835,2,0,0,0,3148
2024-03-21 01:30:00,0,1,0,0,0,1,0,1,4,3,5,5,2,0,1,0,0,1,0,1,0,0,4,1,6,5,1164,1872,2,0,0,0,3079
2024-03-21 01:40:00,1,2,1,1,2,2,0,0,2,3,2,4,0,0,0,0,1,2,1,3,4,4,0,4,2,6,1296,1838,6,1,0,0,3188
2024-03-21 01:50:00,1,1,1,1,1,2,1,1,1,3,2,7,0,0,1,0,2,1,4,4,2,2,2,1,5,3,1160,1925,4,3,0,0,3141
2024-03-21 02:00:00,1,3,0,1,1,3,0,0,1,0,2,1,0,0,0,0,7,6,6,7,2,4,4,2,8,3,1097,1841,3,1,0,0,3004
2024-03-21 02:10:00,1,1,1,1,1,1,0,1,2,0,2,1,1,0,2,0,1,1,1,1,1,2,2,0,4,2,1065,1564,3,2,0,0,2664
2024-03-21 02:20:00,2,5,2,2,2,4,0,2,2,2,4,8,0,0,2,0,1,0,1,2,2,4,3,3,5,5,1246,1536,5,3,0,0,2853
2024-03-21 02:30:00,1,2,1,1,1,2,0,1,1,0,2,2,0,0,0,0,3,1,2,5,3,5,1,2,6,7,1277,1873,3,0,0,0,3202
2024-03-21 02:40:00,0,0,0,0,0,1,1,1,3,3,5,5,0,0,5,0,4,1,3,1,2,2,2,1,2,4,1249,1725,0,1,0,0,3021
2024-03-21 02:50:00,1,2,1,1,1,1,0,1,0,1,1,2,1,0,2,2,2,1,2,0,3,2,4,3,7,6,1311,1615,3,1,0,0,2977
2024-03-21 03:00:00,1,0,1,1,1,0,1,2,3,1,5,2,0,0,0,0,2,1,3,1,2,3,2,2,5,9,1214,1662,2,0,0,0,2926
2024-03-21 03:10:00,1,1,1,1,1,1,0,0,1,1,3,2,1,0,3,0,2,1,3,2,4,6,1,4,4,4,1299,1743,4,0,0,0,3094
2024-03-21 03:20:00,0,0,0,0,0,0,0,0,2,2,6,7,2,0,45,0,2,0,2,1,2,2,1,1,2,3,1300,1721,4,1,0,0,3106
2024-03-21 03:30:00,1,1,0,1,2,1,0,0,1,1,2,2,0,0,0,0,1,1,1,2,1,1,3,2,5,4,1586,2260,4,2,0,0,3885
2024-03-21 03:40:00,0,2,0,0,0,2,0,1,0,3,3,4,0,0,1,0,2,1,3,1,0,0,3,1,5,3,1682,2614,1,0,0,0,4332
2024-03-21 03:50:00,0,1,0,0,0,1,1,1,0,1,1,5,1,0,2,1,3,1,4,1,3,3,2,1,5,2,1692,2329,2,1,0,0,4064
2024-03-21 04:00:00,1,1,1,1,1,1,0,0,3,1,5,4,2,0,6,1,4,1,5,0,2,3,3,0,9,3,1559,2721,2,1,0,0,4341
2024-03-21 04:10:00,0,1,0,0,0,1,0,0,0,2,1,4,2,0,3,1,3,2,3,1,3,2,2,1,7,4,1360,2429,1,0,0,0,3833
2024-03-21 04:20:00,3,3,1,1,2,3,1,2,6,7,10,15,0,0,2,1,6,1,9,1,2,4,3,2,5,2,1198,2178,1,0,0,0,3469
2024-03-21 04:30:00,0,2,0,0,0,2,0,1,6,2,10,4,0,0,0,0,11,2,14,2,8,13,2,1,5,3,1003,1818,4,3,0,0,2916
2024-03-21 04:40:00,0,3,0,0,2,2,0,0,11,3,19,6,2,0,4,2,16,6,17,3,4,3,6,4,10,8,881,1922,4,5,0,0,2943
2024-03-21 04:50:00,5,5,4,5,5,5,0,3,1,4,9,12,5,0,7,4,17,1,18,0,4,3,0,1,3,11,542,2347,17,16,0,0,3054
2024-03-21 05:00:00,5,10,3,6,4,12,3,5,15,13,24,24,5,0,9,5,30,8,27,9,8,7,2,1,10,9,733,2960,12,9,0,0,3968
2024-03-21 05:10:00,4,6,3,2,6,8,1,3,14,13,13,23,4,0,10,0,37,13,24,15,9,12,4,1,11,17,383,2120,20,18,0,0,2794
2024-03-21 05:20:00,8,8,5,8,17,12,3,4,10,7,25,20,7,0,8,6,44,15,39,19,18,12,14,6,23,17,290,1130,12,19,0,0,1806
2024-03-21 05:30:00,5,20,5,4,6,19,3,5,13,15,25,19,8,65,9,4,42,10,27,11,15,12,11,3,22,20,373,1260,20,15,0,0,2066
2024-03-21 05:40:00,13,14,3,12,13,11,5,11,11,26,27,30,10,6,13,2,51,17,25,23,19,11,7,12,20,25,369,1019,21,22,0,0,1848
2024-03-21 05:50:00,15,12,10,9,14,10,4,4,16,24,34,31,9,0,13,8,55,26,19,15,16,14,13,11,23,19,398,506,22,21,0,0,1371
2024-03-21 06:00:00,4,23,2,3,5,19,7,5,12,21,25,24,7,0,12,0,42,21,34,22,16,15,15,21,30,24,205,1462,31,20,0,0,2127
2024-03-21 06:10:00,9,28,5,11,11,24,7,5,17,26,25,17,8,118,10,1,49,24,38,24,28,20,16,13,29,23,240,635,21,15,0,0,1497
2024-03-21 06:20:00,20,38,6,14,15,15,11,7,26,49,18,22,14,111,13,0,44,20,15,15,23,9,15,20,13,20,184,623,28,9,0,0,1417
2024-03-21 06:30:00,15,31,2,13,15,10,6,4,25,47,24,21,17,7,10,6,43,32,16,17,33,10,23,28,13,17,333,202,28,12,0,0,1060
2024-03-21 06:40:00,15,52,8,12,17,15,12,9,31,45,17,15,81,0,7,0,51,31,12,21,38,19,27,31,77,26,407,1089,12,16,0,0,2193
