datetime,V51Z,V52Z,D53Z,D81Z,D82Z,V83Z,V84Z,D85Z,V111Z,V112Z,V113Z,V114Z,D115Z,D116Z,V921Z,V981Z,V54Z,Total
2024-03-01 01:00:00,3,2,3,4,0,2,1,1,1,0,2,4,7,5,4,8,0,47
2024-03-01 01:10:00,2,3,2,4,0,1,2,2,2,0,3,7,3,7,4,12,0,54
2024-03-01 01:20:00,1,1,1,3,0,0,1,0,1,0,0,3,0,4,0,3,0,18
2024-03-01 01:30:00,2,2,2,3,0,0,2,0,2,0,2,7,2,8,4,10,0,46
2024-03-01 01:40:00,2,2,3,5,0,1,3,0,3,0,1,4,2,5,1,11,0,43
2024-03-01 01:50:00,3,1,2,5,0,0,4,0,4,0,0,4,0,6,0,7,0,36
2024-03-01 02:00:00,2,2,2,3,0,1,2,0,2,0,2,5,2,6,2,7,0,38
2024-03-01 02:10:00,2,2,2,3,0,0,2,0,1,0,2,1,2,4,2,4,0,27
2024-03-01 02:20:00,4,2,3,4,0,0,1,0,1,0,0,2,0,5,0,6,0,28
2024-03-01 02:30:00,2,3,2,4,0,0,2,0,2,0,0,3,1,3,1,3,0,26
2024-03-01 02:40:00,1,1,1,1,0,1,1,0,1,0,1,2,0,2,0,4,0,16
2024-03-01 02:50:00,3,4,3,5,0,0,2,0,2,0,0,0,0,1,0,0,0,20
2024-03-01 03:00:00,2,2,2,4,0,0,2,0,2,0,1,3,1,3,1,6,0,29
2024-03-01 03:10:00,1,1,1,1,0,0,0,0,0,0,0,4,0,5,0,7,0,20
2024-03-01 03:20:00,4,5,4,4,0,0,0,0,0,0,0,7,0,17,0,10,0,51
2024-03-01 03:30:00,4,3,5,6,0,0,0,0,0,0,0,2,0,4,0,5,0,29
2024-03-01 03:40:00,5,3,4,4,0,0,0,0,0,0,2,1,2,1,2,6,0,30
2024-03-01 03:50:00,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10
2024-03-01 04:00:00,10,6,7,8,0,0,0,0,0,0,0,3,0,5,0,5,0,44
2024-03-01 04:10:00,8,9,8,10,0,0,2,0,3,0,0,5,0,5,0,5,0,55
2024-03-01 04:20:00,9,8,12,10,0,1,1,0,1,0,2,6,2,6,3,12,0,73
2024-03-01 04:30:00,5,6,7,9,0,2,5,1,5,0,2,2,2,3,3,6,0,58
2024-03-01 04:40:00,18,12,20,24,0,0,4,0,4,0,1,4,1,12,1,9,0,110
2024-03-01 04:50:00,13,13,23,24,0,0,3,0,4,0,2,5,2,11,2,9,0,111
2024-03-01 05:00:00,19,17,42,48,0,0,8,0,7,0,2,3,2,10,6,10,0,174
2024-03-01 05:10:00,18,19,47,53,0,2,6,0,6,0,4,10,3,13,5,8,0,194
2024-03-01 05:20:00,25,18,66,71,0,0,7,0,10,0,4,9,5,19,7,17,0,258
2024-03-01 05:30:00,13,13,75,90,0,1,20,2,17,0,8,12,10,18,14,14,0,307
2024-03-01 05:40:00,12,12,99,110,0,0,18,0,14,0,10,15,10,25,15,23,0,363
2024-03-01 05:50:00,12,16,93,110,0,1,23,1,19,0,7,7,9,13,13,16,0,340
2024-03-01 06:00:00,11,9,101,108,0,3,13,2,5,0,7,10,9,22,8,14,0,322
2024-03-01 06:10:00,9,16,99,127,0,6,26,4,16,0,12,15,14,30,15,35,0,424
2024-03-01 06:20:00,8,4,76,89,0,8,24,6,22,0,13,21,16,39,22,14,0,362
2024-03-01 06:30:00,10,17,116,134,0,6,26,1,18,0,9,22,9,40,12,35,0,455
2024-03-01 06:40:00,7,23,101,112,0,5,23,7,25,0,13,22,16,40,12,27,0,433
2024-03-01 06:50:00,5,27,124,142,0,3,35,0,13,0,10,24,22,37,23,29,0,494
2024-03-01 07:00:00,4,26,99,122,1,16,22,6,15,0,8,22,8,29,8,18,0,404
2024-03-01 07:10:00,4,33,90,136,2,3,44,3,15,0,17,42,18,66,17,20,0,510
2024-03-01 07:20:00,5,31,98,125,0,12,36,7,13,0,22,43,24,53,18,15,0,502
2024-03-01 07:30:00,3,42,110,149,0,20,45,16,19,0,27,54,34,73,24,24,0,640
2024-03-01 07:40:00,2,45,110,149,1,19,42,16,10,0,23,48,19,63,15,20,0,582
2024-03-01 07:50:00,1,25,60,107,2,33,49,21,7,0,20,41,28,55,19,28,0,496
2024-03-01 08:00:00,1,39,102,145,0,8,41,7,16,0,34,41,38,56,36,28,0,592
2024-03-01 08:10:00,13,27,79,116,0,20,44,9,15,0,27,45,23,64,3,24,0,509
2024-03-01 08:20:00,1,29,76,116,4,7,46,7,12,0,25,54,27,77,0,17,0,498
2024-03-01 08:30:00,2,32,89,127,3,11,36,7,11,0,25,39,29,57,10,42,0,520
2024-03-01 08:40:00,10,38,102,133,0,7,35,4,11,0,34,59,41,61,28,38,0,601
2024-03-01 08:50:00,9,32,71,118,0,19,53,8,13,0,20,39,29,53,19,27,0,510
2024-03-01 09:00:00,14,30,67,102,0,5,33,4,12,0,24,41,24,63,25,22,0,466
2024-03-01 09:10:00,8,24,73,100,0,12,34,9,13,0,21,38,23,50,24,27,0,456
2024-03-01 09:20:00,7,20,74,92,0,9,29,5,15,0,25,50,29,74,18,17,0,464
2024-03-01 09:30:00,12,21,61,106,0,14,48,8,5,0,23,43,29,56,22,30,0,478
2024-03-01 09:40:00,7,25,74,109,0,10,45,5,13,0,29,41,32,67,27,14,0,498
2024-03-01 09:50:00,5,33,72,105,0,7,39,5,16,0,29,42,34,65,28,25,0,505
2024-03-01 10:00:00,14,31,75,113,0,13,34,12,14,0,23,39,27,56,24,30,0,505
2024-03-01 10:10:00,18,24,67,90,0,8,33,3,19,0,28,43,31,59,29,28,0,480
2024-03-01 10:20:00,4,20,71,101,0,7,39,9,20,0,28,46,30,65,27,33,0,500
2024-03-01 10:30:00,6,29,69,107,0,3,33,2,14,0,13,41,25,74,17,15,0,448
2024-03-01 10:40:00,11,19,52,86,0,9,41,6,16,0,20,48,36,83,17,11,0,455
2024-03-01 10:50:00,9,24,70,105,0,13,40,12,14,0,27,49,28,84,24,7,0,506
2024-03-01 11:00:00,11,22,60,89,0,7,33,8,14,0,21,53,25,79,22,23,0,467
2024-03-01 11:10:00,10,18,61,84,0,3,31,3,37,0,31,46,32,72,23,24,0,475
2024-03-01 11:20:00,14,20,64,94,0,12,28,8,15,0,31,57,33,85,29,25,0,515
2024-03-01 11:30:00,8,26,62,98,0,9,39,4,17,0,30,44,34,77,29,16,0,493
2024-03-01 11:40:00,16,20,77,108,0,14,38,9,12,0,32,53,33,79,29,27,0,547
2024-03-01 11:50:00,11,25,57,98,2,19,42,8,18,0,24,59,29,88,16,6,0,502
2024-03-01 12:00:00,7,25,75,89,1,6,26,5,17,0,24,51,92,86,19,17,0,540
2024-03-01 12:10:00,0,15,51,88,1,12,44,15,15,0,23,49,34,82,21,18,0,468
2024-03-01 12:20:00,1,18,45,74,2,11,33,5,10,0,26,55,30,83,23,20,0,436
2024-03-01 12:30:00,3,24,79,116,3,12,44,10,17,0,32,57,41,84,31,22,0,575
2024-03-01 12:40:00,10,23,72,91,1,12,29,10,17,0,36,56,36,79,22,21,0,515
2024-03-01 12:50:00,2,18,49,77,4,35,31,3,14,0,29,63,27,103,25,16,0,496
2024-03-01 13:00:00,2,23,43,66,3,30,34,12,18,0,31,59,39,99,31,14,0,504
2024-03-01 13:10:00,0,5,8,27,2,13,18,9,2,0,19,32,19,49,17,11,0,231
2024-03-01 13:20:00,1,15,39,57,3,19,34,11,13,0,33,54,34,80,28,23,0,444
2024-03-01 13:30:00,0,24,64,98,3,12,41,9,13,0,34,68,36,89,29,30,0,550
2024-03-01 13:40:00,0,19,50,80,3,5,38,6,17,0,27,67,28,94,18,14,0,466
2024-03-01 13:50:00,3,25,69,93,4,17,33,7,19,0,24,56,26,82,20,19,0,497
2024-03-01 14:00:00,1,15,52,82,1,17,38,15,9,0,24,50,33,93,21,15,0,466
2024-03-01 14:10:00,16,23,65,87,0,16,33,9,18,0,25,72,29,93,24,22,0,532
2024-03-01 14:20:00,16,27,72,106,0,65,41,9,12,0,30,73,33,99,29,23,0,635
2024-03-01 14:30:00,13,30,80,118,0,24,46,4,13,0,33,59,40,92,30,16,0,598
2024-03-01 14:40:00,2,18,35,55,2,11,40,6,10,0,34,54,33,78,25,21,0,424
2024-03-01 14:50:00,0,7,18,42,1,9,29,5,0,0,34,54,39,75,25,31,0,369
2024-03-01 15:00:00,10,35,61,103,4,11,48,6,9,0,36,52,47,100,26,27,0,575
2024-03-01 15:10:00,9,32,81,112,3,17,44,15,14,0,24,57,34,97,21,18,0,578
2024-03-01 15:20:00,0,11,32,68,0,23,44,8,13,0,24,68,23,99,23,21,0,457
2024-03-01 15:30:00,0,19,45,74,2,11,45,6,4,0,35,55,38,179,31,31,0,575
2024-03-01 15:40:00,0,10,38,77,2,19,48,13,21,0,32,55,39,93,25,16,0,488
2024-03-01 15:50:00,0,27,62,80,0,13,28,8,8,0,32,65,34,72,31,31,0,491
2024-03-01 16:00:00,0,25,48,67,2,17,31,6,10,0,25,58,28,78,23,8,0,426
2024-03-01 16:10:00,0,11,48,80,3,12,27,8,20,0,27,54,30,70,23,23,0,436
2024-03-01 16:20:00,1,20,71,82,2,11,26,8,20,0,38,67,38,95,36,15,0,530
2024-03-01 16:30:00,0,19,68,110,2,73,43,5,20,0,32,61,43,90,31,17,0,614
2024-03-01 16:40:00,11,16,75,116,0,44,50,6,10,0,26,62,26,98,20,14,0,574
2024-03-01 16:50:00,12,32,80,107,0,12,29,8,23,0,32,61,35,93,26,29,0,579
2024-03-01 17:00:00,16,27,74,104,0,40,36,8,19,0,29,58,35,76,24,31,0,577
2024-03-01 17:10:00,14,28,81,105,0,24,37,6,14,0,26,56,30,81,21,24,0,547
2024-03-01 17:20:00,13,23,68,91,0,8,24,8,10,0,25,60,24,86,19,20,0,479
2024-03-01 17:30:00,14,31,80,112,0,16,35,4,16,0,26,61,26,107,22,15,0,565
2024-03-01 17:40:00,11,24,65,104,0,17,45,10,10,0,32,61,29,75,20,25,0,528
2024-03-01 17:50:00,9,27,87,109,0,13,29,8,26,0,33,54,35,80,28,17,0,555
2024-03-01 18:00:00,10,33,66,94,0,11,36,6,23,0,34,65,38,105,23,9,0,553
2024-03-01 18:10:00,4,27,79,106,2,10,29,11,14,0,29,60,24,90,18,8,0,511
2024-03-01 18:20:00,5,18,80,118,0,16,45,18,17,0,28,63,35,86,26,5,0,560
2024-03-01 18:30:00,11,22,69,84,0,4,28,4,18,0,27,53,80,99,28,2,0,529
2024-03-01 18:40:00,9,23,67,92,0,13,42,10,18,0,62,58,39,92,38,7,0,570
2024-03-01 18:50:00,10,18,81,96,0,14,29,4,20,0,19,45,30,96,25,8,0,495
2024-03-01 19:00:00,13,30,66,93,0,10,36,7,18,0,22,35,33,77,32,26,0,498
2024-03-01 19:10:00,14,23,43,64,0,13,26,15,21,0,24,32,41,62,42,9,0,429
2024-03-01 19:20:00,10,21,43,69,0,15,31,11,14,0,26,42,30,80,32,19,0,443
2024-03-01 19:30:00,22,30,45,66,0,5,25,4,13,0,19,36,27,72,22,23,0,409
2024-03-01 19:40:00,17,28,31,43,0,8,24,3,12,0,24,29,35,56,30,20,0,360
2024-03-01 19:50:00,17,37,38,64,0,6,35,5,33,0,23,50,28,99,33,9,0,477
2024-03-01 20:00:00,17,33,34,55,0,4,23,3,18,0,24,29,27,68,36,19,0,390
2024-03-01 20:10:00,12,16,33,55,0,6,23,6,20,0,17,25,26,69,23,19,0,350
2024-03-01 20:20:00,17,15,40,51,0,5,20,4,16,0,22,33,26,56,33,27,0,365
2024-03-01 20:30:00,22,19,38,54,0,4,21,1,24,0,17,32,20,68,28,30,0,378
2024-03-01 20:40:00,27,23,31,47,0,2,17,1,15,0,13,25,19,55,23,23,0,321
2024-03-01 20:50:00,16,15,35,45,0,1,12,3,11,0,15,20,18,65,24,17,0,297
2024-03-01 21:00:00,16,39,39,60,0,51,21,7,18,0,14,18,16,59,22,24,0,404
2024-03-01 21:10:00,15,33,24,32,0,5,19,6,14,0,16,31,28,54,29,29,0,335
2024-03-01 21:20:00,13,14,31,48,0,7,25,5,20,0,12,16,17,42,13,23,0,286
2024-03-01 21:30:00,16,27,27,47,0,6,23,5,15,0,8,20,11,39,15,26,0,285
2024-03-01 21:40:00,10,10,14,31,0,6,21,7,19,0,11,16,13,30,18,28,0,234
2024-03-01 21:50:00,15,15,24,39,0,1,21,0,14,0,11,19,14,34,17,18,0,242
2024-03-01 22:00:00,15,22,30,48,0,6,20,2,19,0,12,24,13,37,23,26,0,297
2024-03-01 22:10:00,16,13,24,43,0,2,14,2,14,0,13,28,19,64,28,20,0,300
2024-03-01 22:20:00,20,12,29,34,0,3,9,3,10,0,16,25,18,54,23,31,0,287
2024-03-01 22:30:00,12,12,20,27,0,4,13,0,9,0,11,19,11,31,14,28,0,211
2024-03-01 22:40:00,19,17,26,34,0,7,17,4,13,0,13,19,13,34,18,25,0,259
2024-03-01 22:50:00,14,25,18,30,0,2,13,0,13,0,13,15,20,34,22,19,0,238
2024-03-01 23:00:00,13,13,19,30,0,1,13,0,11,0,10,13,10,32,16,24,0,205
2024-03-01 23:10:00,11,13,16,28,0,2,12,2,13,0,7,18,9,135,9,18,0,293
2024-03-01 23:20:00,10,6,15,30,0,4,13,4,12,0,6,13,9,23,11,25,0,181
2024-03-01 23:30:00,14,12,14,23,0,6,11,3,12,0,6,14,9,20,12,23,0,179
2024-03-01 23:40:00,17,12,18,18,0,4,9,2,8,0,12,11,12,27,18,24,0,192
2024-03-01 23:50:00,14,12,19,20,0,9,4,12,5,0,2,12,2,22,2,19,0,154
2024-03-02 00:00:00,14,9,14,23,0,2,11,3,10,0,5,9,5,21,10,20,0,156
2024-03-02 00:10:00,5,3,10,14,0,3,8,4,8,0,4,12,6,20,9,24,0,130
2024-03-02 00:20:00,10,10,16,15,0,1,4,0,4,0,4,13,5,25,8,16,0,131
2024-03-02 00:30:00,14,10,13,20,0,5,8,4,9,0,5,14,5,16,10,22,0,155
2024-03-02 00:40:00,15,12,12,18,0,2,11,0,8,0,6,7,7,14,9,16,0,137
2024-03-02 00:50:00,4,3,3,11,0,11,12,1,11,0,4,7,5,16,4,13,0,105
2024-03-02 01:00:00,6,4,5,11,0,3,8,5,8,0,6,7,4,11,2,11,0,91
2024-03-02 01:10:00,10,7,8,11,0,2,6,3,4,0,3,6,4,12,6,10,0,92
2024-03-02 01:20:00,7,5,5,10,0,0,3,0,3,0,2,10,2,11,4,16,0,78
2024-03-02 01:30:00,3,4,5,8,0,0,4,0,5,0,4,7,5,11,8,13,0,77
2024-03-02 01:40:00,5,6,5,8,0,1,2,0,2,0,3,5,4,7,6,13,0,67
2024-03-02 01:50:00,2,2,3,8,0,0,6,0,8,0,4,4,4,4,4,11,0,60
2024-03-02 02:00:00,7,4,5,11,0,0,5,0,5,0,1,9,1,10,0,12,0,70
2024-03-02 02:10:00,7,4,4,7,0,1,3,2,5,0,1,7,1,9,2,13,0,66
2024-03-02 02:20:00,3,3,4,3,0,1,2,0,3,0,4,6,6,6,7,12,0,60
2024-03-02 02:30:00,6,7,8,10,0,1,3,2,3,0,3,6,2,12,3,15,0,81
2024-03-02 02:40:00,8,7,7,6,0,0,2,0,1,0,2,3,2,7,1,7,0,53
2024-03-02 02:50:00,4,3,4,5,0,2,6,0,4,0,3,4,3,5,4,8,0,55
2024-03-02 03:00:00,6,4,7,8,0,0,1,0,2,0,1,3,1,3,1,8,0,45
2024-03-02 03:10:00,5,4,4,4,0,0,1,1,3,0,2,8,3,10,4,12,0,61
2024-03-02 03:20:00,3,3,3,5,0,0,3,0,1,0,4,3,4,4,3,8,0,44
2024-03-02 03:30:00,1,2,2,2,0,1,2,0,2,0,3,2,4,4,4,7,0,36
2024-03-02 03:40:00,8,5,5,8,0,0,4,0,4,0,3,5,3,8,3,13,0,69
2024-03-02 03:50:00,7,3,7,5,0,0,0,0,0,0,2,5,2,6,3,10,0,50
2024-03-02 04:00:00,8,7,7,13,0,0,5,0,6,0,2,8,2,11,4,15,0,88
2024-03-02 04:10:00,6,4,4,4,0,0,1,0,1,0,0,4,0,6,0,10,0,40
2024-03-02 04:20:00,6,4,4,6,0,1,2,0,2,0,1,4,1,6,1,7,0,45
2024-03-02 04:30:00,8,7,8,9,0,0,2,0,2,0,1,2,1,7,2,4,0,53
2024-03-02 04:40:00,13,8,10,10,0,1,3,0,3,0,3,3,4,6,5,7,0,76
2024-03-02 04:50:00,8,6,10,14,0,0,5,0,6,0,2,6,2,7,3,10,0,79
2024-03-02 05:00:00,12,9,11,12,0,0,2,0,2,0,4,1,3,3,3,5,0,67
2024-03-02 05:10:00,11,6,18,19,0,0,3,0,3,0,3,10,3,11,4,17,0,108
2024-03-02 05:20:00,14,10,16,16,0,0,2,0,2,0,5,6,5,10,8,12,0,106
2024-03-02 05:30:00,10,12,17,22,0,1,5,0,5,0,8,3,5,10,11,14,0,123
2024-03-02 05:40:00,9,10,18,18,0,0,2,0,2,0,6,6,7,6,9,9,0,102
2024-03-02 05:50:00,12,10,18,22,0,0,6,0,6,0,3,4,2,6,3,11,0,103
2024-03-02 06:00:00,14,10,15,22,0,4,9,2,12,0,5,10,5,14,7,18,0,147
2024-03-02 06:10:00,12,11,13,18,0,1,9,1,7,0,6,8,6,13,8,19,0,132
2024-03-02 06:20:00,10,10,15,22,0,3,7,1,6,0,4,8,4,16,4,12,0,122
2024-03-02 06:30:00,16,20,26,28,0,5,4,2,8,0,5,6,6,10,8,16,0,160
2024-03-02 06:40:00,9,18,21,26,0,0,5,0,5,0,4,13,4,20,6,18,0,149
2024-03-02 06:50:00,13,17,20,22,0,0,8,0,9,0,7,11,10,12,11,16,0,156
2024-03-02 07:00:00,9,8,16,21,0,1,6,0,5,0,3,6,4,13,4,10,0,106
2024-03-02 07:10:00,13,8,21,27,0,1,5,0,5,0,5,9,5,19,5,14,0,137
2024-03-02 07:20:00,11,6,25,35,0,3,12,0,13,0,7,16,6,18,6,17,0,175
2024-03-02 07:30:00,10,12,36,43,0,2,9,0,9,0,5,12,4,24,4,13,0,183
2024-03-02 07:40:00,14,8,30,39,0,3,10,3,9,0,5,15,5,21,5,15,0,182
2024-03-02 07:50:00,11,13,33,39,0,4,18,6,13,0,8,16,11,23,8,25,0,228
2024-03-02 08:00:00,13,20,39,58,0,3,13,6,13,0,11,18,12,20,9,18,0,253
2024-03-02 08:10:00,17,13,35,49,0,3,22,2,16,0,4,15,4,23,3,13,0,219
2024-03-02 08:20:00,14,19,48,61,0,2,17,1,15,0,11,18,16,29,11,24,0,286
2024-03-02 08:30:00,15,15,41,62,0,7,23,4,20,0,12,20,13,31,10,22,0,295
2024-03-02 08:40:00,13,29,67,86,0,7,23,1,17,0,12,21,14,28,10,21,0,349
2024-03-02 08:50:00,11,13,54,76,0,9,29,4,19,0,18,25,19,40,14,23,0,354
2024-03-02 09:00:00,24,14,51,73,0,4,27,1,14,0,16,35,19,46,9,24,0,357
2024-03-02 09:10:00,10,17,71,101,0,12,34,7,20,0,13,31,14,41,15,28,0,414
2024-03-02 09:20:00,12,30,75,89,0,3,19,0,13,0,12,43,13,68,9,20,0,406
2024-03-02 09:30:00,17,23,68,87,0,9,30,3,20,0,21,31,28,51,19,29,0,436
2024-03-02 09:40:00,18,31,77,106,0,10,38,6,19,0,19,35,15,47,12,36,0,469
2024-03-02 09:50:00,17,31,85,110,0,5,34,5,11,0,31,37,35,52,28,28,0,509
2024-03-02 10:00:00,15,33,75,93,0,5,22,4,16,0,21,40,20,56,18,27,0,445
2024-03-02 10:10:00,3,32,75,121,1,13,50,8,7,0,33,49,36,64,27,31,0,550
2024-03-02 10:20:00,0,38,80,112,0,15,38,5,12,0,18,37,24,47,21,30,0,477
2024-03-02 10:30:00,9,24,91,105,0,8,21,8,22,0,33,43,30,63,21,31,0,509
2024-03-02 10:40:00,3,35,80,115,0,18,45,10,16,0,22,41,22,56,20,27,0,510
2024-03-02 10:50:00,4,40,93,122,0,9,35,4,21,0,24,56,29,81,17,29,0,564
2024-03-02 11:00:00,3,40,88,108,0,5,25,5,17,0,22,50,31,70,20,23,0,507
2024-03-02 11:10:00,3,41,84,122,2,9,38,5,16,0,21,47,31,67,24,37,0,547
2024-03-02 11:20:00,6,28,82,116,0,7,41,2,16,0,22,47,23,74,18,18,0,500
2024-03-02 11:30:00,6,37,74,104,0,4,36,2,12,0,23,43,34,62,29,28,0,494
2024-03-02 11:40:00,3,45,85,115,4,13,42,8,21,0,29,61,33,82,24,30,0,595
2024-03-02 11:50:00,0,36,84,114,0,9,38,41,21,0,34,51,36,76,19,29,0,588
2024-03-02 12:00:00,16,40,83,100,0,16,25,9,21,0,21,44,24,82,18,24,0,523
2024-03-02 12:10:00,19,33,76,105,0,10,33,9,17,0,30,45,37,84,29,37,0,564
2024-03-02 12:20:00,4,44,86,115,0,10,35,11,13,0,33,52,31,81,25,30,0,570
2024-03-02 12:30:00,7,35,87,121,0,8,35,4,21,0,26,50,34,85,26,20,0,559
2024-03-02 12:40:00,10,25,72,99,0,9,34,4,21,0,34,47,40,88,30,19,0,532
2024-03-02 12:50:00,5,36,96,123,0,7,36,4,19,0,33,63,37,96,28,28,0,611
2024-03-02 13:00:00,0,43,84,120,0,7,38,5,17,0,26,56,25,81,18,33,0,553
2024-03-02 13:10:00,5,38,94,113,0,11,30,6,19,0,38,60,39,80,30,29,0,592
2024-03-02 13:20:00,9,24,72,95,2,39,39,6,17,0,30,52,39,94,27,6,0,551
2024-03-02 13:30:00,1,24,76,110,2,37,40,7,18,0,25,50,33,74,25,21,0,543
2024-03-02 13:40:00,1,33,84,111,1,7,35,8,23,0,26,51,33,97,24,13,0,547
2024-03-02 13:50:00,2,36,83,114,0,18,36,10,13,0,26,59,30,85,21,17,0,550
2024-03-02 14:00:00,14,35,95,120,0,12,31,12,22,0,26,63,38,96,20,17,0,601
2024-03-02 14:10:00,4,23,71,103,0,11,38,11,11,0,15,60,20,88,11,12,0,478
2024-03-02 14:20:00,3,34,82,118,1,14,43,4,6,0,23,58,29,94,20,15,0,544
2024-03-02 14:30:00,0,29,85,113,0,21,31,16,15,0,18,53,25,109,20,3,0,538
2024-03-02 14:40:00,2,30,89,125,0,9,38,8,14,0,26,66,31,96,23,13,0,570
2024-03-02 14:50:00,9,19,84,117,0,20,39,8,25,0,21,64,32,102,20,13,0,573
2024-03-02 15:00:00,12,23,76,103,0,16,41,9,21,0,21,57,25,90,21,21,0,536
2024-03-02 15:10:00,12,29,82,105,0,22,21,11,19,0,27,62,26,90,22,22,0,550
2024-03-02 15:20:00,4,43,79,112,0,8,36,7,13,0,24,57,32,80,23,27,0,545
2024-03-02 15:30:00,14,24,86,112,0,13,26,6,18,0,18,56,21,96,15,14,0,519
2024-03-02 15:40:00,10,20,87,113,0,13,35,7,16,0,21,56,24,98,22,14,0,536
2024-03-02 15:50:00,8,24,71,98,0,151,29,1,15,0,27,47,32,80,28,18,0,629
2024-03-02 16:00:00,11,21,61,75,0,7,27,7,19,0,23,51,34,80,22,26,0,464
2024-03-02 16:10:00,6,21,75,100,0,16,33,8,19,0,25,54,24,81,23,18,0,503
2024-03-02 16:20:00,4,28,76,118,2,10,42,9,11,0,20,60,21,90,18,22,0,531
2024-03-02 16:30:00,15,17,82,90,0,8,29,3,20,0,30,43,32,82,29,17,0,497
2024-03-02 16:40:00,18,17,71,99,0,10,31,7,14,0,16,57,12,85,13,23,0,473
2024-03-02 16:50:00,13,25,82,107,0,7,36,2,18,0,28,37,94,72,18,23,0,562
2024-03-02 17:00:00,11,22,63,91,0,5,27,8,15,0,20,48,24,96,19,11,0,460
2024-03-02 17:10:00,8,25,84,126,2,4,46,3,18,0,23,50,30,71,15,29,0,534
2024-03-02 17:20:00,0,25,82,111,0,12,38,10,17,0,15,47,18,80,11,6,0,472
2024-03-02 17:30:00,6,29,74,105,1,9,31,6,19,0,25,47,32,83,22,26,0,515
2024-03-02 17:40:00,11,16,75,116,0,32,49,12,8,0,29,49,32,83,23,16,0,551
2024-03-02 17:50:00,12,34,82,116,0,35,42,21,15,0,21,42,29,77,18,27,0,571
2024-03-02 18:00:00,4,24,80,121,1,11,55,10,12,0,26,52,23,65,15,15,0,514
2024-03-02 18:10:00,1,20,66,107,1,36,46,10,8,0,14,40,19,93,17,0,0,478
2024-03-02 18:20:00,7,20,76,86,0,10,21,8,17,0,32,49,38,96,28,0,0,488
2024-03-02 18:30:00,10,17,54,93,0,19,54,11,15,0,13,30,20,86,27,3,0,452
2024-03-02 18:40:00,15,29,64,78,0,22,22,8,18,0,14,40,23,79,19,18,0,449
2024-03-02 18:50:00,6,15,70,96,0,13,35,5,21,0,18,39,21,71,28,20,0,458
2024-03-02 19:00:00,13,27,65,84,0,6,21,6,21,0,24,30,34,80,40,10,0,461
2024-03-02 19:10:00,14,19,53,63,0,10,22,9,25,0,25,40,31,70,31,13,0,425
2024-03-02 19:20:00,11,18,44,69,0,9,35,2,19,0,13,32,18,72,20,9,0,371
2024-03-02 19:30:00,10,9,60,70,0,5,18,5,21,0,23,31,26,69,34,16,0,397
2024-03-02 19:40:00,16,25,45,69,0,5,23,1,21,0,15,24,16,82,25,18,0,385
2024-03-02 19:50:00,15,23,33,47,0,10,20,8,18,0,17,37,26,63,31,12,0,360
2024-03-02 20:00:00,11,16,26,47,0,5,21,3,22,0,24,32,27,58,37,30,0,359
2024-03-02 20:10:00,18,16,32,43,0,12,18,7,18,0,19,33,25,156,31,25,0,453
2024-03-02 20:20:00,18,14,32,52,0,1,21,1,18,0,13,25,23,63,18,26,0,325
2024-03-02 20:30:00,11,21,31,50,0,4,21,5,15,0,19,33,43,65,19,30,0,367
2024-03-02 20:40:00,24,18,35,47,0,5,18,1,15,0,8,24,14,50,15,25,0,299
2024-03-02 20:50:00,14,17,35,48,0,2,21,1,24,0,15,18,19,46,19,26,0,305
2024-03-02 21:00:00,16,22,37,51,0,4,21,1,17,0,14,18,21,38,21,28,0,309
2024-03-02 21:10:00,11,22,26,43,0,2,21,0,17,0,16,22,18,40,24,26,0,288
2024-03-02 21:20:00,16,19,41,61,0,4,27,0,19,0,12,15,16,41,23,17,0,311
2024-03-02 21:30:00,11,22,38,52,0,3,20,3,17,0,10,20,12,39,14,25,0,286
2024-03-02 21:40:00,14,12,21,26,0,6,13,3,15,0,14,23,15,47,22,30,0,261
2024-03-02 21:50:00,16,23,24,36,0,1,10,0,8,0,15,20,17,42,22,25,0,259
2024-03-02 22:00:00,17,25,27,34,0,4,11,2,14,0,12,11,14,35,22,20,0,248
2024-03-02 22:10:00,7,16,21,34,0,3,23,0,19,0,11,18,16,38,15,19,0,240
2024-03-02 22:20:00,11,12,19,30,0,5,19,1,18,0,7,25,9,46,13,25,0,240
2024-03-02 22:30:00,14,22,28,38,0,4,19,3,20,0,12,19,13,59,19,11,0,281
2024-03-02 22:40:00,24,19,24,27,0,5,10,2,10,0,13,15,19,33,26,26,0,253
2024-03-02 22:50:00,11,14,18,24,0,0,8,0,7,0,12,13,14,23,18,18,0,180
2024-03-02 23:00:00,17,23,23,42,0,3,25,0,16,0,6,20,7,34,9,22,0,247
2024-03-02 23:10:00,11,12,19,26,0,3,10,1,10,0,8,13,8,31,13,20,0,185
2024-03-02 23:20:00,13,13,18,27,0,5,11,9,8,0,4,11,6,17,6,17,0,165
2024-03-02 23:30:00,9,4,11,18,0,1,5,0,5,0,6,17,6,34,7,30,0,153
2024-03-02 23:40:00,10,9,13,20,0,4,13,2,12,0,8,16,8,28,13,22,0,178
2024-03-02 23:50:00,14,9,12,14,0,3,5,0,5,0,7,12,7,27,8,18,0,141
2024-03-03 00:00:00,7,6,8,17,0,1,13,0,12,0,7,13,7,26,10,23,0,150
