datetime,D21Z,D22Z,V23Z,V24Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D115Z,Total
2024-03-18 10:00:00,40,63,32,27,27,30,21,19,80,20,4,14,0,377
2024-03-18 10:10:00,45,39,19,21,20,38,16,22,20,19,10,15,0,284
2024-03-18 10:20:00,57,53,31,20,25,40,22,24,18,20,13,13,0,336
2024-03-18 10:30:00,57,53,23,32,30,35,23,18,14,92,14,20,0,411
2024-03-18 10:40:00,56,57,19,29,54,42,21,25,14,22,15,18,0,372
2024-03-18 10:50:00,49,61,24,33,25,35,19,24,20,15,13,10,0,328
2024-03-18 11:00:00,66,54,31,28,24,41,17,25,8,14,9,11,0,328
2024-03-18 11:10:00,55,58,25,25,29,42,23,24,22,29,17,15,0,364
2024-03-18 11:20:00,52,60,19,33,25,41,20,19,16,17,10,16,0,328
2024-03-18 11:30:00,61,50,30,30,24,38,19,20,18,31,11,12,0,344
2024-03-18 11:40:00,73,72,21,35,27,36,20,21,23,21,14,19,0,382
2024-03-18 11:50:00,68,45,28,28,30,39,20,17,21,22,14,17,0,349
2024-03-18 12:00:00,45,58,25,35,22,38,19,25,22,29,10,11,0,339
2024-03-18 12:10:00,50,58,27,27,30,52,23,19,18,25,14,15,0,358
2024-03-18 12:20:00,55,65,28,31,22,38,19,25,30,28,14,25,0,380
2024-03-18 12:30:00,52,55,22,37,27,45,19,25,20,23,17,13,0,355
2024-03-18 12:40:00,53,71,29,29,29,38,23,19,23,27,8,12,0,361
2024-03-18 12:50:00,71,74,29,39,26,40,14,23,19,19,11,18,0,383
2024-03-18 13:00:00,63,66,20,31,35,36,25,19,19,25,13,17,0,369
2024-03-18 13:10:00,85,73,32,39,34,52,25,34,19,25,15,23,0,456
2024-03-18 13:20:00,83,77,28,30,28,43,17,22,18,48,12,9,0,415
2024-03-18 13:30:00,56,51,35,31,12,36,18,22,19,27,19,17,0,343
2024-03-18 13:40:00,74,61,29,36,31,43,22,19,14,25,13,23,0,390
2024-03-18 13:50:00,56,56,25,29,22,42,13,21,23,25,16,20,0,348
2024-03-18 14:00:00,47,67,23,32,24,41,19,22,18,25,11,19,0,348
2024-03-18 14:10:00,51,62,31,34,27,48,17,21,17,33,12,18,2,373
2024-03-18 14:20:00,76,78,33,36,29,41,21,26,11,30,9,17,3,410
2024-03-18 14:30:00,56,61,29,30,29,50,19,22,23,30,9,17,0,375
2024-03-18 14:40:00,58,79,27,24,27,45,18,21,18,63,13,16,0,409
2024-03-18 14:50:00,66,66,33,36,20,45,19,24,20,59,17,16,0,421
2024-03-18 15:00:00,67,91,36,35,24,46,16,22,26,23,12,11,1,410
2024-03-18 15:10:00,73,92,41,37,28,103,24,28,131,32,17,16,0,622
2024-03-18 15:20:00,78,94,32,39,33,55,23,26,23,29,15,20,0,467
2024-03-18 15:30:00,150,66,31,34,31,41,26,25,32,28,16,15,1,496
2024-03-18 15:40:00,77,81,38,31,42,43,36,30,20,25,15,13,2,453
2024-03-18 15:50:00,84,81,39,32,40,51,33,31,19,26,12,9,1,458
2024-03-18 16:00:00,73,73,30,45,25,52,20,30,17,29,12,19,1,426
2024-03-18 16:10:00,92,63,27,35,34,51,23,33,255,27,18,15,0,673
2024-03-18 16:20:00,96,88,33,40,35,49,26,31,19,21,12,13,0,463
2024-03-18 16:30:00,65,74,26,44,30,54,24,34,87,22,8,10,0,478
2024-03-18 16:40:00,88,70,30,29,22,64,24,39,25,28,17,13,2,451
2024-03-18 16:50:00,75,63,36,41,25,39,22,26,15,25,12,16,0,395
2024-03-18 17:00:00,100,68,37,38,27,41,19,21,26,37,13,13,3,443
2024-03-18 17:10:00,86,71,27,39,38,51,28,26,25,35,11,14,0,451
2024-03-18 17:20:00,86,73,33,35,23,34,20,25,22,27,13,12,0,403
2024-03-18 17:30:00,86,67,43,24,16,52,15,27,28,32,13,17,2,422
2024-03-18 17:40:00,87,66,42,29,33,58,30,39,33,35,16,12,2,482
2024-03-18 17:50:00,70,69,36,36,30,44,24,29,182,31,19,15,1,586
2024-03-18 18:00:00,79,69,38,36,31,40,21,30,29,32,15,16,0,436
2024-03-18 18:10:00,76,68,40,45,29,48,32,31,23,31,13,18,1,455
2024-03-18 18:20:00,71,56,34,31,20,45,21,29,17,23,13,18,0,378
2024-03-18 18:30:00,70,57,23,27,18,30,20,22,26,26,12,16,2,349
2024-03-18 18:40:00,53,43,20,29,27,42,18,30,62,18,8,20,0,370
2024-03-18 18:50:00,44,48,33,40,26,30,22,24,19,24,18,21,1,350
2024-03-18 19:00:00,61,49,46,61,15,35,21,28,13,13,17,16,2,377
2024-03-18 19:10:00,52,40,38,53,21,34,17,23,36,26,16,20,0,376
2024-03-18 19:20:00,59,50,35,55,25,27,22,13,20,20,21,19,0,366
2024-03-18 19:30:00,38,43,34,39,25,25,21,25,30,23,18,14,0,335
2024-03-18 19:40:00,36,33,37,47,20,41,23,25,72,19,17,12,0,382
2024-03-18 19:50:00,51,42,27,52,25,24,24,18,92,16,17,17,0,405
2024-03-18 20:00:00,49,41,28,39,10,28,10,22,22,24,11,14,0,298
2024-03-18 20:10:00,49,37,25,25,18,29,15,19,22,15,10,12,0,276
2024-03-18 20:20:00,35,37,23,34,16,16,16,13,13,16,7,17,0,243
2024-03-18 20:30:00,30,22,28,17,14,23,13,17,153,9,15,13,0,354
2024-03-18 20:40:00,35,27,36,28,9,17,12,14,15,48,13,12,0,266
2024-03-18 20:50:00,34,23,29,25,14,16,15,14,53,13,10,15,0,261
2024-03-18 21:00:00,38,30,22,17,17,19,18,12,7,9,7,9,0,205
2024-03-18 21:10:00,32,24,22,35,13,22,12,15,90,14,12,14,0,305
2024-03-18 21:20:00,59,32,18,24,17,29,13,18,8,11,9,13,0,251
2024-03-18 21:30:00,42,33,17,22,19,18,15,12,7,9,12,13,1,220
2024-03-18 21:40:00,21,24,13,15,17,23,15,16,13,8,14,13,0,192
2024-03-18 21:50:00,27,21,16,25,7,15,6,12,14,12,15,13,0,183
2024-03-18 22:00:00,29,18,16,24,14,22,12,16,10,14,7,18,0,200
2024-03-18 22:10:00,22,19,11,34,15,16,16,16,47,9,6,7,0,218
2024-03-18 22:20:00,27,22,23,25,10,25,10,18,9,7,6,9,0,191
2024-03-18 22:30:00,30,14,13,18,14,11,10,11,5,9,7,10,0,152
2024-03-18 22:40:00,17,10,20,20,15,14,15,12,4,9,4,10,0,150
2024-03-18 22:50:00,20,10,14,13,11,13,11,13,4,10,4,11,0,134
2024-03-18 23:00:00,13,14,18,21,7,9,7,8,2,19,2,8,0,128
2024-03-18 23:10:00,9,12,15,22,11,8,11,9,5,7,7,9,0,125
2024-03-18 23:20:00,15,6,16,11,3,12,4,11,3,5,5,7,0,98
2024-03-18 23:30:00,12,5,15,9,8,10,10,10,4,4,6,8,0,101
2024-03-18 23:40:00,7,4,13,4,7,6,7,6,1,3,1,3,0,62
2024-03-18 23:50:00,15,9,18,15,7,11,6,8,4,3,2,4,0,102
2024-03-19 00:00:00,11,2,16,2,6,5,10,3,3,5,2,7,0,72
2024-03-19 00:10:00,7,6,7,11,1,6,1,6,3,2,1,4,0,55
2024-03-19 00:20:00,5,4,7,7,4,5,2,5,1,3,2,4,0,49
2024-03-19 00:30:00,8,4,12,8,1,4,1,4,2,1,4,3,0,52
2024-03-19 00:40:00,8,3,12,3,2,4,2,5,2,1,2,2,0,46
2024-03-19 00:50:00,6,3,8,7,2,4,4,3,3,1,3,3,0,47
2024-03-19 01:00:00,4,4,3,9,2,1,2,1,3,3,5,6,0,43
2024-03-19 01:10:00,4,5,6,8,1,3,2,2,2,0,4,0,0,37
2024-03-19 01:20:00,4,2,4,4,3,5,3,6,2,0,2,1,0,36
2024-03-19 01:30:00,9,1,12,1,2,5,1,6,1,0,1,1,0,40
2024-03-19 01:40:00,8,5,8,6,3,6,3,3,2,0,2,2,0,48
2024-03-19 01:50:00,5,3,5,6,3,0,3,0,0,0,0,0,0,25
2024-03-19 02:00:00,2,2,4,5,1,4,1,5,1,0,1,1,0,27
2024-03-19 02:10:00,3,2,4,5,2,3,2,4,1,1,1,2,0,30
2024-03-19 02:20:00,6,1,7,3,2,2,3,2,0,1,0,1,0,28
2024-03-19 02:30:00,5,1,8,2,1,2,1,2,1,1,1,2,0,27
2024-03-19 02:40:00,4,4,8,4,3,5,2,4,0,2,0,3,0,39
2024-03-19 02:50:00,1,1,1,1,2,1,1,1,0,5,0,2,0,16
2024-03-19 03:00:00,7,3,11,4,2,3,1,4,0,0,0,0,0,35
2024-03-19 03:10:00,4,2,6,6,4,5,4,3,1,0,0,0,1,36
2024-03-19 03:20:00,2,3,3,4,0,3,0,3,0,0,0,0,0,18
2024-03-19 03:30:00,0,3,0,6,0,1,0,1,2,1,2,3,0,19
2024-03-19 03:40:00,3,1,4,2,2,2,1,2,2,0,2,2,0,23
2024-03-19 03:50:00,3,3,4,6,2,2,4,2,1,2,1,2,0,32
2024-03-19 04:00:00,7,5,7,6,1,4,0,6,1,0,1,0,0,38
2024-03-19 04:10:00,5,4,5,7,3,3,3,2,1,1,1,2,0,37
2024-03-19 04:20:00,5,2,4,3,1,0,1,0,0,0,0,0,0,16
2024-03-19 04:30:00,4,1,9,2,1,5,1,2,3,4,6,3,0,41
2024-03-19 04:40:00,5,1,11,1,2,7,3,8,1,4,1,5,0,49
2024-03-19 04:50:00,10,1,9,1,4,7,2,3,4,2,6,5,0,54
2024-03-19 05:00:00,7,4,10,6,5,9,5,10,6,10,6,13,0,91
2024-03-19 05:10:00,10,7,12,9,3,13,5,8,4,5,4,7,0,87
2024-03-19 05:20:00,11,10,15,15,7,4,10,3,4,5,5,6,0,95
2024-03-19 05:30:00,15,13,18,21,6,11,5,8,7,17,8,12,0,141
2024-03-19 05:40:00,21,15,22,18,8,25,8,20,7,12,8,12,0,176
2024-03-19 05:50:00,8,7,11,11,4,17,4,17,9,19,10,20,0,137
2024-03-19 06:00:00,16,12,26,15,10,23,7,23,9,19,6,17,0,183
2024-03-19 06:10:00,29,20,28,28,11,28,13,21,15,12,10,9,0,224
2024-03-19 06:20:00,23,16,22,21,14,32,14,20,4,13,4,11,0,194
2024-03-19 06:30:00,37,20,23,19,18,36,14,24,9,14,4,11,0,229
2024-03-19 06:40:00,41,30,19,20,19,42,16,28,15,22,11,16,0,279
2024-03-19 06:50:00,42,34,22,22,17,32,17,17,22,31,18,18,0,292
2024-03-19 07:00:00,50,52,31,19,17,44,17,33,20,34,13,22,0,352
2024-03-19 07:10:00,55,67,29,25,24,55,18,28,15,27,12,21,0,376
2024-03-19 07:20:00,57,58,23,20,20,43,19,25,102,35,10,24,0,436
2024-03-19 07:30:00,71,53,17,22,32,53,19,30,27,34,15,23,1,397
2024-03-19 07:40:00,63,58,20,22,27,66,19,33,31,45,21,27,2,434
2024-03-19 07:50:00,73,66,26,26,35,52,27,20,48,33,14,20,0,440
2024-03-19 08:00:00,75,60,24,32,15,49,13,31,21,31,16,18,0,385
2024-03-19 08:10:00,63,57,33,29,20,53,23,36,18,24,11,13,0,380
2024-03-19 08:20:00,71,61,26,19,24,46,19,30,27,41,24,24,0,412
2024-03-19 08:30:00,59,63,24,22,22,48,18,31,22,31,20,28,1,389
2024-03-19 08:40:00,73,70,21,26,30,42,26,30,26,27,11,21,1,404
2024-03-19 08:50:00,62,56,27,29,26,41,18,34,17,29,15,21,0,375
2024-03-19 09:00:00,49,54,28,25,21,42,15,31,13,31,11,18,0,338
2024-03-19 09:10:00,62,57,24,25,18,35,17,23,20,54,13,13,0,361
2024-03-19 09:20:00,58,51,22,20,20,41,23,28,18,35,11,24,0,351
2024-03-19 09:30:00,64,54,29,27,21,41,19,22,41,23,11,17,0,369
2024-03-19 09:40:00,64,85,30,31,17,32,16,19,22,24,19,15,0,374
2024-03-19 09:50:00,61,60,26,23,23,38,18,20,292,17,8,12,0,598
2024-03-19 10:00:00,48,48,24,35,27,44,21,17,17,23,14,17,0,335
2024-03-19 10:10:00,52,83,29,26,31,48,22,23,18,16,9,9,0,366
2024-03-19 10:20:00,47,54,23,30,19,33,14,19,47,23,13,15,0,337
2024-03-19 10:30:00,61,56,32,35,19,30,15,21,13,14,10,17,0,323
2024-03-19 10:40:00,56,49,29,25,21,29,20,18,12,21,11,14,0,305
2024-03-19 10:50:00,60,64,26,31,25,38,18,25,27,24,10,11,0,359
2024-03-19 11:00:00,58,66,25,28,21,42,17,21,22,24,6,12,2,344
2024-03-19 11:10:00,51,51,25,20,28,40,16,20,26,31,14,10,1,333
2024-03-19 11:20:00,64,70,27,30,21,30,19,16,17,24,13,15,1,347
2024-03-19 11:30:00,61,55,26,27,30,42,17,23,18,23,11,13,1,347
2024-03-19 11:40:00,63,60,29,35,20,40,14,22,11,17,10,15,0,336
2024-03-19 11:50:00,58,57,34,39,27,52,20,22,25,23,14,15,0,386
2024-03-19 12:00:00,55,57,28,26,20,38,17,25,23,28,12,20,1,350
2024-03-19 12:10:00,56,62,25,33,40,49,22,26,13,18,10,11,0,365
2024-03-19 12:20:00,66,70,41,36,26,45,20,23,14,22,3,19,3,388
2024-03-19 12:30:00,61,55,34,29,26,59,12,25,18,33,8,16,0,376
2024-03-19 12:40:00,43,47,24,28,26,38,23,26,17,28,12,12,1,325
2024-03-19 12:50:00,66,62,31,30,26,47,20,22,27,27,9,16,0,383
2024-03-19 13:00:00,56,63,33,35,27,40,25,25,352,25,9,19,0,709
2024-03-19 13:10:00,80,53,28,31,23,54,20,27,24,24,15,10,1,390
2024-03-19 13:20:00,69,57,32,32,22,51,16,27,14,100,13,15,0,448
2024-03-19 13:30:00,69,75,26,35,25,36,20,20,21,20,14,16,0,377
2024-03-19 13:40:00,71,72,28,34,21,37,14,19,83,23,9,10,2,423
2024-03-19 13:50:00,50,56,24,30,26,36,17,18,28,31,12,13,0,341
2024-03-19 14:00:00,59,66,23,33,30,43,19,26,22,22,17,10,0,370
2024-03-19 14:10:00,61,70,41,34,32,43,23,13,26,24,10,17,1,395
2024-03-19 14:20:00,76,70,38,36,27,39,18,18,14,25,9,18,2,390
2024-03-19 14:30:00,74,63,32,32,26,44,16,20,28,28,14,13,0,390
2024-03-19 14:40:00,66,69,31,38,30,49,22,24,26,32,14,8,0,409
2024-03-19 14:50:00,78,80,31,41,23,44,16,19,21,27,11,16,1,408
2024-03-19 15:00:00,81,87,26,41,30,54,21,32,41,34,13,10,0,470
2024-03-19 15:10:00,87,87,29,27,22,55,20,32,25,31,16,15,0,446
2024-03-19 15:20:00,106,104,35,43,28,52,22,31,18,84,10,18,0,551
2024-03-19 15:30:00,91,79,39,38,34,47,24,22,31,43,15,15,0,478
2024-03-19 15:40:00,88,86,31,46,26,45,23,28,27,42,17,17,3,479
2024-03-19 15:50:00,108,95,39,49,24,43,23,28,21,31,11,20,0,492
2024-03-19 16:00:00,95,86,25,36,27,50,24,33,29,35,19,28,0,487
2024-03-19 16:10:00,88,80,32,36,24,53,23,28,45,24,11,13,0,457
2024-03-19 16:20:00,92,85,37,33,33,57,27,31,25,28,12,14,0,474
2024-03-19 16:30:00,88,83,31,43,19,35,20,22,28,35,16,11,0,431
2024-03-19 16:40:00,76,59,33,27,30,58,21,34,28,161,8,12,1,548
2024-03-19 16:50:00,87,73,40,38,24,51,17,26,23,24,0,15,0,418
2024-03-19 17:00:00,73,66,26,36,33,47,21,28,32,29,12,15,0,418
2024-03-19 17:10:00,97,83,31,41,37,57,21,29,19,28,12,10,1,466
2024-03-19 17:20:00,80,63,37,40,38,47,31,24,33,29,14,8,0,444
2024-03-19 17:30:00,87,72,41,38,25,118,22,24,28,38,12,13,0,518
2024-03-19 17:40:00,79,68,42,34,41,52,27,37,33,33,15,9,0,470
2024-03-19 17:50:00,68,73,33,43,32,49,26,36,21,22,11,14,0,428
2024-03-19 18:00:00,72,77,32,33,44,51,27,25,24,25,12,16,2,440
2024-03-19 18:10:00,84,70,36,40,35,53,23,37,34,37,14,17,0,480
2024-03-19 18:20:00,63,65,33,37,20,45,19,34,19,25,13,16,0,389
2024-03-19 18:30:00,71,53,34,32,30,42,19,27,24,35,15,20,0,402
2024-03-19 18:40:00,58,55,31,25,30,32,20,22,23,26,12,11,1,346
2024-03-19 18:50:00,75,68,34,35,20,42,19,27,10,14,23,23,0,390
2024-03-19 19:00:00,47,49,28,38,29,33,23,22,134,19,14,14,0,450
2024-03-19 19:10:00,61,47,51,54,30,27,21,18,19,25,18,19,0,390
2024-03-19 19:20:00,46,35,27,40,22,44,31,31,149,14,14,15,1,469
2024-03-19 19:30:00,47,24,31,39,21,21,20,19,23,16,15,12,2,290
2024-03-19 19:40:00,44,46,40,45,19,38,20,21,26,27,20,23,3,372
2024-03-19 19:50:00,50,52,35,49,19,36,16,26,184,24,13,16,0,520
2024-03-19 20:00:00,49,36,33,41,11,30,11,22,71,25,19,19,0,367
2024-03-19 20:10:00,51,32,34,37,19,32,14,21,308,20,13,5,0,586
2024-03-19 20:20:00,45,45,38,41,15,35,14,22,55,14,8,20,0,352
2024-03-19 20:30:00,34,29,31,35,16,17,17,15,12,66,15,13,0,300
2024-03-19 20:40:00,29,20,25,27,14,22,19,24,160,17,11,19,2,389
2024-03-19 20:50:00,36,26,33,35,19,29,13,21,15,20,15,16,0,278
2024-03-19 21:00:00,44,28,33,29,10,23,13,18,16,17,7,16,1,255
2024-03-19 21:10:00,45,26,20,34,18,39,12,18,16,10,11,15,0,264
2024-03-19 21:20:00,31,26,29,34,12,22,15,17,22,9,16,11,0,244
2024-03-19 21:30:00,59,37,36,41,18,20,10,17,37,11,8,13,0,307
2024-03-19 21:40:00,34,28,26,29,22,22,22,19,8,8,8,10,2,238
2024-03-19 21:50:00,28,17,31,17,13,15,10,14,6,10,7,13,0,181
2024-03-19 22:00:00,30,18,29,18,10,14,9,14,12,7,7,12,0,180
2024-03-19 22:10:00,27,29,27,34,10,10,9,8,14,7,8,12,0,195
2024-03-19 22:20:00,19,17,22,26,15,14,11,14,45,18,16,21,0,238
2024-03-19 22:30:00,26,27,29,31,8,15,6,14,9,10,14,13,0,202
2024-03-19 22:40:00,20,22,20,24,13,21,15,16,4,11,6,14,0,186
2024-03-19 22:50:00,13,13,14,26,11,13,10,14,5,7,6,6,0,138
2024-03-19 23:00:00,18,10,20,20,9,12,10,11,4,9,7,10,0,140
2024-03-19 23:10:00,13,8,14,16,3,12,7,14,7,7,3,8,0,112
2024-03-19 23:20:00,8,12,13,17,9,11,8,11,4,8,6,10,0,117
2024-03-19 23:30:00,13,7,17,13,2,9,1,9,2,2,2,5,0,82
2024-03-19 23:40:00,11,7,15,14,4,4,6,4,4,1,5,3,0,78
2024-03-19 23:50:00,12,4,17,6,5,4,5,3,6,8,5,6,0,81
2024-03-20 00:00:00,6,7,9,16,7,9,7,7,2,1,2,2,0,75
2024-03-20 00:10:00,10,6,9,12,5,8,7,7,1,3,1,6,0,75
2024-03-20 00:20:00,6,5,8,11,6,4,8,4,2,2,2,3,0,61
2024-03-20 00:30:00,9,4,9,8,2,6,2,7,1,2,2,3,0,55
2024-03-20 00:40:00,4,5,5,9,1,5,1,5,3,22,3,10,0,73
2024-03-20 00:50:00,2,3,4,6,4,8,3,5,0,1,2,1,0,39
2024-03-20 01:00:00,7,4,5,8,6,8,4,7,2,0,0,0,0,51
2024-03-20 01:10:00,5,3,7,6,2,6,4,6,0,1,0,1,0,41
2024-03-20 01:20:00,6,6,9,13,2,2,3,2,4,0,5,0,0,52
2024-03-20 01:30:00,3,2,4,4,4,3,3,3,1,1,1,2,0,31
2024-03-20 01:40:00,2,2,4,2,3,2,4,2,1,0,1,1,0,24
2024-03-20 01:50:00,1,0,2,0,1,3,1,3,0,1,1,1,0,14
2024-03-20 02:00:00,1,2,2,4,4,3,4,4,0,0,0,0,0,24
2024-03-20 02:10:00,3,1,4,1,1,4,1,4,3,1,8,3,0,34
2024-03-20 02:20:00,4,3,6,5,2,3,3,2,1,2,0,2,0,33
2024-03-20 02:30:00,3,2,4,4,1,2,0,3,1,1,1,2,0,24
2024-03-20 02:40:00,5,1,7,2,2,0,3,0,0,0,0,0,0,20
2024-03-20 02:50:00,1,1,1,2,2,0,45,0,0,1,0,1,0,54
2024-03-20 03:00:00,3,2,5,4,2,1,166,0,0,1,0,1,0,185
2024-03-20 03:10:00,2,3,5,7,2,2,3,2,1,0,1,1,0,29
2024-03-20 03:20:00,5,1,8,3,1,3,0,1,0,2,0,2,0,26
2024-03-20 03:30:00,6,4,5,6,0,0,0,0,0,0,0,0,0,21
2024-03-20 03:40:00,3,3,5,6,1,3,5,3,0,0,0,0,0,29
2024-03-20 03:50:00,4,6,4,9,2,4,3,4,0,1,0,1,0,38
2024-03-20 04:00:00,3,2,5,4,0,2,0,2,0,0,0,0,0,18
2024-03-20 04:10:00,3,0,3,0,1,2,1,4,0,2,0,2,0,18
2024-03-20 04:20:00,5,3,9,2,1,3,1,2,0,2,0,2,0,30
2024-03-20 04:30:00,2,1,4,1,1,4,2,4,0,2,0,2,0,23
2024-03-20 04:40:00,5,0,9,0,2,3,2,4,4,2,4,5,0,40
2024-03-20 04:50:00,4,4,4,6,3,10,1,10,3,2,5,5,0,57
2024-03-20 05:00:00,9,3,13,5,6,7,10,8,3,13,4,13,0,94
2024-03-20 05:10:00,14,8,18,14,1,8,1,8,5,10,5,9,0,101
2024-03-20 05:20:00,10,6,14,9,9,15,5,17,6,4,7,7,0,109
2024-03-20 05:30:00,12,20,15,30,6,13,5,12,10,18,9,21,0,171
2024-03-20 05:40:00,15,11,26,17,10,13,9,8,20,16,9,13,0,167
2024-03-20 05:50:00,12,7,18,8,10,17,8,17,10,23,9,19,0,158
2024-03-20 06:00:00,17,17,17,25,6,16,5,13,8,14,9,16,0,163
2024-03-20 06:10:00,26,27,14,26,15,23,16,20,6,18,7,11,0,209
2024-03-20 06:20:00,31,34,18,25,14,36,14,17,10,17,8,16,0,240
2024-03-20 06:30:00,31,27,18,15,13,35,13,26,19,28,9,15,0,249
2024-03-20 06:40:00,37,31,12,25,12,40,10,24,13,28,9,17,0,258
2024-03-20 06:50:00,38,43,21,22,18,51,16,32,19,28,13,26,0,327
2024-03-20 07:00:00,52,44,19,23,20,42,15,27,18,35,12,12,0,319
2024-03-20 07:10:00,45,50,16,21,19,54,14,26,19,39,15,20,0,338
2024-03-20 07:20:00,66,70,25,33,23,53,20,30,21,23,17,17,0,398
2024-03-20 07:30:00,63,56,27,27,27,57,17,39,156,34,18,17,1,539
2024-03-20 07:40:00,70,68,16,24,30,78,21,36,40,42,16,21,0,462
2024-03-20 07:50:00,78,60,17,25,34,70,27,44,25,33,18,23,1,455
2024-03-20 08:00:00,64,73,23,25,23,53,17,26,26,49,14,18,1,412
2024-03-20 08:10:00,59,50,28,16,29,61,20,33,31,41,12,24,2,406
2024-03-20 08:20:00,59,71,21,30,27,52,20,28,139,40,18,17,0,522
2024-03-20 08:30:00,71,60,26,24,20,50,19,29,23,38,16,20,0,396
2024-03-20 08:40:00,54,61,28,23,26,39,25,28,29,35,13,12,3,376
2024-03-20 08:50:00,74,62,15,24,21,43,20,29,17,25,11,17,1,359
2024-03-20 09:00:00,58,59,21,27,29,36,22,21,24,34,13,13,2,359
2024-03-20 09:10:00,59,65,21,19,22,46,21,27,18,15,9,15,2,339
2024-03-20 09:20:00,66,69,25,23,22,32,19,22,20,21,10,12,1,342
2024-03-20 09:30:00,48,60,28,27,19,32,22,21,21,29,16,14,0,337
2024-03-20 09:40:00,50,69,31,37,16,32,12,16,19,27,12,19,2,342
2024-03-20 09:50:00,51,70,31,36,22,39,16,24,17,24,22,13,1,366
2024-03-20 10:00:00,53,65,20,30,20,32,18,23,10,16,9,10,0,306
2024-03-20 10:10:00,52,71,23,39,28,32,20,19,14,17,15,20,0,350
2024-03-20 10:20:00,40,35,28,25,21,44,20,27,12,15,12,16,1,296
2024-03-20 10:30:00,52,49,30,27,31,36,19,19,33,26,11,22,0,355
2024-03-20 10:40:00,46,52,21,28,26,43,16,23,16,97,14,22,5,409
2024-03-20 10:50:00,56,54,28,32,25,31,17,15,85,26,16,18,1,404
2024-03-20 11:00:00,47,53,27,29,21,45,14,26,19,21,14,18,3,337
2024-03-20 11:10:00,52,55,19,27,23,37,21,20,18,22,11,15,0,320
2024-03-20 11:20:00,62,53,31,35,28,38,20,21,23,21,10,19,1,362
2024-03-20 11:30:00,39,55,26,24,33,50,26,17,49,30,1,22,0,372
2024-03-20 11:40:00,57,59,33,35,19,46,12,23,14,24,9,13,1,345
2024-03-20 11:50:00,57,59,30,34,21,47,18,23,65,24,15,19,0,412
2024-03-20 12:00:00,62,51,27,26,24,43,19,32,25,30,13,26,0,378
2024-03-20 12:10:00,62,64,28,32,23,38,17,23,19,20,9,16,0,351
2024-03-20 12:20:00,69,85,30,40,28,53,23,24,15,23,16,17,1,424
2024-03-20 12:30:00,63,68,33,35,37,48,29,23,17,21,11,15,1,401
2024-03-20 12:40:00,56,50,31,30,27,40,20,18,16,21,16,21,0,346
2024-03-20 12:50:00,79,53,42,40,20,43,14,22,20,29,14,20,1,397
2024-03-20 13:00:00,76,65,29,36,27,42,24,31,16,19,13,10,1,389
2024-03-20 13:10:00,66,52,33,35,22,41,21,20,22,20,13,18,3,366
2024-03-20 13:20:00,68,69,31,44,30,54,26,26,63,26,16,27,2,482
2024-03-20 13:30:00,71,59,32,34,27,35,23,14,24,32,15,21,1,388
2024-03-20 13:40:00,56,58,31,37,20,36,15,22,19,21,8,22,0,345
2024-03-20 13:50:00,59,48,22,28,28,46,16,23,20,42,15,23,1,371
2024-03-20 14:00:00,64,65,39,37,28,48,22,24,16,28,16,8,3,398
2024-03-20 14:10:00,59,53,28,31,27,53,22,24,18,26,14,20,4,379
2024-03-20 14:20:00,73,61,36,32,26,39,20,20,23,24,15,21,0,390
2024-03-20 14:30:00,80,64,37,28,29,53,22,23,26,138,18,23,0,541
2024-03-20 14:40:00,59,70,36,36,31,31,21,22,25,32,12,12,1,388
2024-03-20 14:50:00,87,80,37,31,30,35,23,17,20,30,15,20,1,426
2024-03-20 15:00:00,69,68,25,48,29,49,17,25,16,24,12,13,0,395
2024-03-20 15:10:00,84,74,41,37,32,53,27,29,22,33,22,13,1,468
2024-03-20 15:20:00,100,75,39,47,24,54,22,30,11,16,11,19,1,449
2024-03-20 15:30:00,87,66,42,44,31,55,25,29,55,34,12,12,3,495
2024-03-20 15:40:00,85,67,36,42,31,43,21,28,26,29,14,18,1,441
2024-03-20 15:50:00,95,81,36,40,31,53,25,33,26,29,16,18,1,484
2024-03-20 16:00:00,88,75,32,37,33,49,26,26,25,26,19,16,3,455
2024-03-20 16:10:00,90,78,32,44,23,47,19,24,22,30,7,16,1,433
2024-03-20 16:20:00,93,79,38,44,30,53,21,36,28,135,14,13,0,584
2024-03-20 16:30:00,94,86,30,43,33,46,26,28,22,29,9,14,0,460
2024-03-20 16:40:00,86,85,33,41,30,29,22,23,39,39,10,16,2,455
2024-03-20 16:50:00,96,82,32,32,31,47,23,28,23,26,15,18,0,453
2024-03-20 17:00:00,85,80,31,44,29,52,16,30,37,38,13,18,0,473
2024-03-20 17:10:00,90,74,41,36,36,56,27,34,74,37,12,15,0,532
2024-03-20 17:20:00,102,78,37,40,26,39,19,26,40,34,16,17,0,474
2024-03-20 17:30:00,74,81,36,37,34,33,24,22,30,33,16,15,0,435
2024-03-20 17:40:00,86,78,34,30,29,40,24,27,28,28,14,17,0,435
2024-03-20 17:50:00,80,67,28,33,25,42,19,22,61,30,17,22,0,446
2024-03-20 18:00:00,81,77,41,40,25,37,22,25,42,37,14,22,5,468
2024-03-20 18:10:00,84,70,40,63,26,34,26,26,30,24,14,15,0,452
2024-03-20 18:20:00,91,63,31,35,34,46,28,25,24,28,19,14,0,438
