datetime,D21Z,D22Z,V23Z,V24Z,D81Z,D82Z,V83Z,V84Z,D111Z,D112Z,V113Z,V114Z,D115Z,Total
2024-03-08 23:50:00,23,15,15,20,10,19,9,16,8,11,7,14,0,167
2024-03-09 00:00:00,21,14,21,12,11,13,11,15,5,9,5,12,1,150
2024-03-09 00:10:00,26,10,27,18,14,17,9,12,2,8,2,9,0,154
2024-03-09 00:20:00,14,13,19,24,9,15,7,13,4,7,5,7,0,137
2024-03-09 00:30:00,27,18,33,22,6,9,7,9,4,7,4,10,0,156
2024-03-09 00:40:00,18,9,21,10,6,12,8,11,5,8,7,16,0,131
2024-03-09 00:50:00,18,6,22,14,12,12,11,7,4,2,8,3,0,119
2024-03-09 01:00:00,12,11,13,18,10,13,9,15,5,9,6,12,0,133
2024-03-09 01:10:00,15,4,16,9,6,10,7,9,5,3,7,6,0,97
2024-03-09 01:20:00,15,5,21,10,6,5,5,5,7,4,9,9,0,101
2024-03-09 01:30:00,8,4,10,8,3,7,4,7,0,6,0,7,0,64
2024-03-09 01:40:00,12,8,18,11,3,6,4,6,0,4,3,5,0,80
2024-03-09 01:50:00,11,9,14,7,2,3,3,3,5,5,6,8,0,76
2024-03-09 02:00:00,7,12,7,18,5,8,3,7,2,3,2,6,0,80
2024-03-09 02:10:00,6,3,14,5,5,6,6,6,2,2,2,3,0,60
2024-03-09 02:20:00,9,6,12,8,4,8,5,8,1,3,1,4,0,69
2024-03-09 02:30:00,5,7,8,13,6,10,4,9,1,5,2,6,0,76
2024-03-09 02:40:00,9,3,14,8,7,9,9,7,5,2,3,4,0,80
2024-03-09 02:50:00,6,2,11,3,5,6,6,5,0,1,0,1,0,46
2024-03-09 03:00:00,7,4,11,7,5,5,5,5,0,1,0,1,0,51
2024-03-09 03:10:00,3,4,6,8,6,6,7,3,0,2,0,2,0,47
2024-03-09 03:20:00,7,4,9,6,2,3,2,2,0,2,0,2,0,39
2024-03-09 03:30:00,9,5,15,7,3,4,4,3,2,3,3,7,0,65
2024-03-09 03:40:00,2,4,4,8,1,2,1,1,0,0,0,0,0,23
2024-03-09 03:50:00,7,5,8,7,3,3,4,4,0,4,0,3,0,48
2024-03-09 04:00:00,7,4,12,6,0,3,0,4,1,1,2,3,0,43
2024-03-09 04:10:00,4,1,6,2,3,4,5,4,1,0,1,1,0,32
2024-03-09 04:20:00,4,1,5,2,3,3,3,4,0,2,0,2,0,29
2024-03-09 04:30:00,9,4,14,2,4,6,4,6,2,1,3,2,0,57
2024-03-09 04:40:00,5,1,5,3,2,4,3,3,2,4,4,6,0,42
2024-03-09 04:50:00,2,1,4,2,3,3,3,2,3,5,7,7,0,42
2024-03-09 05:00:00,1,3,2,5,1,2,0,2,2,3,3,8,0,32
2024-03-09 05:10:00,7,4,6,8,3,6,4,7,2,3,3,5,0,58
2024-03-09 05:20:00,9,3,13,5,1,7,1,7,0,3,0,3,0,52
2024-03-09 05:30:00,6,9,11,15,3,9,2,8,1,2,1,2,0,69
2024-03-09 05:40:00,10,12,11,24,1,10,1,10,3,2,4,3,0,91
2024-03-09 05:50:00,6,5,6,10,4,8,5,9,4,3,4,4,0,68
2024-03-09 06:00:00,8,4,12,6,4,6,5,6,0,2,0,2,0,55
2024-03-09 06:10:00,10,4,15,9,6,4,6,3,5,6,3,8,0,79
2024-03-09 06:20:00,15,12,20,18,6,6,6,5,3,4,3,5,0,103
2024-03-09 06:30:00,9,4,7,7,2,7,3,8,10,3,9,10,0,79
2024-03-09 06:40:00,9,9,9,9,11,11,10,12,6,6,7,10,0,109
2024-03-09 06:50:00,13,7,11,6,6,7,5,5,2,4,2,4,0,72
2024-03-09 07:00:00,10,5,9,4,2,7,2,7,4,4,4,6,0,64
2024-03-09 07:10:00,9,7,10,6,8,13,7,11,3,2,3,5,0,84
2024-03-09 07:20:00,13,9,11,8,12,13,9,11,5,8,6,12,0,117
2024-03-09 07:30:00,13,15,11,12,3,9,3,8,4,10,5,9,0,102
2024-03-09 07:40:00,23,14,14,10,21,22,13,13,5,7,5,12,0,159
2024-03-09 07:50:00,20,21,14,13,7,15,7,12,7,8,7,11,0,142
2024-03-09 08:00:00,16,11,12,10,11,14,8,12,4,7,3,11,0,119
2024-03-09 08:10:00,20,10,16,8,5,16,4,17,8,7,9,15,0,135
2024-03-09 08:20:00,21,18,17,13,15,22,14,18,8,12,11,12,0,181
2024-03-09 08:30:00,28,15,18,10,6,21,8,15,3,8,3,12,0,147
2024-03-09 08:40:00,33,18,20,10,11,16,10,12,9,7,11,13,0,170
2024-03-09 08:50:00,40,24,20,20,16,26,11,23,12,14,10,12,6,234
2024-03-09 09:00:00,31,29,20,23,15,26,12,17,6,16,6,16,0,217
2024-03-09 09:10:00,42,38,21,26,16,30,14,21,8,11,5,11,0,243
2024-03-09 09:20:00,36,33,20,24,12,27,9,17,15,15,14,23,0,245
2024-03-09 09:30:00,45,34,24,21,34,31,11,16,12,19,11,11,2,271
2024-03-09 09:40:00,43,34,22,21,21,28,17,19,20,20,13,16,1,275
2024-03-09 09:50:00,44,49,26,26,16,35,11,18,18,22,13,16,0,294
2024-03-09 10:00:00,45,49,25,26,22,34,21,17,13,27,8,16,0,303
2024-03-09 10:10:00,51,56,21,28,24,42,17,22,13,18,10,16,1,319
2024-03-09 10:20:00,52,45,23,28,16,44,12,16,28,23,16,16,0,319
2024-03-09 10:30:00,52,54,27,29,20,26,16,18,9,17,5,23,0,296
2024-03-09 10:40:00,56,54,29,29,25,47,15,20,10,22,0,16,1,324
2024-03-09 10:50:00,58,60,27,30,22,33,16,22,18,18,7,14,0,325
2024-03-09 11:00:00,56,52,25,30,26,40,17,21,13,20,12,18,0,330
2024-03-09 11:10:00,62,61,27,30,20,51,15,18,15,25,11,15,1,351
2024-03-09 11:20:00,62,54,27,24,21,43,13,26,18,28,14,13,0,343
2024-03-09 11:30:00,65,47,27,31,25,34,23,23,22,28,16,20,0,361
2024-03-09 11:40:00,72,68,28,34,24,53,17,30,141,15,11,10,0,503
2024-03-09 11:50:00,62,52,32,23,33,40,19,19,28,33,18,14,1,374
2024-03-09 12:00:00,70,63,30,34,34,36,23,17,12,22,11,16,0,368
2024-03-09 12:10:00,66,75,30,36,21,51,14,22,23,29,13,8,0,388
2024-03-09 12:20:00,68,59,30,31,19,43,13,16,16,44,14,24,0,377
2024-03-09 12:30:00,73,83,32,37,26,50,19,38,14,19,13,18,0,422
2024-03-09 12:40:00,63,59,32,29,28,49,24,21,23,31,13,15,1,388
2024-03-09 12:50:00,90,65,32,40,28,35,17,21,19,19,14,21,1,402
2024-03-09 13:00:00,68,62,30,25,44,55,35,20,20,22,14,24,3,422
2024-03-09 13:10:00,79,69,30,35,26,41,19,22,15,19,12,20,1,388
2024-03-09 13:20:00,72,62,38,35,33,46,27,21,12,26,10,14,1,397
2024-03-09 13:30:00,70,76,34,36,36,47,22,22,20,25,18,23,0,429
2024-03-09 13:40:00,77,77,32,43,25,41,19,25,18,18,10,17,0,402
2024-03-09 13:50:00,59,66,36,31,23,48,16,20,33,37,22,16,0,407
2024-03-09 14:00:00,75,75,40,35,37,43,23,22,22,44,17,20,1,454
2024-03-09 14:10:00,62,74,37,44,29,49,21,27,20,31,12,8,0,414
2024-03-09 14:20:00,62,93,28,40,34,47,23,16,27,40,14,9,1,434
2024-03-09 14:30:00,76,68,34,34,26,43,18,20,18,26,13,14,0,390
2024-03-09 14:40:00,65,71,20,37,26,40,13,22,20,25,17,20,0,376
2024-03-09 14:50:00,70,69,34,33,24,45,18,19,37,31,11,17,0,408
2024-03-09 15:00:00,68,74,21,32,19,41,12,21,16,59,13,12,1,389
2024-03-09 15:10:00,80,63,30,31,34,37,20,18,15,15,9,20,0,372
2024-03-09 15:20:00,66,61,28,31,62,44,22,29,22,22,16,16,0,419
2024-03-09 15:30:00,69,83,23,38,26,36,17,18,261,23,18,18,2,632
2024-03-09 15:40:00,62,65,32,29,30,38,17,18,14,18,12,15,0,350
2024-03-09 15:50:00,60,51,27,32,31,43,20,25,15,29,10,17,0,360
2024-03-09 16:00:00,59,52,30,27,23,44,17,22,14,24,37,18,0,367
2024-03-09 16:10:00,65,50,26,30,29,43,18,20,54,19,10,11,0,375
2024-03-09 16:20:00,67,51,37,36,23,42,14,20,16,26,14,18,0,364
2024-03-09 16:30:00,57,64,37,37,28,45,24,26,26,18,10,20,0,392
2024-03-09 16:40:00,67,59,29,27,23,41,16,19,14,25,14,18,0,352
2024-03-09 16:50:00,67,66,30,31,37,47,22,22,13,19,12,17,1,384
2024-03-09 17:00:00,57,61,28,28,24,37,17,25,19,22,15,20,0,353
2024-03-09 17:10:00,58,78,20,34,21,40,18,26,17,24,16,20,0,372
2024-03-09 17:20:00,64,57,30,28,34,44,23,24,16,21,13,18,2,374
2024-03-09 17:30:00,64,62,30,35,25,47,18,24,16,22,12,16,0,371
2024-03-09 17:40:00,59,72,31,30,38,42,27,24,20,30,16,17,0,406
2024-03-09 17:50:00,67,63,29,50,28,41,24,30,17,18,12,19,0,398
2024-03-09 18:00:00,63,53,29,26,20,39,15,16,20,20,12,23,0,336
2024-03-09 18:10:00,62,55,29,28,27,36,18,20,17,18,19,25,0,354
2024-03-09 18:20:00,70,56,43,20,28,37,14,20,13,16,14,27,0,358
2024-03-09 18:30:00,62,79,24,37,29,37,25,26,23,22,26,25,0,415
2024-03-09 18:40:00,69,61,33,51,26,31,24,12,17,20,19,28,0,391
2024-03-09 18:50:00,71,50,35,35,24,41,23,30,122,20,27,24,0,502
2024-03-09 19:00:00,58,45,23,36,28,37,21,19,21,23,25,21,1,358
2024-03-09 19:10:00,52,47,31,34,32,38,23,23,45,18,22,29,1,395
2024-03-09 19:20:00,53,45,46,43,24,37,23,29,27,21,16,19,2,385
2024-03-09 19:30:00,51,55,30,42,17,21,16,16,226,13,15,12,1,515
2024-03-09 19:40:00,52,54,31,34,33,41,18,25,59,93,22,14,0,476
2024-03-09 19:50:00,55,51,22,46,23,31,20,14,116,134,19,17,0,548
2024-03-09 20:00:00,46,46,21,26,20,25,17,23,27,19,18,25,0,313
2024-03-09 20:10:00,58,52,23,29,23,25,18,21,17,17,13,15,0,311
2024-03-09 20:20:00,47,31,32,31,20,37,19,26,15,13,9,18,0,298
2024-03-09 20:30:00,33,27,32,28,15,26,21,19,17,10,15,13,0,256
2024-03-09 20:40:00,38,39,26,31,20,22,18,18,17,18,12,21,0,280
2024-03-09 20:50:00,35,30,31,22,18,23,17,19,67,16,13,17,0,308
2024-03-09 21:00:00,40,31,25,38,22,20,23,21,24,20,14,18,0,296
2024-03-09 21:10:00,36,32,28,32,17,27,11,14,16,13,7,18,0,251
2024-03-09 21:20:00,41,37,29,43,16,19,15,15,10,17,9,20,0,271
2024-03-09 21:30:00,34,29,22,28,15,22,15,12,8,12,12,15,1,225
2024-03-09 21:40:00,40,27,29,28,20,28,19,20,24,11,18,13,0,277
2024-03-09 21:50:00,26,20,30,19,19,17,20,17,17,13,22,16,1,237
2024-03-09 22:00:00,33,23,21,27,18,23,17,16,7,11,10,14,0,220
2024-03-09 22:10:00,33,26,19,30,19,20,18,16,10,14,13,17,0,235
2024-03-09 22:20:00,37,20,22,18,17,24,15,19,74,15,12,13,1,287
2024-03-09 22:30:00,38,24,25,27,13,37,15,25,11,13,13,18,0,259
2024-03-09 22:40:00,40,23,37,20,19,21,14,17,8,12,7,13,0,231
2024-03-09 22:50:00,30,16,28,22,18,26,17,17,7,19,6,20,0,226
2024-03-09 23:00:00,26,24,13,25,20,19,22,18,16,19,18,17,0,237
2024-03-09 23:10:00,24,20,28,24,9,22,8,12,4,8,8,11,1,179
2024-03-09 23:20:00,17,18,19,26,19,28,15,21,7,11,8,15,1,205
2024-03-09 23:30:00,22,11,19,15,12,26,10,20,4,11,5,13,0,168
2024-03-09 23:40:00,22,22,27,34,15,19,10,17,8,11,9,13,0,207
2024-03-09 23:50:00,17,10,18,18,16,22,14,14,6,13,6,12,0,166
2024-03-10 00:00:00,23,18,25,21,12,11,14,11,7,9,9,16,1,177
2024-03-10 00:10:00,17,9,17,9,16,21,9,20,6,4,10,9,0,147
2024-03-10 00:20:00,14,6,17,7,9,15,9,13,7,14,4,12,0,127
2024-03-10 00:30:00,12,14,13,15,12,10,10,11,2,8,4,9,1,121
2024-03-10 00:40:00,7,15,10,18,8,15,6,11,3,7,5,10,0,115
2024-03-10 00:50:00,21,15,15,29,10,10,8,8,8,6,8,9,0,147
2024-03-10 01:00:00,18,9,19,19,6,6,6,4,9,5,12,10,0,123
2024-03-10 01:10:00,8,8,14,11,8,10,8,9,0,5,0,8,0,89
2024-03-10 01:20:00,13,7,19,11,8,11,7,8,6,8,8,9,0,115
2024-03-10 01:30:00,9,6,14,10,7,16,8,15,1,2,2,3,0,93
2024-03-10 01:40:00,6,5,7,6,5,4,5,3,4,1,3,1,0,50
2024-03-10 01:50:00,11,9,12,14,2,8,2,8,4,1,5,2,1,79
2024-03-10 02:00:00,7,2,11,3,3,10,4,9,1,2,1,2,0,55
2024-03-10 02:10:00,8,5,12,14,10,9,11,9,2,1,5,3,0,89
2024-03-10 02:20:00,6,15,6,22,4,5,4,7,4,3,4,6,0,86
2024-03-10 02:30:00,8,9,9,8,5,8,4,6,2,1,3,2,0,65
2024-03-10 02:40:00,9,2,8,3,5,11,4,12,0,3,0,3,0,60
2024-03-10 02:50:00,7,4,10,5,4,9,2,7,3,0,4,1,0,56
2024-03-10 03:00:00,4,4,7,5,4,6,4,6,1,1,1,2,0,45
2024-03-10 03:10:00,8,2,10,2,1,2,1,2,1,4,1,4,0,38
2024-03-10 03:20:00,7,6,8,13,8,9,7,9,2,3,1,3,0,76
2024-03-10 03:30:00,5,6,6,11,4,4,3,3,1,6,2,6,0,57
2024-03-10 03:40:00,7,6,9,5,2,7,1,5,1,2,1,2,0,48
2024-03-10 03:50:00,5,3,7,5,5,9,4,7,0,0,0,0,0,45
2024-03-10 04:00:00,11,3,7,9,4,5,3,7,1,1,1,3,0,55
2024-03-10 04:10:00,5,6,9,10,0,1,0,1,0,2,0,1,0,35
2024-03-10 04:20:00,3,5,3,9,1,2,2,2,0,3,0,4,0,34
2024-03-10 04:30:00,4,4,5,7,2,1,1,1,0,1,0,1,0,27
2024-03-10 04:40:00,4,6,3,12,2,5,3,6,2,2,4,5,0,54
2024-03-10 04:50:00,2,6,2,7,2,7,1,8,1,2,2,2,0,42
2024-03-10 05:00:00,7,6,9,11,2,3,4,3,0,3,0,5,0,53
2024-03-10 05:10:00,4,3,7,6,1,5,1,7,1,6,3,6,0,50
2024-03-10 05:20:00,7,5,10,5,0,6,0,6,1,3,1,3,0,47
2024-03-10 05:30:00,7,12,6,21,3,6,4,5,3,3,4,6,0,80
2024-03-10 05:40:00,7,7,12,13,2,12,2,8,0,0,0,0,0,63
2024-03-10 05:50:00,14,8,16,13,3,7,2,6,7,0,8,5,0,89
2024-03-10 06:00:00,6,2,6,4,4,5,3,5,3,2,2,3,0,45
2024-03-10 06:10:00,10,4,19,9,4,5,6,7,1,1,1,2,0,69
2024-03-10 06:20:00,6,3,9,5,3,1,3,0,3,3,1,3,0,40
2024-03-10 06:30:00,5,3,8,4,4,4,4,4,1,14,0,6,0,57
2024-03-10 06:40:00,10,4,8,4,8,3,8,2,1,2,1,4,0,55
2024-03-10 06:50:00,6,4,6,4,2,1,3,2,5,3,5,6,0,47
2024-03-10 07:00:00,6,2,5,2,3,5,4,5,2,1,1,2,0,38
2024-03-10 07:10:00,7,1,6,1,4,6,5,6,1,2,1,3,0,43
2024-03-10 07:20:00,5,4,4,4,3,7,3,6,4,1,4,5,0,50
2024-03-10 07:30:00,5,2,4,2,4,5,4,5,1,4,1,7,0,44
2024-03-10 07:40:00,6,6,6,6,4,3,3,3,2,17,2,6,0,64
2024-03-10 07:50:00,5,6,6,5,4,7,4,8,5,3,5,6,0,64
2024-03-10 08:00:00,4,2,4,2,5,4,4,4,1,2,1,2,0,35
2024-03-10 08:10:00,7,3,6,3,4,6,3,6,3,0,2,1,0,44
2024-03-10 08:20:00,2,5,2,5,4,4,3,3,7,6,7,9,0,57
2024-03-10 08:30:00,7,6,7,7,9,4,7,3,17,1,11,5,0,84
2024-03-10 08:40:00,11,8,10,6,10,5,9,5,4,7,2,7,0,84
2024-03-10 08:50:00,14,8,12,7,8,6,7,6,2,5,2,8,0,85
2024-03-10 09:00:00,17,8,13,7,20,8,13,8,4,5,4,9,0,116
2024-03-10 09:10:00,14,13,7,10,12,9,10,8,5,4,5,7,0,104
2024-03-10 09:20:00,19,7,13,7,15,15,17,16,6,9,6,10,0,140
2024-03-10 09:30:00,20,11,15,11,8,11,7,10,14,6,10,13,0,136
2024-03-10 09:40:00,27,21,16,15,11,11,7,10,6,9,6,14,0,153
2024-03-10 09:50:00,25,17,16,13,17,19,12,16,19,12,7,14,0,187
2024-03-10 10:00:00,22,12,18,8,12,9,13,10,10,11,9,13,1,148
2024-03-10 10:10:00,32,18,15,14,15,15,14,11,12,10,12,16,0,184
2024-03-10 10:20:00,27,27,16,13,6,16,5,14,17,13,16,15,0,185
2024-03-10 10:30:00,18,20,9,14,14,18,14,9,8,13,7,15,0,159
2024-03-10 10:40:00,39,18,20,10,17,18,16,15,5,9,7,13,0,187
2024-03-10 10:50:00,38,21,19,21,12,12,12,12,7,7,8,13,0,182
2024-03-10 11:00:00,32,21,20,14,15,17,13,15,14,8,10,11,0,190
2024-03-10 11:10:00,41,14,25,12,14,8,13,6,11,7,13,13,1,178
2024-03-10 11:20:00,36,29,26,20,13,20,12,15,14,14,9,16,0,224
2024-03-10 11:30:00,38,19,19,15,16,20,14,15,14,7,12,13,0,202
2024-03-10 11:40:00,40,29,20,19,63,20,14,18,25,10,15,12,2,287
2024-03-10 11:50:00,48,28,20,21,16,20,15,20,8,14,10,14,0,234
2024-03-10 12:00:00,35,32,16,19,24,15,16,14,14,18,14,21,0,238
2024-03-10 12:10:00,57,39,31,27,17,25,16,23,66,11,11,17,1,341
2024-03-10 12:20:00,59,37,25,20,17,21,14,13,13,18,9,18,0,264
2024-03-10 12:30:00,44,36,19,15,14,24,9,18,16,18,16,23,0,252
2024-03-10 12:40:00,44,33,21,19,20,25,15,20,20,21,13,26,0,277
2024-03-10 12:50:00,44,46,20,21,14,22,12,17,20,16,14,25,2,273
2024-03-10 13:00:00,52,35,24,17,22,23,18,21,13,19,15,23,1,283
2024-03-10 13:10:00,44,27,20,14,19,17,18,17,18,18,9,23,0,244
2024-03-10 13:20:00,43,30,21,17,28,28,26,15,13,20,5,24,0,270
2024-03-10 13:30:00,46,26,17,18,23,25,18,19,13,21,9,26,0,261
2024-03-10 13:40:00,45,25,21,16,9,16,9,11,13,8,11,16,0,200
2024-03-10 13:50:00,57,35,25,16,27,24,22,19,14,20,16,21,0,296
2024-03-10 14:00:00,64,44,25,21,22,24,18,19,16,24,16,25,2,320
2024-03-10 14:10:00,45,54,26,26,20,33,17,19,6,16,5,18,0,285
2024-03-10 14:20:00,54,35,25,18,26,36,19,25,14,17,15,20,0,304
2024-03-10 14:30:00,50,36,23,16,19,29,11,14,22,28,22,29,0,299
2024-03-10 14:40:00,47,38,20,21,23,27,20,18,15,23,11,17,0,280
2024-03-10 14:50:00,33,37,19,17,22,25,16,13,23,27,23,26,2,283
2024-03-10 15:00:00,44,35,20,21,22,30,18,17,13,18,13,16,0,267
2024-03-10 15:10:00,42,37,25,23,24,29,19,23,12,16,9,16,0,275
2024-03-10 15:20:00,55,39,22,21,24,23,15,18,22,31,14,22,0,306
2024-03-10 15:30:00,46,42,20,17,20,22,16,18,16,23,16,27,0,283
2024-03-10 15:40:00,45,32,17,20,18,23,17,16,18,20,13,20,0,259
2024-03-10 15:50:00,36,30,22,20,27,32,20,19,11,20,11,23,0,271
2024-03-10 16:00:00,39,39,20,21,34,31,19,20,25,22,19,31,0,320
2024-03-10 16:10:00,46,34,24,16,24,25,19,23,18,14,18,24,1,286
2024-03-10 16:20:00,45,31,22,20,20,23,18,19,13,14,13,16,0,254
2024-03-10 16:30:00,41,41,17,18,25,27,21,23,18,19,18,23,0,291
2024-03-10 16:40:00,51,47,14,14,21,20,17,18,19,24,17,24,1,287
2024-03-10 16:50:00,46,39,22,18,33,30,18,17,14,20,11,27,0,295
2024-03-10 17:00:00,53,37,26,23,21,22,18,20,27,17,17,23,0,304
2024-03-10 17:10:00,44,40,24,25,22,27,19,19,10,17,11,15,0,273
2024-03-10 17:20:00,55,44,26,17,26,26,24,19,21,24,18,33,0,333
2024-03-10 17:30:00,52,46,20,21,24,17,17,11,16,19,12,21,0,276
2024-03-10 17:40:00,50,41,23,24,20,27,15,22,18,19,18,22,0,299
2024-03-10 17:50:00,44,43,19,15,22,23,18,16,16,22,14,24,0,276
2024-03-10 18:00:00,34,26,16,17,25,25,21,18,25,20,16,26,0,269
2024-03-10 18:10:00,44,33,19,15,23,28,21,19,20,19,11,21,1,274
2024-03-10 18:20:00,45,49,20,19,19,19,15,13,13,15,13,25,0,265
2024-03-10 18:30:00,44,20,27,27,20,32,21,21,13,27,19,27,1,299
2024-03-10 18:40:00,36,29,34,42,18,15,12,10,16,19,10,21,0,262
2024-03-10 18:50:00,48,41,19,34,26,35,21,19,13,16,13,14,0,299
2024-03-10 19:00:00,44,40,26,27,20,30,19,18,22,17,19,21,1,304
2024-03-10 19:10:00,36,25,30,24,11,24,13,20,30,20,21,19,1,274
2024-03-10 19:20:00,44,34,18,25,26,16,18,11,11,13,10,13,0,239
2024-03-10 19:30:00,54,37,28,28,14,13,11,10,12,46,13,20,0,286
2024-03-10 19:40:00,44,27,27,24,17,34,21,21,8,22,9,28,1,283
2024-03-10 19:50:00,39,37,23,28,20,34,24,30,25,28,28,23,0,339
2024-03-10 20:00:00,26,30,21,31,24,26,20,22,22,19,25,29,0,295
2024-03-10 20:10:00,39,24,29,33,17,20,19,18,13,13,14,16,1,256
2024-03-10 20:20:00,34,24,26,33,13,13,15,11,48,17,13,17,0,264
2024-03-10 20:30:00,25,27,27,38,33,30,23,26,49,15,13,15,0,321
2024-03-10 20:40:00,36,27,30,28,17,17,15,14,14,20,15,14,0,247
2024-03-10 20:50:00,33,21,32,25,15,17,19,14,129,13,9,16,0,343
2024-03-10 21:00:00,34,27,19,28,17,18,17,12,15,22,10,17,2,238
2024-03-10 21:10:00,39,30,23,40,13,24,13,15,32,16,18,22,0,285
2024-03-10 21:20:00,39,23,23,24,17,24,12,18,19,13,18,24,1,255
2024-03-10 21:30:00,33,18,26,31,17,26,16,20,42,22,14,26,0,291
2024-03-10 21:40:00,26,25,17,24,22,24,19,21,15,10,11,16,0,230
2024-03-10 21:50:00,24,20,30,30,20,17,17,17,23,8,11,9,0,226
2024-03-10 22:00:00,19,14,21,19,15,20,18,15,5,10,6,9,0,171
2024-03-10 22:10:00,21,14,20,22,14,15,15,13,13,10,9,10,1,177
2024-03-10 22:20:00,19,13,19,22,9,13,6,11,12,9,9,10,1,153
2024-03-10 22:30:00,20,12,16,15,16,12,12,15,4,5,10,9,0,146
2024-03-10 22:40:00,22,8,14,8,11,12,14,10,5,2,8,6,0,120
2024-03-10 22:50:00,12,13,9,12,9,6,11,33,4,7,9,10,0,135
2024-03-10 23:00:00,14,10,11,6,8,10,8,33,3,7,10,9,0,129
2024-03-10 23:10:00,18,9,10,11,3,11,10,15,32,5,11,10,0,145
2024-03-10 23:20:00,8,1,8,1,5,9,10,11,5,7,9,12,0,86
2024-03-10 23:30:00,12,6,11,5,7,5,12,5,3,5,7,7,0,85
2024-03-10 23:40:00,10,4,10,4,8,8,14,19,5,6,10,12,0,110
2024-03-10 23:50:00,10,2,8,2,6,4,9,4,5,1,4,3,0,58
2024-03-11 00:00:00,9,3,9,3,3,5,11,18,4,2,7,6,0,80
2024-03-11 00:10:00,6,4,6,3,4,3,10,29,2,2,6,4,0,79
2024-03-11 00:20:00,5,5,5,5,9,14,15,55,1,0,1,1,0,116
2024-03-11 00:30:00,10,2,8,2,3,7,7,55,3,4,8,8,0,117
2024-03-11 00:40:00,9,5,9,6,3,6,10,45,2,1,3,4,0,103
2024-03-11 00:50:00,4,1,4,3,2,6,9,19,1,4,4,5,0,62
2024-03-11 01:00:00,12,9,10,9,2,2,1,2,1,2,3,2,0,55
2024-03-11 01:10:00,0,2,1,1,4,3,6,3,1,2,1,3,0,27
2024-03-11 01:20:00,1,2,2,2,3,3,4,40,1,2,4,3,0,67
2024-03-11 01:30:00,7,0,5,0,3,2,4,30,1,0,0,0,0,52
2024-03-11 01:40:00,4,3,5,3,2,2,2,13,2,2,4,5,0,47
2024-03-11 01:50:00,1,1,2,1,1,1,2,16,0,0,0,0,0,25
2024-03-11 02:00:00,3,0,3,0,0,1,0,2,0,1,1,1,0,12
2024-03-11 02:10:00,1,0,1,0,1,1,1,1,0,2,2,2,0,12
2024-03-11 02:20:00,2,2,4,2,1,2,4,3,1,0,1,1,0,23
2024-03-11 02:30:00,4,3,4,4,5,4,5,12,3,0,3,2,0,49
2024-03-11 02:40:00,1,2,1,2,1,1,2,3,1,2,3,3,0,22
2024-03-11 02:50:00,3,1,3,1,4,2,3,1,1,0,1,1,0,21
2024-03-11 03:00:00,3,2,4,3,1,2,3,2,0,1,1,1,0,23
2024-03-11 03:10:00,2,1,2,1,0,1,1,1,0,0,0,0,0,9
2024-03-11 03:20:00,0,2,1,2,0,2,2,10,2,0,2,2,0,25
2024-03-11 03:30:00,2,1,2,1,0,2,2,2,1,1,2,2,0,18
2024-03-11 03:40:00,1,1,2,1,1,4,6,21,0,0,0,0,0,37
2024-03-11 03:50:00,2,0,1,0,0,0,0,21,2,1,2,4,0,33
2024-03-11 04:00:00,5,3,6,4,0,2,2,14,0,0,0,0,0,36
2024-03-11 04:10:00,4,5,5,5,2,3,4,3,0,3,3,3,0,40
2024-03-11 04:20:00,5,2,5,2,4,3,4,5,2,1,3,3,0,39
2024-03-11 04:30:00,3,2,2,2,1,5,7,8,0,1,2,2,0,35
2024-03-11 04:40:00,7,2,7,2,3,7,6,24,2,6,2,4,0,72
2024-03-11 04:50:00,4,1,5,1,5,8,9,45,4,3,6,6,0,97
2024-03-11 05:00:00,8,6,8,6,4,7,8,43,4,10,13,10,0,127
2024-03-11 05:10:00,9,7,9,6,5,12,9,28,4,10,10,11,0,120
2024-03-11 05:20:00,8,7,10,6,5,15,14,22,6,13,7,7,0,120
2024-03-11 05:30:00,19,14,13,11,6,9,21,35,7,14,12,10,0,171
2024-03-11 05:40:00,18,10,13,8,12,19,21,57,11,25,17,16,0,227
2024-03-11 05:50:00,26,9,12,9,6,22,18,50,6,15,13,15,0,201
2024-03-11 06:00:00,17,14,11,15,8,25,28,62,89,17,10,14,0,310
2024-03-11 06:10:00,17,14,13,8,15,28,20,54,5,21,13,10,0,218
2024-03-11 06:20:00,29,25,156,15,20,26,14,40,12,13,10,8,0,368
2024-03-11 06:30:00,30,19,13,18,13,36,28,36,120,14,10,13,0,350
2024-03-11 06:40:00,37,28,12,15,18,41,21,21,12,27,12,11,0,255
2024-03-11 06:50:00,41,30,13,18,11,38,16,24,13,25,14,10,0,253
2024-03-11 07:00:00,45,52,21,26,15,35,12,22,15,19,7,19,1,289
2024-03-11 07:10:00,55,61,11,17,12,36,11,21,19,40,17,16,0,316
2024-03-11 07:20:00,58,60,17,21,26,56,21,28,21,29,13,22,1,373
2024-03-11 07:30:00,68,56,15,22,19,41,16,19,28,40,18,18,0,360
2024-03-11 07:40:00,64,63,12,13,36,71,26,39,35,45,15,19,0,438
2024-03-11 07:50:00,73,71,22,20,30,60,28,43,29,43,19,25,0,463
2024-03-11 08:00:00,73,69,17,20,19,59,19,43,26,38,16,27,1,427
2024-03-11 08:10:00,64,50,20,20,29,62,27,35,18,19,13,12,0,369
