datetime,V11Z,V21Z,D21Z,D41Z,D42Z,D43Z,V211Z,V81Z,V91Z,V44Z,V321Z,Total
2024-03-18 09:20:00,5,0,49,9,10,11,1,24,7,7,5,128
2024-03-18 09:30:00,2,1,64,4,5,9,1,27,12,10,6,141
2024-03-18 09:40:00,1,0,53,7,8,11,2,24,3,8,3,120
2024-03-18 09:50:00,2,0,50,13,14,13,0,30,3,3,1,129
2024-03-18 10:00:00,0,0,51,3,2,10,0,32,3,8,7,116
2024-03-18 10:10:00,4,0,46,4,4,3,0,32,4,9,11,117
2024-03-18 10:20:00,1,0,49,8,8,7,0,30,1,2,1,107
2024-03-18 10:30:00,0,1,64,3,4,7,0,41,4,9,7,140
2024-03-18 10:40:00,2,0,45,1,1,1,2,32,8,5,4,101
2024-03-18 10:50:00,6,0,43,3,3,6,1,30,4,8,9,113
2024-03-18 11:00:00,1,0,42,3,4,8,0,33,6,5,5,107
2024-03-18 11:10:00,2,0,48,3,4,5,0,34,4,7,4,111
2024-03-18 11:20:00,3,0,40,5,4,4,0,30,4,8,4,102
2024-03-18 11:30:00,1,0,39,3,3,4,0,23,7,7,7,94
2024-03-18 11:40:00,3,0,49,4,5,4,0,33,3,5,3,109
2024-03-18 11:50:00,3,0,38,5,6,7,0,29,3,8,6,105
2024-03-18 12:00:00,8,0,55,4,4,6,0,27,5,10,3,122
2024-03-18 12:10:00,2,0,35,8,8,2,0,23,6,6,5,95
2024-03-18 12:20:00,2,0,44,8,8,0,0,32,3,9,9,115
2024-03-18 12:30:00,3,0,41,1,2,3,0,28,2,6,6,92
2024-03-18 12:40:00,4,0,48,3,3,5,2,22,2,7,6,102
2024-03-18 12:50:00,5,0,41,4,5,6,2,33,7,6,6,115
2024-03-18 13:00:00,2,1,43,1,2,5,2,27,1,10,10,104
2024-03-18 13:10:00,4,0,44,5,5,7,2,26,4,11,14,122
2024-03-18 13:20:00,7,0,51,1,2,4,1,32,4,8,7,117
2024-03-18 13:30:00,5,0,47,1,3,4,0,23,5,15,10,113
2024-03-18 13:40:00,1,0,52,4,4,5,3,29,1,6,4,109
2024-03-18 13:50:00,0,1,55,4,6,7,0,21,7,8,8,117
2024-03-18 14:00:00,3,1,48,2,2,3,2,19,7,9,11,107
2024-03-18 14:10:00,1,0,52,6,6,9,1,25,8,8,5,121
2024-03-18 14:20:00,0,0,37,6,7,6,0,26,6,8,6,102
2024-03-18 14:30:00,4,0,58,4,5,8,2,30,6,6,5,128
2024-03-18 14:40:00,1,1,54,5,6,6,4,30,1,9,4,121
2024-03-18 14:50:00,4,2,56,7,5,5,0,33,3,10,8,133
2024-03-18 15:00:00,5,0,50,8,11,14,0,28,8,14,9,147
2024-03-18 15:10:00,7,0,63,4,8,7,1,29,4,13,9,145
2024-03-18 15:20:00,1,1,48,6,8,11,3,27,8,10,11,134
2024-03-18 15:30:00,1,0,44,10,9,16,2,23,5,10,9,129
2024-03-18 15:40:00,3,2,45,4,4,8,3,24,10,10,9,122
2024-03-18 15:50:00,1,0,45,7,8,16,4,33,1,10,9,134
2024-03-18 16:00:00,1,1,58,6,7,11,1,27,3,9,6,130
2024-03-18 16:10:00,2,1,55,5,5,5,3,24,5,7,7,119
2024-03-18 16:20:00,3,3,53,2,2,6,1,33,5,11,4,123
2024-03-18 16:30:00,4,0,46,7,8,9,1,28,7,10,7,127
2024-03-18 16:40:00,2,1,48,4,4,7,1,29,1,11,7,115
2024-03-18 16:50:00,1,0,42,4,5,15,2,29,4,12,9,123
2024-03-18 17:00:00,1,0,43,13,13,15,3,19,2,11,8,128
2024-03-18 17:10:00,5,1,49,11,12,10,5,26,3,9,10,141
2024-03-18 17:20:00,3,0,34,4,6,11,2,32,4,12,10,118
2024-03-18 17:30:00,3,0,40,6,6,12,2,31,5,15,9,129
2024-03-18 17:40:00,2,0,43,10,10,21,0,26,5,11,6,134
2024-03-18 17:50:00,3,0,51,6,9,15,6,29,4,19,16,158
2024-03-18 18:00:00,2,1,39,15,15,15,3,23,6,9,4,132
2024-03-18 18:10:00,2,0,52,3,3,6,1,32,4,13,4,120
2024-03-18 18:20:00,4,1,51,8,9,8,4,19,4,9,2,119
2024-03-18 18:30:00,4,0,45,4,4,10,1,29,3,7,7,114
2024-03-18 18:40:00,2,0,45,14,16,13,2,24,2,8,5,131
2024-03-18 18:50:00,1,1,45,9,11,10,3,21,1,8,6,116
2024-03-18 19:00:00,1,0,45,4,4,5,1,22,4,4,5,95
2024-03-18 19:10:00,8,1,41,2,2,3,1,18,2,9,4,91
2024-03-18 19:20:00,7,1,44,3,6,5,0,20,2,7,3,98
2024-03-18 19:30:00,2,0,52,3,5,6,0,24,3,1,0,96
2024-03-18 19:40:00,3,0,44,4,4,6,0,24,3,2,2,92
2024-03-18 19:50:00,0,1,41,5,7,17,2,22,3,3,5,106
2024-03-18 20:00:00,1,0,36,4,5,11,1,18,5,2,2,85
2024-03-18 20:10:00,2,1,31,4,7,10,1,12,4,3,3,78
2024-03-18 20:20:00,1,0,38,5,5,4,0,14,0,2,2,71
2024-03-18 20:30:00,0,0,22,3,4,5,0,17,3,2,3,59
2024-03-18 20:40:00,1,0,24,1,1,0,0,13,0,1,1,42
2024-03-18 20:50:00,2,0,32,2,3,3,0,14,0,3,2,61
2024-03-18 21:00:00,1,0,23,0,0,4,0,14,2,0,0,44
2024-03-18 21:10:00,2,0,36,3,3,7,0,15,1,3,1,71
2024-03-18 21:20:00,1,0,28,3,3,6,1,16,2,4,2,66
2024-03-18 21:30:00,2,0,25,1,1,2,0,10,2,4,2,49
2024-03-18 21:40:00,0,0,26,3,3,3,0,11,1,1,1,49
2024-03-18 21:50:00,1,0,23,0,0,0,1,11,4,1,4,45
2024-03-18 22:00:00,1,0,28,0,0,0,0,11,1,3,2,46
2024-03-18 22:10:00,0,0,26,2,2,3,0,11,2,3,2,51
2024-03-18 22:20:00,1,0,21,10,7,6,1,13,5,0,2,66
2024-03-18 22:30:00,2,0,21,0,0,0,0,9,1,2,2,37
2024-03-18 22:40:00,1,0,18,4,4,2,0,9,1,0,0,39
2024-03-18 22:50:00,2,0,16,1,1,1,0,6,2,3,1,33
2024-03-18 23:00:00,1,0,13,2,2,6,0,6,0,1,0,31
2024-03-18 23:10:00,0,0,17,1,1,1,0,10,1,2,1,34
2024-03-18 23:20:00,0,0,9,0,0,0,0,2,2,0,0,13
2024-03-18 23:30:00,0,0,13,0,0,0,0,6,0,0,0,19
2024-03-18 23:40:00,0,0,10,0,0,0,0,2,2,0,0,14
2024-03-18 23:50:00,1,0,11,0,0,0,0,8,2,2,0,24
2024-03-19 00:00:00,1,0,11,0,0,0,0,3,0,0,0,15
2024-03-19 00:10:00,0,0,9,0,0,0,0,7,0,0,0,16
2024-03-19 00:20:00,0,0,13,2,2,0,0,4,1,0,0,22
2024-03-19 00:30:00,0,0,10,0,0,0,0,6,1,0,0,17
2024-03-19 00:40:00,0,0,7,0,0,0,0,2,0,0,0,9
2024-03-19 00:50:00,0,0,4,0,0,0,0,1,1,1,1,8
2024-03-19 01:00:00,0,0,6,0,0,0,0,3,0,0,0,9
2024-03-19 01:10:00,0,0,10,0,0,0,0,6,1,0,0,17
2024-03-19 01:20:00,1,0,2,0,0,0,0,1,0,0,1,5
2024-03-19 01:30:00,0,0,3,0,0,0,0,1,0,0,1,5
2024-03-19 01:40:00,0,0,2,0,0,0,0,2,0,0,0,4
2024-03-19 01:50:00,0,0,3,0,0,0,0,2,0,0,0,5
2024-03-19 02:00:00,0,0,0,0,0,0,0,1,0,0,0,1
2024-03-19 02:10:00,1,0,4,0,0,0,0,2,1,0,0,8
2024-03-19 02:20:00,0,0,1,0,0,0,0,1,0,0,0,2
2024-03-19 02:30:00,0,0,2,0,0,0,0,1,1,0,0,4
2024-03-19 02:40:00,0,0,1,0,0,0,0,0,0,0,0,1
2024-03-19 02:50:00,0,0,5,0,0,0,0,2,2,0,0,9
2024-03-19 03:00:00,0,0,1,0,0,0,0,0,0,0,0,1
2024-03-19 03:10:00,0,0,4,0,0,0,0,1,0,0,0,5
2024-03-19 03:20:00,0,0,2,0,0,0,0,0,0,0,0,2
2024-03-19 03:30:00,0,0,1,0,0,0,0,0,0,0,0,1
2024-03-19 03:40:00,0,0,3,0,0,0,0,2,0,0,0,5
2024-03-19 03:50:00,0,0,5,0,0,0,0,2,2,0,0,9
2024-03-19 04:00:00,0,0,6,0,0,0,0,4,1,0,0,11
2024-03-19 04:10:00,0,0,4,0,0,0,0,1,0,0,0,5
2024-03-19 04:20:00,0,0,7,0,0,0,0,7,2,0,0,16
2024-03-19 04:30:00,0,0,10,0,0,0,0,6,3,0,0,19
2024-03-19 04:40:00,0,0,13,0,0,0,0,17,0,0,0,30
2024-03-19 04:50:00,0,0,13,0,0,0,0,10,0,1,2,26
2024-03-19 05:00:00,1,0,18,2,2,3,0,17,0,0,0,43
2024-03-19 05:10:00,0,1,13,0,0,0,0,8,2,0,0,24
2024-03-19 05:20:00,0,1,12,0,0,0,0,10,0,0,0,23
2024-03-19 05:30:00,0,2,32,0,0,1,4,20,1,0,0,60
2024-03-19 05:40:00,1,1,46,1,1,2,4,32,5,2,2,97
2024-03-19 05:50:00,2,0,37,1,1,1,0,16,3,0,1,62
2024-03-19 06:00:00,1,0,41,1,1,3,1,31,2,2,1,84
2024-03-19 06:10:00,0,2,47,0,1,3,1,30,3,1,2,90
2024-03-19 06:20:00,1,1,38,0,1,1,0,22,4,1,2,71
2024-03-19 06:30:00,1,2,49,2,1,2,3,30,5,1,4,100
2024-03-19 06:40:00,1,2,54,2,2,2,0,26,3,1,137,230
2024-03-19 06:50:00,1,1,53,2,2,1,4,28,1,2,1,96
2024-03-19 07:00:00,1,2,51,3,3,5,1,28,11,3,1,109
2024-03-19 07:10:00,3,1,59,5,6,10,1,31,9,6,7,138
2024-03-19 07:20:00,2,1,53,2,4,4,3,28,6,10,7,120
2024-03-19 07:30:00,2,0,49,1,2,7,5,32,17,18,6,139
2024-03-19 07:40:00,3,1,70,19,20,14,6,23,26,19,15,216
2024-03-19 07:50:00,6,0,65,8,8,9,2,30,10,18,12,168
2024-03-19 08:00:00,3,1,63,5,7,9,2,18,22,10,10,150
2024-03-19 08:10:00,7,2,81,6,7,11,4,32,18,12,12,192
2024-03-19 08:20:00,6,1,75,7,10,9,2,25,6,11,6,158
2024-03-19 08:30:00,5,0,67,6,5,9,6,28,6,13,12,157
2024-03-19 08:40:00,5,0,57,4,6,4,1,20,7,10,10,124
2024-03-19 08:50:00,6,0,53,4,5,8,2,18,8,9,4,117
2024-03-19 09:00:00,2,1,48,6,6,11,2,25,13,10,9,133
2024-03-19 09:10:00,4,1,48,6,5,10,1,26,4,9,4,118
2024-03-19 09:20:00,3,1,57,6,5,10,3,30,6,4,7,132
2024-03-19 09:30:00,1,0,52,5,6,8,2,25,8,6,6,119
2024-03-19 09:40:00,2,0,56,3,4,7,2,27,11,5,4,121
2024-03-19 09:50:00,4,0,57,5,6,7,0,31,7,6,5,128
2024-03-19 10:00:00,3,0,59,4,5,3,0,29,5,6,8,122
2024-03-19 10:10:00,5,0,47,4,4,8,1,28,4,10,5,116
2024-03-19 10:20:00,2,0,49,2,3,4,1,33,3,6,6,109
2024-03-19 10:30:00,1,0,48,1,3,2,4,31,7,7,7,111
2024-03-19 10:40:00,5,0,56,12,14,12,2,29,9,8,4,151
2024-03-19 10:50:00,6,1,45,3,4,3,0,29,2,5,4,102
2024-03-19 11:00:00,2,0,52,3,3,4,2,23,2,14,11,116
2024-03-19 11:10:00,1,0,51,2,2,2,1,22,8,5,8,102
2024-03-19 11:20:00,2,0,43,2,2,3,2,23,9,8,10,104
2024-03-19 11:30:00,3,0,53,3,4,5,1,27,6,6,5,113
2024-03-19 11:40:00,4,0,39,4,4,6,0,18,2,5,2,84
2024-03-19 11:50:00,4,0,47,7,7,8,2,22,4,8,7,116
2024-03-19 12:00:00,1,2,37,5,5,6,0,19,4,7,7,93
2024-03-19 12:10:00,2,0,49,5,5,8,1,28,5,5,3,111
2024-03-19 12:20:00,3,0,42,5,5,7,1,26,6,5,2,102
2024-03-19 12:30:00,1,0,42,5,5,5,3,29,8,11,8,117
2024-03-19 12:40:00,5,1,48,8,9,11,1,23,8,9,8,131
2024-03-19 12:50:00,7,0,36,7,9,11,1,23,5,12,8,119
2024-03-19 13:00:00,1,0,32,7,7,10,1,24,3,7,7,99
2024-03-19 13:10:00,5,0,43,4,7,9,1,28,4,14,6,121
2024-03-19 13:20:00,3,0,42,2,2,5,2,27,8,8,5,104
2024-03-19 13:30:00,1,0,31,7,8,6,0,25,2,6,7,93
2024-03-19 13:40:00,3,0,45,1,1,1,0,27,2,4,4,88
2024-03-19 13:50:00,4,0,49,6,7,7,1,34,7,9,5,129
2024-03-19 14:00:00,4,1,51,10,9,9,0,25,5,17,10,141
2024-03-19 14:10:00,3,0,43,3,4,8,0,23,4,13,6,107
2024-03-19 14:20:00,5,1,47,5,6,12,4,32,8,11,6,137
2024-03-19 14:30:00,3,0,47,9,12,13,3,24,6,10,11,138
2024-03-19 14:40:00,3,1,37,14,15,19,2,28,4,13,6,142
2024-03-19 14:50:00,2,0,47,4,5,11,4,30,5,11,17,136
2024-03-19 15:00:00,5,0,52,15,15,17,3,25,5,13,10,160
2024-03-19 15:10:00,3,0,38,4,6,7,1,29,9,10,12,119
2024-03-19 15:20:00,3,0,39,6,9,16,5,28,7,10,10,133
2024-03-19 15:30:00,2,1,32,5,5,11,1,31,7,13,14,122
2024-03-19 15:40:00,4,0,47,3,4,6,5,34,5,12,9,129
2024-03-19 15:50:00,4,0,44,5,6,5,4,19,5,8,5,105
2024-03-19 16:00:00,2,0,34,10,13,15,3,16,4,11,12,120
2024-03-19 16:10:00,6,1,44,6,9,10,5,25,10,9,14,139
2024-03-19 16:20:00,4,3,45,7,11,10,7,22,6,10,10,135
2024-03-19 16:30:00,7,0,46,7,10,12,6,26,7,2,5,128
2024-03-19 16:40:00,1,1,42,7,8,13,6,25,3,12,10,128
2024-03-19 16:50:00,2,0,56,19,22,20,6,18,9,11,6,169
2024-03-19 17:00:00,4,0,48,8,10,14,4,24,7,12,9,140
2024-03-19 17:10:00,7,2,43,13,15,9,4,22,7,16,6,144
2024-03-19 17:20:00,4,0,45,7,11,12,3,23,5,16,8,134
2024-03-19 17:30:00,3,0,30,7,7,9,0,24,3,8,8,99
2024-03-19 17:40:00,7,2,40,9,10,11,3,24,12,18,13,149
2024-03-19 17:50:00,2,2,38,7,8,17,5,21,6,9,12,127
2024-03-19 18:00:00,2,1,48,20,19,22,3,19,6,15,9,164
2024-03-19 18:10:00,3,0,34,6,8,9,0,24,10,7,6,107
2024-03-19 18:20:00,2,0,42,5,6,8,2,26,8,7,4,110
2024-03-19 18:30:00,5,0,45,4,4,8,2,24,8,7,1,108
2024-03-19 18:40:00,2,3,43,5,6,11,2,25,8,11,6,122
2024-03-19 18:50:00,3,0,47,12,16,14,3,24,3,9,5,136
2024-03-19 19:00:00,3,0,52,10,11,17,1,22,3,10,8,137
2024-03-19 19:10:00,2,0,39,7,7,10,1,21,2,9,6,104
2024-03-19 19:20:00,2,1,34,11,13,13,2,20,0,8,7,111
2024-03-19 19:30:00,2,0,46,8,10,11,2,27,4,4,4,118
2024-03-19 19:40:00,1,0,45,5,4,6,0,18,2,4,3,88
2024-03-19 19:50:00,3,0,41,4,4,6,0,23,6,7,4,98
2024-03-19 20:00:00,3,0,39,4,5,6,0,19,2,3,2,83
2024-03-19 20:10:00,1,0,35,4,6,5,0,22,1,2,1,77
2024-03-19 20:20:00,2,1,38,7,10,8,0,16,2,1,3,88
2024-03-19 20:30:00,3,0,34,3,4,3,1,19,1,0,0,68
2024-03-19 20:40:00,1,0,26,4,4,3,1,16,1,3,2,61
2024-03-19 20:50:00,2,0,27,4,4,4,1,13,2,3,2,62
2024-03-19 21:00:00,0,0,38,10,10,13,2,21,1,1,0,96
2024-03-19 21:10:00,1,0,33,6,6,5,1,18,2,2,1,75
2024-03-19 21:20:00,5,0,28,4,4,7,0,13,3,7,5,76
2024-03-19 21:30:00,3,0,34,3,3,3,1,13,2,2,2,66
2024-03-19 21:40:00,4,0,30,2,2,2,1,14,3,4,1,63
2024-03-19 21:50:00,0,1,29,4,4,5,0,12,2,1,1,59
2024-03-19 22:00:00,1,1,23,1,1,5,0,13,3,3,1,52
2024-03-19 22:10:00,1,0,23,2,2,2,0,9,1,1,0,41
2024-03-19 22:20:00,0,0,19,1,2,4,0,9,0,0,0,35
2024-03-19 22:30:00,2,1,17,7,6,6,0,12,2,3,3,59
2024-03-19 22:40:00,1,1,26,11,12,9,0,9,1,2,1,73
2024-03-19 22:50:00,0,0,14,0,0,1,1,8,1,1,1,27
2024-03-19 23:00:00,0,0,20,3,3,1,0,8,3,1,2,41
2024-03-19 23:10:00,0,0,18,4,4,5,1,11,2,3,2,50
2024-03-19 23:20:00,0,0,18,0,0,0,1,7,4,2,1,33
2024-03-19 23:30:00,0,0,14,3,3,3,0,10,2,3,2,40
2024-03-19 23:40:00,1,0,14,0,0,1,0,6,0,1,1,24
2024-03-19 23:50:00,0,0,16,0,0,0,0,5,1,1,2,25
2024-03-20 00:00:00,0,0,5,3,3,3,0,1,0,0,0,15
2024-03-20 00:10:00,0,0,12,1,1,2,0,7,1,0,0,24
2024-03-20 00:20:00,0,0,9,0,0,0,0,3,2,0,0,14
2024-03-20 00:30:00,0,0,9,0,0,0,0,4,0,0,0,13
2024-03-20 00:40:00,0,0,12,0,0,0,0,4,4,0,0,20
2024-03-20 00:50:00,0,0,5,0,0,0,0,1,1,0,0,7
2024-03-20 01:00:00,0,0,8,0,0,0,0,2,1,0,0,11
2024-03-20 01:10:00,0,0,4,0,0,0,0,4,1,0,0,9
2024-03-20 01:20:00,0,0,2,0,0,0,0,1,1,0,1,5
2024-03-20 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-20 01:40:00,0,0,3,0,0,1,0,0,0,0,0,4
2024-03-20 01:50:00,0,0,3,0,0,0,0,0,0,0,0,3
2024-03-20 02:00:00,0,0,4,0,0,0,0,4,1,1,1,11
2024-03-20 02:10:00,0,0,1,1,1,1,0,0,0,0,0,4
2024-03-20 02:20:00,0,0,2,1,1,1,0,3,1,0,0,9
2024-03-20 02:30:00,0,0,4,0,0,0,0,4,1,0,0,9
2024-03-20 02:40:00,1,0,2,0,0,0,0,1,0,0,1,5
2024-03-20 02:50:00,0,0,3,0,0,0,0,2,1,0,0,6
2024-03-20 03:00:00,0,0,1,0,0,0,0,0,0,0,0,1
2024-03-20 03:10:00,0,0,2,0,0,0,0,1,0,0,0,3
2024-03-20 03:20:00,0,0,4,0,0,0,0,2,0,0,0,6
2024-03-20 03:30:00,0,0,1,0,0,0,0,1,0,0,0,2
2024-03-20 03:40:00,0,0,3,0,0,0,0,3,1,0,0,7
2024-03-20 03:50:00,0,0,4,0,0,1,0,4,0,0,1,10
2024-03-20 04:00:00,0,0,8,0,0,0,0,2,0,0,1,11
2024-03-20 04:10:00,0,0,4,0,0,0,0,4,0,0,0,8
2024-03-20 04:20:00,0,0,11,0,0,0,0,5,2,0,0,18
2024-03-20 04:30:00,0,0,9,0,0,0,0,6,1,1,1,18
2024-03-20 04:40:00,0,1,8,0,0,0,1,10,1,0,0,21
2024-03-20 04:50:00,0,0,10,0,0,0,0,9,0,0,0,19
2024-03-20 05:00:00,0,1,19,1,0,0,0,15,1,0,0,37
2024-03-20 05:10:00,0,0,19,0,0,0,0,12,0,1,1,33
2024-03-20 05:20:00,0,2,21,2,2,2,1,14,0,1,0,45
2024-03-20 05:30:00,0,0,26,0,0,0,3,13,2,1,1,46
2024-03-20 05:40:00,0,1,44,2,2,2,4,25,2,0,1,83
2024-03-20 05:50:00,0,0,26,0,0,0,0,20,1,0,3,50
2024-03-20 06:00:00,1,0,37,0,0,2,1,26,3,2,1,73
2024-03-20 06:10:00,0,0,42,1,2,2,0,25,1,1,5,79
2024-03-20 06:20:00,1,4,41,1,1,1,2,28,4,2,2,87
2024-03-20 06:30:00,1,0,51,0,0,1,0,32,3,2,4,94
2024-03-20 06:40:00,0,0,49,5,5,4,1,26,16,2,3,111
2024-03-20 06:50:00,2,2,59,2,3,2,2,31,5,6,3,117
2024-03-20 07:00:00,1,2,47,1,2,4,1,39,9,2,1,109
2024-03-20 07:10:00,2,3,47,7,6,6,3,23,16,11,13,137
2024-03-20 07:20:00,4,0,58,5,5,4,3,28,13,14,10,144
2024-03-20 07:30:00,2,0,57,11,11,14,2,23,10,17,12,159
2024-03-20 07:40:00,3,3,59,8,7,13,8,18,17,20,15,171
2024-03-20 07:50:00,5,0,55,5,6,11,2,27,11,15,13,150
2024-03-20 08:00:00,2,1,66,3,4,7,4,28,10,9,10,144
2024-03-20 08:10:00,1,0,62,8,12,8,2,28,11,12,5,149
2024-03-20 08:20:00,4,1,63,4,5,8,9,29,9,12,10,154
2024-03-20 08:30:00,3,0,62,11,19,11,0,32,3,12,7,160
2024-03-20 08:40:00,3,0,61,11,9,11,6,24,9,10,10,154
2024-03-20 08:50:00,3,0,61,5,7,10,3,34,8,10,4,145
2024-03-20 09:00:00,2,0,51,8,11,11,5,26,6,12,7,139
2024-03-20 09:10:00,5,0,53,4,3,8,0,27,4,14,9,127
2024-03-20 09:20:00,1,0,65,6,7,12,0,29,9,10,5,144
2024-03-20 09:30:00,4,0,51,5,7,8,2,28,4,7,6,122
2024-03-20 09:40:00,3,0,59,4,5,5,0,27,3,10,8,124
2024-03-20 09:50:00,3,1,49,0,1,2,4,28,3,6,6,103
2024-03-20 10:00:00,4,1,48,2,2,9,3,25,7,6,6,113
2024-03-20 10:10:00,2,0,40,4,4,6,1,24,2,4,5,92
2024-03-20 10:20:00,6,0,47,5,4,4,3,27,2,9,2,109
2024-03-20 10:30:00,1,0,51,0,2,3,2,22,3,6,7,97
2024-03-20 10:40:00,4,2,46,4,7,8,1,20,5,12,3,112
2024-03-20 10:50:00,5,1,46,6,5,9,0,26,2,8,3,111
2024-03-20 11:00:00,3,1,39,5,5,7,0,36,3,11,15,125
2024-03-20 11:10:00,2,0,40,2,4,6,4,29,6,6,5,104
2024-03-20 11:20:00,5,2,48,4,5,8,0,26,11,9,8,126
2024-03-20 11:30:00,2,0,51,3,3,8,4,24,7,7,5,114
2024-03-20 11:40:00,5,0,49,4,6,7,0,27,4,11,5,118
2024-03-20 11:50:00,2,0,38,2,3,6,1,26,4,3,3,88
2024-03-20 12:00:00,1,0,40,2,2,6,0,25,4,9,8,97
2024-03-20 12:10:00,0,1,37,4,4,7,1,26,3,11,6,100
2024-03-20 12:20:00,4,1,42,2,2,3,4,31,9,10,10,118
2024-03-20 12:30:00,2,0,28,3,4,5,3,22,4,6,8,85
2024-03-20 12:40:00,0,0,49,0,1,4,2,27,6,7,6,102
2024-03-20 12:50:00,2,0,43,4,5,8,1,23,6,13,11,116
2024-03-20 13:00:00,0,1,36,6,5,7,1,28,7,6,5,102
2024-03-20 13:10:00,3,0,38,1,1,6,0,28,4,11,9,101
2024-03-20 13:20:00,6,0,33,10,12,10,2,33,6,11,9,132
2024-03-20 13:30:00,0,0,44,3,4,6,1,22,4,12,8,104
2024-03-20 13:40:00,8,2,39,2,2,5,3,25,1,13,8,108
2024-03-20 13:50:00,2,1,33,0,1,8,4,29,4,14,6,102
2024-03-20 14:00:00,3,1,46,10,13,11,3,27,8,18,10,150
2024-03-20 14:10:00,2,2,41,3,3,8,4,29,4,10,6,112
2024-03-20 14:20:00,2,0,45,11,13,11,3,23,5,4,3,120
2024-03-20 14:30:00,4,0,45,1,1,2,3,31,7,10,5,109
2024-03-20 14:40:00,2,1,59,6,6,11,3,24,8,9,9,138
2024-03-20 14:50:00,0,0,44,7,6,7,1,33,5,49,17,169
2024-03-20 15:00:00,2,0,50,2,6,10,3,30,5,12,5,125
2024-03-20 15:10:00,2,2,64,5,6,7,2,33,12,9,8,150
2024-03-20 15:20:00,5,0,58,5,6,12,4,17,8,18,12,145
2024-03-20 15:30:00,2,0,67,8,8,8,4,26,3,12,9,147
2024-03-20 15:40:00,3,1,54,5,6,14,6,24,7,8,8,136
2024-03-20 15:50:00,3,0,54,11,11,15,6,30,5,11,9,155
2024-03-20 16:00:00,4,0,59,11,10,13,2,33,7,8,11,158
2024-03-20 16:10:00,4,0,51,10,10,8,1,34,6,14,11,149
2024-03-20 16:20:00,0,0,45,7,8,11,6,26,7,9,11,130
2024-03-20 16:30:00,4,3,50,13,13,11,3,24,5,20,13,159
2024-03-20 16:40:00,0,2,60,9,11,13,4,31,3,13,15,161
2024-03-20 16:50:00,3,3,42,12,14,23,6,25,6,16,11,161
2024-03-20 17:00:00,1,1,44,8,11,13,5,25,8,10,7,133
2024-03-20 17:10:00,3,0,42,8,10,12,5,20,6,13,11,130
2024-03-20 17:20:00,3,1,42,4,7,9,4,21,7,10,11,119
2024-03-20 17:30:00,3,1,45,6,10,16,3,32,6,9,9,140
2024-03-20 17:40:00,0,1,51,11,13,14,5,26,4,12,9,146
2024-03-20 17:50:00,4,1,52,5,5,11,4,21,10,12,8,133
2024-03-20 18:00:00,2,0,57,10,13,15,5,25,6,11,11,155
2024-03-20 18:10:00,4,1,46,18,9,13,2,21,8,13,7,142
2024-03-20 18:20:00,3,1,51,13,11,15,7,20,10,6,7,144
2024-03-20 18:30:00,7,2,41,6,6,8,2,27,12,11,5,127
2024-03-20 18:40:00,2,1,53,7,10,9,4,26,0,10,5,127
2024-03-20 18:50:00,4,1,54,8,11,12,12,18,4,6,2,132
2024-03-20 19:00:00,1,0,39,9,12,10,1,23,5,4,3,107
2024-03-20 19:10:00,2,0,46,5,8,12,0,23,3,6,8,113
2024-03-20 19:20:00,3,0,43,8,74,9,4,23,3,4,4,175
2024-03-20 19:30:00,2,1,41,6,6,7,3,19,4,8,1,98
2024-03-20 19:40:00,3,0,41,5,5,8,0,22,6,5,11,106
2024-03-20 19:50:00,2,1,43,3,3,5,3,18,3,10,2,93
2024-03-20 20:00:00,4,0,45,4,4,5,0,20,2,2,2,88
2024-03-20 20:10:00,1,0,39,10,10,11,1,29,5,3,2,111
2024-03-20 20:20:00,1,0,33,4,4,5,0,14,2,1,1,65
2024-03-20 20:30:00,2,0,31,2,6,8,1,23,3,7,6,89
2024-03-20 20:40:00,2,0,27,8,7,10,0,18,1,0,2,75
2024-03-20 20:50:00,1,1,30,0,0,3,1,20,3,5,2,66
2024-03-20 21:00:00,3,1,31,3,3,5,0,17,2,6,6,77
2024-03-20 21:10:00,4,0,31,2,3,3,0,16,2,1,1,63
2024-03-20 21:20:00,0,0,28,5,5,3,2,24,1,2,4,74
2024-03-20 21:30:00,0,0,26,2,2,1,0,15,1,0,1,48
2024-03-20 21:40:00,2,1,27,1,1,1,0,13,1,2,4,53
2024-03-20 21:50:00,2,0,40,8,7,8,1,17,2,6,2,93
2024-03-20 22:00:00,1,0,21,1,1,1,0,9,1,2,2,39
2024-03-20 22:10:00,0,0,24,4,6,5,0,11,0,2,2,54
2024-03-20 22:20:00,0,0,17,0,0,2,0,9,1,1,1,31
2024-03-20 22:30:00,1,0,26,4,4,5,0,14,1,2,3,60
2024-03-20 22:40:00,1,0,22,4,4,9,0,13,1,3,2,59
2024-03-20 22:50:00,1,0,21,2,1,0,0,8,3,1,1,38
2024-03-20 23:00:00,1,0,17,1,1,1,1,9,1,1,1,34
2024-03-20 23:10:00,1,0,22,0,0,0,0,15,2,0,1,41
2024-03-20 23:20:00,0,0,16,0,0,0,0,11,2,2,1,32
2024-03-20 23:30:00,0,1,13,0,0,1,0,9,0,2,2,28
2024-03-20 23:40:00,0,0,14,2,2,0,0,7,1,0,0,26
2024-03-20 23:50:00,0,0,4,0,0,1,0,3,1,0,0,9
