datetime,V11Z,V21Z,D21Z,D41Z,D42Z,D43Z,V211Z,V81Z,V91Z,V44Z,V321Z,Total
2024-03-01 01:00:00,0,0,4,1,1,1,0,6,1,0,0,14
2024-03-01 01:10:00,1,0,5,0,0,0,0,2,0,1,1,10
2024-03-01 01:20:00,0,0,5,0,0,0,0,1,1,0,0,7
2024-03-01 01:30:00,0,0,1,0,0,0,0,2,0,0,0,3
2024-03-01 01:40:00,0,0,3,0,0,0,0,3,0,0,0,6
2024-03-01 01:50:00,0,0,5,0,0,0,0,2,0,0,0,7
2024-03-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:10:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 02:20:00,0,0,4,0,0,0,0,2,0,0,0,6
2024-03-01 02:30:00,0,0,6,0,0,0,0,2,0,0,0,8
2024-03-01 02:40:00,0,0,4,2,2,2,0,2,0,0,0,12
2024-03-01 02:50:00,0,0,1,0,0,0,0,0,0,0,0,1
2024-03-01 03:00:00,0,0,2,0,0,0,0,2,1,0,0,5
2024-03-01 03:10:00,0,0,4,0,0,0,0,3,2,0,0,9
2024-03-01 03:20:00,0,0,3,2,2,2,0,2,0,2,2,15
2024-03-01 03:30:00,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-01 03:40:00,0,0,2,0,0,0,0,1,0,0,0,3
2024-03-01 03:50:00,0,0,5,0,0,0,0,3,1,0,0,9
2024-03-01 04:00:00,0,0,5,0,0,0,0,2,0,0,1,8
2024-03-01 04:10:00,0,0,6,0,0,0,0,3,2,0,0,11
2024-03-01 04:20:00,0,0,10,0,0,0,0,10,0,0,0,20
2024-03-01 04:30:00,0,0,9,0,0,0,0,6,0,0,0,15
2024-03-01 04:40:00,0,0,8,0,0,0,1,13,1,0,0,23
2024-03-01 04:50:00,0,0,10,0,0,0,0,10,1,0,0,21
2024-03-01 05:00:00,0,0,18,0,0,0,0,16,3,0,0,37
2024-03-01 05:10:00,0,1,14,0,0,0,0,11,1,0,0,27
2024-03-01 05:20:00,0,1,22,0,0,0,1,16,1,0,0,41
2024-03-01 05:30:00,0,2,25,0,0,0,2,17,0,0,0,46
2024-03-01 05:40:00,1,0,29,2,2,4,3,17,2,0,3,63
2024-03-01 05:50:00,0,0,30,0,0,0,2,19,0,0,0,51
2024-03-01 06:00:00,0,1,33,3,3,4,0,26,6,1,1,78
2024-03-01 06:10:00,2,1,36,0,0,0,0,26,2,2,2,71
2024-03-01 06:20:00,0,0,45,1,1,2,4,30,2,1,4,90
2024-03-01 06:30:00,1,3,43,0,0,0,1,29,4,2,3,86
2024-03-01 06:40:00,1,0,62,0,0,0,0,24,3,4,14,108
2024-03-01 06:50:00,0,1,48,1,1,1,1,26,4,1,2,86
2024-03-01 07:00:00,1,0,45,1,1,3,1,31,6,1,2,92
2024-03-01 07:10:00,2,2,55,1,1,3,0,27,7,1,5,104
2024-03-01 07:20:00,5,1,55,1,1,1,5,38,5,9,3,124
2024-03-01 07:30:00,3,1,72,4,3,7,6,32,14,11,9,162
2024-03-01 07:40:00,2,0,63,7,9,15,2,34,16,11,10,169
2024-03-01 07:50:00,1,1,53,6,6,7,1,32,8,14,9,138
2024-03-01 08:00:00,9,1,49,2,5,3,2,27,11,12,9,130
2024-03-01 08:10:00,5,0,59,6,8,6,1,25,5,12,13,140
2024-03-01 08:20:00,2,1,58,4,7,7,2,31,6,10,10,138
2024-03-01 08:30:00,2,0,61,3,4,8,2,37,9,16,10,152
2024-03-01 08:40:00,3,0,58,7,7,7,1,32,4,11,12,142
2024-03-01 08:50:00,1,0,57,5,5,11,1,21,6,17,15,139
2024-03-01 09:00:00,4,0,54,7,10,8,0,31,8,9,11,142
2024-03-01 09:10:00,5,1,63,4,4,2,2,31,9,7,5,133
2024-03-01 09:20:00,1,0,49,4,5,11,1,28,8,7,6,120
2024-03-01 09:30:00,2,0,43,3,4,7,1,26,16,4,6,112
2024-03-01 09:40:00,5,0,57,4,4,4,3,31,3,8,5,124
2024-03-01 09:50:00,4,0,45,2,2,3,1,24,2,6,4,93
2024-03-01 10:00:00,3,0,44,6,5,11,1,27,7,10,9,123
2024-03-01 10:10:00,1,0,48,6,7,8,0,31,7,11,10,129
2024-03-01 10:20:00,4,0,51,2,3,4,1,31,5,9,7,117
2024-03-01 10:30:00,2,0,50,7,6,6,2,23,6,5,5,112
2024-03-01 10:40:00,1,0,49,0,1,7,0,26,4,5,4,97
2024-03-01 10:50:00,5,0,47,6,8,10,0,31,5,8,8,128
2024-03-01 11:00:00,3,0,46,9,9,9,0,30,2,6,4,118
2024-03-01 11:10:00,7,1,44,5,5,6,2,26,2,11,8,117
2024-03-01 11:20:00,7,0,49,0,0,3,1,37,5,7,1,110
2024-03-01 11:30:00,6,2,43,4,6,8,1,30,4,12,9,125
2024-03-01 11:40:00,5,0,55,0,1,2,0,26,10,8,7,114
2024-03-01 11:50:00,2,0,45,4,4,7,3,24,7,5,3,104
2024-03-01 12:00:00,9,0,57,3,3,6,0,25,10,15,15,143
2024-03-01 12:10:00,1,0,37,6,6,7,0,29,7,14,11,118
2024-03-01 12:20:00,10,0,54,5,7,10,1,30,7,9,5,138
2024-03-01 12:30:00,3,0,51,7,7,4,1,26,6,9,8,122
2024-03-01 12:40:00,4,2,49,4,4,8,0,28,3,7,6,115
2024-03-01 12:50:00,1,1,36,4,5,6,0,33,5,8,5,104
2024-03-01 13:00:00,3,0,36,5,8,5,0,36,7,13,11,124
2024-03-01 13:10:00,3,0,39,5,5,6,0,30,6,16,13,123
2024-03-01 13:20:00,4,0,38,6,8,6,1,22,5,9,8,107
2024-03-01 13:30:00,4,1,38,9,7,9,2,34,7,11,10,132
2024-03-01 13:40:00,2,1,53,3,3,6,1,35,7,10,8,129
2024-03-01 13:50:00,5,0,40,7,9,20,1,21,2,9,7,121
2024-03-01 14:00:00,1,1,42,6,5,6,2,29,5,10,4,111
2024-03-01 14:10:00,0,0,47,1,2,8,0,24,9,9,12,112
2024-03-01 14:20:00,2,0,42,6,6,7,1,25,5,4,7,105
2024-03-01 14:30:00,2,0,48,4,5,9,1,25,7,10,11,122
2024-03-01 14:40:00,6,1,55,8,9,10,3,31,9,10,9,151
2024-03-01 14:50:00,2,0,54,5,7,12,0,36,2,8,10,136
2024-03-01 15:00:00,3,0,47,12,12,12,3,27,6,8,9,139
2024-03-01 15:10:00,0,0,47,7,9,7,1,25,10,7,9,122
2024-03-01 15:20:00,2,1,62,4,4,8,0,25,2,5,7,120
2024-03-01 15:30:00,1,1,47,4,5,7,4,22,9,10,337,447
2024-03-01 15:40:00,4,1,53,3,5,10,6,25,7,151,4,269
2024-03-01 15:50:00,3,0,42,8,8,9,4,26,3,9,4,116
2024-03-01 16:00:00,3,0,59,8,10,12,1,36,9,18,12,168
2024-03-01 16:10:00,2,1,40,10,15,12,4,17,5,5,7,118
2024-03-01 16:20:00,3,1,50,7,8,9,3,19,5,10,6,121
2024-03-01 16:30:00,4,0,35,5,5,7,1,36,7,5,5,110
2024-03-01 16:40:00,4,0,49,7,6,10,1,24,7,7,3,118
2024-03-01 16:50:00,4,0,38,11,14,15,4,17,10,12,9,134
2024-03-01 17:00:00,4,0,42,8,11,15,6,26,9,10,7,138
2024-03-01 17:10:00,8,1,55,5,8,13,0,31,12,11,9,153
2024-03-01 17:20:00,1,1,54,6,6,10,1,23,8,9,10,129
2024-03-01 17:30:00,5,0,40,4,7,8,7,28,6,8,11,124
2024-03-01 17:40:00,0,0,38,5,5,12,3,25,7,10,8,113
2024-03-01 17:50:00,5,1,51,7,10,13,2,23,0,10,2,124
2024-03-01 18:00:00,4,2,43,8,9,13,2,25,7,10,3,126
2024-03-01 18:10:00,3,0,47,3,4,11,2,35,8,7,3,123
2024-03-01 18:20:00,5,1,35,5,5,6,0,24,3,9,6,99
2024-03-01 18:30:00,6,1,45,4,5,5,0,29,7,13,7,122
2024-03-01 18:40:00,3,0,50,9,9,12,4,28,6,9,4,134
2024-03-01 18:50:00,3,0,45,5,4,4,1,34,4,9,4,113
2024-03-01 19:00:00,0,0,44,9,10,12,0,23,1,5,5,109
2024-03-01 19:10:00,3,0,50,7,8,11,1,31,3,7,4,125
2024-03-01 19:20:00,2,0,43,3,4,11,0,19,8,9,2,101
2024-03-01 19:30:00,1,0,41,10,11,14,0,11,11,4,5,108
2024-03-01 19:40:00,1,0,36,4,6,12,0,1,6,1,2,69
2024-03-01 19:50:00,4,0,40,8,9,6,0,0,3,10,5,85
2024-03-01 20:00:00,2,0,25,4,7,10,0,0,6,7,5,66
2024-03-01 20:10:00,4,0,41,3,3,6,0,1,3,4,4,69
2024-03-01 20:20:00,2,0,32,2,3,5,2,1,2,4,2,55
2024-03-01 20:30:00,1,0,26,2,2,1,2,2,1,1,2,40
2024-03-01 20:40:00,2,0,37,1,2,4,0,1,2,4,1,54
2024-03-01 20:50:00,0,0,36,1,1,2,0,0,0,1,0,41
2024-03-01 21:00:00,1,0,28,2,1,1,0,0,3,1,2,39
2024-03-01 21:10:00,1,0,31,4,4,3,1,0,4,2,2,52
2024-03-01 21:20:00,1,0,35,7,7,7,0,0,4,1,0,62
2024-03-01 21:30:00,0,0,33,5,5,7,0,0,3,5,5,63
2024-03-01 21:40:00,3,0,27,1,1,4,0,0,3,4,3,46
2024-03-01 21:50:00,1,0,32,3,3,3,1,0,0,3,3,49
2024-03-01 22:00:00,0,0,30,2,2,6,0,0,1,2,0,43
2024-03-01 22:10:00,1,1,27,3,4,7,0,0,1,1,2,47
2024-03-01 22:20:00,1,0,30,4,4,3,0,0,2,2,1,47
2024-03-01 22:30:00,1,0,33,5,5,5,0,0,2,3,2,56
2024-03-01 22:40:00,1,0,34,4,5,6,0,1,1,1,1,54
2024-03-01 22:50:00,3,0,31,3,4,4,1,0,3,4,3,56
2024-03-01 23:00:00,1,0,20,1,1,1,1,0,1,2,1,29
2024-03-01 23:10:00,0,0,23,2,2,3,0,0,1,2,0,33
2024-03-01 23:20:00,0,0,19,4,4,6,0,0,1,0,0,34
2024-03-01 23:30:00,2,0,22,4,4,5,0,0,1,3,2,43
2024-03-01 23:40:00,1,0,19,1,2,1,0,0,0,1,1,26
2024-03-01 23:50:00,1,0,23,1,1,2,0,0,4,1,1,34
2024-03-02 00:00:00,1,0,20,6,7,8,0,0,1,3,2,48
2024-03-02 00:10:00,1,0,28,4,5,6,0,0,1,1,0,46
2024-03-02 00:20:00,0,0,23,3,3,4,0,0,0,1,1,35
2024-03-02 00:30:00,0,0,13,1,1,5,0,0,2,3,1,26
2024-03-02 00:40:00,1,0,16,2,2,2,1,0,1,4,1,30
2024-03-02 00:50:00,0,0,12,0,0,0,0,0,1,0,0,13
2024-03-02 01:00:00,1,0,13,0,0,0,0,0,2,1,1,18
2024-03-02 01:10:00,0,0,13,0,0,0,0,1,1,0,0,15
2024-03-02 01:20:00,1,0,11,0,0,0,0,5,2,0,0,19
2024-03-02 01:30:00,0,0,10,0,0,0,0,2,1,0,0,13
2024-03-02 01:40:00,2,0,7,1,1,1,0,4,1,2,0,19
2024-03-02 01:50:00,0,0,14,0,0,0,0,4,1,1,1,21
2024-03-02 02:00:00,0,0,4,0,0,0,0,7,1,0,0,12
2024-03-02 02:10:00,0,1,10,4,4,4,0,11,0,0,0,34
2024-03-02 02:20:00,0,0,12,0,0,0,0,4,0,0,0,16
2024-03-02 02:30:00,0,0,7,2,2,2,0,6,1,0,0,20
2024-03-02 02:40:00,0,0,4,0,0,0,0,3,1,1,0,9
2024-03-02 02:50:00,1,0,7,1,1,1,0,5,0,2,2,20
2024-03-02 03:00:00,0,0,7,1,1,1,0,2,0,0,0,12
2024-03-02 03:10:00,0,0,7,1,1,1,0,4,0,1,0,15
2024-03-02 03:20:00,0,0,8,0,0,0,0,2,1,1,2,14
2024-03-02 03:30:00,0,0,5,1,1,1,0,1,1,0,0,10
2024-03-02 03:40:00,1,0,11,1,1,1,0,5,1,0,0,21
2024-03-02 03:50:00,0,0,2,0,0,0,0,2,0,0,0,4
2024-03-02 04:00:00,0,0,7,0,0,0,0,5,1,0,0,13
2024-03-02 04:10:00,0,1,4,0,0,0,0,2,0,0,0,7
2024-03-02 04:20:00,0,0,4,0,0,0,0,3,0,0,0,7
2024-03-02 04:30:00,0,0,3,0,0,0,0,4,0,0,0,7
2024-03-02 04:40:00,0,0,9,1,1,1,0,11,1,0,0,24
2024-03-02 04:50:00,0,0,6,0,0,0,0,5,1,0,0,12
2024-03-02 05:00:00,0,0,8,0,0,0,0,7,2,0,0,17
2024-03-02 05:10:00,0,0,11,0,0,0,0,6,1,1,1,20
2024-03-02 05:20:00,0,0,9,0,0,0,0,7,0,0,0,16
2024-03-02 05:30:00,0,0,7,0,0,0,0,7,1,0,0,15
2024-03-02 05:40:00,0,0,17,0,0,0,0,6,2,0,0,25
2024-03-02 05:50:00,0,0,9,0,0,1,0,4,0,0,0,14
2024-03-02 06:00:00,1,0,11,1,1,1,0,5,0,0,0,20
2024-03-02 06:10:00,1,0,15,0,0,0,0,12,0,0,1,29
2024-03-02 06:20:00,0,0,15,0,0,0,0,6,0,1,0,22
2024-03-02 06:30:00,0,2,12,0,0,0,0,6,0,0,0,20
2024-03-02 06:40:00,0,0,12,3,3,2,0,10,1,0,1,32
2024-03-02 06:50:00,0,0,17,1,1,1,0,9,0,0,0,29
2024-03-02 07:00:00,0,0,18,1,1,2,0,12,1,0,0,35
2024-03-02 07:10:00,1,0,13,1,2,1,0,12,0,1,1,32
2024-03-02 07:20:00,0,0,8,1,1,1,1,7,1,3,2,25
2024-03-02 07:30:00,1,0,16,0,0,1,0,12,1,0,0,31
2024-03-02 07:40:00,3,0,18,1,2,2,0,11,0,2,2,41
2024-03-02 07:50:00,1,0,26,3,3,5,0,10,0,4,3,55
2024-03-02 08:00:00,1,0,18,1,1,2,0,11,2,4,4,44
2024-03-02 08:10:00,0,0,24,1,1,3,0,17,3,0,0,49
2024-03-02 08:20:00,0,0,27,1,2,5,0,16,0,1,1,53
2024-03-02 08:30:00,2,0,38,2,2,6,1,20,5,7,4,87
2024-03-02 08:40:00,1,0,33,1,1,3,0,20,1,7,3,70
2024-03-02 08:50:00,2,0,43,3,3,6,2,27,5,9,6,106
2024-03-02 09:00:00,1,0,39,2,2,5,2,27,5,3,4,90
2024-03-02 09:10:00,0,0,31,5,7,11,0,30,0,8,3,95
2024-03-02 09:20:00,2,0,37,5,4,11,3,21,0,4,2,89
2024-03-02 09:30:00,4,0,38,2,4,11,0,21,4,11,8,103
2024-03-02 09:40:00,3,1,56,2,3,4,0,28,4,7,6,114
2024-03-02 09:50:00,1,0,44,8,10,13,0,20,5,10,7,118
2024-03-02 10:00:00,3,0,55,8,12,16,2,31,9,8,9,153
2024-03-02 10:10:00,5,0,51,10,10,6,1,21,3,10,8,125
2024-03-02 10:20:00,2,0,52,3,3,9,0,29,4,4,6,112
2024-03-02 10:30:00,3,1,46,4,3,4,2,19,6,4,3,95
2024-03-02 10:40:00,2,0,45,5,5,5,3,34,4,8,8,119
2024-03-02 10:50:00,2,1,50,10,10,11,2,26,5,9,10,136
2024-03-02 11:00:00,2,0,52,7,7,9,2,27,9,12,7,134
2024-03-02 11:10:00,2,1,46,10,11,10,0,28,4,4,5,121
2024-03-02 11:20:00,7,3,42,6,8,5,1,23,3,11,5,114
2024-03-02 11:30:00,1,3,35,4,5,6,1,28,5,12,7,107
2024-03-02 11:40:00,7,0,44,3,3,10,3,30,6,14,7,127
2024-03-02 11:50:00,7,1,47,5,7,9,2,31,5,7,6,127
2024-03-02 12:00:00,4,1,44,15,16,18,2,26,8,11,7,152
2024-03-02 12:10:00,6,1,42,3,4,11,1,25,8,13,8,122
2024-03-02 12:20:00,9,1,55,3,4,7,2,34,8,14,9,146
2024-03-02 12:30:00,6,1,41,3,4,9,2,30,8,13,9,126
2024-03-02 12:40:00,4,1,56,12,12,18,4,30,9,17,9,172
2024-03-02 12:50:00,5,1,37,9,13,18,1,21,9,19,12,145
2024-03-02 13:00:00,4,1,42,14,16,18,2,24,8,12,4,145
2024-03-02 13:10:00,5,1,27,6,9,13,0,25,12,10,10,118
2024-03-02 13:20:00,8,0,47,3,3,11,3,25,13,13,10,136
2024-03-02 13:30:00,7,0,46,3,5,13,5,25,11,14,6,135
2024-03-02 13:40:00,2,1,41,9,9,19,3,29,13,28,14,168
2024-03-02 13:50:00,3,1,25,14,15,24,5,6,24,30,16,163
2024-03-02 14:00:00,4,0,40,13,10,22,5,27,13,22,16,172
2024-03-02 14:10:00,5,1,44,10,9,20,7,17,11,24,21,169
2024-03-02 14:20:00,5,0,43,15,15,13,12,21,10,35,19,188
2024-03-02 14:30:00,6,2,31,11,14,24,13,17,16,43,18,195
2024-03-02 14:40:00,11,0,33,17,20,14,11,0,18,40,23,187
2024-03-02 14:50:00,2,0,33,6,10,23,10,5,16,48,17,170
2024-03-02 15:00:00,5,2,61,9,12,16,12,31,13,24,24,209
2024-03-02 15:10:00,3,0,44,17,18,19,13,25,2,13,6,160
2024-03-02 15:20:00,1,2,36,4,9,15,7,24,8,13,6,125
2024-03-02 15:30:00,5,1,46,7,10,12,0,21,1,13,5,121
2024-03-02 15:40:00,1,0,44,10,12,13,1,21,2,11,7,122
2024-03-02 15:50:00,1,2,35,7,7,7,6,26,5,5,3,104
2024-03-02 16:00:00,7,2,47,12,17,8,9,30,1,8,7,148
2024-03-02 16:10:00,1,2,32,10,11,12,1,20,4,6,8,107
2024-03-02 16:20:00,3,3,39,13,16,14,2,18,1,8,2,119
2024-03-02 16:30:00,2,0,42,7,10,10,1,22,2,3,5,104
2024-03-02 16:40:00,1,1,39,0,1,4,5,27,7,8,6,99
2024-03-02 16:50:00,3,0,30,5,5,12,4,29,3,7,9,107
2024-03-02 17:00:00,3,0,38,5,9,9,2,29,3,14,9,121
2024-03-02 17:10:00,4,0,42,15,17,19,1,25,3,15,13,154
2024-03-02 17:20:00,13,2,35,19,26,14,3,24,7,11,12,166
2024-03-02 17:30:00,26,6,45,32,71,14,10,33,7,35,23,302
2024-03-02 17:40:00,16,1,41,29,28,6,2,35,8,26,24,216
2024-03-02 17:50:00,4,3,39,18,18,18,1,29,9,22,20,181
2024-03-02 18:00:00,6,0,37,14,19,12,4,16,3,8,8,127
2024-03-02 18:10:00,5,3,34,9,9,12,0,28,7,22,21,150
2024-03-02 18:20:00,10,0,33,14,12,14,3,18,4,20,17,145
2024-03-02 18:30:00,6,1,27,11,12,13,3,27,9,9,9,127
2024-03-02 18:40:00,3,1,40,13,12,13,2,21,2,9,10,126
2024-03-02 18:50:00,4,2,47,7,7,12,0,23,5,12,10,129
2024-03-02 19:00:00,3,0,50,3,3,8,0,26,4,6,4,107
2024-03-02 19:10:00,6,0,45,5,5,3,1,23,4,10,7,109
2024-03-02 19:20:00,3,1,48,8,12,14,0,21,5,7,3,122
2024-03-02 19:30:00,3,0,44,5,8,15,1,26,10,8,7,127
2024-03-02 19:40:00,3,0,50,4,4,7,1,20,7,8,8,112
2024-03-02 19:50:00,1,0,36,5,5,6,1,18,6,2,2,82
2024-03-02 20:00:00,1,0,38,6,10,7,2,26,3,3,4,100
2024-03-02 20:10:00,3,0,43,0,0,3,0,23,1,3,4,80
2024-03-02 20:20:00,1,0,35,3,3,8,2,16,1,3,1,73
2024-03-02 20:30:00,3,0,39,1,1,3,0,22,2,5,4,80
2024-03-02 20:40:00,0,0,33,9,9,10,0,16,2,8,3,90
2024-03-02 20:50:00,2,0,29,2,2,2,0,16,0,3,3,59
2024-03-02 21:00:00,3,0,39,4,6,8,0,19,3,5,2,89
2024-03-02 21:10:00,1,0,33,0,0,1,0,16,4,2,1,58
2024-03-02 21:20:00,0,0,29,2,3,6,0,17,1,3,3,64
2024-03-02 21:30:00,1,0,23,0,0,0,1,11,3,2,1,42
2024-03-02 21:40:00,1,0,23,2,2,2,2,11,1,1,0,45
2024-03-02 21:50:00,1,1,29,0,0,1,2,16,5,3,1,59
2024-03-02 22:00:00,1,0,27,2,2,2,0,15,2,1,1,53
2024-03-02 22:10:00,1,0,33,2,3,3,1,16,2,2,3,66
2024-03-02 22:20:00,0,0,25,4,4,4,1,11,4,2,1,56
2024-03-02 22:30:00,0,0,22,1,1,3,0,13,3,1,1,45
2024-03-02 22:40:00,1,0,26,2,2,2,0,12,2,2,1,50
2024-03-02 22:50:00,0,0,25,6,6,7,0,8,1,0,3,56
2024-03-02 23:00:00,1,0,24,1,1,4,0,13,3,5,3,55
2024-03-02 23:10:00,2,0,23,5,5,5,0,9,2,2,0,53
2024-03-02 23:20:00,3,0,24,0,0,1,0,13,3,3,1,48
2024-03-02 23:30:00,0,0,22,2,2,2,0,8,1,2,1,40
2024-03-02 23:40:00,3,0,28,1,1,4,0,5,2,0,0,44
2024-03-02 23:50:00,0,0,20,0,0,0,0,9,2,3,2,36
2024-03-03 00:00:00,0,0,16,2,2,2,0,3,2,1,1,29
2024-03-03 00:10:00,1,1,21,0,0,0,1,11,3,3,1,42
2024-03-03 00:20:00,0,0,20,0,0,0,0,6,0,1,2,29
2024-03-03 00:30:00,0,0,22,2,2,2,0,8,1,0,0,37
2024-03-03 00:40:00,0,0,19,2,3,3,0,9,4,4,2,46
2024-03-03 00:50:00,1,0,17,2,2,2,1,7,2,1,0,35
2024-03-03 01:00:00,1,0,14,3,4,5,1,6,2,1,0,37
2024-03-03 01:10:00,0,0,15,1,1,1,0,10,1,1,1,31
2024-03-03 01:20:00,1,0,10,0,0,0,0,2,2,3,4,22
2024-03-03 01:30:00,1,0,16,0,0,0,0,5,0,0,0,22
2024-03-03 01:40:00,1,0,11,0,0,0,0,4,0,1,0,17
2024-03-03 01:50:00,0,1,8,0,0,0,0,6,0,0,1,16
2024-03-03 02:00:00,1,0,8,0,0,1,0,4,1,0,1,16
2024-03-03 02:10:00,0,0,9,0,0,0,0,4,1,0,0,14
2024-03-03 02:20:00,0,0,8,2,2,1,0,3,2,0,0,18
2024-03-03 02:30:00,0,0,14,2,2,2,0,11,1,0,1,33
2024-03-03 02:40:00,0,0,12,0,0,0,0,10,2,0,0,24
2024-03-03 02:50:00,0,0,12,0,0,0,0,5,2,2,0,21
2024-03-03 03:00:00,1,0,8,0,0,0,0,3,0,0,0,12
2024-03-03 03:10:00,0,0,6,0,0,0,0,3,0,0,0,9
2024-03-03 03:20:00,1,0,8,0,0,0,0,4,0,0,0,13
2024-03-03 03:30:00,0,0,8,0,0,0,0,4,0,0,0,12
2024-03-03 03:40:00,0,0,2,0,0,0,0,0,0,0,0,2
2024-03-03 03:50:00,0,0,4,0,0,0,0,2,2,0,0,8
2024-03-03 04:00:00,0,0,8,0,0,0,0,4,1,0,0,13
2024-03-03 04:10:00,0,0,7,0,0,0,0,1,0,0,0,8
2024-03-03 04:20:00,0,0,5,0,0,0,0,4,0,0,0,9
2024-03-03 04:30:00,0,0,4,2,2,3,0,3,0,1,1,16
2024-03-03 04:40:00,0,0,5,0,0,0,0,3,1,0,0,9
2024-03-03 04:50:00,0,0,7,0,0,0,1,8,1,0,0,17
2024-03-03 05:00:00,0,0,2,0,0,0,0,2,0,0,0,4
2024-03-03 05:10:00,0,0,9,0,0,0,0,3,0,1,1,14
2024-03-03 05:20:00,0,0,16,0,0,0,0,12,0,0,0,28
2024-03-03 05:30:00,0,0,16,0,0,0,0,11,2,0,0,29
2024-03-03 05:40:00,0,0,12,0,0,0,0,7,1,0,0,20
2024-03-03 05:50:00,0,0,6,0,0,0,0,4,0,0,0,10
2024-03-03 06:00:00,0,0,4,0,0,1,0,0,0,0,0,5
2024-03-03 06:10:00,0,0,9,0,0,0,0,6,1,0,0,16
2024-03-03 06:20:00,1,0,7,0,0,1,0,2,2,1,1,15
2024-03-03 06:30:00,0,0,7,1,1,2,0,4,0,0,0,15
2024-03-03 06:40:00,0,0,4,0,0,0,0,2,0,0,1,7
2024-03-03 06:50:00,0,0,9,0,0,0,0,5,2,1,2,19
2024-03-03 07:00:00,0,0,5,0,0,0,0,3,2,0,0,10
2024-03-03 07:10:00,0,0,8,0,0,0,0,4,1,1,1,15
2024-03-03 07:20:00,2,0,11,5,5,6,0,5,0,2,2,38
2024-03-03 07:30:00,0,0,12,4,4,3,0,8,0,0,0,31
2024-03-03 07:40:00,1,0,11,0,0,0,0,6,0,3,0,21
2024-03-03 07:50:00,0,0,15,0,0,2,0,11,1,2,2,33
2024-03-03 08:00:00,0,0,15,0,0,5,0,12,1,1,2,36
2024-03-03 08:10:00,1,0,10,2,3,5,0,5,2,2,3,33
2024-03-03 08:20:00,2,2,22,1,1,3,0,16,1,4,1,53
2024-03-03 08:30:00,1,0,22,1,2,4,0,12,0,3,3,48
2024-03-03 08:40:00,0,0,26,4,4,5,0,13,0,3,3,58
2024-03-03 08:50:00,1,0,23,5,6,9,1,22,2,3,1,73
2024-03-03 09:00:00,3,0,25,0,0,4,1,20,3,9,6,71
2024-03-03 09:10:00,0,0,23,5,5,9,3,13,2,3,3,66
2024-03-03 09:20:00,2,0,35,5,5,9,0,16,2,8,7,89
2024-03-03 09:30:00,1,0,39,3,2,4,1,24,2,8,4,88
2024-03-03 09:40:00,1,0,46,1,1,3,2,23,2,5,4,88
2024-03-03 09:50:00,1,1,40,6,6,8,4,26,2,5,0,99
2024-03-03 10:00:00,2,2,37,4,4,8,2,17,3,7,2,88
2024-03-03 10:10:00,2,1,42,4,5,5,2,22,1,5,1,90
2024-03-03 10:20:00,0,4,35,7,8,9,2,19,2,9,7,102
2024-03-03 10:30:00,2,0,30,1,2,7,4,21,2,4,4,77
2024-03-03 10:40:00,3,1,45,2,3,3,1,23,0,4,3,88
2024-03-03 10:50:00,0,0,35,8,10,9,1,27,1,6,5,102
2024-03-03 11:00:00,3,1,44,11,13,17,0,25,0,5,2,121
2024-03-03 11:10:00,2,0,39,1,1,9,2,23,0,2,1,80
2024-03-03 11:20:00,3,1,32,6,5,7,0,27,2,6,6,95
2024-03-03 11:30:00,1,1,39,5,3,5,2,20,6,4,3,89
2024-03-03 11:40:00,1,0,37,7,10,14,2,24,3,14,11,123
2024-03-03 11:50:00,2,2,29,1,2,8,3,22,4,8,7,88
2024-03-03 12:00:00,2,0,28,3,4,5,2,18,3,4,5,74
2024-03-03 12:10:00,4,3,29,9,10,12,6,27,4,9,8,121
2024-03-03 12:20:00,1,3,34,9,9,12,2,21,6,5,5,107
2024-03-03 12:30:00,0,0,28,5,6,7,2,30,2,11,8,99
2024-03-03 12:40:00,5,2,41,5,4,5,0,27,2,12,15,118
2024-03-03 12:50:00,1,1,49,11,14,16,5,26,17,11,9,160
2024-03-03 13:00:00,1,3,40,5,5,8,5,31,3,5,5,111
2024-03-03 13:10:00,2,1,47,4,5,7,1,25,4,9,5,110
2024-03-03 13:20:00,3,3,38,5,6,7,5,40,2,6,3,118
2024-03-03 13:30:00,2,1,40,1,1,10,3,21,3,13,13,108
2024-03-03 13:40:00,2,3,40,14,14,14,3,21,1,11,9,132
2024-03-03 13:50:00,4,4,51,12,16,14,3,33,2,10,6,155
2024-03-03 14:00:00,1,0,45,7,9,9,5,26,7,3,5,117
2024-03-03 14:10:00,4,1,62,8,9,11,3,27,6,11,6,148
2024-03-03 14:20:00,2,3,60,8,8,8,5,23,6,11,7,141
2024-03-03 14:30:00,3,0,44,8,7,11,2,26,2,11,12,126
2024-03-03 14:40:00,1,1,57,5,6,9,5,31,4,9,6,134
2024-03-03 14:50:00,3,0,63,8,8,10,0,34,8,13,12,159
2024-03-03 15:00:00,2,0,43,6,8,10,2,28,2,8,9,118
2024-03-03 15:10:00,3,0,46,15,18,13,2,26,3,9,8,143
2024-03-03 15:20:00,4,0,59,4,8,8,4,23,2,11,7,130
2024-03-03 15:30:00,1,1,51,1,1,5,5,32,4,10,7,118
