datetime,D20Z,D21Z,D22Z,V23Z,V24Z,D51Z,D52Z,D54Z,V55Z,V56Z,D80Z,D81Z,D82Z,V83Z,V84Z,V85Z,D110Z,D111Z,D112Z,V113Z,V114Z,V115Z,V116Z,V117Z,V118Z,Total
2024-03-17 12:30:00,0,11,30,7,31,946,0,97,34,0,12,42,0,21,9,3,2,85,35,36,60,9,5,63,33,1571
2024-03-17 12:40:00,5,18,32,10,28,503,0,41,33,0,14,45,0,23,4,6,3,60,37,40,49,10,9,58,35,1063
2024-03-17 12:50:00,5,21,39,13,39,338,0,24,26,0,14,60,0,12,6,3,0,85,36,33,42,4,8,65,42,915
2024-03-17 13:00:00,3,19,41,8,32,44,1,25,36,1,13,65,1,19,7,2,0,67,36,33,42,80,4,66,39,684
2024-03-17 13:10:00,7,19,21,5,22,44,0,24,27,0,12,62,1,13,7,3,0,65,27,28,55,123,3,56,23,647
2024-03-17 13:20:00,11,23,34,11,33,43,0,25,29,0,7,69,0,19,3,1,0,91,23,24,32,87,11,78,35,689
2024-03-17 13:30:00,3,17,29,4,24,43,0,23,28,0,16,60,1,16,8,5,2,74,30,36,43,130,5,70,27,694
2024-03-17 13:40:00,3,23,35,8,41,40,0,23,29,0,24,73,0,10,13,3,3,85,33,32,37,16,12,78,40,661
2024-03-17 13:50:00,1,17,27,5,24,458,0,18,27,0,21,54,0,17,7,1,1,80,18,37,35,4,7,76,30,965
2024-03-17 14:00:00,2,11,32,4,19,739,0,36,32,0,14,50,1,18,4,3,1,71,35,32,32,3,6,60,32,1237
2024-03-17 14:10:00,5,28,33,15,30,237,0,19,22,0,22,64,0,13,4,5,0,84,39,37,43,8,6,78,34,826
2024-03-17 14:20:00,5,31,38,13,35,138,0,24,29,0,18,51,0,25,6,4,1,87,30,27,46,0,9,74,35,726
2024-03-17 14:30:00,8,29,43,9,31,43,0,26,28,0,20,52,0,16,3,4,1,102,35,25,48,72,6,80,40,721
2024-03-17 14:40:00,8,27,39,5,35,41,1,26,25,2,16,55,1,18,6,11,1,76,30,23,33,3,8,65,37,592
2024-03-17 14:50:00,5,30,51,15,31,40,0,13,26,0,12,43,3,13,1,5,0,92,29,26,39,3,6,77,46,606
2024-03-17 15:00:00,5,19,49,16,40,46,0,17,34,0,15,56,0,13,8,5,1,73,28,35,48,5,9,65,51,638
2024-03-17 15:10:00,4,14,35,7,20,308,0,199,60,0,16,49,0,16,6,1,0,67,39,28,44,0,7,56,32,1008
2024-03-17 15:20:00,8,23,35,7,35,335,0,13,24,0,20,53,0,16,4,1,1,92,37,33,41,0,9,75,33,895
2024-03-17 15:30:00,4,20,44,7,36,279,0,43,21,0,20,66,0,17,2,1,0,90,36,32,44,0,12,86,48,908
2024-03-17 15:40:00,7,29,33,13,31,262,0,23,27,0,13,54,0,17,11,1,0,89,32,35,51,1,5,66,32,832
2024-03-17 15:50:00,1,16,32,3,29,571,0,19,21,0,13,50,0,22,6,3,0,58,26,31,33,1,5,62,29,1031
2024-03-17 16:00:00,6,27,31,8,18,274,0,22,25,0,19,69,0,17,6,3,0,61,24,27,38,6,9,59,31,780
2024-03-17 16:10:00,3,23,42,7,32,43,0,28,29,0,13,57,2,15,9,4,0,83,28,28,32,1,12,70,36,597
2024-03-17 16:20:00,4,20,32,15,30,39,0,17,29,0,15,48,1,12,8,5,1,73,25,34,39,5,3,58,27,540
2024-03-17 16:30:00,3,14,35,8,19,36,0,12,26,0,14,56,1,19,8,4,2,73,28,28,45,0,5,66,32,534
2024-03-17 16:40:00,4,22,31,4,14,36,0,19,33,0,19,52,1,17,6,2,0,70,38,37,47,2,4,64,30,552
2024-03-17 16:50:00,8,23,36,8,16,568,0,125,30,0,12,54,0,17,7,1,2,73,33,31,38,2,11,64,31,1190
2024-03-17 17:00:00,9,28,37,9,22,839,0,27,35,0,14,58,3,14,4,6,0,76,30,32,44,3,12,60,35,1397
2024-03-17 17:10:00,2,19,37,6,20,662,0,41,34,0,18,69,0,20,9,3,1,91,35,32,52,1,9,70,31,1262
2024-03-17 17:20:00,2,27,38,8,18,688,0,90,26,0,11,52,0,19,8,10,0,96,40,26,46,5,16,73,46,1345
2024-03-17 17:30:00,4,26,39,7,15,399,0,22,21,0,18,69,0,19,10,4,0,80,32,36,33,3,17,73,36,963
2024-03-17 17:40:00,4,26,45,12,24,168,2,31,29,1,13,67,0,19,12,2,2,77,41,30,43,4,20,75,38,785
2024-03-17 17:50:00,2,24,45,10,31,47,0,33,33,0,13,57,0,18,7,1,0,63,30,30,34,2,10,53,42,585
2024-03-17 18:00:00,5,22,35,8,31,53,0,32,41,0,10,56,2,18,8,5,0,96,26,35,28,5,15,70,33,634
2024-03-17 18:10:00,4,20,38,9,29,35,0,12,22,0,14,62,0,19,5,4,0,95,39,82,27,0,26,77,33,652
2024-03-17 18:20:00,6,26,33,10,24,371,0,14,20,0,15,56,0,18,8,0,0,90,28,84,18,0,6,70,30,927
2024-03-17 18:30:00,4,25,31,16,31,337,1,18,24,0,10,46,0,13,5,4,1,87,39,83,22,0,13,69,32,911
2024-03-17 18:40:00,4,9,29,6,20,612,0,21,30,0,16,41,0,15,18,3,1,66,23,83,13,2,7,64,31,1114
2024-03-17 18:50:00,5,20,25,0,3,21,0,8,20,0,8,32,0,26,7,27,0,71,24,75,15,1,5,80,35,508
2024-03-17 19:00:00,5,13,30,1,2,368,0,22,23,0,7,39,0,23,6,42,0,68,29,79,24,3,6,84,33,907
2024-03-17 19:10:00,1,9,23,1,1,79,0,81,25,0,7,45,0,26,7,34,0,52,25,54,12,1,4,58,29,574
2024-03-17 19:20:00,3,16,32,0,3,225,0,53,26,0,10,41,5,28,8,36,2,58,28,64,13,3,9,73,39,775
2024-03-17 19:30:00,10,18,26,2,2,132,0,23,24,0,8,33,0,29,9,35,0,52,25,52,7,3,8,64,29,591
2024-03-17 19:40:00,3,16,25,4,1,18,0,12,14,0,14,42,4,29,9,50,0,82,30,58,16,3,6,79,37,552
2024-03-17 19:50:00,2,13,26,0,2,14,0,7,13,0,7,35,0,21,12,42,0,53,26,43,10,1,5,71,33,436
2024-03-17 20:00:00,3,17,36,0,2,31,0,18,19,0,7,43,2,26,10,40,0,44,25,47,9,0,5,55,33,472
2024-03-17 20:10:00,4,21,29,2,0,26,0,14,21,0,8,33,0,21,11,32,0,45,20,40,7,2,10,52,35,433
2024-03-17 20:20:00,2,10,26,0,0,28,0,18,18,0,12,28,0,24,5,36,1,42,19,50,5,0,3,55,34,416
2024-03-17 20:30:00,1,12,25,0,3,26,0,14,20,0,3,31,4,29,11,40,2,47,12,54,7,0,6,68,31,446
2024-03-17 20:40:00,8,14,24,0,2,211,0,12,20,0,10,38,0,20,12,37,1,56,24,66,7,1,6,69,22,660
2024-03-17 20:50:00,1,11,23,0,0,61,0,22,18,0,3,23,0,18,8,32,0,44,19,50,16,1,5,53,34,442
2024-03-17 21:00:00,1,10,18,1,1,82,0,9,12,0,3,23,2,25,4,31,0,46,17,48,3,1,2,58,24,421
2024-03-17 21:10:00,3,8,16,1,1,134,0,42,22,0,7,24,0,21,1,22,0,40,13,35,5,0,3,44,19,461
2024-03-17 21:20:00,2,14,23,2,0,145,0,18,16,0,4,21,0,24,3,31,0,41,12,48,1,0,7,58,26,496
2024-03-17 21:30:00,2,8,21,3,0,59,0,10,16,0,4,15,0,19,4,32,0,34,20,34,5,1,5,47,21,360
2024-03-17 21:40:00,3,14,28,2,1,64,0,9,15,0,4,13,0,17,3,35,0,48,25,49,11,0,5,61,34,441
2024-03-17 21:50:00,1,5,10,0,0,11,0,5,13,0,2,17,0,22,4,26,0,37,13,32,2,0,0,42,17,259
2024-03-17 22:00:00,1,10,14,1,1,9,0,6,8,0,4,23,0,19,6,26,0,41,12,39,5,1,2,50,16,294
2024-03-17 22:10:00,4,11,13,0,0,14,0,6,13,0,2,10,0,13,0,20,0,27,16,28,6,0,5,37,17,242
2024-03-17 22:20:00,0,8,15,0,2,12,0,8,12,0,7,18,0,18,10,23,0,25,16,16,8,2,6,33,18,257
2024-03-17 22:30:00,3,5,17,0,0,10,0,7,9,0,3,14,0,19,1,25,0,26,10,22,3,0,2,35,16,227
2024-03-17 22:40:00,1,9,14,0,2,151,0,5,7,0,1,10,0,16,1,26,0,32,10,37,6,0,4,42,18,392
2024-03-17 22:50:00,0,4,9,0,0,159,0,13,9,0,3,10,0,16,3,15,1,16,11,12,2,1,2,23,15,324
2024-03-17 23:00:00,2,7,20,0,2,675,0,2,2,0,3,8,0,9,0,20,0,26,16,30,5,5,1,37,17,887
2024-03-17 23:10:00,0,3,8,0,0,105,0,2,6,0,0,9,0,8,2,16,0,20,7,23,3,0,0,30,8,250
2024-03-17 23:20:00,0,5,8,0,1,132,0,3,5,0,0,13,2,15,1,15,0,33,8,13,4,0,2,27,7,294
2024-03-17 23:30:00,1,3,2,0,0,6,0,3,5,0,3,9,0,12,3,6,0,15,2,17,0,0,2,20,4,113
2024-03-17 23:40:00,0,2,7,0,0,0,0,0,0,0,0,3,0,4,1,11,0,14,5,15,3,0,1,19,7,92
2024-03-17 23:50:00,0,3,6,0,0,5,0,2,5,0,3,4,0,4,1,9,0,10,4,11,0,0,2,16,7,92
2024-03-18 00:00:00,0,0,8,0,0,41,0,2,6,0,0,4,0,8,1,7,0,10,11,9,4,0,0,15,12,138
2024-03-18 00:10:00,0,1,1,0,1,137,0,1,1,0,0,5,0,7,1,11,0,14,12,11,5,0,0,15,2,225
2024-03-18 00:20:00,0,0,5,0,2,311,0,1,1,0,1,2,0,1,0,11,0,3,1,2,0,0,0,4,5,350
2024-03-18 00:30:00,0,0,2,0,0,304,0,0,0,0,0,2,0,3,0,5,0,9,6,13,1,0,0,12,2,359
2024-03-18 00:40:00,0,1,2,0,0,85,0,2,2,0,1,4,0,6,0,6,0,11,6,7,4,0,0,13,4,154
2024-03-18 00:50:00,0,0,4,0,1,4,0,1,4,0,2,3,0,5,0,1,0,4,4,4,2,0,0,10,8,57
2024-03-18 01:00:00,0,0,0,0,0,1,0,0,1,0,0,7,0,7,0,3,0,5,1,3,0,1,0,6,1,36
2024-03-18 01:10:00,0,1,5,0,0,3,0,0,3,0,1,3,0,5,3,4,0,4,2,5,3,0,0,5,2,49
2024-03-18 01:20:00,0,1,1,0,0,2,0,2,2,0,0,3,0,5,1,3,0,2,1,1,1,0,0,4,1,30
2024-03-18 01:30:00,0,2,2,1,0,139,0,1,3,0,0,0,0,1,0,4,0,6,5,6,3,0,0,7,2,182
2024-03-18 01:40:00,0,1,1,0,0,126,0,1,2,0,2,4,0,6,1,2,0,2,0,3,0,0,0,3,0,154
2024-03-18 01:50:00,0,1,2,0,0,316,0,0,0,0,2,4,0,6,0,3,0,1,1,0,1,0,0,3,3,343
2024-03-18 02:00:00,0,0,1,0,0,310,0,0,1,0,0,2,0,2,0,2,0,1,1,1,0,0,0,1,1,323
2024-03-18 02:10:00,0,0,3,0,2,89,0,0,1,0,0,1,0,2,0,3,0,3,2,2,2,0,0,7,4,121
2024-03-18 02:20:00,0,1,1,0,0,134,0,0,1,0,2,6,1,3,2,3,0,1,1,0,1,0,0,1,0,158
2024-03-18 02:30:00,0,0,3,0,1,0,0,0,0,0,0,3,0,5,1,2,0,4,2,4,1,0,0,9,4,39
2024-03-18 02:40:00,0,0,1,0,0,1,0,1,1,0,1,2,0,3,1,5,0,5,1,6,0,0,0,6,1,35
2024-03-18 02:50:00,0,0,10,0,0,1,0,1,1,0,3,2,0,4,0,4,0,3,1,4,2,0,0,6,5,47
2024-03-18 03:00:00,0,0,3,0,2,2,0,2,2,0,2,4,0,5,0,8,0,4,2,3,1,4,0,6,2,52
2024-03-18 03:10:00,0,1,2,0,0,110,0,0,1,0,0,2,0,3,1,4,0,5,4,6,3,0,0,7,2,151
2024-03-18 03:20:00,0,0,0,0,0,182,0,0,1,0,0,2,0,2,0,1,0,2,2,4,2,0,0,2,0,200
2024-03-18 03:30:00,0,0,6,0,0,275,0,2,3,0,1,6,0,7,0,8,0,2,4,2,4,2,0,8,6,336
2024-03-18 03:40:00,0,1,0,3,0,201,0,0,1,0,2,5,0,7,4,7,0,6,0,8,1,0,0,9,0,255
2024-03-18 03:50:00,0,0,3,0,1,67,0,1,1,0,4,8,0,10,0,9,0,4,4,6,3,2,0,6,4,133
2024-03-18 04:00:00,0,0,1,0,1,54,0,1,3,0,2,5,0,4,0,8,0,4,1,5,2,1,0,4,0,96
2024-03-18 04:10:00,0,0,4,0,0,23,0,5,0,0,1,5,0,3,1,4,0,4,4,4,1,1,0,5,6,71
2024-03-18 04:20:00,0,1,1,1,0,1,0,1,1,0,1,12,0,15,0,8,0,1,0,2,0,0,0,1,1,47
2024-03-18 04:30:00,0,1,3,0,0,3,0,3,3,0,2,7,0,12,0,16,0,10,7,14,4,0,0,12,4,101
2024-03-18 04:40:00,0,3,9,0,0,5,0,2,5,0,4,10,1,8,1,13,0,12,5,18,3,0,1,14,12,126
2024-03-18 04:50:00,0,1,3,0,3,6,0,4,6,0,5,16,0,15,0,12,0,11,4,11,1,2,0,11,5,116
2024-03-18 05:00:00,0,1,5,0,0,84,0,7,7,0,9,26,0,20,2,33,0,18,10,14,6,3,0,22,4,271
2024-03-18 05:10:00,0,0,7,0,3,120,0,6,8,0,9,29,0,25,0,37,0,17,8,22,8,4,0,24,8,335
2024-03-18 05:20:00,0,2,13,0,1,355,0,32,10,0,18,50,0,33,4,34,0,19,16,24,9,1,1,26,17,665
2024-03-18 05:30:00,2,3,19,0,0,391,0,18,18,0,14,43,1,26,3,37,0,24,23,29,5,0,2,33,24,715
2024-03-18 05:40:00,2,3,20,2,4,214,0,26,15,1,11,45,0,28,2,39,0,53,32,51,13,5,1,64,23,654
2024-03-18 05:50:00,3,14,28,0,2,20,0,8,16,0,14,56,0,27,4,39,1,53,20,53,7,5,6,62,35,473
2024-03-18 06:00:00,2,10,35,2,5,26,0,14,20,0,15,56,0,31,4,42,0,34,24,33,9,4,4,47,42,459
2024-03-18 06:10:00,4,13,33,0,1,34,0,20,30,0,26,88,0,33,9,42,0,48,38,42,13,1,2,53,44,574
2024-03-18 06:20:00,3,24,45,6,18,38,0,26,31,0,28,62,0,21,3,39,0,62,41,58,15,4,3,60,53,640
2024-03-18 06:30:00,3,17,45,10,28,64,0,30,30,0,35,87,0,14,4,21,3,57,34,63,12,5,13,61,39,675
2024-03-18 06:40:00,6,21,52,9,32,346,2,78,34,1,28,81,0,20,3,5,0,77,41,94,25,2,10,69,56,1092
2024-03-18 06:50:00,9,28,58,17,46,453,0,38,29,0,47,126,4,11,7,1,0,86,50,95,33,5,14,79,53,1289
2024-03-18 07:00:00,11,27,55,15,51,443,0,131,36,0,32,99,0,14,6,6,1,79,50,79,39,8,13,65,47,1307
2024-03-18 07:10:00,2,23,64,14,48,231,0,286,40,0,30,128,0,13,9,14,0,92,60,83,49,10,10,82,62,1350
2024-03-18 07:20:00,15,47,81,31,49,79,0,47,24,0,43,147,0,3,18,9,1,99,72,73,51,8,21,91,66,1075
2024-03-18 07:30:00,21,55,82,31,60,181,0,43,31,0,40,138,1,7,13,11,2,115,71,76,49,16,23,89,73,1228
2024-03-18 07:40:00,29,79,101,35,42,125,0,48,33,0,50,146,0,3,19,8,0,136,68,65,61,10,27,95,92,1272
2024-03-18 07:50:00,23,69,124,32,48,61,0,39,23,0,46,149,0,3,9,9,1,141,66,33,68,10,31,104,89,1178
2024-03-18 08:00:00,28,77,104,43,46,109,0,25,23,0,42,135,2,3,14,9,0,127,82,33,70,13,29,91,92,1197
2024-03-18 08:10:00,18,60,97,32,61,83,0,48,37,0,48,142,1,5,19,11,1,115,84,33,58,9,23,95,71,1151
2024-03-18 08:20:00,20,68,84,29,66,208,0,144,31,0,39,136,1,8,12,9,0,126,65,34,73,15,20,89,75,1352
2024-03-18 08:30:00,18,60,83,29,45,259,0,54,42,0,41,122,0,14,12,15,1,120,70,28,52,15,26,81,70,1257
2024-03-18 08:40:00,21,69,72,37,57,204,1,57,40,0,30,117,0,8,15,13,3,107,52,46,68,6,20,93,72,1208
2024-03-18 08:50:00,18,48,97,29,65,194,0,85,31,0,53,126,0,8,14,18,1,119,66,40,73,14,28,104,76,1307
2024-03-18 09:00:00,20,57,78,29,57,242,0,35,41,0,29,97,0,16,7,10,2,67,63,30,51,11,15,67,71,1095
2024-03-18 09:10:00,19,51,66,26,50,60,0,36,26,0,32,97,0,14,7,10,0,103,54,42,55,4,19,87,61,919
2024-03-18 09:20:00,16,41,61,32,40,60,0,35,42,0,27,90,0,18,6,7,2,114,51,28,51,14,17,88,49,889
2024-03-18 09:30:00,15,48,70,28,50,34,0,19,22,0,17,67,0,18,10,6,2,117,66,29,52,9,27,93,68,867
2024-03-18 09:40:00,14,45,58,37,63,39,0,17,26,0,27,77,0,16,7,15,2,92,49,34,64,14,28,83,61,868
2024-03-18 09:50:00,14,58,66,32,49,96,0,25,29,0,44,93,0,15,15,9,1,115,52,32,54,8,35,72,71,985
2024-03-18 10:00:00,9,41,76,30,56,289,0,40,30,0,32,85,3,15,11,3,0,80,48,38,45,9,30,71,67,1108
2024-03-18 10:10:00,13,42,54,26,43,216,0,114,28,0,24,69,0,18,15,9,1,72,52,33,38,8,20,63,44,1002
2024-03-18 10:20:00,9,50,59,23,34,182,0,191,27,1,23,56,0,19,8,10,1,78,33,40,55,11,24,74,52,1060
2024-03-18 10:30:00,6,43,51,16,43,243,0,180,32,0,35,75,3,15,11,8,0,89,47,27,52,4,31,64,52,1127
2024-03-18 10:40:00,9,42,63,21,38,255,0,241,25,0,36,69,0,16,7,8,0,87,38,35,58,7,25,74,60,1214
2024-03-18 10:50:00,11,27,60,14,42,95,0,23,27,0,33,74,0,16,3,4,0,96,44,20,47,9,19,60,63,787
2024-03-18 11:00:00,3,25,59,18,46,186,0,20,17,0,31,77,1,18,3,3,0,81,40,40,53,4,23,76,60,884
2024-03-18 11:10:00,9,37,58,28,35,184,0,47,33,0,13,63,0,20,6,9,2,102,64,35,62,10,28,76,58,979
2024-03-18 11:20:00,9,38,62,24,54,62,0,18,23,0,32,76,0,17,7,8,0,189,51,33,56,10,23,71,68,931
2024-03-18 11:30:00,9,42,73,23,38,28,0,19,25,0,19,55,0,17,7,3,0,65,41,31,55,5,31,66,60,712
2024-03-18 11:40:00,14,50,55,27,51,42,0,18,23,0,32,69,0,12,6,9,0,88,60,36,53,6,32,79,52,814
2024-03-18 11:50:00,10,42,55,26,41,54,0,35,33,0,28,78,0,16,7,4,0,90,29,28,49,5,25,71,49,775
2024-03-18 12:00:00,16,58,61,32,46,46,0,34,31,0,17,65,1,16,5,9,3,94,59,28,53,6,37,71,52,840
2024-03-18 12:10:00,21,58,51,31,46,37,0,23,28,0,31,65,0,15,6,9,2,97,50,35,48,9,38,72,51,823
2024-03-18 12:20:00,13,51,62,46,55,41,0,31,25,0,30,72,0,18,9,9,1,105,40,37,54,13,36,95,64,907
2024-03-18 12:30:00,10,41,50,40,45,136,0,134,33,0,18,60,0,15,8,8,0,91,35,32,54,13,22,73,49,967
2024-03-18 12:40:00,13,60,74,45,57,255,0,18,21,0,29,84,0,11,6,10,0,121,51,22,43,8,38,72,68,1106
2024-03-18 12:50:00,14,56,61,30,46,222,0,71,18,0,19,71,0,17,3,8,0,95,54,32,65,18,40,97,65,1102
2024-03-18 13:00:00,25,63,95,31,53,152,0,31,27,0,24,55,1,14,4,13,1,104,53,33,56,204,36,90,67,1232
2024-03-18 13:10:00,19,62,50,49,63,149,0,33,28,0,22,65,0,16,8,10,2,109,39,27,46,203,49,73,46,1168
2024-03-18 13:20:00,17,55,52,36,53,41,0,28,29,0,29,78,1,16,7,5,1,123,57,31,51,60,33,83,55,941
2024-03-18 13:30:00,26,55,63,45,60,25,0,11,21,0,28,79,1,20,10,6,0,126,71,29,55,35,34,81,55,936
2024-03-18 13:40:00,17,58,50,42,50,41,0,27,35,0,19,77,0,16,7,3,2,97,48,36,49,13,28,85,44,844
2024-03-18 13:50:00,18,63,53,32,53,31,0,13,23,1,22,75,0,16,10,7,0,101,48,37,59,5,21,90,49,827
2024-03-18 14:00:00,14,56,57,32,48,385,0,120,28,0,27,76,0,13,6,9,1,120,50,32,58,10,25,104,52,1323
2024-03-18 14:10:00,11,52,63,44,42,274,0,25,24,0,32,86,1,15,10,7,3,108,48,33,57,10,14,83,58,1100
2024-03-18 14:20:00,16,51,52,24,40,286,1,45,34,4,34,73,0,27,7,10,3,100,54,38,63,8,20,83,45,1118
2024-03-18 14:30:00,16,47,58,22,30,332,0,31,24,0,24,82,1,12,9,4,6,111,42,45,73,5,17,80,62,1133
2024-03-18 14:40:00,23,68,49,21,37,54,0,33,42,0,34,86,0,17,9,7,3,123,65,42,72,2,31,92,50,960
2024-03-18 14:50:00,14,62,69,26,43,45,0,30,37,0,32,79,0,12,9,21,2,150,61,41,78,8,45,79,60,1003
2024-03-18 15:00:00,26,72,68,23,54,36,0,24,27,0,20,63,1,18,7,11,2,131,58,40,61,3,22,109,57,933
2024-03-18 15:10:00,21,61,85,27,55,28,0,11,24,0,24,88,0,21,6,10,3,135,69,28,67,6,25,104,71,969
2024-03-18 15:20:00,26,81,72,27,48,46,0,32,25,0,30,82,0,15,6,11,7,140,66,29,53,13,26,101,63,999
2024-03-18 15:30:00,21,64,49,27,37,332,0,66,22,0,37,90,0,20,7,6,1,137,62,27,56,4,28,87,48,1228
2024-03-18 15:40:00,23,66,58,33,45,251,0,148,28,0,18,66,0,15,5,6,1,164,63,17,68,5,20,104,47,1251
2024-03-18 15:50:00,21,67,65,36,50,721,0,38,34,0,35,104,0,14,8,5,0,144,56,23,56,8,30,100,59,1674
2024-03-18 16:00:00,30,79,65,26,42,71,0,78,27,0,29,97,3,18,9,14,8,140,60,18,52,8,33,90,59,1056
2024-03-18 16:10:00,29,75,69,32,41,229,0,101,34,0,25,77,0,18,8,6,2,153,59,15,56,3,27,97,54,1210
2024-03-18 16:20:00,31,67,73,21,30,55,0,37,36,0,33,101,4,17,11,8,1,131,56,23,46,4,24,80,60,949
2024-03-18 16:30:00,21,71,83,19,52,61,0,36,34,0,21,99,0,18,10,11,4,145,78,20,60,6,26,91,73,1039
2024-03-18 16:40:00,20,67,65,33,34,54,0,32,24,0,34,96,0,17,14,13,3,159,79,25,59,8,21,86,71,1014
2024-03-18 16:50:00,30,89,68,50,53,57,0,34,39,0,26,74,0,24,9,14,7,163,71,31,58,11,27,73,67,1075
2024-03-18 17:00:00,23,76,75,28,43,56,0,41,28,0,39,94,1,20,14,14,8,143,69,30,58,12,32,103,55,1062
2024-03-18 17:10:00,28,83,76,26,48,372,0,130,28,0,26,66,0,18,10,18,4,145,77,20,69,15,65,92,69,1485
2024-03-18 17:20:00,39,83,82,41,39,457,0,80,32,0,29,75,0,12,7,14,2,163,76,19,65,7,58,103,73,1556
2024-03-18 17:30:00,34,84,67,25,38,520,0,223,26,0,20,73,1,17,9,12,7,159,73,16,54,8,59,86,59,1670
2024-03-18 17:40:00,29,83,81,42,43,143,0,31,27,0,24,69,0,20,8,18,7,174,98,4,55,13,31,98,65,1163
2024-03-18 17:50:00,28,77,82,30,59,441,0,32,26,0,30,81,0,12,6,10,5,158,79,13,61,18,43,92,73,1456
2024-03-18 18:00:00,24,75,67,23,42,50,0,227,27,0,19,76,0,16,3,10,3,137,65,22,56,13,28,101,58,1142
2024-03-18 18:10:00,16,57,60,21,40,59,0,32,35,0,33,74,0,11,8,11,3,151,65,27,43,7,18,61,50,882
2024-03-18 18:20:00,21,49,54,21,42,46,0,36,29,0,26,84,0,19,14,6,2,153,68,56,39,4,14,97,43,923
2024-03-18 18:30:00,22,63,47,25,27,97,1,33,34,1,24,65,0,23,9,7,3,125,62,100,45,2,26,89,41,971
2024-03-18 18:40:00,9,52,65,37,33,47,0,27,34,0,29,79,0,16,12,22,6,103,48,96,34,4,39,89,51,932
2024-03-18 18:50:00,8,48,59,11,13,281,0,67,24,0,22,53,0,20,19,35,0,95,48,81,15,5,10,96,53,1063
2024-03-18 19:00:00,15,49,44,1,6,353,0,144,30,0,4,43,0,27,4,55,7,100,39,101,15,9,17,97,41,1201
2024-03-18 19:10:00,6,31,34,4,5,207,1,18,22,0,11,45,0,26,10,34,6,75,31,85,20,6,14,91,43,825
2024-03-18 19:20:00,7,23,39,2,3,449,0,16,16,0,10,49,0,23,12,51,2,93,34,85,12,5,8,110,35,1084
2024-03-18 19:30:00,8,30,26,5,3,27,0,34,19,0,11,44,0,29,11,50,2,76,30,69,9,3,10,98,28,622
2024-03-18 19:40:00,6,25,37,8,4,23,0,16,19,0,11,34,1,24,10,52,1,90,47,90,24,6,8,112,38,686
2024-03-18 19:50:00,10,30,36,1,3,21,0,9,14,0,10,35,1,26,14,40,3,76,41,65,14,11,8,86,47,601
2024-03-18 20:00:00,6,23,37,3,3,21,0,12,15,0,9,40,0,25,7,36,2,67,31,60,3,4,8,82,36,530
2024-03-18 20:10:00,9,22,25,2,1,25,0,18,21,0,8,51,0,25,10,45,3,72,27,66,6,1,8,85,23,553
2024-03-18 20:20:00,6,22,26,4,2,20,0,11,17,0,10,41,1,21,3,38,2,58,33,51,13,2,10,68,39,498
2024-03-18 20:30:00,2,15,28,2,6,75,0,8,12,0,7,24,0,27,7,42,0,40,24,44,8,0,3,60,28,462
2024-03-18 20:40:00,1,12,32,2,1,20,0,10,14,0,6,27,0,17,5,33,2,50,23,65,8,1,8,58,34,429
2024-03-18 20:50:00,7,18,27,1,1,66,0,6,8,1,9,21,0,20,5,36,0,56,24,53,10,3,4,72,31,479
2024-03-18 21:00:00,0,7,19,2,1,164,0,137,17,0,3,29,0,25,5,27,1,65,16,42,10,1,3,49,17,640
2024-03-18 21:10:00,3,16,15,0,0,122,0,25,14,2,2,22,0,25,10,32,0,48,30,48,10,1,7,59,17,508
2024-03-18 21:20:00,4,11,23,4,0,134,0,124,21,1,14,29,0,21,5,29,0,42,20,46,7,1,5,58,36,635
2024-03-18 21:30:00,5,18,22,2,0,121,0,11,8,0,2,28,0,16,5,25,4,36,15,47,9,0,2,46,23,445
2024-03-18 21:40:00,2,13,15,1,2,119,0,5,12,5,8,22,0,18,8,23,1,49,24,49,14,3,4,64,22,483
2024-03-18 21:50:00,4,11,19,2,2,8,0,7,6,5,3,14,0,9,9,21,0,35,13,49,21,1,2,48,20,309
2024-03-18 22:00:00,2,6,16,1,1,22,0,9,8,8,9,33,0,17,10,26,0,29,12,34,12,0,4,38,20,317
2024-03-18 22:10:00,1,11,25,1,0,16,0,9,15,11,12,37,0,22,8,32,0,39,16,55,12,1,4,51,28,406
2024-03-18 22:20:00,5,22,26,4,1,14,0,2,7,4,4,19,0,14,6,24,2,32,13,52,11,0,2,43,31,338
2024-03-18 22:30:00,3,12,25,0,1,7,0,4,7,1,2,19,0,21,10,21,1,46,24,51,18,0,8,45,28,354
2024-03-18 22:40:00,3,10,15,0,3,11,0,7,12,3,6,17,0,20,7,21,0,36,17,49,18,3,2,47,15,322
2024-03-18 22:50:00,0,5,12,0,0,40,0,2,4,2,7,10,0,9,7,14,0,20,11,29,9,0,0,28,13,222
2024-03-18 23:00:00,1,4,10,1,0,71,0,1,5,1,2,20,0,14,8,19,0,30,17,43,14,0,1,35,13,310
2024-03-18 23:10:00,0,3,7,2,1,188,0,86,8,1,1,5,0,7,8,20,0,21,6,34,7,1,4,31,8,449
2024-03-18 23:20:00,0,1,6,0,0,191,0,0,0,0,4,5,1,5,2,8,0,14,5,24,8,0,0,24,8,306
2024-03-18 23:30:00,2,7,15,2,0,96,0,3,6,0,2,78,2,13,2,17,0,19,12,32,7,0,3,36,9,363
2024-03-18 23:40:00,0,2,10,0,0,48,0,2,2,0,1,6,0,6,2,9,0,9,7,14,5,0,1,16,8,148
