datetime,D20Z,D21Z,D22Z,V23Z,V24Z,D51Z,D52Z,D54Z,V55Z,V56Z,D80Z,D81Z,D82Z,V83Z,V84Z,V85Z,D110Z,D111Z,D112Z,V113Z,V114Z,V115Z,V116Z,V117Z,V118Z,Total
2024-03-07 22:10:00,5,15,30,2,1,18,0,7,11,0,6,28,0,24,4,39,0,43,20,41,26,47,4,57,36,464
2024-03-07 22:20:00,8,24,20,0,0,15,0,9,11,0,4,20,0,24,2,24,2,41,22,41,26,35,9,53,23,413
2024-03-07 22:30:00,2,15,28,1,2,21,0,11,13,0,5,31,0,25,5,34,0,41,24,42,30,14,8,50,27,429
2024-03-07 22:40:00,1,6,14,0,0,16,0,14,14,0,5,17,0,25,4,28,0,33,19,31,18,3,2,42,22,314
2024-03-07 22:50:00,1,6,15,0,0,19,0,9,16,0,6,21,0,28,8,16,0,32,13,37,23,0,1,41,18,310
2024-03-07 23:00:00,0,7,14,0,0,171,0,5,11,0,5,29,0,26,10,25,0,32,9,34,18,1,5,47,16,465
2024-03-07 23:10:00,1,4,11,2,3,129,0,9,15,0,1,10,0,15,0,23,0,34,15,35,19,8,2,44,13,393
2024-03-07 23:20:00,0,3,9,0,2,234,0,2,8,0,1,10,0,13,1,18,0,25,12,24,17,4,3,34,11,431
2024-03-07 23:30:00,0,1,15,0,0,606,0,7,8,0,2,7,0,11,3,13,1,19,12,28,24,0,0,25,21,803
2024-03-07 23:40:00,1,6,11,2,2,137,0,6,6,0,4,10,0,12,4,14,0,36,11,25,20,0,1,39,10,357
2024-03-07 23:50:00,0,3,6,0,3,127,0,36,10,0,4,9,0,14,1,13,0,22,9,20,12,1,0,31,7,328
2024-03-08 00:00:00,1,6,7,2,3,188,0,30,3,0,2,7,0,11,0,11,0,16,7,17,12,1,0,19,5,348
2024-03-08 00:10:00,0,1,11,0,5,4,0,3,4,0,2,3,0,6,0,10,0,12,8,19,15,1,0,25,9,138
2024-03-08 00:20:00,0,2,12,2,1,3,0,2,3,0,1,8,0,15,1,10,0,14,6,22,14,1,1,21,13,152
2024-03-08 00:30:00,2,4,7,3,1,4,0,2,4,0,1,7,0,12,1,5,0,12,7,13,8,0,0,17,8,118
2024-03-08 00:40:00,1,1,5,0,2,5,0,3,5,0,3,5,0,6,0,8,0,10,6,15,10,3,0,16,4,108
2024-03-08 00:50:00,0,1,4,0,0,4,0,3,3,0,1,2,0,3,1,10,0,8,6,12,8,0,1,9,4,80
2024-03-08 01:00:00,0,0,6,0,0,250,0,3,4,0,4,6,0,12,4,13,0,10,3,16,7,0,0,16,6,360
2024-03-08 01:10:00,0,4,6,0,0,216,0,3,4,0,1,7,0,8,2,10,0,15,5,16,13,3,1,20,4,338
2024-03-08 01:20:00,0,2,5,0,0,108,0,0,2,0,1,3,0,6,1,12,0,5,1,10,8,1,0,7,6,178
2024-03-08 01:30:00,0,0,3,0,0,84,0,52,2,0,0,2,0,4,1,2,0,3,4,7,6,1,0,5,5,181
2024-03-08 01:40:00,0,0,4,1,0,2,0,1,1,0,0,1,0,2,0,8,0,7,5,11,8,0,0,8,4,63
2024-03-08 01:50:00,0,1,3,0,0,2,0,2,2,0,1,3,0,4,0,3,0,2,1,5,3,0,1,2,3,38
2024-03-08 02:00:00,0,1,4,0,0,582,0,1,1,0,1,4,0,7,1,3,0,4,1,7,5,0,0,6,2,630
2024-03-08 02:10:00,0,1,2,0,0,1036,0,1,1,0,4,6,0,9,1,3,0,2,0,4,1,0,0,5,2,1078
2024-03-08 02:20:00,0,1,2,0,0,484,0,39,2,0,0,1,0,3,0,0,0,2,1,3,2,0,1,3,3,547
2024-03-08 02:30:00,0,0,2,0,2,151,0,1,2,0,0,2,0,2,1,5,0,4,4,7,3,2,0,6,4,198
2024-03-08 02:40:00,0,0,3,0,0,0,0,0,0,0,2,3,0,4,1,7,0,5,5,7,5,0,0,5,2,49
2024-03-08 02:50:00,0,1,2,0,1,1,0,0,1,0,1,2,0,3,0,4,0,2,0,4,2,0,0,4,1,29
2024-03-08 03:00:00,0,0,4,0,1,664,0,1,2,0,2,3,0,5,0,4,0,4,5,8,8,1,0,5,5,722
2024-03-08 03:10:00,0,1,3,0,0,1565,0,0,1,0,0,1,0,2,0,3,0,5,2,10,6,0,0,7,3,1609
2024-03-08 03:20:00,0,1,3,0,1,923,0,3,3,0,0,1,0,1,0,4,0,1,2,4,2,0,0,2,4,955
2024-03-08 03:30:00,0,1,4,2,0,379,0,2,3,0,1,3,0,5,0,6,0,4,1,7,5,2,0,7,6,438
2024-03-08 03:40:00,0,1,4,1,1,2,0,2,2,0,2,3,0,5,0,9,0,5,5,8,6,1,0,5,7,69
2024-03-08 03:50:00,0,0,1,0,0,266,0,0,0,0,1,3,0,5,1,6,0,7,2,5,6,0,0,6,3,312
2024-03-08 04:00:00,0,1,2,2,0,703,0,0,0,0,2,6,0,7,1,11,0,5,4,5,3,0,0,4,2,758
2024-03-08 04:10:00,1,2,6,1,3,1341,0,2,2,0,2,5,0,5,0,4,0,4,1,11,10,0,0,9,7,1416
2024-03-08 04:20:00,0,1,3,2,0,417,0,6,4,0,1,14,0,18,0,14,0,7,1,8,6,2,0,7,2,513
2024-03-08 04:30:00,0,0,0,0,0,6,0,4,4,0,2,11,0,13,2,11,0,7,4,9,5,0,0,8,3,89
2024-03-08 04:40:00,0,0,8,0,0,4,0,3,4,0,2,12,0,17,0,12,0,4,0,9,7,1,1,10,9,103
2024-03-08 04:50:00,0,0,5,0,5,660,0,6,9,0,5,13,0,17,1,13,0,5,6,10,7,4,0,11,5,782
2024-03-08 05:00:00,0,1,10,0,1,777,0,8,5,0,6,11,0,16,0,23,0,15,11,18,16,2,0,20,12,952
2024-03-08 05:10:00,1,2,8,0,0,498,0,10,7,0,10,23,0,14,0,28,0,18,15,23,19,3,1,24,10,714
2024-03-08 05:20:00,0,3,13,0,3,7,0,5,7,0,9,36,0,22,1,28,0,20,11,29,16,1,0,31,18,260
2024-03-08 05:30:00,0,5,18,1,4,14,0,3,14,0,7,37,0,25,0,26,0,22,22,31,28,1,2,35,17,312
2024-03-08 05:40:00,1,4,23,1,4,637,0,16,19,0,10,47,1,28,4,45,1,47,23,34,39,2,1,55,28,1070
2024-03-08 05:50:00,0,6,24,2,2,447,0,5,9,0,9,49,0,30,4,33,0,39,22,39,34,0,2,44,33,833
2024-03-08 06:00:00,3,8,22,1,3,707,0,19,18,0,14,49,0,37,3,44,0,34,22,42,32,21,3,48,28,1158
2024-03-08 06:10:00,2,14,35,2,1,25,0,16,18,0,19,80,0,31,2,39,0,45,31,44,35,27,4,46,31,547
2024-03-08 06:20:00,9,21,50,2,8,36,0,21,27,0,16,78,0,29,3,54,1,68,41,40,43,11,4,68,56,686
2024-03-08 06:30:00,3,14,35,1,4,40,1,23,19,0,26,77,0,26,3,55,2,50,38,42,34,6,9,57,37,602
2024-03-08 06:40:00,5,15,41,12,23,128,0,67,48,0,22,82,0,15,10,21,0,79,38,45,47,8,7,69,39,821
2024-03-08 06:50:00,5,24,48,18,33,536,0,314,23,0,28,105,0,14,5,8,0,87,49,36,54,11,13,65,41,1517
2024-03-08 07:00:00,5,21,60,14,38,348,0,154,44,0,18,88,0,12,8,3,0,83,55,39,54,3,10,76,55,1188
2024-03-08 07:10:00,14,31,62,20,43,428,0,140,39,0,35,112,0,10,11,3,1,80,53,39,56,4,13,79,61,1334
2024-03-08 07:20:00,10,32,69,15,40,60,0,28,22,0,24,113,1,12,10,6,2,108,62,33,55,8,13,94,58,875
2024-03-08 07:30:00,18,49,91,18,60,74,0,43,42,0,29,134,0,8,11,13,0,143,76,39,74,19,17,104,87,1149
2024-03-08 07:40:00,33,76,99,30,54,72,0,44,43,0,39,128,0,5,15,8,0,114,69,41,73,12,19,95,79,1148
2024-03-08 07:50:00,31,72,87,53,51,111,0,38,34,0,37,149,0,2,7,13,0,125,79,59,67,20,31,107,78,1251
2024-03-08 08:00:00,30,72,95,43,57,437,0,47,48,0,34,97,0,12,8,13,0,99,63,40,66,21,44,100,85,1511
2024-03-08 08:10:00,24,56,72,43,47,227,0,45,37,0,33,125,0,10,12,5,2,107,63,44,71,12,32,100,67,1234
2024-03-08 08:20:00,18,61,81,42,48,290,0,45,35,0,40,122,0,9,12,5,0,109,61,36,64,12,32,86,59,1267
2024-03-08 08:30:00,20,44,60,32,44,253,0,46,44,0,37,124,0,10,13,7,0,103,58,39,63,12,31,95,63,1198
2024-03-08 08:40:00,18,52,68,34,55,49,0,28,28,0,30,105,0,11,17,11,1,108,54,37,64,17,35,94,66,982
2024-03-08 08:50:00,15,39,81,20,42,72,0,46,40,0,33,101,0,12,9,7,1,113,57,39,66,11,24,83,83,994
2024-03-08 09:00:00,10,32,56,20,43,52,0,38,31,0,25,88,1,20,10,10,3,92,53,35,60,17,23,80,62,861
2024-03-08 09:10:00,24,61,65,23,50,51,0,29,32,0,25,78,0,13,21,15,2,92,54,44,57,14,27,79,65,921
2024-03-08 09:20:00,11,38,53,11,34,46,1,32,25,1,38,83,0,24,16,11,1,112,42,36,60,21,19,81,67,863
2024-03-08 09:30:00,14,58,62,22,46,84,0,38,40,0,28,75,0,17,19,16,0,100,51,36,64,43,23,83,79,998
2024-03-08 09:40:00,14,54,77,24,46,398,1,26,24,2,19,79,0,20,26,16,1,89,60,31,61,22,46,76,100,1312
2024-03-08 09:50:00,5,29,58,18,36,550,0,21,37,0,26,80,0,23,14,17,1,87,45,41,63,49,22,97,68,1387
2024-03-08 10:00:00,16,42,58,16,24,348,0,30,41,0,23,85,0,23,15,11,0,96,42,43,68,39,15,89,60,1184
2024-03-08 10:10:00,8,35,63,16,30,317,0,36,23,1,20,65,0,17,8,11,0,81,44,42,51,39,35,86,86,1114
2024-03-08 10:20:00,18,38,58,15,25,227,0,83,39,0,20,77,0,15,8,13,0,86,32,27,43,28,22,68,58,1000
2024-03-08 10:30:00,13,39,63,19,40,41,0,20,35,0,11,60,1,16,11,18,0,89,38,30,56,61,21,91,61,834
2024-03-08 10:40:00,7,34,45,18,26,45,0,30,29,0,13,55,0,14,3,20,1,83,43,32,45,59,25,65,55,747
2024-03-08 10:50:00,13,55,62,21,24,46,0,24,43,0,22,73,0,20,12,13,0,75,41,42,65,98,23,82,76,930
2024-03-08 11:00:00,13,40,40,13,28,46,0,25,27,0,14,71,0,19,25,8,1,84,40,39,54,74,19,74,64,818
2024-03-08 11:10:00,10,46,59,15,29,56,0,38,57,0,18,56,0,16,8,8,3,90,36,40,64,55,21,85,60,870
2024-03-08 11:20:00,12,40,69,18,46,48,0,19,29,0,16,76,0,16,8,5,0,81,41,35,50,62,25,78,66,840
2024-03-08 11:30:00,9,40,47,7,36,126,0,27,23,0,19,80,1,22,21,8,2,93,39,37,63,40,22,81,70,913
2024-03-08 11:40:00,16,44,40,16,24,106,0,59,40,0,27,82,1,16,79,35,1,107,42,32,53,57,20,89,50,1036
2024-03-08 11:50:00,11,38,58,19,37,84,0,30,33,0,17,64,0,12,31,6,0,109,41,35,54,28,26,101,66,900
2024-03-08 12:00:00,19,67,74,16,38,177,0,32,32,0,26,93,0,10,7,13,2,127,56,39,63,42,31,87,69,1120
2024-03-08 12:10:00,24,62,54,20,32,163,0,33,38,0,28,75,0,19,18,15,3,133,59,18,58,44,22,87,56,1061
2024-03-08 12:20:00,28,63,64,17,36,206,0,39,40,0,19,70,0,10,6,10,2,130,55,36,69,27,24,101,66,1118
2024-03-08 12:30:00,19,50,58,12,26,49,0,34,28,1,32,95,0,14,12,5,4,130,59,35,59,39,19,99,59,938
2024-03-08 12:40:00,14,55,55,15,23,67,0,40,36,0,32,143,1,18,11,14,4,152,61,20,67,40,24,94,59,1045
2024-03-08 12:50:00,21,54,60,15,27,58,0,34,49,0,27,105,0,14,9,34,4,119,56,45,66,82,20,95,58,1052
2024-03-08 13:00:00,25,63,75,16,44,57,0,43,84,0,25,76,0,13,6,13,5,170,59,36,62,73,30,79,69,1123
2024-03-08 13:10:00,18,62,75,15,43,65,0,43,46,0,22,73,0,14,7,12,2,128,73,30,61,36,22,94,72,1013
2024-03-08 13:20:00,25,76,71,17,29,51,0,29,39,0,38,93,0,22,24,14,0,148,52,34,63,28,26,99,62,1040
2024-03-08 13:30:00,15,62,60,19,30,283,0,85,44,0,20,95,0,15,10,7,3,114,53,42,64,21,33,90,60,1225
2024-03-08 13:40:00,18,54,64,26,34,451,1,150,39,0,13,63,0,18,7,8,5,132,63,47,62,23,21,98,64,1461
2024-03-08 13:50:00,22,70,61,28,34,302,0,57,42,0,19,89,0,13,9,10,0,145,61,19,55,23,21,89,72,1241
2024-03-08 14:00:00,16,56,73,17,26,369,0,39,36,0,20,87,0,21,12,11,5,105,48,45,68,15,22,87,75,1253
2024-03-08 14:10:00,13,49,65,24,34,127,0,53,40,0,30,86,0,19,6,86,4,118,47,39,57,18,20,87,65,1087
2024-03-08 14:20:00,24,69,72,32,43,44,0,27,25,0,16,86,2,18,11,12,3,135,55,27,65,20,24,96,81,987
2024-03-08 14:30:00,15,80,63,22,33,62,0,29,33,0,21,83,1,18,9,8,5,123,44,31,58,17,26,82,61,924
2024-03-08 14:40:00,14,64,70,25,36,65,0,44,48,0,19,81,0,17,7,4,0,139,52,36,55,8,27,98,60,969
2024-03-08 14:50:00,21,56,50,17,34,234,0,26,34,0,22,79,0,15,5,6,1,156,67,23,61,16,18,85,46,1072
2024-03-08 15:00:00,23,67,46,16,30,614,0,94,43,0,20,97,1,18,10,24,0,128,52,33,58,13,15,82,52,1536
2024-03-08 15:10:00,19,74,72,19,32,150,0,55,48,0,23,87,0,12,6,10,2,159,48,30,65,39,40,111,51,1152
2024-03-08 15:20:00,26,69,80,22,47,475,0,110,38,0,26,102,0,13,12,15,6,139,85,34,66,26,26,113,67,1597
2024-03-08 15:30:00,23,71,69,29,46,307,0,92,50,0,22,79,1,21,9,8,3,132,68,29,69,28,29,90,72,1347
2024-03-08 15:40:00,13,70,79,26,46,63,0,44,41,0,21,72,0,22,9,14,1,154,75,34,66,18,20,113,69,1070
2024-03-08 15:50:00,21,66,76,24,52,55,0,30,44,0,29,89,0,16,9,8,3,132,50,32,58,19,23,96,63,995
2024-03-08 16:00:00,16,120,96,32,44,48,0,32,40,0,22,92,0,18,7,11,2,123,60,35,57,19,16,90,59,1039
2024-03-08 16:10:00,20,249,126,47,58,393,0,180,42,0,31,95,37,15,6,12,3,146,63,33,63,56,25,109,71,1880
2024-03-08 16:20:00,17,71,73,35,46,381,0,46,36,0,28,100,0,15,5,7,0,144,52,26,57,34,18,109,57,1357
2024-03-08 16:30:00,19,69,63,31,50,97,0,66,48,0,17,81,0,14,13,8,1,146,71,35,55,74,21,106,46,1131
2024-03-08 16:40:00,24,73,66,37,47,339,0,35,42,0,23,76,0,19,11,19,2,157,55,28,66,130,19,103,62,1433
2024-03-08 16:50:00,21,70,72,36,49,393,0,43,39,0,19,85,0,15,15,7,3,150,65,24,60,58,37,96,69,1426
2024-03-08 17:00:00,16,64,70,48,63,392,0,184,39,0,26,102,0,11,13,11,1,136,51,32,60,27,32,107,70,1555
2024-03-08 17:10:00,18,69,64,38,55,228,0,37,40,0,12,99,0,12,14,8,2,147,50,24,60,42,48,113,52,1232
2024-03-08 17:20:00,16,115,87,36,36,42,0,25,31,0,21,75,6,11,9,8,1,137,45,42,45,52,32,115,54,1041
2024-03-08 17:30:00,15,50,67,22,37,68,0,35,49,0,30,104,0,10,9,6,0,132,44,38,52,8,33,94,66,969
2024-03-08 17:40:00,16,61,67,29,43,54,0,27,41,0,23,85,0,14,9,11,4,150,52,30,55,16,46,102,56,991
2024-03-08 17:50:00,19,54,63,28,48,46,0,22,37,0,21,87,0,19,10,7,1,156,62,21,59,3,43,96,57,959
2024-03-08 18:00:00,26,68,59,34,42,42,0,28,67,0,26,79,1,10,5,6,3,149,56,21,56,5,49,91,57,980
2024-03-08 18:10:00,19,57,50,29,34,383,0,42,41,0,18,84,0,13,8,12,3,144,58,20,48,8,43,96,48,1258
2024-03-08 18:20:00,16,65,67,38,44,194,0,116,38,0,36,94,0,12,7,8,1,135,57,31,56,6,31,104,56,1212
2024-03-08 18:30:00,20,59,57,35,42,264,0,43,44,0,14,76,0,29,17,15,2,94,38,46,53,4,23,95,52,1122
2024-03-08 18:40:00,5,53,73,3,4,249,0,186,35,0,19,64,1,19,14,30,1,116,50,41,49,23,18,123,69,1245
2024-03-08 18:50:00,12,54,65,7,2,51,0,27,30,0,15,75,0,23,6,64,3,131,59,33,37,19,14,127,82,936
2024-03-08 19:00:00,13,36,49,5,2,57,0,31,26,0,21,64,0,24,12,43,0,116,41,42,42,20,18,127,62,851
2024-03-08 19:10:00,12,49,50,3,0,56,0,34,27,0,9,61,0,22,15,52,2,104,41,38,41,18,22,114,60,830
2024-03-08 19:20:00,11,43,46,4,6,29,0,16,22,0,14,54,0,9,11,34,0,98,40,39,34,8,20,104,55,697
2024-03-08 19:30:00,11,33,40,13,1,54,0,25,25,0,16,48,1,28,19,37,0,85,36,32,49,1,11,94,46,705
2024-03-08 19:40:00,6,36,49,6,2,30,0,23,23,0,15,67,0,32,13,48,1,86,38,53,60,6,22,115,49,780
2024-03-08 19:50:00,9,31,37,1,1,103,0,18,21,0,10,47,0,23,12,39,1,88,30,43,38,4,11,100,43,710
2024-03-08 20:00:00,4,10,41,6,1,268,0,125,17,0,7,53,0,32,7,44,1,58,30,42,36,5,8,78,46,919
2024-03-08 20:10:00,5,21,30,0,3,34,0,18,22,0,8,43,0,29,10,38,0,98,27,41,30,3,14,110,36,620
2024-03-08 20:20:00,1,16,27,2,1,174,0,308,28,0,8,38,2,21,5,41,0,69,31,35,38,7,8,90,32,982
2024-03-08 20:30:00,6,19,33,4,4,314,0,18,17,0,16,47,1,30,15,31,0,50,28,42,39,9,6,59,42,830
2024-03-08 20:40:00,2,10,26,1,1,270,0,70,15,0,13,33,0,27,6,35,2,52,23,50,31,25,6,76,29,803
2024-03-08 20:50:00,3,13,35,0,4,453,0,72,21,0,9,47,0,19,11,39,1,47,26,43,30,7,4,60,35,979
2024-03-08 21:00:00,4,26,23,4,1,343,0,13,15,0,6,19,0,27,4,31,0,49,24,51,37,8,6,60,29,780
2024-03-08 21:10:00,1,13,24,5,1,132,0,115,18,0,8,39,0,25,9,38,0,83,19,45,25,0,4,70,27,701
2024-03-08 21:20:00,1,18,32,2,6,18,0,9,18,0,7,38,0,33,7,35,1,60,23,49,34,1,9,66,31,498
2024-03-08 21:30:00,0,16,33,1,3,21,0,8,13,0,11,37,0,28,6,36,2,56,26,46,34,4,3,67,26,477
2024-03-08 21:40:00,10,21,31,2,2,20,0,10,18,0,10,30,2,27,3,28,0,58,28,45,36,2,6,78,41,508
2024-03-08 21:50:00,3,12,33,2,3,20,0,11,14,0,7,30,0,22,7,28,0,41,26,46,41,4,5,64,43,462
2024-03-08 22:00:00,2,8,23,0,0,20,0,11,17,0,8,42,0,36,9,28,0,38,17,42,25,2,7,46,24,405
2024-03-08 22:10:00,4,18,31,3,0,212,0,14,14,0,5,31,0,34,7,34,0,45,20,47,31,1,8,62,38,659
2024-03-08 22:20:00,4,21,32,1,0,270,0,44,17,0,12,30,1,24,4,12,0,41,19,41,29,8,3,56,22,691
2024-03-08 22:30:00,1,14,23,2,1,667,0,16,12,0,3,29,0,19,10,39,0,48,22,41,28,3,7,55,26,1066
2024-03-08 22:40:00,2,20,30,2,4,384,0,33,20,0,4,24,0,28,12,28,2,45,27,53,34,3,5,56,30,846
2024-03-08 22:50:00,1,11,21,1,0,342,0,40,15,0,4,17,0,21,6,32,0,40,11,36,22,0,6,46,25,697
2024-03-08 23:00:00,1,14,20,0,0,27,0,18,18,0,7,30,0,28,6,26,0,22,12,32,23,0,8,30,19,341
2024-03-08 23:10:00,3,10,23,1,3,23,0,10,17,0,4,29,0,21,12,35,0,28,8,32,19,1,2,36,24,341
2024-03-08 23:20:00,0,4,17,0,1,27,0,11,21,0,4,19,1,18,0,21,0,37,16,36,26,0,1,48,18,326
2024-03-08 23:30:00,0,6,11,0,0,649,0,6,10,0,1,21,0,18,6,27,0,27,8,26,15,0,4,34,16,885
2024-03-08 23:40:00,0,4,15,1,0,1051,0,5,9,0,3,21,0,19,6,18,0,23,16,23,17,1,2,32,16,1282
2024-03-08 23:50:00,1,13,19,5,0,468,0,12,16,0,6,13,0,16,5,19,0,36,8,38,18,5,3,46,18,765
2024-03-09 00:00:00,2,8,22,1,3,13,0,10,13,0,3,18,0,19,6,35,0,33,23,34,31,0,2,47,27,350
2024-03-09 00:10:00,0,5,13,0,0,11,0,8,9,1,2,14,0,17,4,23,0,27,15,33,16,1,2,40,10,251
2024-03-09 00:20:00,1,4,14,3,3,351,0,18,12,1,3,9,0,17,2,16,1,22,10,25,20,2,2,31,21,588
2024-03-09 00:30:00,2,8,20,2,1,987,0,3,4,0,6,18,1,25,4,20,0,20,7,29,14,3,6,28,26,1234
2024-03-09 00:40:00,2,5,11,0,2,825,0,6,7,0,3,9,1,17,3,11,0,24,14,30,23,0,1,34,9,1037
2024-03-09 00:50:00,1,3,13,0,2,135,0,2,5,0,2,7,1,11,2,12,1,14,11,25,15,0,3,20,18,303
2024-03-09 01:00:00,0,1,9,0,0,10,0,4,9,0,2,9,0,6,4,15,0,22,9,28,11,0,1,37,10,187
2024-03-09 01:10:00,0,2,9,0,0,384,0,2,2,0,3,8,0,10,4,15,0,11,3,15,6,2,2,15,8,501
2024-03-09 01:20:00,0,2,11,0,0,935,0,3,4,0,2,5,0,4,2,11,1,11,6,16,11,0,1,16,13,1054
2024-03-09 01:30:00,2,3,8,0,0,704,0,4,8,0,1,5,0,10,5,17,0,11,7,16,12,2,1,15,9,840
2024-03-09 01:40:00,0,1,8,0,0,6,0,5,5,0,1,7,0,9,3,11,0,11,5,15,11,0,1,16,11,126
2024-03-09 01:50:00,0,3,9,0,0,1,0,0,1,0,2,5,0,12,6,4,0,5,4,12,9,1,1,9,8,92
2024-03-09 02:00:00,0,1,8,0,0,580,0,5,6,0,0,5,0,9,0,8,0,11,3,17,12,0,0,16,8,689
2024-03-09 02:10:00,0,2,11,0,1,1102,0,7,5,0,4,8,0,13,2,16,0,11,7,18,16,1,2,13,16,1255
2024-03-09 02:20:00,0,1,4,0,0,5,0,2,3,0,2,2,0,3,2,5,0,10,4,10,3,0,1,11,1,69
2024-03-09 02:30:00,2,2,9,2,0,2,0,2,1,0,0,5,0,5,1,5,0,6,6,12,10,0,0,13,9,92
2024-03-09 02:40:00,0,3,5,0,2,523,0,2,3,0,1,4,0,7,0,12,0,11,2,16,7,0,1,16,5,620
2024-03-09 02:50:00,0,2,8,0,0,1087,0,2,2,0,0,2,0,4,1,6,0,6,3,13,12,0,1,11,8,1168
2024-03-09 03:00:00,1,1,5,0,3,12,0,1,1,0,1,7,0,10,1,10,0,10,4,13,10,0,1,11,9,111
2024-03-09 03:10:00,0,0,5,0,0,2,0,1,2,0,1,5,0,6,2,7,0,8,3,12,8,0,1,8,4,75
2024-03-09 03:20:00,0,0,3,0,0,548,0,1,3,0,1,5,0,8,2,10,0,6,3,7,4,1,0,10,3,615
2024-03-09 03:30:00,0,1,4,1,1,1129,0,2,2,0,2,5,0,7,1,9,0,6,4,9,8,0,0,9,5,1205
2024-03-09 03:40:00,1,2,2,0,0,136,0,5,6,0,3,11,0,15,5,10,0,10,4,12,7,1,1,14,4,249
2024-03-09 03:50:00,0,0,1,0,0,4,0,1,4,0,0,3,0,3,1,2,0,5,3,5,4,1,0,6,1,44
2024-03-09 04:00:00,2,3,7,0,1,363,0,19,3,0,2,7,0,4,3,8,0,5,5,10,9,0,0,8,10,469
2024-03-09 04:10:00,0,1,4,0,0,974,0,7,2,0,1,5,0,9,0,5,0,2,1,6,4,0,0,5,5,1031
2024-03-09 04:20:00,0,0,5,0,0,2,0,2,2,0,4,9,0,12,1,7,0,7,4,9,10,0,0,9,6,89
2024-03-09 04:30:00,0,0,4,0,0,4,0,1,4,0,2,10,0,8,0,7,0,4,1,8,4,0,1,5,3,66
2024-03-09 04:40:00,0,1,8,0,2,674,0,1,2,0,4,10,1,15,3,11,0,11,6,21,9,2,1,18,10,810
2024-03-09 04:50:00,0,0,6,0,0,976,0,2,3,0,5,15,0,20,1,11,0,4,3,9,7,2,0,9,5,1078
2024-03-09 05:00:00,0,0,8,0,3,3,0,1,3,0,2,12,0,14,1,13,0,9,13,10,13,4,1,12,10,132
2024-03-09 05:10:00,0,3,8,0,0,150,0,3,4,0,6,13,0,15,2,12,0,5,3,11,7,3,1,14,10,270
2024-03-09 05:20:00,0,2,11,0,0,1118,0,1,2,0,5,12,0,9,3,11,0,8,7,13,15,0,0,10,13,1240
2024-03-09 05:30:00,0,2,8,0,0,125,0,6,8,0,5,17,0,25,1,15,0,11,4,15,13,0,3,18,7,283
2024-03-09 05:40:00,0,1,8,0,0,8,0,5,8,0,4,16,0,19,1,22,0,12,10,17,17,1,2,14,10,175
2024-03-09 05:50:00,0,2,8,0,0,440,0,1,3,0,4,10,0,31,0,10,0,8,21,18,12,5,0,15,14,602
2024-03-09 06:00:00,0,3,11,1,3,1114,0,8,7,0,4,25,0,23,1,14,0,10,10,10,12,20,1,14,13,1304
2024-03-09 06:10:00,2,11,14,0,0,3,0,1,3,0,8,25,0,25,2,26,0,17,9,21,17,27,5,25,15,256
2024-03-09 06:20:00,0,2,12,1,2,125,0,3,8,0,5,13,0,14,2,19,1,14,8,29,15,30,1,19,17,340
2024-03-09 06:30:00,2,6,12,0,0,735,0,15,4,0,4,22,0,26,2,20,0,13,7,15,9,7,2,16,12,929
2024-03-09 06:40:00,2,6,15,1,12,388,0,2,7,0,11,25,0,13,0,12,0,21,14,22,23,28,3,22,12,639
2024-03-09 06:50:00,3,8,20,7,13,14,0,6,33,0,4,19,0,11,0,1,1,27,15,37,27,89,5,27,16,383
2024-03-09 07:00:00,3,4,11,2,11,297,0,13,10,0,5,14,0,16,2,0,0,21,7,21,18,79,4,22,9,569
2024-03-09 07:10:00,0,2,19,5,12,656,0,7,13,0,12,31,0,19,0,0,0,19,16,15,26,49,3,22,20,946
2024-03-09 07:20:00,1,3,19,1,8,216,0,5,9,0,6,18,0,12,1,0,1,12,8,12,20,41,1,20,16,430
2024-03-09 07:30:00,0,5,19,5,20,18,0,9,17,0,7,25,0,18,3,1,0,22,13,20,25,121,3,26,20,397
2024-03-09 07:40:00,1,8,21,2,20,395,0,6,12,0,10,30,0,16,2,3,0,34,17,23,29,61,7,34,24,755
2024-03-09 07:50:00,3,11,31,9,28,855,0,61,13,0,8,25,0,14,3,1,0,31,24,18,29,61,4,37,31,1297
2024-03-09 08:00:00,2,8,30,3,20,17,0,4,16,0,11,20,0,13,2,3,1,35,22,26,32,15,3,38,33,354
2024-03-09 08:10:00,3,6,15,3,15,19,0,7,15,0,14,32,0,18,2,0,0,26,12,19,20,45,2,30,13,316
2024-03-09 08:20:00,2,8,26,6,16,376,0,18,26,0,9,32,0,18,3,1,0,33,15,23,30,48,3,34,29,756
2024-03-09 08:30:00,3,11,30,7,15,676,0,17,20,0,16,46,0,21,5,4,0,39,16,23,28,35,7,41,32,1092
2024-03-09 08:40:00,6,21,32,12,17,504,0,13,19,0,11,45,0,19,5,2,0,47,23,28,33,3,13,46,27,926
2024-03-09 08:50:00,4,13,31,6,9,25,0,16,21,0,9,37,0,17,1,0,0,44,28,29,44,4,4,50,31,423
2024-03-09 09:00:00,5,24,23,16,17,40,0,27,27,0,20,48,0,20,4,3,2,49,21,22,33,3,12,48,34,498
2024-03-09 09:10:00,9,16,26,13,30,47,0,28,32,0,16,64,0,16,8,7,2,39,22,26,29,5,12,46,39,532
2024-03-09 09:20:00,6,17,42,10,37,152,0,20,36,0,11,55,0,17,17,2,0,63,34,26,46,2,10,60,55,718
