datetime,D21Z,D22Z,D23Z,V24Z,V25Z,V26Z,D81Z,V82Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-18 00:50:00,0,4,3,0,4,4,4,4,1,0,2,3,3,3,35
2024-03-18 01:00:00,0,3,0,0,3,1,2,3,2,2,2,3,3,4,28
2024-03-18 01:10:00,1,14,4,1,5,2,1,1,1,0,1,3,2,5,41
2024-03-18 01:20:00,3,4,0,1,2,0,1,1,2,1,4,2,2,3,26
2024-03-18 01:30:00,0,5,0,0,5,0,3,3,2,1,0,3,0,4,26
2024-03-18 01:40:00,1,24,0,1,3,0,5,5,0,0,1,0,1,0,41
2024-03-18 01:50:00,0,1,0,0,1,0,3,2,1,0,2,2,3,2,17
2024-03-18 02:00:00,0,2,1,0,2,0,2,2,0,0,2,1,3,3,18
2024-03-18 02:10:00,0,5,0,0,5,0,1,1,0,0,1,1,2,1,17
2024-03-18 02:20:00,0,1,0,0,1,0,0,0,0,0,2,0,1,0,5
2024-03-18 02:30:00,0,4,0,0,4,0,0,0,0,0,0,2,2,2,14
2024-03-18 02:40:00,0,1,0,0,1,0,0,0,0,0,2,0,2,0,6
2024-03-18 02:50:00,0,4,0,0,4,0,0,0,0,0,0,0,0,0,8
2024-03-18 03:00:00,0,2,0,0,3,1,1,1,1,1,1,0,1,0,12
2024-03-18 03:10:00,0,3,0,0,2,0,1,1,0,0,1,2,2,1,13
2024-03-18 03:20:00,0,1,0,1,1,0,1,1,2,1,0,1,1,2,12
2024-03-18 03:30:00,0,0,0,0,0,0,2,2,0,0,0,2,0,2,8
2024-03-18 03:40:00,0,2,0,0,2,0,0,0,0,0,0,0,0,1,5
2024-03-18 03:50:00,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4
2024-03-18 04:00:00,1,2,1,0,2,1,6,6,2,2,0,1,1,1,26
2024-03-18 04:10:00,0,2,0,0,2,0,4,4,3,2,1,0,2,2,22
2024-03-18 04:20:00,0,1,1,0,1,0,4,4,5,2,1,1,2,2,24
2024-03-18 04:30:00,0,7,0,0,7,1,5,6,4,2,1,0,1,1,35
2024-03-18 04:40:00,0,3,0,0,2,0,10,10,9,4,0,2,0,2,42
2024-03-18 04:50:00,0,3,0,0,3,0,11,8,7,4,1,8,2,3,50
2024-03-18 05:00:00,0,2,0,0,2,0,11,11,4,4,2,1,2,1,40
2024-03-18 05:10:00,3,9,1,0,8,3,18,14,9,2,2,1,3,1,74
2024-03-18 05:20:00,0,6,0,0,6,0,20,15,2,2,0,2,0,2,55
2024-03-18 05:30:00,2,12,1,2,9,1,22,17,3,2,4,3,4,4,86
2024-03-18 05:40:00,2,10,2,4,6,0,38,18,2,4,5,1,5,2,99
2024-03-18 05:50:00,2,14,3,3,13,4,43,21,7,3,4,3,6,3,129
2024-03-18 06:00:00,1,12,1,0,8,0,28,26,6,4,6,13,8,8,121
2024-03-18 06:10:00,3,22,4,2,13,7,45,16,8,8,4,4,7,5,148
2024-03-18 06:20:00,0,26,2,1,13,3,59,21,8,6,6,10,14,12,181
2024-03-18 06:30:00,3,16,5,3,11,3,55,14,10,9,6,10,13,10,168
2024-03-18 06:40:00,1,36,6,2,14,4,81,27,14,10,12,8,7,9,231
2024-03-18 06:50:00,0,31,3,2,12,6,79,32,16,13,11,16,11,7,239
2024-03-18 07:00:00,1,37,3,0,14,4,68,26,12,10,4,11,9,11,210
2024-03-18 07:10:00,1,36,5,1,14,6,68,27,15,14,6,10,10,13,226
2024-03-18 07:20:00,2,56,5,1,14,4,88,27,10,7,10,13,12,11,260
2024-03-18 07:30:00,4,49,2,4,12,3,99,35,28,13,11,12,17,15,304
2024-03-18 07:40:00,8,72,3,6,17,11,37,35,28,8,14,21,17,13,290
2024-03-18 07:50:00,10,67,6,10,21,6,69,1,37,13,15,28,17,14,314
2024-03-18 08:00:00,5,57,7,3,9,7,53,1,42,13,26,25,16,15,279
2024-03-18 08:10:00,3,78,3,3,11,7,60,2,28,14,16,31,17,12,285
2024-03-18 08:20:00,8,71,4,3,8,7,78,5,33,14,7,36,24,17,315
2024-03-18 08:30:00,5,57,4,1,16,6,65,5,25,16,25,31,18,8,282
2024-03-18 08:40:00,3,68,5,3,9,7,74,23,18,13,20,42,18,17,320
2024-03-18 08:50:00,3,54,5,3,19,7,68,34,23,12,19,30,22,22,321
2024-03-18 09:00:00,4,67,5,3,14,7,72,35,24,12,17,22,21,15,318
2024-03-18 09:10:00,3,58,3,2,13,5,37,28,16,13,17,15,20,11,241
2024-03-18 09:20:00,0,209,4,1,13,8,58,32,14,9,19,18,17,15,417
2024-03-18 09:30:00,6,56,3,5,12,2,46,25,12,9,18,16,16,16,242
2024-03-18 09:40:00,3,55,6,1,4,6,61,26,15,8,16,14,17,13,245
2024-03-18 09:50:00,2,235,6,0,7,3,78,24,25,16,13,11,20,14,454
2024-03-18 10:00:00,5,57,3,1,11,10,56,31,20,18,10,13,16,14,265
2024-03-18 10:10:00,2,50,5,2,11,7,53,29,15,11,21,13,17,16,252
2024-03-18 10:20:00,3,55,11,3,17,6,52,25,14,13,19,13,17,14,262
2024-03-18 10:30:00,2,46,8,1,11,14,69,19,22,15,6,26,28,23,290
2024-03-18 10:40:00,10,73,5,2,20,6,61,26,18,11,16,19,25,19,311
2024-03-18 10:50:00,5,65,12,1,9,13,156,24,12,9,13,17,11,23,370
2024-03-18 11:00:00,3,160,6,0,8,6,13,28,16,12,15,19,19,18,323
2024-03-18 11:10:00,2,98,7,2,24,7,50,28,10,11,26,20,21,17,323
2024-03-18 11:20:00,6,54,6,2,10,5,61,16,15,13,20,21,15,14,258
2024-03-18 11:30:00,2,53,5,1,4,8,48,24,12,6,26,21,16,15,241
2024-03-18 11:40:00,3,66,4,1,10,8,58,18,12,12,26,31,27,17,293
2024-03-18 11:50:00,5,55,6,1,16,4,39,23,10,9,26,30,21,20,265
2024-03-18 12:00:00,2,59,7,2,15,7,46,23,9,11,23,23,18,26,271
2024-03-18 12:10:00,5,65,5,1,8,9,60,23,12,11,26,24,16,20,285
2024-03-18 12:20:00,2,48,6,0,14,9,57,26,13,12,23,24,26,17,277
2024-03-18 12:30:00,4,58,6,5,9,5,57,19,15,12,21,21,17,13,262
2024-03-18 12:40:00,2,62,3,2,18,6,145,27,7,14,21,15,14,14,350
2024-03-18 12:50:00,5,53,8,4,14,12,61,17,13,7,25,22,12,15,268
2024-03-18 13:00:00,3,70,3,2,8,5,65,29,16,15,27,28,18,21,310
2024-03-18 13:10:00,5,63,5,2,5,4,62,27,9,11,34,25,22,21,295
2024-03-18 13:20:00,4,62,5,3,11,7,56,20,16,13,30,28,20,22,297
2024-03-18 13:30:00,3,61,5,3,12,9,61,19,14,17,35,24,16,17,296
2024-03-18 13:40:00,4,51,7,6,8,4,52,19,10,14,25,25,16,16,257
2024-03-18 13:50:00,7,52,6,3,14,4,147,26,11,14,33,10,12,6,345
2024-03-18 14:00:00,8,66,6,4,18,6,55,24,13,4,20,36,17,21,298
2024-03-18 14:10:00,3,55,6,4,3,7,45,20,14,12,36,30,17,18,270
2024-03-18 14:20:00,9,88,7,3,17,8,47,28,9,10,26,19,23,14,308
2024-03-18 14:30:00,8,57,6,6,13,6,51,24,13,9,25,23,21,22,284
2024-03-18 14:40:00,11,90,7,5,15,8,50,29,18,12,31,25,4,18,323
2024-03-18 14:50:00,7,70,8,10,11,8,58,29,26,14,51,35,10,11,348
2024-03-18 15:00:00,9,75,5,4,14,5,64,24,11,6,29,31,15,17,309
2024-03-18 15:10:00,4,289,6,7,8,3,67,19,33,18,38,32,13,15,552
2024-03-18 15:20:00,9,76,6,3,9,5,62,21,13,10,30,27,17,19,307
2024-03-18 15:30:00,13,80,10,2,7,8,55,25,5,7,27,43,20,19,321
2024-03-18 15:40:00,8,74,3,8,9,3,55,27,12,9,44,32,12,18,314
2024-03-18 15:50:00,6,74,7,8,2,6,61,24,12,8,53,40,21,23,345
2024-03-18 16:00:00,4,82,11,2,14,9,64,27,24,8,16,41,28,24,354
2024-03-18 16:10:00,4,219,11,3,10,9,29,23,10,6,54,35,18,14,445
2024-03-18 16:20:00,5,87,9,9,10,5,56,23,13,9,47,47,14,11,345
2024-03-18 16:30:00,9,81,8,7,11,5,75,21,21,10,34,42,24,17,365
2024-03-18 16:40:00,5,76,12,7,14,10,156,25,27,7,45,46,11,16,457
2024-03-18 16:50:00,7,78,7,5,24,6,63,25,14,12,51,45,18,16,371
2024-03-18 17:00:00,11,81,10,9,4,10,74,20,7,5,49,46,22,21,369
2024-03-18 17:10:00,9,71,6,7,9,4,65,24,10,12,56,31,7,17,328
2024-03-18 17:20:00,9,80,3,3,1,3,49,22,9,6,47,42,23,20,317
2024-03-18 17:30:00,8,80,4,7,9,3,68,25,12,8,37,41,25,16,343
2024-03-18 17:40:00,5,78,8,8,5,8,56,23,14,11,42,37,22,20,337
2024-03-18 17:50:00,11,62,2,10,9,2,83,27,10,11,47,38,21,23,356
2024-03-18 18:00:00,5,70,13,5,9,8,105,30,12,8,41,34,31,19,390
2024-03-18 18:10:00,7,70,8,8,9,6,41,22,16,9,41,28,16,21,302
2024-03-18 18:20:00,6,53,4,4,14,6,69,22,8,5,34,33,20,15,293
2024-03-18 18:30:00,2,75,7,4,14,6,63,25,8,6,25,31,20,18,304
2024-03-18 18:40:00,4,55,9,6,13,6,49,36,12,10,28,29,17,19,293
2024-03-18 18:50:00,5,61,4,10,10,2,46,18,7,6,11,23,14,17,234
2024-03-18 19:00:00,5,70,4,5,12,5,51,29,5,8,18,14,16,14,256
2024-03-18 19:10:00,5,50,4,9,16,4,53,27,5,5,25,21,19,19,262
2024-03-18 19:20:00,7,37,2,8,14,3,48,16,5,6,22,26,18,13,225
2024-03-18 19:30:00,1,66,1,1,15,5,38,16,5,7,8,14,16,13,206
2024-03-18 19:40:00,5,54,6,7,9,6,41,27,5,3,85,11,18,12,289
2024-03-18 19:50:00,5,36,4,3,14,4,47,26,3,4,15,13,17,15,206
2024-03-18 20:00:00,4,42,5,4,12,3,18,25,5,4,19,12,12,10,175
2024-03-18 20:10:00,5,53,2,3,12,3,27,19,6,7,13,11,15,9,185
2024-03-18 20:20:00,5,38,5,2,15,7,23,15,7,6,14,9,13,11,170
2024-03-18 20:30:00,2,22,2,3,10,2,28,19,5,3,8,14,14,12,144
2024-03-18 20:40:00,3,36,4,3,12,4,19,17,7,5,5,12,14,11,152
2024-03-18 20:50:00,2,35,5,1,19,5,19,15,4,3,8,14,16,7,153
2024-03-18 21:00:00,2,35,3,5,19,3,24,17,5,4,6,9,12,9,153
2024-03-18 21:10:00,2,30,4,4,10,3,31,17,5,7,11,8,10,10,152
2024-03-18 21:20:00,1,34,4,4,14,4,17,14,1,0,5,14,9,10,131
2024-03-18 21:30:00,1,47,3,1,24,4,17,13,3,3,5,11,16,15,163
2024-03-18 21:40:00,2,25,2,4,13,1,18,13,3,3,14,7,13,6,124
2024-03-18 21:50:00,2,20,2,3,12,2,24,20,2,1,23,10,16,12,149
2024-03-18 22:00:00,0,24,2,0,17,2,13,16,3,3,6,8,14,7,115
2024-03-18 22:10:00,2,22,6,5,16,5,12,11,1,1,5,11,10,8,115
2024-03-18 22:20:00,4,26,1,4,21,2,19,19,5,4,7,5,6,5,128
2024-03-18 22:30:00,2,20,1,4,12,1,23,17,2,2,7,10,10,8,119
2024-03-18 22:40:00,1,18,1,1,16,1,17,16,0,0,4,10,9,9,103
2024-03-18 22:50:00,1,17,5,0,15,2,10,10,1,4,7,7,14,6,99
2024-03-18 23:00:00,0,15,3,0,7,4,10,9,2,2,4,7,4,9,76
2024-03-18 23:10:00,2,20,5,1,15,4,14,11,0,1,4,4,5,4,90
2024-03-18 23:20:00,0,14,2,1,12,4,10,8,0,0,1,4,5,7,68
2024-03-18 23:30:00,0,6,0,2,7,0,7,7,0,0,4,1,3,1,38
2024-03-18 23:40:00,0,8,1,1,8,1,5,5,2,1,3,2,4,2,43
2024-03-18 23:50:00,1,8,1,1,7,1,10,10,2,2,1,4,4,4,56
2024-03-19 00:00:00,2,6,2,0,6,2,4,4,1,0,6,4,12,6,55
2024-03-19 00:10:00,2,10,2,0,9,5,1,2,1,2,1,0,1,1,37
2024-03-19 00:20:00,1,4,1,0,4,2,9,6,2,1,5,5,8,5,53
2024-03-19 00:30:00,0,3,2,0,3,2,5,5,2,2,3,4,4,3,38
2024-03-19 00:40:00,1,5,0,0,6,3,4,4,0,0,0,3,1,2,29
2024-03-19 00:50:00,0,6,0,0,5,1,1,1,0,0,1,3,3,3,24
2024-03-19 01:00:00,0,4,0,0,4,0,3,1,2,2,1,3,2,4,26
2024-03-19 01:10:00,0,6,0,0,5,1,6,5,1,0,2,3,4,4,37
2024-03-19 01:20:00,0,4,0,0,4,0,2,2,3,1,3,3,4,3,29
2024-03-19 01:30:00,0,2,0,0,2,0,0,0,0,0,1,4,4,5,18
2024-03-19 01:40:00,0,1,1,0,1,1,1,1,2,1,0,2,0,3,14
2024-03-19 01:50:00,0,1,0,0,1,0,2,2,0,0,2,1,1,1,11
2024-03-19 02:00:00,0,2,0,0,2,0,0,0,0,0,1,0,1,0,6
2024-03-19 02:10:00,0,1,0,0,1,0,2,2,1,0,1,0,1,2,11
2024-03-19 02:20:00,1,1,0,0,1,0,0,0,0,0,0,2,1,1,7
2024-03-19 02:30:00,2,3,0,1,3,0,2,2,1,2,1,0,2,1,20
2024-03-19 02:40:00,0,1,1,0,2,1,2,2,0,0,1,0,1,1,12
2024-03-19 02:50:00,0,4,0,0,3,0,1,1,0,0,1,1,1,0,12
2024-03-19 03:00:00,0,2,0,0,2,0,0,0,0,0,0,1,1,1,7
2024-03-19 03:10:00,0,2,0,0,2,0,2,2,1,0,2,0,2,0,13
2024-03-19 03:20:00,0,2,0,1,2,0,0,0,0,0,0,0,1,1,7
2024-03-19 03:30:00,1,2,0,1,2,0,0,0,0,0,0,0,1,0,7
2024-03-19 03:40:00,0,1,1,0,1,1,1,1,0,0,2,0,1,0,9
2024-03-19 03:50:00,0,3,2,0,3,0,3,3,1,1,0,1,3,3,23
2024-03-19 04:00:00,0,0,0,0,1,0,3,3,0,0,2,2,3,3,17
2024-03-19 04:10:00,1,1,0,1,0,0,2,2,0,2,2,0,2,1,14
2024-03-19 04:20:00,0,2,1,0,2,2,3,4,2,1,0,1,0,1,19
2024-03-19 04:30:00,0,3,1,1,3,0,6,8,7,5,1,2,4,2,43
2024-03-19 04:40:00,1,5,2,0,3,2,12,11,3,2,0,0,1,0,42
2024-03-19 04:50:00,0,2,3,0,2,1,15,13,8,5,0,6,4,7,66
2024-03-19 05:00:00,0,7,0,1,7,0,12,9,6,4,0,1,2,3,52
2024-03-19 05:10:00,0,6,1,0,6,1,18,12,4,2,3,2,4,2,61
2024-03-19 05:20:00,1,8,3,1,8,1,8,5,0,0,2,2,2,2,43
2024-03-19 05:30:00,2,14,2,2,13,1,28,15,3,3,4,4,6,5,102
2024-03-19 05:40:00,0,11,1,3,10,2,43,22,8,8,2,2,2,2,116
2024-03-19 05:50:00,1,15,2,4,11,3,44,24,5,4,7,8,6,9,143
2024-03-19 06:00:00,1,12,1,0,7,1,51,22,6,6,3,3,5,7,125
2024-03-19 06:10:00,1,13,1,3,10,1,56,20,9,5,8,8,9,7,151
2024-03-19 06:20:00,4,23,2,3,10,4,49,23,8,6,3,5,7,4,151
2024-03-19 06:30:00,4,22,3,3,14,4,53,21,12,7,6,12,10,10,181
2024-03-19 06:40:00,3,24,2,4,14,1,86,32,15,11,7,7,11,7,224
2024-03-19 06:50:00,1,29,5,2,16,1,79,32,10,11,10,13,11,10,230
2024-03-19 07:00:00,2,28,6,3,14,3,71,26,15,13,8,13,10,15,227
2024-03-19 07:10:00,3,64,4,3,21,6,80,23,15,11,11,12,11,14,278
2024-03-19 07:20:00,6,49,5,1,19,10,68,35,16,13,11,11,12,12,268
2024-03-19 07:30:00,8,71,3,4,10,7,96,18,24,11,22,21,18,21,334
2024-03-19 07:40:00,5,70,5,4,11,7,61,3,28,15,13,21,16,13,272
2024-03-19 07:50:00,9,81,1,4,15,6,46,1,39,20,20,14,12,19,287
2024-03-19 08:00:00,5,57,5,5,13,5,41,0,46,14,24,25,18,18,276
2024-03-19 08:10:00,2,62,8,5,13,6,35,1,39,13,24,32,26,20,286
2024-03-19 08:20:00,3,121,2,5,18,2,62,7,41,14,13,27,19,13,347
2024-03-19 08:30:00,6,54,4,5,8,11,44,2,28,13,25,47,18,10,275
2024-03-19 08:40:00,5,71,3,3,15,6,62,6,27,5,22,31,18,13,287
2024-03-19 08:50:00,4,61,7,2,14,5,98,6,24,12,24,26,13,20,316
2024-03-19 09:00:00,5,64,5,1,19,7,64,28,14,10,16,10,18,11,272
2024-03-19 09:10:00,2,46,3,3,13,6,51,30,12,9,22,18,22,14,251
2024-03-19 09:20:00,7,71,5,5,12,5,73,37,18,16,19,22,16,16,322
2024-03-19 09:30:00,4,50,4,2,3,8,49,19,9,7,13,17,21,21,227
2024-03-19 09:40:00,5,76,4,4,10,7,73,29,20,13,14,25,16,21,317
2024-03-19 09:50:00,3,49,9,2,13,11,77,25,20,15,24,15,15,12,290
2024-03-19 10:00:00,5,59,8,3,15,8,67,28,23,17,13,19,17,15,297
2024-03-19 10:10:00,3,51,7,1,22,6,81,28,13,12,18,16,13,14,285
2024-03-19 10:20:00,1,47,4,1,11,6,52,28,16,15,14,23,13,21,252
2024-03-19 10:30:00,3,60,3,3,9,3,59,21,13,9,8,13,16,10,230
2024-03-19 10:40:00,8,82,5,3,10,7,77,26,17,12,18,21,21,18,325
2024-03-19 10:50:00,5,73,5,2,20,4,61,24,12,11,13,14,11,10,265
2024-03-19 11:00:00,6,68,8,3,11,11,65,30,12,9,23,23,12,19,300
2024-03-19 11:10:00,2,41,8,2,9,12,70,22,11,9,26,21,28,17,278
2024-03-19 11:20:00,5,75,10,4,21,7,61,31,20,19,14,19,19,18,323
2024-03-19 11:30:00,1,47,4,1,1,5,47,20,14,15,29,26,14,15,239
2024-03-19 11:40:00,1,70,9,2,21,9,61,30,15,8,16,19,23,16,300
2024-03-19 11:50:00,2,52,5,2,16,4,63,19,12,10,28,28,19,18,278
2024-03-19 12:00:00,4,64,3,2,11,4,54,21,10,8,25,20,14,13,253
2024-03-19 12:10:00,3,72,6,0,11,8,24,26,11,11,13,30,18,18,251
2024-03-19 12:20:00,2,46,3,2,17,3,53,20,13,13,25,28,15,15,255
2024-03-19 12:30:00,1,58,9,1,7,10,53,29,18,15,23,27,16,17,284
2024-03-19 12:40:00,7,67,6,2,6,6,65,19,14,10,30,20,15,21,288
2024-03-19 12:50:00,5,55,3,6,3,4,30,15,15,13,33,20,21,14,237
2024-03-19 13:00:00,8,74,5,3,8,3,60,19,15,13,26,21,18,15,288
2024-03-19 13:10:00,4,70,4,1,10,6,161,16,7,8,35,31,16,11,380
2024-03-19 13:20:00,3,95,4,2,7,6,61,23,10,10,42,30,16,18,327
2024-03-19 13:30:00,3,69,4,1,12,7,36,20,15,8,23,24,17,16,255
2024-03-19 13:40:00,9,59,6,3,15,8,60,22,11,5,22,25,13,14,272
2024-03-19 13:50:00,8,45,5,7,19,8,42,18,15,11,32,30,20,20,280
2024-03-19 14:00:00,1,68,7,2,3,8,118,22,20,14,36,28,21,20,368
2024-03-19 14:10:00,5,67,4,7,12,4,74,19,15,7,34,31,9,16,304
2024-03-19 14:20:00,6,68,7,3,7,12,71,24,7,13,38,30,13,17,316
2024-03-19 14:30:00,7,230,14,3,20,9,63,22,12,13,27,32,14,16,482
2024-03-19 14:40:00,6,74,8,3,17,8,62,18,19,8,32,28,20,20,323
2024-03-19 14:50:00,4,61,10,2,15,7,57,17,13,10,37,43,23,21,320
2024-03-19 15:00:00,5,88,6,2,18,4,152,18,14,10,32,44,13,16,422
2024-03-19 15:10:00,2,66,6,2,16,5,66,18,15,11,47,106,34,31,425
2024-03-19 15:20:00,6,77,11,1,9,6,49,22,15,15,38,40,24,22,335
2024-03-19 15:30:00,6,101,5,7,11,5,75,28,12,9,31,37,20,13,360
2024-03-19 15:40:00,6,86,9,2,7,8,66,24,12,11,30,42,25,18,346
2024-03-19 15:50:00,5,89,6,6,17,6,71,32,14,11,32,42,21,17,369
2024-03-19 16:00:00,5,86,9,8,3,6,68,24,8,13,52,52,10,12,356
2024-03-19 16:10:00,6,190,7,5,8,7,55,27,15,11,55,42,17,23,468
2024-03-19 16:20:00,7,77,10,7,10,8,68,29,15,11,41,38,21,13,355
2024-03-19 16:30:00,9,81,13,7,6,8,14,25,10,8,27,31,16,16,271
2024-03-19 16:40:00,6,76,10,4,9,9,60,21,10,8,53,46,23,17,352
2024-03-19 16:50:00,4,78,4,10,11,6,143,25,10,7,41,48,18,15,420
2024-03-19 17:00:00,3,77,10,7,8,8,62,27,14,12,47,50,14,23,362
2024-03-19 17:10:00,13,71,4,13,16,3,67,19,12,10,56,45,18,16,363
2024-03-19 17:20:00,4,66,7,6,2,5,90,31,10,9,51,54,9,10,354
2024-03-19 17:30:00,12,88,5,14,2,9,56,22,14,10,54,51,17,17,371
2024-03-19 17:40:00,10,73,6,13,8,2,62,23,9,13,50,46,14,18,347
2024-03-19 17:50:00,5,72,12,8,5,8,54,22,13,10,26,44,20,14,313
2024-03-19 18:00:00,13,76,8,16,8,10,56,22,8,7,37,39,16,18,334
2024-03-19 18:10:00,7,89,7,12,8,6,55,22,11,10,45,47,6,14,339
2024-03-19 18:20:00,7,86,8,11,14,7,46,27,7,6,35,35,20,18,327
2024-03-19 18:30:00,3,65,7,3,7,5,39,26,11,11,32,30,14,17,270
2024-03-19 18:40:00,9,57,5,9,14,7,51,25,7,4,20,40,33,18,299
2024-03-19 18:50:00,8,64,7,11,14,6,38,26,12,6,28,29,20,12,281
2024-03-19 19:00:00,5,62,5,9,13,7,42,23,7,5,29,36,22,18,283
2024-03-19 19:10:00,10,58,4,13,8,3,32,20,12,11,29,25,16,14,255
2024-03-19 19:20:00,5,52,6,6,16,6,41,23,8,7,24,34,26,27,281
2024-03-19 19:30:00,5,45,11,7,12,6,29,20,31,5,17,23,24,16,251
2024-03-19 19:40:00,5,54,11,4,10,8,45,21,12,12,23,21,18,13,257
2024-03-19 19:50:00,0,62,5,2,14,4,51,23,8,12,28,23,12,16,260
2024-03-19 20:00:00,1,43,3,3,21,3,34,22,9,4,12,18,14,6,193
2024-03-19 20:10:00,5,35,3,8,10,2,40,22,6,6,17,19,12,9,194
2024-03-19 20:20:00,0,41,5,2,14,2,27,22,7,8,10,19,15,15,187
2024-03-19 20:30:00,2,31,1,2,13,2,23,15,1,0,11,21,16,12,150
2024-03-19 20:40:00,2,29,5,3,15,5,38,17,9,7,9,26,9,6,180
2024-03-19 20:50:00,1,188,7,3,10,5,15,18,4,3,15,17,14,12,312
2024-03-19 21:00:00,3,29,1,2,16,2,18,16,4,4,20,20,18,13,166
2024-03-19 21:10:00,2,29,6,1,15,5,61,18,7,5,11,15,15,10,200
2024-03-19 21:20:00,0,37,8,0,15,5,26,18,3,2,16,19,24,17,190
2024-03-19 21:30:00,3,26,2,3,23,2,16,13,3,2,9,15,19,15,151
2024-03-19 21:40:00,4,52,5,2,14,4,31,26,3,3,12,9,14,9,188
2024-03-19 21:50:00,1,30,4,1,14,3,49,22,6,4,10,10,10,10,174
2024-03-19 22:00:00,2,20,1,4,12,1,27,19,2,4,7,12,12,9,132
2024-03-19 22:10:00,2,26,1,3,18,1,21,16,5,4,6,3,9,4,119
2024-03-19 22:20:00,1,160,3,2,17,3,17,14,4,2,7,10,14,7,261
2024-03-19 22:30:00,2,18,3,1,16,3,6,8,2,3,8,7,13,6,96
2024-03-19 22:40:00,2,17,6,3,15,4,12,16,5,4,8,5,12,6,115
2024-03-19 22:50:00,1,18,4,3,14,4,19,17,3,4,5,10,5,6,113
2024-03-19 23:00:00,1,26,3,1,16,6,15,13,2,2,5,12,6,8,116
2024-03-19 23:10:00,0,11,2,1,11,3,11,8,0,0,2,3,3,5,60
2024-03-19 23:20:00,2,18,2,1,12,2,5,4,1,0,3,7,3,2,62
2024-03-19 23:30:00,1,9,3,2,7,2,5,5,2,1,4,6,7,5,59
2024-03-19 23:40:00,0,16,2,1,13,1,14,12,1,1,5,6,7,10,89
2024-03-19 23:50:00,2,8,2,2,9,3,7,6,1,1,4,5,5,2,57
2024-03-20 00:00:00,0,8,0,2,6,2,6,6,0,1,1,5,6,5,48
2024-03-20 00:10:00,2,7,1,1,8,2,10,10,4,4,3,3,6,6,67
2024-03-20 00:20:00,0,4,1,2,7,6,7,7,1,0,3,5,3,3,49
2024-03-20 00:30:00,2,12,1,1,9,6,5,4,1,0,1,0,2,2,46
2024-03-20 00:40:00,3,4,0,1,6,4,2,2,2,2,3,3,6,2,40
2024-03-20 00:50:00,0,2,0,1,2,0,3,3,2,1,3,5,1,4,27
2024-03-20 01:00:00,3,9,1,1,9,1,3,3,4,1,4,13,4,4,60
2024-03-20 01:10:00,0,1,2,0,1,1,2,2,0,0,1,3,2,2,17
2024-03-20 01:20:00,1,6,1,1,5,1,2,2,2,1,3,10,3,5,43
2024-03-20 01:30:00,0,0,0,0,0,0,3,3,1,1,4,7,6,3,28
2024-03-20 01:40:00,0,2,1,0,2,2,1,2,0,1,1,5,2,2,21
2024-03-20 01:50:00,0,2,0,0,2,0,1,1,0,0,1,1,2,4,14
2024-03-20 02:00:00,0,1,0,0,1,0,2,2,1,1,2,0,2,1,13
2024-03-20 02:10:00,0,4,0,0,4,0,1,1,1,2,1,0,3,3,20
2024-03-20 02:20:00,0,3,0,0,3,0,2,2,1,1,0,0,0,0,12
2024-03-20 02:30:00,0,5,0,0,3,0,2,2,0,1,2,0,2,0,17
2024-03-20 02:40:00,0,1,0,0,1,0,4,4,1,1,1,3,5,2,23
2024-03-20 02:50:00,0,2,0,0,2,0,2,1,0,0,1,0,1,0,9
2024-03-20 03:00:00,0,2,0,0,2,0,0,0,0,0,1,0,1,1,7
2024-03-20 03:10:00,0,4,0,0,4,0,0,0,0,0,1,1,1,1,12
2024-03-20 03:20:00,0,1,0,0,1,0,3,3,0,0,0,0,0,1,9
2024-03-20 03:30:00,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4
2024-03-20 03:40:00,0,2,0,0,2,0,1,1,0,0,0,0,1,1,8
2024-03-20 03:50:00,1,2,0,1,2,0,2,2,0,0,1,0,1,1,13
2024-03-20 04:00:00,0,3,1,0,3,0,4,4,2,3,0,2,2,3,27
2024-03-20 04:10:00,0,1,1,0,1,1,4,4,0,0,2,0,2,0,16
2024-03-20 04:20:00,0,4,4,0,4,0,5,4,6,5,1,4,3,3,43
2024-03-20 04:30:00,0,3,0,0,3,0,4,4,1,2,0,0,0,0,17
2024-03-20 04:40:00,0,4,1,1,4,0,13,12,6,4,0,0,2,2,49
2024-03-20 04:50:00,0,1,2,1,1,1,12,10,4,5,0,4,0,1,42
2024-03-20 05:00:00,0,5,3,0,5,0,8,6,2,2,0,3,2,5,41
2024-03-20 05:10:00,0,5,2,0,6,2,20,14,2,1,2,2,6,4,66
2024-03-20 05:20:00,1,6,1,1,6,0,19,16,5,1,4,5,8,6,79
2024-03-20 05:30:00,1,7,4,1,7,2,33,21,6,3,3,6,7,7,108
2024-03-20 05:40:00,0,13,2,3,11,2,36,22,5,7,1,6,5,5,118
2024-03-20 05:50:00,0,8,1,1,6,2,45,14,6,3,2,7,6,7,108
2024-03-20 06:00:00,0,20,3,1,12,2,49,21,3,4,5,20,8,8,156
2024-03-20 06:10:00,2,22,1,4,6,1,56,23,12,6,7,9,8,8,165
2024-03-20 06:20:00,2,26,1,2,9,3,53,19,9,9,9,18,14,12,186
2024-03-20 06:30:00,4,17,2,4,11,3,102,24,13,9,9,15,14,12,239
