datetime,D21Z,D22Z,D23Z,V24Z,V25Z,V26Z,D81Z,V82Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-08 05:40:00,1,15,2,3,14,1,34,11,4,6,2,3,11,11,118
2024-03-08 05:50:00,0,13,1,0,12,1,47,15,5,4,1,4,9,10,122
2024-03-08 06:00:00,1,13,6,1,11,3,26,15,5,2,4,16,11,10,124
2024-03-08 06:10:00,2,15,1,2,9,6,51,27,4,5,4,8,8,8,150
2024-03-08 06:20:00,4,19,3,3,14,4,50,24,9,8,8,2,10,9,167
2024-03-08 06:30:00,1,29,2,0,12,3,49,15,11,7,6,9,9,9,162
2024-03-08 06:40:00,2,24,6,2,13,7,59,23,10,8,9,13,11,11,198
2024-03-08 06:50:00,0,38,3,2,14,6,63,30,12,7,3,11,8,9,206
2024-03-08 07:00:00,4,37,4,2,9,2,56,24,11,11,7,8,9,11,195
2024-03-08 07:10:00,3,39,2,0,7,8,60,26,16,12,6,10,9,9,207
2024-03-08 07:20:00,8,58,4,5,12,9,84,18,22,10,8,10,10,9,267
2024-03-08 07:30:00,2,55,5,4,8,7,76,33,20,13,14,20,10,10,277
2024-03-08 07:40:00,9,60,6,9,11,9,151,18,23,17,19,21,12,8,373
2024-03-08 07:50:00,9,54,6,6,16,10,88,24,14,7,24,25,14,12,309
2024-03-08 08:00:00,1,57,9,2,11,8,86,26,14,12,12,19,8,10,275
2024-03-08 08:10:00,2,47,5,2,15,6,87,20,18,10,16,18,11,14,271
2024-03-08 08:20:00,3,48,10,4,11,10,83,21,18,11,15,22,13,4,273
2024-03-08 08:30:00,4,49,2,1,14,6,65,24,12,8,24,20,9,16,254
2024-03-08 08:40:00,3,44,6,3,11,10,80,29,17,12,10,26,22,22,295
2024-03-08 08:50:00,2,61,8,2,8,7,79,24,17,14,8,14,18,13,275
2024-03-08 09:00:00,6,55,5,3,10,6,238,28,9,5,13,14,11,11,414
2024-03-08 09:10:00,5,53,6,3,14,8,72,25,15,9,12,13,17,10,262
2024-03-08 09:20:00,4,45,6,2,8,7,74,26,14,11,14,22,13,9,255
2024-03-08 09:30:00,2,45,7,4,12,7,66,17,20,10,15,21,23,13,262
2024-03-08 09:40:00,8,189,6,7,4,4,73,27,20,14,23,14,14,13,416
2024-03-08 09:50:00,2,63,8,0,4,8,77,16,15,11,10,16,9,18,257
2024-03-08 10:00:00,2,66,5,2,14,6,62,29,18,9,26,16,12,12,279
2024-03-08 10:10:00,2,59,2,0,17,5,45,17,11,10,18,21,16,15,238
2024-03-08 10:20:00,4,55,9,2,19,10,71,35,14,6,23,19,12,13,292
2024-03-08 10:30:00,0,48,6,0,13,5,72,25,19,14,11,18,15,18,264
2024-03-08 10:40:00,3,82,10,0,6,10,61,31,21,13,26,21,17,16,317
2024-03-08 10:50:00,4,73,6,1,10,6,64,21,15,13,4,21,11,15,264
2024-03-08 11:00:00,3,65,6,0,7,8,74,11,13,10,7,25,10,17,256
2024-03-08 11:10:00,5,70,6,3,15,7,36,23,10,9,23,37,4,27,275
2024-03-08 11:20:00,4,70,7,1,11,8,34,22,10,11,29,22,15,14,258
2024-03-08 11:30:00,4,57,28,1,14,5,50,26,12,16,24,26,24,20,307
2024-03-08 11:40:00,3,87,10,1,10,11,63,21,19,13,30,24,14,18,324
2024-03-08 11:50:00,8,64,6,2,11,10,55,21,13,12,33,28,12,25,300
2024-03-08 12:00:00,3,62,8,1,12,3,67,18,13,10,24,23,12,14,270
2024-03-08 12:10:00,4,70,9,2,22,11,58,24,14,8,38,19,16,8,303
2024-03-08 12:20:00,10,68,6,3,6,7,84,18,15,9,22,38,19,18,323
2024-03-08 12:30:00,9,74,6,4,14,7,76,18,10,6,34,24,14,20,316
2024-03-08 12:40:00,5,73,6,3,3,10,59,31,13,8,32,23,18,20,304
2024-03-08 12:50:00,2,83,6,1,11,6,60,23,7,7,27,19,12,12,276
2024-03-08 13:00:00,8,72,5,1,6,8,66,22,15,10,30,24,12,19,298
2024-03-08 13:10:00,9,78,8,4,11,7,93,16,15,14,37,34,19,19,364
2024-03-08 13:20:00,9,69,9,4,6,12,78,28,12,12,24,26,13,14,316
2024-03-08 13:30:00,0,83,5,2,8,6,64,21,17,11,47,28,19,17,328
2024-03-08 13:40:00,5,85,10,1,6,12,61,29,11,11,44,24,21,15,335
2024-03-08 13:50:00,7,72,6,2,21,9,45,19,14,10,15,32,11,18,281
2024-03-08 14:00:00,8,82,4,3,15,5,61,27,2,8,25,39,12,13,304
2024-03-08 14:10:00,2,74,5,2,22,7,61,31,16,10,48,33,11,16,338
2024-03-08 14:20:00,6,72,10,4,11,7,64,21,16,9,30,33,12,15,310
2024-03-08 14:30:00,10,78,13,2,24,10,64,35,9,8,36,36,14,19,358
2024-03-08 14:40:00,11,81,7,4,8,5,72,28,8,7,38,47,13,17,346
2024-03-08 14:50:00,7,74,3,2,13,4,84,24,21,14,38,36,18,16,354
2024-03-08 15:00:00,4,63,6,1,14,4,63,20,9,6,46,41,20,15,312
2024-03-08 15:10:00,6,76,5,3,15,6,72,26,10,7,38,36,18,19,337
2024-03-08 15:20:00,6,62,9,3,14,9,48,22,15,7,31,46,21,15,308
2024-03-08 15:30:00,5,80,9,6,21,8,75,29,8,9,30,41,14,9,344
2024-03-08 15:40:00,3,70,5,3,16,5,58,21,11,10,59,32,14,11,318
2024-03-08 15:50:00,2,129,3,2,17,5,86,22,7,7,16,34,13,12,355
2024-03-08 16:00:00,6,65,7,2,6,7,46,26,15,12,41,34,10,15,292
2024-03-08 16:10:00,7,69,6,7,11,6,64,26,18,11,35,42,8,11,321
2024-03-08 16:20:00,1,70,9,2,9,6,75,21,17,9,31,30,12,13,305
2024-03-08 16:30:00,5,64,7,7,16,4,58,28,21,13,26,40,24,9,322
2024-03-08 16:40:00,10,70,10,13,7,7,60,28,13,16,30,41,17,11,333
2024-03-08 16:50:00,9,78,8,9,6,4,67,28,21,14,32,41,15,10,342
2024-03-08 17:00:00,6,61,5,6,8,5,68,20,9,8,25,43,20,17,301
2024-03-08 17:10:00,6,75,9,5,10,9,55,30,13,9,38,39,19,4,321
2024-03-08 17:20:00,1,87,3,2,10,3,56,24,14,11,31,30,17,17,306
2024-03-08 17:30:00,2,61,6,3,10,5,53,28,9,19,33,31,18,10,288
2024-03-08 17:40:00,4,67,4,3,12,4,68,31,11,13,23,33,18,15,306
2024-03-08 17:50:00,8,54,5,8,13,4,47,23,12,10,18,33,25,16,276
2024-03-08 18:00:00,9,78,5,7,13,5,63,36,10,9,34,31,11,12,323
2024-03-08 18:10:00,11,183,6,7,8,9,72,18,10,12,25,42,15,11,429
2024-03-08 18:20:00,6,68,23,10,5,4,32,22,11,11,37,53,13,4,299
2024-03-08 18:30:00,7,87,7,3,0,6,68,17,13,9,29,33,17,13,309
2024-03-08 18:40:00,4,72,8,3,13,3,55,35,10,9,29,17,14,14,286
2024-03-08 18:50:00,8,77,5,11,8,4,52,27,15,11,20,23,8,17,286
2024-03-08 19:00:00,1,78,8,6,9,7,57,25,13,9,21,22,17,17,290
2024-03-08 19:10:00,5,57,7,7,13,8,12,34,7,8,23,30,20,15,246
2024-03-08 19:20:00,3,62,4,2,9,6,3,23,8,4,27,26,12,8,197
2024-03-08 19:30:00,3,55,4,3,16,5,51,29,7,8,15,20,15,12,243
2024-03-08 19:40:00,1,50,4,1,8,6,25,25,10,10,24,20,22,11,217
2024-03-08 19:50:00,3,51,4,2,8,5,19,20,7,4,12,22,14,12,183
2024-03-08 20:00:00,2,57,8,1,8,7,47,23,13,11,11,21,11,15,235
2024-03-08 20:10:00,10,63,4,8,14,7,30,21,9,6,14,16,18,15,235
2024-03-08 20:20:00,2,42,5,2,13,5,36,24,7,7,13,29,17,15,217
2024-03-08 20:30:00,3,43,2,2,16,3,34,16,9,5,13,20,18,13,197
2024-03-08 20:40:00,7,50,3,7,12,3,34,18,11,8,11,29,15,7,215
2024-03-08 20:50:00,6,38,6,7,18,6,26,14,7,6,1,15,10,8,168
2024-03-08 21:00:00,1,47,4,3,18,5,33,20,6,5,6,22,15,11,196
2024-03-08 21:10:00,2,34,5,1,16,5,23,14,2,2,10,15,14,10,153
2024-03-08 21:20:00,3,41,5,1,16,3,25,17,4,3,8,12,15,8,161
2024-03-08 21:30:00,0,36,4,1,20,4,28,18,2,2,9,13,13,10,160
2024-03-08 21:40:00,3,54,3,3,12,4,25,17,4,5,20,12,12,9,183
2024-03-08 21:50:00,2,39,2,1,21,3,19,17,9,7,10,11,10,7,158
2024-03-08 22:00:00,5,28,2,4,22,1,17,14,3,3,7,15,15,13,149
2024-03-08 22:10:00,2,44,7,3,22,4,24,19,6,5,14,2,12,6,170
2024-03-08 22:20:00,1,53,5,1,20,4,26,18,6,6,11,12,11,10,184
2024-03-08 22:30:00,2,58,2,3,14,2,25,17,3,3,10,14,14,12,179
2024-03-08 22:40:00,0,36,5,1,19,3,29,22,1,1,5,8,14,8,152
2024-03-08 22:50:00,3,57,4,2,16,4,22,17,3,2,10,13,18,8,179
2024-03-08 23:00:00,0,23,2,3,19,2,17,14,11,4,7,10,10,11,133
2024-03-08 23:10:00,3,21,7,1,15,7,14,10,6,5,12,6,15,7,129
2024-03-08 23:20:00,2,22,2,4,13,2,10,10,4,3,1,10,8,8,99
2024-03-08 23:30:00,1,31,0,3,13,0,11,12,1,1,5,6,6,6,96
2024-03-08 23:40:00,0,33,1,0,20,2,6,6,4,2,4,3,6,7,94
2024-03-08 23:50:00,4,32,2,3,19,3,10,10,8,7,10,9,14,7,138
2024-03-09 00:00:00,1,22,1,5,17,1,49,8,2,2,3,10,12,9,142
2024-03-09 00:10:00,2,30,1,0,18,3,20,12,4,4,4,5,8,6,117
2024-03-09 00:20:00,1,21,1,2,15,1,11,9,2,2,4,5,8,6,88
2024-03-09 00:30:00,2,23,2,0,14,8,11,9,2,2,5,3,8,7,96
2024-03-09 00:40:00,3,17,1,3,12,1,12,9,1,1,2,6,6,10,84
2024-03-09 00:50:00,1,13,2,2,9,2,6,10,3,1,4,6,7,6,72
2024-03-09 01:00:00,1,19,2,2,21,4,7,7,0,0,5,3,8,6,85
2024-03-09 01:10:00,3,15,4,6,11,3,11,10,1,2,2,3,4,4,79
2024-03-09 01:20:00,0,10,0,1,9,0,7,7,0,0,4,5,8,6,57
2024-03-09 01:30:00,0,11,2,2,10,1,6,8,3,3,4,1,7,5,63
2024-03-09 01:40:00,0,2,0,0,3,0,8,6,2,2,4,2,5,6,40
2024-03-09 01:50:00,1,12,0,1,10,0,2,2,2,2,1,3,8,8,52
2024-03-09 02:00:00,0,6,1,0,6,3,7,7,1,1,2,0,7,5,46
2024-03-09 02:10:00,1,6,2,0,7,1,5,4,2,2,3,1,5,2,41
2024-03-09 02:20:00,1,7,1,1,7,1,8,7,2,1,7,2,11,9,65
2024-03-09 02:30:00,0,4,2,0,4,4,0,0,0,0,2,1,6,7,30
2024-03-09 02:40:00,0,6,2,0,6,2,5,5,1,0,1,3,5,6,42
2024-03-09 02:50:00,0,7,1,0,7,2,6,6,0,0,1,1,9,8,48
2024-03-09 03:00:00,1,6,0,2,6,1,3,3,0,0,3,1,6,6,38
2024-03-09 03:10:00,0,9,0,0,8,0,1,1,0,0,2,1,7,8,37
2024-03-09 03:20:00,0,2,1,0,2,1,2,3,1,1,1,1,5,4,24
2024-03-09 03:30:00,0,3,0,0,3,0,6,6,1,0,0,1,8,8,36
2024-03-09 03:40:00,0,4,1,0,2,2,2,2,2,0,0,1,7,7,30
2024-03-09 03:50:00,1,6,1,1,6,0,3,6,1,1,1,3,7,8,45
2024-03-09 04:00:00,0,4,0,0,4,0,4,4,1,1,1,4,6,6,35
2024-03-09 04:10:00,0,1,0,0,1,0,0,0,0,0,0,1,9,9,21
2024-03-09 04:20:00,1,6,0,1,5,0,1,0,2,2,1,6,9,9,43
2024-03-09 04:30:00,0,5,1,1,5,1,1,2,3,1,1,2,10,10,43
2024-03-09 04:40:00,0,3,0,0,3,1,5,5,0,1,1,1,11,11,42
2024-03-09 04:50:00,0,4,2,0,4,1,6,5,1,1,0,2,8,8,42
2024-03-09 05:00:00,0,4,4,0,4,1,10,6,2,1,0,1,10,10,53
2024-03-09 05:10:00,0,1,1,0,1,0,9,7,5,2,1,3,9,8,47
2024-03-09 05:20:00,0,7,2,0,5,2,7,7,0,0,0,2,9,9,50
2024-03-09 05:30:00,0,7,1,0,6,1,7,6,2,1,3,4,7,8,53
2024-03-09 05:40:00,1,6,2,2,5,2,10,8,3,1,1,0,8,8,57
2024-03-09 05:50:00,0,4,4,1,4,3,4,5,0,0,2,3,10,10,50
2024-03-09 06:00:00,0,7,2,0,8,1,9,8,0,0,0,10,9,9,63
2024-03-09 06:10:00,1,4,1,1,4,1,8,9,0,0,0,1,9,9,48
2024-03-09 06:20:00,0,9,3,0,8,1,13,9,1,1,1,3,10,10,69
2024-03-09 06:30:00,0,12,1,1,10,1,12,12,0,0,4,4,9,10,76
2024-03-09 06:40:00,1,11,3,1,9,3,14,11,2,1,3,10,9,9,87
2024-03-09 06:50:00,1,12,3,0,11,1,19,14,1,1,2,6,10,9,90
2024-03-09 07:00:00,0,10,3,0,9,3,7,6,2,2,1,1,8,8,60
2024-03-09 07:10:00,0,5,0,0,4,1,14,10,1,0,1,1,7,7,51
2024-03-09 07:20:00,1,7,2,0,7,2,10,10,1,1,4,2,9,10,66
2024-03-09 07:30:00,0,8,4,0,7,4,15,9,3,3,4,2,10,10,79
2024-03-09 07:40:00,0,12,0,0,9,0,71,14,4,3,4,2,7,7,133
2024-03-09 07:50:00,0,12,1,1,9,2,20,12,4,4,0,7,8,8,88
2024-03-09 08:00:00,1,20,4,0,16,2,29,13,1,2,1,7,10,10,116
2024-03-09 08:10:00,0,10,0,0,9,0,12,14,7,7,2,3,9,8,81
2024-03-09 08:20:00,0,16,5,2,13,5,28,22,4,3,4,6,11,9,128
2024-03-09 08:30:00,1,17,3,0,14,2,25,19,2,3,9,12,14,11,132
2024-03-09 08:40:00,0,23,2,1,17,1,31,19,6,5,5,12,13,10,145
2024-03-09 08:50:00,2,27,5,3,16,2,39,20,9,9,13,9,10,8,172
2024-03-09 09:00:00,4,30,4,4,16,4,35,23,11,11,5,7,0,0,154
2024-03-09 09:10:00,1,31,4,1,15,5,41,27,10,9,10,5,0,0,159
2024-03-09 09:20:00,2,26,2,1,13,2,45,22,10,8,7,10,0,0,148
2024-03-09 09:30:00,4,40,4,4,14,2,47,17,12,11,4,13,0,0,172
2024-03-09 09:40:00,3,47,4,5,21,6,48,24,7,8,9,17,0,0,199
2024-03-09 09:50:00,4,45,8,5,13,8,68,19,21,10,7,24,0,0,232
2024-03-09 10:00:00,3,44,1,4,19,1,52,24,13,10,13,9,0,0,193
2024-03-09 10:10:00,4,45,1,1,17,1,53,30,19,16,14,15,0,0,216
2024-03-09 10:20:00,5,60,3,4,18,3,51,19,13,8,7,11,0,0,202
2024-03-09 10:30:00,2,34,5,1,16,4,28,15,15,14,20,7,0,0,161
2024-03-09 10:40:00,4,44,4,1,26,3,62,40,11,11,15,20,0,0,241
2024-03-09 10:50:00,2,66,5,2,21,5,57,29,15,11,6,12,0,0,231
2024-03-09 11:00:00,6,56,7,2,13,8,47,7,12,25,12,15,0,0,210
2024-03-09 11:10:00,3,61,8,1,26,9,42,25,12,14,18,19,0,0,238
2024-03-09 11:20:00,3,52,10,3,8,6,50,27,10,9,21,16,0,0,215
2024-03-09 11:30:00,0,63,5,0,11,4,55,26,14,13,28,19,0,0,238
2024-03-09 11:40:00,8,61,3,4,15,4,58,25,17,11,15,17,0,0,238
2024-03-09 11:50:00,6,61,5,3,10,3,73,38,16,20,18,21,0,0,274
2024-03-09 12:00:00,2,65,3,0,13,3,66,31,5,6,23,22,0,0,239
2024-03-09 12:10:00,4,80,6,1,19,5,39,23,13,9,19,19,0,0,237
2024-03-09 12:20:00,5,65,4,2,17,5,65,23,19,17,24,25,0,0,271
2024-03-09 12:30:00,4,53,6,1,17,6,56,21,14,13,20,15,0,0,226
2024-03-09 12:40:00,3,47,4,1,23,5,60,22,14,13,19,22,0,0,233
2024-03-09 12:50:00,5,58,11,3,9,10,70,25,12,12,29,23,0,0,267
2024-03-09 13:00:00,11,73,2,6,15,3,61,26,11,9,25,21,0,0,263
2024-03-09 13:10:00,5,60,8,2,19,9,67,31,14,11,28,19,0,0,273
2024-03-09 13:20:00,3,50,8,2,17,8,69,32,15,6,24,25,0,0,259
2024-03-09 13:30:00,2,59,4,0,18,5,56,22,11,10,18,19,0,0,224
2024-03-09 13:40:00,7,67,4,2,18,5,49,31,8,10,33,20,0,0,254
2024-03-09 13:50:00,6,71,5,3,18,6,66,26,11,10,26,19,0,0,267
2024-03-09 14:00:00,6,61,6,1,17,4,65,33,11,12,23,18,0,0,257
2024-03-09 14:10:00,4,70,7,2,17,3,56,27,11,14,22,20,0,0,253
2024-03-09 14:20:00,5,64,9,2,18,8,54,27,13,7,16,26,0,0,249
2024-03-09 14:30:00,6,56,5,3,8,6,57,29,14,10,22,29,0,0,245
2024-03-09 14:40:00,4,66,8,2,27,7,78,25,16,15,23,21,0,0,292
2024-03-09 14:50:00,11,56,2,5,12,2,68,22,14,11,31,20,0,0,254
2024-03-09 15:00:00,10,75,7,2,13,5,67,26,7,8,29,20,0,0,269
2024-03-09 15:10:00,3,59,4,1,20,5,44,27,8,7,30,25,0,0,233
2024-03-09 15:20:00,4,73,4,4,19,3,52,26,11,12,28,17,0,0,253
2024-03-09 15:30:00,3,56,4,2,17,3,70,31,12,12,11,20,0,0,241
2024-03-09 15:40:00,1,56,3,2,13,3,119,26,15,8,29,27,0,0,302
2024-03-09 15:50:00,4,63,6,3,14,4,52,28,13,9,23,26,0,0,245
2024-03-09 16:00:00,7,53,1,2,13,1,56,26,15,6,24,21,0,0,225
2024-03-09 16:10:00,6,48,6,4,14,3,210,27,6,6,28,16,0,0,374
2024-03-09 16:20:00,6,55,3,3,18,2,53,21,9,7,23,14,0,0,214
2024-03-09 16:30:00,1,46,9,1,14,8,67,29,5,6,20,27,0,0,233
2024-03-09 16:40:00,6,62,4,3,20,3,59,24,8,8,22,18,0,0,237
2024-03-09 16:50:00,4,69,5,1,14,5,53,27,10,12,19,23,0,0,242
2024-03-09 17:00:00,7,58,8,5,15,8,64,23,10,8,30,22,0,0,258
2024-03-09 17:10:00,2,54,3,2,20,1,55,31,9,10,25,24,0,0,236
2024-03-09 17:20:00,3,73,6,4,13,5,88,25,13,8,18,15,0,0,271
2024-03-09 17:30:00,7,64,7,5,15,3,42,28,17,15,25,16,0,0,244
2024-03-09 17:40:00,7,71,6,1,18,5,52,28,10,11,24,21,0,0,254
2024-03-09 17:50:00,2,72,8,2,7,5,54,30,11,9,29,22,0,0,251
2024-03-09 18:00:00,3,55,8,3,10,8,46,21,9,12,33,13,0,0,221
2024-03-09 18:10:00,3,72,8,3,18,8,39,27,3,5,25,18,0,0,229
2024-03-09 18:20:00,8,54,6,4,14,3,38,20,11,6,13,21,0,0,198
2024-03-09 18:30:00,5,54,6,5,12,7,43,21,14,12,19,13,0,0,211
2024-03-09 18:40:00,1,135,2,4,17,3,47,34,14,9,18,29,0,0,313
2024-03-09 18:50:00,1,50,5,2,13,1,35,18,84,9,22,13,0,0,253
2024-03-09 19:00:00,4,62,3,4,13,3,37,25,7,11,10,11,0,0,190
2024-03-09 19:10:00,1,46,5,2,14,4,55,21,11,8,27,28,0,0,222
2024-03-09 19:20:00,1,80,6,1,15,4,38,23,11,11,16,17,0,0,223
2024-03-09 19:30:00,2,46,2,5,15,2,34,25,7,4,15,17,0,0,174
2024-03-09 19:40:00,2,39,4,3,16,4,43,26,4,3,12,10,0,0,166
2024-03-09 19:50:00,2,30,7,3,14,5,27,19,5,6,14,19,0,0,151
2024-03-09 20:00:00,1,44,11,1,15,8,43,22,8,5,12,16,0,0,186
2024-03-09 20:10:00,3,39,8,4,17,7,28,20,5,7,19,16,0,0,173
2024-03-09 20:20:00,1,39,6,1,16,5,21,16,3,3,12,13,0,0,136
2024-03-09 20:30:00,0,37,6,0,16,6,45,13,3,6,8,12,0,0,152
2024-03-09 20:40:00,1,27,2,1,14,4,22,15,2,3,16,14,0,0,121
2024-03-09 20:50:00,4,30,5,5,10,3,18,15,5,3,9,9,0,0,116
2024-03-09 21:00:00,1,33,5,3,12,5,24,22,8,7,10,11,0,0,141
2024-03-09 21:10:00,1,35,4,0,15,4,14,12,3,1,11,15,0,0,115
2024-03-09 21:20:00,0,29,4,0,16,3,11,18,6,4,12,13,0,0,116
2024-03-09 21:30:00,1,33,3,0,20,1,21,19,6,5,16,6,0,0,131
2024-03-09 21:40:00,2,29,1,1,13,2,19,14,5,4,9,3,0,0,102
2024-03-09 21:50:00,0,39,7,1,21,5,16,13,2,2,10,16,0,0,132
2024-03-09 22:00:00,1,39,5,1,19,5,31,16,3,2,8,5,0,0,135
2024-03-09 22:10:00,1,26,4,3,11,3,20,16,7,5,11,6,0,0,113
2024-03-09 22:20:00,1,33,3,0,13,3,26,17,2,4,11,6,0,0,119
2024-03-09 22:30:00,3,42,5,1,17,4,17,9,3,3,12,10,0,0,126
2024-03-09 22:40:00,2,33,4,2,12,1,24,15,3,2,27,10,0,0,135
2024-03-09 22:50:00,2,32,2,1,11,2,17,10,4,3,10,13,0,0,107
2024-03-09 23:00:00,2,34,1,1,14,1,21,15,3,1,24,9,0,0,126
2024-03-09 23:10:00,1,41,3,2,13,3,19,17,4,4,11,8,0,0,126
2024-03-09 23:20:00,0,20,2,0,14,3,9,8,1,1,16,8,0,0,82
2024-03-09 23:30:00,0,17,1,1,15,2,20,15,2,2,6,7,0,0,88
2024-03-09 23:40:00,3,19,5,2,13,4,14,10,12,5,19,7,0,0,113
2024-03-09 23:50:00,2,21,5,2,15,4,11,9,3,3,5,9,0,0,89
2024-03-10 00:00:00,0,16,0,0,13,0,7,4,4,4,12,5,0,0,65
2024-03-10 00:10:00,0,24,7,0,12,4,7,8,3,4,6,5,0,0,80
2024-03-10 00:20:00,5,21,1,2,20,3,6,7,4,2,4,7,0,0,82
2024-03-10 00:30:00,1,21,4,1,13,6,8,11,1,1,4,6,0,0,77
2024-03-10 00:40:00,0,13,2,1,8,2,6,7,1,1,3,5,0,0,49
2024-03-10 00:50:00,0,10,0,2,6,0,10,8,3,3,7,4,0,0,53
2024-03-10 01:00:00,3,17,1,1,14,0,16,14,0,0,3,7,0,0,76
2024-03-10 01:10:00,0,10,2,0,11,2,8,8,0,0,2,3,0,0,46
2024-03-10 01:20:00,3,12,0,2,8,0,9,7,0,0,3,7,0,0,51
2024-03-10 01:30:00,2,10,1,3,11,2,2,2,2,2,4,2,0,0,43
2024-03-10 01:40:00,0,9,1,1,9,1,3,3,0,0,0,5,0,0,32
2024-03-10 01:50:00,1,7,0,1,5,0,4,5,0,0,5,4,0,0,32
2024-03-10 02:00:00,1,15,2,2,12,3,8,8,1,1,3,2,0,0,58
2024-03-10 02:10:00,1,5,0,1,5,0,5,6,1,1,1,1,0,0,27
2024-03-10 02:20:00,0,8,1,0,7,1,5,4,0,0,3,3,0,0,32
2024-03-10 02:30:00,1,8,2,1,7,3,3,4,2,2,7,4,0,0,44
2024-03-10 02:40:00,0,9,0,0,11,0,1,1,1,0,3,2,0,0,28
2024-03-10 02:50:00,1,10,0,0,9,3,4,3,0,0,1,2,0,0,33
2024-03-10 03:00:00,1,4,1,2,5,1,3,3,0,0,1,0,0,0,21
2024-03-10 03:10:00,0,4,1,1,5,1,3,2,0,0,0,0,0,0,17
2024-03-10 03:20:00,0,6,0,0,6,0,10,9,3,3,1,3,0,0,41
2024-03-10 03:30:00,0,3,2,0,3,2,1,1,0,0,1,3,0,0,16
2024-03-10 03:40:00,0,4,1,0,5,2,3,3,0,0,1,2,0,0,21
2024-03-10 03:50:00,0,0,1,0,0,0,15,4,3,1,3,3,0,0,30
2024-03-10 04:00:00,0,8,0,0,7,0,1,1,1,1,3,1,0,0,23
2024-03-10 04:10:00,1,9,0,1,9,0,6,4,0,0,0,2,0,0,32
2024-03-10 04:20:00,0,1,0,0,1,0,2,3,1,2,0,5,0,0,15
2024-03-10 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-10 04:40:00,0,1,0,0,1,0,2,2,0,0,0,3,0,0,9
2024-03-10 04:50:00,2,6,0,2,6,0,6,6,1,1,1,2,0,0,33
2024-03-10 05:00:00,0,0,0,0,0,0,3,3,0,0,0,2,0,0,8
2024-03-10 05:10:00,0,2,1,0,2,1,7,7,0,0,0,0,0,0,20
2024-03-10 05:20:00,0,5,0,0,5,0,4,4,1,1,2,1,0,0,23
2024-03-10 05:30:00,0,1,0,1,1,0,8,8,1,1,1,0,0,0,22
2024-03-10 05:40:00,0,1,0,0,1,0,9,6,0,0,0,1,0,0,18
2024-03-10 05:50:00,0,0,3,0,0,3,5,4,3,2,0,4,0,0,24
2024-03-10 06:00:00,0,4,1,0,5,0,5,3,4,1,1,4,0,0,28
2024-03-10 06:10:00,0,3,1,0,3,1,7,5,0,0,1,0,0,0,21
2024-03-10 06:20:00,0,6,1,0,6,1,4,2,0,0,2,8,0,0,30
2024-03-10 06:30:00,0,6,0,0,5,0,8,8,1,1,2,0,0,0,31
2024-03-10 06:40:00,0,6,4,0,7,1,6,3,0,0,1,8,0,0,36
2024-03-10 06:50:00,0,7,1,0,5,1,8,6,1,0,1,2,0,0,32
2024-03-10 07:00:00,0,5,0,0,4,0,5,4,0,0,0,1,0,0,19
2024-03-10 07:10:00,0,3,0,0,3,0,5,4,0,0,0,2,0,0,17
2024-03-10 07:20:00,0,5,1,0,5,1,9,8,1,2,1,2,0,0,35
2024-03-10 07:30:00,0,2,0,0,3,0,9,9,0,0,0,0,0,0,23
2024-03-10 07:40:00,1,4,1,0,4,1,5,3,0,0,0,2,0,0,21
2024-03-10 07:50:00,1,2,1,1,2,1,11,11,0,1,2,5,0,0,38
2024-03-10 08:00:00,0,13,1,0,7,1,10,9,1,0,4,2,0,0,48
2024-03-10 08:10:00,1,11,2,0,7,0,13,9,0,0,4,4,0,0,51
2024-03-10 08:20:00,0,8,2,1,8,1,4,3,2,2,2,4,0,0,37
2024-03-10 08:30:00,0,9,0,0,6,0,11,8,3,5,2,4,0,0,48
2024-03-10 08:40:00,0,16,0,0,10,0,17,14,1,1,2,3,0,0,64
2024-03-10 08:50:00,1,16,1,1,13,1,22,18,3,3,5,2,0,0,86
2024-03-10 09:00:00,2,18,2,1,11,2,18,15,3,3,5,4,0,0,84
2024-03-10 09:10:00,0,18,4,0,11,1,23,14,2,3,1,5,0,0,82
2024-03-10 09:20:00,2,31,3,0,6,4,25,19,4,4,5,7,0,0,110
2024-03-10 09:30:00,1,21,1,0,19,1,19,14,3,4,7,3,0,0,93
2024-03-10 09:40:00,4,28,2,2,18,2,36,22,9,9,2,11,0,0,145
2024-03-10 09:50:00,6,32,4,4,17,4,41,19,10,8,5,11,0,0,161
2024-03-10 10:00:00,1,24,3,3,17,3,24,12,7,5,8,9,0,0,116
2024-03-10 10:10:00,1,27,3,1,12,5,37,25,4,3,8,9,0,0,135
2024-03-10 10:20:00,2,27,5,4,13,3,48,14,3,3,7,11,0,0,140
2024-03-10 10:30:00,3,23,2,3,16,1,38,24,5,5,5,16,0,0,141
2024-03-10 10:40:00,2,32,3,1,18,3,32,22,4,4,9,1,0,0,131
2024-03-10 10:50:00,2,31,5,1,18,6,41,19,4,3,8,6,0,0,144
2024-03-10 11:00:00,4,41,1,4,18,2,29,19,1,1,9,9,0,0,138
2024-03-10 11:10:00,0,42,4,2,22,3,36,18,2,2,9,9,0,0,149
2024-03-10 11:20:00,4,42,5,3,17,5,40,20,2,4,6,9,0,0,157
