datetime,D111Z,D21Z,D22Z,D51Z,D81Z,D82Z,D85Z,Total
2024-03-01 17:00:00,23,41,24,38,22,22,0,170
2024-03-01 17:10:00,20,48,23,29,32,19,0,171
2024-03-01 17:20:00,18,30,15,10,18,14,0,105
2024-03-01 17:30:00,15,44,24,51,36,17,0,187
2024-03-01 17:40:00,20,41,94,18,28,22,0,223
2024-03-01 17:50:00,16,46,21,16,35,21,0,155
2024-03-01 18:00:00,18,31,20,25,22,27,0,143
2024-03-01 18:10:00,17,29,12,62,26,13,0,159
2024-03-01 18:20:00,9,44,13,19,26,25,0,136
2024-03-01 18:30:00,18,42,22,22,22,16,0,142
2024-03-01 18:40:00,15,52,42,21,17,17,0,164
2024-03-01 18:50:00,16,43,49,22,17,17,0,164
2024-03-01 19:00:00,13,49,20,17,26,19,0,144
2024-03-01 19:10:00,14,39,27,10,22,20,0,132
2024-03-01 19:20:00,12,38,13,16,20,15,0,114
2024-03-01 19:30:00,14,23,14,11,29,16,0,107
2024-03-01 19:40:00,15,28,10,7,24,18,0,102
2024-03-01 19:50:00,17,44,9,13,11,24,0,118
2024-03-01 20:00:00,11,32,9,15,15,15,0,97
2024-03-01 20:10:00,5,24,8,7,13,16,0,73
2024-03-01 20:20:00,4,26,12,11,20,9,0,82
2024-03-01 20:30:00,11,26,9,18,21,16,0,101
2024-03-01 20:40:00,11,26,13,20,12,15,0,97
2024-03-01 20:50:00,7,24,18,9,15,14,0,87
2024-03-01 21:00:00,6,13,11,16,13,9,0,68
2024-03-01 21:10:00,7,14,8,53,14,9,0,105
2024-03-01 21:20:00,2,24,10,12,12,16,0,76
2024-03-01 21:30:00,5,29,18,7,5,10,0,74
2024-03-01 21:40:00,5,13,21,9,17,21,0,86
2024-03-01 21:50:00,7,17,1,8,16,14,0,63
2024-03-01 22:00:00,6,16,8,9,11,11,0,61
2024-03-01 22:10:00,1,15,10,9,8,11,0,54
2024-03-01 22:20:00,8,15,9,7,15,9,0,63
2024-03-01 22:30:00,6,21,7,6,12,9,0,61
2024-03-01 22:40:00,4,14,7,11,13,15,0,64
2024-03-01 22:50:00,5,16,3,10,11,5,0,50
2024-03-01 23:00:00,8,11,3,8,12,53,0,95
2024-03-01 23:10:00,1,10,2,7,9,5,0,34
2024-03-01 23:20:00,5,15,7,51,13,17,0,108
2024-03-01 23:30:00,4,8,1,3,7,6,0,29
2024-03-01 23:40:00,3,13,6,11,12,10,0,55
2024-03-01 23:50:00,2,10,5,4,13,14,0,48
2024-03-02 00:00:00,4,9,8,9,10,8,0,48
2024-03-02 00:10:00,5,9,4,3,8,5,0,34
2024-03-02 00:20:00,1,7,1,7,8,7,0,31
2024-03-02 00:30:00,2,6,1,5,4,4,0,22
2024-03-02 00:40:00,2,9,5,3,3,5,0,27
2024-03-02 00:50:00,2,1,2,3,8,8,0,24
2024-03-02 01:00:00,2,10,6,5,2,1,0,26
2024-03-02 01:10:00,1,8,4,4,31,2,0,50
2024-03-02 01:20:00,4,11,2,4,5,9,0,35
2024-03-02 01:30:00,1,9,1,1,4,3,0,19
2024-03-02 01:40:00,5,5,3,4,5,6,0,28
2024-03-02 01:50:00,0,5,0,6,7,5,0,23
2024-03-02 02:00:00,1,2,2,2,3,0,0,10
2024-03-02 02:10:00,7,2,1,0,3,1,0,14
2024-03-02 02:20:00,5,3,1,2,7,3,0,21
2024-03-02 02:30:00,0,4,2,1,2,0,0,9
2024-03-02 02:40:00,2,5,2,2,0,1,0,12
2024-03-02 02:50:00,6,2,1,0,0,2,0,11
2024-03-02 03:00:00,0,3,1,0,2,3,0,9
2024-03-02 03:10:00,4,4,6,0,1,3,0,18
2024-03-02 03:20:00,0,3,2,3,4,4,0,16
2024-03-02 03:30:00,0,1,4,3,2,1,0,11
2024-03-02 03:40:00,0,3,1,3,5,1,0,13
2024-03-02 03:50:00,4,4,3,1,2,1,0,15
2024-03-02 04:00:00,0,5,2,2,4,2,0,15
2024-03-02 04:10:00,0,4,3,2,4,4,0,17
2024-03-02 04:20:00,0,6,10,1,1,3,0,21
2024-03-02 04:30:00,0,7,4,1,5,4,0,21
2024-03-02 04:40:00,0,5,9,1,4,8,0,27
2024-03-02 04:50:00,1,3,2,9,6,8,0,29
2024-03-02 05:00:00,1,5,4,1,0,5,0,16
2024-03-02 05:10:00,0,5,1,36,2,3,0,47
2024-03-02 05:20:00,1,8,4,2,5,7,0,27
2024-03-02 05:30:00,0,6,3,1,4,2,0,16
2024-03-02 05:40:00,2,12,3,5,9,6,0,37
2024-03-02 05:50:00,3,4,3,4,3,8,0,25
2024-03-02 06:00:00,1,4,4,2,7,7,0,25
2024-03-02 06:10:00,0,7,3,3,7,8,0,28
2024-03-02 06:20:00,1,3,2,2,7,5,0,20
2024-03-02 06:30:00,4,6,2,4,6,4,0,26
2024-03-02 06:40:00,2,8,6,4,5,42,0,67
2024-03-02 06:50:00,2,2,3,2,4,3,0,16
2024-03-02 07:00:00,0,4,3,6,9,5,0,27
2024-03-02 07:10:00,3,10,7,4,5,10,0,39
2024-03-02 07:20:00,2,8,5,8,5,5,0,33
2024-03-02 07:30:00,2,16,8,1,9,8,0,44
2024-03-02 07:40:00,5,15,8,17,4,7,0,56
2024-03-02 07:50:00,3,11,12,7,9,11,0,53
2024-03-02 08:00:00,1,5,6,3,5,7,0,27
2024-03-02 08:10:00,3,12,9,1,10,13,0,48
2024-03-02 08:20:00,4,19,5,8,9,8,0,53
2024-03-02 08:30:00,6,9,8,8,9,9,0,49
2024-03-02 08:40:00,4,18,6,7,18,14,0,67
2024-03-02 08:50:00,3,19,7,10,17,13,0,69
2024-03-02 09:00:00,4,21,9,6,17,6,0,63
2024-03-02 09:10:00,2,19,6,6,38,10,0,81
2024-03-02 09:20:00,9,24,6,5,14,8,0,66
2024-03-02 09:30:00,1,22,7,7,32,13,0,82
2024-03-02 09:40:00,6,34,10,16,23,10,0,99
2024-03-02 09:50:00,5,37,15,16,28,20,0,121
2024-03-02 10:00:00,5,30,16,12,24,17,0,104
2024-03-02 10:10:00,8,34,10,17,22,18,0,109
2024-03-02 10:20:00,6,26,12,15,28,15,0,102
2024-03-02 10:30:00,6,34,19,11,26,13,0,109
2024-03-02 10:40:00,9,31,11,10,20,27,0,108
2024-03-02 10:50:00,7,46,18,12,26,25,0,134
2024-03-02 11:00:00,12,37,17,17,23,15,0,121
2024-03-02 11:10:00,12,31,21,21,23,22,0,130
2024-03-02 11:20:00,10,42,23,28,25,16,0,144
2024-03-02 11:30:00,9,36,14,18,32,25,0,134
2024-03-02 11:40:00,9,39,11,8,23,23,0,113
2024-03-02 11:50:00,11,53,25,19,23,17,0,148
2024-03-02 12:00:00,14,65,15,16,22,13,0,145
2024-03-02 12:10:00,15,33,19,15,23,15,0,120
2024-03-02 12:20:00,16,33,10,19,28,25,0,131
2024-03-02 12:30:00,15,32,15,16,21,31,0,130
2024-03-02 12:40:00,15,43,17,18,27,25,0,145
2024-03-02 12:50:00,6,60,13,50,27,22,0,178
2024-03-02 13:00:00,13,54,33,18,33,26,0,177
2024-03-02 13:10:00,17,44,20,20,24,15,0,140
2024-03-02 13:20:00,16,40,19,20,25,20,0,140
2024-03-02 13:30:00,17,39,21,17,22,16,0,132
2024-03-02 13:40:00,20,45,19,16,29,29,0,158
2024-03-02 13:50:00,18,46,23,15,59,20,0,181
2024-03-02 14:00:00,14,47,19,18,27,22,0,147
2024-03-02 14:10:00,21,30,18,12,24,20,0,125
2024-03-02 14:20:00,16,46,17,18,24,18,0,139
2024-03-02 14:30:00,14,46,18,12,27,15,0,132
2024-03-02 14:40:00,16,48,20,20,23,27,0,154
2024-03-02 14:50:00,14,34,15,23,30,30,0,146
2024-03-02 15:00:00,8,36,18,14,17,15,0,108
2024-03-02 15:10:00,15,40,13,19,18,16,0,121
2024-03-02 15:20:00,13,38,14,21,24,21,0,131
2024-03-02 15:30:00,7,31,17,18,19,24,0,116
2024-03-02 15:40:00,17,27,19,15,20,21,0,119
2024-03-02 15:50:00,19,41,15,17,17,82,0,191
2024-03-02 16:00:00,20,36,9,11,21,21,0,118
2024-03-02 16:10:00,13,33,13,6,21,17,0,103
2024-03-02 16:20:00,14,39,11,18,19,20,0,121
2024-03-02 16:30:00,7,35,22,15,26,12,0,117
2024-03-02 16:40:00,9,30,9,13,18,15,0,94
2024-03-02 16:50:00,15,50,15,22,22,18,0,142
2024-03-02 17:00:00,15,41,11,13,24,18,0,122
2024-03-02 17:10:00,12,37,23,17,17,14,0,120
2024-03-02 17:20:00,18,31,18,18,17,18,0,120
2024-03-02 17:30:00,11,24,14,14,15,13,0,91
2024-03-02 17:40:00,13,35,18,15,18,10,0,109
2024-03-02 17:50:00,11,42,40,17,26,53,0,189
2024-03-02 18:00:00,8,32,13,16,18,15,0,102
2024-03-02 18:10:00,14,46,16,41,16,68,0,201
2024-03-02 18:20:00,8,37,16,24,23,23,0,131
2024-03-02 18:30:00,12,36,11,19,23,26,0,127
2024-03-02 18:40:00,13,32,13,13,14,15,0,100
2024-03-02 18:50:00,12,30,11,11,19,13,0,96
2024-03-02 19:00:00,19,34,59,11,15,23,0,161
2024-03-02 19:10:00,4,43,12,14,16,17,0,106
2024-03-02 19:20:00,8,42,19,12,12,47,0,140
2024-03-02 19:30:00,13,34,12,11,23,17,0,110
2024-03-02 19:40:00,10,24,8,14,23,16,0,95
2024-03-02 19:50:00,6,38,12,15,13,19,0,103
2024-03-02 20:00:00,10,30,13,11,13,22,0,99
2024-03-02 20:10:00,10,26,13,5,16,18,0,88
2024-03-02 20:20:00,7,27,9,14,16,21,0,94
2024-03-02 20:30:00,13,30,5,14,19,8,0,89
2024-03-02 20:40:00,10,29,7,8,14,10,0,78
2024-03-02 20:50:00,7,15,6,15,18,9,0,70
2024-03-02 21:00:00,4,18,5,11,14,16,0,68
2024-03-02 21:10:00,6,20,9,12,17,11,0,75
2024-03-02 21:20:00,6,25,13,8,16,20,0,88
2024-03-02 21:30:00,3,20,8,8,14,11,0,64
2024-03-02 21:40:00,10,24,7,9,12,9,0,71
2024-03-02 21:50:00,7,29,8,8,12,10,0,74
2024-03-02 22:00:00,3,12,6,4,8,14,0,47
2024-03-02 22:10:00,7,26,13,14,13,23,0,96
2024-03-02 22:20:00,10,20,3,4,6,10,0,53
2024-03-02 22:30:00,5,16,9,5,14,12,0,61
2024-03-02 22:40:00,6,30,10,10,9,16,0,81
2024-03-02 22:50:00,6,20,5,9,8,11,0,59
2024-03-02 23:00:00,6,14,6,6,12,9,0,53
2024-03-02 23:10:00,6,14,4,9,19,8,0,60
2024-03-02 23:20:00,3,10,7,5,10,6,0,41
2024-03-02 23:30:00,4,7,2,8,9,9,0,39
2024-03-02 23:40:00,4,8,15,8,14,11,0,60
2024-03-02 23:50:00,5,15,6,7,9,10,0,52
2024-03-03 00:00:00,2,12,6,5,2,9,0,36
2024-03-03 00:10:00,2,14,4,6,11,9,0,46
2024-03-03 00:20:00,4,7,4,5,10,14,0,44
2024-03-03 00:30:00,2,8,3,9,2,6,0,30
2024-03-03 00:40:00,2,25,8,2,6,10,0,53
2024-03-03 00:50:00,7,5,6,9,10,7,0,44
2024-03-03 01:00:00,4,7,4,7,8,10,0,40
2024-03-03 01:10:00,3,10,3,6,6,10,0,38
2024-03-03 01:20:00,3,10,2,2,6,5,0,28
2024-03-03 01:30:00,1,9,4,8,3,2,0,27
2024-03-03 01:40:00,6,10,5,1,5,4,0,31
2024-03-03 01:50:00,4,7,4,5,8,5,0,33
2024-03-03 02:00:00,6,4,5,7,6,2,0,30
2024-03-03 02:10:00,0,8,4,3,5,5,0,25
2024-03-03 02:20:00,4,4,5,2,4,2,0,21
2024-03-03 02:30:00,3,6,1,2,5,4,0,21
2024-03-03 02:40:00,1,3,2,3,5,4,0,18
2024-03-03 02:50:00,1,2,2,2,1,5,0,13
2024-03-03 03:00:00,0,6,1,0,2,4,0,13
2024-03-03 03:10:00,1,4,1,1,3,2,0,12
2024-03-03 03:20:00,2,7,12,4,3,6,0,34
2024-03-03 03:30:00,1,4,1,2,3,5,0,16
2024-03-03 03:40:00,0,8,2,1,3,2,0,16
2024-03-03 03:50:00,2,5,1,0,1,2,0,11
2024-03-03 04:00:00,2,6,2,3,3,2,0,18
2024-03-03 04:10:00,5,2,4,6,5,6,0,28
2024-03-03 04:20:00,1,5,3,0,3,4,0,16
2024-03-03 04:30:00,3,2,1,8,3,1,0,18
2024-03-03 04:40:00,1,5,1,3,1,2,0,13
2024-03-03 04:50:00,3,7,5,6,8,5,0,34
2024-03-03 05:00:00,5,8,4,0,1,5,0,23
2024-03-03 05:10:00,1,6,10,3,4,7,0,31
2024-03-03 05:20:00,1,9,5,2,4,7,0,28
2024-03-03 05:30:00,0,6,4,2,4,1,0,17
2024-03-03 05:40:00,1,7,3,0,1,1,0,13
2024-03-03 05:50:00,2,2,4,3,5,5,0,21
2024-03-03 06:00:00,0,4,3,3,3,7,0,20
2024-03-03 06:10:00,0,5,4,3,4,5,0,21
2024-03-03 06:20:00,1,0,0,0,4,3,0,8
2024-03-03 06:30:00,0,3,3,2,1,1,0,10
2024-03-03 06:40:00,1,4,6,0,5,5,0,21
2024-03-03 06:50:00,3,2,4,2,1,2,0,14
2024-03-03 07:00:00,1,7,7,1,1,4,0,21
2024-03-03 07:10:00,2,5,2,3,2,6,0,20
2024-03-03 07:20:00,0,3,1,0,2,1,0,7
2024-03-03 07:30:00,2,3,5,1,1,4,0,16
2024-03-03 07:40:00,2,3,5,1,0,3,0,14
2024-03-03 07:50:00,1,4,1,3,2,5,0,16
2024-03-03 08:00:00,0,1,2,6,6,3,0,18
2024-03-03 08:10:00,0,5,2,0,5,3,0,15
2024-03-03 08:20:00,0,3,3,0,6,3,0,15
2024-03-03 08:30:00,1,6,6,1,3,4,0,21
2024-03-03 08:40:00,1,5,7,1,5,4,0,23
2024-03-03 08:50:00,0,10,5,6,7,4,0,32
2024-03-03 09:00:00,2,6,3,2,10,5,0,28
2024-03-03 09:10:00,4,9,4,2,7,8,0,34
2024-03-03 09:20:00,3,12,15,2,17,8,0,57
2024-03-03 09:30:00,3,14,8,9,16,6,0,56
2024-03-03 09:40:00,5,13,7,3,7,16,0,51
2024-03-03 09:50:00,5,10,13,8,12,5,0,53
2024-03-03 10:00:00,3,15,7,4,6,8,0,43
2024-03-03 10:10:00,3,13,9,6,12,11,0,54
2024-03-03 10:20:00,3,14,7,7,18,9,0,58
2024-03-03 10:30:00,7,12,13,9,18,11,0,70
2024-03-03 10:40:00,6,21,10,6,10,11,0,64
2024-03-03 10:50:00,6,13,3,5,16,6,0,49
2024-03-03 11:00:00,2,11,12,7,7,7,0,46
2024-03-03 11:10:00,7,11,6,6,15,12,0,57
2024-03-03 11:20:00,4,17,7,7,6,9,0,50
2024-03-03 11:30:00,6,20,10,7,10,7,0,60
2024-03-03 11:40:00,7,16,8,9,17,13,0,70
2024-03-03 11:50:00,5,22,9,13,12,13,0,74
2024-03-03 12:00:00,4,25,16,10,14,19,0,88
2024-03-03 12:10:00,6,33,14,8,14,7,0,82
2024-03-03 12:20:00,3,27,10,12,16,9,0,77
2024-03-03 12:30:00,5,16,11,17,15,10,0,74
2024-03-03 12:40:00,8,19,12,12,22,17,0,90
2024-03-03 12:50:00,4,18,12,27,13,13,0,87
2024-03-03 13:00:00,12,39,17,31,10,12,0,121
2024-03-03 13:10:00,10,64,11,3,23,26,0,137
2024-03-03 13:20:00,4,26,10,8,13,21,0,82
2024-03-03 13:30:00,6,26,9,34,12,14,0,101
2024-03-03 13:40:00,5,22,12,8,14,20,0,81
2024-03-03 13:50:00,8,29,1,14,13,15,0,80
2024-03-03 14:00:00,7,22,12,8,15,9,0,73
2024-03-03 14:10:00,14,23,6,32,11,10,0,96
2024-03-03 14:20:00,6,15,4,11,21,11,0,68
2024-03-03 14:30:00,10,21,6,12,12,16,0,77
2024-03-03 14:40:00,6,30,5,15,14,14,0,84
2024-03-03 14:50:00,9,29,8,3,18,11,0,78
2024-03-03 15:00:00,4,19,12,18,14,16,0,83
2024-03-03 15:10:00,6,24,17,5,11,11,0,74
2024-03-03 15:20:00,6,26,12,8,24,12,0,88
2024-03-03 15:30:00,12,23,11,8,17,20,0,91
2024-03-03 15:40:00,7,35,10,12,15,19,0,98
2024-03-03 15:50:00,10,24,6,12,16,10,0,78
2024-03-03 16:00:00,4,22,11,9,9,15,0,70
2024-03-03 16:10:00,7,28,9,12,24,20,0,100
2024-03-03 16:20:00,9,23,8,10,25,21,0,96
2024-03-03 16:30:00,5,31,12,13,26,7,0,94
2024-03-03 16:40:00,1,19,15,13,15,23,0,86
2024-03-03 16:50:00,10,20,7,12,14,15,0,78
2024-03-03 17:00:00,13,23,10,18,12,10,0,86
2024-03-03 17:10:00,6,33,17,11,20,17,0,104
2024-03-03 17:20:00,10,30,12,11,8,16,0,87
2024-03-03 17:30:00,2,21,10,12,23,16,0,84
2024-03-03 17:40:00,6,24,14,9,14,17,0,84
2024-03-03 17:50:00,11,20,10,14,23,21,0,99
2024-03-03 18:00:00,7,29,7,15,12,13,0,83
2024-03-03 18:10:00,6,23,18,15,19,16,0,97
2024-03-03 18:20:00,5,16,8,10,14,16,0,69
2024-03-03 18:30:00,5,26,4,12,17,16,0,80
2024-03-03 18:40:00,4,30,13,8,15,10,0,80
2024-03-03 18:50:00,7,34,11,11,13,14,0,90
2024-03-03 19:00:00,8,17,11,7,15,14,0,72
2024-03-03 19:10:00,4,28,8,11,16,12,0,79
2024-03-03 19:20:00,5,25,6,16,8,15,0,75
2024-03-03 19:30:00,6,29,7,9,13,16,0,80
2024-03-03 19:40:00,3,22,6,10,18,7,0,66
2024-03-03 19:50:00,10,23,8,11,12,10,0,74
2024-03-03 20:00:00,6,17,4,11,14,12,0,64
2024-03-03 20:10:00,6,25,6,9,18,19,0,83
2024-03-03 20:20:00,8,20,11,9,14,11,0,73
2024-03-03 20:30:00,7,16,3,10,11,15,0,62
2024-03-03 20:40:00,6,13,9,7,11,12,0,58
2024-03-03 20:50:00,7,25,8,10,14,14,0,78
2024-03-03 21:00:00,1,15,7,12,11,9,0,55
2024-03-03 21:10:00,6,21,4,6,13,10,0,60
2024-03-03 21:20:00,4,15,6,10,9,1,0,45
2024-03-03 21:30:00,5,15,6,5,8,8,0,47
2024-03-03 21:40:00,7,12,7,3,9,12,0,50
2024-03-03 21:50:00,2,43,5,10,3,7,0,70
2024-03-03 22:00:00,5,22,11,9,10,9,0,66
2024-03-03 22:10:00,0,12,5,8,11,13,0,49
2024-03-03 22:20:00,7,5,10,5,18,10,0,55
2024-03-03 22:30:00,3,10,3,8,9,6,0,39
2024-03-03 22:40:00,1,8,4,5,9,10,0,37
2024-03-03 22:50:00,5,8,4,3,5,7,0,32
2024-03-03 23:00:00,0,5,3,2,6,6,0,22
2024-03-03 23:10:00,1,11,7,3,7,2,0,31
2024-03-03 23:20:00,1,8,4,4,5,5,0,27
2024-03-03 23:30:00,1,3,5,2,3,5,0,19
2024-03-03 23:40:00,1,11,4,3,9,10,0,38
2024-03-03 23:50:00,0,5,4,1,5,2,0,17
2024-03-04 00:00:00,2,7,1,2,3,3,0,18
2024-03-04 00:10:00,0,4,2,1,3,3,0,13
2024-03-04 00:20:00,3,6,2,2,4,6,0,23
2024-03-04 00:30:00,1,0,0,3,3,3,0,10
2024-03-04 00:40:00,3,5,4,3,5,4,0,24
2024-03-04 00:50:00,1,2,1,3,3,2,0,12
2024-03-04 01:00:00,0,1,1,1,1,2,0,6
2024-03-04 01:10:00,2,1,1,2,2,3,0,11
2024-03-04 01:20:00,0,1,1,0,2,4,0,8
2024-03-04 01:30:00,1,3,2,0,2,6,0,14
2024-03-04 01:40:00,1,2,3,2,3,3,0,14
2024-03-04 01:50:00,0,1,1,1,3,1,0,7
2024-03-04 02:00:00,0,1,1,0,1,1,0,4
2024-03-04 02:10:00,2,0,3,1,1,2,0,9
2024-03-04 02:20:00,1,2,1,2,1,1,0,8
2024-03-04 02:30:00,1,3,3,0,0,3,0,10
2024-03-04 02:40:00,0,0,0,0,0,0,0,0
2024-03-04 02:50:00,0,1,1,0,0,2,0,4
2024-03-04 03:00:00,0,1,1,0,0,0,0,2
2024-03-04 03:10:00,1,1,1,2,1,0,0,6
2024-03-04 03:20:00,0,0,1,0,2,3,0,6
2024-03-04 03:30:00,1,3,0,1,1,1,0,7
2024-03-04 03:40:00,0,1,1,3,2,3,0,10
2024-03-04 03:50:00,1,0,0,0,2,1,0,4
2024-03-04 04:00:00,0,4,4,1,2,1,0,12
2024-03-04 04:10:00,3,2,4,1,2,1,0,13
2024-03-04 04:20:00,2,6,3,5,5,5,0,26
2024-03-04 04:30:00,2,4,3,0,4,3,0,16
2024-03-04 04:40:00,0,6,7,0,1,2,0,16
2024-03-04 04:50:00,0,1,2,7,6,6,0,22
2024-03-04 05:00:00,6,5,6,7,4,9,0,37
2024-03-04 05:10:00,1,11,10,3,8,9,0,42
2024-03-04 05:20:00,6,7,3,5,12,3,0,36
2024-03-04 05:30:00,5,14,18,4,15,10,0,66
2024-03-04 05:40:00,7,14,14,16,19,23,0,93
2024-03-04 05:50:00,3,15,10,12,21,9,0,70
2024-03-04 06:00:00,4,22,17,17,21,14,0,95
2024-03-04 06:10:00,11,24,5,9,23,14,0,86
2024-03-04 06:20:00,9,16,17,8,19,18,0,87
2024-03-04 06:30:00,7,20,18,18,24,19,0,106
2024-03-04 06:40:00,21,18,20,19,15,14,0,107
2024-03-04 06:50:00,8,27,59,36,21,29,0,180
2024-03-04 07:00:00,16,22,22,22,30,16,0,128
2024-03-04 07:10:00,19,31,31,20,27,15,0,143
2024-03-04 07:20:00,43,48,65,24,28,117,0,325
2024-03-04 07:30:00,30,39,26,24,41,23,0,183
2024-03-04 07:40:00,37,31,38,15,19,18,0,158
2024-03-04 07:50:00,34,37,17,22,30,25,0,165
2024-03-04 08:00:00,24,34,14,22,35,27,0,156
2024-03-04 08:10:00,33,50,31,24,39,27,0,204
2024-03-04 08:20:00,28,52,22,22,25,24,0,173
2024-03-04 08:30:00,28,40,20,21,27,22,0,158
2024-03-04 08:40:00,21,40,25,18,27,24,0,155
