datetime,D21Z,V22Z,V32Z,D51Z,V52Z,D61Z,V62Z,D81Z,V82Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-01 01:00:00,0,0,2,2,3,0,0,1,4,2,1,9,16,4,0,44
2024-03-01 01:10:00,0,0,0,2,6,0,0,0,0,0,0,5,5,9,0,27
2024-03-01 01:20:00,0,0,0,3,6,0,0,0,0,0,0,7,2,4,0,22
2024-03-01 01:30:00,0,0,0,3,8,0,0,1,3,0,0,9,7,4,0,35
2024-03-01 01:40:00,0,0,0,5,14,1,0,0,0,0,0,6,1,0,0,27
2024-03-01 01:50:00,0,2,3,3,4,0,0,0,0,0,0,10,6,2,0,30
2024-03-01 02:00:00,0,0,1,2,4,0,0,0,0,0,0,5,2,2,0,16
2024-03-01 02:10:00,0,0,2,2,3,0,0,1,2,0,0,5,0,2,0,17
2024-03-01 02:20:00,0,0,0,4,7,0,0,0,0,0,0,3,3,2,0,19
2024-03-01 02:30:00,0,0,1,0,0,0,0,0,0,0,0,5,3,2,0,11
2024-03-01 02:40:00,0,0,1,1,2,0,0,0,0,0,0,13,4,0,0,21
2024-03-01 02:50:00,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4
2024-03-01 03:00:00,0,0,0,1,2,1,2,0,0,0,0,6,0,0,0,12
2024-03-01 03:10:00,0,0,0,1,3,0,0,0,0,0,0,3,4,0,0,11
2024-03-01 03:20:00,0,0,0,2,3,0,0,0,0,0,0,4,2,0,0,11
2024-03-01 03:30:00,0,0,0,0,0,0,0,1,3,0,0,3,2,0,0,9
2024-03-01 03:40:00,0,0,0,1,3,0,0,0,0,0,0,8,4,4,0,20
2024-03-01 03:50:00,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,10
2024-03-01 04:00:00,0,0,0,4,7,0,0,0,0,0,0,8,1,0,0,20
2024-03-01 04:10:00,0,0,3,5,10,0,0,0,0,0,0,10,4,2,0,34
2024-03-01 04:20:00,0,0,0,5,8,1,1,1,3,0,0,22,9,0,0,50
2024-03-01 04:30:00,0,0,0,3,5,0,0,0,0,0,0,39,3,3,0,53
2024-03-01 04:40:00,0,2,0,4,11,1,2,0,0,0,0,51,6,2,0,79
2024-03-01 04:50:00,0,0,0,10,21,1,1,1,2,0,0,48,12,4,0,100
2024-03-01 05:00:00,0,0,0,11,19,0,0,2,8,1,1,11,4,2,0,59
2024-03-01 05:10:00,0,0,2,23,31,1,2,1,4,1,1,14,16,10,0,106
2024-03-01 05:20:00,0,2,4,27,31,2,3,2,6,0,0,15,10,4,0,106
2024-03-01 05:30:00,0,3,2,42,43,6,9,2,4,1,1,8,25,5,0,151
2024-03-01 05:40:00,0,0,2,50,59,9,17,1,6,2,2,10,15,2,0,175
2024-03-01 05:50:00,0,2,13,43,45,17,24,0,0,0,0,9,13,8,0,174
2024-03-01 06:00:00,0,1,5,53,47,5,10,3,10,1,1,7,24,3,0,170
2024-03-01 06:10:00,0,1,3,66,43,4,6,6,8,2,4,18,20,10,0,191
2024-03-01 06:20:00,0,1,10,86,48,13,23,2,8,1,1,16,19,6,1,235
2024-03-01 06:30:00,0,2,5,78,45,20,26,4,10,1,1,22,50,19,1,284
2024-03-01 06:40:00,0,4,14,90,43,19,35,4,16,1,1,32,37,32,2,330
2024-03-01 06:50:00,0,1,11,95,41,26,16,10,24,3,5,54,0,2,0,288
2024-03-01 07:00:00,0,0,0,126,28,17,13,3,10,1,1,49,0,0,2,250
2024-03-01 07:10:00,0,0,0,117,17,22,15,4,3,1,5,28,0,0,3,215
2024-03-01 07:20:00,0,0,0,143,12,18,15,5,6,3,4,30,0,0,2,238
2024-03-01 07:30:00,0,0,0,135,18,10,10,9,10,3,5,35,0,0,8,243
2024-03-01 07:40:00,0,0,0,93,25,19,14,5,7,4,4,46,0,0,8,225
2024-03-01 07:50:00,0,0,0,111,29,16,13,10,8,6,5,26,0,0,3,227
2024-03-01 08:00:00,0,0,0,100,30,9,8,7,10,2,2,34,0,0,10,212
2024-03-01 08:10:00,0,0,0,103,24,13,13,3,4,5,4,29,0,0,11,209
2024-03-01 08:20:00,0,0,0,90,24,16,17,9,11,4,7,31,0,0,6,215
2024-03-01 08:30:00,0,0,0,83,20,20,14,11,15,4,5,38,0,0,8,218
2024-03-01 08:40:00,0,0,0,77,24,12,11,12,8,6,5,34,0,0,11,200
2024-03-01 08:50:00,0,0,0,81,28,11,10,9,5,6,8,38,0,0,12,208
2024-03-01 09:00:00,0,0,0,61,20,15,15,11,13,9,7,33,0,0,8,192
2024-03-01 09:10:00,0,0,0,82,32,11,10,10,7,7,7,22,0,0,7,195
2024-03-01 09:20:00,0,0,0,105,22,14,12,12,20,3,3,24,0,0,2,217
2024-03-01 09:30:00,0,0,0,73,26,12,75,10,9,3,2,25,0,0,3,238
2024-03-01 09:40:00,0,0,0,68,23,7,25,9,14,3,6,39,0,0,4,198
2024-03-01 09:50:00,0,0,0,84,24,10,10,4,3,3,4,39,0,0,5,186
2024-03-01 10:00:00,0,0,0,65,21,5,7,8,12,4,6,54,0,0,2,184
2024-03-01 10:10:00,0,0,0,53,15,9,10,10,13,3,3,108,0,0,6,230
2024-03-01 10:20:00,0,0,0,55,18,6,7,6,12,4,3,177,0,0,3,291
2024-03-01 10:30:00,0,0,0,55,28,18,9,7,10,4,2,276,0,0,1,410
2024-03-01 10:40:00,0,0,0,67,17,12,10,2,6,6,10,303,0,0,2,435
2024-03-01 10:50:00,0,0,0,51,22,13,12,7,10,7,8,153,0,0,6,289
2024-03-01 11:00:00,0,0,0,63,26,14,8,10,17,7,6,153,0,0,4,308
2024-03-01 11:10:00,0,0,0,75,25,6,6,4,15,6,10,239,0,0,4,390
2024-03-01 11:20:00,0,0,0,72,15,9,9,8,9,4,5,106,0,0,0,237
2024-03-01 11:30:00,0,0,0,65,24,7,6,4,5,3,5,98,0,0,4,221
2024-03-01 11:40:00,0,0,0,66,21,9,10,8,14,3,4,115,0,0,2,252
2024-03-01 11:50:00,0,0,0,64,25,9,13,9,14,5,22,122,0,0,7,290
2024-03-01 12:00:00,0,0,0,65,14,7,10,12,19,4,4,80,0,0,3,218
2024-03-01 12:10:00,0,0,0,60,27,6,6,10,9,5,6,108,0,0,7,244
2024-03-01 12:20:00,0,0,0,62,19,4,3,8,12,6,5,88,0,0,1,208
2024-03-01 12:30:00,0,0,0,68,20,8,8,19,15,8,11,84,0,0,5,246
2024-03-01 12:40:00,0,0,0,73,22,10,9,15,10,7,9,102,0,0,1,258
2024-03-01 12:50:00,0,0,0,77,19,6,6,15,17,5,5,84,0,0,1,235
2024-03-01 13:00:00,0,0,0,68,24,13,9,12,11,7,10,92,0,0,0,246
2024-03-01 13:10:00,0,0,0,80,25,8,10,11,7,7,10,105,0,0,1,264
2024-03-01 13:20:00,0,0,0,69,24,12,11,15,14,5,6,80,0,0,5,241
2024-03-01 13:30:00,0,0,0,69,27,8,8,23,30,4,1,108,0,0,1,279
2024-03-01 13:40:00,0,0,0,70,22,7,7,15,14,5,10,145,0,0,7,302
2024-03-01 13:50:00,0,0,0,67,19,9,10,12,13,3,6,103,0,0,1,243
2024-03-01 14:00:00,0,0,0,87,22,9,10,19,16,4,3,99,0,0,2,271
2024-03-01 14:10:00,0,0,0,77,22,7,7,13,13,6,8,122,0,0,8,283
2024-03-01 14:20:00,0,0,0,75,18,9,9,20,27,8,10,104,0,0,4,284
2024-03-01 14:30:00,0,0,0,73,23,8,7,11,8,8,7,111,0,0,4,260
2024-03-01 14:40:00,0,0,0,91,22,8,13,15,17,7,7,142,0,0,3,325
2024-03-01 14:50:00,0,0,0,84,17,5,5,17,17,6,9,94,0,0,4,258
2024-03-01 15:00:00,0,0,0,73,21,5,4,12,8,3,2,91,0,0,2,221
2024-03-01 15:10:00,0,0,0,74,25,8,10,4,6,7,7,100,0,0,2,243
2024-03-01 15:20:00,0,0,0,83,21,2,4,16,24,4,6,186,0,0,1,347
2024-03-01 15:30:00,0,0,0,81,25,5,4,10,9,3,3,115,0,0,3,258
2024-03-01 15:40:00,0,0,0,76,22,8,6,12,7,7,10,112,0,0,5,265
2024-03-01 15:50:00,0,0,0,100,16,8,9,19,20,4,4,111,0,0,3,294
2024-03-01 16:00:00,0,0,0,75,18,7,10,14,23,10,11,99,0,0,5,272
2024-03-01 16:10:00,0,0,0,88,19,13,8,13,23,7,9,113,0,0,2,295
2024-03-01 16:20:00,0,0,0,94,20,7,47,12,14,5,7,194,0,0,5,405
2024-03-01 16:30:00,0,0,0,73,19,5,4,13,12,5,5,252,0,0,3,391
2024-03-01 16:40:00,0,0,0,93,28,6,5,20,18,4,6,230,0,0,5,415
2024-03-01 16:50:00,0,0,0,75,17,14,9,10,7,9,8,245,0,0,6,400
2024-03-01 17:00:00,0,0,0,87,18,4,4,14,10,4,4,157,0,0,3,305
2024-03-01 17:10:00,0,0,0,85,23,7,6,17,14,7,7,95,0,0,2,263
2024-03-01 17:20:00,0,0,0,101,26,3,3,19,12,6,6,101,0,0,4,281
2024-03-01 17:30:00,0,0,0,95,16,11,9,13,16,5,6,101,0,0,6,278
2024-03-01 17:40:00,0,0,0,86,24,11,7,11,11,6,5,101,0,0,3,265
2024-03-01 17:50:00,0,0,0,82,24,11,10,11,13,4,3,107,0,0,2,267
2024-03-01 18:00:00,0,0,0,93,22,6,6,17,13,6,5,172,0,0,3,343
2024-03-01 18:10:00,0,0,0,78,30,8,7,7,10,2,2,102,0,0,0,246
2024-03-01 18:20:00,0,0,0,78,23,6,9,10,24,4,3,248,0,0,2,407
2024-03-01 18:30:00,0,2,7,68,17,14,17,11,29,3,1,239,25,34,2,469
2024-03-01 18:40:00,0,3,13,100,43,5,6,11,17,5,7,77,0,0,3,290
2024-03-01 18:50:00,0,12,23,75,35,7,14,9,13,3,4,57,11,14,3,280
2024-03-01 19:00:00,0,5,21,65,39,3,3,3,10,10,3,45,28,19,0,254
2024-03-01 19:10:00,0,2,17,62,46,5,10,2,3,0,0,52,56,50,0,305
2024-03-01 19:20:00,0,4,20,56,35,5,9,7,15,2,5,45,39,35,0,277
2024-03-01 19:30:00,0,1,17,56,34,4,8,4,5,1,2,43,20,20,2,217
2024-03-01 19:40:00,0,5,9,34,47,2,3,9,15,0,0,30,18,9,1,182
2024-03-01 19:50:00,0,3,1,48,39,0,0,3,9,1,3,21,41,24,1,194
2024-03-01 20:00:00,0,0,8,36,35,1,2,2,4,1,4,24,44,31,1,193
2024-03-01 20:10:00,0,9,15,23,28,4,4,1,6,3,3,33,38,19,0,186
2024-03-01 20:20:00,0,3,13,39,36,1,0,2,9,1,2,23,36,19,1,185
2024-03-01 20:30:00,0,1,7,23,36,1,0,1,4,4,6,20,37,26,0,166
2024-03-01 20:40:00,0,2,11,43,39,3,6,4,10,1,1,24,31,23,0,198
2024-03-01 20:50:00,0,1,4,40,38,1,0,2,7,1,1,18,31,29,3,176
2024-03-01 21:00:00,0,0,4,31,35,1,2,2,6,4,9,24,34,15,2,169
2024-03-01 21:10:00,0,1,8,33,44,0,0,0,0,1,1,30,35,26,4,183
2024-03-01 21:20:00,0,1,11,19,23,0,0,0,1,2,8,13,28,25,0,131
2024-03-01 21:30:00,0,2,10,32,39,3,2,3,10,3,7,20,31,25,1,188
2024-03-01 21:40:00,0,2,9,27,38,2,5,1,3,0,0,34,50,41,2,214
2024-03-01 21:50:00,0,0,16,38,32,0,0,4,17,3,6,21,38,22,0,197
2024-03-01 22:00:00,0,2,8,22,24,1,2,3,8,2,6,20,45,25,1,169
2024-03-01 22:10:00,0,5,3,34,27,1,2,6,10,1,4,26,33,22,0,174
2024-03-01 22:20:00,0,2,10,29,38,0,0,3,2,1,4,44,41,23,2,199
2024-03-01 22:30:00,0,0,12,23,35,3,3,4,8,2,5,86,38,25,0,244
2024-03-01 22:40:00,0,4,5,17,23,0,1,8,14,3,3,55,30,26,0,189
2024-03-01 22:50:00,0,6,6,18,33,2,4,1,1,0,0,38,36,17,0,162
2024-03-01 23:00:00,0,1,3,17,26,3,4,1,3,2,3,69,32,17,1,182
2024-03-01 23:10:00,0,2,10,19,31,2,4,3,5,0,0,65,33,14,2,190
2024-03-01 23:20:00,0,4,6,15,30,0,0,0,0,0,0,60,31,22,0,168
2024-03-01 23:30:00,0,0,0,14,27,2,3,2,5,1,2,79,25,6,0,166
2024-03-01 23:40:00,0,0,0,14,23,0,0,0,0,0,0,9,15,13,0,74
2024-03-01 23:50:00,0,4,10,11,19,1,2,0,0,0,0,10,22,10,0,89
2024-03-02 00:00:00,0,5,0,10,22,0,0,0,0,1,1,40,12,6,1,98
2024-03-02 00:10:00,0,0,2,7,14,1,2,1,3,0,0,60,21,8,0,119
2024-03-02 00:20:00,0,1,5,6,16,0,0,1,3,0,0,79,26,26,0,163
2024-03-02 00:30:00,0,0,6,7,17,0,0,1,0,0,0,94,23,14,0,162
2024-03-02 00:40:00,0,0,0,11,20,1,2,1,2,0,0,37,17,10,0,101
2024-03-02 00:50:00,0,2,6,16,35,0,0,0,0,0,0,8,8,5,0,80
2024-03-02 01:00:00,0,0,3,8,21,1,4,2,2,0,0,10,5,2,0,58
2024-03-02 01:10:00,0,0,4,10,18,0,0,0,0,0,0,5,15,7,0,59
2024-03-02 01:20:00,0,0,0,6,15,1,2,0,0,0,0,16,12,5,0,57
2024-03-02 01:30:00,0,0,0,9,17,0,0,2,4,0,0,10,11,3,0,56
2024-03-02 01:40:00,0,0,3,3,4,0,0,0,0,0,0,11,15,5,0,41
2024-03-02 01:50:00,0,0,0,2,4,0,0,0,0,0,0,4,8,4,0,22
2024-03-02 02:00:00,0,0,0,4,10,0,0,0,0,0,0,2,2,2,0,20
2024-03-02 02:10:00,0,0,0,6,12,0,0,0,0,0,0,5,9,6,0,38
2024-03-02 02:20:00,0,0,0,1,2,0,0,1,3,0,0,3,10,0,1,21
2024-03-02 02:30:00,0,0,0,4,9,0,0,0,0,0,0,3,12,3,0,31
2024-03-02 02:40:00,0,0,0,3,3,1,2,0,0,0,0,2,5,0,0,16
2024-03-02 02:50:00,0,0,0,2,6,0,0,1,3,0,0,23,4,0,0,39
2024-03-02 03:00:00,0,0,0,3,8,0,0,0,0,0,0,9,0,4,0,24
2024-03-02 03:10:00,0,0,0,4,14,0,0,0,0,0,0,8,13,1,0,40
2024-03-02 03:20:00,0,2,1,4,6,1,2,0,0,0,0,3,4,0,0,23
2024-03-02 03:30:00,0,0,0,1,3,0,0,1,1,0,0,3,1,0,1,11
2024-03-02 03:40:00,0,0,3,0,1,0,0,0,0,0,0,12,10,7,0,33
2024-03-02 03:50:00,0,0,0,4,2,0,0,0,0,0,0,4,7,0,0,17
2024-03-02 04:00:00,0,0,10,1,3,0,0,0,0,0,0,3,5,3,0,25
2024-03-02 04:10:00,0,0,0,3,7,0,0,0,0,0,0,5,4,3,1,23
2024-03-02 04:20:00,0,0,0,6,12,1,1,0,0,0,0,30,14,5,0,69
2024-03-02 04:30:00,0,0,0,1,1,1,2,1,3,0,0,46,8,6,0,69
2024-03-02 04:40:00,0,0,0,0,0,0,0,0,0,0,0,71,6,1,0,78
2024-03-02 04:50:00,0,0,0,6,12,1,2,0,0,0,0,50,12,3,0,86
2024-03-02 05:00:00,0,0,0,3,3,0,0,1,2,1,1,7,0,2,0,20
2024-03-02 05:10:00,0,0,0,9,17,0,0,0,2,1,1,6,5,1,0,42
2024-03-02 05:20:00,0,2,1,12,16,3,6,0,0,0,0,4,10,3,0,57
2024-03-02 05:30:00,0,0,0,17,30,3,6,0,0,1,1,3,11,4,0,76
2024-03-02 05:40:00,0,5,4,10,18,2,3,0,0,1,1,3,3,3,0,53
2024-03-02 05:50:00,0,1,1,9,17,3,4,1,4,0,0,16,7,10,0,73
2024-03-02 06:00:00,0,0,4,11,15,1,2,0,0,1,1,1,12,1,0,49
2024-03-02 06:10:00,0,6,0,16,26,0,0,2,8,1,1,12,16,3,0,91
2024-03-02 06:20:00,0,1,3,12,16,1,2,2,4,0,0,10,13,7,0,71
2024-03-02 06:30:00,0,0,0,7,8,0,0,0,1,1,1,4,2,0,0,24
2024-03-02 06:40:00,0,3,8,17,23,2,3,1,1,1,1,28,17,6,0,111
2024-03-02 06:50:00,0,1,3,19,14,0,2,0,0,0,0,66,25,6,0,136
2024-03-02 07:00:00,0,0,0,15,10,4,4,1,5,1,6,18,0,0,0,64
2024-03-02 07:10:00,0,0,0,11,9,0,0,0,2,1,9,22,0,0,0,54
2024-03-02 07:20:00,0,0,0,30,18,3,10,1,1,0,0,15,0,0,0,78
2024-03-02 07:30:00,0,0,0,18,13,4,4,1,3,2,2,8,0,0,0,55
2024-03-02 07:40:00,0,0,0,21,13,2,2,0,2,2,2,9,0,0,0,53
2024-03-02 07:50:00,0,0,0,24,18,2,1,3,3,1,1,4,0,0,1,58
2024-03-02 08:00:00,0,0,0,25,16,2,2,3,5,2,3,13,0,0,2,73
2024-03-02 08:10:00,0,0,0,34,18,0,0,1,3,1,2,7,0,0,0,66
2024-03-02 08:20:00,0,0,0,37,22,2,2,2,2,0,0,15,0,0,2,84
2024-03-02 08:30:00,0,0,0,52,15,2,1,1,5,2,2,10,0,0,0,90
2024-03-02 08:40:00,0,0,0,40,21,2,2,3,5,2,2,12,0,0,2,91
2024-03-02 08:50:00,0,0,0,56,16,5,6,0,0,0,0,14,0,0,3,100
2024-03-02 09:00:00,0,0,0,49,23,3,3,2,4,3,2,15,0,0,0,104
2024-03-02 09:10:00,0,0,0,38,17,3,3,1,5,1,1,18,0,0,4,91
2024-03-02 09:20:00,0,0,0,59,16,2,3,1,1,0,0,18,0,0,2,102
2024-03-02 09:30:00,0,0,0,64,29,3,6,4,8,2,2,26,0,0,2,146
2024-03-02 09:40:00,0,0,0,51,19,2,2,8,14,3,4,15,0,0,1,119
2024-03-02 09:50:00,0,0,0,69,24,2,2,7,8,1,1,17,0,0,5,136
2024-03-02 10:00:00,0,0,0,60,22,6,5,6,11,3,4,21,0,0,2,140
2024-03-02 10:10:00,0,0,0,53,25,6,6,7,12,2,1,32,0,0,2,146
2024-03-02 10:20:00,0,0,0,55,28,8,7,5,6,2,2,142,0,0,1,256
2024-03-02 10:30:00,0,0,0,71,15,0,0,6,12,3,3,219,0,0,2,331
2024-03-02 10:40:00,0,0,0,71,25,6,6,2,4,2,3,278,0,0,2,399
2024-03-02 10:50:00,0,0,0,76,25,6,5,5,15,1,2,203,0,0,3,341
2024-03-02 11:00:00,0,0,0,37,29,8,8,3,8,1,1,110,0,0,3,208
2024-03-02 11:10:00,0,0,0,65,20,10,9,8,18,3,3,134,0,0,2,272
2024-03-02 11:20:00,0,0,0,73,23,13,10,11,14,2,1,103,0,0,2,252
2024-03-02 11:30:00,0,0,0,77,21,4,4,4,11,1,1,167,0,0,3,293
2024-03-02 11:40:00,0,0,0,71,24,9,9,4,4,4,7,149,0,0,1,282
2024-03-02 11:50:00,0,0,0,75,28,14,10,7,9,3,5,162,0,0,1,314
2024-03-02 12:00:00,0,0,0,79,30,11,9,11,15,5,8,124,0,0,0,292
2024-03-02 12:10:00,0,0,0,92,19,12,9,10,16,3,1,173,0,0,3,338
2024-03-02 12:20:00,0,0,0,83,29,13,14,7,12,5,6,254,0,0,3,426
2024-03-02 12:30:00,0,0,0,59,22,5,5,4,7,7,10,107,0,0,0,226
2024-03-02 12:40:00,0,0,0,76,17,8,5,2,7,1,1,127,0,0,1,245
2024-03-02 12:50:00,0,0,0,81,21,12,13,7,8,10,10,322,0,0,2,486
2024-03-02 13:00:00,0,0,0,80,20,13,11,9,9,9,17,100,0,0,3,271
2024-03-02 13:10:00,0,0,0,107,17,8,9,6,14,3,4,103,0,0,1,272
2024-03-02 13:20:00,0,0,0,109,16,11,11,5,8,8,10,144,0,0,1,323
2024-03-02 13:30:00,0,0,0,109,17,8,6,5,17,4,7,100,0,0,1,274
2024-03-02 13:40:00,0,0,0,110,19,11,11,11,12,8,6,123,0,0,4,315
2024-03-02 13:50:00,0,0,0,119,17,14,11,6,9,10,9,261,0,0,9,465
2024-03-02 14:00:00,0,0,0,113,12,15,15,3,3,6,6,140,0,0,6,319
2024-03-02 14:10:00,0,0,0,113,14,13,10,12,6,7,5,86,0,0,11,277
2024-03-02 14:20:00,0,0,0,110,21,18,10,9,15,10,12,229,0,0,10,444
2024-03-02 14:30:00,0,0,0,108,12,16,11,14,17,8,10,152,0,0,10,358
2024-03-02 14:40:00,0,0,0,119,17,22,19,9,12,7,8,109,0,0,9,331
2024-03-02 14:50:00,0,0,0,107,12,11,10,12,22,7,8,199,0,0,7,395
2024-03-02 15:00:00,0,0,0,88,18,12,22,14,23,3,2,103,0,0,7,292
2024-03-02 15:10:00,0,0,0,85,26,14,13,18,16,7,9,99,0,0,1,288
2024-03-02 15:20:00,0,0,0,75,16,8,10,12,17,7,6,163,0,0,9,323
2024-03-02 15:30:00,0,0,0,75,22,10,12,4,7,5,8,324,0,0,4,471
2024-03-02 15:40:00,0,0,0,62,21,9,10,6,13,8,14,112,0,0,3,258
2024-03-02 15:50:00,0,0,0,71,21,4,5,6,8,3,2,130,0,0,3,253
2024-03-02 16:00:00,0,0,0,47,23,3,5,4,6,3,7,106,0,0,6,210
2024-03-02 16:10:00,0,0,0,43,27,4,4,8,8,4,6,235,0,0,3,342
2024-03-02 16:20:00,0,0,0,63,23,3,3,3,1,4,6,211,0,0,3,320
2024-03-02 16:30:00,0,0,0,62,21,5,2,5,7,5,9,768,0,0,2,886
2024-03-02 16:40:00,0,0,0,67,21,1,1,2,3,3,2,369,0,0,1,470
2024-03-02 16:50:00,0,0,0,63,21,2,2,5,6,2,2,520,0,0,4,627
2024-03-02 17:00:00,0,0,0,65,25,1,0,2,2,5,3,389,0,0,2,494
2024-03-02 17:10:00,0,0,0,69,24,6,6,1,3,7,10,136,0,0,3,265
2024-03-02 17:20:00,0,0,0,73,16,0,0,7,5,2,2,211,0,0,4,320
2024-03-02 17:30:00,0,0,0,75,23,6,3,11,12,3,0,119,0,0,4,256
2024-03-02 17:40:00,0,0,0,76,13,6,2,26,7,1,1,117,0,0,3,252
2024-03-02 17:50:00,0,0,0,89,12,0,0,28,1,1,2,126,0,0,3,262
2024-03-02 18:00:00,0,0,0,86,14,0,3,40,2,1,9,195,0,0,4,354
2024-03-02 18:10:00,0,0,0,81,15,0,0,24,17,0,4,245,0,0,1,387
2024-03-02 18:20:00,0,0,0,66,27,1,2,7,11,3,6,325,0,0,2,450
2024-03-02 18:30:00,0,3,13,55,41,4,8,11,18,4,7,218,21,16,0,419
2024-03-02 18:40:00,0,1,9,78,52,1,1,6,16,3,5,115,23,28,1,339
2024-03-02 18:50:00,0,1,3,61,55,0,0,11,17,3,6,107,52,39,0,355
2024-03-02 19:00:00,0,7,5,48,39,5,3,4,11,2,1,91,52,46,0,314
2024-03-02 19:10:00,0,10,14,50,67,2,6,7,16,1,1,107,62,36,3,382
2024-03-02 19:20:00,0,6,16,42,32,1,3,7,15,1,0,96,23,26,1,269
2024-03-02 19:30:00,0,1,6,52,54,5,6,3,5,2,3,61,50,35,1,284
2024-03-02 19:40:00,0,3,7,44,45,1,2,2,4,1,1,68,70,48,1,297
2024-03-02 19:50:00,0,3,9,39,39,3,6,3,9,1,2,60,32,32,0,238
2024-03-02 20:00:00,0,5,9,32,23,3,6,7,17,3,5,87,52,47,0,296
2024-03-02 20:10:00,0,1,8,38,44,2,3,8,17,5,5,88,32,33,1,285
2024-03-02 20:20:00,0,2,9,46,49,1,2,3,3,0,0,68,43,31,0,257
2024-03-02 20:30:00,0,1,5,34,35,0,0,6,6,1,1,120,54,33,2,298
2024-03-02 20:40:00,0,0,0,43,38,2,1,3,8,1,1,161,49,37,1,345
2024-03-02 20:50:00,0,1,10,28,31,0,0,2,5,0,0,84,22,21,0,204
2024-03-02 21:00:00,0,1,3,27,35,2,6,5,11,2,3,63,33,27,2,220
2024-03-02 21:10:00,0,2,1,37,54,0,0,1,5,1,2,152,39,40,0,334
2024-03-02 21:20:00,0,4,12,31,31,3,9,1,3,1,2,86,24,21,0,228
2024-03-02 21:30:00,0,1,7,19,31,2,2,1,4,1,1,107,41,21,0,238
2024-03-02 21:40:00,0,4,14,25,34,0,0,0,4,1,1,76,32,16,0,207
2024-03-02 21:50:00,0,2,4,15,29,0,0,2,4,1,3,65,43,33,0,201
2024-03-02 22:00:00,0,0,6,29,41,1,2,1,4,1,1,56,32,31,0,205
2024-03-02 22:10:00,0,1,5,20,22,2,4,1,6,2,3,79,34,22,0,201
2024-03-02 22:20:00,0,6,12,22,27,2,4,0,1,1,1,181,46,30,0,333
2024-03-02 22:30:00,0,1,10,17,27,2,2,1,5,1,1,159,36,24,1,287
2024-03-02 22:40:00,0,2,9,19,31,0,0,1,3,2,1,320,32,26,0,446
2024-03-02 22:50:00,0,2,5,24,30,5,7,2,5,0,0,142,38,26,1,287
2024-03-02 23:00:00,0,4,5,22,35,3,7,1,2,1,1,268,31,30,1,411
2024-03-02 23:10:00,0,3,3,15,18,0,0,5,12,0,0,204,36,25,0,321
2024-03-02 23:20:00,0,2,1,21,32,3,2,1,3,1,2,205,29,32,0,334
2024-03-02 23:30:00,0,1,7,10,20,0,0,0,4,1,1,197,28,20,1,290
2024-03-02 23:40:00,0,0,0,18,27,0,0,1,5,0,0,155,34,11,0,251
2024-03-02 23:50:00,0,1,4,20,20,3,6,2,4,0,0,45,25,20,0,150
2024-03-03 00:00:00,0,0,0,13,18,1,2,1,4,1,1,199,19,22,1,282
2024-03-03 00:10:00,0,0,2,13,25,1,1,1,3,0,0,195,30,15,0,286
2024-03-03 00:20:00,0,2,2,13,19,0,0,0,0,0,0,156,30,22,0,244
2024-03-03 00:30:00,0,0,1,13,25,0,0,0,0,0,0,202,30,12,0,283
2024-03-03 00:40:00,0,0,8,11,14,3,4,0,0,1,3,132,20,20,0,216
2024-03-03 00:50:00,0,1,1,10,16,0,0,0,0,0,0,17,18,11,1,75
2024-03-03 01:00:00,0,0,4,24,30,0,0,2,6,0,0,15,17,8,0,106
2024-03-03 01:10:00,0,1,1,13,17,0,0,0,0,0,0,28,26,27,0,113
2024-03-03 01:20:00,0,0,0,7,14,0,0,1,2,0,0,24,24,13,0,85
2024-03-03 01:30:00,0,0,0,6,11,0,0,0,0,0,0,12,14,10,0,53
2024-03-03 01:40:00,0,0,3,7,13,0,0,1,2,0,0,22,21,11,0,80
2024-03-03 01:50:00,0,0,0,6,8,1,2,0,0,0,0,19,22,4,1,63
2024-03-03 02:00:00,0,0,0,2,4,0,0,1,3,1,0,16,14,10,0,51
2024-03-03 02:10:00,0,0,4,4,9,0,2,1,3,0,0,19,27,4,1,74
2024-03-03 02:20:00,0,2,5,7,11,3,4,0,0,1,3,20,9,9,0,74
2024-03-03 02:30:00,0,0,0,4,7,0,0,2,5,0,0,10,13,15,0,56
2024-03-03 02:40:00,0,0,0,6,14,1,0,0,0,0,0,10,15,1,0,47
2024-03-03 02:50:00,0,0,0,4,4,0,0,1,2,0,0,12,19,8,0,50
2024-03-03 03:00:00,0,1,3,8,16,4,2,0,0,0,0,12,12,5,0,63
2024-03-03 03:10:00,0,0,0,3,10,2,1,0,0,0,0,13,14,7,0,50
2024-03-03 03:20:00,0,0,0,4,7,0,0,1,3,0,0,3,3,2,0,23
2024-03-03 03:30:00,0,0,0,1,2,1,2,1,4,0,0,11,3,3,0,28
2024-03-03 03:40:00,0,0,0,3,7,0,0,1,2,0,0,2,7,3,0,25
2024-03-03 03:50:00,0,0,0,4,8,0,0,1,3,0,0,17,15,7,0,55
2024-03-03 04:00:00,0,0,3,5,8,0,0,1,3,0,0,15,17,8,0,60
2024-03-03 04:10:00,0,0,0,4,4,0,0,1,3,0,0,10,8,6,0,36
2024-03-03 04:20:00,0,0,0,5,11,0,0,0,0,0,0,90,4,1,0,111
