datetime,D21Z,V22Z,V32Z,D51Z,V52Z,D61Z,V62Z,D81Z,V82Z,D91Z,V92Z,D111Z,D112Z,V113Z,V114Z,Total
2024-03-18 05:40:00,0,2,1,58,40,8,10,0,3,1,7,0,24,4,0,158
2024-03-18 05:50:00,0,6,7,49,50,12,22,2,3,0,0,0,30,11,1,193
2024-03-18 06:00:00,0,0,10,73,46,11,22,4,9,1,2,0,30,11,1,220
2024-03-18 06:10:00,0,1,9,72,67,4,8,5,12,4,9,0,33,16,0,240
2024-03-18 06:20:00,0,6,3,85,28,17,15,4,5,1,1,0,19,17,1,202
2024-03-18 06:30:00,0,0,0,100,22,21,8,4,9,1,1,0,0,0,2,168
2024-03-18 06:40:00,0,0,0,132,26,26,10,6,16,2,2,0,0,0,1,221
2024-03-18 06:50:00,0,0,0,134,18,16,16,5,6,5,2,0,0,0,2,204
2024-03-18 07:00:00,0,0,0,135,24,22,14,7,9,2,2,0,0,0,2,217
2024-03-18 07:10:00,0,0,0,149,23,22,21,7,11,1,2,0,0,0,2,238
2024-03-18 07:20:00,0,0,0,146,21,20,14,10,10,3,2,0,0,0,4,230
2024-03-18 07:30:00,0,0,0,141,13,21,19,5,10,1,2,0,0,0,12,224
2024-03-18 07:40:00,0,0,0,131,23,15,13,9,12,6,9,0,0,0,7,225
2024-03-18 07:50:00,0,0,0,143,21,20,22,7,8,3,3,0,0,0,8,235
2024-03-18 08:00:00,0,0,0,94,25,29,16,13,10,2,3,0,0,0,5,197
2024-03-18 08:10:00,0,0,0,108,20,23,16,6,9,3,3,0,0,0,11,199
2024-03-18 08:20:00,0,0,0,118,25,14,10,15,13,4,4,0,0,0,9,212
2024-03-18 08:30:00,0,0,0,126,26,19,16,13,13,4,5,0,0,0,4,226
2024-03-18 08:40:00,0,0,0,135,18,16,14,7,5,5,4,0,0,0,7,211
2024-03-18 08:50:00,0,0,0,108,16,20,15,8,13,6,8,0,0,0,5,199
2024-03-18 09:00:00,0,0,0,79,18,17,10,10,6,8,9,0,0,0,13,170
2024-03-18 09:10:00,0,0,0,94,21,8,10,10,5,3,8,0,0,0,7,166
2024-03-18 09:20:00,0,0,0,90,23,7,7,6,6,5,6,0,0,0,5,155
2024-03-18 09:30:00,0,0,0,82,25,18,17,7,12,5,8,0,0,0,7,181
2024-03-18 09:40:00,0,0,0,75,21,15,10,7,5,2,2,0,0,0,4,141
2024-03-18 09:50:00,0,0,0,63,22,5,7,7,11,5,8,0,0,0,7,135
2024-03-18 10:00:00,0,0,0,54,19,7,12,6,7,3,2,0,0,0,4,114
2024-03-18 10:10:00,0,0,0,46,16,9,9,6,13,5,6,0,0,0,5,115
2024-03-18 10:20:00,0,0,0,59,16,7,9,6,8,5,5,0,0,0,1,116
2024-03-18 10:30:00,0,0,0,52,19,6,6,12,12,5,11,0,0,0,1,124
2024-03-18 10:40:00,0,0,0,46,16,4,4,10,7,7,5,0,0,0,1,100
2024-03-18 10:50:00,0,0,0,42,12,7,5,4,8,2,5,0,0,0,3,88
2024-03-18 11:00:00,0,0,0,50,18,7,6,7,6,6,5,0,0,0,1,106
2024-03-18 11:10:00,0,0,0,56,26,4,5,10,13,6,11,0,0,0,4,135
2024-03-18 11:20:00,0,0,0,45,19,5,6,3,4,6,7,0,0,0,4,99
2024-03-18 11:30:00,0,0,0,42,20,7,9,7,6,3,6,0,0,0,2,102
2024-03-18 11:40:00,0,0,0,52,21,11,13,10,11,5,7,0,0,0,2,132
2024-03-18 11:50:00,0,0,0,55,24,6,16,8,6,3,3,0,0,0,2,123
2024-03-18 12:00:00,0,0,0,60,19,7,14,3,5,4,7,0,0,0,2,121
2024-03-18 12:10:00,0,0,0,58,21,10,11,9,13,7,9,0,0,0,1,139
2024-03-18 12:20:00,0,0,0,60,16,5,5,9,12,4,6,0,0,0,3,120
2024-03-18 12:30:00,0,0,0,51,25,6,7,9,7,6,8,0,0,0,6,125
2024-03-18 12:40:00,0,0,0,56,18,8,9,14,7,5,4,0,0,0,1,122
2024-03-18 12:50:00,0,0,0,39,16,10,10,10,8,8,5,0,0,0,3,109
2024-03-18 13:00:00,0,0,0,52,18,9,8,8,3,4,4,0,0,0,5,111
2024-03-18 13:10:00,0,0,0,53,21,11,9,10,8,5,5,0,0,0,2,124
2024-03-18 13:20:00,0,0,0,65,17,4,4,11,10,1,1,0,0,0,9,122
2024-03-18 13:30:00,0,0,0,54,22,7,8,11,12,5,7,0,0,0,0,126
2024-03-18 13:40:00,0,0,0,62,25,12,9,14,10,8,7,0,0,0,3,150
2024-03-18 13:50:00,0,0,0,44,15,10,9,7,6,6,6,0,0,0,5,108
2024-03-18 14:00:00,0,0,0,44,22,8,9,7,11,6,7,0,0,0,2,116
2024-03-18 14:10:00,0,0,0,56,23,7,4,9,14,3,5,0,0,0,6,127
2024-03-18 14:20:00,0,0,0,54,18,4,5,11,7,5,8,0,0,0,3,115
2024-03-18 14:30:00,0,0,0,55,23,5,4,10,9,5,6,0,0,0,5,122
2024-03-18 14:40:00,0,0,0,65,26,7,7,10,5,3,3,0,0,0,2,128
2024-03-18 14:50:00,0,0,0,52,18,6,7,13,10,4,7,0,0,0,3,120
2024-03-18 15:00:00,0,0,0,43,15,7,9,13,10,2,4,0,0,0,6,109
2024-03-18 15:10:00,0,0,0,52,16,8,4,11,5,9,9,0,0,0,4,118
2024-03-18 15:20:00,0,0,0,62,18,9,7,20,9,7,6,0,0,0,3,141
2024-03-18 15:30:00,0,0,0,68,24,12,10,12,11,5,5,0,0,0,3,150
2024-03-18 15:40:00,0,0,0,70,21,10,11,24,14,4,1,0,0,0,2,157
2024-03-18 15:50:00,0,0,0,61,23,10,7,23,34,6,7,0,0,0,10,181
2024-03-18 16:00:00,0,0,0,64,23,6,5,22,22,6,9,0,0,0,4,161
2024-03-18 16:10:00,0,0,0,65,21,8,7,13,11,3,5,0,0,0,2,135
2024-03-18 16:20:00,0,0,0,73,21,5,5,21,13,6,6,0,0,0,4,154
2024-03-18 16:30:00,0,0,0,71,16,7,5,26,14,14,12,0,0,0,2,167
2024-03-18 16:40:00,0,0,0,93,31,8,8,19,12,4,2,0,0,0,4,181
2024-03-18 16:50:00,0,0,0,73,20,5,5,28,12,4,3,0,0,0,5,155
2024-03-18 17:00:00,0,0,0,84,25,7,5,22,12,10,6,0,0,0,0,171
2024-03-18 17:10:00,0,0,0,56,19,7,8,18,10,6,9,0,0,0,5,138
2024-03-18 17:20:00,0,0,0,72,19,13,13,26,14,3,4,0,0,0,6,170
2024-03-18 17:30:00,0,0,0,85,26,10,12,22,15,7,7,0,0,0,4,188
2024-03-18 17:40:00,0,0,0,55,19,7,5,16,14,9,12,0,0,0,3,140
2024-03-18 17:50:00,0,0,0,55,19,9,9,20,11,4,4,0,0,0,2,133
2024-03-18 18:00:00,0,0,0,76,26,9,6,15,14,7,9,0,0,0,1,163
2024-03-18 18:10:00,0,0,0,69,22,10,11,17,16,5,4,0,0,0,2,156
2024-03-18 18:20:00,0,0,0,61,18,4,4,12,17,5,6,0,0,0,2,129
2024-03-18 18:30:00,0,0,0,53,18,6,6,13,8,8,7,0,0,0,2,121
2024-03-18 18:40:00,0,0,0,40,15,4,4,8,10,5,4,0,0,0,2,92
2024-03-18 18:50:00,0,1,5,45,48,4,5,9,18,3,4,0,0,0,4,146
2024-03-18 19:00:00,0,5,5,48,39,3,8,10,20,7,11,0,21,23,2,202
2024-03-18 19:10:00,0,2,16,45,34,5,9,9,17,3,3,0,51,26,2,222
2024-03-18 19:20:00,0,9,5,43,42,4,8,8,14,6,9,0,66,32,2,248
2024-03-18 19:30:00,0,2,12,28,35,5,6,2,4,3,5,0,40,17,4,163
2024-03-18 19:40:00,0,6,11,32,46,1,2,5,6,2,5,0,56,28,2,202
2024-03-18 19:50:00,0,2,13,30,38,1,1,6,7,2,2,0,40,32,2,176
2024-03-18 20:00:00,0,8,11,19,24,1,2,5,16,2,4,0,33,12,1,138
2024-03-18 20:10:00,0,3,16,21,24,2,3,3,5,3,5,0,33,19,2,139
2024-03-18 20:20:00,0,1,14,17,18,1,1,2,5,1,1,0,35,15,0,111
2024-03-18 20:30:00,0,1,8,31,40,4,6,2,5,1,1,0,28,6,0,133
2024-03-18 20:40:00,0,5,24,20,34,2,3,2,4,0,0,0,30,15,0,139
2024-03-18 20:50:00,0,0,2,15,31,0,0,4,8,1,2,0,44,27,1,135
2024-03-18 21:00:00,0,1,20,20,25,2,3,2,4,1,2,0,34,24,0,138
2024-03-18 21:10:00,0,1,4,32,33,0,0,1,1,0,1,0,34,21,1,129
2024-03-18 21:20:00,0,2,13,11,15,2,2,1,4,1,2,0,25,12,0,90
2024-03-18 21:30:00,0,2,9,21,17,0,0,2,4,1,3,0,29,13,0,101
2024-03-18 21:40:00,0,2,4,17,14,0,0,0,0,1,1,0,28,15,1,83
2024-03-18 21:50:00,0,2,8,13,16,1,2,1,3,2,7,0,29,7,3,94
2024-03-18 22:00:00,0,2,12,13,17,1,2,0,1,1,3,0,23,17,0,92
2024-03-18 22:10:00,0,3,6,18,14,0,0,3,6,1,3,0,24,14,0,92
2024-03-18 22:20:00,0,2,1,8,6,1,2,2,6,1,6,0,33,18,0,86
2024-03-18 22:30:00,0,1,4,7,9,0,0,1,4,2,4,0,23,9,0,64
2024-03-18 22:40:00,0,2,9,12,17,0,0,1,1,0,0,0,24,10,0,76
2024-03-18 22:50:00,0,1,9,7,10,1,1,1,6,2,3,0,14,4,0,59
2024-03-18 23:00:00,0,0,2,8,15,0,0,0,1,1,1,0,18,3,0,49
2024-03-18 23:10:00,0,1,4,10,25,1,1,0,0,0,0,0,25,7,0,74
2024-03-18 23:20:00,0,2,1,9,17,2,1,1,1,0,0,0,10,4,0,48
2024-03-18 23:30:00,0,0,0,8,18,0,0,1,4,1,1,0,14,5,2,54
2024-03-18 23:40:00,0,0,2,4,6,3,0,1,1,0,1,0,12,4,0,34
2024-03-18 23:50:00,0,1,1,2,5,0,0,0,0,0,0,0,13,5,0,27
2024-03-19 00:00:00,0,0,0,2,4,0,0,0,0,1,3,0,13,3,1,27
2024-03-19 00:10:00,0,0,3,1,4,0,0,1,1,0,0,0,6,6,0,22
2024-03-19 00:20:00,0,3,4,1,3,1,0,0,0,1,1,0,2,1,0,17
2024-03-19 00:30:00,0,1,4,1,3,0,0,1,1,0,1,0,15,2,0,29
2024-03-19 00:40:00,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,13
2024-03-19 00:50:00,0,0,0,1,4,0,0,0,0,0,0,0,9,0,0,14
2024-03-19 01:00:00,0,2,0,1,2,0,0,1,1,1,0,0,2,0,0,10
2024-03-19 01:10:00,0,0,0,3,9,1,0,0,0,0,0,0,1,0,0,14
2024-03-19 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,10
2024-03-19 01:30:00,0,0,0,1,2,0,0,1,1,0,0,0,4,0,0,9
2024-03-19 01:40:00,0,0,0,0,0,0,0,2,3,0,4,0,4,0,0,13
2024-03-19 01:50:00,0,0,3,1,1,0,0,0,0,0,0,0,4,0,0,9
2024-03-19 02:00:00,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3
2024-03-19 02:10:00,0,0,0,3,7,0,0,0,0,0,0,0,1,2,0,13
2024-03-19 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5
2024-03-19 02:30:00,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,7
2024-03-19 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-19 02:50:00,0,0,0,1,2,0,0,0,0,0,0,0,3,1,0,7
2024-03-19 03:00:00,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,6
2024-03-19 03:10:00,0,0,0,1,1,1,2,0,0,0,0,0,2,0,0,7
2024-03-19 03:20:00,0,0,0,3,8,0,0,0,0,0,0,0,2,0,1,14
2024-03-19 03:30:00,0,0,0,0,0,1,2,1,2,0,0,0,3,0,0,9
2024-03-19 03:40:00,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,7
2024-03-19 03:50:00,0,1,1,1,3,1,2,1,2,1,0,0,2,0,0,15
2024-03-19 04:00:00,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2024-03-19 04:10:00,0,0,0,5,7,0,0,0,0,0,0,0,4,0,0,16
2024-03-19 04:20:00,0,0,0,2,5,0,0,1,2,0,0,0,5,2,0,17
2024-03-19 04:30:00,0,0,0,4,9,1,2,0,0,0,0,0,11,3,0,30
2024-03-19 04:40:00,0,0,0,6,9,0,0,1,2,0,0,0,9,5,0,32
2024-03-19 04:50:00,0,1,3,5,8,1,2,1,3,0,0,0,2,2,0,28
2024-03-19 05:00:00,0,0,0,11,17,0,0,1,3,1,2,0,16,4,0,55
2024-03-19 05:10:00,0,0,0,12,15,2,5,1,4,1,2,0,17,12,0,71
2024-03-19 05:20:00,0,5,0,35,41,5,7,0,0,0,1,0,23,9,0,126
2024-03-19 05:30:00,0,3,3,37,48,5,8,0,5,1,1,0,28,7,0,146
2024-03-19 05:40:00,0,0,3,49,41,10,14,0,6,1,4,0,19,7,0,154
2024-03-19 05:50:00,0,5,6,54,40,14,19,4,7,1,1,0,28,8,0,187
2024-03-19 06:00:00,0,1,6,62,43,10,15,1,3,1,2,0,20,13,2,179
2024-03-19 06:10:00,0,3,11,78,31,8,7,5,10,2,1,0,27,18,1,202
2024-03-19 06:20:00,0,4,8,98,26,15,21,3,7,1,1,0,36,23,1,244
2024-03-19 06:30:00,0,0,0,102,27,24,18,3,8,1,7,0,0,0,0,190
2024-03-19 06:40:00,0,0,0,138,25,22,22,4,6,2,4,0,0,0,1,224
2024-03-19 06:50:00,0,0,0,123,21,20,13,13,10,4,3,0,0,0,1,208
2024-03-19 07:00:00,0,0,0,132,26,27,32,7,7,3,3,0,0,0,2,239
2024-03-19 07:10:00,0,0,0,151,27,26,16,9,10,2,2,0,0,0,2,245
2024-03-19 07:20:00,0,0,0,145,15,26,17,8,10,1,1,0,0,0,7,230
2024-03-19 07:30:00,0,0,0,142,18,19,15,6,6,3,3,0,0,0,8,220
2024-03-19 07:40:00,0,0,0,145,22,25,18,10,7,2,2,0,0,0,6,237
2024-03-19 07:50:00,0,0,0,144,25,23,15,4,2,4,3,0,0,0,11,231
2024-03-19 08:00:00,0,0,0,135,20,23,19,20,8,3,4,0,0,0,11,243
2024-03-19 08:10:00,0,0,0,126,22,19,15,12,14,2,2,0,0,0,6,218
2024-03-19 08:20:00,0,0,0,119,20,20,17,16,8,4,3,0,0,0,6,213
2024-03-19 08:30:00,0,0,0,129,16,14,13,9,10,3,2,0,0,0,12,208
2024-03-19 08:40:00,0,0,0,93,19,14,12,8,7,6,3,0,0,0,10,172
2024-03-19 08:50:00,0,0,0,92,22,14,12,14,12,3,3,0,0,0,7,179
2024-03-19 09:00:00,0,0,0,85,25,14,13,7,6,8,8,0,0,0,14,180
2024-03-19 09:10:00,0,0,0,80,32,17,12,5,8,8,7,0,0,0,6,175
2024-03-19 09:20:00,0,0,0,63,22,7,7,10,11,6,5,0,0,0,10,141
2024-03-19 09:30:00,0,0,0,82,21,6,9,7,8,1,5,0,0,0,3,142
2024-03-19 09:40:00,0,0,0,89,18,9,22,10,7,3,2,0,0,0,7,167
2024-03-19 09:50:00,0,0,0,63,30,9,7,3,7,4,4,0,0,0,8,135
2024-03-19 10:00:00,0,0,0,66,28,7,11,2,1,4,6,0,0,0,5,130
2024-03-19 10:10:00,0,0,0,43,15,12,6,8,9,8,12,0,0,0,7,120
2024-03-19 10:20:00,0,0,0,60,21,11,9,13,14,1,2,0,0,0,5,136
2024-03-19 10:30:00,0,0,0,57,25,6,3,8,7,3,8,0,0,0,6,123
2024-03-19 10:40:00,0,0,0,49,20,7,5,10,11,5,5,0,0,0,3,115
2024-03-19 10:50:00,0,0,0,57,19,7,7,2,4,4,7,0,0,0,8,115
2024-03-19 11:00:00,0,0,0,58,23,6,7,14,17,5,8,0,0,0,5,143
2024-03-19 11:10:00,0,0,0,46,15,7,13,5,4,3,3,0,0,0,2,98
2024-03-19 11:20:00,0,0,0,52,19,6,7,7,4,9,6,0,0,0,19,129
2024-03-19 11:30:00,0,0,0,56,24,6,4,4,6,5,6,0,0,0,3,114
2024-03-19 11:40:00,0,0,0,46,20,9,9,7,8,4,3,0,0,0,9,115
2024-03-19 11:50:00,0,0,0,57,31,4,4,11,8,3,3,0,0,0,2,123
2024-03-19 12:00:00,0,0,0,58,16,6,16,6,12,2,1,0,0,0,4,121
2024-03-19 12:10:00,0,0,0,50,18,10,45,13,14,36,7,0,0,0,1,194
2024-03-19 12:20:00,0,0,0,46,21,6,5,12,17,6,6,0,0,0,6,125
2024-03-19 12:30:00,0,0,0,62,23,12,31,7,13,2,3,0,0,0,4,157
2024-03-19 12:40:00,0,0,0,54,20,12,11,12,20,5,10,0,0,0,5,149
2024-03-19 12:50:00,0,0,0,51,22,9,7,2,4,3,6,0,0,0,3,107
2024-03-19 13:00:00,0,0,0,57,18,6,6,8,14,3,4,0,0,0,4,120
2024-03-19 13:10:00,0,0,0,57,19,4,4,14,15,3,3,0,0,0,5,124
2024-03-19 13:20:00,0,0,0,53,16,7,9,8,10,7,14,0,0,0,4,128
2024-03-19 13:30:00,0,0,0,61,17,13,13,9,9,8,13,0,0,0,3,146
2024-03-19 13:40:00,0,0,0,57,19,5,8,15,11,1,1,0,0,0,1,118
2024-03-19 13:50:00,0,0,0,67,23,9,9,13,14,8,9,0,0,0,8,160
2024-03-19 14:00:00,0,0,0,61,20,13,10,13,16,4,7,0,0,0,4,148
2024-03-19 14:10:00,0,0,0,52,30,7,10,17,22,6,4,0,0,0,4,152
2024-03-19 14:20:00,0,0,0,78,20,5,6,17,16,4,6,0,0,0,2,154
2024-03-19 14:30:00,0,0,0,47,22,8,7,9,13,4,8,0,0,0,1,119
2024-03-19 14:40:00,0,0,0,55,25,3,5,15,7,6,10,0,0,0,2,128
2024-03-19 14:50:00,0,0,0,52,13,10,8,12,6,2,7,0,0,0,4,114
2024-03-19 15:00:00,0,0,0,42,22,9,7,11,18,8,8,0,0,0,3,128
2024-03-19 15:10:00,0,0,0,69,20,6,7,12,21,7,5,0,0,0,1,148
2024-03-19 15:20:00,0,0,0,69,24,10,9,23,17,2,3,0,0,0,1,158
2024-03-19 15:30:00,0,0,0,58,20,4,4,20,19,9,8,0,0,0,2,144
2024-03-19 15:40:00,0,0,0,67,24,12,11,30,21,5,8,0,0,0,3,181
2024-03-19 15:50:00,0,0,0,79,16,10,8,24,14,3,2,0,0,0,7,163
2024-03-19 16:00:00,0,0,0,74,20,9,8,27,16,8,12,0,0,0,2,176
2024-03-19 16:10:00,0,0,0,64,23,11,10,23,16,8,8,0,0,0,4,167
2024-03-19 16:20:00,0,0,0,69,19,6,8,35,14,6,8,0,0,0,4,169
2024-03-19 16:30:00,0,0,0,63,15,9,7,22,21,4,6,0,0,0,3,150
2024-03-19 16:40:00,0,0,0,93,25,4,4,28,15,9,9,0,0,0,3,190
2024-03-19 16:50:00,0,0,0,81,20,6,7,21,20,5,7,0,0,0,3,170
2024-03-19 17:00:00,0,0,0,62,28,11,6,25,14,4,5,0,0,0,5,160
2024-03-19 17:10:00,0,0,0,69,19,7,6,22,29,7,7,0,0,0,3,169
2024-03-19 17:20:00,0,0,0,75,27,14,8,15,16,8,5,0,0,0,2,170
2024-03-19 17:30:00,0,0,0,65,27,9,10,18,25,7,9,0,0,0,3,173
2024-03-19 17:40:00,0,0,0,78,24,5,4,10,12,3,4,0,0,0,4,144
2024-03-19 17:50:00,0,0,0,67,18,9,10,16,15,5,4,0,0,0,8,152
2024-03-19 18:00:00,0,0,0,87,14,14,12,16,12,4,8,0,0,0,4,171
2024-03-19 18:10:00,0,0,0,63,28,10,6,8,6,6,9,0,0,0,3,139
2024-03-19 18:20:00,0,0,0,58,27,5,5,13,13,3,3,0,0,0,5,132
2024-03-19 18:30:00,0,0,0,76,17,6,9,17,15,3,4,0,0,0,0,147
2024-03-19 18:40:00,0,0,0,68,19,3,4,8,12,6,4,0,0,0,1,125
2024-03-19 18:50:00,0,6,8,50,27,10,13,10,12,3,5,0,8,8,2,162
2024-03-19 19:00:00,0,9,9,57,34,5,4,11,13,3,4,0,16,16,1,182
2024-03-19 19:10:00,0,4,10,44,38,4,3,10,11,2,1,0,44,31,0,202
2024-03-19 19:20:00,0,13,24,45,33,2,7,7,16,1,1,0,37,33,4,223
2024-03-19 19:30:00,0,6,7,24,33,6,10,7,8,3,5,0,16,19,4,148
2024-03-19 19:40:00,0,2,8,30,24,1,3,2,6,1,1,0,47,37,2,164
2024-03-19 19:50:00,0,7,10,26,33,4,5,5,10,2,4,0,34,24,1,165
2024-03-19 20:00:00,0,3,8,24,31,5,8,2,6,3,5,0,26,32,2,155
2024-03-19 20:10:00,0,5,17,29,41,2,3,1,4,5,9,0,11,14,1,142
2024-03-19 20:20:00,0,9,18,27,27,3,6,3,8,2,4,0,30,24,1,162
2024-03-19 20:30:00,0,3,7,27,23,0,0,2,7,1,1,0,25,17,1,114
2024-03-19 20:40:00,0,3,8,26,34,1,2,6,18,0,0,0,26,25,1,150
2024-03-19 20:50:00,0,3,5,24,29,1,2,1,4,1,1,0,26,24,2,123
2024-03-19 21:00:00,0,1,2,32,40,4,3,5,14,2,3,0,27,26,1,160
2024-03-19 21:10:00,0,2,4,18,31,0,0,2,5,0,0,0,31,26,1,120
2024-03-19 21:20:00,0,3,7,28,47,2,4,0,0,3,4,0,43,28,0,169
2024-03-19 21:30:00,0,5,5,25,35,1,2,4,11,1,1,0,26,24,1,141
2024-03-19 21:40:00,0,3,8,23,29,1,1,1,5,1,1,0,20,26,0,119
2024-03-19 21:50:00,0,5,4,22,39,2,5,6,12,1,1,0,30,20,1,148
2024-03-19 22:00:00,0,1,2,16,33,4,8,4,12,2,6,0,20,14,1,123
2024-03-19 22:10:00,0,1,2,16,26,0,0,0,0,1,2,0,27,15,1,91
2024-03-19 22:20:00,0,5,11,20,28,0,0,1,2,1,1,0,32,25,0,126
2024-03-19 22:30:00,0,0,3,10,18,3,5,1,4,1,1,0,20,23,1,90
2024-03-19 22:40:00,0,3,9,13,18,0,0,0,0,2,3,0,16,15,1,80
2024-03-19 22:50:00,0,4,8,5,8,0,0,1,2,0,0,0,14,18,0,60
2024-03-19 23:00:00,0,1,5,5,11,0,1,1,3,1,1,0,19,12,0,60
2024-03-19 23:10:00,0,5,7,3,8,1,1,2,1,0,0,0,11,11,2,52
2024-03-19 23:20:00,0,3,2,8,15,1,2,0,0,0,0,0,11,4,0,46
2024-03-19 23:30:00,0,0,0,8,11,1,2,1,6,1,1,0,9,8,0,48
2024-03-19 23:40:00,0,0,2,1,3,0,0,0,0,0,0,0,10,9,0,25
2024-03-19 23:50:00,0,2,4,8,14,0,0,0,0,0,0,0,6,3,0,37
2024-03-20 00:00:00,0,0,1,3,7,0,0,0,0,1,1,0,2,5,0,20
2024-03-20 00:10:00,0,0,1,2,4,0,0,0,0,0,0,0,3,1,0,11
2024-03-20 00:20:00,0,2,2,2,4,0,0,1,2,1,2,0,2,4,0,22
2024-03-20 00:30:00,0,0,0,4,6,0,0,0,0,0,0,0,2,2,0,14
2024-03-20 00:40:00,0,0,0,1,4,0,0,0,0,0,0,0,3,10,0,18
2024-03-20 00:50:00,0,0,0,4,5,0,0,0,0,0,0,0,3,4,0,16
2024-03-20 01:00:00,0,0,0,0,0,0,0,1,3,0,0,0,5,6,0,15
2024-03-20 01:10:00,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,5
2024-03-20 01:20:00,0,0,0,1,2,1,1,1,3,0,0,0,3,2,0,14
2024-03-20 01:30:00,0,0,0,3,8,0,0,2,5,0,0,0,3,1,0,22
2024-03-20 01:40:00,0,2,1,2,4,0,0,1,2,1,0,0,1,1,0,15
2024-03-20 01:50:00,0,2,4,3,4,0,0,0,0,0,0,0,2,4,0,19
2024-03-20 02:00:00,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,6
2024-03-20 02:10:00,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2024-03-20 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
2024-03-20 02:30:00,0,0,0,1,1,1,1,0,0,0,0,0,5,4,0,13
2024-03-20 02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-03-20 02:50:00,0,0,0,3,4,0,0,0,0,0,0,0,2,0,0,9
2024-03-20 03:00:00,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
2024-03-20 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4
2024-03-20 03:20:00,0,0,0,2,4,0,0,0,0,0,0,0,1,1,0,8
2024-03-20 03:30:00,0,0,0,4,8,1,0,1,2,0,0,0,2,2,0,20
2024-03-20 03:40:00,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,10
2024-03-20 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03-20 04:00:00,0,0,0,5,8,0,0,0,0,0,0,0,2,2,0,17
2024-03-20 04:10:00,0,1,2,4,6,0,0,0,0,0,0,0,1,1,0,15
2024-03-20 04:20:00,0,0,0,3,4,0,0,1,3,0,0,0,6,8,0,25
2024-03-20 04:30:00,0,0,0,3,4,1,2,0,0,0,0,0,5,4,0,19
2024-03-20 04:40:00,0,1,3,2,2,2,3,0,0,0,0,0,4,4,0,21
2024-03-20 04:50:00,0,0,0,5,7,1,2,2,4,2,4,0,10,4,0,41
2024-03-20 05:00:00,0,0,0,12,21,1,2,2,7,1,1,0,6,5,0,58
2024-03-20 05:10:00,0,0,0,12,15,5,7,1,5,1,1,0,12,11,0,70
2024-03-20 05:20:00,0,1,5,34,32,2,3,0,0,1,3,0,9,10,0,100
2024-03-20 05:30:00,0,1,1,27,31,8,13,3,13,1,1,0,14,8,0,121
2024-03-20 05:40:00,0,3,7,55,40,15,29,1,4,1,1,0,8,10,0,174
2024-03-20 05:50:00,0,3,7,53,29,7,13,0,0,2,6,0,14,11,0,145
2024-03-20 06:00:00,0,4,5,49,35,6,10,2,6,2,4,0,16,17,3,159
2024-03-20 06:10:00,0,4,6,58,25,5,9,2,5,2,3,0,22,20,1,162
2024-03-20 06:20:00,0,0,0,88,28,18,14,1,10,1,12,0,0,0,3,175
2024-03-20 06:30:00,0,0,0,116,24,21,19,4,9,1,3,0,0,0,1,198
2024-03-20 06:40:00,0,0,0,129,25,33,17,3,8,5,3,0,0,0,0,223
2024-03-20 06:50:00,0,0,0,121,23,19,13,6,21,5,7,0,0,0,1,216
2024-03-20 07:00:00,0,0,0,135,19,27,17,6,6,2,2,0,0,0,1,215
2024-03-20 07:10:00,0,0,0,129,17,30,19,9,10,1,2,0,0,0,3,220
2024-03-20 07:20:00,0,0,0,139,23,30,16,11,11,4,9,0,0,0,3,246
2024-03-20 07:30:00,0,0,0,151,18,23,16,7,12,4,3,0,0,0,11,245
2024-03-20 07:40:00,0,0,0,139,23,14,16,7,25,5,12,0,0,0,7,248
2024-03-20 07:50:00,0,0,0,139,37,24,20,6,1,3,1,0,0,0,7,238
2024-03-20 08:00:00,0,0,0,143,48,13,14,10,13,4,5,0,0,0,12,262
2024-03-20 08:10:00,0,0,0,116,29,15,13,7,8,4,6,0,0,0,8,206
2024-03-20 08:20:00,0,0,0,124,41,18,13,12,9,1,1,0,0,0,5,224
2024-03-20 08:30:00,0,0,0,140,34,17,17,12,9,2,3,0,0,0,9,243
2024-03-20 08:40:00,0,0,0,145,29,13,15,3,2,5,6,0,0,0,6,224
2024-03-20 08:50:00,0,0,0,92,27,13,9,11,10,4,6,0,0,0,6,178
2024-03-20 09:00:00,0,0,0,75,26,8,9,10,14,4,4,0,0,0,9,159
